search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Marca del celular,Tipo de funda
31, Carcasa Silicona iPhone 7 / 7 Plus / 8 / 8 Plus ,7.99,NA,39,8,12,666,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VENTAS.ELECTRONICAS.ONLINE,https://articulo.mercadolibre.cl/MLC-465068263-carcasa-silicona-iphone-7-7-plus-8-8-plus-_JM,NA,NA,NA,NA,NA,#465068263,Baseus,Apple,Carcasa
32, Funda Brazo Armband iPhone 6 Plus Galaxy S8 Plus - Impowick ,3.99,5.466,2,5,6,665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOWICK.SHOP,https://articulo.mercadolibre.cl/MLC-457908422-funda-brazo-armband-iphone-6-plus-galaxy-s8-plus-impowick-_JM,NA,NA,NA,NA,NA,#457908422,Genérica,NA,NA
33, Carcasa Apple Silicona iPhone 7/8 Plus - Webphone ,14.99,NA,5,5,12,1.249,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/WEBPHONESPA,https://articulo.mercadolibre.cl/MLC-474367347-carcasa-apple-silicona-iphone-78-plus-webphone-_JM,NA,NA,NA,NA,NA,#474367347,Apple,Apple,Carcasa
34, Carcasa Silicona Apple iPhone 7/7plus/8/8plus - We ,11.99,NA,79,10,12,999,NA,Envío a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/WE.-,https://articulo.mercadolibre.cl/MLC-461069458-carcasa-silicona-apple-iphone-77plus88plus-we-_JM?searchVariation=41352657496,4,0,0,0,0,#461069458,Apple,Apple,Carcasa
35, Carcasa Rock Ultra Delgada iPhone 6/7/8/x/xs/plus ,8.99,NA,364,155,12,749,NA,Envío a todo el país,NA,NA,4.7,30,https://perfil.mercadolibre.cl/BANANATIENDA,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=dd03r2gY2twVfaRa%2F7V6TVfgSGY%2BXT14wOsrqgsBz69hLEswG7w77UXryhrjK3joBaCoZfPHo8hTigJlcQQaUKFvdhlpRJLLViZ%2BcOzZ9PDhAngPUSnFUYgvMCrV5%2BDn4MVxMiU4F3ZZSUKUTxpGVgr23CQbyJ0DCzxHHlH0qOdRNejnkXXOicC7pL%2B%2FY0Pt7Ib0%2BFE9AU5IYYOI%2FljZPhbBVGX7e4jqkOCtEYE%2FPIDe6M9DPHUzuxlj6ywVlkkD0kqR9lRn0NhRN1Yun4E%2FS9MjUnElNjFSRlWcVkWCd5oJxbdu8JbYwntWmlrIwYhDPVDxrqW2pVHH9%2BlGl526bYs5rB5Bcy7Rwz6050WhxEY8RE9C50pB0iwjdSwz4INNh2YLKL7LwSmTz1txhDmWTeTvd8wDPH37uJswvGW0vqv5rG4SWwsT4gwMHVXv9zUdLm%2BmCXt1BegCvB9X2tDE93kH1kq1nOMwixdZjYcRw8seKQzK7XP9DOrX0nGwn0skkRtO69Z3%2BZgRRMhghwEX5mVJIt%2BlPRqUJfRPGpdzeonBxHocvQzC60XeyiYv3vVtfprxUlQ0OQEZ8KB%2FFNme8qQL9JtDqLiLQ6n9AN0oRkN2NpfUBSEdPw6FhMG9Df7GPaEDr%2BLWgf4mg%2Fu1TjH%2F%2FEM4qZ4NpZCJ5YgvtCO9W8%2BIK%2FmQ8Q6S4ZJGf4b3FekfLmB%2FvnGGperHqEkf327X93FFxwJ6DHBF7M3ARH%2Ff7F0Kf1PworPFzMm2uJ%2Fiie98yy9ousDN%2BH3rD79JnxCNb3R3iDO8vvWPmS%2BgYFXYhrbUX2ZExiD%2FZOMXdAN3W%2BCvHQObUKn6hi007j9mta5xnfCDRZb6Fp8BdZgTK0S13O00END27bsx4wtRwWeeDTmIU2qMTDi%2FjTTQ0Rp2W7bVyYwQ1eVcRP1TUtRxJlPtLNXBJjDS%2BN1hFv5G0v9z8hvUo9Iosdfv5p4VK%2FbZXYfRpwr2%2Bvzb8ERJTuVlFEt5ljpsnggUL4JobcuT7Iz%2FuO3JPyDnfoQMZo9qLkF1VRSka8QYozK8TwUtikeFMArEdk68gjC4pMqF6codqCLkJElDIhlQ%2FSur9HjKj0tNoB7FmqqfpcNKsS5vpuxknTRxO%2BHrgWe9OTGGeZwWELfC%2Be8KKXQZ8uMBHO%2FLeP6WHaNtyeGbeT7H2x%2F5BTl1AhF2THUe%2FkARprid7d3gB9SZ9md4SZOvl0wlzsfedjB21tIf3PZSxUga0r9myM5Ruj6HTrklXFyVj6zTzJHKDaBUQnuxUCAeCrGd3SaDeQVU4KAOs2CKo0e5tyGdzqSB0iCkNtJLkMYzXnZeumT%2BfwgnTWFCiZiCAgaUYNvZAINsY6kAyCX0lV2Ltrf8lfrD0rpn7xFDbVD9LqVYky7QAIH1cqYCmE8PCTN3RuvkS3H9G8gHUMfu66ua6ya4f8KXZ8k4RGfKEZibNxQIb7FDTX6kofi%2FUCRUT7K6%2BwjwXKsGJfP%2F4d4OvtsqszHVGuRKf2wwuJ6MUY10TEKFZ%2BQAMdVxzH%2Fv396E9NHS4UrU1JrbQ1ds%2FWB99Ivi,27,1,0,1,1,#452176797,Rock,Apple,Carcasa
36," Carcasa Silicona iPhone 7/8, 7/8 Plus / Apple Silicone Case ",6.99,NA,22,29,6,1.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SAFE_MICASE,https://articulo.mercadolibre.cl/MLC-462682156-carcasa-silicona-iphone-78-78-plus-apple-silicone-case-_JM,NA,NA,NA,NA,NA,#462682156,Silicone,Apple,Carcasa
37, Carcasa iPhone 7plus-8 Plus Original X Doria ,12,NA,4,NA,12,1.000,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CASTILLOCHAVEZLUIS,https://articulo.mercadolibre.cl/MLC-463434527-carcasa-iphone-7plus-8-plus-original-x-doria-_JM,NA,NA,NA,NA,NA,#463434527,NA,Apple,Carcasa
38, iPhone 8 Plus / 7 Plus - Funda Carcasa Dorada Protección 360 ,10.99,NA,2,7,6,1.832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELULARES-EN-VENTA,https://articulo.mercadolibre.cl/MLC-492274577-iphone-8-plus-7-plus-funda-carcasa-dorada-proteccion-360-_JM,NA,NA,NA,NA,NA,#492274577,GKK,Apple,Carcasa
39, Funda Brazo Armband Brazalete iPhone 6 Plus Galaxy S8 Plus ,14.99,NA,132,15,6,2.498,NA,Envío a todo el país,NA,NA,4.3,4,https://perfil.mercadolibre.cl/NETEXPERTOS,https://articulo.mercadolibre.cl/MLC-434234316-funda-brazo-armband-brazalete-iphone-6-plus-galaxy-s8-plus-_JM,2,1,1,0,0,#434234316,NA,Apple,Brazalete
40, Otterbox Carcasa Symmetry + Vidrio iPhone 8 Plus Negro ,19.99,NA,3,2,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUATRO+GLACIARES,https://articulo.mercadolibre.cl/MLC-481927101-otterbox-carcasa-symmetry-vidrio-iphone-8-plus-negro-_JM,NA,NA,NA,NA,NA,#481927101,OtterBox,Apple,Carcasa
41, Unica Arena Carcasa 360 Con Logo iPhone 8 8 Plus ,9.99,NA,27,273,6,1.665,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/AERRECOMEX.COM,https://articulo.mercadolibre.cl/MLC-462074236-unica-arena-carcasa-360-con-logo-iphone-8-8-plus-_JM,1,0,0,0,0,#462074236,NA,Apple,Carcasa
42, Apple iPhone 8/7 Plus Case Eton Premium Nillkin - Webphone ,9.99,NA,2,8,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/WEBPHONESPA,https://articulo.mercadolibre.cl/MLC-475197980-apple-iphone-87-plus-case-eton-premium-nillkin-webphone-_JM,NA,NA,NA,NA,NA,#475197980,Nillkin,Apple,Carcasa
43, iPhone 8 Plus / 7 Plus - Case Carcasa Dorada + Lamina Vidrio ,19.99,NA,1,4,12,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELULARES-EN-VENTA,https://articulo.mercadolibre.cl/MLC-498947321-iphone-8-plus-7-plus-case-carcasa-dorada-lamina-vidrio-_JM,NA,NA,NA,NA,NA,#498947321,"Original, Legitima, Auténtica y Genuina - Fabricantes: GKK, Nillkin, Lenuo, Mofi, Goospery, Cafele, Enkay",Apple,Carcasa
44, Carcasa Silicona iPhone 7 7 Plus 8 8 Plus ,8.99,NA,5,5,12,749,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VENTAS.ELECTRONICAS.ONLINE,https://articulo.mercadolibre.cl/MLC-465067813-carcasa-silicona-iphone-7-7-plus-8-8-plus-_JM,NA,NA,NA,NA,NA,#465067813,Mofi,Apple,Carcasa
