search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Material,Marca,Modelo
14, Protector Original iPhone 8 Plus Azul Pro ,1290,NA,0,50,18 cuotas,71.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PRO-ACCESORIOS-Y-CELULARES,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=X07%2FHGUJLnuKLDmMPWPpk0Nnz8eofhsWjOmatbOFxKxWknRwaFdJbeIFG7Vmk4beVSAVoQ2klysqPUCLLe8chgS0B9O25hR5UKk8oIaQBpIl%2BDcyOcB78fufBJHm2t5kUQ2EYLS%2BoU9FEBDZ8pfg2VWtivAdnGg8MKOIGWjpWaCkXzdkqu9T5hbgtWtX7PSDP3y2g44ubZWnuIChsngt8i6TN1GQnGGg4bjlmggRC16mCNykOriX6prrw4OOPbHiYfXh6MpdT3i47kpO%2FLfT7UdvunNPw6f4nfdM4zdBEsd8jA47J27x4mJoGtDiH8iOJpWRQMiMl39WBoQvrJk2oHzSZHCwKxaSAJi4GJqZ1VaG0NK25i8B7Dh8x2dlb3RUZJVpGEh3j1bW34Pj0ahwiyZRU5IgJ4pomwvjUa%2FVDChysBhXLHgX3iWlpq0jPZvRgvRVEOC332zBJEnNlbE1XMR4z45i%2BuVbqAMUln8Q6TaJIsKtthJPxvpQF%2BElRHlfQ79EWUsl9qr%2FDTTn1qzew%2FIdo0P5j7IaoVrIJwPRjnnlU5CR7LscOGHW4oPIJ94w1gfAJVxKypq3%2B5RYOnHEvXeI%2F3an41U1D0%2BZvdezBcksm628qiX%2Bu0QWn1jL1XNV8aAHIAmUM2Fg45a7DUEVK7o7VpQs4mTLmTK7ynTdb6g4HHJebgudLOeTmQ9PI7asLVLPfDoTKorTFZLvvG8uF1RN0ldzkpsHgt0f3zwi1qIH3vgZw0pQerS5fFSZTFLL8CPdMFfBH3slltFb9v2qqYjnXwOlcXXa0a3HzDEzWmSjeKEJmkq2WkGVjirZCJsB9LWj12qNMnyEvhIg5kOx%2BqAB8ECRsyNSCJTMS%2FeuVrhsdyp%2BFj5cQ8tb8ha72uUoxoGatqGKAEuQYGmY%2BdowFzEz%2BbkyKt1EILXS2cgtkTxRZNivDwBwvQvIL6qpLi7I%2FFIhowRrV5K1EnP%2FwlHeEmbbRCBm0tuzHiwXKMQbK%2Be78tfVDgZ2YKaG8%2Ff2Bgn3j%2BtMl30U%2FvWlX9yFK3mjQzWMs%2FJwVXYOickz6Maw04%2Bu5Wk%2BJr0ZSrC1FGxztzZgnP01Ej3gQ6K%2B76ETtR2v0%2By%2Bw%2BtuM049QbRfCwRqssRNAX8Nmxn%2B9pwRi9e03efvGgzTogxGZ4eT78Pmt1PYZVvVMIZsOJzh85YINXLOGJN2mPmPcgVTtQyl%2FGwHRcWiAev0zMqN5l0OaEoC4aY7FWVaccOUvCDzeoPUfZxkF8aceN%2FX3k91Fn5ORfaTSG54ADSaOiZ5bpI1Rv6JPp0xehydap73qfMJBXq7vRFS0TqBeZIltfbeIKftyDieRi%2Bz%2BgB95iEH8wEB8BznzMBgTi4vEymSCegvvzN33WLwZL%2BoOzgAr2Ek2ZSfdM97CsiUBf8PgMGl3shm8E66I1XxzYNTNWqku80Q%2B2yVEaY8cJoZ%2F%2Bgb7xsuewtY%2BFznBxaFKdY%2B7DDFnJPiV4VrFtq%2BRjQFY0krBaEpDF3SiZVPL1XPBAlGzJ8aztf1D4AdZCIt9CBYcUqnPFpIOPa6QiAuUF4Y7Q7p6XW1PQU%2Fl7Jg6JpMbR3fdFLP9Gyv4xA9seoIjjlkKsvzrIab7R%2FHCR%2B7VxTAv67T5%2FAY2RRo1oR5JXvanYA9k3VdZ1ITloNNi7dBQlU7HnO4vE4IZsgV%2BJOr8vQ6ZGu2fUF01e8ftAUV5ME%3D,NA,NA,NA,NA,NA,#457349548,Apple,NA,NA,NA
15, Funda Transparente iPhone 8 & 8 Plus Shockproof Hybrid Case ,440,NA,63,7,18 cuotas,24.44,NA,Envío a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-455994544-funda-transparente-iphone-8-8-plus-shockproof-hybrid-case-_JM,4,0,0,0,0,#455994544,Apple,NA,NA,NA
16, Funda Protector Full Case iPhone 6/7/8 Plus 360 Con Vidrio ,150,NA,46,4,18 cuotas,8.33,NA,Entrega a acordar con el vendedor,NA,NA,5,4,http://perfil.mercadolibre.com.uy/AR+IMPORT.,https://articulo.mercadolibre.com.uy/MLU-457722592-funda-protector-full-case-iphone-678-plus-360-con-vidrio-_JM,4,0,0,0,0,#457722592,Apple,NA,NA,NA
17, Protector Agenda Flip Cover iPhone Xs Xs Max Xr X 10 8 Plus® ,290,NA,41,3978,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-442264811-protector-agenda-flip-cover-iphone-xs-xs-max-xr-x-10-8-plus-_JM,1,0,0,0,0,#442264811,Apple,Plástico,NA,Xs Xs Max Xr X 10 8 Plus
18, Protector Funda Fyh iPhone 8 7 Plus+pantalla Nflex Full ,890,NA,0,3,18 cuotas,49.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=QKHyYZdL7kobL%2FUmIJUGmWX%2FDc3f4rCx90PSCH3XAGpNcz%2FqARDsTRi9HIZW9WlK7iih1ngznDxVOEsNJhANCKNYXcZk2mSjfod%2B%2BUJs3txnrs5%2B%2BCggfa%2B8avaqJwqF6EnbYYAlr5HnuelbocKu%2FRA07GBDXXddWUkdEYsW74RuU10eFAXFReYbTZYpRK9NQmylXNbm3s2p17RBt1ShOeYx9YVvXHIHxyLugbpSbtw9B3Cdl6sSAhvNfk30jyTG2fZZyMf2%2FLOoZ5e74B4FLs9fqWDTkP%2FV1DKBhj5h2TPEZujnhgtkqp4kVQEGeIMiFGhNpNu%2F%2BfFgwtFZoc3nl9l71%2FN6U3ooV1u4kvlA4botnE8GCy3YVoV6yE2N6%2FAVofU5uUi459St%2F4ZqRnBcqSJ1tO%2FdP2CkadxHUSWU9TPFYU2EirAWX8juI6BL6LwHWpx6Tcfu30tx4OfAWsRn1U9baCIkI5PchD2Xq7IXQ7%2FKw333PSQwbIh%2B9OcAmpAeWHGBmjvitAM8pPEnUiGLN9Wyqb7fVK9C4XkG0ld11E%2Fk4XZVUkXJsp%2FF1DzO6MJE5WOyVMeZxlhkVKAPtQE1q6frcG8DSaalJ2xxD%2BGzLi%2FxS7U2tc7UVDZgGxKXJJahlBBrhblu2BGBL8EiRc0NvRIzMURY%2BqrodLZ%2BKwCx%2FxhXxn%2BMZOxY9xA%2Fv0nhPTZz9%2BhUv8lz8nRM6Cmvbxbycv3Dnr3lotLal0ymNRPqdTT7dAsUpzUYh6D9Q9npP7aqeD1RlxH4Ttc6dZ6gUMbAgz%2F1zKhHOR0fc3zldbGl%2F5qyELIEV5DAyOkjewoNZgocZKADhtzBvAjDByB6w4tEILtudohMugZTNlC463gpUZQIV3SZg8FunvGzO8orzxrQVgPcJFH8lWkaG%2FU8nTfjNicm4SWyLuIyw3aqG6UHAQ4rhnRpbR7lMUGcQSvs3YAQquk0sNYSmOqu%2BevTz5F9m05pkS1N0ObbakWHrqVYeD%2BaqVEwyF2cQUOyoRfTx5%2BkghFgyPvKecRAIY8PDi7SgyxKZ0h2lifXZqJGQyk5%2FUm755VO68xTlmTc2AnojrDcfG6mqBwYCqT41B%2FNqREzJ8JjI92DkiRxkXUWgLy2fwoOjRhj%2FNIYNtXr4eZgLoOZgMqzgnQiOzPlb3rPG%2BKnkJI5V4nbjhNV56pTvdkcpXeBFS7ryEsPnA8dIP1%2Bv5NMvC4%2B62K167iRa%2BlVMEAs48zDsHgGHO6LnjYob5AhdTL6rC%2B3cHBNUR6C2EEbEsLHXSjPCx66UDDgEoaKwvfAhNZTH9b%2F8FVVlyBFSXzedgMprvnoCqoFqVNT5TQ3%2BZMm4R1OjVweuEx%2BZPHJrCfoD8eRsRRYrn0uWznyBs4x4WJLM1JAPSgNjYu3wzExaS6ns1csaTClIR04i%2FnPjuYtOq0xBHqZJFZ32fVoOAy3AhSD5Nq6PVtuTVlLC6Jai3waiWR590qUx7zu%2FDBJFN1OgbtQvgTbBeMaMqr4iOMadhLsNDNQtalmWZs7LWECtLZuML%2B%2BH5oEvMpExhhxtEfxUzsR3JUeHIY9KE95uiEGlUgPZb5TuzceCdEf9scs%2FVlYYUc2HwboCNNczWyBFAtsciRnnWhNDUsp%2Fq9qu1Dt0n1k7IInG96cy%2FNlZovT2DM2Ma0dH23%2FbbnA6pUAvlfnwXF1omETooswYFkqcdChGqD27qZPxBdPeJ9np3cC,NA,NA,NA,NA,NA,#453769062,Apple,NA,NA,NA
19, Estuche Case Funda Sellada iPhone 6s 6 7 8 Plus X Xs Xr ,470,NA,38,44,18 cuotas,26.11,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-454146701-estuche-case-funda-sellada-iphone-6s-6-7-8-plus-x-xs-xr-_JM,2,0,0,0,0,#454146701,Apple,Silicona,NA,NA
20, Silicone Case Original iPhone 6 7 8 X Plus Apple Oferta Ya ,990,NA,110,54,18 cuotas,55.00,NA,Envío a todo el país,NA,NA,4.8,13,http://perfil.mercadolibre.com.uy/PANTAYAUY,https://articulo.mercadolibre.com.uy/MLU-452827858-silicone-case-original-iphone-6-7-8-x-plus-apple-oferta-ya-_JM,12,0,1,0,0,#452827858,Apple,Silicona,Silicone,NA
21, Protector Super Reforzado iPhone 5 5s Se 6 6plus 7 8 8 Plus ,210,NA,96,197,18 cuotas,11.67,NA,Envío a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/MEGACASEUY,https://articulo.mercadolibre.com.uy/MLU-445375131-protector-super-reforzado-iphone-5-5s-se-6-6plus-7-8-8-plus-_JM,1,1,0,0,0,#445375131,Apple,TPU,NA,NA
22, Funda Transparente iPhone 8 & 8 Plus Ultra Slim Hybrid Case ,499,NA,242,20,18 cuotas,27.72,NA,Envío gratis a todo el país,NA,NA,4.6,22,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-448803228-funda-transparente-iphone-8-8-plus-ultra-slim-hybrid-case-_JM,14,7,1,0,0,#448803228,Apple,NA,NA,NA
23, Protector Funda Sensible Calor iPhone 6 6s 7 7plus 8 8 Plus ,300,NA,38,62,18 cuotas,16.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MEGACASEUY,https://articulo.mercadolibre.com.uy/MLU-447363702-protector-funda-sensible-calor-iphone-6-6s-7-7plus-8-8-plus-_JM,NA,NA,NA,NA,NA,#447363702,Apple,NA,NA,NA
24, Protector Resistente Al Agua Playa iPhone 5 6 6s 7 8 X Plus® ,290,NA,60,3993,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,4,5,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-442743638-protector-resistente-al-agua-playa-iphone-5-6-6s-7-8-x-plus-_JM,2,2,0,1,0,#442743638,Apple,TPU,Genérico,360 cubre todo el equipo
25, Protector Verus iPhone 7 7 Plus / 8 8 Plus+ Vidrio Colocado ,260,NA,251,274,18 cuotas,14.44,NA,Envío a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-443463104-protector-verus-iphone-7-7-plus-8-8-plus-vidrio-colocado-_JM,4,0,0,0,0,#443463104,Apple,Acrílico,NA,NA
26, Estuche Funda Silicona Para iPhone 6 7 8 7 6 Plus Xr Xs Max ,450,NA,484,94,18 cuotas,25.00,NA,Envío a todo el país,NA,NA,4.7,34,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-446243554-estuche-funda-silicona-para-iphone-6-7-8-7-6-plus-xr-xs-max-_JM,27,6,0,1,0,#446243554,Apple,Silicona,Iphone,Silicone Case
27, Estuche Carcasa Funda Cromado Flores iPhone 6 7 8 7 Y 8 Plus ,90,NA,171,99,18 cuotas,5.00,NA,Envío a todo el país,NA,NA,4.8,13,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-444678980-estuche-carcasa-funda-cromado-flores-iphone-6-7-8-7-y-8-plus-_JM?searchVariation=39406805865,11,1,1,0,0,#444678980,Apple,TPU,iphone,Borde Flores
28, Funda iPhone 6 6s 7 8 Plus Luxury Ultra-thin Back Case ,390,NA,94,20,18 cuotas,21.67,NA,Entrega a acordar con el vendedor,NA,NA,4.4,8,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-448273539-funda-iphone-6-6s-7-8-plus-luxury-ultra-thin-back-case-_JM,4,3,1,0,0,#448273539,Apple,NA,NA,NA
29, Funda Protector iPhone 7 8 Plus Original Cuero Envio Gratis ,26,NA,14,9989,18 cuotas,52.98,NA,Envío gratis a todo el país,NA,NA,5,2,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-455451267-funda-protector-iphone-7-8-plus-original-cuero-envio-gratis-_JM,2,0,0,0,0,#455451267,Apple,NA,NA,NA
30, Funda+silicona+case iPhone 6 7 8 X Plus Apple Gofix ,490,NA,9,105,18 cuotas,27.22,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GOFIXUY,https://articulo.mercadolibre.com.uy/MLU-455251573-fundasiliconacase-iphone-6-7-8-x-plus-apple-gofix-_JM,NA,NA,NA,NA,NA,#455251573,Apple,Silicona,Apple,NA
31, Funda Cubre Completo 360°iPhone 6/7/7plus/8/8plus/x/xr Glass ,149,NA,5,31,18 cuotas,8.28,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/VIKEI+SA,https://articulo.mercadolibre.com.uy/MLU-463616374-funda-cubre-completo-360iphone-677plus88plusxxr-glass-_JM,1,0,0,0,0,#463616374,NA,NA,Apple,NA
32, Funda Eco Cuero Apple iPhone 8 8 Plus Caja Simi Original ,490,NA,6,12,18 cuotas,27.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-453894906-funda-eco-cuero-apple-iphone-8-8-plus-caja-simi-original-_JM,NA,NA,NA,NA,NA,#453894906,Apple,NA,Apple,NA
33, Protector Funda Estuche iPhone 5 Se 6 6s 7 8 Plus X Xs Xr ,199,NA,106,3,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,4.6,10,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449569369-protector-funda-estuche-iphone-5-se-6-6s-7-8-plus-x-xs-xr-_JM,8,0,2,0,0,#449569369,Apple,Silicona,NA,NA
34, Funda Tpu Mármol Ultrafina iPhone 6/6s/7/8/plus/x/xr/xs Max ,299,NA,4,56,18 cuotas,16.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VIKEI+SA,https://articulo.mercadolibre.com.uy/MLU-463050591-funda-tpu-marmol-ultrafina-iphone-66s78plusxxrxs-max-_JM,NA,NA,NA,NA,NA,#463050591,Apple,TPU,NA,NA
35, Protector Funda Glow iPhone 8 7 Plus + Pantalla Nflex Full ,890,NA,0,3,18 cuotas,49.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=vG1f6wecN8%2FOLTCVrIIoadH8uUQj5K5kaK0btWXJRD6CnWIhd4s1DdzYBhQi9GIsqtGC9vdpd6%2FacPnTf8yTx%2B%2BBNIJ4JZj8uFA5s3RGlKJ5m51xWICjusYTSOCUlKkZ9ea0lkfWjHP%2Fj9SO6jrSusM4RDpiAzxNHN10zBmfmGMQ9rcPAc%2BLhqZQIu8OGVP9GfqQkFek1tomkrd1V%2FB9i6LV5WScteSXVvsY1Ew4VYVl8QWi1n3V8SiGKS3%2B%2BmrAZKmXQUm4vpCD%2Bj3yRzADIyivTo19%2FlAkSXuFgJKKReoAkaVpzWNUexbASrKS9RuIXsNWsBtGWBi8Z7Z2OOQEmbpgj7pz%2FFRfd5%2F9kV0ttu4Yqm%2FEDhEJ1X6jIkIADmEet4ONtHbtaucMCHrqsYCqVP0ZmELbnKgOLuXj%2By1j4HvpwTd%2BgPMD01Cl%2BgvisKwetMn2TibJPIhL9KN0Iu5aSL1boLl17N%2F6ShmhdRsWcfap5Darc8fmg5bpun8hL%2Fg7CTRKs0mNP9rh0CnVjnb9b%2BE%2FbWzfC6AP%2FRNiVDiX93KqxY5%2BrVOeY5vF8iVZCub7XHQiQyRIpNfJvQR4uT2k%2FMqzZs51Q1DJXVBtE82n5bj16ZAnYUrtJQXn8IcVOU4%2FkMzbNtYlYFkg9JagyjWZLjAANDM8JaPNLCzwTaq5c%2BeRD7CQ6mgLggxW3OoHCzD7E7D4z34%2BmJSDI%2FSND981bM4rUSMAdf%2Bv3bOEIPU03eEkxy%2BiPlYurEahKnCjVAL8kH7JEF5kyxkcaqBH0cLtNfU3x%2BvxqJhkarC4CjrBxc2p2OCdkkvdCOdk8mi4nK94PMCLGSpr%2FUjgVyuYdi%2BOodwrYMLOySiZq4iddxPSoo2QSvu%2Fw0T4TjlsqyWnmHx7hhMUqODlyCmiRfizhw1WnPAiEsKjZ1Uotn1IkpaUuWQiNWO73nHLeW4jaF%2BK0wkD8XXP12iqKJjbm9J1MpX0aczxEQM0qjM9IJ4BXmLUgT4ResM8UZGnzsyIkSPFRagrF85bQi4hjcgdhFH1FXVIPmSY6Beu1YBTz%2BmmWiHn9au8Vi2J4FLXXIRijGkQYFDb2BMw26cEcdr3b9QN641HsoLk%2BT94T7H9nf1O8NctG1TiE6eakCgZ%2Bm%2FEsbyEsE6BRjjwCoXf%2BSNfVUmvp2VhUloL6GDlwxeUH%2BDgPmRCULh5TWuyhyg35UUUVvmkEHIt7iq31DwD2V%2BMreGRh4MZKXck1ZTDIw49m1rZ80%2F5RLao1CdtdRRLxTot7w3dnDa3mTer4OBt7dA4LntoUPc6CzXJfmZ3%2FJPgJxzJS0xNB9NHeoqqMTGONWNiPyo9o4ad5dfSiGdAbrQzi9MBQevVLPUmeEAi4N3q9vQYFC4zH%2B6LTaeuzJPvtbzNWNF1uGnhZKNycpSEPqnHVtArgc%2Bz2cHQTBBlZ%2BeRJY8EaiN60EztYvFIi%2BP6HYR1r8%2BK5LFyHCxszj7MmQa2HepAx8av4nDFMYqWnShQHuzSIxoj1y5XSZEjqGwyW8eh4KHXFTYC59ogzgi2%2BBYIouSHhYFhvascElkdpDd6vGdW7B3VVMlC%2BSFRQ7LbF59L4yIzNIE7Vja5bzKMVFnK4iqJ9wAyDaD7OVwUbdwtNMF1FxdbhDUwpFf%2BsTDmraL6s96SIOgAQ963HFrZMZWLAHvN%2FZ7G8MKQL2c2Z5duMfjW%2FNBRSEB916Am6mEZbm3SLDICHBs%3D,NA,NA,NA,NA,NA,#453858427,Apple,NA,NA,NA
36, Protector Funda iPhone 8 Plus Ardillas Carcasa ,599,NA,3,3,18 cuotas,33.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449485678-protector-funda-iphone-8-plus-ardillas-carcasa-_JM,NA,NA,NA,NA,NA,#449485678,Apple,Silicona,NA,NA
37, Protector 360 Magnetico iPhone 6 7 7plus 8 8plus + Vidrio 5d ,780,NA,43,46,18 cuotas,43.33,NA,Envío a todo el país,NA,NA,5,2,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-443898511-protector-360-magnetico-iphone-6-7-7plus-8-8plus-vidrio-5d-_JM,2,0,0,0,0,#443898511,Apple,Aluminio,NA,NA
38, Estuche Funda Color + Vidrio iPhone 5 Se 6 6s 7 7 8 Plus ,230,NA,64,98,18 cuotas,12.78,NA,Envío a todo el país,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-444895724-estuche-funda-color-vidrio-iphone-5-se-6-6s-7-7-8-plus-_JM,3,1,0,0,0,#444895724,Apple,TPU,Iphone,Borde Colores
39, Carcasa Protector Estuche Funda iPhone 7 8 Plus Original ® ,789,NA,2,4998,18 cuotas,43.88,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-459165088-carcasa-protector-estuche-funda-iphone-7-8-plus-original--_JM,NA,NA,NA,NA,NA,#459165088,Apple,Silicona,NA,NA
40, Funda Protector Aluminio iPhone 5 6 Plus 7 7 Plus 8 8 Plus ,8,NA,538,10,18 cuotas,16.30,NA,Envío a todo el país,NA,NA,4.5,12,http://perfil.mercadolibre.com.uy/LIDERTEK+SRL,https://articulo.mercadolibre.com.uy/MLU-444436764-funda-protector-aluminio-iphone-5-6-plus-7-7-plus-8-8-plus-_JM,9,1,1,1,0,#444436764,Apple,Aluminio,LiderTek,Genérico
