search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Material,Fabricante,Tipo de funda
11, Silicon Case Protector iPhone Varios Colores Y Modelos ,203,NA,1122,22,18 meses,11.32,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,34,https://perfil.mercadolibre.com.mx/CELLKING21,https://articulo.mercadolibre.com.mx/MLM-671538364-silicon-case-protector-iphone-varios-colores-y-modelos-_JM?searchVariation=34395449953,29,5,0,0,0,#671538364,Apple iPhone,iphone 6 / 6 plus / 6S/ 6S plus / 7 / 7 plus / 8 / 8 plus / X / XS / XR / XS MAX,Apple,Silicon Case,Silicone / microfibra interior,NA,Liquid silicone
12, Funda Magnética De Metal Con Vidrio 9h iPhone Y Samsung ,249,NA,1137,384,18 meses,13.83,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.1,23,https://perfil.mercadolibre.com.mx/IBUMPER+VERACRUZ,https://articulo.mercadolibre.com.mx/MLM-638119024-funda-magnetica-de-metal-con-vidrio-9h-iphone-y-samsung-_JM?searchVariation=29751866132,14,3,2,2,2,#638119024,Apple,6/6S/6Plus/6SPlus/7/7Plus/8/8Plus/X/XS/XSMAX/XR/ Samsung S7Edge/S8/S8+/S9/S9+/Note8/Note9,NOHON,Magnética Metálica 9H,Aluminio,NOHON,Bumper Metálico con Vidrio 9H
13, Funda Rigida Transparente iPhone 5|6|7|8|plus|x|xs|xr|xs Max ,169,NA,1245,18,18 meses,9.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,49,https://perfil.mercadolibre.com.mx/BROXYMEXICO,https://articulo.mercadolibre.com.mx/MLM-609084509-funda-rigida-transparente-iphone-5678plusxxsxrxs-max-_JM?searchVariation=22511225405,47,1,1,0,0,#609084509,Apple,iPhone,BMX,iPhone XS MAX | XR | XS | X | PLUS | 8 | 7 | 6 | SE | 5,TPU/Policarbonato,BMX,NA
14, Funda Protector Slim Lujo iPhone 6 6s 7 8 Plus X Xs ,179,NA,979,63,18 meses,9.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,30,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=V3EfbvAeU9aapnhvuledtw8ideTCT4afXHePyw8eMVlXwJ285dE4A7IiUKoTIwMgyRvxcDpAhRArKinF2EjBF%2F6BjUU6rKsvcIZg6ql4dA5thdc3uxC70OaMFaOpZQGPSwZv6O%2BDIg6f%2FS5Mn2mWSmaa49qoIjVXi8OBB20VbrzEOmOy2YiwEbSnhQihaCwzRrJJptXEgyR0HCP4tENddo0%2BQc6ghAIYroGRvE9x101JcjbdFIBWT%2BLMI%2BpF1sFZH2bb2PbrXnUtqJdByVSd9gffjyauxNG5B0kUPKA3Jfq99mq9QoD5hGxDdkXxaUloInnAmDK%2BCBo7yWLJA4pb1%2FWUr30xGZNrH%2Fm9KYH6j2xyHp3di3ABvxg0zTiWwRpJpzq7TvT1lOmhKAkqeL%2FFMkYZ7EdqdPbEEZQMwYlJ9hux%2F2WANGlK75jDEmsFscbj0F%2FK1B%2Bna2c3XN2dfefJt8vFRyO9xK4Jqlbb81NxB2cW6gmtQGzpCAgiPVT022vGAo%2BGIVFHOLaPifEJxgqtPQrVCWgpyl4LFbsPhoP9cshm%2FQ2Bkx1WHX2yUMm3mSeCGavspk7%2FJfd9K6%2FKFSi3UWM2p9Hqwdq9EoCNJx4%2FU8vNs5WPn43Z5b58lO9lPrQCLJzeOw%2BaSP7InCMY354l2Z%2FMuHKm8ji8LBivrGgfy1Zn0LFriipmcntzp7jOCNZTjgTxbQNxHjVpnYDNF4InaaOw6dIk3ecZYwV0l7yFe%2B4Z0lveLn3rUuhZQ09RK2NzY%2FqwtJ0bo0LBUdObaQfIieqdVtCFKvpL16V00EX957P95IPy%2BkR7PW4AVCOVC%2BE1cTuAOft%2F2iNMadgq3JRo7UcBQ4aIcG5xo2SSxaBLkgjqzBt0p9AA06fM7gJDwyUE0wtyLN1RYtlp02q3LRAslzm%2FMXvqyGHG5dy3JH%2BqtA4lUPf4p%2FxF69cFEaHPM7GjE01DGNX4e6kGftjaiWH2C539xcWk8COynj%2FUN%2FJZ82QhI2oic%2FK2mNKkXPQDfLxhh3JILbWeRqLu46nrfBaDjPAv%2Fz6IJ0I5O%2FsOTQasHRqlVBfhpvZobpxN8wzmeozPVWwzzYnZxkI4tmNzqZYLWjJviNiig42TJeQ0RzKQWk2nxxn9GLXtKlkntDelVXOtYFANn6qsljQSP6wmFDi0VE19FpyacuibMQQSj8ZFpFD7Wrj7%2BXY2OsD5b4Saj3NGEsMz%2Fv%2BfT3BD7ZCScG4T8ZxWrzsXTek%2Fpx4kRyHtC55gWYnggzoMcn8CMnVg5tON784vrTc1koud%2FUhYCJABFr5aJj3QCyYv3iqXdwHo8miXMu6gMimAZkE8f3BnH%2F6P4ARh5TQS68Aihx1GK%2FOPer%2BUnDHoMogkogTp6eL7IoYRxyTl9JyJ%2BMgsNLIUIdLhI8EolGsQ%2Fcs5lZhCp%2BnKEfF7JKSnMBL%2F0%2FEjqRpJZJXSEN9bbY1VoBPFtryV1I%2BC%2BzO%2B5SU%2BVzdUlPBVtyVY%2BqvjkZgId7CbVfDyuGffGbbhnXE0SDn3O5Y8C9u4PAWzhKaMX6OElwffBWscuowVMbkvRjSSj4teR20vEB9rheEa5B%2Bh0N7on%2Fxw7aL9sFkUiyf9gBlzvPjq3MRluRQu5%2Fb494Kle2A%2BtEWpppEARSdTcnbb5UeEnGMgnrCBxZrZL%2BTffX0ZmwTxmYP%2B7gVQY7LK7QWGsOVlyR0RmvFbDztV07s6b1Xvida5puNUxld3ek0oX5Ma0b%2B%2B1GwkyyYl16RSMqmu61poATBK,23,5,2,0,0,#670962507,Apple,iPhone,Auto Focus,Auto Focus,Acrílico,NA,Protector
15," Protector Case 360 Uso Rudo iPhone Xs Max, Xr,x,7,8, Plus ",279,NA,1310,136,18 meses,15.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,31,https://perfil.mercadolibre.com.mx/PANDARA+MX,https://articulo.mercadolibre.com.mx/MLM-621894881-protector-case-360-uso-rudo-iphone-xs-max-xrx78-plus-_JM?searchVariation=40463453220,26,2,1,1,1,#621894881,Apple,"IPhone XS, XS max, XR, X, 6, 6s, 7, 8plus y normal",Case,Uso rudo 360 grados tipo SURVIVOR,TPU/Policarbonato,case mobile case,Transparente tipo SURVIVOR
16, Funda Otterbox Survivor iPhone 6 7 8 Plus X Xs Max Uso Rudo ,329,NA,873,176,12 meses,32.50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,35,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-637625676-funda-otterbox-survivor-iphone-6-7-8-plus-x-xs-max-uso-rudo-_JM?searchVariation=28680049625,30,5,0,0,0,#637625676,Apple,iPhone,OtterBox,Survivor,Plástico,OtterBox,Uso Rudo
17, Funda 360 Lujo Espejo iPhone X 8 7 6 Plus 6s Se 5s 5 + Mica ,189,NA,2790,46,18 meses,10.50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,103,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-605956130-funda-360-lujo-espejo-iphone-x-8-7-6-plus-6s-se-5s-5-mica-_JM?searchVariation=27291542355,76,12,7,4,4,#605956130,Apple,iPhone 5 / 5s / SE / 6 / 6s / 7 / 6 Plus / 6s Plus / 7 Plus / 8 / 8 Plus,360° Espejo,Funda Protector 360°,Aluminio,Apple,Funda Protectora
18, Case Funda Armor iPhone 6 6s 7+ 8 Plus Survivor Uso Rudo ,569,599,1921,130,18 meses,31.61,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,117,https://perfil.mercadolibre.com.mx/SHOP_ORIGINALS,https://articulo.mercadolibre.com.mx/MLM-610263453-case-funda-armor-iphone-6-6s-7-8-plus-survivor-uso-rudo-_JM?searchVariation=19674345908,92,18,4,0,3,#610263453,Apple,iPhone,Armor,Heavy Duty,Aluminio,Armor,Heavy Duty
19," Funda Ultra 360 Uso Rudo iPhone 6, 7, 8, X, Xs , Xr, Xs Max ",279,NA,1228,61,12 meses,27.56,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,43,https://perfil.mercadolibre.com.mx/K-SES,https://articulo.mercadolibre.com.mx/MLM-576747555-funda-ultra-360-uso-rudo-iphone-6-7-8-x-xs-xr-xs-max-_JM?searchVariation=28388099331,37,3,1,2,0,#576747555,Apple,"iPhone 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus, X, Xs, Xr, Xs Max",Genérico,360°,TPU/Policarbonato,NA,Uso rudo
20, Funda Ultra Slim Silicon iPhone 6 7 8 | Plus X Xr Xs Max ,219,NA,1973,327,18 meses,12.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,64,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=iKfswug0%2FMQnbjXeHXvmeQtR1VYPqjx5NfMJJennhYLr9BV%2FT4yhQGfQJu%2Fu6xQlo%2FutqJ75%2B7zpfTS3bCqnUuCHMrFCjpTwPDG2d92AbSmv00%2BKm%2BheAE9cPCwRAOPJphGwWgJH0ueDHYz3Y0Lbxy4iNJjsRbg2LTtVzhB0ZajopXbXoshD0%2B6CCe8WKaCwZyTJVddo2VBYnnIasFLWsAItoL%2B%2BZPaLHQ5nNvJgpgMraZxiTnnzFK33da0Ud57o%2BRcRF9zl3bhvrpAJYU%2F%2BmqwSTTE9REzA5xAPjc%2BYzYZw5cW8%2BSakA8O48L6%2BJBj4YdRApMmP9i0ryzBAz9ukSq7WCMxU69m%2FnHBp2m9H7tyXTUl8OnUmgCdViuZ%2BJL5eBdig12AiPUuoVajLMvJ8%2Bm0RUMZpwt2VcAdMMKkWfIC4XWXM4ErD9zYjQm9dZXhPuVI8DB%2BJzZ5uTJIbiuNCxaJ2gd8jbnHUjvLtNxDOZFOPabqQAPlKMTSvn5Er1AA7eHBKXBmAKKVUUPARfqsAIykpSIzAKgA%2F%2Bu%2FfXf6tfHSbhaLJ1p4RvikVjMeC%2BzmlLtGDiETDPJF5oHd29x7Wz3I3ru7YZilmmvZnQdBQp9BaRNph4F0OEhxppX8On1UDgk9KvrmVcDJuVWITmYzI1%2ByiRPODU%2FDiKaCJi2EAJsBRhtvQsSesR4BiRDhqUZbQR6AOghMWCyKtAc%2BhQm9k7k1VP8Y4QfpaVKPyuBuTUXceGlduxQhwHwmsNqcfs3RFYQqSzWJEKnwiLUr4x8%2FgsWHUAMSoq2WKJKX8yPPU1t%2FJ1fSA%2FP9cxPxOKuEt4pBMQQ2q0%2FlvYXDGjpW4C1kqC1s8LZivsGXAvrY%2FDWMo3fRbHrdILWn7mGaKwEgn1i1xBd56W7zi%2BTAo3vcb6Y43gYxrwL8rEGXk0XKuqGgSONLIMEY%2FGyTDQde3HCoB3rbVbGdPyqTJQznsCAoZVPR%2FfRyjUEkvGoWVPIhrOorJa%2B5sYRDZA93OtvOHEYPEXh87nfGQDDz6gPcIuDoHf0mnOAiJ9dGA11mppiM5FPtugyZKw9TyPIZzCQ8ObdDUEp1Pv47ERtQAWOCnBBPkcZ7pfYWueydxQx4VXXp2xX%2Fekf1Zm3T20wIL7D5Av5Ua1%2BlU6oJtmTBrb406wGEM%2FxWjF8nRnd6VLYLzhL0LknZMe1IfUfpr%2BJwA9s543j%2F%2F%2FDCAml2Dsf2QOf677l6BjxhJT3Q6j01XPIBaPrmop9eKZVOQgSRVik6LQGU6ANhmy5Msh0Ofxppf0Zszdt3WfjktHH0rfRo1%2Bs9MB8sEnomWZff7bLOKJVEGX1U1WSwK%2BPrhcPDH5JBghyOLxtkZ0xI0yf73YMC7QKVMFtsXbdPCFXAY%2B6zlWF0q7%2BolRNApW7z284o%2F8rwoRu%2BevAg8VxBO%2FNqSIJb8D%2FFCrc9GQXTuoHhVQ%2FNX1WO%2BNJz2sI%2BFIHBILLr2DLC3R7zw2vPNZFMTTQy%2FGJgeiis29nDPc%2FveSzV3tnDhrlVG6qw71kEudC3UAHaI8%2FSvTQCE90zPnN5gz%2Bg%2BBKXUjlBltD4ukriwIF9vk2LYCoYYqaR73%2FbnnfTRLtZ%2Bwh5i%2BOUCSyf5v%2BXORM9g4UL4HnY%2BL%2BVU5ihJTwiDGlKhbm9CCRwjWsAaW2%2FNoFUQVf2Jj3t%2FcDXa84RjUyd%2FQd2V4paJWol5sUwMyHuS6kYW68jhY9X6uCBJ06VV34vfnVyTgzNLHjYAd8U%2FSOrfoYyDOjaSTuvoq%2BPe,46,12,4,0,2,#618319522,Apple,iPhone,Apple,Apple,Silicona,Apple,Protector
21, Protector Funda 360 iPhone 5 6 6 Plus 7 7 Plus 8 8 Plus Y X ,199,NA,4750,30,18 meses,11.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,295,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-567216493-protector-funda-360-iphone-5-6-6-plus-7-7-plus-8-8-plus-y-x-_JM?searchVariation=21340038287,188,54,34,11,8,#567216493,Apple iphone,IPHONE 5 5s SE 6 6s 7 8 X Xs XR Xs max PLUS,360 oem,360 total,Acrílico,OEM,360
22, Funda 360 iPhone X 8 7 6 Plus 6s 5s Se + Cristal ,169,NA,3997,33,18 meses,9.39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,222,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-580652933-funda-360-iphone-x-8-7-6-plus-6s-5s-se-cristal-_JM?searchVariation=27291722412,135,38,17,12,20,#580652933,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X,Funda 360°,Protector 360º,Plástico,Apple,Funda Protectora 360°
23," Original Lunatik Funda Tactica Ip 8 8 +, 7 7 Plus, 6s, 6s+ X ",399,NA,1339,311,18 meses,22.17,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,69,https://perfil.mercadolibre.com.mx/PROSU+ELECTRONICOS,https://articulo.mercadolibre.com.mx/MLM-613297531-original-lunatik-funda-tactica-ip-8-8-7-7-plus-6s-6s-x-_JM?searchVariation=20818423518,57,10,1,0,1,#613297531,NA,"8, 8 +, 7 7 Plus, 6s, 6s+ X","NA",Lunatik,Aluminio,LUNATIK,lunatik
24," Funda 360 Uso Rudo iPhone 6, 7, 8, X, Xr, Xs Max ",269,NA,584,55,12 meses,26.57,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,40,https://perfil.mercadolibre.com.mx/K-SES,https://articulo.mercadolibre.com.mx/MLM-573306628-funda-360-uso-rudo-iphone-6-7-8-x-xr-xs-max-_JM?searchVariation=34704222122,31,6,1,1,1,#573306628,Apple,"iPhone 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus, X, Xs, Xr, Xs Max",NA,360°,TPU/Policarbonato,NA,Uso rudo
25, Protector 360 iPhone 5 5s Se 6 6s 7 8 Plus X Flexible ,199,NA,1664,129,18 meses,11.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,68,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-597243279-protector-360-iphone-5-5s-se-6-6s-7-8-plus-x-flexible-_JM?searchVariation=21358423507,53,11,3,0,1,#597243279,Apple,iPhone 5 5s se 6 6s 7 8 PLUS X XR Xs MAX,360,iPhone,Silicona,INNOVACEL,360
26, Mica + Funda Protector 2n1 iPhone 6 7 8 Plus X Xs Max Xr ,249,NA,521,65,18 meses,13.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,12,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-667132542-mica-funda-protector-2n1-iphone-6-7-8-plus-x-xs-max-xr-_JM?searchVariation=33590590371,8,3,0,1,0,#667132542,iPhone,6 6s 7 8 Plus X Xs Max Xr,NA,2n1,Silicon,NA,2n1
27, Funda iPhone 6 6s 7 8 Plus X Xs Max Xr Case Silicon Protecto ,219,NA,2859,380,18 meses,12.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,76,https://perfil.mercadolibre.com.mx/TECNO+INSIDE,https://articulo.mercadolibre.com.mx/MLM-611043624-funda-iphone-6-6s-7-8-plus-x-xs-max-xr-case-silicon-protecto-_JM?searchVariation=28802182017,60,13,2,0,1,#611043624,Apple,iphone  6 6s 7 8 7 plus 8 plus X y Xs Xr,OEM,Silicon,Silicona,gi,NA
28, Mica + Funda Contra Golpes iPhone 6 7 8 Plus X Xs Max Xr ,219,NA,1158,125,18 meses,12.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,42,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-623749350-mica-funda-contra-golpes-iphone-6-7-8-plus-x-xs-max-xr-_JM?searchVariation=32254235791,36,3,2,0,1,#623749350,Apple,iPhone,NA,Slim Contra Golpes,TPU,Apple,Protector
