search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de cabezales,Cantidad de cabezales,Sistema de afeitado,Tipo de alimentación,Tiempo de funcionamiento,Tiempo de carga,Peso
13, Maquina Rasuradora 3 Cabezas Independientes Recargable ,549,NA,417,10,18 meses,30.50,NA,Envío gratis,NA,NA,4.7,89,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-658376737-rasuradora-cortadora-barba-bigote-remington-maquina-_JM,66,17,4,1,0,#658376737,Remington,Remington,PG6025 (110) F,Giratorios,5,Láminas,Eléctrica,65 MINUTOS,4 h,NA
14, Rasuradora Eléctrica Inalambrica 3 Cabezas Barba Y Bigotes ,599,NA,75,3,18 meses,33.28,NA,Envío gratis,NA,NA,4.6,5,https://perfil.mercadolibre.com.mx/TEKLIFE,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=nnyxPFguTilmFsxVhe1kYHKeHMobCns%2FfPX86Z4FoRXk%2BiN7d3accTq4qK2Y9lBEw4I5%2B9T5SQVdECAAy14Drpp453zNTxWNnCqDI7PEGDX9epv3IEu%2FgmHsk62%2FB64OlwSNGeEIQh7DyrZsEO4wHFZbd5t9hcOAbt3Fcqkmau1ZzBCeYH84b3AbbsKzePrvMd48WEWNwfDxYYAcR9Z9Uk38rE68C920PJlnGPtOnfJ7xAd%2BmyFI%2FZcLBqL0rqklpYfEYF5TGWuvZXeTTmtUuO1sE%2F7EnpjjNNG3hy13xQswaUVdQW0ZOdAIqH1OV3hTHYCOK8cnMew55oPeqIZ%2BD%2Bk8UdF7BiZ36Xbu%2Bn3B%2FKLwL6xCH%2FVon9q8sZLF%2FkGHpTOgx9Jneo8qv%2Ftvs%2BnObHP1jKNr8%2FA4b0BAfZkFss0MI3aMZKCCX8T0kmfqGMdALNAtH9TE9WRu5ak6S8VrfoHT338S6aF6UU4RGxzgl9RCtFExxfE1NI39%2FyhoyCX6GbGjwvA80mCSIiu2YXx5SgC6l1JwyZWPP92ttO37Q0WxHr4lPrqWUaPMZtwrLLla09pWusx37ELSxPc8r0y0fxkpTz2gBQI2svRTiFVt8fQH5Kb3dwA%2FNlZGZCwPSIEoExnzDbyfUkGKfeTUEj2A4qkETgYPhkZg6gH9jvbO0L%2BHRl%2BE1HOUMb6rFkKDsLfthCYPh0QZ5N%2BV%2BZ7SFoh7KF5U14ilkSZrycNwt6%2BICAhkH3Iy2mFURgGpU0h1%2FDygXgKPFJ64%2F4LKJSFjsbPYneiiL3HjKOQH282QAMracpKmLMrqMDgXWL92AB7zb4KIGYQvNOGDSnHeOv5fjfBmKz62gUSyVt6SVOONWRxd4P3PITjJ8da82WI6DBXaB7Pi0Hh4X616mvVeTpX0CZ964sU0WzdIzuxkFCr4Zu8vR1900DEqNiLljVuAJjMXcQingeHCoJfXUd00r8h2CsNpaUTVJ5fZKvBZO8Fy5Lu%2FWsWwbqAnpImwPAmoq1EfLeMi51bxU8v7y511Brf04dn6B9fv2YMOENPEGI7tPZpz283dVsOTDDkgiMoac0PccduX0KNp%2BsoiyDM7Qyh8G7oYvlR51mkEDyED%2BHy%2BeXFgsXYqah%2FClTfs14KE0QKwX%2FUdjGxFUxYFscSZCyf9tByEn3XsbOPXGJ5zXiiZFlXi1zk3OZzo4QPjMViL2j8X%2FrzKTCXKlTYzq%2Bl%2F3XTs5AI62F%2FNX92LBjXCoMPgxpCH1WukiGtL3uDoB27Ai6xTZ%2FsFDgzEZ3wVEYUFTv5jSwmEGoutnJ3f6TeO3rfZQEaQdAKPRcG8w43rU1cHTGSO562gGsV8w%2FWqJrZjM7OnYhXhVIFkuGK7G0Q%2FR4hCE38hMv8rpiUxx275F%2FtgMSDGGAFVxFH%2B80PyaJQNvNQAUGPfDhBx4Y%2B%2Bfy9ebVzcgJStr1ic356P3AV8a8Aw%2FkQSUMJEWAttko5G6zPSdT4jt%2BMv%2BNA5ZakDeiwOY3dGIjlgrk0b1GXCjE6LJghzIzMhMWKWtiHiHm3rk%2FIPO0dZmI%2FUL%2FhRO0rCVUKWsBJHjHla3k2Kwgseu124lWRYx7JlFdQOSEbQF4Koxf%2F9bYU5UazMrLqD4jGEStFSGA88NuMkuv24Vl2fZPcozUz89AzfCwzCBqX7Utv%2BKK468MrsIfZ9o5vaPqJuC6a6AxiGosr1cLMQjvy9Hin3u%2FiDBE%2BbU2pCXnrWAETDYKUNcuXcmxhdyJix4CnQOOe90n8O0H6sLRDH4Vn9emH7Jgf3sbMgdiQsEzUnLvE%2FV0KlUIVt4FZ7PxaiCnuP2%2FjVv2LU%2F8g%2BCHePP18%3D,3,2,0,0,0,#647954731,Philips,Trimmer,Trimmer Multigroom 3000,NA,NA,Láminas,Recargable,NA,NA,NA
15, Rasuradora Afeitadora Wahl Recargable All In One 14pzs Nueva ,329,NA,107,6,18 meses,18.28,NA,Envío a todo el país,NA,NA,3.4,5,https://perfil.mercadolibre.com.mx/TIMCOWEB?brandId=1277,https://articulo.mercadolibre.com.mx/MLM-601445999-rasuradora-recargable-3-cabezas-independientes-bsk-8900-_JM,2,1,0,1,1,#601445999,Timco,NA,BSK-8900,Giratorios,3,Rotativo,Recargable,35,8 h,NA
16, Philips Norelco Maquina Barba Nariz Y Oídos Envío Gratuito ,149,NA,98,11,18 meses,8.28,NA,Envío gratis,NA,NA,2.7,3,https://perfil.mercadolibre.com.mx/MALU8988452,https://articulo.mercadolibre.com.mx/MLM-664802590-micro-rasuradora-maquina-barba-_JM,1,0,0,1,1,#664802590,universl,barba,micro rasuradora,Planos,NA,NA,Eléctrica,electrico,NA,64 g
17, Rasuradora Recargable 3 Cabezas Independientes Bsk-8900 ,599,NA,289,6,18 meses,33.28,NA,Envío gratis,NA,NA,4.9,21,https://perfil.mercadolibre.com.mx/MANIX_ELECTRONICS,https://articulo.mercadolibre.com.mx/MLM-601194044-philips-norelco-maquina-barba-nariz-y-oidos-envio-gratuito-_JM,19,2,0,0,0,#601194044,Philips,Philips,Multigroom 3000,Removibles,3,Lift&Cut,Recargable,60 ms,0 años,NA
18, Rasuradora Trimmer Solo Micro Touch Barba Bigote Afeitadora ,288,NA,73,14,18 meses,16.00,NA,Envío a todo el país,NA,NA,4,4,https://perfil.mercadolibre.com.mx/TIMCOWEB?brandId=1277,https://articulo.mercadolibre.com.mx/MLM-601445913-rasuradora-multi-usos-8-en-1-timco-x-48-_JM,3,0,0,0,1,#601445913,Timco,NA,X-48,Removibles,1,Rotativo,Eléctrica,NA,NA,NA
19, Rasuradora Electrica Remington Cortadora Cabello Vello 9pzas ,"1,449",NA,670,62,18 meses,80.50,NA,Envío gratis,NA,NA,4.9,24,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-551340932-afeitadora-profoil-andis-lithium-titanium-foil-shaver-recarg-_JM,21,3,0,0,0,#551340932,Andis,Profesional,Profoil Shaver,Planos,1,Láminas,Recargable,90 m,1 s,NA
20, Philips Norelco 3000 Recortadora Barba Delineadora 13 Pza Cl ,"1,499",NA,19,12,18 meses,83.28,NA,Envío gratis,NA,NA,5,2,https://perfil.mercadolibre.com.mx/TEKLIFE,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=CFau%2BVlONEW2o%2FXIWXUajJfAfUS6cLLESkq%2BK0W%2B0%2FeihHuP9uiu1e49rHhgrO7a77ZV6MG%2FGJITAW0ao4sqoVw55uA%2BVyiIkGPWXDNMtcf9t8eq0RFxBpUh5VqClwnQ0EHQ5wr4jJkLxUuFLVyW9rtHkS9M5Mpyrj1XvVoD0f%2F5mVMuB27STaKqKtp6PsT5cHvxCkhsK5senmvAaMBYwqIrGi%2FTzwYrCPf2IzSqEfexGhsn4lUXUPwSbi1EtCI0MJlDdyQu415jmgYIqFU%2Blkw1Mvk08n%2Ff1hiTasxLdC%2F6FsXluw7pkFVbh2etRtAnahiG4KO2lhE8CCCAhVGhrFYoQXbFhaJLeYJVNOPDdZatLjRz8kJO9CBHPizDGMgZhfB8nS3fQh6Mn4jpZ1DGFVR3U70U8O0OyutaG6gMmCDZ48P7mGcvJpEz6VleSw6ndKonRu9khvJ56tjivnyZZbmy3WT4JCh08k4LZPjH8gjwxe5GR9GVTC%2FCnULKyePcheX%2FpRQeT1WPOYq2lRoE4UEUqVEXw5ZASgzYqdlhJkRYcaTx09kP9mZtNzLHJNeGIP3vAHAbVod4EXtbUTYk%2BMn5B0j1Q26T0preE5HIm9d7vJlaoP9rEmAnmgp%2BdRudRi4R474Slk%2B4Ay%2BKLHifE3zf8X%2BYvuD7zbtf9Z76FGNEBhscbvMHstMQUuusEOT%2BaGCLreyAbsqQVuPJsBe81yM7ikoPeKc7kbka3Kh90vaDcCtEqp77b7siWfROOYI44X97L9zWWgzSoS3CzlZEAWe5nP4JaaM8paUQIzXv4XUcCSafJziWUjBYUYr70hMJNdfAaaFkjyKbdBbnYcZDMNCIk9FQjATW9Th7SE1PiAHl6nhr6SzkkhPYGjuhc%2BGuJ1uLUHysZn7oj7A2QauqI%2FxbAbzzecDPvPS%2F35ejv61IdaafyQX1NIPWmNe6QBbaBFOBCa54lJxWaEqZlPIO1rTXtdrUZd7sIXdqvMrTIqKOxqBevtz2jKQ%2F04W1HGNSAOlVxnbN9gmAd6G0mcnMBxzi7rYZJe2VZeB0RDOGCqMF6%2FL6vxgN0PsOjErfnORQVCU%2FdKVV2Ms38Loh9tWrRfTycoYs1pve6H9zBWEGJJGfztO9qNuejuOgJW94ztT4cHtFtcG%2BHaN0YWNF3WdSapG8wfej1kk9waQKaVkD1Ajxo%2BnOGBZU87ECaTwF5HLADlQ88TUC6nU%2Fm%2BQBcnsO7hgGL5Vc%2BSegeOa2So%2BfcSoawThvNarQeqDhb1FKvvcfWsEVI5nTSue4T76TR9JFMuFT%2BH2L2L3hBL5T3iDEwgMb3N0fSC3B6rRxN8LeTxM61sfyHwLgCNiOfkUyBRi4iZ3%2BvjJsT1bOZrJFGvyU5mXCMbUJEvF2MUtqxaHBt8d1jhKU5cY6bjHwT6ojQx5qpwjZootN0Ca7Wl1%2F2SB2IRa%2FUdY3RCNs18l8fOw%2B%2B558VR1JXX0bj0s2NlHGXU5XtAUTogwp43aWKz4ZIYHG8AID8ycUSQ8boEv6PLZLWZEs6jj1QHs%2B9pgkNZ9OgvdGwsr6x2OVLN77XtVE0VytVOy1o3gJJnc5ygC%2BcL80h5gBWKeS1FJ3RhCI2KjrDFVskM5KM%2Fc%2FZBtaa0c7O%2B%2BKAKklvaxMlXfcRK2PUNdJpN%2BGGFu1dp6hEuzEMq5hR4dixKByyXx8VtIjkDREZolo6aoSViP1EJrphVtZbuZReu6t4xb%2Bwp3TadFcQ%2B6HM60VK8yDq4enzdARxJ5F%2FDt7NJHJg5Cl2VyyadJASEyS%2FYZ3EZyNrna9cTYUym20SNVmEOkc58bf2z8AR3mwNPo4l9CFYg%3D%3D,2,0,0,0,0,#652877853,Wahl Professional,Five Star,Shaver Shaper,De Rodillo,NA,NA,Recargable,NA,40 m,NA
21, Afeitadora Profoil Andis Lithium Titanium Foil Shaver Recarg ,548,579,154,10,12 meses,54.24,NA,Envío a todo el país,NA,NA,4.6,9,https://perfil.mercadolibre.com.mx/LIFTORTIENDAOFICIAL?brandId=1084,https://articulo.mercadolibre.com.mx/MLM-591638161-rasuradora-taurus-baco-3w-recar-3-cabezas-_JM,7,0,2,0,0,#591638161,Taurus,RASURADORA,Baco,Giratorios,3,Rotativo,Recargable,45 m,45 m,0.44 kg
22, Rasuradora Philips Norelco Mg3750 13pz Recargable Litio 60mn ,599,NA,1664,67,12 meses,59.18,NA,Envío gratis,NA,NA,4.9,98,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-581331744-rasuradora-philips-norelco-mg3750-13pz-recargable-litio-60mn-_JM,90,6,2,0,0,#581331744,Philips,Multigroom 3000,MG3750/60,Removible,3,Láminas,Recargable,60 m,NA,NA
23, Rasuradora Cortadora Barba Bigote Remington Maquina ,274,289,80,16,18 meses,15.25,NA,Envío gratis,NA,NA,3.7,3,https://perfil.mercadolibre.com.mx/REMATELIBRE.MX,https://articulo.mercadolibre.com.mx/MLM-678019950-micro-touch-max-recortadora-vellos-nariz-barba-patillas-_JM,1,1,0,1,0,#678019950,MicroTouch,TODO EN UNO,Max,Removibles,NA,NA,Eléctrica,NA,NA,NA
24, Rasuradora Taurus Argus 2.5w Recar 2 Navajas ,369,399,281,6,12 meses,36.45,NA,Envío gratis,NA,NA,4,16,https://perfil.mercadolibre.com.mx/LIFTORTIENDAOFICIAL?brandId=1084,https://articulo.mercadolibre.com.mx/MLM-591638171-rasuradora-taurus-argus-25w-recar-2-navajas-_JM,10,1,2,1,2,#591638171,Taurus,RASURADORA,Taurus Argus,Planos,2,Láminas,Recargable,45 m,6 h,0.23 kg
25, Micro Rasuradora Maquina Barba ,599,NA,75,3,18 meses,33.28,NA,Envío gratis,NA,NA,4.6,5,https://perfil.mercadolibre.com.mx/TEKLIFE,https://articulo.mercadolibre.com.mx/MLM-647954731-philips-norelco-3000-recortadora-barba-delineadora-13-pza-cl-_JM,3,2,0,0,0,#647954731,Philips,Trimmer,Trimmer Multigroom 3000,NA,NA,Láminas,Recargable,NA,NA,NA
26, Rasuradora Afeitadora Wahl Recargable 14pz All In One 80mn ,247,NA,43,36,18 meses,13.78,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.com.mx/GWORLDEMPRESAS,https://articulo.mercadolibre.com.mx/MLM-675779088-rasuradora-recargable-wahl-14-pzas-recontruida-de-fabrica-_JM,1,0,0,0,0,#675779088,Wahl,Rasuradora Eléctrica,All-In-One,Removibles,NA,NA,Recargable,NA,NA,0.907 g
27, Rasuradora Eléctrica Inalambrica 3 Cabezas Barba Y Bigotes ,299,NA,32,38,18 meses,16.61,NA,Envío gratis,NA,NA,4,1,https://perfil.mercadolibre.com.mx/ANDROMEDA+INC,https://articulo.mercadolibre.com.mx/MLM-685703499-maquina-rasuradora-3-cabezas-independientes-recargable-_JM,0,1,0,0,0,#685703499,Health Essentials,Caballero,32936,Giratorios,NA,NA,Recargable,NA,NA,NA
28, Rasuradora Taurus Baco 3w Recar 3 Cabezas ,549,NA,358,42,12 meses,54.24,NA,Envío gratis,NA,NA,4.8,13,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-581799353-rasuradora-afeitadora-wahl-recargable-14pz-all-in-one-80mn-_JM,11,2,0,0,0,#581799353,Wahl,all in one,9685-200,Removible,3,Láminas,Recargable,80 m,1 s,NA
29, Máquina Shaver Afeitadora Profesional Foilfx02 Babyliss ,398,NA,72,6,18 meses,22.11,NA,Envío a todo el país,NA,NA,3.5,12,https://perfil.mercadolibre.com.mx/TIMCOWEB?brandId=1277,https://articulo.mercadolibre.com.mx/MLM-601445934-rasuradora-3-cabezas-recortador-para-nariz-y-orejas-rms-b-_JM,5,0,2,3,1,#601445934,Timco,NA,RMS-B,Giratorios,3,Rotativo,Recargable,35,8 h,NA
30, Rasuradora Remington Recargable Viaje Afeita Dual Flex R95 F ,"2,220",NA,20,2,18 meses,123.33,NA,Envío gratis,NA,NA,5,1,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-667660585-maquina-shaver-afeitadora-profesional-foilfx02-babyliss-_JM,1,0,0,0,0,#667660585,BaByliss,FoilFX2,FoilFX2,Removibles,NA,NA,Recargable,180,NA,NA
31, One Rasuradora Maquina De Afeitar Micro Shave Touch Blade ,569,NA,39,2,12 meses,56.21,NA,Envío gratis,NA,NA,5,2,https://perfil.mercadolibre.com.mx/DIRECTISHOP+OFICIAL,https://articulo.mercadolibre.com.mx/MLM-658073006-rasuradora-remington-recargable-viaje-afeita-dual-flex-r95-f-_JM,2,0,0,0,0,#658073006,Remington,Rasuradora,R-95,Flexibles,2,Rotativo,Eléctrica,30 m,1 m,150 g
32, Rasuradora 3 Cabezas Recortador Para Nariz Y Orejas Rms-b ,119,NA,142,62,18 meses,6.67,NA,Envío a todo el país,NA,NA,4.1,10,https://perfil.mercadolibre.com.mx/CORP.RES+ELECTRONICS,https://articulo.mercadolibre.com.mx/MLM-554789483-micro-rasuradora-portatil-contra-agua-force-como-vio-tv-_JM,7,1,0,0,2,#554789483,CORP.RES ELECTRONICS,RASURADORA,WET & DRY SHAVER,Planos,2,Láminas,Eléctrica,10 m,0 m,NA
33, Rasuradora Cortadora Barba Bigote Remington All-in-1 8 Pzas ,462,NA,76,3,18 meses,25.67,NA,Envío a todo el país,NA,NA,4.7,4,https://perfil.mercadolibre.com.mx/TIMCOWEB?brandId=1277,https://articulo.mercadolibre.com.mx/MLM-601445922-rasuradora-recargable-3-cabezas-trimmer-bsk-9000-_JM,2,1,0,0,0,#601445922,Timco,NA,BSK-9000,Giratorios,3,Rotativo,Recargable,40,8 h,NA
34," Rasurador Electrico Con Cabeza Flexible, Hle30 Beurer ",799,NA,40,12,18 meses,44.39,NA,Envío gratis,NA,NA,4.7,3,https://perfil.mercadolibre.com.mx/TEKLIFE,https://articulo.mercadolibre.com.mx/MLM-666052072-maquina-afeitadora-delineadora-electrica-star-wars-norelco-_JM,2,1,0,0,0,#666052072,Philips,Norelco,Star Wars,Flexibles,NA,NA,Eléctrica,40 Minutos,NA,NA
35, 10 Rastrillos Lord + 100 Navajas Lord Envio Gratis ,"1,599",NA,148,36,18 meses,88.83,NA,Envío gratis,NA,NA,4.9,7,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-674350662-afeitadora-profoil-plus-andis-lithium-titanium-shaver-recarg-_JM,6,1,0,0,0,#674350662,Andis,pROFESIONAL,Profoil Plus,Planos,NA,NA,Recargable,80 m,NA,NA
