search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Formato,Marca,Modelo,Color
11, Nano Auricular Manos Libres Bluetooth Ultra Pequeño Comodo ® ,190,NA,"
			
				Nuevo
			
			
				
					 - 
				
				129
				vendidos
			
		",(5000 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1056
		
		 sin interés
		
	

	
		",56,NA,Envío a todo el país,NA,NA,3.8,9,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-446287032-nano-auricular-manos-libres-bluetooth-ultra-pequeno-comodo--_JM,4,1,2,2,0,#446287032,NA,Samsung,NA,NA
12, Auriculares Jbl Manos Libres T450 Bluetooth Inalambricos ® ,2690,NA,"
			
				Nuevo
			
			
				
					 - 
				
				42
				vendidos
			
		",(458 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 14944
		
		 sin interés
		
	

	
		",44,NA,Envío a todo el país,NA,NA,5.0,5,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-457117328-auriculares-jbl-manos-libres-t450-bluetooth-inalambricos--_JM,5,0,0,0,0,#457117328,Con Vincha,JBL,T450,Blanco azulado
13, Auriculares Bluetooth Tipo AirPods Inalámbricos Modelo 2019 ,770,NA,"
			
				Nuevo
			
			
				
					 - 
				
				108
				vendidos
			
		",(46 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 4278
		
		 sin interés
		
	

	
		",78,NA,Entrega a acordar con el vendedor,NA,NA,4.0,49,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-453361850-auriculares-bluetooth-tipo-airpods-inalambricos-modelo-2019-_JM,20,16,9,1,3,#453361850,In-ear,Apple,AirPods,NA
14, Auriculares Bluetooth Manos Libre Deporte iPhone Android ,18,NA,"
			
				Nuevo
			
			
				
					 - 
				
				61
				vendidos
			
		",(18 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3668
		
		 sin interés
		
	

	
		",68,NA,Envío a todo el país,NA,NA,4.6,7,http://perfil.mercadolibre.com.uy/LIDERTEK+SRL,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=1DqUtx2YRrb37hQuIzDtlXCp3Dwxd0SzofsfAcfDXxV%2BB%2B3XeXIabnE6VHjPhHqiAvlDM33D5o8ypP9qqa8v2aGFXcSj0%2F6Vx11SpOmdmYoBgmE4mUFNJurBkAnkBPBAL5gNnZWxvrI5I0%2Bzlf2H9XLNNUV5g%2FWQ8bAyXt9169DCrVNes1DZMLj69mrRj%2BaCAtdW3RD4cUP7ktJTTLHyGptN8s%2BR4Cw7bXXkDEY7wO9oq5ktuuDgPDEEMIAFeNp9USjPzEGKwgB75D4aDmzlZwry3Zno4Cn4sfCzRZx1g2lz9Tq0wRxSYOoTSbNLaPLDUHlsv930pQ2%2FzU2OT987ffBj0Cn2v4pQQCn5S0UHGFG0jxn%2BqRmWHY5gu%2FL4Ie6Gj60ZbxZ0w17ILmIMfGmxvhZywNb6a0Om612huHiup89eFTiNdz%2FaTODAXvSxjCyGcTdXBpMY56rY0CkvDrJjjIgapLNbI%2BRHEUMGoDOtX6ewB50xxq%2FYt5codDFuv2l21VPwalmf7LF9xQewglunlG3834YMORIdv6ekKDCU7sMcgkLHah7QQwIh4CxpvAapEW8%2BrMrsWfJ3JQMIPdkdzLfPuGcegyxIjSMt6tjeSaU0ZdzQ2F4HafpXeWNoRnI6zRHMo5aruer0t8HczIh4TIIlrU6lBJyhkFTnUTLX4A9w9A2p4FiHoKA9kZJDJ7epJzmOFxmNwSOIInQoC82XEM480vSxjTmUR4tFkQxJ8TRDil6jNwn5c3MMW9fuE31j72DbdXzfAIwNyBpwyCNF%2FNa9BkzJ1rXd9C0uQCgWiSQJjlBtu1E3OP%2FvNTkCuPPNpsnr%2BiLCHpsrGEhFyNz7oS2nBFHGo%2FXBHNjNFFFCrjZ%2BXHI75%2FrHd3ijhlWamVZ4STNUMwqdGJAfe5wf86zpk4w2jomLYXDvu%2B0943B8h5YNE%2F2D6wAqih8DL3gVGHCdwpYOcx8Mpa2bna0xrIFjwZ%2Fw5bRvh9GWynkuQmA5tSCgt%2FjrWXVNqVpXWBOksgL0uadtMfG17dXEsdEpxTwGmAp0Rai%2BFpQzSFUZHcfFkC4ltuxVGN%2BrM6V9flYg%2FVxE25DCPwGYGHeF6GCEUi8CqreFWUbPlBJ2xk%2BO7ebVse9Xc9zdsYhtSQVmJZQNoU26hmYR%2FiTJQmHHArRZlFOSy5DyHQgdmEoiV4GjInwbCnAdYcC58epW6FN9RK1M1nzFqlAd2hrx1hRIeyvLYomUAJO2VZ5WFDoDXf%2FNs1u17oyVppi6%2FOl5WlN5V5JXN4VclCfB%2F%2FqqN5K60xJf61KIATYQNMvVForsp4Jm6rCRY0auNQdSWEHkYaiy5MrkKutwOS2jDNxsXRaX%2FRWszL6s30pOzv1zv5a5nalvDpaxMBWgwoqiuaKxbOKJ5ooeC1RnLaItd0PdLjty7fKw5iKMrIINo6WZP74c6988C12LJ%2FP9x%2FCBXDg0xafRYeUE4sMtqKShaxSBdS0%2BEXQtJDoxr3R%2Fq0zaUGQiHJ7LJQAgEX8YC4oz2Bio53mmZr8LAoyr2S19iUZj6HSb0xUxbROpgEp%2F%2FoCkcZdCJf9Z2ezST5jEMLPQ2v30PYKSxXD%2BTEFrf5Y3reTSB0oPvFGNqC6ZtYJ5XBYspZgC5MePnguW0LMV7b58dt2NpUMgE8c%2BY6T8RVZ15rSddCVT,4,3,0,0,0,#450309766,Sin Vincha,LiderTek,No Aplica,NA
15, Auriculares Jbl Endurance Sprint Bluetooth Celular iPhone ,2400,NA,"
			
				Nuevo
			
			
				
					 - 
				
				35
				vendidos
			
		",(99964 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 13333
		
		 sin interés
		
	

	
		",33,NA,Envío a todo el país,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-459244517-auriculares-jbl-endurance-sprint-bluetooth-celular-iphone-_JM,3,1,0,0,0,#459244517,Sin Vincha,JBL,SPRINT,NA
16, Auriculares Bluetooth Inalambricos Tws Touch Two iPhone Clic ,49,NA,"
			
				Nuevo
			
			
				
					 - 
				
				49
				vendidos
			
		",(9 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 9985
		
		 sin interés
		
	

	
		",85,NA,Entrega a acordar con el vendedor,NA,NA,5.0,3,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-458899528-auriculares-bluetooth-inalambricos-tws-touch-two-iphone-clic-_JM,3,0,0,0,0,#458899528,NA,NA,NA,NA
17, Auriculares Bluetooth Deportivos V3.0 Calidad Premium ®tc.uy ,347,NA,"
			
				Nuevo
			
			
				
					 - 
				
				72
				vendidos
			
		",(937 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1928
		
		 sin interés
		
	

	
		",28,NA,Envío a todo el país,NA,NA,5.0,2,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-452512494-auriculares-bluetooth-deportivos-v30-calidad-premium-tcuy-_JM,NA,NA,NA,NA,NA,#452512494,Con Vincha,NA,NA,NA
18, Auriculares Energy Sistem Headphones 1 Bluetooth 8 Horas ,35,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(6 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7132
		
		 sin interés
		
	

	
		",32,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=rFZb6HAmkMlN2vks3gwQ9XADXnYhshJ5R2pS6dbQl73in4%2FxLjtcIj%2B%2F%2FZFyhVm2x2tlKRJ4LLjx%2BDZd70O0CNCjGxUHxfhWDOjUreKPxlI0Xvk151B%2FI5ZVkexh8h6uaHTjwm2WftOTw46ih7eMeC5B7nkCbtNqFq1OKd9wjWC8aTmnvgT%2FjPdgP%2FEcTLV5Hx60u%2ByrtRn1x1q1FbmhRctpWKLRJSzBFWEU6wXbJYRS%2BUubTU%2B5%2FlrnNpPcZCP6z8MMuVb12KRCkJYacG3HivPAkvL%2FysUaDDlCzUp33zsz9xEZN4RaFDlyGa6TxRfXIB%2B%2FcGjrtNWdCkasaD2pSnWy5SQEb50v9teD7iqGlHciKMq4Kre5OMoVsFhHa3als%2FNcTvrWOSNDx9SOAr78AgmcCqdU%2FisBwA%2BdFclOB0T2NTms0Qv4JM%2FxBrpJmntr52u43SgTMCLNBR7hpGkk1nq5VWSBgwcEyIch1Qrq0qZ0jP%2FGCja2eTWQ6u7nrlduK0K4f6%2BgMLPTTSG2tczLyrjIKfKtbquMdr9FbjInoKhF2UrAH1YjQ9Z9EF956pcgEZKRoo3pmFABAqS3sJXBbjTUCJcb%2Bwf9t%2FwBo7dlaGzd7ZWNX%2BjLLmKWfVnllFgFo2DQI2x709sp%2BYqA2fiBngC20SFEhV1%2Bst3UDXEzZmU8aCawACpczfAYDNMauk6NGK8C%2Fncv0iCf6zMgLDmJYf5DCcPpnBFWXQLsts5GkPb5VPr96UrHxbolbbWd6%2F82jGKzTw%2Bt9W99Nk5v9DjbnNyQQ4k7OeTtsaAUyoBnOHgL8jx3ZYfPrqJP93h60yoGyXz5OpOmOyeQm9fhcqqS6aCT%2BVp6%2FqnPqv0yWRM3ujATcWB1bhAdFdJe%2FFFtmp6LM3Nk7gxC4eiLAlmDn%2F%2FaO8%2BbJ2deKu4m00sm0EzVPXT%2BnLKtQHasKCcUMczB8fK2VNDJYyRLIAFgQGvrEt%2BnCJy7QbXQhxJpi12REo%2BxTUuXQd5k1eQx6b9hNWKU2iiV9vm89grU2gymOR0M%2BDsjKf4JUty1ronlUKHFCoGIZpU4yRcX%2BKSSkAS9jGDIlHfllMj6OsIStXR89ObvqlU8S6hdijhuCvTtvu61580HKzfEPgFfUukjb5AsmYIrssO7%2B6wUAXeS0zbQL%2BtnpFP%2BICN4SON0335FC41PT6CseJ5zGxHeyohxJpCDOunQQqKKI8spibaVgWDy0rfQBZ8Kyygvr1BLQv2Q22R4CmIMUGA24rdVWkDfkg4iN9bhMeRxV5gFBrkO2GC462yugCmnMz2amrb5Q0PHZ9uT%2FQsQqMu3mY5YQan2tpVjvpZpKhwxXvRjRlKV2913YO7P6OpT68z1jjxsJCHEPSCfg%2B1Co5z3j9vwqenUJwL69bLAv%2BOsz%2BFWChiRl9oMY%2FR7cVSTABQxtkQuJnukFUOPf6u3OzFRddSKDdq0waKEJQ4rHw7Bexi4faHYMkneuGvDKapbPzW7mNUs2V2zUwS%2FlTa73T3UDh6Yi%2BqMmMj5SHaKIaC7rBbfJrP%2BrFBoGFaBFpMOwdHojbhok5T8RGL%2FL6e12dxCkOi4b8QGt4hyY2QW7ZNoM%2BOmQPwsbJUr9ekT5ZXSu7peDBw0V5SbfKslYTasyLbUT0O4R1XyHXn1pM1004cIGva8lkba4mq1,NA,NA,NA,NA,NA,#455332024,Con Vincha,Energy Sistem,NA,NA
19, Auriculares Inalámbricos Tws16 Bluetooth Iph/android Ebuy ,50,NA,"
			
				Nuevo
			
			
				
					 - 
				
				19
				vendidos
			
		",(2 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 10189
		
		 sin interés
		
	

	
		",89,NA,Envío a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/EASYBUYSHOP,https://articulo.mercadolibre.com.uy/MLU-456715106-auriculares-inalambricos-tws16-bluetooth-iphandroid-ebuy-_JM,NA,NA,NA,NA,NA,#456715106,NA,NA,NA,Gris azulado
20, Auriculares Inalambricos Bluetooth Tipo AirPods iPhone Febo ,710,NA,"
			
				Nuevo
			
			
				
					 - 
				
				35
				vendidos
			
		",(99964 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3944
		
		 sin interés
		
	

	
		",44,NA,Envío a todo el país,NA,NA,4.0,49,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-456789089-auriculares-inalambricos-bluetooth-tipo-airpods-iphone-febo-_JM,20,16,9,1,3,#456789089,NA,Apple,AirPods,NA
21, Auriculares Bluetooth Stereo Manos Libres Wireless Magnetico ,380,NA,"
			
				Nuevo
			
			
				
					 - 
				
				190
				vendidos
			
		",(5000 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2111
		
		 sin interés
		
	

	
		",11,NA,Envío a todo el país,NA,NA,4.1,28,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-450505995-auriculares-bluetooth-stereo-manos-libres-wireless-magnetico-_JM,14,7,4,2,1,#450505995,NA,NA,NA,NA
22, Auriculares Bluetooth Simil AirPods iPhone + Caja I9s-tws ® ,1190,NA,"
			
				Nuevo
			
			
				
					 - 
				
				19
				vendidos
			
		",(5000 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 6611
		
		 sin interés
		
	

	
		",11,NA,Envío a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-462391301-auriculares-bluetooth-simil-airpods-iphone-caja-i9s-tws--_JM,NA,NA,NA,NA,NA,#462391301,NA,NA,NA,NA
23, Auricular Bluetooth Jbl T450 Circuit ,2405,NA,"
			
				Nuevo
			
			
				
					 - 
				
				24
				vendidos
			
		",(14 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 13361
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,4.8,80,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-449856852-auricular-bluetooth-jbl-t450-circuit-_JM,67,12,0,1,0,#449856852,Con Vincha,JBL,T450,NA
24, Auriculares Bluetooth Manos Libres Envio Gratis. ,390,NA,"
			
				Nuevo
			
			
				
					 - 
				
				67
				vendidos
			
		",(113 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2167
		
		 sin interés
		
	

	
		",67,NA,Envío gratis a todo el país,NA,NA,4.6,5,http://perfil.mercadolibre.com.uy/VENTASUY+IMPORTACIONES,https://articulo.mercadolibre.com.uy/MLU-457117278-auriculares-bluetooth-manos-libres-envio-gratis-_JM,3,2,0,0,0,#457117278,NA,Supreme,BT 10,NA
25, Auriculares Bluetooth Deportivos Manos Libres Con Cuello Loi ,447,NA,"
			
			
				
				34
				vendidos
			
		",(993 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2483
		
		 sin interés
		
	

	
		",83,NA,Envío a todo el país,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462689492-auriculares-bluetooth-deportivos-manos-libres-con-cuello-loi-_JM,3,1,0,0,0,#462689492,Sin Vincha,NA,NA,NA
26, Auriculares Inalámbricos AirPods Apple En Stock Garantía ,319,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(7 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 65005
		
		 sin interés
		
	

	
		",05,NA,Envío gratis a todo el país,NA,NA,4.0,49,http://perfil.mercadolibre.com.uy/RAMAN2013,https://articulo.mercadolibre.com.uy/MLU-461567729-auriculares-inalambricos-airpods-apple-en-stock-garantia-_JM,20,16,9,1,3,#461567729,NA,Apple,AirPods,NA
27, Auriculares Inalámbricos Stereo Bluetooth Manos Libres Rojo ,299,NA,"
			
			
				
				95
				vendidos
			
		",(20 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1661
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,3.8,11,http://perfil.mercadolibre.com.uy/MLCENTERUY?brandId=511,https://articulo.mercadolibre.com.uy/MLU-445603224-auriculares-inalambricos-stereo-bluetooth-manos-libres-rojo-_JM,5,2,1,3,0,#445603224,NA,NA,NA,NA
28, Auriculares Inalámbricos Aiwa Aw2 Pro Bluetooth Amv ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(10 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7947
		
		 sin interés
		
	

	
		",47,NA,Envío a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-459601662-auriculares-inalambricos-aiwa-aw2-pro-bluetooth-amv-_JM,NA,NA,NA,NA,NA,#459601662,Con Vincha,NA,NA,Blanco azulado
29, Auricular Bluetooth Manos Libres ,160,NA,"
			
				Nuevo
			
			
				
					 - 
				
				39
				vendidos
			
		",(61 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 889
		
		 sin interés
		
	

	
		",89,NA,Envío a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/DISCBOX,https://articulo.mercadolibre.com.uy/MLU-462802945-auricular-bluetooth-manos-libres-_JM,NA,NA,NA,NA,NA,#462802945,NA,NA,NA,NA
30, Auriculares Inalámbricos Bluetooth Tipo AirPods I9s Tws - Pm ,25,35,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(48 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 5094
		
		 sin interés
		
	

	
		",94,NA,Envío a todo el país,NA,NA,4.0,49,http://perfil.mercadolibre.com.uy/PRECIOSMIAMI,https://articulo.mercadolibre.com.uy/MLU-465594879-auriculares-inalambricos-bluetooth-tipo-airpods-i9s-tws-pm-_JM,20,16,9,1,3,#465594879,In-ear,Apple,I9S TWS,NA
31, Auriculares Bluetooth Simil AirPods iPhone + Caja De Carga ® ,587,NA,"
			
				Nuevo
			
			
				
					 - 
				
				22
				vendidos
			
		",(28 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3261
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-456547613-auriculares-bluetooth-simil-airpods-iphone-caja-de-carga--_JM,NA,NA,NA,NA,NA,#456547613,NA,NA,NA,NA
32, Auricular Vincha Sport Bluetooth Pc Celular Auriculares ,380,NA,"
			
				Nuevo
			
			
				
					 - 
				
				27
				vendidos
			
		",(1121 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2111
		
		 sin interés
		
	

	
		",11,NA,Entrega a acordar con el vendedor,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/LSTURUGUAY,https://articulo.mercadolibre.com.uy/MLU-455655455-auricular-vincha-sport-bluetooth-pc-celular-auriculares-_JM,3,1,0,0,0,#455655455,Con Vincha,NA,NA,NA
33, Huawei P30 Lite 6' 128gb 4gb + Funda + Auriculares Bt - P M ,395,NA,"
			
				Nuevo
			
			
				
					 - 
				
				112
				vendidos
			
		",(47 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 80492
		
		 sin interés
		
	

	
		",92,NA,Envío a todo el país,NA,NA,4.7,51,http://perfil.mercadolibre.com.uy/PRECIOSMIAMI,https://articulo.mercadolibre.com.uy/MLU-461685314-huawei-p30-lite-6-128gb-4gb-funda-auriculares-bt-p-m-_JM,37,13,0,0,0,#461685314,NA,Huawei,P30 lite Dual SIM,NA
34, Auriculares Acson As 440 Para Tv Cable 5 Mts Control De Vol ,279,NA,"
			
				Nuevo
			
			
				
					 - 
				
				213
				vendidos
			
		",(786 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1550
		
		 sin interés
		
	

	
		",50,NA,Entrega a acordar con el vendedor,NA,NA,5.0,3,http://perfil.mercadolibre.com.uy/LSTURUGUAY,https://articulo.mercadolibre.com.uy/MLU-444675531-auriculares-acson-as-440-para-tv-cable-5-mts-control-de-vol-_JM,3,0,0,0,0,#444675531,NA,NA,NA,NA
