search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Formato
588, Auriculares Bluetooth Hoco Es20 Con Control Táctil ,260,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LUCIANATZ,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=cx%2FNYhZSrX9%2Br1tIUU%2Bn0TOIf%2FbWZwuQzSbGXL73pUyo0uEa7eZcfwn%2FZkuPaTB%2F78eltwfoPVr0f%2Fc2HgJC77WRbuaW9mKjvQ0rPz6RRUX3T1UFnQjHdMd25CsFtpRJbqkKb19R2A3mDhcm%2BhjGwrDIiMvS1oDGPhSmFWiRnUHRKZVIN8ReDIpEw73iCy25Il3pOWhuDUBGLufShehFdhBwc6DIVZxomLNribFrF2jlud1pkgHzEys5TuMhduE7ZgSlKatsdvz99lxOSi4rQPMpkimW3KO0QwXz0nFRcvpt7O8WPk1SfvwJSSUo0rPVonYH3PRhz%2F54jEdacW3DeZ0ICeFhpokw%2BDPDDrUzWNOtDUFLHRR5NS%2BmmyBQcaXUE%2BfFBlTx2OHHIwNjTWW6lXnotSiXo0%2FmwnhyR%2Bjikd38oaxpHpHoiN9%2FdmI4ALhVcgoQ%2FJZ4t8A%2B8c6qkZvOzSE9I1mmS3m%2B5%2BqIyzuh3qD2U4Nbi6m5Cwtcyd%2B8w39XU2FzlMp4tF6tdvdiII85B%2FbuNl1p2mwxRkxopfRAVzSq2vvvb%2F0aHuuNBqS4cwhNXVjpPJuMXqC%2BtTBf6dmVNZ5qFP%2BsHn%2BdQMvCQgZwn%2FFVfkvE8%2FgPZm9UWJ%2BeHlgXyK50YYu2ikHRliNkARltY7HFAgdHvcDTEt%2FjZEfTk1MRo7xJuEq38bDRv4GuNCyMY9YDkS4WHqUaGpWCfF2duA1OUEhun%2FBUfkk6Q2Q9w8JNi%2Bw0hps6YRqMMDR1sk%2Bt7rPJ%2F7N%2BU4VhQRvXkfjqt787S9W6f9G2KQfQq86BTX2UWWo5OIy8enQsmXtAmNe%2F3XBIFEkkyO%2FtZ%2BHOyFgV1Etuc0zr2FhqsvwekupiksWA9l%2BvgtEga89wvzMEvAOfiU4st87V2F3Yel3NIeuzcYBkNBEz%2FhlOZp8%2BsefAj8R8AG9Q81u7dArd8wCVuyFMffzTBsB3Ua5Yr1%2F2X04dR5p3jpDi5zqkPoS8To8YbuQk%2Bsliw%2F2HDWCqq4dBYVTdk8R1llQAPxHZS0DTRqn2JRPcD00Mm6YPgb0xPGQvT%2FKN4uPIUkqvUgqoLQfPGCSWj2yGseBPVE4d9GjtaC3HN%2BJ0sQZCGuXAn8apDvm7%2BOZliZgFXY4hiSc3cVFYo%2FMmZ4ji5p7Yma80ki5gdjbW3fkPAA6F03s8P4dFfK4whIQPJtI5j1zikIS2rppPoGQLO3pXYyWx8DoAYXSt3bVkExCgRHrZ%2BQI9XrfW8qbkpQrU%2B6DB1WJ11Gkda4Vz%2FNoHX4B9JFiyMoICuqb6DdQbn6fhPDkuif7i1AxX3RgyaucAgTW2I3SqxlvNgn1yv4uzbarxejQyM46jAJobyo%2BRLO%2FOquEfXsqYg09nDA100j5syWSUmcdLw%2B3OAuXo03nlBfd51H5e5vdV0w1Zt635ye2EnDJqk3QuVc16xYoEu4Y4hTG3bIhFFslzZnvlTWbnJ%2F4OGsjx7qedVUINYKLwlR00jlZF9cPw4DCA1dEb%2BiX5ARgIPXotGIJv8O5UevApFzVZdLZugOO6fo%2Biy7zjGh6yp%2BK3Y6DKws1X2dNFpl%2BuDWPdUC4JartW3EB1nzemmz%2BxAMdTgELGhziqJogW4TSWFziHPiDh4VudORA%3D,NA,NA,NA,NA,NA,#437431728,NA,NA,NA,NA
589, Audifonos Bluetooth Jam Tune In Hx-epc202-gy Gris ,169,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-435586597-audifonos-bluetooth-jam-tune-in-hx-epc202-gy-gris-_JM,NA,NA,NA,NA,NA,#435586597,JAM,NA,NA,NA
590, Skullcandy - Audifonos Bluetooth Inkd Wireless ,139,NA,12,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORA+DACSA,https://articulo.mercadolibre.com.pe/MPE-431125976-skullcandy-audifonos-bluetooth-inkd-wireless-_JM,NA,NA,NA,NA,NA,#431125976,Skullcandy,NA,INK'D Wireless,NA
591, Auriculares Xiaomi Mi Airdots Wireless Bluetooth Tienda Lima ,159,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,90,http://perfil.mercadolibre.com.pe/PACHERRESJUAN,https://articulo.mercadolibre.com.pe/MPE-436484389-auriculares-xiaomi-mi-airdots-wireless-bluetooth-tienda-lima-_JM,62,23,5,0,0,#436484389,Xiaomi,Mi,AirDots,In-ear
592, Audifonos Bluetooth Para Apple Y Android Hbq L7 ,20,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANITA_ARROYO,https://articulo.mercadolibre.com.pe/MPE-435651073-audifonos-bluetooth-para-apple-y-android-hbq-l7-_JM,NA,NA,NA,NA,NA,#435651073,NA,NA,NA,NA
593, Audifonos AirPods De Apple 1era Gen Como Nuevo ,490,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,40,http://perfil.mercadolibre.com.pe/PERU+TRADING,https://articulo.mercadolibre.com.pe/MPE-436723695-audifonos-airpods-de-apple-1era-gen-como-nuevo-_JM,38,2,0,0,0,#436723695,Apple,NA,AirPods,In-ear
594," Audifonos Auriculares, Maxell Solid Azul Bluetooth iPhone ",75,NA,1,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/USA_EN_PERU_2018,https://articulo.mercadolibre.com.pe/MPE-428848696-audifonos-auriculares-maxell-solid-azul-bluetooth-iphone-_JM,NA,NA,NA,NA,NA,#428848696,Maxell,NA,NA,NA
595, Besyoyo Auriculares Bluetooth Plegables Inalambricos Con Aur ,229,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436366137-besyoyo-auriculares-bluetooth-plegables-inalambricos-con-aur-_JM,NA,NA,NA,NA,NA,#436366137,BESYOYO,NA,NA,NA
596, Mini Auricular Bluetooth I7s Tws + Caja // Earpods Y AirPods ,54,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTACIONES+AMAC,https://articulo.mercadolibre.com.pe/MPE-435919246-mini-auricular-bluetooth-i7s-tws-caja-earpods-y-airpods-_JM,NA,NA,NA,NA,NA,#435919246,NA,NA,NA,NA
597, Lentes Bluetooth Hd Con Audifonos Incorporados + Estuche ,55,NA,1,49,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GALY+IMPORT,https://articulo.mercadolibre.com.pe/MPE-434517783-lentes-bluetooth-hd-con-audifonos-incorporados-estuche-_JM,NA,NA,NA,NA,NA,#434517783,NA,NA,NA,NA
598, Apple AirPods Audifonos Bluetooth iPhone X 8 Plus Original ,760,NA,3,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,40,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-433272557-apple-airpods-audifonos-bluetooth-iphone-x-8-plus-original-_JM,38,2,0,0,0,#433272557,Apple,NA,AirPods,In-ear
599," Audifono, Bluetooth, Radio, Sd, Mp3, Nuquera ",29,NA,1,29,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EL+RINCONDELCOCO,https://articulo.mercadolibre.com.pe/MPE-432556538-audifono-bluetooth-radio-sd-mp3-nuquera-_JM,NA,NA,NA,NA,NA,#432556538,NA,NA,NA,NA
600, Xiaomi Auriculares Deportivos Con Bluetooth 4.1-youth Editio ,99,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,3,http://perfil.mercadolibre.com.pe/RCHARDCA,https://articulo.mercadolibre.com.pe/MPE-434189969-xiaomi-auriculares-deportivos-con-bluetooth-41-youth-editio-_JM,2,1,0,0,0,#434189969,Xiaomi,Mi,Sports Bluetooth Earphones Youth Edition,In-ear
601, Ihome Ib83gqc Auriculares Deportivos Inalámbricos Bluetooth ,309,NA,NA,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PUNTOSOUTLET?brandId=168,https://articulo.mercadolibre.com.pe/MPE-436627365-ihome-ib83gqc-auriculares-deportivos-inalambricos-bluetooth-_JM,NA,NA,NA,NA,NA,#436627365,NA,NA,NA,NA
602, Mini Audifonos Bluetooh Precio Por Mayor Envio Provincia ,20,NA,79,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REVOLLEDO2323,https://articulo.mercadolibre.com.pe/MPE-433113833-mini-audifonos-bluetooh-precio-por-mayor-envio-provincia-_JM,NA,NA,NA,NA,NA,#433113833,NA,NA,NA,NA
603, Audifonos Bluetooh Samsung Gear Iconx ,250,NA,1,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ATOCONGOMULTISERVICE,https://articulo.mercadolibre.com.pe/MPE-434092092-audifonos-bluetooh-samsung-gear-iconx-_JM,NA,NA,NA,NA,NA,#434092092,Samsung,Gear,IconX,In-ear
604, Audifonos Vincha Bluetooth Musica Llamadas Gym Correr ,34,NA,1,49,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GALY+IMPORT,https://articulo.mercadolibre.com.pe/MPE-434517811-audifonos-vincha-bluetooth-musica-llamadas-gym-correr-_JM,NA,NA,NA,NA,NA,#434517811,NA,NA,NA,NA
