search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material,Fabricante
11, Funda Lujo Cromo 3 En 1 iPhone X 8 7 6 Plus 6s 5 Se ,169,NA,6358,17,18 meses,9.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,345,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-577013572-funda-lujo-cromo-3-en-1-iphone-x-8-7-6-plus-6s-5-se-_JM,232,61,31,11,10,#577013572,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / Xs / XR / XS Max,3 EN 1,Funda 3 en 1 Lujosa,Funda Protectora de Lujo,Plástico,Apple
12, Funda iPhone 5/5s/se 6 6s 7 8 X Y Plus Xs Max Xr + Regalo ,199,NA,3632,2440,18 meses,11.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,263,https://perfil.mercadolibre.com.mx/BENNY2711,https://articulo.mercadolibre.com.mx/MLM-558302579-funda-iphone-55sse-6-6s-7-8-x-y-plus-xs-max-xr-regalo-_JM?searchVariation=34126119426,216,37,8,1,1,#558302579,Apple,iPhone 5 iPhone 5s iPhone SE iPhone 6 iPhone 6s iPhone 6s Plus iPhone 7 iPhone 7 Plus iPhone 8 iPhone 8 Plus iPhone X iPhone XS iPhone XS Max iPhone XR,Ultimate experience,Rugged Armor,TPU Silicona,Silicona,Apple
13, Funda Vrs Duo Guard Hard Case iPhone 7 | 8 Alto Impacto ,349,NA,10,3,18 meses,19.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/TODO+FUNDA,https://articulo.mercadolibre.com.mx/MLM-633787458-funda-vrs-duo-guard-hard-case-iphone-7-8-alto-impacto-_JM,NA,NA,NA,NA,NA,#633787458,Apple,iPhone 7 | iPhone 8,VRS Design (Verus),Duo Guard,Rugerizada,TPU/Policarbonato,VRS
14," Funda 360 iPhone 6, 6 Plus, 7, 7 Plus, 8, 8 Plus X + Cristal ",189,NA,5147,84,18 meses,10.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,319,https://perfil.mercadolibre.com.mx/VIGU+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=qhKImVKCvnE4CtunxMWN7D0WnUMLZjiaFUo7GWSfFqqifc3Eq00YMpLD6olhxBm6hwyXqZ8NiqpFX941%2F2wo8DatNEUrH40NjMnEychP9INObigfxu9Gt6QH9cwkwpstPyaLWVPjSWiUOvKp6dSiMIcYzx09dwBRbqBYSVUqluaoqe88AGhup9K1mnGItHHBcIncstukqg9v9jNBNVf7QJoV6D1kyKPgdNOY%2F0D5%2FOrJ8ZE5gMS%2BYmnFUu4tW4hHlM37iHLUfAsElGbv6O64hB8LljCp2O91Q5I%2FOcjdqnmhw89upP%2FZFwdLkMmz4kskuEkTni9TXESg7OI8LEAT3vK%2B3BoffXmSjXsKx1mz7f109pXfKwPoimDNdrTnIxh0VPKDXrG5OqxdcvvfwEDc9lLwEQPP%2FMfqAkYGeYljjYOcbbKSN%2FRa4Df5sMG%2FWNLZ0NrNQgNP3%2B84EMVIMeOfsZFIqqXpgGsQKfqCR2DVF1s0pwAoesm3kiLYMcKcDwYYzvd2EXvTVdFgrZT1NrTZCW84ZoCRpl1m5t9XYuGmno%2B%2FXmQ7RuG2uAA3XOCG%2BIQte4ANBQhOxKaCo4H82rp7ItaZZy2doveJzsJlpjgS6NCneyODBRtatQyuwwqmvvpyn7I4D724FG3xwPY0E8MAiQfw8sjwZrOuh0IMRd1QtticsLqFh6%2FDuLf%2BrRc9F7FfgvSmrkvcVFEtUIMeeVXIwr8zbPgDgRKZL0kM1TxiaExt4KWV1%2FeX5acVVzuV5SX5WdDuMkqs5hLYLVoTc8tWArAuyKDZAQDJJidnMumeVR4WiF2fu7EdfIimf1EpjCvAjdartNws39I525s7Vy7ijCN8VrdYd5OthLNpz2IOLibMGlE3xYlbIjkxcEcnbXKH2R3iWxaQjiIQl7HJYKyHTrwOncbjDfR1WlBrXxSKoLsPQJnOZnpWl9ywp%2BOUt8pfNBqO4oqt1rq78P2%2FH%2BN%2F79LVFzsurOpNSyUxSOymp8hBHyj5%2F%2FGh4APRHE%2FmNN2H3lIrSpHdnZqNknFLXm2Yxwv3BUM%2Fk6bEMH05ZKbwtltyGArV4IHvhwuHymLBj0GRwvLzLZWC0%2BsMmF6Pok94PczM49aHMJgy2g%2F%2BKoju6rfMxoRrIuVnj7Ux02cmKMeY0ZV4X1%2BBJZ2tKDREib2Q3EACUqaxJg4qKsno6PKDp5wX6CrEYBERWMdZCoL7aGw4QrhpyfDFnVvGSWi5QngFWZpA0y5j6SuLGSi%2By8zDqApZNEZIdL%2BnjlNgfKhntyiqNxCdHRH4vCiRxqzWC0XWCRoaodivCLRklirn3R6lhU7kNYYo2uxkQ2ZFZPTRysXOtZ5RrG56o0MuQOCRPw%2BY1ClSPRWaIk5Nw7z9BKmpxcXpUGyAQFI%2FqbyzFQWNiRU30%2FUkqdBmG5GSPoF3oqPcPEabugPWHg%2B1bZHQw0s1UdgXy5Fy2nWWOmP7OmeI50ddjI1OHLmiPAak7duNRDXKRcYcX7zNhkjM8lpqkH5CfRjnxAUX0%2FZS49gDdgpVa3SN46XDlrgd96fLZHSKp3gqnMR1RfHxWveUixwQC47E6h5627MthFUqycI6I9ehqihuEWfLyHQE%2FC%2F9UfvQX915xvw4y6j7nMIAynyAz7MqSaVCP7ZG%2FSN4CDc79GuMm%2BxAYof99L1lvoH3VKCmcOvVLBiJ04mWLWDlFRHY5Fw%3D,231,55,16,8,9,#588207953,Apple,iPhone,360,360°,360,Plástico,VIGU
15," Funda Case Magica De Moda iPhone 8, 8 +, 7 7 Plus, 6s, 6s+ X ",85,NA,1479,153,18 meses,4.72,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,62,https://perfil.mercadolibre.com.mx/PROSU+ELECTRONICOS,https://articulo.mercadolibre.com.mx/MLM-607286668-funda-case-magica-de-moda-iphone-8-8-7-7-plus-6s-6s-x-_JM?searchVariation=19237535867,46,10,2,1,3,#607286668,NA,"IPHONE 7, IPHONE 7 PLUS, IPHONE 6, 6 PLUS,  6S, 6S PLUS",s/n,iPhone,Magica,Plástico,S/N
16, Funda 360 iPhone X 8 7 6 Plus 6s 5s Se + Cristal ,169,NA,3935,52,18 meses,9.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,221,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-580652933-funda-360-iphone-x-8-7-6-plus-6s-5s-se-cristal-_JM?searchVariation=27291722345,135,37,17,12,20,#580652933,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X,Funda 360°,Protector 360º,Funda Protectora 360°,Plástico,Apple
17, Funda Marmol Arcoiris Sujetador iPhone 6 7 8 Plus Xr Xs Max ,330,NA,920,91,18 meses,18.33,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,23,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-639416252-funda-marmol-arcoiris-sujetador-iphone-6-7-8-plus-xr-xs-max-_JM?searchVariation=32045615187,19,4,0,0,0,#639416252,Apple,iPhone 6 6s 7 8 Plus X XS XR XS MAX,iPhoneMX,marmol soporte arcoiris sock sujetador tornasol galaxia marble negra blanca lila morada dama caballero niño niña mujer hombre love amor pop pareja novios,Case Protector Resistente,Goma Dura,NA
18, Funda Uso Rudo Antigolpes Camuflaje iPhone 5 6s 7 7+ 8 8+ X ,219,NA,291,60,18 meses,12.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,11,https://perfil.mercadolibre.com.mx/NETONBOX,https://articulo.mercadolibre.com.mx/MLM-650104729-funda-uso-rudo-antigolpes-camuflaje-iphone-5-6s-7-7-8-8-x-_JM?searchVariation=34880612172,9,2,0,0,0,#650104729,Apple,iPhone X / 7 / 7 Plus / 8 / 8 Plus / 6 /6s / 6 Plus / 5 / 5s / SE,NETONBOX,Militar Camuflado,Uso Rudo Antigolpes Flexble y Rigida,Plástico,NETONBOX
19, Funda Brazo Deportivo Ejercicio Correr iPhone 6 7 8 Plus Max ,200,NA,588,145,18 meses,11.11,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,13,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-641222385-funda-brazo-deportivo-ejercicio-correr-iphone-6-7-8-plus-max-_JM?searchVariation=33938134997,8,4,1,0,0,#641222385,Apple,iPhone 4 5 5S SE 6S 5C 6 7 8 Plus X XR XS Max Galaxy S2 S3 S4 S5 S6 S7 Edge S8 Plus S9 Note 2 3 4 5 6 7 8 9 J1 J2 J3 J4 J5 J6 J7 J8 J9 A1 A2 A3 A4 A5 A6 A7 A8 A9 2016 2017 2018 Grand Prime Moto G G2 G3 G4 G5 Stylus LG PRO LITE HUAWEI P20 MATE 20 PRO S10 +,iPhoneMX,GYM Brazalete correr deportes bici bicicleta maraton 21k 42k 10k 5k ejercicio pesas musica banda sport gym atleta velcro para celular universal gimnasio mp3 cel deporte extremo porta deportivo lote mayoreo negocio hombre mujer dama caballero prime y9 2019,bumper case protector funda,elastico con plastico neopreno y velcro,NA
20, Funda iPhone 7 Plus / 8 Plus Love Mei Powerful De Uso Rudo ,699,NA,92,3,18 meses,38.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,4,https://perfil.mercadolibre.com.mx/DEWESI_OFICIALES?brandId=1898,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=7SPrgEfL4emxMEDxJ5brkCmJV9EdQOC6jUm82LF%2FmbFy9Bd7v%2BrWuXkZ0KYS1kaOIsq8bQXmquFFT0Gn%2FJyISKqgoCDbzGvYJMyuDYcJcgLV5suBdDjrh%2FocIXP6vYa%2BaI9jEHOcJ6kuMNcUP8OIHl5rDNPabN178mLA2oAALrOgKTQ7wLel8cF7s1jbbzNTAJf%2BhAbELI4X6ipcqw0Q%2BLJoZ%2FeH2o5zROV0TBUD8YDntqJkQ0CgfqNXjNwsbf1PVNmeCss%2FehplEhjsLmF4HlxUi8PwKyq3t4HQu0XIFKNfx%2FDsAqIQm0bty76g4qozHlALHpt3uSlwUQ4gQYgSB9x4%2Ff3c93IrHlTpoK6aVwdFvhFi67QTaw98%2B34bImGlrh251VWsg4xm0Q3pYK2j2t0cCPcULV1YmI22ihu5gd6C0EocXKVA6BHsrYKC4Yg0C%2FFEa0xSEviI%2BZ3G6ha3F0mPH6M6nb8WB7%2FxZh2r%2F6%2BR4BPJT6rDgf1eDPnRRgGXHJlNN94MSlI4R5POU2wIDf1sdyko6YiFd0v8Cw2pYzFwoyiI2KJcVMgZpACYPddQIx6Ori8QuqUQjrKS638%2BnbSwcuJMeR1DWzywyBtQsejSU0yVjL0QHXZfreWg31CyihyH992mt9A8BjJ%2F7EseVWePwNC0RFn%2ByFF2cfcsmiytPlOUuOl%2FD1pNJ3n1aMHs3rG7GGAm9VKsVx%2FzeBNKbc859YRkj4wThYVXfJQVx9vW1KA3d%2FrCfNxqYtJoiUddygrS9zpUodCjJEse1iOLH209AqCO0rJTxvseS7QieB5FTcgtkV2rtyYFATra4ZgZX7VnpnBIPMSLq4v35hlBtiqg9T%2Frd7foZaJWhM2YemKmXT6o40xnBdg6ArloWoGEflSMf3PcwgHFkiGZNwOFvQr1r%2F37iM%2FSQ7trID9WBplE%2BLR2ZfHBUJrG%2BVse3R3YOygbCjW3JTJK7Sndiw79709222FLL%2BXoFZDsWnkfzQQNJN33vuTDMkxLlPljhljSo7pShhu1lidWIc%2FUYrrLfiUqcfYxJ9yzFFaT1X04uTdRYb0Zv22U%2Bt85bRq3lw2GpmubI%2BHXWEcnIv3cmQQlZpTQqFm06SmrWiZL4jDV4KiK6zbiRl5djTZsMRXAaYt2kdbAkvgfU%2B802TMr6BRR2bSJmP18%2Fv59QmyyWGnZr6nPrRSJ6LByEs%2BqPyNn%2B%2FukmR6n91YbuLml2ViO3XRgPk8RdeTU9Etf4UJ%2B9LapOL56QOd0QJwRpxImW%2FoCqDtKzwICQO7vOc2739ia4WqbJBjt1Jqk7tSOorcnt%2F8GcB9hunx7DcYBek8lSHCXkAL8SutlFqORZzibOWcparvXGyHLG0sj6tGV8OHAdFROtH537zBZPE1US1kjqCEIFQYQnjFYkr1QINoUPHAq1vwu1%2B%2BX6L0uW9tgujGrBosihMH4g2j3oNlGCLmQMY4JXaMoS30D4Yl73jwaMpz72jQWbnb5t0tpcSD2zuqv69Qo%2ByXCxhPuadDTQ0fi83tuNaUuYHXZ3J86y9UVGKoJTeA2JcMTs0%2Fq3J7qTCs1AU2dgjnUVxX0KtN1zBwHvwb22tfV2y%2Bw2%2B2C9tQcI%2FE8IzCm6JjYIjR6doGtDgiIOV%2BzpJTF9zUJLdLh5PJuMEIlTsrtgJIzZgOThTDvDdXFh9EDvfS6%2By9xCxx99qmt25uuRdo%3D,3,1,0,0,0,#592289406,Apple,iPhone 8 Plus / 7 Plus,LOVE MEI,Powerful,Uso Rudo,Aluminio,LOVE MEI
21, Fundas Y Cristal Templado Por Mayoreo ,20,NA,1277,357,18 meses,1.11,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SHOP-TECHLIFE,https://articulo.mercadolibre.com.mx/MLM-646406677-fundas-y-cristal-templado-por-mayoreo-_JM,NA,NA,NA,NA,NA,#646406677,Apple,Iphone 8 | 7 | 6 | SE | 5s,Shock-Proof Suit,Gorilla Bumper Armor Case + Glass Protector,Glass Protector,Plástico,Apple
22, Funda 360 Lujo Espejo iPhone X 8 7 6 Plus 6s Se 5s 5 + Mica ,189,NA,2728,10,18 meses,10.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,103,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-605956130-funda-360-lujo-espejo-iphone-x-8-7-6-plus-6s-se-5s-5-mica-_JM?searchVariation=27291542347,76,12,7,4,4,#605956130,Apple,iPhone 5 / 5s / SE / 6 / 6s / 7 / 6 Plus / 6s Plus / 7 Plus / 8 / 8 Plus,360° Espejo,Funda Protector 360°,Funda Protectora,Aluminio,Apple
23, Case Diamantes Con Pop Pompon iPhone 5 6 7 8 Plus Xr Xs Max ,396,NA,356,47,18 meses,22.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,7,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-673557025-case-diamantes-con-pop-pompon-iphone-5-6-7-8-plus-xr-xs-max-_JM,5,2,0,0,0,#673557025,Apple,iPhone 5 / 5s / SE / 5C / 6 / 6s / 6 Plus / 6s Plus / 8 / 7 / 8 Plus / 7 Plus / X / XS / XR / XS Max Sujetador,iPhoneMX,Diamantes Relieve goma transparente 3d Pop Sujetador Correa colguije Pon Pom Peluche Piel piedras arcoiris diamante marmol tornasol galaxia negra blanca sock lila dama caballero niño niña mujer hombre love chupon mayoreo lote negocio promocion triangulo,Funda Bumper Case Protector,"Goma Dura con colgante para cuello, colguije con peluche para mano y sujetador pop de diamantes brillos",NA
24, Funda 360 Bicolor iPhone X 8 7 6 Plus 6s Se 5 + Mica ,169,NA,2012,16,18 meses,9.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,99,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-604203954-funda-360-bicolor-iphone-x-8-7-6-plus-6s-se-5-mica-_JM,65,18,7,3,6,#604203954,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X,360° Bicolor,Protector 360º,Funda Protectora 360°,Plástico,Apple
25," Funda Case 360° iPhone 8, 8 Plus, 7, 7 Plus, 6, 6s, 6+, X ",189,NA,1745,214,18 meses,10.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,68,https://perfil.mercadolibre.com.mx/PISITOU+TEAM,https://articulo.mercadolibre.com.mx/MLM-590869446-funda-case-360-iphone-8-8-plus-7-7-plus-6-6s-6-x-_JM?searchVariation=21075473391,47,10,6,2,3,#590869446,Apple,"IPHONE 7, IPHONE 7 PLUS",360,iPhone,FUNDA CASE BUMPER,Plástico,IPHONE
26, Protector Transparente Tpu Celular 6s 7 6+ 5se 7+ 5c 8+ X ,129,NA,1463,227,12 meses,12.74,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,79,https://perfil.mercadolibre.com.mx/GLOBA_CORP,https://articulo.mercadolibre.com.mx/MLM-564820657-protector-transparente-tpu-celular-6s-7-6-5se-7-5c-8-x-_JM,56,20,1,1,1,#564820657,Apple,iphone,TPU,Ultra Slim,tpu,Acrílico,CHINA
27, Airbag Espejo Anti Caidas iPhone 6 7 8 Plus X Xr Xs Max Goma ,250,NA,426,32,18 meses,13.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,15,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-664085234-airbag-espejo-anti-caidas-iphone-6-7-8-plus-x-xr-xs-max-goma-_JM?searchVariation=32842632270,11,1,1,1,1,#664085234,Apple,iPhone 6 6s 7 8 Plus X XR XS Max,IphoneMx,Case Espejo Anti Caidas air bag esquinas reforzadas anti crack shock proof shockproof air bag bolsas de aire anti estrellado resistente uso rudo duro fuerte caballero hombre mujer dama transparente niña,Case Protector Bumper Funda,Goma Dura Flexible,NA
28, Funda Homero Simpson iPhone 5 5s Se 6 6s 7 8 Plus X ,150,NA,1880,1550,12 meses,14.82,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,121,https://perfil.mercadolibre.com.mx/UNIVERSO.EN.LINEA,https://articulo.mercadolibre.com.mx/MLM-565235374-funda-homero-simpson-iphone-5-5s-se-6-6s-7-8-plus-x-_JM,86,21,6,6,2,#565235374,Apple,iPhone,Apple,"Iphone 5, 5s, Se 6, 6s, 7, 7 Plus",NA,TPU/Policarbonato,Funda Homero Simpson
29, Airbag Anti Crack Gel Gruesa iPhone 5 6 7 8 Plus X Xr Xs Max ,70,NA,436,155,18 meses,3.89,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,5,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-669799152-airbag-anti-crack-gel-gruesa-iphone-5-6-7-8-plus-x-xr-xs-max-_JM?searchVariation=34061862486,3,1,1,0,0,#669799152,iPhone,iPhone 5 / 5S / SE / 5C / 6 / 6S / 6 Plus / 6S Plus / 7 / 8 / 7 Plus / 8 Plus / X / XS / XR / XS MAX,IphoneMty,Anti Crack Caidas Air Bag Esquinas Reforzadas Goma Dura Antishock Shock en goma Clear Air Choque Golpe Airbag Lote Mayoreo Negocio Venta Hombre Caballero Dama Mujer Remate Promocion TPU Cristalina Uso Rudo Duro Dura Flexible,Case Bumper protector Funda,GOMA Dura Flexible,NA
