search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material,Fabricante
14, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2324
				vendidos
			
		",(19 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1494
		
		 sin intereses
		
	

	
		",94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,77,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=LsVVxiprnAAr21FCdqNplgAQZpSHyTZmjQ9DM5F%2B9nTC1mpiURTm0FTu7gr4Sqj5737rJfBHciXLIdEynLt0PFimbOQEWHGsJjPt67JBLYYoN6tp9nRSX74e4HNlGLx2kBviQbC5Xz0l8VKavl8eXzAC5MWR52rjEGyNBsRKIMyL57bGsEiCx3tez%2FY3fIWb51EfXSav7T94ooPpJmUgUM7JmO449nkiAnb5An2AW1NVI0nJQIafPLTfXF6Fq4EaB83MwMq4yqHJyletw7JcoerY9Po5Fz06wj%2Bzi4PUQcsaU6AbS4KBwuvjzRmNdynj9Ij%2FWfADkavftsh2G4m8auLzQV1aUUQCE1CSq88ZoZCebpBMBfKnAxZBRZcy5Ors3OsOWuRD80gUsr9rlkfUDClIYvs3vYkunlOb0BULnrUlSgTFHpeA6SsXd%2FIqRlSMU7Q9WJJhIYgTvnpjxC2qKl1M%2FuDpkHdWdjfVyKvOQq8YAe5KWedtlJvkrQnGmlPu2RL2pf10w%2FzQxSEnSGr9na1spTWDEfkfw%2FObHui8XEvM8I5zYpX7M%2FDFS5q6wIYY3OZtijmbbTZLJAGGezmOS0GVFHgzh7lcXTztEknqYPi6dO0vpAw2DEYGy81YoScefISIy%2BERqOfYVkFTJZMZC2HQFFi%2FZTdc2IGNQ%2B8XhQ8BCbzmuPs4RlFsTYP5uKneuQgvqcUItfHKbtLWuv4fXjYp9N40Pc3ysMOWcGxKFf%2FEVZEMIIr1R%2B3M%2Fvw%2BAaJ7t%2Byb2B8Z%2FKoGAnyLovOy7bQQ3xiu7KYd5xxxuh%2BSyyX%2F7L56%2B%2B5l7y1cHYoaZrAubc2LAISV7vLsT5aBGCnnvm%2FtQF76NEYaJF0TkNZhzuy1fJ0Z5Sgzwf%2FuIg%2BmJ3q6eE5FR7aqUEJHMg7AHMoVsVi1z0GcdEhxEQp3REcQYzx524lSdvFNvC7rs27iRCgqYUhBH%2FYCZFel46%2FqrYSMHO7oINUpygCToVZxOu3OVUSzgdxw%2B56YUBPyn%2FqEv8JAuId%2FDcAvVPq3dy6REohyYvxxyLqsSDK%2FLG9zz20UeaFmsUgciVV24B41xp3fBCfKklWvqv8D0z%2BlUar5s4NUJqADPTXDuwB5s%2B7BWHcnI81S6p%2FopCKR4rwHOF%2FMIypbGv24edDFl8opuIWgnj%2FIPVQGgDaS2E5a2l2VM7994VV7t9hnxQsVf1HSF02BGkwAaSD%2B322q5nnwN8jCTDrI%2BVGfanATdXPUxL8jpqXf1FfZAcQobC4L2C51hNGtpKvYKK0icQ%2BoaSdWwmbdUax6B6cMHtJshUoiW3zIhfOBWZyjtn8zQfetdS3aCZlA8YLj0NtNw5Vg5iLzFlmfgMOilBL8q7BEHqm19e47ugikVlVpW0eWicJ9CwOf%2FjXgO6R%2FdGH9d3EKVB9uL%2FbEsmYLJGz403og4wQV%2BOcEUdeRF%2FGIBOk8qZheMBbPCUcrMnCkdp39hYrDM42f%2Fw1ubjQ7Mf1HxtMgnnfzwRN4pWYbKNX%2BxcLS5vtqDp5P7By5Zhy1njKF5Joumb87ofKzXZ9QMF1poCayeHnbGq75upIF3cjZiducjCkgzvbJqhnE1M7G3XMZI2L%2FQx51xl6n67pavTZtFJangat69dgiNQUqC2vqTcPtQz1lbCtJhNhT%2FGA3Ax2lAFELgNtRk1zKR7WKGib0urikHbiBxRPiezgJ4jlA,68,8,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,Protector,TPU,NA
15, Funda Brazo Deportivo Ejercicio Correr iPhone 6 7 8 Plus Max ,200,NA,"
			
				Nuevo
			
			
				
					 - 
				
				564
				vendidos
			
		",(161 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1111
		
		 sin intereses
		
	

	
		",11,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,13,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-641222385-funda-brazo-deportivo-ejercicio-correr-iphone-6-7-8-plus-max-_JM?searchVariation=33938134997,8,4,1,0,0,#641222385,Apple,iPhone 4 5 5S SE 6S 5C 6 7 8 Plus X XR XS Max Galaxy S2 S3 S4 S5 S6 S7 Edge S8 Plus S9 Note 2 3 4 5 6 7 8 9 J1 J2 J3 J4 J5 J6 J7 J8 J9 A1 A2 A3 A4 A5 A6 A7 A8 A9 2016 2017 2018 Grand Prime Moto G G2 G3 G4 G5 Stylus LG PRO LITE HUAWEI P20 MATE 20 PRO S10 +,iPhoneMX,GYM Brazalete correr deportes bici bicicleta maraton 21k 42k 10k 5k ejercicio pesas musica banda sport gym atleta velcro para celular universal gimnasio mp3 cel deporte extremo porta deportivo lote mayoreo negocio hombre mujer dama caballero,bumper case protector,elastico con plastico neopreno y velcro,NA
16," Funda Case 360 ° iPhone 8, 8 Plus, 7, 7 Plus + Vidrio 9 H ",149,NA,"
			
				Nuevo
			
			
				
					 - 
				
				588
				vendidos
			
		",(70 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 828
		
		 sin intereses
		
	

	
		",28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,30,https://perfil.mercadolibre.com.mx/PILILASTEAM,https://articulo.mercadolibre.com.mx/MLM-606306839-funda-case-360-iphone-8-8-plus-7-7-plus-vidrio-9-h-_JM?searchVariation=33466514147,24,2,3,1,0,#606306839,Apple,"IPHONE 7, IPHONE 7 PLUS",360,iPhone,360,Plástico,IPHONE
17, Funda 360 iPhone X 8 7 6 Plus 6s 5s Se + Cristal ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3917
				vendidos
			
		",(53 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 939
		
		 sin intereses
		
	

	
		",39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,220,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-580652933-funda-360-iphone-x-8-7-6-plus-6s-5s-se-cristal-_JM?searchVariation=27291722345,135,37,17,12,19,#580652933,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X,Funda 360°,Protector 360º,Funda Protectora 360°,Plástico,Apple
18, Funda Bateria iPhone Xs Max | Xr | X | Xs ,699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				252
				vendidos
			
		",(37 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3883
		
		 sin intereses
		
	

	
		",83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5.0,10,https://perfil.mercadolibre.com.mx/BRANDTRENDY,https://articulo.mercadolibre.com.mx/MLM-628895724-funda-bateria-iphone-xs-max-xr-x-xs-_JM?searchVariation=31511971256,10,0,0,0,0,#628895724,Apple,iPhone 8 | 7 | 6 | Normal Y Plus,Brandtrendy,Battery Case Millie,Funda bateria,Plástico,USAMS
19, Funda 360 Bicolor iPhone X 8 7 6 Plus 6s Se 5 + Mica ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1999
				vendidos
			
		",(21 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 939
		
		 sin intereses
		
	

	
		",39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,99,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-604203954-funda-360-bicolor-iphone-x-8-7-6-plus-6s-se-5-mica-_JM,65,18,7,3,6,#604203954,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X,360° Bicolor,Protector 360º,Funda Protectora 360°,Plástico,Apple
20, Funda Protector Case R-just Batman Original De Aluminio ,449,NA,"
			
				Nuevo
			
			
				
					 - 
				
				70
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 4436
		
		 sin intereses
		
	

	
		",36,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5.0,1,https://perfil.mercadolibre.com.mx/TECNOLOCK,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=vGFX707M4Ytma%2BQHNKBIdVGTvKNfHnilBSr3IQFyWa9oYJDpLxRywpY5H1CpHCWiGbAk7JUuo%2F2pJalz46U3znRlYzT3R959rWno1dXYPtUPc11ywc%2B4v0XUw8HOx0YzGm%2BsNst%2F3ym12mPeBxAz0%2BBxQQzudOtVrux8G4WccOI9B9oGCovz65wrU4RisWL8fkKFSjyqgmygNrm6I6J3aZRBiin6q8qNGqDZBPNsTXiscS48K2zAcTKwr%2FsQzVPM8f9oOLmDIJbNBlPP5L1MskbSWtFBYArJsm6kUPwIKp1gtJG9tAfg%2FcZAMbUEI24aFYQagvaI8navgdDKdVi1JLTZnY0CDmLD1VSHBA4rO76hF6UQyyUgTJJu9mtbgvuwTp8jAvJNoWTd4J0A4mLdo1ZdvWdtzKarP%2FNBCzQynwEVgneW583JpdfdyuVtMZ1z04xE9bldhgXvOgyNeLF48LP933o5cgi4LwQCdx2hOIxBGDfxIBlkfsEIzdEwcz6%2B9xnNBojXXApM4zfCzpesAoTSr9LETfdTZpsLb7jiEpQqUION%2FEo%2Btw6wOHlfHdKlBhLVaXmIZmkZmJ%2BFW%2B4M7Ct82JwqOi0sO%2Fb%2FJ7QLpG2%2BG5oYF38lgbSo6Vw2CQPWyUD4DrF%2Fbh1%2Bt2yluzsTnsfdHlUDeu325nVoF0eB76ViNiyp0JUV4wAGAn2HcYmpAxTPGK1%2F75IaWXsdl0i0EWRIB7zANDBBEPPnAbJB1UtMTTF6hNauhMPQdu0dGVTjFx37DaAFNowWLinrj7janQJ4z7VJeNCtM7HUkkFu6q3tIzKfdoJlln1YlS6Ja5Zx59gO1AvOcya6EAepcq8TMYPiUuwTwzJCSTxQPP5zaCHqo0yXgSOqGja4eataQV1AhQ3wlabg0iq%2F1EuEbMKKVZa%2BTlIXtoI4Pn69H5Wa0k3xtwDy%2B066Htp9sMd9i1q4QIocrFKOMGB8kHQbxbwc6amylewrcc4tNBc0sOcXdsu28DVUe7kx4vneFO0DRiwVTMHxpncCin414LiKccvzXTneC%2FyEJvPLak2VGmquuC2Sd1U7TF8fSZukKfjhcJB%2F%2F9WAahP2SqaDj9Zso765375Zh9srrTk3mxdG32aVkyhP1wclT0hgOsnlFrXJ2zYezUv3qMZlNMKV8C22%2BHxNEviCnlRjxq8ey76iDbIk6AKLaUPBkZwCF4zsKLeKtfe56YXMhCDD8y0jwDe2xY%2Bu1OcxqHYD5236vrDAZH8IHsa5zLUhzwy1Q7ETWDm6CvswLkDTzJZ4qGI%2BZQrhsKRhdyp9L%2B3jvpHt8kWY0HYeugs7TvFL1FXY6sazMyjuucbHTjsKt95Jzhlbj5%2Ba9Z%2BpHlUmKsRDRHJu9c2LgIPFqL0w0gokRQkUR8LcH%2FXwQvwakhBxXsX9lIJWTvf9xD57i5tkBJUf3VWWvMH3hdX1h8ZW4lDRetFHIFG76DNDOCKYzK60SX3qv32yEjQcRA3YDuxYHmt1xTpz88p%2BxDNsAbZkkAPwZquBNtmeB93u8XPi1hZ82oGP0ERv%2FCpmJ0ttPxwDwwvGx6njAfhr7opAwPWGL40Y9mct6UNmw%2BEDcL1etXGMsXHLIGAsJGkGazhZM0ictBjBzIhKCGnwLE22ZWnul%2FIthUA9oasOH%2BFquLyoLKKRkKkMcjAWZRMIdDXq%2B%2FqyglGNoTh%2B9sbZxVU%3D,NA,NA,NA,NA,NA,#689155990,Samsung,S10,R JUST,1,CASE,Aluminio,NA
21, Funda Lujo Cromo 3 En 1 iPhone X 8 7 6 Plus 6s 5 Se ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6331
				vendidos
			
		",(23 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 939
		
		 sin intereses
		
	

	
		",39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,344,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-577013572-funda-lujo-cromo-3-en-1-iphone-x-8-7-6-plus-6s-5-se-_JM,231,61,31,11,10,#577013572,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / Xs / XR / XS Max,3 EN 1,Funda 3 en 1 Lujosa,Funda Protectora de Lujo,Plástico,Apple
22, Funda 360 Lujo Espejo iPhone X 8 7 6 Plus 6s Se 5s 5 + Mica ,189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2710
				vendidos
			
		",(13 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1050
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,102,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-605956130-funda-360-lujo-espejo-iphone-x-8-7-6-plus-6s-se-5s-5-mica-_JM?searchVariation=27291542347,75,12,7,4,4,#605956130,Apple,iPhone 5 / 5s / SE / 6 / 6s / 7 / 6 Plus / 6s Plus / 7 Plus / 8 / 8 Plus,360° Espejo,Funda Protector 360°,Funda Protectora,Aluminio,Apple
23, Case Diamantes Con Pop Pompon iPhone 5 6 7 8 Plus Xr Xs Max ,396,NA,"
			
				Nuevo
			
			
				
					 - 
				
				329
				vendidos
			
		",(64 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 2200
		
		 sin intereses
		
	

	
		",00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,5,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-673557025-case-diamantes-con-pop-pompon-iphone-5-6-7-8-plus-xr-xs-max-_JM,4,1,0,0,0,#673557025,Apple,iPhone 5 / 5s / SE / 5C / 6 / 6s / 6 Plus / 6s Plus / 8 / 7 / 8 Plus / 7 Plus / X / XS / XR / XS Max Sujetador,iPhoneMX,Diamantes Relieve goma transparente 3d Pop Sujetador Correa colguije Pon Pom Peluche Piel piedras arcoiris diamante marmol tornasol galaxia negra blanca sock lila dama caballero niño niña mujer hombre love chupon mayoreo lote negocio promocion triangulo,Funda Bumper Case Protector,"Goma Dura con colgante para cuello, colguije con peluche para mano y sujetador pop de diamantes brillos",NA
24, Funda 3 En 1survivor 360 Usorudo iPhone 6 7 8 Plus X Xr Max ,259,NA,"
			
				Nuevo
			
			
				
					 - 
				
				160
				vendidos
			
		",(343 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1439
		
		 sin intereses
		
	

	
		",39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5.0,5,https://perfil.mercadolibre.com.mx/XUEHUANG,https://articulo.mercadolibre.com.mx/MLM-629046999-funda-3-en-1survivor-360-usorudo-iphone-6-7-8-plus-x-xr-max-_JM?searchVariation=31429899554,5,0,0,0,0,#629046999,Apple,8G,NA,NA,survivor,Silicona,NA
