search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Material
21, Funda Otterbox Defender iPhone 8 Apple Estuche Case Armor ,95,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-435619794-funda-otterbox-defender-iphone-8-apple-estuche-case-armor-_JM,NA,NA,NA,NA,NA,#435619794,Apple,NA,NA
22, Protector Bumper Funda Case iPhone 6 / 6s 7 / 8plus Aluminio ,75,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(14 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-426950928-protector-bumper-funda-case-iphone-6-6s-7-8plus-aluminio-_JM,NA,NA,NA,NA,NA,#426950928,Apple,NA,NA
23, Lunatik iPhone 5/6/6s 7/7plus 8/8plus Armadura De Aluminio ,125,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALBERTOPP75,https://articulo.mercadolibre.com.pe/MPE-428313439-lunatik-iphone-566s-77plus-88plus-armadura-de-aluminio-_JM,NA,NA,NA,NA,NA,#428313439,Apple,NA,Aluminio
24, Case Spigen Apple iPhone 8 iPhone 7 Ultra Hybrid 2 Masplay ,89,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(995 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-427761832-case-spigen-apple-iphone-8-iphone-7-ultra-hybrid-2-masplay-_JM,NA,NA,NA,NA,NA,#427761832,Apple,NA,Acrílico
25, Rock Case Funda Protector Moc Series iPhone 7 / 8plus ,50,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(29 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-430286444-rock-case-funda-protector-moc-series-iphone-7-8plus-_JM,NA,NA,NA,NA,NA,#430286444,Apple,NA,NA
26," Case Funda Protector iPhone 7 Plus,8plus,xr, X, Xs Y Xs Max ",55,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GHINEXS,https://articulo.mercadolibre.com.pe/MPE-436663632-case-funda-protector-iphone-7-plus8plusxr-x-xs-y-xs-max-_JM,NA,NA,NA,NA,NA,#436663632,Apple,NA,NA
27, Protector Case Funda Delgado iPhone 7/8/plus/x Aluminio ,99,NA,"
			
				Nuevo
			
			
				
					 - 
				
				93
				vendidos
			
		",(20 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,3,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-422979822-protector-case-funda-delgado-iphone-78plusx-aluminio-_JM,3,0,0,0,0,#422979822,Apple,NA,NA
28, Funda Case Protector Antishock iPhone 7/8/plus Delgada ,15,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(92 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-432695703-funda-case-protector-antishock-iphone-78plus-delgada-_JM,NA,NA,NA,NA,NA,#432695703,Apple,NA,NA
29, Protector Case Funda De Silicona iPhone 6/6s 7/8 Plus ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SERGIOAMARANTOPEREA,https://articulo.mercadolibre.com.pe/MPE-431846795-protector-case-funda-de-silicona-iphone-66s-78-plus-_JM,NA,NA,NA,NA,NA,#431846795,Apple,NA,NA
30, Case Protector Funda Transparente iPhone X Xs Xmax 7/8 ,69,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CSHOP1,https://articulo.mercadolibre.com.pe/MPE-436685984-case-protector-funda-transparente-iphone-x-xs-xmax-78-_JM,NA,NA,NA,NA,NA,#436685984,Apple,NA,NA
31, Funda Case Protector 360 iPhone 8/8plus/x + Vidrio Pantalla ,69,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-426538133-funda-case-protector-360-iphone-88plusx-vidrio-pantalla-_JM,NA,NA,NA,NA,NA,#426538133,Apple,NA,NA
32, Case Consola Retro Games iPhone 6s 7 8 Plus Xs Funda Juegos ,54,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(27 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TIENDAEXPRESS.PE,https://articulo.mercadolibre.com.pe/MPE-431938397-case-consola-retro-games-iphone-6s-7-8-plus-xs-funda-juegos-_JM,NA,NA,NA,NA,NA,#431938397,Apple,NA,NA
33, Funda Protector Case Plastico Variados iPhone 5c ,10,NA,"
			
				Nuevo
			
			
				
					 - 
				
				22
				vendidos
			
		",(1 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CELLBYTEZ,https://articulo.mercadolibre.com.pe/MPE-419982058-funda-protector-case-plastico-variados-iphone-5c-_JM?searchVariation=37694598100,NA,NA,NA,NA,NA,#419982058,Apple,NA,NA
34, Funda Case Bumper Aluminio Espejo iPhone 5 6 7 8 Plus ,35,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(94 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTOREPUNTOPE,https://articulo.mercadolibre.com.pe/MPE-423672540-funda-case-bumper-aluminio-espejo-iphone-5-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#423672540,Apple,NA,NA
35, Case Cover Funda Silicona 3d Alto Relieve Variado iPhone 8 7 ,20,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CELLBYTEZ,https://articulo.mercadolibre.com.pe/MPE-425886349-case-cover-funda-silicona-3d-alto-relieve-variado-iphone-8-7-_JM,NA,NA,NA,NA,NA,#425886349,Apple,NA,Silicona
36, Case Funda Protector De Lujo iPhone 7/8 ¡oferta! ,19,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FLORESALVARADOLUISALONSO,https://articulo.mercadolibre.com.pe/MPE-431747226-case-funda-protector-de-lujo-iphone-78-oferta-_JM,NA,NA,NA,NA,NA,#431747226,Apple,NA,NA
37, Power Case iPhone 7 Plus & 8 Plus 3650mah Baseus ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/APPLEMALLCENTER,https://articulo.mercadolibre.com.pe/MPE-428583035-power-case-iphone-7-plus-8-plus-3650mah-baseus-_JM,NA,NA,NA,NA,NA,#428583035,Apple,Baseus,NA
38, Funda iPhone X/8/8plus/7/7plus Gom Case Carcasa Protector ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				27
				vendidos
			
		",(7 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430710607-funda-iphone-x88plus77plus-gom-case-carcasa-protector-_JM,NA,NA,NA,NA,NA,#430710607,Apple,NA,NA
39, Funda iPhone 6/6plus/7/7plus/8/8plus Puma Case Protector ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				26
				vendidos
			
		",(44 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430531110-funda-iphone-66plus77plus88plus-puma-case-protector-_JM,NA,NA,NA,NA,NA,#430531110,Apple,NA,NA
40, Funda iPhone Case 5s/se/6/6plus/7/7plus/8/8plus Multi Case ,40,NA,"
			
				Nuevo
			
			
				
					 - 
				
				36
				vendidos
			
		",(38 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430509893-funda-iphone-case-5sse66plus77plus88plus-multi-case-_JM,NA,NA,NA,NA,NA,#430509893,Apple,NA,NA
41, Premium Funda Case Protector iPhone 7/8 + Cristal Pantalla ,125,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(19 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-422979848-premium-funda-case-protector-iphone-78-cristal-pantalla-_JM,NA,NA,NA,NA,NA,#422979848,Apple,NA,NA
42, Case iPhone X Xs Max Xr 7 8 10 Plus + Gancho Y Mica Supcase ,134,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(98 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990497-case-iphone-x-xs-max-xr-7-8-10-plus-gancho-y-mica-supcase-_JM,NA,NA,NA,NA,NA,#435990497,Apple,NA,NA
43, Case iPhone X Xs 7 8 5s Plus Max Xr + Mica Supcase Original ,129,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(98 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435989860-case-iphone-x-xs-7-8-5s-plus-max-xr-mica-supcase-original-_JM,NA,NA,NA,NA,NA,#435989860,Apple,NA,NA
44," Case Funda Protector Silicona iPhone 6s Plus, 7plus, 8 Plus ",25,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(8 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-434564795-case-funda-protector-silicona-iphone-6s-plus-7plus-8-plus-_JM,NA,NA,NA,NA,NA,#434564795,Apple,NA,NA
45, Case iPhone 5 5s Se 8 7 Y Plus Súper Protector 360° Supcase ,129,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(98 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990424-case-iphone-5-5s-se-8-7-y-plus-super-protector-360-supcase-_JM,NA,NA,NA,NA,NA,#435990424,Apple,NA,NA
46, Protector Case Ringke Fusión Bumper iPhone X 7 8 Y Plus ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				63
				vendidos
			
		",(189 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.0,2,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-421426418-protector-case-ringke-fusion-bumper-iphone-x-7-8-y-plus-_JM,NA,NA,NA,NA,NA,#421426418,Apple,Ringke,NA
47, Case Funda Protector Retro Juegos Gameboy iPhone 6 7 8 Plus ,54,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/LAGRAN_VENTANA,https://articulo.mercadolibre.com.pe/MPE-432587504-case-funda-protector-retro-juegos-gameboy-iphone-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#432587504,Apple,NA,NA
48, Case Funda Protector Spigen iPhone X 7 8 Y Plus Original Usa ,89,99,"
			
				Nuevo
			
			
				
					 - 
				
				217
				vendidos
			
		",(37 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.4,7,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-421175972-case-funda-protector-spigen-iphone-x-7-8-y-plus-original-usa-_JM,4,2,1,0,0,#421175972,Apple,NA,NA
49, Funda Case Protector Aluminio iPhone 6s /6 / 7 /8 Magnetico ,49,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(82 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERUIMPORTA.,https://articulo.mercadolibre.com.pe/MPE-433356222-funda-case-protector-aluminio-iphone-6s-6-7-8-magnetico-_JM,NA,NA,NA,NA,NA,#433356222,Apple,NA,Aluminio
50, Lensun Vidrio Protector Pantalla 360 iPhone 7/8/plus/x/r/ma ,129,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(19 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-427694168-lensun-vidrio-protector-pantalla-360-iphone-78plusxrma-_JM,NA,NA,NA,NA,NA,#427694168,Apple,NA,NA
51, Nuevo Case Magnetico iPhone 6 /6s / 7 iPhone 8 + Vidrio ,49,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(43 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/PERUIMPORTA.,https://articulo.mercadolibre.com.pe/MPE-433356344-nuevo-case-magnetico-iphone-6-6s-7-iphone-8-vidrio-_JM,NA,NA,NA,NA,NA,#433356344,Apple,NA,Aluminio
52, Funda Case Protector Militar Antishock iPhone 7/8/plus/x ,109,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(90 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-424941759-funda-case-protector-militar-antishock-iphone-78plusx-_JM,NA,NA,NA,NA,NA,#424941759,Apple,NA,Aluminio
53, Funda Case Protector Todo Terreno iPhone 7/8/plus/x Aluminio ,229,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(20 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-424962913-funda-case-protector-todo-terreno-iphone-78plusx-aluminio-_JM,NA,NA,NA,NA,NA,#424962913,Apple,NA,NA
54, Funda Bumper Case iPhone 7/8/plus/x Aluminio Antishock ,129,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-427847071-funda-bumper-case-iphone-78plusx-aluminio-antishock-_JM,NA,NA,NA,NA,NA,#427847071,Apple,NA,NA
55, Protector Spigen iPhone 7 8 Apple Vidrio Templado - Masplay ,69,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(997 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-432672847-protector-spigen-iphone-7-8-apple-vidrio-templado-masplay-_JM,NA,NA,NA,NA,NA,#432672847,Apple,NA,Acrílico
56, Funda Original Silicona iPhone 6 - 7 - 8 ,60,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-427614195-funda-original-silicona-iphone-6-7-8-_JM,NA,NA,NA,NA,NA,#427614195,Apple,NA,Silicona
