search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material
1017, Capinha Minnie Mouse Disney Mickey - iPhone 8 8 Plus ,68,NA,NA,10,12x,5.67,NA,Frete grátis,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1163711771-kit-2-capinhas-case-melhores-amigas-iphone-8-frete-gratis-_JM,NA,NA,NA,NA,NA,#1163711771,Outros,Mais de 150 MODELOS,Tudo Celular,Silicone Flexível,Silicone,Silicone
1018, Kit 2 Capinhas Case Melhores Amigas Iphone 8 Frete Gratis ,39,NA,3,975,6x,6.66,NA,Chega amanhã,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/OLST2825962,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=wPsgzaeZ6eArxkewgU8my%2BsbJhBl1XfIfhh1n9k6kYDk72y4mQom3HvVwdZkBJRWH8bPOBmELmfQ5ozm%2Fnc8eLvmTbAyNocFnR5BDFC3x2Jro0VCjQXKDUQtbXsqpWuCjrp3gmy%2FKHxAcKrq8VcyTjcqB4mpaqLtjPGi7cbVBaG0fVSOYkLFiEcApgWJih8ArnDpqsmbzWrcyX87kYxY7UzS9sJkF49Ww1cwpQiYYDebh%2FfMorMHh6Gn5k515E78jHPywSKr%2FpagVXWIxRLpRFQzJbw5pK6rXnjgXpgPEaL%2FlSFfFhTecpKyMAwToKwYI%2FMFHwM%2BqbLJrivpJzuUxrvspqJvcz17UGphFxiCRPwR84lUKzCPE7BhhgYGiHBrc0dNyQ8g2CEicqsjbmxvhSVVT5JXh4Ol67BLLruvfIkUJ8ZzzvQWd9WmTHV6%2FaJL8RXs7VRhHToXZK9TaRVEILbcseRVAJ2%2BQaFLUPmZpAd5YMzrdgZNOhYEEXI0TiV9llxvOkcLZS90ygbrl5aazPeTVsm4%2FqgARlC5ohf%2FqR79E9UWrSxiOMffAbgxrBGrTCiAC5HPgtxgjh1ssBUiWTobAWYAqzuCFYkLGNTesCXofCYE1b4Gn0K%2FCtTn9L%2BcNG7pYESTTPmWP73H13QsG%2FFhIxVGHjQyc6Cm9WQPgTndB1tB%2B9on1C0h6Gke4M14DAdk%2FxIjO1zCvvFjnFvqS4Fz6DIi0KWMg7qMEdZGre8Aa%2FnpXJaxsHpybKZ9thaat9Dx%2F91IFiTdB7kLQyEga7C6r2rEM%2BEr9K12ciO%2F%2B2%2FXGJlohXQlch95%2BF4GNvxWfL1zs2dlmoul3K9psmw%2B9mPsB%2BFQJ2AwXgHcTPOtvt%2FH2XSW%2B4ZxuLs7rEgYDaW4ypHhdWfGon%2BZ0gRTYmUiQmb3BMQMEXMP0UA8Ln%2F%2ByiZzcJFy6RgbZxgN70fJlOp0bO4WQAxmBRaKwhQBf%2BJHsdMjYQqc7uEvA9YApVdWTRj1YBI1Lx34z%2FxKsMwKGKIE0Bei4wqbpNq9j3VNGI5eDnz8d36TNcQYF2cnKY%2FpUUs%2FPzbgBhLUwPf%2FzbcFKwnnYORP5dyX8%2BOyVVEEwVltAKmvnHfpKDSURk9lSTVRwTnt1KPGUT3eJgb4XkCuAi5Nff2WdxY%2BP5QpiU%2BQ05hk3xBH4FlryEH8qH4olUUWrhiPPE2BxNT6tLLJKG14CuSG19Z4%2Fs6Gxtcr%2B2xB0cNLX0C0hhPhiIUS0NefBbpLEGaEAWpvBL9Fu%2FSmoFmK2TVSajpG0vZZbBDrYfZfWL4NZf5KcR3xvnTRvld6yInFKONQuYYTnY3CSpk%2BBktVrAjh3KS%2BveM%2BeOASU4ALUpmuxQOaCXZPqOEYrCO5fV51g%2Fwf82%2FTZrDhGTaKkKVpoUiK5Swz9PXhwDc%2Fq0PhcNzfLJS2TkbyJkakn2IMWV3MOwqBMIlaAQ%3D%3D,NA,NA,NA,NA,NA,#1270817647,Apple,Iphone 7 e 8,Apple,Original,Original,Silicone
1019, Capinha Case iPhone 8 Plus Preta Com Película De Vidro 5d ,42,NA,NA,11998,6x,7.81,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1181897306-capinha-case-iphone-8-plus-preta-com-pelicula-de-vidro-5d-_JM,NA,NA,NA,NA,NA,#1181897306,NA,NA,Cases e Acessorios I.L,NA,NA,NA
1020, Capa Case Capinha iPhone 8 Plus Anti Impacto Transparente ,26,NA,NA,50,5x,5.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ALL_MIX,https://produto.mercadolivre.com.br/MLB-1205260176-capa-case-capinha-iphone-8-plus-anti-impacto-transparente-_JM,NA,NA,NA,NA,NA,#1205260176,Apple,iPhone 8 Plus,ccs store,Anti Impacto,Anti impacto,Silicone
1021," Capinha A Prova Dágua Para Apple iPhone 8, 8 Plus, iPhone X ",19,NA,NA,50,3x,6.63,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TUBAR%C3%83O.DO.LITORAL,https://produto.mercadolivre.com.br/MLB-1230446225-capinha-a-prova-dagua-para-apple-iphone-8-8-plus-iphone-x-_JM,NA,NA,NA,NA,NA,#1230446225,Android e Iphone,"Até 6,5 Polegadas",Tubarão do Litoral,Cordão de Pvescoço,A prova d'água,Plástico PVC
1022, Capinha Luxury Matte Para iPhone 5_5s_se_6_7_8_plus ,29,NA,NA,3,5x,6.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PEREGRINUS_OFICIAL,https://produto.mercadolivre.com.br/MLB-1269687637-capa-capinha-silicone-ultra-slim-fosca-iphone-7-plus-8-plus-_JM,NA,NA,NA,NA,NA,#1269687637,Apple,"iPhone 8 Plus / 7 Plus 5.5""",Primeiros Danet®,Ultra Fina Fosca,Tpu fosca,Silicone
1023, Capa Capinha Silicone Ultra Slim Fosca iPhone 7 Plus 8 Plus ,27,NA,NA,88,5x,5.50,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1119328223-capa-capinha-case-femininas-flamingo-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1119328223,Outros,Mais de 150 MODELOS,Tudo Celular,Silicone Flexível,Silicone,Silicone
1024, Capa Capinha Case Femininas Flamingo iPhone 8 / 8 Plus ,34,NA,2,2840,6x,5.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAWE6672427,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=32bNm3YVX73cZTwYhUhA7y8xF4rK30uc1nFSr4Kn900xUPNxbU8mx6HQ2nPtxKCadT0GV3s65zEkzYWXwEvGKtabi%2BCpX2k3Wli1xQNPz40TjubMycfjgVjl93hPhEdVXzW24orX%2B1jAIIzryFqFxhUbXB34Xll1m9unNU1tX6kvNpWwqhfO4TpW68yKDl91Gv7IusldewDUy2dTa%2F7Mu0RNKrloiVkZwMIYkH0J4az2xIRn7QWVQnoRHtQq0rfZey3PqP4K%2Bqw9QgVy8rE9rYYdBPNZHwTfEe%2FVeblwlvSqnPH%2FHNO%2B%2BGbyZwPXKkdp9B3TA9HWTGcZIe1d9mStXxh2m2TA9HWiLappusR9gfdOB8TBT6st2qoagFKP8i2ObNtuSwt3bcciu1McaBTOBVotv8fbdSAwGGUlsfOfLZi%2BV4CBwk5lj%2BTVkFFpjRRim3gpS5eTAIxouHQWM58%2FCGP%2F%2FwdrCAgC744dALQK7FA4OniQAN1yHQ6LluZW%2FLrOQZzz7r6MNLK%2FGO0080ZcXLvSvq2jvFLenWZAwFVo6lFq2DE5ZGaCKrCLpCcavwBPgzWN%2B7MdzUjneUMjuH4nRZ%2B3y69aYnZlffQLQHfEiax9OYFtswQMeZPsKo%2FLesJriKA5VgFb9%2BpTV85Ga%2BdgW8QZVpi25Bb9IjOZ%2FIihKl0LkB0K7OUTAq%2F%2F8eF8epeweH6pIoWTIlQnBaX0bu9zyZTpSjg4u%2Fy%2FR1ujbFlCbYGWwwQGd8sn1JqHQS4VpeJkGl1x1xslg%2Bxdxhd8ST%2FcnnzJ1alceufSVPOwG49JDAmC0GtWM%2BLO%2BQShBOAR5OLS8SUnu4WKyjyR%2ByJN3vRJAydjupDD%2BvK3%2BtRlO6M%2B8z9V3WI2pEVUT4Dc%2FD35KJ15zTyHAR2i%2BMY%2Fu5kYXLwfnF9CGSGGmnMqBS8umyF6CThpOH7HISdRfr3VC4ETL2Re7fNatRNqBqQjYMvD1Ur3kp0eiUkbIJCM9JmZyie9SKzDGZtSSb0QUCy2C92u6YOlb%2FqB01i2ynwmdpOSLgr70TxryBoiPZgyM81Gt5VWtvKCsZ67GRGJ2HJdz7wwgqKOFJ509HCSnh95DhU%2BLtjQxN%2BEoIiuXuH3qPf%2FMiFgzyH5zVzfS3%2BI4ejocYJ0zjV0TxIMDWPuirM4ZyeiAhu%2FBubfNMOmMDOBfpx%2FnhmW7k9ZegzbGqUkaX%2FtMpK5PvmR06jFZkL0VoHlS1hAWgFNotIKl1dPB%2BpXxR%2FGeRRWOHX4KvYIZXuNVJ7zyets3%2FOBNB%2FQJQRb5zMGKHrDBKbzITYnprJ%2BT0rTjTmtyO5%2Fb09p5vViWc7LFa3btdrJZ3i%2FGt78TNakEOdfE3uz2pGt8d6DkJRl59tJtZQTdEgb3IhYNqO8T8Z7FlAXV%2BYNgFEPd%2FryTmi3dAKbAnRewj0%2F8B7jRwt7r%2Fg1T56r5zAww8Qy0K4Msa7WvThGWXG2%2BDe6%2Fhez3EpAXLds,NA,NA,NA,NA,NA,#1257080127,Apple,iPhone 5_5s_se_6_7_8_plus,Max,Anti Shock,anti shok,TPU/Policarbonato
1025, Case Capinhas iPhone 8 7 E Plus - Diversas Cores ,44,NA,NA,NA,6x,7.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FARIASMARIANA,https://produto.mercadolivre.com.br/MLB-969082078-case-capinhas-iphone-8-7-e-plus-diversas-cores-_JM,NA,NA,NA,NA,NA,#969082078,iPhone,IPHONE 7 8 E  X,Genérico,IPHONE 7 8 E X,Emborrachada,Silicone
1026, Capinha Capa Silicone Case Original Apple iPhone 8 Plus 5.5 ,119,NA,32,67,12x,11.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,2.3,3,https://perfil.mercadolivre.com.br/NOSBORIMPORTAD,https://produto.mercadolivre.com.br/MLB-970597443-capinha-capa-silicone-case-original-apple-iphone-8-plus-55-_JM,1,0,0,0,2,#970597443,Apple,iPhone 7 Plus,Silicone,silicone,silicone,Silicone
1027, Capinha Iphone 8 Plus Couro Cartão Capa Importada Pronta Ent ,120,NA,NA,1,12x,10.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ANDRO200392,https://produto.mercadolivre.com.br/MLB-997635978-capinha-iphone-8-plus-couro-carto-capa-importada-pronta-ent-_JM,NA,NA,NA,NA,NA,#997635978,Apple,iphone,Outros,Plus,Carteira,Silicone
1028, Capinha Transparente 360 Graus Apple Iphone 8 4.7 Impacto ,17,NA,NA,88574,3x,5.97,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JRSHOPP,https://produto.mercadolivre.com.br/MLB-1164925609-capinha-transparente-360-graus-apple-iphone-8-47-impacto-_JM?searchVariation=31874546295,NA,NA,NA,NA,NA,#1164925609,Apple,Iphone 8 4.7,Apple,Impacto,NA,Gel
1029, Capinha Case Capa Couro Iphone 8 Phenom Case Nillkin ,97,NA,NA,2,12x,8.16,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CAPINHASMARTPHONE,https://produto.mercadolivre.com.br/MLB-1168907583-capinha-case-capa-couro-iphone-8-phenom-case-nillkin-_JM,NA,NA,NA,NA,NA,#1168907583,Apple,iPhone 8,Nillkin,Phenom Case,Back Cover,Couro Sintético
1030, Capinha Flamingo Com Nome iPhone 8 Plus ,22,NA,NA,2000,4x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1173363237-capinha-flamingo-com-nome-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1173363237,Apple,Iphone,Lucases,iPhone 8 Plus,Personalizada,Silicone
1031, Case Capinha Anti Impacto Apple iPhone Todos Modelos +brinde ,13,NA,NA,385,2x,6.81,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MALU+CASES,https://produto.mercadolivre.com.br/MLB-1236051040-case-capinha-anti-impacto-apple-iphone-todos-modelos-brinde-_JM?searchVariation=37597633960,NA,NA,NA,NA,NA,#1236051040,Apple,iPhone,CAPINHA,ANTI CHOQUE,Capinha Anti Impacto,TPU/Policarbonato
1032, Promoção Kit 2 Capas Capinha Case iPhone 7 / iPhone 8 ,35,NA,1,10,6x,6.00,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1161309504-promoco-kit-2-capas-capinha-case-iphone-7-iphone-8-_JM,NA,NA,NA,NA,NA,#1161309504,Outras,Iphone 7 ou Iphone 8,Tudo Celular,Silicone Flexível,Silicone,Silicone
1033, Capinha Case iPhone 8 Plus - Vermelha ,37,NA,NA,1000,6x,6.33,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1245025557-capinha-case-iphone-8-plus-vermelha-_JM,NA,NA,NA,NA,NA,#1245025557,Apple,NA,Cases e Acessorios I.L,NA,NA,Silicone
1034, Capinha Capa Case iPhone 8 7 Plus Anti Impacto Resistente ,11,NA,NA,20,2x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAEM4820447,https://produto.mercadolivre.com.br/MLB-1249652126-capinha-capa-case-iphone-8-7-plus-anti-impacto-resistente-_JM,NA,NA,NA,NA,NA,#1249652126,Apple,iPhone 7 8 Plus X,Genérico,NA,Silicone,Silicone
1035, Capinha Capa Case Silicone Tpu iPhone 7 Fume Preta Premium ,14,NA,4,100,2x,7.42,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/EXTREME.DEAL,https://produto.mercadolivre.com.br/MLB-804035142-capinha-capa-case-silicone-tpu-iphone-7-fume-preta-premium-_JM,NA,NA,NA,NA,NA,#804035142,Apple,iPhone 7 ou iPhone 8,Extreme.deal,Silicone,Silicone,Silicone
1036, Capinha Harry Potter Mapa Do Maroto - iPhone 8 8 Plus ,35,NA,NA,100,6x,5.96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021242195-capinha-harry-potter-mapa-do-maroto-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021242195,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1037, Capinha Capitão América Para iPhone 8 Plus ,43,NA,NA,1010,6x,7.32,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1096858811-capinha-capito-america-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1096858811,Apple,Iphone,Lucases,iPhone 8 Plus,Personalizada,Silicone
1038, Kit 2 Capinhas Case Promoção Best Friend Iphone 7 / Iphone 8 ,35,NA,NA,10,6x,6.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1169727248-kit-2-capinhas-case-promoco-best-friend-iphone-7-iphone-8-_JM,NA,NA,NA,NA,NA,#1169727248,OUTROS,IPHONE,TUDO CELULAR,Silicone Flexível,Silicone,Silicone
1039, Capa Capinha Magnetica Luxo iPhone 7 8 Plus X Xs Xr Xs Max ,54,NA,NA,1673,10x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JKCAPAS,https://produto.mercadolivre.com.br/MLB-1263226201-capa-capinha-magnetica-luxo-iphone-7-8-plus-x-xs-xr-xs-max-_JM?searchVariation=39569579420,NA,NA,NA,NA,NA,#1263226201,Apple,iphone,jk capas,magnetica,capa protetor,metal e vidro
1040, Capa Capinha Case Profissao iPhone 8 / iPhone 8 Plus ,27,NA,NA,88,5x,5.50,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1091928386-capa-capinha-case-profissao-iphone-8-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1091928386,Outros,Mais de 150 MODELOS,Tudo Celular,Silicone Flexível,Silicone,Silicone
1041, Capa Case Capinha Pokemon Go Pokebola - iPhone 8 Plus ,32,NA,NA,289,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-937427273-capa-case-capinha-pokemon-go-pokebola-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#937427273,Apple,iPhone 8 Plus,Fanatic Store,iPhone 8 Plus,capinha,Emborrachada
1042, Capinha Carteira Couro Lui Marrom Iphone 8 ,119,NA,NA,999,12x,9.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/LOJA+CELLWAY,https://produto.mercadolivre.com.br/MLB-1173136690-capinha-carteira-couro-lui-marrom-iphone-8-_JM,NA,NA,NA,NA,NA,#1173136690,Apple,IPHONE 8,CELLWAY,Lui,Carteira,Couro
1043, Capa Capinha Case Emborrachada Molinha iPhone 8 8g ,20,NA,NA,1,4x,5.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VMZ+SHOPPING,https://produto.mercadolivre.com.br/MLB-1177785712-capa-capinha-case-emborrachada-molinha-iphone-8-8g-_JM,NA,NA,NA,NA,NA,#1177785712,NA,NA,NA,NA,NA,NA
1044, Capinha Case iPhone 8 Azul Escuro Com Película De Vidro 5d ,38,NA,NA,10000,6x,7.05,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1182584754-capinha-case-iphone-8-azul-escuro-com-pelicula-de-vidro-5d-_JM,NA,NA,NA,NA,NA,#1182584754,NA,NA,Cases e acessorios i.l,NA,NA,NA
1045, Capinha Armor Para iPhone 8 Plus - Gorila Shield ,90,NA,3,9996,12x,8.60,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GORILASHIELD.COM.BR?brandId=1976,https://produto.mercadolivre.com.br/MLB-911936994-capinha-armor-para-iphone-8-plus-gorila-shield-_JM,NA,NA,NA,NA,NA,#911936994,NA,NA,NA,NA,NA,NA
1046, Capinha Silicone Transparente Antichoque iPhone 8 / 8 Plus ,13,NA,4,94,2x,6.87,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1173637375-capinha-silicone-transparente-antichoque-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1173637375,NA,NA,HRebros,NA,NA,NA
1047, Capinha Silicone Ultra Fina Casca De Ovo iPhone 8 / 8 Plus ,11,NA,3,94,2x,5.90,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1189827983-capinha-silicone-ultra-fina-casca-de-ovo-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1189827983,NA,NA,Hrebros,NA,NA,NA
1048, Capinha Case iPhone 8 Plus Verde Água Com Película 5d ,37,NA,2,93,6x,7.01,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1182584623-capinha-case-iphone-8-plus-verde-agua-com-pelicula-5d-_JM,NA,NA,NA,NA,NA,#1182584623,NA,NA,Cases e acessorios i.l,NA,NA,NA
1049, Capa Case Capinha Slim Air Rosaphone 8 - Gorila Shield ,90,NA,NA,1000,12x,7.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GORILASHIELD.COM.BR?brandId=1976,https://produto.mercadolivre.com.br/MLB-937994808-capa-case-capinha-slim-air-rosaphone-8-gorila-shield-_JM,NA,NA,NA,NA,NA,#937994808,Apple,iPhone 8,Gorila Shield,iPhone 8,Anti Impacto,TPU/Policarbonato
1050, Capinha Case iPhone 8 Branca Com Película De Vidro 5d ,36,NA,NA,9997,6x,6.83,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1182580065-capinha-case-iphone-8-branca-com-pelicula-de-vidro-5d-_JM,NA,NA,NA,NA,NA,#1182580065,NA,NA,Cases e acessorios i.l,NA,NA,NA
1051, Capinha Anti Shock Para iPhone 8 Mais Película De Vidro 5d ,30,NA,NA,996,6x,5.64,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1186726657-capinha-anti-shock-para-iphone-8-mais-pelicula-de-vidro-5d-_JM,NA,NA,NA,NA,NA,#1186726657,Apple,NA,Cases e acessórios i.l.,NA,NA,Silicone
1052, Capinha Case iPhone 8 Plus Rosa Areia Com Película 5d ,35,NA,NA,97,6x,5.98,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1182576592-capinha-case-iphone-8-plus-rosa-areia-com-pelicula-5d-_JM,NA,NA,NA,NA,NA,#1182576592,NA,NA,Cases e acessorios i.l,NA,NA,NA
1053, Capinha Case iPhone 8 Plus Rosa Bebê Com Película 5d ,37,NA,NA,98,6x,7.01,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1182579870-capinha-case-iphone-8-plus-rosa-beb-com-pelicula-5d-_JM,NA,NA,NA,NA,NA,#1182579870,NA,NA,Cases e acessorios i.l,NA,NA,NA
1054, Capa Case Capinha Armband 2 Em 1 Para Apple iPhone 8 ,90,NA,NA,9999,12x,8.60,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GORILASHIELD.COM.BR?brandId=1976,https://produto.mercadolivre.com.br/MLB-930820975-capa-case-capinha-armband-2-em-1-para-apple-iphone-8-_JM,NA,NA,NA,NA,NA,#930820975,Apple,iPhone 8,Gorila Shield,iPhone 8,Anti Impacto,TPU/Policarbonato
1055, Capinha Case iPhone 8 Plus Roxa Com Pelicula De Vidro 5d ,43,NA,NA,998,6x,8.05,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1182584645-capinha-case-iphone-8-plus-roxa-com-pelicula-de-vidro-5d-_JM,NA,NA,NA,NA,NA,#1182584645,NA,NA,Cases e acessorios i.l,NA,NA,NA
1056, Capinha Case iPhone 8 Plus - Branca ,37,NA,NA,9997,6x,6.96,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1245029278-capinha-case-iphone-8-plus-branca-_JM,NA,NA,NA,NA,NA,#1245029278,Apple,NA,Cases e Acessorios I.L,NA,NA,Silicone
1057, Capinha Case iPhone 8 Plus - Rosa Areia ,37,NA,NA,9998,6x,6.33,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1245025569-capinha-case-iphone-8-plus-rosa-areia-_JM,NA,NA,NA,NA,NA,#1245025569,Apple,NA,Cases e Acessorios I.L,NA,NA,Silicone
1058, Capinha Anti Queda Silicone iPhone X Xs Xr Max 5 6 7 8 Plus ,14,NA,NA,498,2x,7.86,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASTOLDIC,https://produto.mercadolivre.com.br/MLB-1193773864-capinha-anti-queda-silicone-iphone-x-xs-xr-max-5-6-7-8-plus-_JM?searchVariation=34020916877,NA,NA,NA,NA,NA,#1193773864,Apple,Iphone,Marketmix1,Silicone,Anti impacto,Silicone
1059, Capinha Capa Anti Impacto iPhone 5 Se 6 7 8 Plus X 10 Xs Xr ,24,NA,NA,500,4x,6.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/2M.SHOP,https://produto.mercadolivre.com.br/MLB-1200566678-capinha-capa-anti-impacto-iphone-5-se-6-7-8-plus-x-10-xs-xr-_JM?searchVariation=34479933385,NA,NA,NA,NA,NA,#1200566678,Apple,iPhone,CAPINHA,ANTI CHOQUE,Capinha Anti Impacto,TPU/Policarbonato
1060, Capinha Para Celular Prova D'água Universal P/ iPhone 8 ,19,NA,NA,50,3x,6.63,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TUBAR%C3%83O.DO.LITORAL,https://produto.mercadolivre.com.br/MLB-1231426471-capinha-para-celular-prova-dagua-universal-p-iphone-8-_JM,NA,NA,NA,NA,NA,#1231426471,Android e Iphone,"Até 6,5 Polegadas",Tubarão do Litoral,Cordão de Pvescoço,A prova d'água,Plástico PVC
1061, Capa Capinha 360 Anti Impacto Fosca Luxo iPhone 6 7 8 Plus X ,49,NA,NA,1000,6x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JKCAPAS,https://produto.mercadolivre.com.br/MLB-1254824428-capa-capinha-360-anti-impacto-fosca-luxo-iphone-6-7-8-plus-x-_JM?searchVariation=38969368857,NA,NA,NA,NA,NA,#1254824428,Apple,iphone,gkk,capa 360,capa protetor,TPU/Policarbonato
1062, Capinha Heróis Marvel Capitão América - iPhone 8 8 Plus ,35,NA,NA,100,6x,5.96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1020150369-capinha-herois-marvel-capito-america-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1020150369,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
