search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Formato,Modelo alfanumérico
11, Fone Ouvido Bluetooth 4.1 Sem Fio Universal Stereo Radio Fm ,26,NA,"
			
				Novo
			
			
				
					 - 
				
				14624
				vendidos
			
		",(98 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 537
		
		 sem juros
		
	

	
		",37,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.4,232,https://perfil.mercadolivre.com.br/NATHCELLDIGITALL,https://produto.mercadolivre.com.br/MLB-920959947-mini-fone-de-ouvido-s530-41-s-fio-bluetooth-micro-menor-_JM,79,43,45,25,40,#920959947,Universal,Primeira,S530,In-ear,Fone Bluetooth S-530 4.0
12, Fone De Ouvido Sem Fio Bluetooth Universal Stereo Lc-100 ,36,NA,"
			
				Novo
			
			
				
					 - 
				
				3271
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 684
		
		 sem juros
		
	

	
		",84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,199,https://perfil.mercadolivre.com.br/TROPARDI+ELETRO,https://produto.mercadolivre.com.br/MLB-1183090499-fone-ouvido-sem-fio-bluetooth-41-celular-micro-sd-fm-p2-mp3-_JM,178,12,7,0,2,#1183090499,NA,Bluetooth,B-05,Over-ear,B-05
13, Mini Fone De Ouvido S530 4.1 S/ Fio Bluetooth Micro Menor ,309,NA,"
			
				Novo
			
			
				
					 - 
				
				269
				vendidos
			
		",(22 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2575
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,94,https://perfil.mercadolivre.com.br/PONTOCERTOELETRO,https://produto.mercadolivre.com.br/MLB-963166908-fone-de-ouvido-jbl-reflect-mini-bt-2-bluetooth-sport-preto-_JM,72,17,2,3,0,#963166908,JBL,Reflect,REFLECT MINI 2 BT PRETO,Ear-Buds,NA
14, Fone De Ouvido Bluetooth Jbl Jb950 Everest Super Bass + P2 ,55,NA,"
			
				Novo
			
			
				
					 - 
				
				81
				vendidos
			
		",(65 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 551
		
		 sem juros
		
	

	
		",51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2332,https://perfil.mercadolivre.com.br/MOMI9908338,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=SfJDQ4%2BVXqfnuF23Qtgbf8WE4Za2noVrGO%2FhHDrpzSxXBMFnTr87V%2ByS5xbTw%2F%2FQd6L5o6GQpiJPlDfAXieH7d5tNC4rXKFTER962KHf5WMKPESK05M9zwG9e4oojUyYW%2FeByutS9WbHsXUcKPWFP95XUU%2B3j0NVMhw%2FYyS0HKQ9G3w9yUwxfTlG%2Fn0ZROUZIt571USxh3sxs4cVO6C30JBfJ4f8%2BLq2DCCCnuaUJIRFZV5dV2VsT435QKerJS%2FMqrZmO9heLSs%2FePQL0oRAvqKFnwrCCH2X%2BiqnlJQ0fTBI8OmZWHuI1z0%2FskugL6wUdqQ2FeI3jbO9H8Y393kEffuCfmABlnhS0TLihe42eudzKcihtAedBU35nBL3NzEimb80Z0tfKM5dozqBISTN1%2Fr0x5Nvv7agR9YU9W4kTNksN92liP2aYzua0ahQmAPc9U2qyQ%2FNMkqcQlbutNbHUq4PdpsMNe%2FBibzYs74lDL2FS9qAJPRatpgTrf%2FvCGRDp28LodS92qyRXA%2BqzjQiahMS6xkvYn3quB0OvjyYQyflNEeM1FCVOtXYJlwEEfRyLcl4jTQoqrYoa0Dji3mg4yOPQig6yMF7U1mm8WcnrCwVEc2b2X7Myyu4XDDMcAFHu6aSc0YjZlz2%2BxICb0n77C7pzZ4CLgggmLuGA6IzIBM5lpDR5etiLkyG3dMoYC3S2NryiXrQ9W6XxtaVAWL7d14YYi88qC%2FmVhS9KJjC6Iy7m%2FvWpMoVaJ3SFDVV%2F0yNYmssr%2Fq7JZXxyo1wiMJn4J0jz9lsOzbS47YmFa9%2FtMkbbDTEkr4Uv7922Ia9BDxty892fzYPbR15k0xzCfQKMdcQ%2BLJd1%2BBVuzR4MDcFePkP4yHefM9W55AhrFr%2BWLmQ%2F%2FGlRyPMAYESiGfbCfXlsjhUSEEClMDJ8cxWP76axMNsD05%2FPtNFm7e0P7E8pyWlVvrlRnT3R6KJKcTLB9aqh4CrEjMYWB3ktTDRV4sgxNTIrGIPEM6wGBWzgxA%2BFNUMtC4z9xW3pjLOPkvC%2BOea5%2FYWN8MM940scw3aB3oL%2Flj1ZKJIYWNPuPcM1327THh3tvrtPqPyTbArsmlwQAAW7cvuYzIbVyENZFrIJMOLP3cUajH0MB7ohuX%2F6ia%2Fd1Q2KQ35uqJnRHPpMX68zs5VgcPbAIvHNMh32x7Lu9MvrWgJsCH3UyZjfv1WLbLkddP5lXrH0IOyRBK0AjpSwtXsOQDUJuiOA59uR1roPjErdnCygZom5mJcfBlLldBrE4ujYZvmUPhIW4f7%2B3IjO2Kh%2Fu0wwQpii2Mxnf3hdM6MOZnWmeMUaW853Hj70CQDUFAtwdq1esfM0%2BSNdXroAnV%2BQHRg232C1eMLDRrv%2BPWLoTuV%2FgyO%2F7x3POd99fEDjTvHMgW9CALVYMwVLS%2FF8I3zB8iWkl9dn1%2Bhxb%2FE2i8GHmDzExspiimDImXt1BvmTVlI%2F34sD7SH%2FJNQNpLwWewBc18BTin3ds3uMoHdT4ZQGUlk1O%2FWz2bq1piuA4BU8BVtIIeAGqffExAcuP6fQOTgLyoS2jcszigB1varOFeCpmCgDSoEK%2BEC7UZ%2FdTuEqUg%2BVXU%2FvINWv6ZXWv7m8Yfq68k%2BF30nL8ntmVDwvCM%3D,1678,393,143,50,68,#1264473001,JBL,Everest Series,Everest Series JB 950,Over-ear,950
15, Fone De Ouvido Sem Fio Bluetooth 4.1 Esportivo Stereo Sport ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				1320
				vendidos
			
		",(73 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 738
		
		 sem juros
		
	

	
		",38,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,220,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://produto.mercadolivre.com.br/MLB-1081371623-fone-de-ouvido-sem-fio-bluetooth-universal-stereo-lc-100-_JM,129,38,29,4,19,#1081371623,Universal,Fone Bluetooth,LC-100,Over-ear,4.1
16, Headphone Fone De Ouvido Bluetooth Jb950 Super Bass Sd Fm+p2 ,62,NA,"
			
				Novo
			
			
				
					 - 
				
				419
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 601
		
		 sem juros
		
	

	
		",01,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,30,https://perfil.mercadolivre.com.br/REIDOSELETR%C3%94NICOS,https://produto.mercadolivre.com.br/MLB-1114723372-fone-de-ouvido-bluetooth-orelha-de-gato-com-led-celular-p2-_JM,27,1,1,0,1,#1114723372,Exbom,GATINHO,HF-C40BT,Over-ear,HF-C40BT
17, Mini Fone Ouvido Lc100 Bluetooth 4.1 Sem Fio Micro Meno ,37,NA,"
			
				Novo
			
			
				
					 - 
				
				2182
				vendidos
			
		",(80 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 694
		
		 sem juros
		
	

	
		",94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,68,https://perfil.mercadolivre.com.br/ACCESSORY+WORD,https://produto.mercadolivre.com.br/MLB-969414631-mini-fone-ouvido-lc100-bluetooth-41-sem-fio-micro-meno-_JM,45,9,3,4,7,#969414631,Universal,Importado,LC-100,Over-ear,NA
18, Fone De Ouvido Bluetooth Xiaomi Redmi Airdots Original ,31,NA,"
			
				Novo
			
			
				
					 - 
				
				133
				vendidos
			
		",(99866 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 525
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/CASA.ELETRONICO,https://produto.mercadolivre.com.br/MLB-1242799579-fone-de-ouvido-headphone-sem-fio-micro-sd-usb-fm-bluetooth-_JM,NA,NA,NA,NA,NA,#1242799579,Universal,NA,B05,In-ear,NA
19, Fone De Ouvido iPhone 7 Plus 8 8 Plus X Xs Max Xr Bluetooth ,134,149,"
			
				Novo
			
			
				
					 - 
				
				867
				vendidos
			
		",(50 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1290
		
		 sem juros
		
	

	
		",90,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,52,https://perfil.mercadolivre.com.br/YEEKO+BRASIL,https://produto.mercadolivre.com.br/MLB-1130070766-qcy-qs1-t1c-t1-fone-de-ouvido-tws-sem-fio-bluetooth-case-_JM,44,7,1,0,0,#1130070766,QCY,"NA",T1C,Ear-Buds,N/A
20, Kit 10 Peça Mini Fone De Ouvidosem Fio Bluetooth Atacado !!! ,159,NA,"
			
				Novo
			
			
				
					 - 
				
				36
				vendidos
			
		",(964 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1529
		
		 sem juros
		
	

	
		",29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,1,https://perfil.mercadolivre.com.br/ARCORROM,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=konNv2z%2B3vKfgh1U4Lq8O2sCSd9IN7JDwwbfy1HpH%2FPQdxFjaQrNGfg8aW13DW2Td%2BvmsI782iLZiA0YdRrsgCwzyTDZDbmm4dp9igKURPyxfiYKsSkPkG2Y9jY%2F1JOsbmIhglAziHNRlnwN3J%2BS3HTbMf3xySiY9GclYaGtfspqdnpTqYC4yK6WJ3hNccpyzt9EWA0sUf8jpN8Iqz2yzrmVxPEzifwHCvA6JnVJFl%2FA7Nwy3pTkF4OwxOXD4fLped%2FB5A4QVDh%2Foww0df9k0wTb%2BK9JJIUYEMLH4XogN0nrYESXMtEh1XqlFjGWrufU0rdZquMsyifkA3kW5tRWWaT50HhsqyGtpzQcbgUqbuuZWv1FgM2A3PSIN%2B0%2Ba2u7YOx921yuEZQcaX7A53VrL0kAK9gftg8U8mA2zfDAK%2FnOQSfVLj45JzkF3zrUdca5vCt4pYo%2BOqdKoL3ut%2B63zsi9N%2FLNbqJM35oQvaCnar2ZoEcTuGEj4ukGmQ7ar0M5BJmINraU%2Fc8m8doYkcWZKYPNYahE8%2FFy9VHR6XKBswmrFvRPtla4ctluZ6VFwHmgXlJFe%2BB1saj8PN3DtoFL0Tp2qs4UA%2BgIinaAaCrwMVyFKlblAAAdtPnAtNv%2FRY005dW2hxkiMjEJ0T46JJ9a7Q1PimG1kp2GB8COzc8v3cKnhfmyv%2FyUezlX4iOSwHyzf47Fb9t7s6qMrScul4PxNF8X%2FUC8kR5%2F8alM2WUhF%2BIQei1qKglNjbN6wN2bX7i3rrhEG6PF7gODCeIwi5Jvx2zcdzFrMEfG0stotuzyWInBo3zOn7Hx4yWffrB5Kr%2FOOXY1f4RdJVhUHm%2FX9kMLJO%2FPvk082gG3FS48EU0mXfd%2FTZ2nhPAvAd8q584UQ%2BcXJsPA9s7ZWtYxnj3VCM8Hurec04RodU7ffS6zrQuFznKfpED%2F6U0ypAF5jGvSeUpXDFHPDVJIS6psZSWEu30xEq2oqk6AqjZ%2FfcnqXJ0mbZ2Nqyv8j15NV7E%2F%2BeGHE93hS%2BiyzrvCln6vX6mGR6AKKYPsTr2Xv%2FNBJj3nNcHD%2FV87IhpA4%2ByJoxQhoKlF9C71nDzOtDfklzN%2F8ApKShU3hfsv%2Fcn8cs0CVZ7liPu0MW4jFcXxIfCAQEhnDU%2F3K4fg7TCm26zmDu0JB6LuWMEgv1bezO2qjuRlUp3sQNz%2F0hDZppRk0ltKOUzu1dvbtHAT4iutP7y9YPFnDAGBXdzNtuIx3NfAh%2FwStkHJV0kJpR4GTxhphA3y8pgxrw5okJoeSa%2BO3iY1pdOd471Fzi9QU2f0Czc1Ah%2FciCJYVqDdNqC6Qr4MGHKZcP5gxFacZyXv%2Bs60FW5UdHaEH4EqVk7oFn0lDZZZpmtrypbdanLRNShmIJTP5vJoNGyiNbn2Nw8WSlicw0ILi7K5bpx6tMwO5mIRn3PbJFSA8j1m9NDjwWs6fT5mzTLX5Fykr8Ydg52%2FsDIiy1%2BcOjeLsTc01ZD5WOXibnOlrAtWKZftvyt07AbnpG%2FYV1TysBPOozKT2VcG%2FKPDtsYCYlJfnY0KtCbPSmbkCwJZJb%2BOxXkSPY2qZzwktZOybI4t4MwSzaR7dgo2HExKp4FNRCNZEb8%2FjJcFmln0J6gvujyqaLsY7qM9,NA,NA,NA,NA,NA,#1199178711,Universal,Mini,Samsumg,In-ear,3
21, Fone Ouvido Bluetooth Fm Mp3 Cartão Sd Ultrabass Hz18 Nf ,152,NA,"
			
				Novo
			
			
				
					 - 
				
				996
				vendidos
			
		",(385 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1462
		
		 sem juros
		
	

	
		",62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,60,https://perfil.mercadolivre.com.br/TECHWEB-STORE,https://produto.mercadolivre.com.br/MLB-1184388935-fone-de-ouvido-duplo-sem-fio-bluetooth-50-qcy-qs1-promoco-_JM,46,9,4,0,1,#1184388935,QCY XIAOMI,Fone Bluetooth Sem Fio,QS1 - NOVA VERSÃO,COMPACTO E ANATÔMICO,QCY QS1
22, Fone De Ouvido Duplo Sem Fio Bluetooth 5.0 Qcy Qs1 Promoção ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				455
				vendidos
			
		",(40 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 740
		
		 sem juros
		
	

	
		",40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,16,https://perfil.mercadolivre.com.br/HAIZ_SHOP,https://produto.mercadolivre.com.br/MLB-1135367218-fone-ouvido-bluetooth-sport-mp3-hz-k4-corrida-carto-micro-_JM,10,6,0,0,0,#1135367218,HAIZ,NA,Bluetooth,Neckband,NA
23, Fone Ouvido Bluetooth I7s 4.2 Par Tws Sem Fio Case Base ,42,45,"
			
				Novo
			
			
				
					 - 
				
				1341
				vendidos
			
		",(20 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 777
		
		 sem juros
		
	

	
		",77,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,57,https://perfil.mercadolivre.com.br/HAIZ_SHOP,https://produto.mercadolivre.com.br/MLB-1089729923-fone-ouvido-bluetooth-fm-mp3-carto-sd-ultrabass-hz18-nf-_JM,41,10,2,2,2,#1089729923,HAIZ,NA,Bluetooth,Over-ear,NA
24, Fone De Ouvido Bluetooth Earbuds Tws 5.0 ,59,NA,"
			
				Novo
			
			
				
					 - 
				
				613
				vendidos
			
		",(195 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 600
		
		 sem juros
		
	

	
		",00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,11,https://perfil.mercadolivre.com.br/DSA-FAST-SHOP,https://produto.mercadolivre.com.br/MLB-1266438625-kit-2-fone-de-ouvido-i7s-tws-bluetooth-sem-fio-com-microfone-_JM,9,1,1,0,0,#1266438625,TWS,Airpods,Airpods i7S,In-ear,NA
25, Headset B 05 B-05 Fone De Ouvido Bluetooth Sem Fio Sd Fm P2 ,189,NA,"
			
				Novo
			
			
				
					 - 
				
				141
				vendidos
			
		",(17 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1582
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,232,https://perfil.mercadolivre.com.br/KINGSOMDISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1231438302-fone-de-ouvido-jbl-e25-bt-bluetooth-e25bt-preto-microfone-_JM,172,38,12,4,5,#1231438302,JBL,E-Series,E25BT,Ear-Buds,JBLE25BT
26, Fone Ouvido Sem Fio I7s Tws Bluetooth AirPods Ios Android ,41,NA,"
			
				Novo
			
			
				
					 - 
				
				496
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 777
		
		 sem juros
		
	

	
		",77,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,11,https://perfil.mercadolivre.com.br/IMPACTOVENDASS,https://produto.mercadolivre.com.br/MLB-795285163-fone-ouvido-boas-headset-bluetooth-universal-celular-lc777-_JM,8,2,1,0,0,#795285163,Universal,NA,LC-777,In-ear,NA
27, Fone Jbl T500bt Bluetooth T500 Bt Novo 2019 Substitui T450bt ,35,36,"
			
				Novo
			
			
				
					 - 
				
				7392
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 650
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,344,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://produto.mercadolivre.com.br/MLB-1169578355-fone-ouvido-bluetooth-sem-fio-chamada-micro-sd-fm-p2-mp3-b05-_JM,308,20,10,0,6,#1169578355,B05 Over-Ear,Bluetooth,B05,Over-ear,B05 Over-Ear
28, Fone De Ouvido Bluetooth 4.1 Bateria Dura 20 Horas De Musica ,60,NA,"
			
				Novo
			
			
				
					 - 
				
				2005
				vendidos
			
		",(703 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 582
		
		 sem juros
		
	

	
		",82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2332,https://perfil.mercadolivre.com.br/HERMAN+SHOPPING,https://produto.mercadolivre.com.br/MLB-1201625201-headphone-fone-de-ouvido-bluetooth-jb950-super-bass-sd-fmp2-_JM,1678,393,143,50,68,#1201625201,JBL,Everest Series,Everest Series JB 950,Over-ear,950
