search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Formato,Modelo alfanumérico
11, Fone De Ouvido Sem Fio Bluetooth 4.1 Esportivo Stereo Sport ,149,NA,483,422,12x,14.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,30,https://perfil.mercadolivre.com.br/TECHWEB-STORE,https://produto.mercadolivre.com.br/MLB-1184384409-fone-de-ouvido-sem-fio-bluetooth-50-qcy-qs1-t1-tws-promoco-_JM,23,6,0,0,1,#1184384409,QCY XIAOMI,Fone Bluetooth Sem Fio,T1 QS1 - NOVA VERSÃO,COMPACTO E ANATÔMICO,QCY QS1 T1
12, Mini Fone Ouvido Lc100 Bluetooth 4.1 Sem Fio Micro Meno ,185,NA,199,601,12x,17.68,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,74,https://perfil.mercadolivre.com.br/PONTOCERTOELETRO,https://produto.mercadolivre.com.br/MLB-961577159-fone-de-ouvido-jbl-e25bt-in-ear-bluetooth-branco-sem-fio-_JM,67,10,2,0,0,#961577159,JBL,SEM FIO,E25BT,Over-ear,JBL E25BT
13, Fone De Ouvido iPhone 7 Plus 8 8 Plus X Xs Max Xr Bluetooth ,32,NA,7563,4,6x,6.10,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,351,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://produto.mercadolivre.com.br/MLB-1169578355-fone-ouvido-bluetooth-sem-fio-chamada-micro-sd-fm-p2-mp3-b05-_JM,314,21,10,0,6,#1169578355,B05 Over-Ear,Bluetooth,B05,Over-ear,B05 Over-Ear
14, Fone Sem Fio Jbl T500bt Tune 500bt 16 Horas Bateria Original ,247,NA,146,86,12x,20.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,350,https://perfil.mercadolivre.com.br/CITRON+INSTRUMENTOSMUSICAIS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=vmV6qFIK0x8%2BLyQMHVfcKv1c1es%2F%2BStOuCCkeAfGfD6YNl771p8YlxJP0TK6UjMxdXC379wF5fMV68pOK4RDocMcCihh9r%2FwlCdWhM%2BTf7FJWsnajdhJ%2FO%2B3CtEVigPRV6YwWq6Nul%2BnQz1LQwpwksC%2B4erBQB2op7jX5e8L4wDikki2PStYaqCdol7lMsJcplxVGNDK4egI1hsBw3KtEL3ngfPzuL0E4AWgwY7n1RNBkCilxcCqSGpIOc3ec0DlczQluzEtPr7CkV8tXVJsuHykwlix%2BTvKrqUEM2XMOQocW2e%2Be5ieBjGeyB3qbq93inSy2EHiVJf4BNBS28%2BeCBYtgWyQ9ENYf7eYUnpStKeuIsBSqYAjupBBE6AvVynlYDD0YoR75d7V2kJJq7BLE%2B57%2BnNP061N3%2BEc9X7Gt1KFJfkEX5HiJQCI51bngTem9Ivr%2BBZW3qYWUZI3iunfsCIFCBYq1OJlOQVDmtQBp1d%2BDyjsXi%2Fu1DmL6t2JiVbo99IPRuaVtG2S3u2sPhe7f4E%2BEI6dI%2BuQT08hPFKqNbuTbdYmnReidI6eGwh0xATCJY0RB6NF3MJZmeym7iRk76ZbCoHW7uMuLmN5d3DhfJdPpEdHtzhkX9qBZcWOsrJu5LShj%2FRLgLKw0oWcjvnOZ3%2BLb8GKcvCdZw7%2FUo1eqAat6Gbfvwt1BPfT4fbHngmYPPPcNIbbw%2FW%2BWMZfTmMASJdgZ0T7Vqd%2FEOJsU8l72ZIqj%2BUeEJmMn7%2B9Ilw3cU91top6gazUUXdMCNU%2B6%2B%2B%2Fx3IBFtntqBNgC68kUsqaAGWoc8rhPIjoO4LZqqeKk7bS5ZARr7rxHxnKBWtVcL%2FhrZ3WlKEbtdEALwIpQEJWNZSamlRJcH%2FE5V3LBrbiKRzD8xRddLO%2BD16%2BSov0vEw35FXpwY%2Bk2PjTnYtD8ub5qBLM%2FUzKl346N1%2B4H8v10stNlC048ud%2BDxjf8ZL6pdEl9jbLOWbJ8OSqKJ1MdvkHIVaAheyuCTUHN3KEQB%2FRUClk4r2siXrUCQByRBCHZddVNOn8GJZD2vvjAGUXrZYK56NwZvqeQrgcg%2F%2F%2FCVAtifXbaMafZf5JWZXq65Tk6f%2FOWLS4IMRZVCiHTSxLBk%2BSIi4n%2Fv519uOsJoH8DeGZ%2B6ze3qCQGy6dg6ne0DpGO8wzwURy6BgahqJVXy70IQIOT8IjWlU76q4qHtjb0oditrN3wiip221Pphyy9vczAwYnqnBMt7U7Awa%2FqhDi5TGLdiw96q8d%2B2jfYpLoPZ2gem8TNg62SyziUs1izie0iRyRBgGXQjQG6lBPbEFgYKirhRD95bSagzYLMj0VgfsDQ2QZ%2FXcTX0bEoFlXLLEVaYsbzjPOM0%2FURJdwGpNKm6cJLN2rPhH2msZdA0AHnSPDu9leVmpOQwRD5Jy1b4avflrafgvhnIDF4g%2FX7MFT0Ow6aBhaUQgkfgO6SAwvnt4I9sL0PpnuonRXhW5QlmaotMvmRsUC6a%2B6aTyRzDvJpXcBgkt1ldMBIzEkhX6xyL8zEMU9iOHD5%2FkwMnJEOYx%2Bd%2BBLcDUCnyjEEL6RqvpH2ENoA463gNWYHs5ls6NUq8Ca2HCo0sQs3FQ8U52bgvhIM3lMlJfYe3%2B9Y7%2BYLn0Bodm6jC3W,298,45,4,0,3,#1144318815,JBL,Profissional,Tune 500BT,Ear-Buds,TUNE500BTBLK
15, Fone Ouvido Bluetooth Haiz Fm Mp3 Cartão Sd Ultrabass Hz-18 ,39,NA,168,19,6x,7.31,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/SUEDVENDAS,https://produto.mercadolivre.com.br/MLB-891066750-fone-ouvido-sem-fio-bluetooth-stereo-universal-mini-bh-503-_JM,2,1,0,0,0,#891066750,Universal,Fone Bluetooth Sem Fio,BH-503,Over-ear,3.0
16, Headphone Fone De Ouvido Bluetooth Jb950 Super Bass Sd Fm+p2 ,62,NA,429,11,12x,6.01,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,32,https://perfil.mercadolivre.com.br/REIDOSELETR%C3%94NICOS,https://produto.mercadolivre.com.br/MLB-1114723372-fone-de-ouvido-bluetooth-orelha-de-gato-com-led-celular-p2-_JM,28,1,2,0,1,#1114723372,Exbom,GATINHO,HF-C240BT,Over-ear,HF-C240BT
17, Fone Ouvido Bluetooth I7s 4.2 Par Tws Sem Fio Case Base ,37,NA,2222,87,6x,6.94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,68,https://perfil.mercadolivre.com.br/ACCESSORY+WORD,https://produto.mercadolivre.com.br/MLB-969414631-mini-fone-ouvido-lc100-bluetooth-41-sem-fio-micro-meno-_JM,45,9,3,4,7,#969414631,Universal,Importado,LC-100,Over-ear,NA
18, Fone De Ouvido Duplo Sem Fio Bluetooth 5.0 Qcy Qs1 Promoção ,134,149,1051,102,12x,12.90,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,298,https://perfil.mercadolivre.com.br/YEEKO+BRASIL,https://produto.mercadolivre.com.br/MLB-1130070766-qcy-qs1-t1c-t1-fone-de-ouvido-tws-sem-fio-bluetooth-case-_JM,243,38,10,3,4,#1130070766,QCY,"NA",T1C,Ear-Buds,N/A
19, Fone Ouvido Bluetooth 4.2 Par I7s Tws Sem Fio Case Base ,49,NA,2196,3,6x,8.32,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,80,https://perfil.mercadolivre.com.br/NATHCELLDIGITALL,https://produto.mercadolivre.com.br/MLB-920966448-fone-de-ouvido-bluetooth-sem-fio-sd-fm-p2-chamadas-musicas-_JM,56,14,5,3,2,#920966448,Universal,Primeira,Marca JWCOM ORIGINAL,Over-ear,Bluetooth ST15
20, Fone De Ouvido Jbl Tune 600bt Nc T600 Bt Nc Original + Nf ,449,NA,41,92,12x,37.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/CITRON+INSTRUMENTOSMUSICAIS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=znIa3qIurS413tyzQuru6SIrcXDD0ZFfLWaBWylwBzIjjVP4RnwsnsGVmrDf1hOlKnMa714UGt1ttIb%2F4qoBjW7Cwr6JuDI%2BAniUmS3nEqfjtnptCSE89RAlbfABNcABbDXetnX63GbkZTZdkcLxAEwhjMSKxpDI6KYyr0FKuMf1BJ53Dn27RdK0JO%2B4QYgZ4zqDepnzUaj%2BTsInevPxrMTwZTOXwPVw4xpu%2BNYgK3%2FUq3iKP0JYSHM%2BsHgn6%2BJquLl3E%2BmSeVHgtIvi1EUduFvEWHEgF1BrgNnmrWGPFATfhE6cNSuxVSkq0a0kHO%2FihrfuUSqLGJn0jzjW4iXQp87kcYm7KpHMkqUvUhHlv0K4D9w8HZbo%2FrDe%2BJEzoLTFO%2BdfvJ4mnKrdZw1l0s32iq6Ldh8mCGZmR25E7%2BcyyC2hzHnOunXuMULrMnlxJobLq66xORL%2BhZRm2Nr9mMX6pF8hxUqG6J14sAcHuO7B%2B5xsMoZJ6Z6Nek2k0g%2Bif7WyVHnhBScOFQ%2FAqRDUqws%2F5n4UHQfLv351q6x54wiUGI6nXf3B7e6KchbpTmL8I8FqDfeI895zff61I6Y4OhevhImHDWDj%2FFrSR5u%2BlgziOi6qmaMwCDHWkgJOrBU2c8V8d%2BGpE9vF2t6Xal32bR7D%2BBy4pwjE3onJ2BzD4yXddgPtTFArniUdOTmiRIO4CgIa3HV%2BUFRXyMp7TkzcN54LWticCjkkEX43kN02FEiZDIqJJR7M6OELPXufQejBknpVj69lZn%2FM4j3dzn3vKG9w9bwVhRTob92jGf6rfa7St7arCSxVx%2BOg5uVkYA0lm7q7WrnIMTJSw%2FLE4sTs9Tui%2FEcBJM8zM8FcMMURgopDe6eneAVOUt%2BwddM%2BfiiX8u%2BUbnP2OiC5FfWArQdt8%2F1z6iryjJMHUBGXSHCstpUimZ%2FTMkrzMYrZoqqQ2OsMf7nie5AQ4PfCfyJVnk81bGyJPqDwpaXsloX1eMJpuequbm%2B54Nu4HtXTrAsJrMKOVCXEfxZZA2OHkoHwalSjZgg8BaeVuZPTCjvits5%2FC7jt7xURlp8pCsQ5qj1p98ClPesU%2BxKSiUUpeca1%2F9n90k0YPk81Y2PDcP8zfX3xvRravtVI3mXH9UfpkMqqCf%2FAvB%2BBb6Jcot7DdBgJjQX1qsoICiLgfhAoKkhhFMoibjsCJdpcdE1Pw8B7PTnVQa3Fry6rRIjmGJ%2BDas%2BIdQWb0byQHNBswLexEMN7WzPF6uk4L8C2c6fMrr%2BbqJ9YTNScAJ2hxVpNp21cBq%2BzHWlymzPHW42CC8mCGClczLiVcRLndgnrcdlw2qpgCOn8LvXRqblFZNNeSDWDWhRXP%2BX4MuxLmIiQO1WfM9Dd2dNIA1GoZrpD40eRg796fToWFH%2FwTmhp4DGO0vx4JHUGg8fyy4ddIsI2xlhRhTu0g2xGSSvQm8y6hn3owhSgrmEZ1cLDpqStuh2KxwTFaXOWWWstfwKjrtPa%2B5jouFRCOt49aCl%2FJ6Zi73%2BJcAsHIaJ7JkZhBTJzv4TuLeiMiU1RzgXdkaLVTBNFA72SSjvJBlUwfpVuZLU0b0m38vx4ADBI45Xi5mIXYjlH1K6ySB6yixoygS3i35s5ec8nAxOwZKE5yw%3D%3D,3,0,0,0,0,#1144318814,JBL,TUNE 600BT,Tune 600 BTNC,Ear-Buds,TUNE600BTNCBLK
21, Fone De Ouvido Bluetooth Jb950 Sem Fio Cartão Sd Rádio Fm ,229,NA,2,17,12x,19.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,74,https://perfil.mercadolivre.com.br/CARNEIROMUSIC?brandId=1774,https://produto.mercadolivre.com.br/MLB-1100221532-fone-de-ouvido-jbl-e25-bt-bluetooth-com-microfone-branco-_JM,67,10,2,0,0,#1100221532,JBL,E-Series,E25 BT WH,Ear-Buds,NA
22, Fone De Ouvido Bluetooth Earbuds Tws 5.0 ,39,NA,521,16,6x,7.40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,20,https://perfil.mercadolivre.com.br/HAIZ_SHOP,https://produto.mercadolivre.com.br/MLB-1135367218-fone-ouvido-bluetooth-sport-mp3-hz-k4-corrida-carto-micro-_JM,14,6,0,0,0,#1135367218,HAIZ,NA,Sport,Neckband,HZ-K4
23, Qcy Qs1 T1c T1 Fone De Ouvido Tws Sem Fio Bluetooth + Case ,189,NA,163,18,12x,15.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,225,https://perfil.mercadolivre.com.br/KINGSOMDISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1231438302-fone-de-ouvido-jbl-e25-bt-bluetooth-e25bt-preto-microfone-_JM,165,36,14,4,6,#1231438302,JBL,E-Series,E25BT,Ear-Buds,JBLE25BT
24, Fones De Ouvido Xiaomi Bluetooth ,215,NA,283,942,12x,17.96,NA,Chegará grátis amanhã,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,604,https://perfil.mercadolivre.com.br/ENCONTREAKI+SHOP,https://produto.mercadolivre.com.br/MLB-1267444151-fone-ouvido-xiaomi-redmi-airdots-com-bluetooth-100-original-_JM,498,76,19,2,9,#1267444151,Xiaomi,AirDots,Redmi Airdots,Ear-Buds,TWSEJ04LS
25, Fone Ouvido Sem Fio I7s Tws Bluetooth AirPods Ios Android ,51,NA,309,51,10x,5.20,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,13,https://perfil.mercadolivre.com.br/HAIZ_SHOP,https://produto.mercadolivre.com.br/MLB-1135321825-fone-de-ouvidobluetooth-haiz-stereo-mp3-hz-k168-_JM,7,3,1,0,2,#1135321825,HAIZ,sem fio,Wireless Bluetooth,In-ear,HZ-K168
26, Fone Ouvido Bluetooth 4.1 Sem Fio Esportivo Corrida Chamadas ,209,NA,15,17,12x,20.07,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,74,https://perfil.mercadolivre.com.br/CARNEIROMUSIC?brandId=1774,https://produto.mercadolivre.com.br/MLB-1100220137-fone-de-ouvido-jbl-e25-bt-bluetooth-com-microfone-branco-_JM,67,10,2,0,0,#1100220137,JBL,E-Series,E25 BT WH,Ear-Buds,NA
27, Headset B 05 B-05 Fone De Ouvido Bluetooth Sem Fio Sd Fm P2 ,65,NA,341,66,12x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,11,https://perfil.mercadolivre.com.br/ERER5546493,https://produto.mercadolivre.com.br/MLB-1225150709-fone-de-ouvido-i11-bt-50-bluetooth-com-boto-tws-promocao-_JM,8,2,0,0,1,#1225150709,Universal,TWS I11,i11 tws,NA,NA
28, Fone De Ouvido Bluetooth Orelha De Gato Com Led Celular P2 ,42,45,1379,12,6x,7.77,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,61,https://perfil.mercadolivre.com.br/HAIZ_SHOP,https://produto.mercadolivre.com.br/MLB-1089729923-fone-ouvido-bluetooth-haiz-fm-mp3-carto-sd-ultrabass-hz-18-_JM,43,12,2,2,2,#1089729923,HAIZ,NA,Bluetooth,Over-ear,HZ018
29, Fone Ouvido Bluetooth Sport Mp3 Hz-k4 Corrida Cartão Micro ,31,NA,1773,5,6x,5.92,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,114,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1234865706-fone-ouvido-bluetooth-41-sem-fio-esportivo-corrida-chamadas-_JM,90,12,8,3,1,#1234865706,Universal,Bluetooth,Esportivo,In-ear,BT-1
30, Fone De Ouvido Sem Fio Bluetooth Universal Stereo Lc-100 ,1099,NA,609,28,12x,91.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1196,https://perfil.mercadolivre.com.br/MW-DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-888793829-fone-de-ouvido-sem-fio-apple-airpods-2-mv7n2ama-modelo-2019-_JM,990,97,41,27,41,#888793829,Apple,airpods 2 carregador de cabo,AirPods 2,Ear-Buds,mv7n2am/a
31, Fone Jbl T500bt Bluetooth T500 Bt Garantia 1 Ano Jbl ,51,NA,576,4771,10x,5.91,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/SF+MEGA-OUTLET,https://produto.mercadolivre.com.br/MLB-1271956792-fone-de-ouvido-sfio-sd-bluetooth-usb-radio-fm-promoco-_JM,2,0,0,0,0,#1271956792,Importado,Everest Series,JB950,Over-ear,JB950
32, Fone De Ouvido Bluetooth Sem Fio Duplo Tws Original - Preto ,34,NA,370,130,6x,6.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,14,https://perfil.mercadolivre.com.br/LIVI1803137,https://produto.mercadolivre.com.br/MLB-1228360296-fones-de-ouvido-sem-fio-bluetooth-i7s-tws-iphone-android-_JM,10,1,2,0,1,#1228360296,Universal,Fio I7s Tws Plus,BSL-INDU-7,Ear-Buds,NA
33, Fone De Ouvidobluetooth Haiz Stereo Mp3 Hz-k168 ,62,69,2357,596,12x,6.01,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2426,https://perfil.mercadolivre.com.br/HERMAN+SHOPPING,https://produto.mercadolivre.com.br/MLB-1201625201-headphone-fone-de-ouvido-bluetooth-jb950-super-bass-sd-fmp2-_JM,1745,414,148,50,69,#1201625201,JBL,Everest Series,Everest Series JB 950,Over-ear,950
34, Fone Ouvido Bluetooth Sem Fio Headphone Rock In Rio 100% Nf ,37,NA,1065,1935,6x,7.03,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,24,https://perfil.mercadolivre.com.br/BOLLINK,https://produto.mercadolivre.com.br/MLB-1229462888-fones-de-ouvido-sem-fio-bluetooth-i7s-tws-_JM,15,3,2,1,3,#1229462888,TWS,Bluetooth,Airpods i7s,Ear-Buds,i7s
35, Fone De Ouvido Bluetooth Sem Fio Sd Fm P2 Chamadas Músicas ,21,NA,23782,3981,4x,5.94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,811,https://perfil.mercadolivre.com.br/BETINHO+ELETRO,https://produto.mercadolivre.com.br/MLB-832062116-mini-fone-de-ouvido-s530-v41-sem-fio-bluetooth-universal-_JM,362,165,131,59,94,#832062116,Universal,NA,S530,NA,NA
36, Fone Ouvido Sem Fio Bluetooth Chamadas Sd Fm Mp3 Usb Aux P2 ,151,159,667,77,12x,12.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,62,https://perfil.mercadolivre.com.br/YEEKO+BRASIL,https://produto.mercadolivre.com.br/MLB-1129304174-fone-sem-fio-tws-qcy-t1-t1c-q29-bluetooth-nf-case-brinde-_JM,48,14,0,0,0,#1129304174,QCY,NA,T1C,Ear-Buds,N/A
