search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Formato
14,Audifonos Bluetooth Jbl T110bt Inalambrico Micro Rosa Harman,69,NA,0,10,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HEINEROSORIO,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=7957xh%2BJ6Ys%2FbmXLs6RmIYzqY2hHhLJKDA1EHL6%2FxHOnXjYM%2BftFQpmBwcmIELKNeymYs1uaU4UY8hEwCFJS%2FtolKrdCUQ8wgXxp6zzyy5ZnbHCySBCV0XjugIAsvDXh7J0RkfLzIAOlLNYReISDf7KbnNiPAj0%2FbyW%2Bqlu8Rb5FrSZ%2F9jOFdffN9GflmIYOQcmHB5swqUm5Xp8iy5k1fZTJZeh1SlwKLRTCYY6uAC%2B1hViyyiaYF323ZDm33CCCKLpH20s1lwXal%2BVfnie%2BlDxtwcxRU%2BFgwsIB47Hl8wi8MHtjI0u741hjpdsxhmyY4pVPMkjknfwpLs%2B%2FKRxDwvfZr%2Bt4%2BeuUFZG0ztZrvx%2FS3gV5FQVLYqObCzGiv%2BdM3cosZJ82i7x2yhcuQWc71YdfyLQKMCyolZnldj6hD1xCxtQl9yMadcm5LpWD8ttdmqLX6PR18k4TwfgWARQRmKJnkj1WM2kqNKDYjKFASCDzEsa1JouWM259E3q2r0%2FIkPTvdaYnqU9GZ7ZmL4Cbi8XD4Y5CWDAlHXKDUKozZfvq%2FHMi0o5OP7FsIhmvt9vpdf5BkomPOEqM%2B5sZsYw2m35pggzJQyoqd8ZuStvme7r43c1bQb%2F9VRVTr1ev%2Fx9PD3%2BetOqcmybIj9JlyFohpMndwlMfPD4hLcI9zkAJmbU3YK7zRI0OvFTHDo38yAZ7PHH5T4A9EL0BNGF8B4WFlHsk5AjlAYtv%2FRk9fnGcFLhnjw%2B2VjZWnWsFGVh3vw%2F%2F5y%2B1fPh%2B3TaL6%2BQVMDwGkJenX%2BvBDyNkX%2BrwKN%2B%2BeaaIzBAzGEjs%2F%2ByVTtL%2BW1NYWzUexgRMeseru2wvOTvyn1%2BcPTj6IikoYvVtMMnDGaaB3M6IbjPErbXtALoztBSJ1pMCeaQAPj%2BLSM4MKv2sqqwHdu5hq3XvI0N6O8IEa%2BUdD3eZT4DqYPB4rM4T1bwclwjUH2Q0DPKbuHHWajgspPsSYhXaqGvo7TLKWTV6MkKx4sOwRogqqGJSpZKS2p0Num%2Ff5JHJlodyVS1%2FpyzTLd371wy4MwtC18r36MLSW5zlxR6b0tD4NlaM57jiMiINi8YHbUzpZm4MywWZWztLLrC6tOmxKpSxY9YfcF23dMqSlI4uxta2TzqrlX83XHM52cDwKtPkfk6thnovCaQ9Oid8lbBiug%2FZO5DQi0R9HHquXBXFqxKsWy35PsEIxnutnORe4h84VAz8dmCGvLpNIfVwy%2FGtRw0pXOQ8nv8tXGi1g6fi1ko4ivMI9xc2sU%2FQOmgwbQjdDRE4UAMi0eDCGgZUsPTMHGeJJNittJZVhC%2BtkGfh7%2BiPCuBfgX2dJRbXR4lBHMuq4FzQv0H2xYOShMsrPhPkGR07edhg2RzbZwH43re6QGVRvZXh2DwPHg9545vifkwf8mt%2FDHbhmwv5SCQq%2FsF49t%2FMPX3e3DkRUbv2xsl0eg9xz%2FBCfqCNtY09RGHAjnopTFwE1WLXMvOXexYmjT%2BAvAoVyh1OjBKlcRDqADThvF2GeQ0wx12Dw%2B%2BfgfHxWRmrp%2FPvGRRZfHn6gbaqZP6rrje8DcRFEBIggTrsLgbnrPVxzB%2FhVw%3D%3D,NA,NA,NA,NA,NA,#435825071,NA,NA,NA
15,Skullcandy Audifonos Bluetooth Method Sport Supreme Sound,189,229,30,32,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,3,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434305464-skullcandy-audifonos-bluetooth-method-sport-supreme-sound-_JM,2,1,0,0,0,#434305464,Skullcandy,Method,NA
16,Audífonos I7s Tws Bluetooth Tipo AirPods Blanco Y Negro,34,NA,32,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3,1,http://perfil.mercadolibre.com.pe/LIZANDROAN,https://articulo.mercadolibre.com.pe/MPE-432449528-audifonos-i7s-tws-bluetooth-tipo-airpods-blanco-y-negro-_JM,0,0,1,0,0,#432449528,NA,NA,NA
17,"Audifono Redmi Xiaomi Airdots Originales! En Stock,tienda",88,NA,50,50,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,76,http://perfil.mercadolibre.com.pe/TITECHNOLOGYIMPORT,https://articulo.mercadolibre.com.pe/MPE-436723758-audifono-redmi-xiaomi-airdots-originales-en-stocktienda-_JM,52,20,4,0,0,#436723758,Xiaomi,AIRDOTS REDMI,NA
18,Audifonos Bluetooth Jbl T110bt Inalambrico Micro Manos Libre,149,NA,2,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GJLEATHER,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=z7VpVdL4YKKp7uYyR0SVI6Vb7UpDCd%2B91gorYEDZ%2B4i1%2F3ZhUdwCpjpkLCu%2FCvtj67oH%2FlNWFFzZ8HF8bGR0ReNOl%2FTYmywJTa9lcHVdwSy2uP%2FbkebT6lJF1yXxzoK8lVopPz4j1Ju9ZsBTdk88LvSOd0LR2tm9yr4AoNqSXrluCPnH73PPDbXMTM8kdEMYG6A0Vb%2BezteN8gBR3BskqXnfbxkbzJp0bB%2B8%2FHsDhl6HCN5uxDpIT6JTTTvhVIrHyy7NQfdTSziRRJ65VyItVUnnr%2FzIoTWhF4XVCCHc9mmm0p%2F6UTgkSgX3BwIpGFHxb0ImN5pBFH%2BACJF8YpSIsXVk47HwPz0ASFHNQx9E3YSEMHN%2Fa76Qwjrf7AwCS%2FWHm58cFVEQfr7LWQ2Ju3%2B0J%2FJOHy4LRRVTOOCVNqd%2Btq8e6VPgMGcMbqZhSSFz2cSYcLIElpXoKCgarJSygb5D%2B2VNN%2F%2FPP1WHFbulcALzsIy4GKcd%2BRxoV8kww6Q0TfrrJiyQqzfE7FOyXxOeGKkOy2znI5x87HAIC7sgMOyyYJ9YZYtDUBa9FonNtB4m0%2FSK%2B6P9sCIrXXM93Ug%2BVpsldX4uLiPMu4Lv6TTIcg7UJeHfqg2FTEYVlJ8Vpuc7Of8eJeCIKEElzq6iAF4KXV5ouk77W8S2aBv6JUVp2q01RDjel3e%2F8MnVj0sweHt%2FaAjRxsgF1mMmgHHNTwwMRzCpxdGCGPYWs2Ljeem9ZnV0F5ry0aSfPSTy0dMmcUd3BK60mBJ9NCnsaInmPjLRQODX0wEs24hCzXd67QdQrUc%2F%2Fn9InDPZJB%2B7TNPFx%2FDggooIGuSSnVk%2BLqjSRbXdPFKedZ99NAGGjlE1XdW5XoC8EuRjMLQJA%2BMDGu6HdUPKgxY2vWlX86LghR0BPNyKRaeoUtXIIQJc48oGlozSKiWZZl4ifvqXuPDZ3bp0HGrrB2%2Fr7aaLT3rTqccKDSLIgtZ61o1QzSOY0yLHHGbvFS1PxFeU0csboqDRvMZk%2Bsm2lj8D36GxmGuQf%2F1UPQORG3iIDgVkIMm8hV%2BIql2PGn%2F%2FzNayuwI1H%2F%2F4mqwZ4DhoRwVJVSi%2Bt4iaANccTmwSEgQbvd9bp40d0vQo%2BW2vEx5l9vWGWq8EuffM1h54sCphvzjpa7QXt6IXwWoX6Nex%2FlK%2BfIAvfRh8NfJdY3gukxYT38DuVSAsKH3Yw1wxpyB82UlHmeVLMOrPJHJInkZ6B32%2FaTEeGxZzeN%2FmRpd2%2B60ianoHHUXj8toGy3vdMhgFXhI0t3GrmnwikfiSxUSJqesz3vpYDofmMMmAb8FPRdVfpIaihn4cQueMloIDYxJ8qbwJCMxxRWWNynohWaYvFLCbKEWH3BwwDHommZ5isiLQbXYOpWCRJegn3IPmujDiBYa9fS43SjrDlk%2F6v4mA8%2BE7GyEm%2F1gy%2BdEBXKBS%2BDnMAGnlBnQ%2BJ2OkFy4ircW3bE%2FHfEFFhWRcwkmboWnyId6nBcFt%2BqH3dkimFQicOrlwBaxYvXk4BliFKtgeZdrF7bpvnLJW%2BJ87pXbBWjgzyWZZa2UrFnGsXftIcIrmSGQvBkooYIvOC8n39W7djJixVIh6dh6u6Ak%3D,NA,NA,NA,NA,NA,#432753876,JBL,T110BT,NA
19,Jbl Audifonos Bluetooth Pure Bass T450 Wireless Harman,149,169,29,21,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434659465-jbl-audifonos-bluetooth-pure-bass-t450-wireless-harman-_JM,2,0,0,0,0,#434659465,JBL,T450,NA
20,Audifonos Xiaomi Mi Sports Youth Edition 2019,84,NA,36,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-436221893-audifonos-xiaomi-mi-sports-youth-edition-2019-_JM,NA,NA,NA,NA,NA,#436221893,Xiaomi,NA,NA
21,Audifonos Bluetooth AirPods I12 Tws,105,NA,9,42,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RODRI+STORE01,https://articulo.mercadolibre.com.pe/MPE-435892665-audifonos-bluetooth-airpods-i12-tws-_JM,NA,NA,NA,NA,NA,#435892665,NA,NA,NA
22,Audifonos Motorola Bluetooth Pulse Escape Plus Camuflado,149,169,25,37,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,13,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-433197597-audifonos-motorola-bluetooth-pulse-escape-plus-camuflado-_JM,9,4,0,0,0,#433197597,Motorola,Pulse Escape+,Over-ear
23,Audifono Blitzwolf Inalambrico Blutooth Ipx6 Tactil AirPods,229,NA,9,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AVY-BELLA,https://articulo.mercadolibre.com.pe/MPE-436210221-audifono-blitzwolf-inalambrico-blutooth-ipx6-tactil-airpods-_JM,NA,NA,NA,NA,NA,#436210221,BlitzWolf,NA,NA
24,Audífono Bluetooth Huawei Honor Sport Am61,119,NA,21,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,5,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-435912269-audifono-bluetooth-huawei-honor-sport-am61-_JM,4,0,1,0,0,#435912269,Huawei,Xsport,In-ear
25,Audifonos Xiaomi Mi Sports Bluetooth Inalambricos,99,NA,53,31,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,3,http://perfil.mercadolibre.com.pe/FRANKSMAZA,https://articulo.mercadolibre.com.pe/MPE-432908688-audifonos-xiaomi-mi-sports-bluetooth-inalambricos-_JM,1,2,0,0,0,#432908688,Xiaomi,NA,NA
26,Huawei Audifonos Bluetooth Honor Sport Lite Am61 Wireless,149,NA,5,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434303187-huawei-audifonos-bluetooth-honor-sport-lite-am61-wireless-_JM,NA,NA,NA,NA,NA,#434303187,Huawei,Sport Bluetooth,NA
27,"Audífonos AirPods I11 Tws (i10 2019) Bluetooth 5.0 Tactil,qi",139,NA,53,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,8,http://perfil.mercadolibre.com.pe/MONTEZAMOVIL,https://articulo.mercadolibre.com.pe/MPE-434495285-audifonos-airpods-i11-tws-i10-2019-bluetooth-50-tactilqi-_JM,8,0,0,0,0,#434495285,TWS,I11,In-ear
28,Audifonos Skullcandy Ink'd Wireless Supreme Sound Bluetooth,139,NA,36,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434095418-audifonos-skullcandy-inkd-wireless-supreme-sound-bluetooth-_JM,2,0,0,0,0,#434095418,Skullcandy,INK'D Wireless,NA
29,Audifonos Bluetooth I7 Tws iPhone Android,35,NA,13,89,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3,2,http://perfil.mercadolibre.com.pe/AGKE6470835,https://articulo.mercadolibre.com.pe/MPE-435089395-audifonos-bluetooth-i7-tws-iphone-android-_JM,0,0,2,0,0,#435089395,NA,NA,NA
30,Audifonos Bluetooth I7s Tws Cargador Portatil Apple Android,35,39,753,44,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,11,http://perfil.mercadolibre.com.pe/BRUNOESPINOZAFALCN,https://articulo.mercadolibre.com.pe/MPE-432083624-audifonos-bluetooth-i7s-tws-cargador-portatil-apple-android-_JM,7,2,1,0,1,#432083624,Apple,NA,NA
31,Samsung Audifonos Level U Bluetooth Wireless S6 S7 S7 Edge,139,169,15,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432200186-samsung-audifonos-level-u-bluetooth-wireless-s6-s7-s7-edge-_JM,NA,NA,NA,NA,NA,#432200186,Samsung,NA,NA
32,Meizu Audifonos Ep51 Sport Bluetooth Alta Calidad Original,114,NA,9,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/MIALIENSTORE,https://articulo.mercadolibre.com.pe/MPE-429704651-meizu-audifonos-ep51-sport-bluetooth-alta-calidad-original-_JM,1,0,0,0,0,#429704651,Meizu,EP51,NA
33,Sony Wh-1000xm3 Audifonos Bluetooth Stock Tda Miraflores,1598,NA,8,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITALPERU,https://articulo.mercadolibre.com.pe/MPE-434735551-sony-wh-1000xm3-audifonos-bluetooth-stock-tda-miraflores-_JM,NA,NA,NA,NA,NA,#434735551,NA,NA,NA
34,Audífono Bluetooth Twins True Wireless Stereo + Base K2,79,NA,53,47,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITAL-PERU,https://articulo.mercadolibre.com.pe/MPE-431013752-audifono-bluetooth-twins-true-wireless-stereo-base-k2-_JM,NA,NA,NA,NA,NA,#431013752,NA,NA,NA
35,Audifonos Bluetooth Jbl T110bt 6h Micro Manos Libres Bass,125,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GJLEATHER,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=a8GcJMPfZ92ldZCzHdcl%2BB5J0ED7yaM2Edx%2FMnzd%2BmoGAdTDGMLtTo8px9N8LMOy%2F2QTWa6DNtFu8EXLikBzYVB2MHDBfKuBsP46CW6AZNJ2hIPep%2BfFRMi%2BGGYaIrqTJJkGblssocLNg7PEeOSgUO13k0woJE25PiKlIiQmfSkAIQV8vCXHw9ZnqZitnpzHrVD6Rsz9St%2FqHLUSE567EH7LiQTTYiZ3XhHzQ%2BGiE5hlSeI3v023Yyi470chjRfkEEqlnNHe89qChdZAbxC4c1eLBzOWaAbklgnhYIHAIWr3Ok6JsY3TbWArq1ZeH4vuN0sE0lZGLTW5Y1I2vol9gOKY7VN81%2B0Iqsb%2FCj91Pki3IjZA5RfGU7xIyXttTEd0Fl7U33neL4H%2FkRlLuOXOkHmbuYRHA4daopsD6Hk1YP1ropkRZ32mLpIhZOwSxu5IC%2Fcfs5GhFx95Fr%2BJtzxDHl1MrZez9I4oA6Vzw29%2FdAYR7omI6sUzEkyFYRo%2F3zjcVykjoTK1rGtdHp7PxgN2vqHi%2FcjQG3hyHFu1lNw2qINm%2BZs6nyQFcI%2BsuaRbK33ow9noCKeH9EFBO9dJqFCa2oTfDJ1AywPglYU%2Fvm0pqF68E7q2TNathaiKUVHPlebpmlbznHBvmX5IcjfJYxngCx2JTiQ0wRxhCpn8sqAwDUHwYtsoKcF7w%2B%2Fvn%2Fsf%2BFSaCkkssXDrKz2Sy7%2FIDTqIhq6iV6tu%2BfgDvvvZyiKkY1x83tAT%2FmMRuCImIeuOTtgWiFAYKwRTn2jOOL0Ju9i7aCZP7mmO%2FCSA2OUUNDcitw1PVRZv6WH6l%2FQ6TNhLlIqSkQWEJZ4bjNbn9S5RxSWJTwvmaQ%2FbumF%2FtF2OpeAfHZZA02TVmONduST3UFBsi6RI0f%2Bj1vLfgdCnqeWMB1DQ72kVO36byqoGEx9c6Pr4xZu97hfC%2FW3Qt%2F6btPl9cQ%2BHHqz0NcLUBHAYWSd5crJI3Baq9lQRwp3lAU8gub2vXJB055TjMnN%2BZWIIJ%2BWJ%2Bgd3PTcGjQaVxBWTlS%2FhHT8iAL3kyT6P7rDL37m7jLN3zqeSYNdwsxq3ImcjiWR5VL6oIPA43eKhDIEVaulvV8o9Z%2FexED%2BFcqDy%2F8%2Be7KqFw7I2teVQOTYPBMpHEbEXBHgBcTSm2Lk0Av1wUhq8XP0nKeMJ%2FeEiiXHCX38ENHMlPMyZelxZfY0yVtBg0rammh3HwknDXUV99SlN9izXv9gPCyGk24F8QCFXOXLAgRwoydLKhBuuWrZCht1xzdNxjs7pUkaqfxAARbIo86mJUdoia4wm3vwWo2z8gma4nClpiAZvX20OBBk2Zs%2B7QG6AaV8NeQ4h%2FmkqbktAstPNlP7oyQ0W1zS1C4X91VWUWgoISBHiU04VMTGIKJomGKZN4ilFl3TeSy3ybeJnV%2BTXFeKb3D4B3oXl7Iw%2BSd6OSYhYlMO%2B11tzM4fSGgt1VHh9XQXDaRfws3%2BSk5ih2zXsWSMaQE%2FmM3nN9Lomq5UuoQYDCIyMm5u8Tp7WaWyW3hQ3XNN%2BvGRAPD7az%2BkpwdSD1xuugmkzJK8B5CRRD4ftn5eNHIUVn3DxPqoohaVzZbOi2IOA%2B5NvKl8%3D,NA,NA,NA,NA,NA,#433047648,JBL,T110BT,NA
36,Audífonos Bluetooth Inalambricos Mini I9s Android & Ios,79,NA,29,21,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.3,3,http://perfil.mercadolibre.com.pe/RODRI+STORE01,https://articulo.mercadolibre.com.pe/MPE-434251817-audifonos-bluetooth-inalambricos-mini-i9s-android-ios-_JM,0,1,2,0,0,#434251817,NA,NA,NA
37,Audifonos Motorola Pulse Escape Plus Bluetooth 20 Horas,149,169,13,27,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,13,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435131028-audifonos-motorola-pulse-escape-plus-bluetooth-20-horas-_JM,9,4,0,0,0,#435131028,Motorola,Pulse Escape+,Over-ear
38,Nuevos Audífonos Inalambricos Bluetooth X4t Originales,169,NA,8,22,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EZ+TECH,https://articulo.mercadolibre.com.pe/MPE-435057077-nuevos-audifonos-inalambricos-bluetooth-x4t-originales-_JM,NA,NA,NA,NA,NA,#435057077,NA,NA,NA
39,"Audifono Bluetooth Handsfree 8 Horas, Original, Envio Gratis",75,NA,40,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/SOLUMATICA+IMPORT,https://articulo.mercadolibre.com.pe/MPE-432140061-audifono-bluetooth-handsfree-8-horas-original-envio-gratis-_JM,1,0,0,0,0,#432140061,NA,NA,NA
40,Audifonos Skullcandy Hesh 3 Bluetooth Premium Sound Edition,299,359,11,22,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-433197679-audifonos-skullcandy-hesh-3-bluetooth-premium-sound-edition-_JM,0,1,0,0,0,#433197679,Skullcandy Hesh 3,NA,NA
41,Audifonos Huawei Am61 Bluetooth Sport Lite + Regalo,149,169,14,44,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434303167-audifonos-huawei-am61-bluetooth-sport-lite-regalo-_JM,1,0,0,0,0,#434303167,Huawei AM61,AM61,NA
42,Auricular Audifono Manos Libres Bluetooth V9 Inalambrico,80,NA,15,85,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TITECHNOLOGYIMPORT,https://articulo.mercadolibre.com.pe/MPE-435701012-auricular-audifono-manos-libres-bluetooth-v9-inalambrico-_JM,NA,NA,NA,NA,NA,#435701012,NA,V9,NA
43,Audifonos Smoke Wireless Rasta Ultimate Sound Bluetooth,89,NA,12,23,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435408723-audifonos-smoke-wireless-rasta-ultimate-sound-bluetooth-_JM,1,0,0,0,0,#435408723,Skullcandy,NA,NA
44,Audífonos Sport Bluetooth B16 Con Micrófono Baseus,105,NA,5,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-426933270-audifonos-sport-bluetooth-b16-con-microfono-baseus-_JM,NA,NA,NA,NA,NA,#426933270,NA,NA,NA
45,Audífono Bluetooth Huawei Sport Am61,149,NA,16,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,5,http://perfil.mercadolibre.com.pe/PRO-ACCESORIOS,https://articulo.mercadolibre.com.pe/MPE-434541487-audifono-bluetooth-huawei-sport-am61-_JM,4,0,1,0,0,#434541487,Huawei,NA,NA
