search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Formato,Modelo alfanumérico
11, Mini Fone Ouvido Lc100 Bluetooth 4.1 Sem Fio Micro Meno ,37,NA,2199,64,6x,6.94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,68,https://perfil.mercadolivre.com.br/ACCESSORY+WORD,https://produto.mercadolivre.com.br/MLB-969414631-mini-fone-ouvido-lc100-bluetooth-41-sem-fio-micro-meno-_JM,45,9,3,4,7,#969414631,Universal,Importado,LC-100,Over-ear,NA
12, Fone De Ouvido Bluetooth Xiaomi Redmi Airdots Original ,115,NA,1574,756,12x,9.60,NA,NA,NA,NA,4.6,14,https://perfil.mercadolivre.com.br/MILAIBR,https://produto.mercadolivre.com.br/MLB-1241292892-fone-de-ouvido-bluetooth-xiaomi-redmi-airdots-original-_JM,12,0,1,1,0,#1241292892,Xiaomi,NA,TWSEJ04LS,NA,NA
13, Fone De Ouvido iPhone 7 Plus 8 8 Plus X Xs Max Xr Bluetooth ,27,NA,1823,596,5x,5.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,39,https://perfil.mercadolivre.com.br/SHOPEX.,https://produto.mercadolivre.com.br/MLB-1202718769-fone-de-ouvido-iphone-7-plus-8-8-plus-x-xs-max-xr-bluetooth-_JM,27,5,4,1,2,#1202718769,Apple,EarPods,EarPods,In-Ear e bluetooth,Todos
14, Fone De Ouvido Bluetooth Jbl Jb950 Everest Super Bass + P2 ,55,NA,147,29,10x,5.51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2386,https://perfil.mercadolivre.com.br/MOMI9908338,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Jia4aeE%2B1n0Mz69fdFtiEyjZ91MT%2FpAOvfgqsHEv8QVEpId1Dg0FkwebNZx2CFZf6YVJH%2Bj%2F3PTH4vSooC9vV7%2B3NrplH9B8hzkIufIP2%2F9sDdWiT68GsmcGPOBXtOt6CZ7wAybwGHcT4Uj4wV4vCwDjsHJOgEJJ8OBN%2F49gp9M9l2vVEVK4NQtDNNBRsJy8lV%2BCzIrBNvxL8oECSwoPYVufi0X%2Bd7icgLmt%2FxOApG%2BSxCcFzGToXiHIR5%2F5pUL2Kt%2FTe7oQ7Osxik1lKK%2BxTjLKSD5ZpJvxu%2FXr6Tx8gawwir5pZYZwumidNv4qbPvTzSrh6Hupu5qAPJL7mdUtfhpxuOn3srW8qVuDrDBrropPs2Mym6ZV9hREijB7Ds6YcuXAsW7x3I3mgy%2Bky7UHyjrFr7Mo0WmBWHGQ3fhKGqV4xv4vzgvwKyPfdX9gnW47cb5kdhB27jUmoFLwTun%2FHXYBeWnSaj6kVrzmduTl8Jh8w4%2BI1ez%2BT1U%2FOHxh%2BAeOB%2FB9JvlidS7qv%2FAfjd3YX3gdrUlBAwrKlVU449%2Bbfh2n0JhorA%2ByZDafTGY3Xbw44%2FT1ehC6917KUXUFfFGmZ3WTeHf9A0pMcLLuSLWF0Y5%2FVO45cogRYHaET4kGlvsbiF8Ph4XDy9vzk%2FeG21BAnXEd2BfDdvy9K3GZKDG0ntb38S5I0F2B2ew7WDKrT7%2FqkiGI9sWjchus%2FmZLOjcLobwYP8ST7yTMbuLgw7HZuZ%2F9mQkTn%2BP8wrQGGiGMO4Idv%2BIv5kSnvEn5pH6JF7hwzkZD4cz5Gv%2BmQiM%2FCIDM500QlEESYTdroNNfB3gClA9zNLqrHl6Ov4Z4Ix7oISUSDTw%2BLjWCO9G%2F3ZjtM56k0129NJavuVNBYCPZFdqIcH9TZEY2TdczidfbhVCt8fFpw%2F22RWLWPScw2nAoJsHs6raMMxAA8HDIxAGsOhpxQ3Sw3DJyii3woFWg4y4QTzePiBxyzqAlhQTsbnI%2BwStFpAoDAwPJUgXPKSvyunV2p2mRsQW2zbKtLH7OWA1A0WifJD1AIl7nQ7pWBZb3oR2EQdXvbnS1DjkxKT3J3atHhzpebo%2BjtqLqIwXWRr%2FzIzCOzWmPrTr5p%2By0K%2BqO9M4WBDsgqb6ajrAnjZCwIB6x97UCAVeP28vJufFWM4zhrUafD6QBopQBnaTcsGBudbi%2B5WWRhg6ShKwA5XIPsHzTT%2FDSgxmENp6cTRxJhQbEXwPHUhvFUaT8Bye7L2tD40Cq%2BbBFJKKgxjVD7BaX3N0u9ZKcaff6E6jrZX7WZCw4RwnLGgHxyeIwBgML7xPaXEgwkJ1MfnQzOjxGl6JYTD6nnhhUb95%2FXNYXs3aglmGV5Z50vZxAzIGh6kkvnr8yzdXG6H8QBFaXikLwbRQzkgaQiBo6LFH82LzC3q%2FOmAgTxqcwCxuk%2BZilpIMxCwQ6PBGBWQtCT9OVNZh%2BIezpuMqKtiBZvBSC40qM2V1wzOWenHwOx6%2BXzg8sTtSC6vwVj8AQDFEE84FObdrUSr4%2FX8jdY7jS5DAHk0k%2B7erdW44heZP%2BG0uViCtfSBEX5UUU9xpnhvOEOoeuqwy%2Fm7Sfewek9izY%2FMBrWYJ819BC8gtj%2BGzs%2BRcCUdJYietSGVYQJ0A%3D,1718,402,147,50,69,#1264473001,JBL,Everest Series,Everest Series JB 950,Over-ear,950
15, Fone Ouvido Bluetooth Haiz Fm Mp3 Cartão Sd Ultrabass Hz-18 ,42,45,1366,14,6x,7.77,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,61,https://perfil.mercadolivre.com.br/HAIZ_SHOP,https://produto.mercadolivre.com.br/MLB-1089729923-fone-ouvido-bluetooth-haiz-fm-mp3-carto-sd-ultrabass-hz-18-_JM,43,12,2,2,2,#1089729923,HAIZ,NA,Bluetooth,Over-ear,HZ018
16, Fone De Ouvido Duplo Sem Fio Bluetooth 5.0 Qcy Qs1 Promoção ,152,NA,1049,976,12x,14.62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,68,https://perfil.mercadolivre.com.br/TECHWEB-STORE,https://produto.mercadolivre.com.br/MLB-1184388935-fone-de-ouvido-duplo-sem-fio-bluetooth-50-qcy-qs1-promoco-_JM,54,9,4,0,1,#1184388935,QCY XIAOMI,Fone Bluetooth Sem Fio,QS1 - NOVA VERSÃO,COMPACTO E ANATÔMICO,QCY QS1
17, Fone Ouvido Bluetooth I7s 4.2 Par Tws Sem Fio Case Base ,31,NA,1891,907,6x,5.33,NA,Envio para todo o país,NA,NA,3.6,24,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1068034831-fone-ouvido-bluetooth-i7s-42-par-tws-sem-fio-case-base-_JM,9,5,5,1,4,#1068034831,Universal,NA,NA,NA,NA
18, Fone Ouvido Bluetooth 4.1 Sem Fio Esportivo Corrida Chamadas ,27,31,1566,5,5x,5.95,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,106,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1234865706-fone-ouvido-bluetooth-41-sem-fio-esportivo-corrida-chamadas-_JM,85,9,8,3,1,#1234865706,Universal,Bluetooth,Esportivo,In-ear,BT-1
19, Fone De Ouvido Bluetooth Jb950 Sem Fio Cartão Sd Rádio Fm ,60,NA,3660,608,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2386,https://perfil.mercadolivre.com.br/MARKGABRIELMOREIRALOPES,https://produto.mercadolivre.com.br/MLB-1233866312-fone-de-ouvido-bluetooth-jb950-sem-fio-carto-sd-radio-fm-_JM,1718,402,147,50,69,#1233866312,JBL,Everest Series,JB950,Over-ear,950
20, Fone De Ouvido Bluetooth 4.1 Mini Portátil Chamada Música ,24,NA,179,29,4x,6.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,5,https://perfil.mercadolivre.com.br/MYG-SHOP,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=cZqD3lfy%2FgE2zjbehYrDcV%2BZQbMmBxAmS9WTe8ghyaZaL%2BSG0CgpObGP9wmV%2FuG8aBgjHCLIhODxQuw%2B39Bj3fV9cQ%2B7k61crAVrnOWETxlnKH0tIGU91ilNe4fbe3uQ5PLND8Maj7Y5VfuCBYXHx%2BEollDxpawm19b584dEfJJce80Iz63X0BC0kgOpTtfnfPTcTK4vwrRx4eoZooW2V60MJ%2BZ8%2Bjbm%2FByJAfJ6DxfFhDlkTqwGnKMAI5Mde3VNV%2FK1trTyZWPuTOXQBXNndU9TA3yKsNTVnaJUjYwHPVJnEF0A2w0Imah2Xd20NkfBhX1rFxKaYd0u5JuIs7yXP%2BzzC9izq1x5ALwI6n0P89SR%2FEh%2B3JGJMWqA3bzCpgV8flxfj3XU40wPRboBFRywyQjM026mWElLNKm9ZmipJdv6G4ZOZ19nj4o3gughQN2kg5bHPkM2wbeM9Z2XMfgicETejICMTMio%2BVdH04THq0RMz%2FAyBlV5E9gaLGS4ldEL75JHAhoCo6Q0VpC34eyBY4ETXLCqpZNQsy7Qa2r8oxhKmgefryYavwavf6ysxWKBrcanGxAuCY81vZkuLoiSvkutYK0x10UI90Au3BZVzqujsud2jtprK2TJ52luSNm9pzDppt7%2By8%2Fib22GHHpkawOGndWK%2FD%2BAapXJ2rc4Te8alnriswMhhBBRWEJCsxOMjRuC2SptH1dxBFB38LgVzZdp4uN7WFZWYHELmJex%2FFxdxZBb85tDWGEN%2FdTM458iGe7wKwUsE97L%2FP1tzJeZDdr%2BlPe73%2FNrOraxBZwgFZ1l2La3zxNYp60%2Bif8TbvGKF%2F9KpMrQUIeDmDdFvIyupTJgrqQcpo46bUWcsVccS0e5MYex%2BQZO%2FYKjy8JPsA27zz%2BT1wTJ54%2B%2FJBTKEb0bX%2FoLkczBePNzdpEpxd1goSGZIINwHoebVJYBZPsphbjYc0qQM%2Bdiab57JkGAWHkT%2FWedCZwTpSPqUY3NR4E7dj8GrpEZcgAgbBxg8r%2BsniD9V%2FaG9CKbG%2BLECdalTv4LSIl9Nrd1r0JGs9FKsN4JyVb308RZBRYwsizyMOwrJx57YTHFqk9%2BB08YDdUe32qnRLursUGhQn7kC5sJmKAkItGRktpdWFKjGgimYKZr3IYsRu2Le5VR7dWQ0EbV8yfcYoc0L99tLXp3uu%2ByaUGomrjJB%2BTCIgjwazng7RkJ9jC6TC4DiKiyYBIcTWjaBEe7p%2FagDrB69ejTBHChxHm%2F82yzc9%2FRvZt2Vi%2BypxnB5YXP7h2Ncb5UrM0Xp6p3cy245YBWVXEJKUTok4XO0z0kk1NDNzxG%2B%2FtDsWEXvaExRrjR46JH2KJeevyhFuVJA4sJMHVhTQmwjfsLShsvNyVUpEV6HSYa4J1uEQEDMZv8Nr8FYPn9pxGxa3Nj%2FSKnWnTPi57vg%2BXdWQqN2Zsmi38Z5YapKqFqgKPyldjCjA1LhwHg8DkxrHzRNXUj6V8jwsS56JZkVShgK5FNKDuv89%2F6wUGtvaOEyFKXd%2FW%2BISG6OfvGFMpMMl%2FW%2B94xuX0EEMlw%2BvGr10N60pXoyWnitqpGn0ZBIqVrGlv4Hne%2Fxjm0%2FhFYg8P5t%2FRVMLYyuqhL%2BVeI95AmjAGoYbFvRcOi1nk%3D,5,0,0,0,0,#1143105040,NA,NA,NA,NA,NA
21, Fone De Ouvido Bluetooth Earbuds Tws 5.0 ,99,122,1058,318,12x,8.26,NA,NA,NA,NA,4.5,42,https://perfil.mercadolivre.com.br/TOPDEALSBR?brandId=2069,https://produto.mercadolivre.com.br/MLB-1183592949-fone-de-ouvido-bluetooth-earbuds-tws-50-_JM,31,5,2,2,2,#1183592949,TWS,NA,Bluetooth 5.0,NA,NA
22, Fone Ouvido Sem Fio I7s Tws Bluetooth AirPods Ios Android ,49,NA,1368,358,6x,9.23,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.5,58,https://perfil.mercadolivre.com.br/MOBILETECHRJ,https://produto.mercadolivre.com.br/MLB-1223803179-fone-ouvido-sem-fio-i7s-tws-bluetooth-airpods-ios-android-_JM,24,12,5,2,15,#1223803179,Universal,Airpod Bluetooth,Airpods i7S TWS,In-ear,i7S TWS
23, Headset B 05 B-05 Fone De Ouvido Bluetooth Sem Fio Sd Fm P2 ,36,NA,1728,436,6x,6.84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,55,https://perfil.mercadolivre.com.br/ELLECTRO.COM.BR,https://produto.mercadolivre.com.br/MLB-1184173314-headset-b-05-b-05-fone-de-ouvido-bluetooth-sem-fio-sd-fm-p2-_JM,47,7,1,0,0,#1184173314,JBL,B-05,B-05,Over-ear,B-05
24, Fone Ouvido Bluetooth 4.2 Par I7s Tws Sem Fio Case Base ,25,NA,1185,299,5x,5.61,NA,Envio para todo o país,NA,NA,3.3,21,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1158138352-fone-ouvido-bluetooth-42-par-i7s-tws-sem-fio-case-base-_JM,8,2,3,5,3,#1158138352,Universal,Bluetooth,TWS,NA,NA
25, Fones De Ouvido Xiaomi Bluetooth ,114,152,961,22,12x,9.57,NA,NA,NA,NA,4.7,555,https://perfil.mercadolivre.com.br/TOPDEALSBR?brandId=2069,https://produto.mercadolivre.com.br/MLB-1224551757-fones-de-ouvido-xiaomi-bluetooth-_JM,456,70,18,2,9,#1224551757,Xiaomi,NA,Redmi AirDots,NA,NA
26, Qcy Qs1 T1c T1 Fone De Ouvido Tws Sem Fio Bluetooth + Case ,134,149,956,195,12x,12.90,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,56,https://perfil.mercadolivre.com.br/YEEKO+BRASIL,https://produto.mercadolivre.com.br/MLB-1130070766-qcy-qs1-t1c-t1-fone-de-ouvido-tws-sem-fio-bluetooth-case-_JM,47,7,1,0,1,#1130070766,QCY,"NA",T1C,Ear-Buds,N/A
27, Fone De Ouvido Sem Fio Bluetooth Universal Stereo Lc-100 ,39,NA,1355,51,6x,7.38,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,221,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://produto.mercadolivre.com.br/MLB-1081371623-fone-de-ouvido-sem-fio-bluetooth-universal-stereo-lc-100-_JM,130,38,30,4,19,#1081371623,Universal,Fone Bluetooth,LC-100,Over-ear,4.1
28, Fone Ouvido Bluetooth Sport Mp3 Hz-k4 Corrida Cartão Micro ,39,NA,494,28,6x,7.40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,19,https://perfil.mercadolivre.com.br/HAIZ_SHOP,https://produto.mercadolivre.com.br/MLB-1135367218-fone-ouvido-bluetooth-sport-mp3-hz-k4-corrida-carto-micro-_JM,13,6,0,0,0,#1135367218,HAIZ,NA,Sport,Neckband,HZ-K4
29, Fone De Ouvido Jbl Reflect Mini Bt 2 Bluetooth Sport Preto ,309,NA,285,6,12x,25.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,95,https://perfil.mercadolivre.com.br/PONTOCERTOELETRO,https://produto.mercadolivre.com.br/MLB-963166908-fone-de-ouvido-jbl-reflect-mini-bt-2-bluetooth-sport-preto-_JM,72,17,2,3,0,#963166908,JBL,Reflect,REFLECT MINI 2 BT PRETO,Ear-Buds,NA
30, Fone De Ouvido Bluetooth Sem Fio Duplo Tws Original - Preto ,159,NA,657,26,12x,15.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,20,https://perfil.mercadolivre.com.br/LIFE+SHAPER,https://produto.mercadolivre.com.br/MLB-1187330826-fone-de-ouvido-bluetooth-sem-fio-duplo-tws-original-preto-_JM,12,3,2,2,1,#1187330826,TSW,Linha,HBQ-Q32,Headset,1452
31, Fone De Ouvidobluetooth Haiz Stereo Mp3 Hz-k168 ,51,NA,300,59,10x,5.20,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,13,https://perfil.mercadolivre.com.br/HAIZ_SHOP,https://produto.mercadolivre.com.br/MLB-1135321825-fone-de-ouvidobluetooth-haiz-stereo-mp3-hz-k168-_JM,7,3,1,0,2,#1135321825,HAIZ,sem fio,Wireless Bluetooth,In-ear,HZ-K168
32, Headphone Fone De Ouvido Bluetooth Jb950 Super Bass Sd Fm+p2 ,60,NA,2219,631,12x,5.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2386,https://perfil.mercadolivre.com.br/HERMAN+SHOPPING,https://produto.mercadolivre.com.br/MLB-1201625201-headphone-fone-de-ouvido-bluetooth-jb950-super-bass-sd-fmp2-_JM,1718,402,147,50,69,#1201625201,JBL,Everest Series,Everest Series JB 950,Over-ear,950
33, Fone Ouvido Bluetooth Sem Fio Headphone Rock In Rio 100% Nf ,33,NA,332,141,6x,6.27,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.4,9,https://perfil.mercadolivre.com.br/ELETRO+SHOK,https://produto.mercadolivre.com.br/MLB-1170559488-fone-ouvido-bluetooth-sem-fio-headphone-rock-in-rio-100-nf-_JM,4,2,0,0,3,#1170559488,Universal,Rock In Rio,Rock in Rio,On-Ear,NA
34, Fones De Ouvido Sem Fio Bluetooth I7stws I7 Tws ,33,NA,966,1104,6x,6.23,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,2.9,14,https://perfil.mercadolivre.com.br/MELITOTAL,https://produto.mercadolivre.com.br/MLB-1173493191-fones-de-ouvido-sem-fio-bluetooth-i7stws-i7-tws-_JM,4,3,0,2,5,#1173493191,TWS,Bluetooth,Airpods i7s,Ear-Buds,i7s
35, Fone De Ouvido Bluetooth Sem Fio Sd Fm P2 Chamadas Músicas ,49,NA,2171,28,6x,8.32,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,80,https://perfil.mercadolivre.com.br/NATHCELLDIGITALL,https://produto.mercadolivre.com.br/MLB-920966448-fone-de-ouvido-bluetooth-sem-fio-sd-fm-p2-chamadas-musicas-_JM,56,14,5,3,2,#920966448,Universal,Primeira,Marca JWCOM ORIGINAL,Over-ear,Bluetooth ST15
36, Fone De Ouvido Headphone Sem Fio Micro Sd Usb Fm Bluetooth ,35,NA,2001,700,6x,6.64,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,66,https://perfil.mercadolivre.com.br/NATAL+SHOW,https://produto.mercadolivre.com.br/MLB-858719789-fone-de-ouvido-headphone-sem-fio-micro-sd-usb-fm-bluetooth-_JM,55,7,2,1,1,#858719789,Universal,NA,B05,In-ear,NA
37, Fone Jbl T500bt Bluetooth T500 Bt Garantia 1 Ano Jbl ,235,NA,1008,254,12x,22.46,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,340,https://perfil.mercadolivre.com.br/TECHMAISMUSIC,https://produto.mercadolivre.com.br/MLB-875938754-fone-jbl-t500bt-bluetooth-t500-bt-garantia-1-ano-jbl-_JM,288,45,4,0,3,#875938754,JBL,JBL T500 TUNE 500BT,JBL T500BT,Over-ear,NA
