search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Marca del celular,Tipo de funda
11, Carcasa + Soporte Dragon Ball iPhone X 6 7 8 Plus Xs Max ,7.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				21
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		12 cuotas de
		
			
				$ 666
			
		
		 sin interés
		
	

	
		","
				$ 666
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALIZADORA+REGALOCO,https://articulo.mercadolibre.cl/MLC-475108196-carcasa-soporte-dragon-ball-iphone-x-6-7-8-plus-xs-max-_JM#position=11&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,NA,NA,NA,NA,NA,#475108196,NA,Apple,Carcasa
12, Carcasa Original Ipaky 360º iPhone 8 Plus + Vidrio Templado ,12.990,19.990,"
			
				Nuevo
			
			
				
					 - 
				
				3015
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.165
			
		
		 sin interés
		
	

	
		","
				$ 2.165
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MONKEYCOLOR,https://articulo.mercadolibre.cl/MLC-451130493-carcasa-original-ipaky-360-iphone-8-plus-vidrio-templado-_JM#position=12&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,NA,NA,NA,NA,NA,#451130493,Genérico,Apple,Carcasa
13, Carcasa Love Mei iPhone 7 8 X Y 7 8 Plus - Tecnostrike ,17.990,20.990,"
			
				Nuevo
			
			
				
					 - 
				
				339
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.998
			
		
		 sin interés
		
	

	
		","
				$ 2.998
			",NA,Envío a todo el país,NA,NA,4.1,13,https://perfil.mercadolibre.cl/TECNOSTRIKE,https://articulo.mercadolibre.cl/MLC-435358128-carcasa-love-mei-iphone-7-8-x-y-7-8-plus-tecnostrike-_JM?searchVariation=41841315662#position=13&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,8,1,1,3,0,#435358128,LOVE MEI,Apple,Carcasa
14, 10 Carcasas Magnética iPhone 8 Plus Por Mayor ,69.990,NA,"
			
				Nuevo
			
			
		",(9 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 11.665
			
		
		 sin interés
		
	

	
		","
				$ 11.665
			",NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALONLINE+EIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=GZV%2B6tDeNbkCsiPaJlxXESy2JTHL3KkDCek3Tdf42ZYx2bwm1PagMFzrF5gD%2FD8touP%2Frv7Jc0rnj0uWctGMb8DSNuBEkZOpPfk6DAax9SiR0MLPk77iXcEIcQQN1kQgDt7IqEJsqAVtUFxe3WmwSl7qbaRvP%2BjBO8366gkYKOwWMDWt1m8oZHTSkHvlim94kpHFz7s7bcB2KsXFvAzUpkAWJjTsxDVTgQkRIXmC44wicxbxozfQGEUssZJYFvkiurJclKPUnPZLwVsZpXu9Lc6AD0l48SfPeXFASwq73Qc30LFSMKVry3lslWcROFkqs9AM%2FDPkneLaWsWSo8TNR5FJjR51TmJJXXmO3QgZwPg8T5NjrJkSy7x0JcLwU%2BtBuDBGUGxvymACqYSoWQ60JHggTsyIk5YoOTAplNnG8fmfemSq8zFassCRJP91za3FdZJr4mUEbsZW%2B57JuTvqZZlwGx9aCfW5FGiGvfvglTlgVEyGmliEPVY61h06yywwglQW60nW1jSr%2BXWj7DuKcJvXaW5yVZZwbYdrSNDnbJO96Rh2ZJy%2FcFXGiA9AyFsxQnDhfss0Wwa%2F0JsN5%2FA17HNQ0KMhQ9tzyGJnKLEPZqHDX73PkQs0%2BYbbK%2B6amvVf%2FLsM0ep%2FKyWpL4ZAxYdgzZR6SYPltLZDteQnb7AgtXxy6wlS9cGb3Jd%2BXyo6DOqkQdGfWeP180QyasfQvJOFx7AiGAYNtGDV78PbMy1OAgBcVIc4MlTGr7WDlXdGppdU3uVSTUEn%2FvliHU7yTgA%2FtGrrUkF%2B2KRytFaMGKWYypddcuLF11goLWKhOOV%2BDjfVqQUlXej7G90rc%2FIJN%2F144AQJWAOWs%2FsmbnQnvZ%2BKe1azhxWP%2FAXWlES%2FbfKRAb90VI0%2BtGxB%2FWHrOsQb0jiBWNgH%2BWRMI0r5dPSkkkLtERN54RkIn%2FWYu5jnj%2BrGB46MYXpRpVy0DiC2ecs8uO%2BrCqG3VCmhVzBrYzNJcXlEtE7vbgLRnCvPhKbJF6Wt74yRelx0loWDfSyebMv9ia3wQmmddDqnSyQHYXQISmWWh305DLfn5imEqoN%2FeDcH%2BQtqCf%2BOqo7xbLJcm6h16LJulgtJfAlCqkYO6Vy%2ByKcoZ0tskVyKrGjN7Zvat0EpdW7kS%2FUGum2gwRzjS7LkoKskuN8Z%2FC88RxWI%2BWub4zTDREKuvMMwAM%2B7065hOt8hdwLiInxa4meyWfWOF%2B8Ux41enJSz5CXzuMp%2Bp5z08dr7atN3bJs6J0vUdoLQDwaz%2BGGvj3bFN%2FwfnfYDyco78OpckrLDbD59VBjE%2FrerQgRk4F%2BvBwps26ogYUSDm1OugOt6XN8sASwHJOOuq6qz5A1sYSnsiFl9Xe1Ls0jbVQoIOmOhVelA9y5AD%2FNzucVth3CaQDq3PySMc%2FGxPnCn3hZeUMVsniDr24HzF%2F%2BlxyzjRfa8pruwDRXuigDC29%2FZk%2FeSEdWSPmiHXA196FutTk2yUwTbNu6qwGfEHwTPiYrZfcW5xJ3%2F3GXF7R28%2BWStCzpin7o2xSbz05Z%2BC5uVuRDfP8DOMk%2FvYYDrW3IVog0tSt9pX1lRwQRakiOePSXtS%2FcI%2BVML9xwtCdHCjT1d1nUm1ucXJc26LB3HujMBZimo5QvUUnOJbMxiP2OFbVJ%2BrJrGiN6BM%2BsLamc%3D,NA,NA,NA,NA,NA,#471393023,NA,Samsung,Carcasa
15," Carcasa Magnética iPhone X, Xs, Xs Max, Xr + Lamina Vidrio ",11.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				17
				vendidos
			
		",(501 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.998
			
		
		 sin interés
		
	

	
		","
				$ 1.998
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PALMCITO,https://articulo.mercadolibre.cl/MLC-497546294-carcasa-magnetica-iphone-x-xs-xs-max-xr-lamina-vidrio-_JM?searchVariation=40536215842#position=15&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,NA,NA,NA,NA,NA,#497546294,Genérico,Apple,Carcasa
16, Carcasa Logo Apple iPhone 7 Plus / 8 Plus + Lamina De Vidrio ,9.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				13
				vendidos
			
		",(29 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 832
			
		
		 sin interés
		
	

	
		","
				$ 832
			",NA,Lo retiro en el domicilio del vendedor,NA,NA,5.0,1,https://perfil.mercadolibre.cl/CARCASASPUNTOCL,https://articulo.mercadolibre.cl/MLC-477968233-carcasa-logo-apple-iphone-7-plus-8-plus-lamina-de-vidrio-_JM?searchVariation=42571773984#position=16&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,NA,NA,NA,NA,NA,#477968233,NA,Apple,Carcasa
17, Carcasa Transparente Reforzada Para iPhone 8 Plus Miaustore ,1.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				34
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 166
			
		
		 sin interés
		
	

	
		","
				$ 166
			",NA,Envío a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/MIAUSTORE.CL,https://articulo.mercadolibre.cl/MLC-453525745-carcasa-transparente-reforzada-para-iphone-8-plus-miaustore-_JM#position=17&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,NA,NA,NA,NA,NA,#453525745,NA,Apple,Carcasa
18, Carcasas Colores iPhone Silicona 6/7/8/x/xs/xr/plus ,5.990,6.990,"
			
				Nuevo
			
			
				
					 - 
				
				120
				vendidos
			
		",(174 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 998
			
		
		 sin interés
		
	

	
		","
				$ 998
			",NA,Envío a todo el país,NA,NA,5.0,5,https://perfil.mercadolibre.cl/BANANATIENDA,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=V3oEZTNbg1g0gMOM97MKwcv57K54cansuwaS5x5lYAgZBGymQcr%2BUm4ygy%2B9rtALvODMd5IAqGQVDnTI6BnUM%2Bv1rnAZdl1BlzTiUUHIJ%2FqVEBPlII7b2dc5xEpJk9zpzu1Qf89MtHfjzl6SLXqhqYOjxH9Z1Kau2Y7eqw%2FEtpt64y7xQmmW5PUDCK7x7Jt9iP01hW87kTaZpIVN4m8xMeNmA6byD7asLcEOTn4%2FE7UGFtopZz7fbqQfy%2BIr%2B1z9o3LdzaPnmQDX1JOgQcHKnnNND3RoNqBvlPddPzMNtGnyoDCtkCPSQ4RMdwFG8oQm6Jm0tM3tXUaMbCwCGTfAbLgzt9NXJ8lF28pp7MVjq8xHPpkDTw6SFDBQlOiflx7d1H1P2L6HHUcBs2R7X8GdZ3A0OST%2FTs2m%2FpRx2xOEkTGBEFOd75BwOs%2FG%2BHquMKG2EucqDPzVmPl4aOs8G%2FFTiDFZ733hwYnD8RJoqqsXmx5amoAkIOQPluqhT5mVUJm58hpqD6ikiqMcc8N23vL67Mh3R%2Bcn%2BTtPrmFKcjIMB5g6FnIVJwP2TXIeLTKODVSmHh0Tad6gRgwq6ALXR8Vv0CbPZl7ohaoaiHVU%2FouSxEu0Xm3DN5eLOC0t0x2xrDhUlslqvhTE%2FqwfT%2BMHOkQROd9%2B3PmoQK%2Bf30sWZsBtpNUk56nMOuJFWwTCW60yD7aHIeURvjf5CvA2Gey4u4dMAQUD5cHnbpi3M5Yd21pOSW5UTWsi9ZfpcEHIKlCVyRJt7cj7tirsEV0d9%2BnMdXlaLnJaSEmqM3nY7CuV78xbT3Aua%2BkTY0sg8Dd%2FyXK38JDUreIKXdMw4Oacw%2BzdMkH0yLTrSHH1VTHWRt68BUPnanMvXlD6EQ00URfLKbhfCjp3inasrTYWErsvSbBSsc0wto7jGoVCqBkvjYIBSwFaY6lei18tOBQlJdITcUyq%2Fai9yhszr1fiFImCAUDV%2BG%2B42Q8OdD5mkwLljkobfq8%2By1A6ul%2Fegct6DDOwA3%2F3aIxXpY4kTU3EBNQ7EO%2BqPe%2Fk1Em2PTooqOl1NEriDTOFWGrbVUlqcnetVS7ioJVOsoqepGLemUrLWsDnxTkX5Pw3TPYsww9z7xblaKw4ch7zE6u%2BsMEng1hVH5l3u7v8Fggd%2BUauEEZ2Q1yqdx5PlHwIUfuoo6PdfFyIoopVXqJmr0pWdMfWgiaoCkjBmI%2BTlloBFqwlK7K1EWVLseIMxR3%2FhF1iqC6H4QAflp1cqJn4M%2BU1pvytR3RPG63TCMt2RWgT4mTF0Q%2B4kkutHDrjfw1qt0mQCZ2qHvnocqZAj63RT%2FRTz0DPe9sEdBvWLMP1JdDjRVgMdzJSk7eMFBBcf8cr1eneLsC1tdCKMbXT8N3G1I%2FDC3WI32AWS0XJiz439MVQvRhbj3asJ9gQvLn%2B0srtpl6SDgjrTQuFbatoh8JdJuIm6zP0%2BvLg0aGYl%2FAZD%2BSlUN%2B1bH7SfzLmAn935a6mJt%2Bs1Syx3l7%2BANRohkX4p4oXIjX5RFFtguw1Z%2Br0Oqj0ArOOY%2Fikh9KL1cGqXEr8nrHVHWN6Z2itjtP0LWLboA58apqhLF1iRijwLa4PF6Q3589GlDjtsFLE%2Fyn2fR35b2hGyIhVsMnc2qS3YrObOhtXgESXJngrzUfVlVSWmWtIzh8%2FOvgWZQs%3D,5,0,0,0,0,#492059051,Genérico,Apple,Carcasa
19, Carcasa Antigolpes Metal R-just Classic iPhone 7y8plus ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ARAGUISS,https://articulo.mercadolibre.cl/MLC-489269436-carcasa-antigolpes-metal-r-just-classic-iphone-7y8plus-_JM#position=19&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,NA,NA,NA,NA,NA,#489269436,r-just,Apple,Carcasa
20, iPhone 7 / 8 / Plus Carcasa Silicona Platered Esr | Kyrios ,7.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(1 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.332
			
		
		 sin interés
		
	

	
		","
				$ 1.332
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDA+KYRIOS,https://articulo.mercadolibre.cl/MLC-448592292-iphone-7-8-plus-carcasa-silicona-platered-esr-kyrios-_JM?searchVariation=41543798622#position=20&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,NA,NA,NA,NA,NA,#448592292,ESR,Apple,Carcasa
21, iPhone 7 / 8 / 7 Plus / 8 Plus Carcasa Magnética | Kyrios ,11.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				39
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.998
			
		
		 sin interés
		
	

	
		","
				$ 1.998
			",NA,Envío a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/TIENDA+KYRIOS,https://articulo.mercadolibre.cl/MLC-470386540-iphone-7-8-7-plus-8-plus-carcasa-magnetica-kyrios-_JM?searchVariation=42492407425#position=21&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,NA,NA,NA,NA,NA,#470386540,LUPHIE,Apple,Carcasa
22, Carcasa 360° iPhone 8 Plus 7 Plus + Lámina Negro 3 En 1 ,9.995,NA,"
			
				Nuevo
			
			
				
					 - 
				
				38
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Lo retiro en el domicilio del vendedor,NA,NA,5.0,1,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452824745-carcasa-360-iphone-8-plus-7-plus-lamina-negro-3-en-1-_JM#position=22&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,NA,NA,NA,NA,NA,#452824745,NA,Apple,Carcasa
23, Carcasa Silicona Apple iPhone 7/7plus/8/8plus - We ,11.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				79
				vendidos
			
		",(10 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 999
			
		
		 sin interés
		
	

	
		","
				$ 999
			",NA,Envío a todo el país,NA,NA,5.0,4,https://perfil.mercadolibre.cl/WE.-,https://articulo.mercadolibre.cl/MLC-461069458-carcasa-silicona-apple-iphone-77plus88plus-we-_JM?searchVariation=41352657496#position=23&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,4,0,0,0,0,#461069458,Apple,Apple,Carcasa
24, Carcasa 360° iPhone 8 7 Plus + Vidrio Templado Rojo 3 En 1 ,9.995,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452825550-carcasa-360-iphone-8-7-plus-vidrio-templado-rojo-3-en-1-_JM#position=24&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,NA,NA,NA,NA,NA,#452825550,NA,Apple,Carcasa
25, iPhone 7 / 8 / Plus Carcasa Silicona Brillos Esr | Kyrios ,7.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				13
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.332
			
		
		 sin interés
		
	

	
		","
				$ 1.332
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDA+KYRIOS,https://articulo.mercadolibre.cl/MLC-446510146-iphone-7-8-plus-carcasa-silicona-brillos-esr-kyrios-_JM?searchVariation=42838761841#position=25&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,NA,NA,NA,NA,NA,#446510146,ESR,Apple,Carcasa
26, Carcasa Cuero Hanman Billetera iPhone 6 7 8 / Plus + Colores ,15.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				47
				vendidos
			
		",(121 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.332
			
		
		 sin interés
		
	

	
		","
				$ 1.332
			",NA,Envío a todo el país,NA,NA,4.4,5,https://perfil.mercadolibre.cl/SMARTBUYCHILE,https://articulo.mercadolibre.cl/MLC-448901342-carcasa-cuero-hanman-billetera-iphone-6-7-8-plus-colores-_JM?searchVariation=35452869692#position=26&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,4,0,0,1,0,#448901342,Hanman,Apple,Carcasa
27, Kit Case Silicona + Mica De Vidrio iPhone 5/6/7/8/x/plus ,3.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(16 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 665
			
		
		 sin interés
		
	

	
		","
				$ 665
			",NA,Envío a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/PALMCITO,https://articulo.mercadolibre.cl/MLC-495427742-kit-case-silicona-mica-de-vidrio-iphone-5678xplus-_JM?searchVariation=39816548170#position=27&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,NA,NA,NA,NA,NA,#495427742,NA,Apple,Carcasa
28, Apple iPhone 7/8 Plus Tpu Premium Nillkin - Webphone ,7.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 666
			
		
		 sin interés
		
	

	
		","
				$ 666
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/WEBPHONESPA,https://articulo.mercadolibre.cl/MLC-468866299-apple-iphone-78-plus-tpu-premium-nillkin-webphone-_JM#position=28&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,NA,NA,NA,NA,NA,#468866299,Nillkin,Apple,Carcasa
29, Carcasa Supreme iPhone 6/6 Plus/7/8/ 7plus / 8 Plus /x ,6.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(14 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 500
			
		
		 sin interés
		
	

	
		","
				$ 500
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/STMA9082314,https://articulo.mercadolibre.cl/MLC-489419502-carcasa-supreme-iphone-66-plus78-7plus-8-plus-x-_JM#position=29&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,NA,NA,NA,NA,NA,#489419502,NA,Apple,Carcasa
30, Carcasa Apple Silicona Original 6 / 7 Y 7 Plus / 8 Y 8 Plus ,7.800,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(48 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 650
			
		
		 sin interés
		
	

	
		","
				$ 650
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MCDODOTECH.CL,https://articulo.mercadolibre.cl/MLC-501626785-carcasa-apple-silicona-original-6-7-y-7-plus-8-y-8-plus-_JM?searchVariation=42054487923#position=30&type=item&tracking_id=34d5da4c-f164-4ae7-ba61-47e00f9af5e3,NA,NA,NA,NA,NA,#501626785,Apple,Apple,Carcasa
