search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material,Cor
1726, Capa Capinha Case Hora Da Aventura Jake - iPhone 8 ,32,NA,NA,270,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-936517089-capa-capinha-case-hora-da-aventura-jake-iphone-8-_JM#position=33&type=item&tracking_id=6587b975-5f75-4729-87d1-49ce18329cd7,NA,NA,NA,NA,NA,#936517089,Apple,iPhone 8,Fanatic Store,iPhone 8,capinha,Emborrachada,NA
1727, Capinha Pokemon Team Instinct Mystic iPhone 8 ,32,NA,NA,300,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-936570527-capinha-pokemon-team-instinct-mystic-iphone-8-_JM#position=34&type=item&tracking_id=6587b975-5f75-4729-87d1-49ce18329cd7,NA,NA,NA,NA,NA,#936570527,Apple,iPhone 8,Fanatic Store,iPhone 8,capinha,Emborrachada,NA
1728, Capa Capinha Case Celular 13 Reasons Why iPhone 8 ,32,NA,NA,3001,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-936581311-capa-capinha-case-celular-13-reasons-why-iphone-8-_JM#position=35&type=item&tracking_id=6587b975-5f75-4729-87d1-49ce18329cd7,NA,NA,NA,NA,NA,#936581311,Apple,iPhone 8,Fanatic Store,iPhone 8,capinha,Emborrachada,NA
1729, Capinha Case Celular 13 Reasons Why iPhone 8 ,32,NA,NA,3001,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-936581342-capinha-case-celular-13-reasons-why-iphone-8-_JM#position=36&type=item&tracking_id=6587b975-5f75-4729-87d1-49ce18329cd7,NA,NA,NA,NA,NA,#936581342,Apple,iPhone 8,Fanatic Store,iPhone 8,capinha,Emborrachada,NA
1730, Case Celular How I Met Your Mother iPhone 8 ,32,NA,1,308,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-936622614-case-celular-how-i-met-your-mother-iphone-8-_JM#position=37&type=item&tracking_id=6587b975-5f75-4729-87d1-49ce18329cd7,NA,NA,NA,NA,NA,#936622614,Apple,iPhone 8,Fs Store,Case,capinha,Emborrachada,NA
1731, Capa Capinha Celular Orange Is The New Black iPhone 8 ,32,NA,NA,307,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-936636918-capa-capinha-celular-orange-is-the-new-black-iphone-8-_JM#position=38&type=item&tracking_id=6587b975-5f75-4729-87d1-49ce18329cd7,NA,NA,NA,NA,NA,#936636918,Apple,iPhone 8,Fanatic Store,iPhone 8,capinha,Emborrachada,NA
1732, Capa Capinha Case 50 Tons De Cinza - iPhone 8 Plus ,32,NA,NA,195,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-936741557-capa-capinha-case-50-tons-de-cinza-iphone-8-plus-_JM#position=39&type=item&tracking_id=6587b975-5f75-4729-87d1-49ce18329cd7,NA,NA,NA,NA,NA,#936741557,Apple,iPhone 8,Fanatic Store,iPhone 8,capinha,Emborrachada,NA
1733, Capinha Para iPhone 8 ,8,NA,NA,30,1x,8.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CAPASORIGINAIS,https://produto.mercadolivre.com.br/MLB-939795581-capinha-para-iphone-8-_JM#position=40&type=item&tracking_id=6587b975-5f75-4729-87d1-49ce18329cd7,NA,NA,NA,NA,NA,#939795581,Apple,NA,NA,NA,NA,NA,NA
1734, Capa Case Capinha Tpu Transparente Iphone 8 Plus Tela 5.5' ,17,NA,NA,10,3x,6.37,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LINCSTORE,https://produto.mercadolivre.com.br/MLB-940831840-capa-case-capinha-tpu-transparente-iphone-8-plus-tela-55-_JM#position=41&type=item&tracking_id=6587b975-5f75-4729-87d1-49ce18329cd7,NA,NA,NA,NA,NA,#940831840,Apple,iPhone 8 PLus,Silicone,IPHONE 8 Plus,NA,NA,NA
1735, Capinha Tpu Silicone Apple iPhone 8 Tela (4.7) + Pel Vidro ,76,NA,3,999,12x,7.26,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PEREGRINUS_OFICIAL,https://produto.mercadolivre.com.br/MLB-941170569-capinha-tpu-silicone-apple-iphone-8-tela-47-pel-vidro-_JM#position=42&type=item&tracking_id=6587b975-5f75-4729-87d1-49ce18329cd7,NA,NA,NA,NA,NA,#941170569,Apple,Iphone 8,Importada,Silicone,Protetora,Silicone,Transparente
1736, Capinha Tpu Antishock Apple iPhone 8 Plus (5.5) + Pel Vidro ,23,NA,NA,999,4x,6.48,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PEREGRINUS_OFICIAL,https://produto.mercadolivre.com.br/MLB-941683412-capinha-tpu-antishock-apple-iphone-8-plus-55-pel-vidro-_JM#position=43&type=item&tracking_id=6587b975-5f75-4729-87d1-49ce18329cd7,NA,NA,NA,NA,NA,#941683412,Apple,8 PLUS,Importada,SILICONE,Protetora,Silicone,Transparente
1737, Capa Capinha Case Carteira iPhone 8 Plus (5.5) + Pelicula ,34,NA,7,1,6x,6.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUC_FERREIRADESALES,https://produto.mercadolivre.com.br/MLB-944924959-capa-capinha-case-carteira-iphone-8-plus-55-pelicula-_JM#position=44&type=item&tracking_id=6587b975-5f75-4729-87d1-49ce18329cd7,NA,NA,NA,NA,NA,#944924959,Apple,iPhone 7 Plus iPhone 8 Plus,H'maston,Capa Carteira,Capa Carteira,Material Sintético,NA
