search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Color,Modelo del celular,Marca,Modelo,Material
158, Case Protector Funda Duro Parante iPhone 7 Plus / 8 Plus ,59,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NDMSTORE,https://articulo.mercadolibre.com.pe/MPE-424208064-case-protector-funda-duro-parante-iphone-7-plus-8-plus-_JM#position=8&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#424208064,Apple,NA,NA,NA,NA,NA
159, Funda iPhone 6/6s/7/8 Aurora Case Carcasa Protector ,55,NA,28,8,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430530807-funda-iphone-66s78-aurora-case-carcasa-protector-_JM#position=9&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#430530807,Apple,NA,NA,NA,NA,NA
160, iPhone 7 iPhone 8 Case Funda Cover Ultra Liger Liviano Apple ,10,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-432665983-iphone-7-iphone-8-case-funda-cover-ultra-liger-liviano-apple-_JM#position=10&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#432665983,Apple,NA,NA,Apple,NA,NA
161, Funda iPhone X/8/8plus/7/7plus/6/6s/6plus/6splus Case ,35,NA,29,7,NA,NA,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430538328-funda-iphone-x88plus77plus66s6plus6splus-case-_JM#position=11&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,1,0,0,0,0,#430538328,Apple,Roja,NA,NA,NA,NA
162, Funda Mercury iPhone 8 Plus Protector Carcasa Forro Goospery ,59,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546967-funda-mercury-iphone-8-plus-protector-carcasa-forro-goospery-_JM#position=12&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#433546967,Apple,NA,NA,NA,NA,Silicona
163, Funda Case Silicona iPhone 7 / 8 Plus En Caja Colores Tienda ,29,NA,0,40,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-434143425-funda-case-silicona-iphone-7-8-plus-en-caja-colores-tienda-_JM#position=13&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#434143425,Apple,NA,NA,NA,NA,NA
164, Case Funda Protector Caseology iPhone 8 7 Plus Original Usa ,115,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990636-case-funda-protector-caseology-iphone-8-7-plus-original-usa-_JM#position=14&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#435990636,Apple,NA,NA,NA,NA,NA
165, Funda Acuatica Telefonos iPhone 5 5s iPhone 6 6s iPhone 7 8 ,20,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CARLOSAVENDANO15,https://articulo.mercadolibre.com.pe/MPE-436016865-funda-acuatica-telefonos-iphone-5-5s-iphone-6-6s-iphone-7-8-_JM#position=15&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#436016865,NA,NA,NA,NA,NA,Silicona
166, Case Funda Estuche Protector Silicona iPhone 7 iPhone 8 ,39,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ASAUL_11,https://articulo.mercadolibre.com.pe/MPE-436397003-case-funda-estuche-protector-silicona-iphone-7-iphone-8-_JM#position=16&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#436397003,Apple,Roja,NA,NA,NA,NA
167, Funda Case iPhone 6 7 8 Plus Rock Royce Quickstand Genuino ,69,NA,2,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTOREPUNTOPE,https://articulo.mercadolibre.com.pe/MPE-421474548-funda-case-iphone-6-7-8-plus-rock-royce-quickstand-genuino-_JM#position=17&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#421474548,Apple,NA,NA,NA,NA,NA
168, Case Funda Protector Otterbox iPhone 7 8 100% Original ,65,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MVH+STORE,https://articulo.mercadolibre.com.pe/MPE-425755381-case-funda-protector-otterbox-iphone-7-8-100-original-_JM#position=18&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#425755381,Apple,NA,NA,NA,NA,NA
169, Case Funda iPhone 7 8 Galaxy S7 S7 Edge C/. Vidrio Temp ,179,NA,2,97,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-426031057-case-funda-iphone-7-8-galaxy-s7-s7-edge-c-vidrio-temp-_JM#position=19&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#426031057,Apple,NA,NA,NA,NA,NA
170, Funda Case Original Ringke Prism iPhone 7 8 Plus De Usa ,69,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-429706754-funda-case-original-ringke-prism-iphone-7-8-plus-de-usa-_JM#position=20&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#429706754,Apple,NA,NA,Ringke,Prism,NA
171, Funda iPhone 6/6s/7/8 Color Case Protector Carcasa ,55,NA,38,17,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430678717-funda-iphone-66s78-color-case-protector-carcasa-_JM#position=21&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#430678717,Apple,NA,NA,NA,NA,NA
172, Funda iPhone X/8/8plus/7/7plus Gom Case Carcasa Protector ,39,NA,27,7,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430710607-funda-iphone-x88plus77plus-gom-case-carcasa-protector-_JM#position=22&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#430710607,Apple,Roja,NA,NA,NA,NA
173, Apple iPhone 7 iPhone 8 Plus Case Funda Cover Ligero Liviano ,10,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-432665981-apple-iphone-7-iphone-8-plus-case-funda-cover-ligero-liviano-_JM#position=23&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#432665981,Apple,NA,NA,Apple,NA,NA
174, Protector Case Funda iPhone 7/8/plus/x+ Vidrio Original ,59,NA,34,92,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-426433037-protector-case-funda-iphone-78plusx-vidrio-original-_JM#position=24&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,1,0,0,0,0,#426433037,Apple,Roja,NA,NA,NA,NA
175, Case Funda Protector Acuático Iphone 7 / 8 Plus Luphie ,170,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-434915505-case-funda-protector-acuatico-iphone-7-8-plus-luphie-_JM#position=25&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#434915505,NA,NA,NA,NA,NA,NA
176, iPhone 8 Funda Iface Ring Holder Protector Cover Forro Case ,59,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-435716094-iphone-8-funda-iface-ring-holder-protector-cover-forro-case-_JM#position=26&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#435716094,Apple,NA,NA,NA,NA,NA
177, Funda Magnetica Protector Aluminio iPhone 6/ 6s/ 7/8 Nueva ,60,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANALULOZANO,https://articulo.mercadolibre.com.pe/MPE-434211956-funda-magnetica-protector-aluminio-iphone-6-6s-78-nueva-_JM#position=27&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#434211956,Apple,NA,NA,NA,NA,Aluminio
178, Case Funda Conejo Felpa Peludo Lujo Moda iPhone 7 / 8 Plus ,55,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AZTILEYRODRIGUEZ,https://articulo.mercadolibre.com.pe/MPE-436605606-case-funda-conejo-felpa-peludo-lujo-moda-iphone-7-8-plus-_JM#position=28&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#436605606,Apple,NA,NA,NA,NA,NA
179, Case Funda Silicona iPhone 6s/6plus 7/7plus 8s/8plus Sellado ,29,NA,0,200,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LUNA281192,https://articulo.mercadolibre.com.pe/MPE-437276660-case-funda-silicona-iphone-6s6plus-77plus-8s8plus-sellado-_JM#position=29&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#437276660,Apple,NA,NA,NA,Silicone Case,Silicone
180, A1 Protector Funda Estuche Tetris Puzzle iPhone 6 7 8 Plus X ,33,NA,0,999,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ENERGYZONE_MIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-432120110-a1-protector-funda-estuche-tetris-puzzle-iphone-6-7-8-plus-x-_JM#position=30&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#432120110,NA,NA,NA,NA,NA,NA
181, iPhone 8 Plus Apple Funda Robot Armor Case Cover Holster ,69,NA,0,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546901-iphone-8-plus-apple-funda-robot-armor-case-cover-holster-_JM#position=31&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#433546901,Apple,NA,NA,Apple,NA,NA
182, Case Protector Funda Harley Queen iPhone X 7 Y 8 Plus ,39,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SABO520433,https://articulo.mercadolibre.com.pe/MPE-433342636-case-protector-funda-harley-queen-iphone-x-7-y-8-plus-_JM#position=32&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#433342636,Apple,NA,NA,NA,NA,NA
183, Case Funda iPhone 8 / 7 Carcasa C/ Vidrio Temp. C/ Clip Zizo ,160,NA,1,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-426031334-case-funda-iphone-8-7-carcasa-c-vidrio-temp-c-clip-zizo-_JM#position=33&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#426031334,Apple,NA,NA,NA,NA,NA
184, Funda Tpu Transparente iPhone 8 Plus Estuche Silicona Forro ,39,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546806-funda-tpu-transparente-iphone-8-plus-estuche-silicona-forro-_JM#position=34&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#433546806,Apple,NA,NA,NA,NA,NA
185, Funda Case Mate Naked Tough iPhone 6 6s 7 8 + Glass 3d ,79,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-437414604-funda-case-mate-naked-tough-iphone-6-6s-7-8-glass-3d-_JM#position=35&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#437414604,Apple,NA,iphone 6 6s 7 8,Case Mate,Naked Tough One,TPU + PC
186," Protector Funda Case Magnético iPhone 7, 7 Plus, 8, 8 Plus ",45,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ASMOBILEACCESORIES,https://articulo.mercadolibre.com.pe/MPE-435746530-protector-funda-case-magnetico-iphone-7-7-plus-8-8-plus-_JM#position=36&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#435746530,Huawei,NA,NA,NA,NA,NA
187, Funda Case Para iPhone 7 8 Nillkin Textura Metalico Con Tela ,40,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-433666152-funda-case-para-iphone-7-8-nillkin-textura-metalico-con-tela-_JM#position=37&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#433666152,Apple,NA,NA,Nillkin,NA,NA
188," Case Funda Protector Para iPhone 6s, 6, 8 Plus ",35,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GHINEXS,https://articulo.mercadolibre.com.pe/MPE-436930371-case-funda-protector-para-iphone-6s-6-8-plus-_JM#position=38&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#436930371,Apple,Negro,NA,NA,NA,NA
189, Funda Iface Iring Apple iPhone 8 Cover Case Forro Carcasa ,55,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-436062997-funda-iface-iring-apple-iphone-8-cover-case-forro-carcasa-_JM#position=39&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#436062997,Apple,NA,NA,Apple,NA,NA
190, Funda Case Personalizado iPhone X 4 4s 5s Se 6 7 8 Plus ,49,NA,48,52,NA,NA,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.pe/DASTOREPUNTOPE,https://articulo.mercadolibre.com.pe/MPE-421322221-funda-case-personalizado-iphone-x-4-4s-5s-se-6-7-8-plus-_JM#position=40&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,1,0,0,0,0,#421322221,Apple,NA,NA,NA,NA,NA
191, Funda Case Flexible Silicona Gel iPhone 8 Jelly Protector ,25,NA,0,29,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-434074775-funda-case-flexible-silicona-gel-iphone-8-jelly-protector-_JM#position=41&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#434074775,Apple,NA,NA,NA,NA,Silicona
192, Case Funda Protector 360 iPhone 8 - Acrilico + Vidrio ,38,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUAN556,https://articulo.mercadolibre.com.pe/MPE-433685725-case-funda-protector-360-iphone-8-acrilico-vidrio-_JM#position=42&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#433685725,Apple,Negro,NA,NA,NA,Acrílico
193, Funda Robot Armor Apple iPhone 8 Cover Case Forro Carcasa ,59,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-436062991-funda-robot-armor-apple-iphone-8-cover-case-forro-carcasa-_JM#position=43&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#436062991,Apple,NA,NA,Apple,NA,NA
194, Funda Case Protector Militar iPhone 7/8/plus/x C/parante Usa ,169,NA,0,80,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-436678834-funda-case-protector-militar-iphone-78plusx-cparante-usa-_JM#position=44&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#436678834,Apple,NA,NA,NA,NA,NA
195, Funda De Gel Transparente Para iPhone 8 Plus ,20,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SENDS_VICTOR2010,https://articulo.mercadolibre.com.pe/MPE-429368898-funda-de-gel-transparente-para-iphone-8-plus-_JM#position=45&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#429368898,Apple,NA,NA,NA,NA,Gel
196," Funda Case Protector Antigolpes iPhone 7, 8 Plus Con Parante ",35,NA,1,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-429706400-funda-case-protector-antigolpes-iphone-7-8-plus-con-parante-_JM#position=46&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#429706400,Apple,NA,NA,ROCK,Kickstand,NA
197, Protector Bumper Funda Case iPhone 7 / 8 Aluminio + Mica 2.5 ,75,NA,8,16,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-426915198-protector-bumper-funda-case-iphone-7-8-aluminio-mica-25-_JM#position=47&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#426915198,Apple,Dorada,NA,NA,NA,NA
198, Protector Funda Silicona Case iPhone 6 6s 7 8 ,45,NA,1,42,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SANDRAFIORELLAVALDIVIAMANCO,https://articulo.mercadolibre.com.pe/MPE-428927376-protector-funda-silicona-case-iphone-6-6s-7-8-_JM#position=48&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#428927376,Apple,NA,NA,NA,NA,NA
199, Case Funda Para iPhone 7 8 Cover Tpu Marca Baseus Protector ,60,NA,0,30,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-431711700-case-funda-para-iphone-7-8-cover-tpu-marca-baseus-protector-_JM#position=49&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#431711700,Apple,NA,NA,Baseus,NA,NA
200, Protector Funda Silicone Case iPhone X 7 8 Y Plus - Sellado ,50,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SSYST,https://articulo.mercadolibre.com.pe/MPE-427774378-protector-funda-silicone-case-iphone-x-7-8-y-plus-sellado-_JM#position=50&type=item&tracking_id=85479899-1f43-4865-8132-c6771299c455,NA,NA,NA,NA,NA,#427774378,Apple,NA,NA,NA,NA,NA
201, Funda Silicone Case Apple Para iPhone 8/ Ip X Colores Stock! ,49,NA,0,96,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/COMERCIOVIRTUAL+PER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-430007923-funda-silicone-case-apple-para-iphone-8-ip-x-colores-stock-_JM#position=1&type=item&tracking_id=bd80edb6-62d4-42c4-bb50-7ae7228f79ec,NA,NA,NA,NA,NA,#430007923,Apple,NA,NA,Silicone,NA,Silicona
202, Case Funda Protector Acuático Iphone 7 / 8 Luphie ,170,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-434915493-case-funda-protector-acuatico-iphone-7-8-luphie-_JM#position=2&type=item&tracking_id=bd80edb6-62d4-42c4-bb50-7ae7228f79ec,NA,NA,NA,NA,NA,#434915493,NA,NA,NA,NA,NA,NA
203, Funda Case Bmw De Fibra De Carbon iPhone 7 8 6 6s Original ,50,NA,0,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-435680104-funda-case-bmw-de-fibra-de-carbon-iphone-7-8-6-6s-original-_JM#position=3&type=item&tracking_id=bd80edb6-62d4-42c4-bb50-7ae7228f79ec,NA,NA,NA,NA,NA,#435680104,Apple,NA,NA,NA,NA,NA
204, Funda Goospery Flip Tarjetero Apple iPhone 8 Cover Case ,59,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-436062964-funda-goospery-flip-tarjetero-apple-iphone-8-cover-case-_JM#position=4&type=item&tracking_id=bd80edb6-62d4-42c4-bb50-7ae7228f79ec,NA,NA,NA,NA,NA,#436062964,Apple,NA,NA,Apple,NA,NA
205, iPhone 8 Funda Tpu 360 Tacto Cuero Bumper Estuche Forro Case ,49,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-436643263-iphone-8-funda-tpu-360-tacto-cuero-bumper-estuche-forro-case-_JM#position=5&type=item&tracking_id=bd80edb6-62d4-42c4-bb50-7ae7228f79ec,NA,NA,NA,NA,NA,#436643263,Apple,NA,NA,NA,NA,Silicona
206, Cases Al Por Mayor Para Negocio ,15,NA,0,1000,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-436910720-cases-al-por-mayor-para-negocio-_JM?searchVariation=39338100148#position=6&type=item&tracking_id=bd80edb6-62d4-42c4-bb50-7ae7228f79ec,NA,NA,NA,NA,NA,#436910720,Apple,NA,Iphone,Apple,"6 , 7 , 8 , plus , x , xs",Silicona
207, Funda iPhone X/8/8plus/7/7plus Tra Case Carcasa Protector ,39,NA,30,4,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430538284-funda-iphone-x88plus77plus-tra-case-carcasa-protector-_JM#position=7&type=item&tracking_id=bd80edb6-62d4-42c4-bb50-7ae7228f79ec,NA,NA,NA,NA,NA,#430538284,Apple,NA,NA,NA,NA,NA
208, Funda Audio Multifuncional Para Iphone 7/8 & 7/8plus Baseus ,100,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-433232637-funda-audio-multifuncional-para-iphone-78-78plus-baseus-_JM#position=8&type=item&tracking_id=bd80edb6-62d4-42c4-bb50-7ae7228f79ec,NA,NA,NA,NA,NA,#433232637,NA,NA,NA,NA,NA,NA
209," Lensun Nano Estuche Case Funda Para Iphon I7 , I8 Antishock ",65,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOCELENSUNPERU,https://articulo.mercadolibre.com.pe/MPE-435178885-lensun-nano-estuche-case-funda-para-iphon-i7-i8-antishock-_JM#position=9&type=item&tracking_id=bd80edb6-62d4-42c4-bb50-7ae7228f79ec,NA,NA,NA,NA,NA,#435178885,Apple,Negro,NA,NA,NA,Silicona
210, Case Funda Protector Ringke Air Prism Iphone 7/8 & 7/8 Plus ,55,NA,0,13,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-428490199-case-funda-protector-ringke-air-prism-iphone-78-78-plus-_JM#position=10&type=item&tracking_id=bd80edb6-62d4-42c4-bb50-7ae7228f79ec,NA,NA,NA,NA,NA,#428490199,NA,NA,NA,NA,NA,NA
211, Rock Case Funda Protector Origin iPhone 7 / 8 ,40,NA,7,26,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-428788999-rock-case-funda-protector-origin-iphone-7-8-_JM#position=11&type=item&tracking_id=bd80edb6-62d4-42c4-bb50-7ae7228f79ec,NA,NA,NA,NA,NA,#428788999,Apple,NA,NA,NA,NA,NA
212, Funda iPhone 7/8 Dog Case Carcasa Protector ,45,NA,26,3,NA,NA,NA,Envío gratis a todo el país,NA,NA,4,1,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430545186-funda-iphone-78-dog-case-carcasa-protector-_JM#position=12&type=item&tracking_id=bd80edb6-62d4-42c4-bb50-7ae7228f79ec,0,1,0,0,0,#430545186,Apple,NA,NA,NA,NA,NA
213, Funda Mercury iPhone 8 Plus Cover Case Carcasa Estuche ,59,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546951-funda-mercury-iphone-8-plus-cover-case-carcasa-estuche-_JM#position=13&type=item&tracking_id=bd80edb6-62d4-42c4-bb50-7ae7228f79ec,NA,NA,NA,NA,NA,#433546951,Apple,NA,NA,NA,NA,Silicona
