search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Modelo,Marca,Formato
206, Audífono Bluetooth Motorola Pulse Escape ,119,NA,2,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/PRO-ACCESORIOS,https://articulo.mercadolibre.com.pe/MPE-432978696-audifono-bluetooth-motorola-pulse-escape-_JM,12,3,0,0,0,#432978696,Pulse Escape,Motorola,Over-ear
207, Audífonos Inalámbricos Bluetooth/sd/fm Stn-09 ,49,NA,77,57,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,10,http://perfil.mercadolibre.com.pe/LA.CAJA.TECNOL%C3%93GICA,https://articulo.mercadolibre.com.pe/MPE-426815081-audifonos-inalambricos-bluetoothsdfm-stn-09-_JM,8,0,0,1,1,#426815081,NA,NA,NA
208, Audífonos Bluetooth Hands Free iPhone - Android ,89,NA,14,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/TEVEN255,https://articulo.mercadolibre.com.pe/MPE-420489569-audifonos-bluetooth-hands-free-iphone-android-_JM,1,0,0,0,0,#420489569,WEB01,Wireless,Neckband
209, I7s Tws Audifonos Bluetooth ,40,NA,4,17,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BRUNELLA_GIA,https://articulo.mercadolibre.com.pe/MPE-432799628-i7s-tws-audifonos-bluetooth-_JM,NA,NA,NA,NA,NA,#432799628,NA,NA,NA
210, Audifonos Panasonic Hje125 iPhone iPod ,38,NA,2,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSCAR-MANUEL,https://articulo.mercadolibre.com.pe/MPE-433509225-audifonos-panasonic-hje125-iphone-ipod-_JM,NA,NA,NA,NA,NA,#433509225,NA,Panasonic,NA
211, P Audífono Lg Hbs-a100 Tone Active+ Premium Bluetooth 4.2 ,479,NA,2,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-432163318-p-audifono-lg-hbs-a100-tone-active-premium-bluetooth-42-_JM,NA,NA,NA,NA,NA,#432163318,NA,LG,NA
212, Combo Audifonos Bluetooth + Radio Sd Deportivos + Power Bank ,89,NA,1,49,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436677074-combo-audifonos-bluetooth-radio-sd-deportivos-power-bank-_JM,NA,NA,NA,NA,NA,#436677074,NA,NA,NA
213, Audífonos AirPods Bass Hd Sound Compatible Con Repuestos ,109,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-427694039-audifonos-airpods-bass-hd-sound-compatible-con-repuestos-_JM,NA,NA,NA,NA,NA,#427694039,NA,NA,NA
214, Audifono Bluetooth Hotncold ,70,NA,2,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SANDROAMOROS,https://articulo.mercadolibre.com.pe/MPE-432779320-audifono-bluetooth-hotncold-_JM,NA,NA,NA,NA,NA,#432779320,NA,NA,NA
215, Audifonos Bluetoot Samsung Level On Noise Canceling ,390,NA,0,2,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BESTOFFERSPERU,https://articulo.mercadolibre.com.pe/MPE-435178434-audifonos-bluetoot-samsung-level-on-noise-canceling-_JM,NA,NA,NA,NA,NA,#435178434,NA,Samsung,NA
216, Hands Free Audifono Y Receptor Bluetooth 4.1 Estereo 2 En 1 ,40,NA,3,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OFITECHSAC,https://articulo.mercadolibre.com.pe/MPE-426543058-hands-free-audifono-y-receptor-bluetooth-41-estereo-2-en-1-_JM,NA,NA,NA,NA,NA,#426543058,NA,NA,NA
217, Audífonos Bluetooth Soundbuds Slim Anker ,199,NA,11,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANKER+PERU?brandId=144,https://articulo.mercadolibre.com.pe/MPE-434540330-audifonos-bluetooth-soundbuds-slim-anker-_JM,NA,NA,NA,NA,NA,#434540330,NA,Anker,NA
218, Audifono Bluetooth Awei Original Sony Htc Lg Apple Samsung ,79,99,23,27,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-425077250-audifono-bluetooth-awei-original-sony-htc-lg-apple-samsung-_JM,NA,NA,NA,NA,NA,#425077250,NA,NA,NA
219, Audifonos Inalambrico Bluetooth Handsfree Resistente Al Agua ,39,NA,12,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GALY+IMPORT,https://articulo.mercadolibre.com.pe/MPE-428858698-audifonos-inalambrico-bluetooth-handsfree-resistente-al-agua-_JM,NA,NA,NA,NA,NA,#428858698,NA,NA,NA
220, Audífonos Inalámbricos Bluetooth/sd/fm Stn-08 ,59,NA,64,40,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,12,http://perfil.mercadolibre.com.pe/LA.CAJA.TECNOL%C3%93GICA,https://articulo.mercadolibre.com.pe/MPE-426697865-audifonos-inalambricos-bluetoothsdfm-stn-08-_JM,7,4,1,0,0,#426697865,NA,NA,NA
221, Gratis!!! Audífono Skullcandy Push Bluetooth 4.2 Deportivo ,486,NA,1,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-436267674-gratis-audifono-skullcandy-push-bluetooth-42-deportivo-_JM,NA,NA,NA,NA,NA,#436267674,NA,Skullcandy,NA
222," Audifono Bluetooth Handsfree 8 Horas, Original, Envio Gratis ",65,NA,1,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SOLUMATICA+IMPORT,https://articulo.mercadolibre.com.pe/MPE-433428445-audifono-bluetooth-handsfree-8-horas-original-envio-gratis-_JM,NA,NA,NA,NA,NA,#433428445,NA,NA,NA
223, Audifonos Bluetooth Mini 503 Mp3 Fm Llamadas Android Ios Isc ,59,NA,20,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,2,http://perfil.mercadolibre.com.pe/INNOVASYSTEMCORP,https://articulo.mercadolibre.com.pe/MPE-423062036-audifonos-bluetooth-mini-503-mp3-fm-llamadas-android-ios-isc-_JM,1,1,0,0,0,#423062036,ISC,GN,NA
224, Audifonos Bluetooth Skullcandy Inkd Wireless Blanco Sellado ,129,NA,2,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BESTOFFERSPERU,https://articulo.mercadolibre.com.pe/MPE-436422206-audifonos-bluetooth-skullcandy-inkd-wireless-blanco-sellado-_JM,NA,NA,NA,NA,NA,#436422206,INK'D Wireless,Skullcandy,NA
225, Audifonos Bluetooth Mpow Flame Ipx7 A Prueba De Agua ,110,NA,1,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANDREUS+STORE,https://articulo.mercadolibre.com.pe/MPE-435364478-audifonos-bluetooth-mpow-flame-ipx7-a-prueba-de-agua-_JM,NA,NA,NA,NA,NA,#435364478,NA,Mpow,NA
226, Audifonos Mini Motorola Stream Sport Bluetooh Waterproof ,399,NA,1,4,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434098048-audifonos-mini-motorola-stream-sport-bluetooh-waterproof-_JM,NA,NA,NA,NA,NA,#434098048,Stream,Motorola,In-ear
227, Mini Audifonos Bluetooth 4.1 Wireless Invisibles Bt Espia ,22,NA,2,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MARLEMQ1,https://articulo.mercadolibre.com.pe/MPE-435483180-mini-audifonos-bluetooth-41-wireless-invisibles-bt-espia-_JM,NA,NA,NA,NA,NA,#435483180,NA,NA,NA
228, Jbl Charge 3 Bluetooth Acuatico Original Portatil By Harman ,499,589,3,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432338961-jbl-charge-3-bluetooth-acuatico-original-portatil-by-harman-_JM,NA,NA,NA,NA,NA,#432338961,Charge 3,JBL,NA
229," Audífono I12 Tipo AirPods Bluetooth Superior I7, I9, I11 ",159,NA,1,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MILLENIUMIMPORT+PERU,https://articulo.mercadolibre.com.pe/MPE-436534100-audifono-i12-tipo-airpods-bluetooth-superior-i7-i9-i11-_JM,NA,NA,NA,NA,NA,#436534100,NA,NA,NA
230, Mini Auricular Manos Libres Via Bluetooth 4.0 Invisible S530 ,32,NA,75,425,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTACIONES+YUI,https://articulo.mercadolibre.com.pe/MPE-422984056-mini-auricular-manos-libres-via-bluetooth-40-invisible-s530-_JM,NA,NA,NA,NA,NA,#422984056,NA,Samsung,NA
231, Audífonos Bluetooth Imantados ,29,NA,15,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,2,2,http://perfil.mercadolibre.com.pe/LOADING+PC,https://articulo.mercadolibre.com.pe/MPE-429467808-audifonos-bluetooth-imantados-_JM,0,0,0,2,0,#429467808,NA,NA,NA
232, Audífonos Bluetooth AirPods I9s Estuche Carga Amigo Secreto ,59,NA,1,89,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ARAMBURUPEDRO,https://articulo.mercadolibre.com.pe/MPE-434729654-audifonos-bluetooth-airpods-i9s-estuche-carga-amigo-secreto-_JM,NA,NA,NA,NA,NA,#434729654,NA,NA,NA
233, Audifono Wireless Bluetooth Jb950 Stereo Bass - Mp3+sd+fm ,70,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FENIX_IMPORT_PERU,https://articulo.mercadolibre.com.pe/MPE-435517523-audifono-wireless-bluetooth-jb950-stereo-bass-mp3sdfm-_JM,NA,NA,NA,NA,NA,#435517523,NA,NA,NA
234, P Audifono Skullcandy Uproar Bluetooth Wireless Con Micrófon ,139,NA,16,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-424926405-p-audifono-skullcandy-uproar-bluetooth-wireless-con-microfon-_JM,NA,NA,NA,NA,NA,#424926405,Uproar,Skullcandy,Over-ear
235, Audifonos Bluetooth Manos Libre Hbs-730 Negro - Blanco ,19,NA,137,600,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,2.9,8,http://perfil.mercadolibre.com.pe/PRECIO.PE,https://articulo.mercadolibre.com.pe/MPE-421823418-audifonos-bluetooth-manos-libre-hbs-730-negro-blanco-_JM,3,0,0,3,2,#421823418,NA,NA,NA
236, Audífonos Bluetooth Deportivos Tf Card Radio Fm Mp3 Llamadas ,49,NA,2,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SPORTECH+BALHER,https://articulo.mercadolibre.com.pe/MPE-436518668-audifonos-bluetooth-deportivos-tf-card-radio-fm-mp3-llamadas-_JM,NA,NA,NA,NA,NA,#436518668,NA,NA,NA
237, Audífonos Bluetooth Jbl Free 24 Horas Sellado Tienda ,499,NA,1,49,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/APPLEMALLCENTER,https://articulo.mercadolibre.com.pe/MPE-435374134-audifonos-bluetooth-jbl-free-24-horas-sellado-tienda-_JM,NA,NA,NA,NA,NA,#435374134,Free,JBL,NA
238, Audifonos Huawei Honor Am61 Bluetooth Inalámbrico 100% Orig ,125,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,4,http://perfil.mercadolibre.com.pe/ESPINOZAGUISELLA,https://articulo.mercadolibre.com.pe/MPE-436743935-audifonos-huawei-honor-am61-bluetooth-inalambrico-100-orig-_JM,3,0,1,0,0,#436743935,Xsport,Huawei,In-ear
239, Audifonos Huawei Bluetooth Sport Lite Am61 Version Usa ,159,NA,2,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432200221-audifonos-huawei-bluetooth-sport-lite-am61-version-usa-_JM,NA,NA,NA,NA,NA,#432200221,Sport,Huawei,NA
240, Gratis!!! Audífono Motorola Verve Buds 500 Bluetooth Siri ,364,NA,1,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-435474238-gratis-audifono-motorola-verve-buds-500-bluetooth-siri-_JM,NA,NA,NA,NA,NA,#435474238,VerveBuds 500,Motorola,In-ear
241, Mini Audifono Bluetooth S530 Manos Libres Llamadas Y Musica ,32,NA,1,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GUGATIENDA,https://articulo.mercadolibre.com.pe/MPE-428346617-mini-audifono-bluetooth-s530-manos-libres-llamadas-y-musica-_JM,NA,NA,NA,NA,NA,#428346617,NA,NA,NA
242, Audifono Inalambrico Bluetooth Radio Fm Mp3 Microsd Superbas ,99,NA,20,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/CSHOP1,https://articulo.mercadolibre.com.pe/MPE-432220165-audifono-inalambrico-bluetooth-radio-fm-mp3-microsd-superbas-_JM,1,0,0,0,0,#432220165,NA,NA,NA
243, Audifonos Bluetooth Original Handsfree 2019 Samsung Sony Etc ,69,NA,34,8,NA,NA,NA,Envío gratis a todo el país,NA,NA,4.6,5,http://perfil.mercadolibre.com.pe/DADACOOLOFICIAL,https://articulo.mercadolibre.com.pe/MPE-430845004-audifonos-bluetooth-original-handsfree-2019-samsung-sony-etc-_JM,3,2,0,0,0,#430845004,Bt313,Sony,In-ear
244," Mini Audifono Mpow Em1 Bluetooth 4.1+edr, Earbud ",70,NA,1,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FLOYDTEC.,https://articulo.mercadolibre.com.pe/MPE-435214695-mini-audifono-mpow-em1-bluetooth-41edr-earbud-_JM,NA,NA,NA,NA,NA,#435214695,EM1,Mpow,In-ear
245, Audífonos Magnéticos Con Bluetooth ,45,NA,8,11,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/3BFACTORY.COM,https://articulo.mercadolibre.com.pe/MPE-428263158-audifonos-magneticos-con-bluetooth-_JM,NA,NA,NA,NA,NA,#428263158,NA,NA,NA
246, Audifonos Bluetooth I9 Diseño AirPods / Android Y Apple ,84,NA,115,200,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,6,http://perfil.mercadolibre.com.pe/IMPORTACIONES+ARCADE,https://articulo.mercadolibre.com.pe/MPE-431697659-audifonos-bluetooth-i9-diseno-airpods-android-y-apple-_JM,6,0,0,0,0,#431697659,NA,i9,NA
247, Mini Audifonos I9s Plus Bluetooth 5.0 Inalambricos Android ,79,NA,26,74,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REIMERRAMOSURDANETA,https://articulo.mercadolibre.com.pe/MPE-430336098-mini-audifonos-i9s-plus-bluetooth-50-inalambricos-android-_JM,NA,NA,NA,NA,NA,#430336098,NA,Apple,NA
248, Audifonos Bluetooth Skullcandy Inkd Wireless Negro Sellado ,149,NA,1,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CIROXELECTRONIC,https://articulo.mercadolibre.com.pe/MPE-435632447-audifonos-bluetooth-skullcandy-inkd-wireless-negro-sellado-_JM,NA,NA,NA,NA,NA,#435632447,INK'D Wireless,Skullcandy,NA
249, Audífono Bluetooth Iblue Scream S019 Fm Micrófono Sd Blanco ,49,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KOBYINVERSIONESSAC,https://articulo.mercadolibre.com.pe/MPE-434635559-audifono-bluetooth-iblue-scream-s019-fm-microfono-sd-blanco-_JM,NA,NA,NA,NA,NA,#434635559,NA,NA,NA
250, Audifono Bluetooth Deportivo Mp3 Radio Fm ,60,NA,1,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OFITECHSAC,https://articulo.mercadolibre.com.pe/MPE-426037233-audifono-bluetooth-deportivo-mp3-radio-fm-_JM,NA,NA,NA,NA,NA,#426037233,Deportivo,Genérico,Neckband
251, Audifonos Bluetooth Motorola Mini Moto Hint Earbud Original ,279,NA,1,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434109037-audifonos-bluetooth-motorola-mini-moto-hint-earbud-original-_JM,NA,NA,NA,NA,NA,#434109037,NA,Motorola,NA
252, Audifono New Gold Wireless Headset Ps4 / Ps3 / Psvita ,360,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JV-GAMES,https://articulo.mercadolibre.com.pe/MPE-434051504-audifono-new-gold-wireless-headset-ps4-ps3-psvita-_JM,NA,NA,NA,NA,NA,#434051504,CUHYA-0080,Sony,Headset
253," Audifonos, Wireless, Stereo, Ewtto, Headphones, Bluetooth ",64,NA,2,11,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EL+RINCONDELCOCO,https://articulo.mercadolibre.com.pe/MPE-432616335-audifonos-wireless-stereo-ewtto-headphones-bluetooth-_JM,NA,NA,NA,NA,NA,#432616335,NA,Ewtto,NA
254, Pinganillo Mini Audifono Bluetooth Invisible ,170,NA,15,95,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MN+ELECTRONICS,https://articulo.mercadolibre.com.pe/MPE-430044463-pinganillo-mini-audifono-bluetooth-invisible-_JM,NA,NA,NA,NA,NA,#430044463,NA,NA,NA
255, Gratis!!! Audífono Bluetooth Skullcandy Method Wireless ,214,NA,3,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434140999-gratis-audifono-bluetooth-skullcandy-method-wireless-_JM,NA,NA,NA,NA,NA,#434140999,Method Wireless,Skullcandy,NA
256, Audífonos Beats Studio 3 Wireless Bluetooth 2019 Nuevos ,700,NA,6,94,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SONIDOSPER,https://articulo.mercadolibre.com.pe/MPE-436247805-audifonos-beats-studio-3-wireless-bluetooth-2019-nuevos-_JM,NA,NA,NA,NA,NA,#436247805,NA,NA,NA
257, Audífonos Bluetooth K30 ,19,NA,1,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECNO-ACCESORIOS-PERU,https://articulo.mercadolibre.com.pe/MPE-434162038-audifonos-bluetooth-k30-_JM,NA,NA,NA,NA,NA,#434162038,NA,NA,NA
258, Audifonos Deportivos Bluetooth Imantados Halion Rojo Azul ,89,NA,1,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MARKETLINCE,https://articulo.mercadolibre.com.pe/MPE-429563808-audifonos-deportivos-bluetooth-imantados-halion-rojo-azul-_JM,NA,NA,NA,NA,NA,#429563808,ISC,HALION,NA
259," Audífonos Crdc Ep-b4 Deportivos Bluetooth 4.1 Apple, Android ",120,NA,1,4,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ETERNITY-S,https://articulo.mercadolibre.com.pe/MPE-432348895-audifonos-crdc-ep-b4-deportivos-bluetooth-41-apple-android-_JM,NA,NA,NA,NA,NA,#432348895,NA,Apple,NA
260, Motorola Audifono Bluetooth Verve Loop 200 ,129,NA,2,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/PRO-ACCESORIOS,https://articulo.mercadolibre.com.pe/MPE-435586528-motorola-audifono-bluetooth-verve-loop-200-_JM,1,0,0,0,0,#435586528,VerveLoop,Motorola,In-ear
261, Audífonos Inalámbricos Bluetooth/sd/fm S460 ,49,NA,41,40,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.4,5,http://perfil.mercadolibre.com.pe/LA.CAJA.TECNOL%C3%93GICA,https://articulo.mercadolibre.com.pe/MPE-426695911-audifonos-inalambricos-bluetoothsdfm-s460-_JM,2,3,0,0,0,#426695911,NA,NA,NA
262, Audifonos Manos Libres Sports Headset V4.1 | Envío Nacional ,14,NA,2,998,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GOBESIMPORT,https://articulo.mercadolibre.com.pe/MPE-434623102-audifonos-manos-libres-sports-headset-v41-envio-nacional-_JM,NA,NA,NA,NA,NA,#434623102,NA,NA,NA
263, Audifonos Bluetooth Jbl E45bt Microfono Original ,319,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANDREA301000,https://articulo.mercadolibre.com.pe/MPE-434315182-audifonos-bluetooth-jbl-e45bt-microfono-original-_JM,NA,NA,NA,NA,NA,#434315182,E45BT,JBL,NA
264, Gratis!!! Audífono Skullcandy Riff Wireless Bluetooth 4.1 ,284,NA,1,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434530433-gratis-audifono-skullcandy-riff-wireless-bluetooth-41-_JM,NA,NA,NA,NA,NA,#434530433,NA,Skullcandy,NA
265, Mini I9 Audífonos Bluetooth AirPods P/ Android Y Apple ,110,NA,488,197,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,34,http://perfil.mercadolibre.com.pe/IMPORTACIONES+YUI,https://articulo.mercadolibre.com.pe/MPE-430728959-mini-i9-audifonos-bluetooth-airpods-p-android-y-apple-_JM,33,1,0,0,0,#430728959,AirPods,Apple,In-ear
266, Audifonos O Auriculares Inalámbricos Bluetooth ,129,NA,3,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERUMONEDAS7,https://articulo.mercadolibre.com.pe/MPE-428154999-audifonos-o-auriculares-inalambricos-bluetooth-_JM,NA,NA,NA,NA,NA,#428154999,NA,QCY,NA
267, Audifonos Bluetooth Sport Inalambricos Sd Radio ,20,NA,47,11,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,3,http://perfil.mercadolibre.com.pe/CESARDIAZMANRRIQUE,https://articulo.mercadolibre.com.pe/MPE-424129102-audifonos-bluetooth-sport-inalambricos-sd-radio-_JM,2,0,1,0,0,#424129102,NA,NA,NA
268, Audifonos Tws I13 AirPods - Bluetooth V 5.0 - Blanco Oferta! ,140,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MAVE1225614,https://articulo.mercadolibre.com.pe/MPE-436769713-audifonos-tws-i13-airpods-bluetooth-v-50-blanco-oferta-_JM,NA,NA,NA,NA,NA,#436769713,NA,NA,NA
269, Skullcandy Riff Audifonos Wireless Bold Sound Bluetooh ,249,NA,1,29,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436477939-skullcandy-riff-audifonos-wireless-bold-sound-bluetooh-_JM,NA,NA,NA,NA,NA,#436477939,NA,Skullcandy,NA
270, Xiaomi Redmi Airdots Original Bluetooth Auriculares ,109,NA,2,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,36,http://perfil.mercadolibre.com.pe/JORSALCH,https://articulo.mercadolibre.com.pe/MPE-436764897-xiaomi-redmi-airdots-original-bluetooth-auriculares-_JM,26,8,2,0,0,#436764897,AirDots,Xiaomi,In-ear
271, Audífonos Deportivos Bluetooth Gt K4 | Envío Nacional ,25,NA,1,999,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GOBESIMPORT,https://articulo.mercadolibre.com.pe/MPE-434701586-audifonos-deportivos-bluetooth-gt-k4-envio-nacional-_JM,NA,NA,NA,NA,NA,#434701586,NA,NA,NA
272, Audifonos Inalambricos Tws M2+ Con Bluetooth V5.0 ,199,NA,1,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EZ+TECH,https://articulo.mercadolibre.com.pe/MPE-433707732-audifonos-inalambricos-tws-m2-con-bluetooth-v50-_JM,NA,NA,NA,NA,NA,#433707732,NA,NA,NA
273, Audifonos Jbl Endurence Sprint Bluetooth Resistente Al Agua ,190,NA,2,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-435325662-audifonos-jbl-endurence-sprint-bluetooth-resistente-al-agua-_JM,NA,NA,NA,NA,NA,#435325662,SPRINT,JBL,NA
274, Mini 503 Auriculares Bluetooth | Envíos A Nivel Nacional ,31,NA,1,997,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GOBESIMPORT,https://articulo.mercadolibre.com.pe/MPE-434613135-mini-503-auriculares-bluetooth-envios-a-nivel-nacional-_JM,NA,NA,NA,NA,NA,#434613135,NA,NA,NA
275, Audífonos Bluetooth Samsung U Flex Original S9 Note Tienda ,265,NA,1,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-433133073-audifonos-bluetooth-samsung-u-flex-original-s9-note-tienda-_JM,1,0,0,0,0,#433133073,U Flex,Samsung,Neckband
