search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Formato,Modelo alfanumérico
11, Mini Fone De Ouvido S530 4.1 S/ Fio Bluetooth Micro Menor ,26,NA,"
			
				Novo
			
			
				
					 - 
				
				14565
				vendidos
			
		",(154 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 537
		
		 sem juros
		
	

	
		",37,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.4,230,https://perfil.mercadolivre.com.br/NATHCELLDIGITALL,https://produto.mercadolivre.com.br/MLB-920959947-mini-fone-de-ouvido-s530-41-s-fio-bluetooth-micro-menor-_JM,78,42,45,25,40,#920959947,Universal,Primeira,S530,In-ear,Fone Bluetooth S-530 4.0
12, Fone Ouvido Sem Fio Bluetooth 4.1 Celular Micro Sd Fm P2 Mp3 ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				596
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1147
		
		 sem juros
		
	

	
		",47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,276,https://perfil.mercadolivre.com.br/DAPONECOMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=i5lrmCU66PYUwb60muhxQqmA7fH5eZvB9y3rj2FZUk81X0oLbDZdcw8BNIDA%2FKSMtKwTDxlL5%2FYmuqTbimhlnqep29CYNfFx5CsqRgevMMv0QokJfa%2FG4cGeLK7VveXkjUEuYiOWu10UJz6u2%2FvU8DzTuWUTfh7JksNvK38s2MH6bA1az5Jwr6SIpVBeWqF713QKJb3qwK9LbUiczifru7Dl4cLfqXes1tLhh3avuUK3NOEZ5INuixkKuT%2BvdVvjsh2r6CRLXelZ7IoRCOjRpTnZDcq1uiYIhoL3Drcfn1B0k9JiB7QH2l%2Bl7m47rV58AqHcej9hMZHeXJKb6PMQYpJMHrqiQVt8vA62AMxs6Pfsr1Ndqi3pVaWJJ9OCtC%2FYcPaS%2FTQbiDGaozNgXboOWqhihToCybtN7J%2BT%2FUJJNCT1Db8AsnH8F9N6VC1pze91XKfQx%2FHkUHkydI8%2FqAQxvVkhyqDvgCWbuHjMviFem8%2Bgl9d8Qyun%2BPCvU2GMyqHKcBW7%2FHjxyRlOGNVgCx0TR4fJ1TwVUQcbBkij0%2Fl%2FA2s9MaIm6k%2BKRgDnloMEa0Bi%2FMCmVqQWKeEjy2y98aYJv350c5r%2BZ7KXw36CJJhOGt4UJBWTaLNMB9x2z9p%2BpK1k9sLKdiILAKOCmlRe1RQ3CeMtSfEPK5n5Psz0jZ4%2F7lQCceRgHymB5ZeIp0DCIGVRQ7G3GDwaLK2nbqDgJXZyuPi%2FyaOzW9Eu8k49mgajkRip0eMn%2BXUPWPXknnvrPNAc%2FeReLwDRbThfzWYVgTdAVuh9CPPXuRsMOz74ei5ldcmAwWKArELo6wD5zJa4G6Fpoa%2FeQ%2FR1v66Wzz2jwstI7QQJui0zhzRz8NMMMIbOtHHGGjL1Gwcepli2Cp%2FOx2UHgt1uqedJQmz7WWDlMFinFFyNy7wSoukD3JSc7nx6TIccrBpt3ANDuzMpifZ8yStdjXeROLeJobx4R9QBhbTAwTKQc4xRKlMC4Tlbg%2BNk7DIVLCezvF7S2bbEB64MLt4JJ%2FvHWoDybyvz7e49GM6oZC8FsfIs5wV1z42oPwqg7g20YvEKNoqBNImNko%2B07OaT5QnBIsHQKWxR8ZONOM4mdZ1Dcita96NxdQ4csGglfodDC0dGwA%2FoJAaFxs7xizQ%2FldEM6Pro5sQhySEHSDNajcGRXcdoHGACDY6ZT%2FLcyAcNdlxuVxWv8biz9F5c8DLpusowFfiHsCj%2B5nf5mhXD52XM0Gmh5f9Cmd6ImUa3lacsUd18ZDvsftV5GnHDE68zgPQGBCwTMc%2FpOMmAzsfhW%2FpuG3jKvp%2FTjxQXSgMdxujmT82vk%2Bq1Ilvixr2Km67%2Fl2IzO6J5OYJpRVbKto4OAQbiJfLlSmyn31HAzgAuZiNrYyPIWDrSf6k3rA3E9lKXE4u4YmyMPWhznQ8RK9DdrtEssTM4qbShidPFb8WSbTos8%2Bytlv%2BBpiaIcU847KWWTuTCPgF95SzVpvKxG%2F34v42OMxvmwinaX%2FeOkfLZeXL0HAZ8yG5BuzO7NPXLL0sBvanaPTZ9Q86GB5568cB3bO0Gf%2FXwbzc0hKq7JP2rdOiNPCofzUjo7un17R%2BrpH6bRLKHKBGZj%2BNoTHTHPeGO5%2BZpXUC9t49suIiAog%3D%3D,221,37,10,3,5,#1242202328,QCY,Fone Bluetooth,T1 TWS,Ear-Buds,TWS
13, Fone De Ouvido Jbl Reflect Mini Bt 2 Bluetooth Sport Preto ,36,NA,"
			
				Novo
			
			
				
					 - 
				
				7350
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 684
		
		 sem juros
		
	

	
		",84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,339,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://produto.mercadolivre.com.br/MLB-1169578355-fone-ouvido-bluetooth-sem-fio-chamada-micro-sd-fm-p2-mp3-b05-_JM,303,20,10,0,6,#1169578355,B05 Over-Ear,Bluetooth,B05,Over-ear,B05 Over-Ear
14, Fone De Ouvido Duplo Sem Fio Bluetooth 5.0 Qcy Qs1 Promoção ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				1649
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 738
		
		 sem juros
		
	

	
		",38,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,90,https://perfil.mercadolivre.com.br/DNR+PARTS,https://produto.mercadolivre.com.br/MLB-728555287-fone-de-ouvido-headphone-bluetooth-stereo-usb-radio-fm-_JM,61,22,7,0,0,#728555287,Universal,Fone Bluetooth,Bluetooth,Over-ear,4.1
15, Fone De Ouvido Sem Fio Bluetooth Universal Stereo Lc-100 ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				4188
				vendidos
			
		",(17 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 658
		
		 sem juros
		
	

	
		",58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,176,https://perfil.mercadolivre.com.br/SUEDVENDAS,https://produto.mercadolivre.com.br/MLB-687286154-fone-de-ouvido-sem-fio-bluetooth-41-esportivo-stereo-sport-_JM,92,46,25,6,7,#687286154,Universal,Fone Bluetooth Sem Fio,BH-503,Over-ear,3.0
16, Mini Fone Ouvido Lc100 Bluetooth 4.1 Sem Fio Micro Meno ,60,NA,"
			
				Novo
			
			
				
					 - 
				
				1761
				vendidos
			
		",(769 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 582
		
		 sem juros
		
	

	
		",82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2308,https://perfil.mercadolivre.com.br/HERMAN+SHOPPING,https://produto.mercadolivre.com.br/MLB-1201625201-headset-fone-bluetooth-jb950-everest-super-bass-p2-_JM,1659,389,141,49,68,#1201625201,JBL,Everest Series,Everest Series JB 950,Over-ear,950
17, Fone De Ouvido Bluetooth Orelha De Gato Com Led Celular P2 ,37,NA,"
			
				Novo
			
			
				
					 - 
				
				2164
				vendidos
			
		",(47 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 694
		
		 sem juros
		
	

	
		",94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,67,https://perfil.mercadolivre.com.br/ACCESSORY+WORD,https://produto.mercadolivre.com.br/MLB-969414631-mini-fone-ouvido-lc100-bluetooth-41-sem-fio-micro-meno-_JM,45,8,3,4,7,#969414631,Universal,Importado,LC-100,Over-ear,NA
18, Fone Ouvido Sem Fio Bluetooth Stereo Universal Mini Bh-503 ,36,NA,"
			
				Novo
			
			
				
					 - 
				
				3152
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 684
		
		 sem juros
		
	

	
		",84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,190,https://perfil.mercadolivre.com.br/TROPARDI+ELETRO,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=R3dW1besPyNaW2xTrXE2m9qrrsokClQxFs7D5t0R5jGKClbGVuEMdBl4Fj0ZsPYQ%2B%2Bq2346k2Ip25J%2Bt68Znxu4yzarOJmoa3h8C31CxrjX9id3fe4Mh7ADjmkQ2XbklNBrHkeZiEIaN%2BJ56ySOqeWHTJZY4oytjbc6Q7fNNfl5fYj%2FJEm9owN4QfmXA4v%2FWlo21zNFJMBoQNcZcQCnVtBgxSeCQy1CqBvTd2%2BpSYLf57yjf%2FZQevMcpzE1AphBhKSOhidmIDjWRqlyTJ9NddiVQdsjYHPD0VfjxEdK4tWvmBzJNjeKEIdGM%2B4dbhJy5eJSRih6XKV7SCxS%2BjFYRboW3dC599etYIUs6AiOlX8MwXhFjubKs0mXvyqnHcmcFvUdAeJyoRihsebyta9DqK44LCM3aYZuU5C5Fq3uC4hxE%2FQs%2BZMSXH9tEiD%2BwTAiadeyfwhOCnlNkz1WrTcovrgAvjN0dN5aMELI7JvSDXTQvdy8wYKGMvDiDDbTleola%2B9wZGBMO%2FMo5hUqBkohQYwtQen5b4Tbay%2FzdL3vqQY%2FzIChqDVdTztneIBJZ6MMEIPCuknn2RPgeu7kXvDtar6JsWYdgaaKI3HP6A%2FAa%2B7swjb38FCoObXGMmvLxpsya%2BrPdfdWdGlz23%2BG9HxekiCHQX2haUEBLhZeQdDq2Go5dkh%2FpugiCncbCIsr9WoykBHC%2Byq%2B8LWUalpNv6lAWlxt0A8yUU0J3%2FYRdgb0D31%2FL6ZuPz7oC5R5boEvap54PhsBg%2FQNyiUmnPpxR1rmQfRGJm2XutCRDzYC6casjns4mgPVZBwBJNJDr%2B171hVjXePBkbbF%2BECc71KMQnODtdPhqeL5vTYwQ0%2FVjLI4BnEcqUy92MsvcSPmOWil51IhU%2Bwpvrym5Mf6Lnk6jC1jVw7s3%2BlIzuCvSMyuREkYHn0wrugJS0oEIStZo9OIB2VOllFzhBoLs8nRe0AILydlbmn6k4G7FdlgMlC2svQVEn56Tc7aRB4oy6EsCN1Lr5czooQMZdrwDu7q2PAi225a8qjWiNS%2B2fusGtfUeIG2f2r49iLdxSHqQSCejQbturn33SVuhDC5W3Gc7dVlkPkoAq%2Bg%2BoytTcJjclzDH6w8IUsi4SxvkEC5VQdYn3JRNgf3qAHIT6pRqIdcjJ%2Bo1nW3zb03t6%2BfLmxnlQAFna%2FzWR8KNzE2PryZwvmnEkJ90AfM%2FBnlKTgqjP6JThqX4nsXh6WzRnHmRKHJGWrH4bfLCX5BktAb1UZroUkkTUfC%2BLOOoQh5%2F1t6%2BliWf7Z71ZId7tS4mUGdo5OokwR7%2BuJZVcMD0rF4M7bXPoXi8npTF52Q9VShRYsML%2BPJhJccwU%2FPS1fyOCT86pzGQetXZp%2BZG3ILTRwi%2Flc65FLuvwpAOVYLvdvFnySndqhEn3WBE8CVH1i7qspb9ki1FgZTqPMtb2qhPCgBXH%2BWzMY%2BlVAFnAGDTuhHTDpqnpy2ybvXPX0WZU7Q65GIGusBp0ZPMnEDVIHq8nInHFOmk4Sqy36u9%2BgboTV3%2FDgLn0w4%2FAl25q%2FkhYicoqlUOfXiJRFSruZPTQGJIgtvU7y8Du9G%2B9KDpJdZH3xsF%2BYV%2BUO%2BX6Q52xbcbD2EntXpLinEFkHPn5PdU,170,12,6,0,2,#1183090499,NA,Bluetooth,B-05,Over-ear,B-05
19, Fone De Ouvido Headphone S Fio Micro Sd Usb Fm Bluetooth P15 ,115,NA,"
			
				Novo
			
			
				
					 - 
				
				1453
				vendidos
			
		",(868 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 962
		
		 sem juros
		
	

	
		",62,NA,NA,NA,NA,4.4,9,https://perfil.mercadolivre.com.br/MILAIBR,https://produto.mercadolivre.com.br/MLB-1241292892-fone-de-ouvido-bluetooth-xiaomi-redmi-airdots-original-_JM,7,0,1,1,0,#1241292892,Xiaomi,NA,TWSEJ04LS,NA,NA
20, Fone De Ouvido Sem Fio Bluetooth 5.0 Qcy Qs1 T1 Tws Promoção ,27,NA,"
			
				Novo
			
			
				
					 - 
				
				1756
				vendidos
			
		",(663 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 558
		
		 sem juros
		
	

	
		",58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,36,https://perfil.mercadolivre.com.br/SHOPEX.,https://produto.mercadolivre.com.br/MLB-1202718769-fone-de-ouvido-iphone-7-plus-8-8-plus-x-xs-max-xr-bluetooth-_JM,25,5,4,0,2,#1202718769,Apple,EarPods,EarPods,In-Ear e bluetooth,Todos
21, Qcy Qs1 T1c T1 Fone De Ouvido Tws Sem Fio Bluetooth + Case ,60,NA,"
			
				Novo
			
			
				
					 - 
				
				3325
				vendidos
			
		",(698 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 500
		
		 sem juros
		
	

	
		",00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2308,https://perfil.mercadolivre.com.br/MARKGABRIELMOREIRALOPES,https://produto.mercadolivre.com.br/MLB-1233866312-fone-de-ouvido-bluetooth-jb950-sem-fio-carto-sd-radio-fm-_JM,1659,389,141,49,68,#1233866312,JBL,Everest Series,JB950,Over-ear,950
22, Fone De Ouvido Duplo Sem Fio Bluetooth 5.0 Qcy Qs1 Promoção ,152,NA,"
			
				Novo
			
			
				
					 - 
				
				959
				vendidos
			
		",(417 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1462
		
		 sem juros
		
	

	
		",62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,56,https://perfil.mercadolivre.com.br/TECHWEB-STORE,https://produto.mercadolivre.com.br/MLB-1184388935-fone-de-ouvido-duplo-sem-fio-bluetooth-50-qcy-qs1-promoco-_JM,42,9,4,0,1,#1184388935,QCY XIAOMI,Fone Bluetooth Sem Fio,QS1 - NOVA VERSÃO,COMPACTO E ANATÔMICO,QCY QS1
23, Fone De Ouvido Headphone Sem Fio Micro Sd Usb Fm Bluetooth ,44,NA,"
			
				Novo
			
			
				
					 - 
				
				3805
				vendidos
			
		",(79 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 745
		
		 sem juros
		
	

	
		",45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,66,https://perfil.mercadolivre.com.br/NATHCELLDIGITALL,https://produto.mercadolivre.com.br/MLB-920966446-fone-de-ouvido-bluetooth-41-bateria-dura-20-horas-de-musica-_JM,47,14,1,1,3,#920966446,Universal,Primeira,Marca JWCOM Modelo H30,In-ear,4.1 + EDR
24, Fone De Ouvido Bluetooth Sem Fio Super Bass + P2 + Usb ,25,31,"
			
				Novo
			
			
				
					 - 
				
				1256
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 560
		
		 sem juros
		
	

	
		",60,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,80,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1234865706-fone-ouvido-bluetooth-41-sem-fio-esportivo-corrida-chamadas-_JM,64,6,8,2,0,#1234865706,Universal,Bluetooth,Esportivo,In-ear,BT-1
25, Fone Ouvido Boas Headset Bluetooth Universal Celular Lc777 ,36,NA,"
			
				Novo
			
			
				
					 - 
				
				1702
				vendidos
			
		",(445 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 684
		
		 sem juros
		
	

	
		",84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,52,https://perfil.mercadolivre.com.br/ELLECTRO.COM.BR,https://produto.mercadolivre.com.br/MLB-1184173314-headset-b-05-b-05-fone-de-ouvido-bluetooth-sem-fio-sd-fm-p2-_JM,45,6,1,0,0,#1184173314,JBL,B-05,B-05,Over-ear,B-05
26, Fone Ouvido Boas Bluetooth Universal Smartphone Lc777 ,99,122,"
			
			
				
				1019
				vendidos
			
		",(355 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 826
		
		 sem juros
		
	

	
		",26,NA,NA,NA,NA,4.4,29,https://perfil.mercadolivre.com.br/TOPDEALSBR?brandId=2069,https://produto.mercadolivre.com.br/MLB-1183592949-fone-de-ouvido-bluetooth-earbuds-tws-50-_JM,21,4,1,1,2,#1183592949,TWS,NA,Bluetooth 5.0,NA,NA
27, Fone De Ouvido Jbl E25 Bt Bluetooth E25bt Preto Microfone ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				1341
				vendidos
			
		",(385 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 923
		
		 sem juros
		
	

	
		",23,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.5,56,https://perfil.mercadolivre.com.br/MOBILETECHRJ,https://produto.mercadolivre.com.br/MLB-1223803179-fone-ouvido-sem-fio-i7s-tws-bluetooth-airpods-ios-android-_JM,23,12,5,1,15,#1223803179,Universal,Airpod Bluetooth,Airpods i7S TWS,In-ear,i7S TWS
28, Fone De Ouvido Esportivo Sem Fio Bluetooth Estéreo Bh-503 ,248,NA,"
			
				Novo
			
			
				
					 - 
				
				316
				vendidos
			
		",(35 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2067
		
		 sem juros
		
	

	
		",67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,326,https://perfil.mercadolivre.com.br/TECHMAISMUSIC,https://produto.mercadolivre.com.br/MLB-889860521-fone-jbl-t500bt-bluetooth-t500-bt-novo-2019-substitui-t450bt-_JM,275,43,4,0,3,#889860521,JBL,JBL T500BT TUNE 500BT,JBL T500BT TUNE 500BT,Over-ear,NA
