search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de cabezales,Cantidad de cabezales,Sistema de afeitado,Tipo de alimentación,Tiempo de funcionamiento,Tiempo de carga,Peso
11, Rasuradora Recargable 3 Cabezas Independientes Bsk-8900 ,329,NA,"
			
			
				
				107
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1828
		
		 sin intereses
		
	

	
		",28,NA,Envío a todo el país,NA,NA,3.4,5,https://perfil.mercadolibre.com.mx/TIMCOWEB?brandId=1277,https://articulo.mercadolibre.com.mx/MLM-601445999-rasuradora-recargable-3-cabezas-independientes-bsk-8900-_JM,2,1,0,1,1,#601445999,Timco,NA,BSK-8900,Giratorios,3,Rotativo,Recargable,35,8 h,NA
12, Rasuradora Cortadora Barba Bigote Remington Maquina ,549,NA,"
			
			
				
				412
				vendidos
			
		",(15 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3050
		
		 sin intereses
		
	

	
		",50,NA,Llega gratis el viernes,NA,NA,4.7,89,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-658376737-rasuradora-cortadora-barba-bigote-remington-maquina-_JM,66,17,4,1,0,#658376737,Remington,Remington,PG6025 (110) F,Giratorios,5,Láminas,Eléctrica,65 MINUTOS,4 h,NA
13, Rasuradora Multi-usos 8 En 1 Timco X-48 ,288,NA,"
			
			
				
				72
				vendidos
			
		",(15 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1600
		
		 sin intereses
		
	

	
		",00,NA,Envío a todo el país,NA,NA,4.0,4,https://perfil.mercadolibre.com.mx/TIMCOWEB?brandId=1277,https://articulo.mercadolibre.com.mx/MLM-601445913-rasuradora-multi-usos-8-en-1-timco-x-48-_JM,3,0,0,0,1,#601445913,Timco,NA,X-48,Removibles,1,Rotativo,Eléctrica,NA,NA,NA
14, Maquina Afeitadora Delineadora Eléctrica Star Wars Norelco ,799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				40
				vendidos
			
		",(12 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 4439
		
		 sin intereses
		
	

	
		",39,NA,Llega gratis mañana,NA,NA,5.0,2,https://perfil.mercadolibre.com.mx/TEKLIFE,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=0c1o9KUOkpwtjcgvk8Lp4uRsV68bNeyq1ip6ULqgAUeGpFiI6AN034aK9RbZluqqr%2FWHG6eaXXfjmQHf2qPbB6HYtpyYrr0QAmz0ROwaIT5j7uylpovkWXELpM1B9pMNBk3aE9Nzk3tMVwewZdMQSjV9uR21LxYM4%2Fkl0zfTSMzCo2ZTBDUjtHy8lfwhe%2FFrAZz5fzgkdCrRllBeL5GAC4fcHD2zQ27ooXUt3Qm7KkmeNIpXMSWeMXEwmAa7gWXs1BBEXxvUy0FvS8CJhUBP0Gf8H7oIuYqRZH%2F44dBsFIi0i1zfIvJdXhfTnm122ayV5sVER2B%2F1xfcGWwV59Kc00QW2AJvjerFrn85EUIovKqfVgsjpUomRC3N%2BTi8VqPWa3iTEL72Mhr5YKTO9yXR2tgLZXsC24G2Q9Htx7VzKQoKclCb8aZ9VjoccjV0CTBGfH4z76y3qpnVmWPUKpyxvsALF6vjUBaXMt%2FMJHDf5nhWQC8Yilmrmoljc8wr7ze8BOIFxuzzjgWsqqBJ5OkN06p8Zm7b3ogIYebbTc5%2F5j4a5o9aZ%2Fry9frf%2BzQsETW7uRrYh1Gr6os%2F1vTqZkD1qDpqVAJpqyMbgQE2oytwtbgp6rOYGUzJlZTb%2BbxjxFy8eXll2RxXllJfDfqsUtikR7CFnmExqkS21k5MIXvEVj%2FUXjLcRH4GCWEVPYKBBhKaHji%2BaF2gYEteCX8ffQK0y2dEKO5TvQKSGss9nlikfU9pWYaGPuB9XjQgbPKhLFz%2B%2FMN5lcjKQM1iSl7lUrlKS2UKtTLM2RIogC4vd1ys8U4jVHDNlm%2Fy5Y7mgJ4P%2B%2BFhw0enk1twBNZnv%2BbKz1rVFA0zOrsd38JJSmKN88%2B1Esujm7%2FA0l%2FkntCE5SwPQHdAlADwSM%2ByG6c7X5vfR3Y8CXe6zttnxS5P%2FJ8lVQTg5AXmX4kUhafyhOjF%2FM%2BZcMXnrXqNLukd%2F6taKVSWg8j%2FwyUF2j8BucXHb6WTzVl%2FE9JPi1xwDaQGpKhWnt82uygtsJnp3jf6AG9JB7M86ed1wpCrlg4nh5EldkHEx7LAdXpH4IgPyu%2BLCcTxcUMQGJBSEzI0DQLEiVB%2FynVHIvZ8Y0UXLU%2BTjC2SpjqGGm5uO0KhMzEY90lRkgxXHVL5GhQQiYeSP8M7YU7c%2FitNTegmcgF1R8zaVZCHnzgtcXgyTOBAHomZVT0rFH7%2BF1QjVn6V1WhKs0XRPl0pokdAYxDPnHhKADqg4jlriKCOunO0UWVBk5Ko1Ksopzq%2BzvmITSyTkApDMo5hhrl6ms9cKwW2gUB8Yelc82yp3hk25DhbMMGlJ%2F1Ml%2FkwPbjLpbr%2FXpFWlKrXovgx0J0SZEKSJz67dexHI2cfLRFR%2FuXBZ%2B3NvTrj5ZYSzETaDMFuajGvkgrElC9bT2JMtN8URDg26%2FA9PreIvBVhTNsezMMaMgVWnBq05UKZqdPCL2gpdRVVNNA9CIUpUCyYlJZZHNf9Kh059WMKDMRojneYfI3y4SQpaVqmLbQaqst1C9wCHy86ZNqdaNUna09H3KL4QyYl%2BL%2FpaCtk3DnQPO5flsb%2FuDWrAj1%2FGuwv1bBH6QDD0jNCj%2BD9CwCiK0iRmh%2B7et6xBTQ66AAZi3DLaQ06HbTi5dSnhkWE2OBR52UnfroQwnIhDAxqZsiQU5LAr2iKlx7YfiN7G6%2Bef2s3TfAxIdaHK%2BFyQdDb%2FLB7J%2FxBRSAtxBGTfj582sLEdGE1gSyoUojX9ttFW83KlzpCjnBPqpntvx1qoSmadiWAc82JDBWVo8FxBC67e3cItKSxGFwxjnfXYZLE%2BsuACWK%2BsPg9XR%2BqG8hhWXCy8LQ%3D,NA,NA,NA,NA,NA,#666052072,Philips,Norelco,Star Wars,Flexibles,NA,NA,Eléctrica,40 Minutos,NA,NA
15, Philips Norelco Maquina Barba Nariz Y Oídos Envío Gratuito ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				286
				vendidos
			
		",(9 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3328
		
		 sin intereses
		
	

	
		",28,NA,Llega gratis mañana,NA,NA,5.0,20,https://perfil.mercadolibre.com.mx/MANIX_ELECTRONICS,https://articulo.mercadolibre.com.mx/MLM-601194044-philips-norelco-maquina-barba-nariz-y-oidos-envio-gratuito-_JM,19,1,0,0,0,#601194044,Philips,Philips,Multigroom 3000,Removibles,3,Lift&Cut,Recargable,60 ms,0 años,NA
16, Maquina Rasuradora 3 Cabezas Independientes Recargable ,299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				31
				vendidos
			
		",(39 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1661
		
		 sin intereses
		
	

	
		",61,NA,Llega gratis el viernes,NA,NA,4.0,1,https://perfil.mercadolibre.com.mx/ANDROMEDA+INC,https://articulo.mercadolibre.com.mx/MLM-685703499-maquina-rasuradora-3-cabezas-independientes-recargable-_JM,NA,NA,NA,NA,NA,#685703499,Health Essentials,Caballero,32936,Giratorios,NA,NA,Recargable,NA,NA,NA
17, Rasuradora Electrica Remington Cortadora Cabello Vello 9pzas ,549,790,"
			
			
				
				943
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 5424
		
		 sin intereses
		
	

	
		",24,NA,Envío gratis a todo el país,NA,NA,4.5,44,https://perfil.mercadolibre.com.mx/MERCADAZOOFICIALES?brandId=880,https://articulo.mercadolibre.com.mx/MLM-612753157-rasuradora-electrica-remington-cortadora-cabello-vello-9pzas-_JM,32,8,0,2,2,#612753157,Remington,REMINGTON,PG6020B (110) F,"Cortador para detalles, Peine con 8 ajustes, 3 peines para barba, Cortador curvo, Cortador de vellos nariz y orejas, Mini afeitadora, Base de Almacenaje",4,Láminas,Eléctrica,50 MINUTOS,4 h,386 g
18, Rasuradora Cortadora Barba Bigote Remington Maquina ,549,NA,"
			
				Nuevo
			
			
				
					 - 
				
				45
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3050
		
		 sin intereses
		
	

	
		",50,NA,Llega gratis mañana,NA,NA,4.7,89,https://perfil.mercadolibre.com.mx/VADOSADEV,https://articulo.mercadolibre.com.mx/MLM-658398810-rasuradora-cortadora-barba-bigote-remington-maquina-_JM,66,17,4,1,0,#658398810,Remington,Remington,PG6025 (110) F,Giratorios,5,Láminas,Eléctrica,65 MINUTOS,4 h,NA
19, Rasuradora Afeitadora Wahl Recargable All In One 14pzs Nueva ,349,NA,"
			
				Nuevo
			
			
				
					 - 
				
				108
				vendidos
			
		",(189 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1939
		
		 sin intereses
		
	

	
		",39,NA,Envío a todo el país,NA,NA,4.7,3,https://perfil.mercadolibre.com.mx/ELECTRONICS.MEXICO,https://articulo.mercadolibre.com.mx/MLM-666698396-rasuradora-afeitadora-wahl-recargable-all-in-one-14pzs-nueva-_JM,2,1,0,0,0,#666698396,Wahl,all in one,9685-200,Nariz y Oído Trimmer,NA,NA,Recargable,80 m,NA,NA
20, Rasuradora Wahl 5 Star Shaver ,"1,279",NA,"
			
				Nuevo
			
			
				
					 - 
				
				130
				vendidos
			
		",(17 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 7106
		
		 sin intereses
		
	

	
		",06,NA,Envío gratis a todo el país,NA,NA,5.0,2,https://perfil.mercadolibre.com.mx/SALAG+M%C3%89XICO,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=iunVokd6D%2BCyZG88xx3JA1GnMmufv1yI3bZOUKdTwt2%2B%2BJT5WAGtvmq9S5ife8HlWE1CWlzyHKTHGswNtcjDRGQ73b7yXnud%2B1LzrjEZKWvKNETQbaIykrFekjs7y6iQ%2BqIJ8Xs2ET7AvaNFpx3GCb%2FRX5gY5Ouz9OOqGu50qETxwo8T2mm%2FgwUw33qeNF3m7SfjIxNjkFtZAMx8aSOeFgT1JCq%2B6wC5Un7OEwd4BSnHi8tDXSuH2E%2FHstXGlZwGdPQWwwbTPFcgZvcseOxdT92cCN%2B%2FVyDtUzJjb9ZLQBKKa8FcAsC8JIiKSuZa1IkcbkA8bjDC3bdHBwfFg3Ik7f%2FEa4Bvi4GASEIiyz3R1s9q%2BlAo5nNhvf7uXj%2F8CsQo8GuYUzmqmlezaYvy%2F95Nr3pDQ%2B1jr75t2NpqLM0aS67fenfBXMaL9OsqYvZRtm2X1qoCCNaK2sR8ryXanudRypVU6UInOEhHTTa43IsxsSg9nQAh%2FZ3wnh8AMFz99o08vYb3JIHseSnVP8MmjxUUcmGJoUL2omRXZwKof1nh1Jydp6eDDdmBrdK8GrxnunrdsiRMrechCsmCM876Hs2YRaFCRZQbenlpvKES88E3crOrN8IIoGR5aOqfpvnwfgDM%2Ft5WzAta1fIUWf0u2ESaN51ilXFtlMZTjxtoy0InvrAJuICgBNEpj2KtHgdcb53B3x0aMzG1GNeitCWLLQGJX3WJiqPr4GOwVN2lDhv0GkS%2BdvIsD0%2BndJ1TWzZJ53%2F%2F5OLr25n7BLz8gSk61ivhzUjD%2Bb%2F60TzpMUB3OdIwUrcYb7dj0CgLWzHgHeS%2B%2F0qRC6rrsVPpIeflIHFEyEjDHD6X3D7I8531a6YEWfhOhFl0MBv5JeCvdlBMvRgQJPVoRspoSBedwXnav9GG3g1%2FqFGzEECYhU0n%2FlxvT8oaIh9x5l7x9nklNowRcEQAdiQJmuiV7vPxyqrWq9VuqXRWQoNK%2BUPcE03nI9IdrYjQXZ8B7Ymm5qgWWnYinku%2F5kwKo7OMimDoBJUOsXxrPj2nRKuuj5yivee4UgKeoP99xqWEoRvDd47A%2FFoY3dNzyPivs3tvYBxHCUJmyFkGUh2okr%2BXP36dvnKAlmt1LADzIPrbZz7YdoY7b91Sv5od8LfBCPa0Q%2BJWKeSN%2Ful0q70qGhKvqudEBxuv1GDsKVx1ICnO27pZbXGG1GWUwY8obZDF8d8jZAWaJu%2F1t0s8RFMjlQUN2RUYztLwhAfzge0EA%2BvZAofHUxMQ6ZX6EOzjUTKTDxO7gITNi4DDjdN%2BRBV1X9gt%2BSkwYYWh9r%2FovDnV0i2yDkOfBZ9I2fL2K8kzDal8pXIu5gvmkoBVzpPtqvN19G9y%2BiQ5Eu7ViMgMKguKAe6BWOKTJMca7b46SdC6DoKr0hEJG0%2B4tsLrmgkqdVheGxxt6WcAs%2BNQlEBi9HrYHPbZZpa8K8QtHGpAL3mIqxvgR8JHh2Wm%2B3%2Bfo%2Bf2%2FxXP6zOAyRqkM7VSO1wTv0Q2ppYjlX5ekIIWUpCUuZKi%2FvsMFHlVQhWOKJch8s1mpFJ80kD5w8Sv%2FNAf%2BEXV%2F6NywCqB9a1R6LWjK9S8xkF0YFrCpqDqjaX3dP4Dd6Hk4508nsOKnnzKjsG4I%2FpNg5Pm9iKjsFJh8XnPi1pPA74A9maVquCmAL0gyT9vZA7i8F3jZJqICsnrFqIzcpLrB2theM7i8GegP%2Bt7MKSQ0%2F5hkk48%2BucPhoIVGxsUa%2BjY09SKf8xvVOY4aPETD14ksJwFjSrvGenvvkOiaMafGQ9ka%2BVWx%2FqpdCGb,NA,NA,NA,NA,NA,#643641170,Wahl,5-Star,Shaver,Removibles,1,Rotativo,Recargable,3 HORAS,50 m,NA
21, Micro Rasuradora Maquina Barba ,149,NA,"
			
				Nuevo
			
			
				
					 - 
				
				98
				vendidos
			
		",(11 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 828
		
		 sin intereses
		
	

	
		",28,NA,Llega gratis el viernes,NA,NA,2.7,3,https://perfil.mercadolibre.com.mx/MALU8988452,https://articulo.mercadolibre.com.mx/MLM-664802590-micro-rasuradora-maquina-barba-_JM,1,0,0,1,1,#664802590,universl,barba,micro rasuradora,Planos,NA,NA,Eléctrica,electrico,NA,64 g
22, Rasuradora Philips Norelco Mg3750 13pz Recargable Litio 60mn ,599,NA,"
			
			
				
				1651
				vendidos
			
		",(80 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 5918
		
		 sin intereses
		
	

	
		",18,NA,Llega gratis mañana,NA,NA,4.9,98,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-581331744-rasuradora-philips-norelco-mg3750-13pz-recargable-litio-60mn-_JM,90,6,2,0,0,#581331744,Philips,Multigroom 3000,MG3750/60,Removible,3,Láminas,Recargable,60 m,NA,NA
23, Afeitadora Profoil Andis Lithium Titanium Foil Shaver Recarg ,"1,449",NA,"
			
			
				
				667
				vendidos
			
		",(65 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 8050
		
		 sin intereses
		
	

	
		",50,NA,Llega gratis mañana,NA,NA,4.9,24,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-551340932-afeitadora-profoil-andis-lithium-titanium-foil-shaver-recarg-_JM,21,3,0,0,0,#551340932,Andis,Profesional,Profoil Shaver,Planos,1,Láminas,Recargable,90 m,1 s,NA
24, Rasuradora Remington Recargable Viaje Afeita Dual Flex R95 F ,569,NA,"
			
				Nuevo
			
			
				
					 - 
				
				39
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 5621
		
		 sin intereses
		
	

	
		",21,NA,Llega gratis mañana,NA,NA,5.0,2,https://perfil.mercadolibre.com.mx/DIRECTISHOP+OFICIAL,https://articulo.mercadolibre.com.mx/MLM-658073006-rasuradora-remington-recargable-viaje-afeita-dual-flex-r95-f-_JM,NA,NA,NA,NA,NA,#658073006,Remington,Rasuradora,R-95,Flexibles,2,Rotativo,Eléctrica,30 m,1 m,150 g
25, Rasuradora Taurus Argus 2.5w Recar 2 Navajas ,369,NA,"
			
			
				
				281
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 3645
		
		 sin intereses
		
	

	
		",45,NA,Llega gratis mañana,NA,NA,4.0,16,https://perfil.mercadolibre.com.mx/LIFTORTIENDAOFICIAL?brandId=1084,https://articulo.mercadolibre.com.mx/MLM-591638171-rasuradora-taurus-argus-25w-recar-2-navajas-_JM,10,1,2,1,2,#591638171,Taurus,RASURADORA,Taurus Argus,Planos,2,Láminas,Recargable,45 m,6 h,0.23 kg
26, Rasuradora Afeitadora Wahl Recargable 14pz All In One 80mn ,549,NA,"
			
			
				
				358
				vendidos
			
		",(42 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 5424
		
		 sin intereses
		
	

	
		",24,NA,Llega gratis mañana,NA,NA,4.8,13,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-581799353-rasuradora-afeitadora-wahl-recargable-14pz-all-in-one-80mn-_JM,11,2,0,0,0,#581799353,Wahl,all in one,9685-200,Removible,3,Láminas,Recargable,80 m,1 s,NA
