search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tiempo de funcionamiento,Tipo de alimentación,Tipos de cabezales,Peso
1078, Corta Barba Profesional Mg5730/15 Philips ,2199,NA,NA,26,12 cuotas,NA,NA,Retiro gratis en local de Megatone,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/MEGATONE?brandId=82,https://articulo.mercadolibre.com.ar/MLA-785661666-corta-barba-profesional-mg573015-philips-_JM,NA,NA,NA,NA,NA,#785661666,Philips,PROFESIONAL,MG5730/15,MG5730/15,NA,Batería,NA,NA
1079, Afeitadora Philips Multigroom 12 En 1 Mg7715 Showerproof ,345,NA,65,934,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/01ENLINEA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=rq6n%2BU7Vuadu43nJuBq16DC1DCev96C0%2BXYrOsYlTFBUWD1EACIc0xZP0FdgfNnVQDx60GZCY9taOLL%2Bq8JG%2FY8zqYyMBcCxOu78%2BNwvj4BCvbCNBwmwFEgUNqNyxZV0YDcG0pi%2Fp3Uebzc9rbMhxLz3gQT7JGO%2BtHC59xGYZJDURlMnsq4n1Ej8g2pAKtNKsF7Dzcu3SCu5Ucp%2Boipa2dZt4hAfKcfBA1NV2Axe9ICbv1lVqbgzKFiu1mDcOKfTRQAn6jpSGabm3tRanbYijdDIIHjtBbWkZzLLPxCCUcJI%2F0c4RAgrZW8mz8ZgP0vSRDvnHwD2KV3cTrNCC0DpD5r5DBd0eRG4SwOVxOCIUofU0fd%2FPbD3vmV9KSKnaMGfwfazgqM8n1mpf2bVaT9i8Lgwojs%2FskqLanJhB7d4fNjoWPHH02ptDmW3rJceCPDBeWOi9vrQbKwaUsesFSnUZ%2F8SCuUWWrXdWxnxOdmd%2BtbMJC5ctM%2FSLSJ27vcjXRllcdcVm6qnWFJujy2jdGhrrUm90MAzfLXv4X1bwIxhEFeSeRJg9Fyln109012Dh%2BruVbFWw6NxD31z0%2BrCvYpg%2Fk2lTEnVDCLZydgf9RcUcIMS%2FCPKpJGzQxgGZKWAbgOEhXKG5b53bkROJMnZGvKByC%2F6g7JwIbHc85LoTV5Jk3nR2XTwlCR1FdJ9JDR2%2Bds199xwsFhaMDqm9w0TqcRj2mQRaaJPRwZTSoSpAUfIkkb2Sug%2BTPFuUjUmRaeQdsGvJ%2FfEqDivYMu1VMusfQy%2BWbl517adfxy%2FIJ8ZnJ08TlFTB2ql8ytugbjIXa28wZHEz6%2BCwvWrZL3Si9sNT6IB6y8B2%2BGo6mvf4HetF9sQZTI9gYTblR%2FNHT1ISQ47iXjJTmBuj5qK6LjUulx19TNsfkxiE7p%2BKFh%2BEjYEa6uwx6oGEPHlLib9bSt7cDreVLWbNzwRyoeDOa5qaFxZmC0yVOZCFnysFB2IlrW3O%2FyIFYJKlinIs1emdCOFDdxOb4HNHcW4pfl%2Fy%2F6%2F00XBs2EFHv10xTcsjsoY7aK1abx%2Bf8AAzvhWRbmzl8UlEvh1s1K42oZ%2BLYIhXqEjDQ1tnoYNTSXbxs3xkEgYVs7WPdBJZ0zkvBN5oce0j33La3xzg1UFrn04Xk3h6JLDXt4Ydi6TpGpf2HvoyfedbeF%2BbtWQHyEqAsVA9UOnw%2FLZ%2FHPH8FINarRXezGQn9I1Vi0No5AqTrip0QnJ7To9ltmrRSbkvtgwvjVATAk5E4H%2FX8sEyu9ayHv7R1IOOnYn5mw%2B2e2hOFWrqA3sdx9bHnjRgbm%2BjDBoUjPP8XtQ%2F7gaO%2Bm7V%2F%2FdhHTedq0K3eh3iDZN7H%2B5fxtu9l0Z0QS3ryfGi3mqbK0%2FYs0vg%2FeYYfL8%2FwZJae9q6UdYSu9wqbx7e8QoCrEydpRgNkCDeAukG2WRMFR%2BnfzT%2FdSQMUGn4VaOHWGQ0T0vFZ3PojciboMckFfCWnaV169%2BUr69AzPnFkejvD3nBKyOfv3Yr%2BfYXVuSITjhdf3n3FBnHFiw0Ljg4Ma28x7k7PLQmVxvOEizD3zPPznFfXqw%2Fl1YPYLWl0s89DawekTyEQl8I2El7ZKHmWSeOS7Cy5od9kst0TcdQ9Zts6%2Fax%2Bh2O8cUefRi6poU9%2FCE1xXfVjNC20uClOtCVJt9i90FjopZULW6ERvjz3q6bdWsJGqC8kVCx4CpnW7xQUXT0mYo76rZEQT730f5WQ2if1MM853tuPXJypQozhjz0BxxXymPZdvGjoUtOhHg4rlkfsk2uMtmnk699GCFzV9b%2FSMzCcQnNhFVPaVJgFpCeXR5qw%3D%3D,2,0,0,0,0,#783178998,Nanzhong,"NA",NZ-203,NA,NA,USB,Giratorios,NA
1080, Kit De Viaje Remington Tlg100 Estuche 15 Piezas Kit De Corte ,799,NA,1,14,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FSCOMPUTERS,https://articulo.mercadolibre.com.ar/MLA-672688919-kit-de-viaje-remington-tlg100-estuche-15-piezas-kit-de-corte-_JM,NA,NA,NA,NA,NA,#672688919,Remington,Kit de viaje,TLG100,NA,Opera con 1 batería AA,Batería,NA,NA
1081, Afeitadora / Corta Barba Philips ,1700,NA,0,NA,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SANTOLELE,https://articulo.mercadolibre.com.ar/MLA-773777653-afeitadora-corta-barba-philips-_JM,NA,NA,NA,NA,NA,#773777653,NA,NA,NA,NA,NA,NA,NA,NA
1082, Afeitadora Braun Mg5050 Multifuncion 3 En 1. ,3699,NA,3,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,13,https://perfil.mercadolibre.com.ar/ALMARAZELEC,https://articulo.mercadolibre.com.ar/MLA-678450001-afeitadora-braun-mg5050-multifuncion-3-en-1-_JM,10,2,1,0,0,#678450001,Braun,3 en 1,MG5050,5414,NA,NA,NA,525 g
1083, Maquina De Afeitar Electrica Pritech Recargable 3 Cabezales ,15074,NA,0,100,12 cuotas,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/AMSTERDAM_IMPORTADOR_DIRECTO,https://articulo.mercadolibre.com.ar/MLA-740628467-maquina-de-afeitar-electrica-pritech-recargable-3-cabezales-_JM,NA,NA,NA,NA,NA,#740628467,Pritech,NA,RSM-1363,NA,NA,NA,NA,NA
1084, Afeitadora Eléctrica Cortarba Recargable Microtouch Solo ,1050,NA,2,2,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/HIDR%C3%81ULICA+DSM,https://articulo.mercadolibre.com.ar/MLA-792267020-afeitadora-electrica-cortarba-recargable-microtouch-solo-_JM,NA,NA,NA,NA,NA,#792267020,Microtouch SOLO,Solo,Microtouch 8015,NA,NA,Batería,Flexibles,NA
1085, Afeitadora Philips Qs - 6141 Styleshaver Recargable Lavable. ,2133,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-798924137-philips-norelco-con-cable-electrico-maquina-de-afeitar-de-11-_JM,NA,NA,NA,NA,NA,#798924137,Philips Norelco,NA,S1150/81,NA,NA,NA,NA,NA
1086, Philips Norelco Con Cable Eléctrico Máquina De Afeitar De 11 ,3898,NA,0,1,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/BARCEL%C3%93_IMPORTACIONES,https://articulo.mercadolibre.com.ar/MLA-788396280-afeitadora-xiaomi-remington-sumergible-cabeza-triple-braun-_JM,NA,NA,NA,NA,NA,#788396280,Xiaomi Remington,Remington,Shaver triple 3D,NA,NA,220,Pivotantes,NA
1087, Afeitadora Xiaomi Remington Sumergible Cabeza Triple Braun ,2149,NA,47,887,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,2,https://perfil.mercadolibre.com.ar/TRES+MARES,https://articulo.mercadolibre.com.ar/MLA-627504597-cortabarba-beardtrimmer-philips-bt3226-recargable-oferta-_JM,1,1,0,0,0,#627504597,Philips,Beardtrimmer,BT3236,BT3236/14,60 min,Batería,NA,NA
1088, Cortabarba Beardtrimmer Philips Bt3226 Recargable Oferta ,1780,NA,17,30,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,240,https://perfil.mercadolibre.com.ar/LAFRANCO+PERFUMERIA,https://articulo.mercadolibre.com.ar/MLA-732988597-afeitadora-philips-oneblade-qp2510-1-repuesto-_JM,172,49,12,3,4,#732988597,Philips,OneBlade,QP2510/10,QP2510/10,30 min,NA,NA,NA
1089, Afeitadora Philips Oneblade Qp2510 + 1 Repuesto ,5999,NA,10,10,12 cuotas,NA,NA,Retiro gratis en local de Garbarino,NA,NA,4.5,135,https://perfil.mercadolibre.com.ar/GARBARINO?brandId=738,https://articulo.mercadolibre.com.ar/MLA-684988953-afeitadora-philips-s731012-_JM,88,32,11,2,2,#684988953,Philips,Series 7000,Shaver,S7310/12,45 s,Eléctrica,NA,NA
1090, Afeitadora Philips S7310/12 ,1899,NA,0,4,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,4,https://perfil.mercadolibre.com.ar/HIPER-HOGAR,https://articulo.mercadolibre.com.ar/MLA-728593638-afeitadora-rotativa-remington-xr1400-rasura-corta-limpia-_JM,3,1,0,0,0,#728593638,Remington,HyperFlex? Verso?,XR1400,XR1400,45 MINUTOS,NA,NA,NA
1091, Máquina Afeitadora Wahl Finale Profesional ,3379,NA,0,1,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,26,https://perfil.mercadolibre.com.ar/REAL-COLOR,https://articulo.mercadolibre.com.ar/MLA-782751771-afeitadora-electrica-braun-310s-wet-dry-inalambrica-led-_JM,22,1,3,0,0,#782751771,Braun,Series 3,310S,NA,20 minutos,Batería,Flexibles,NA
1092, Afeitadora Rotativa Remington Xr1400 Rasura Corta Limpia ,500,NA,0,NA,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TORDILLOGOMEZ,https://articulo.mercadolibre.com.ar/MLA-755622463-foil-braun-5001-736-series-_JM,NA,NA,NA,NA,NA,#755622463,Braun,410,5410 957,NA,NA,NA,NA,NA
1093, Afeitadora Eléctrica Braun 310s Wet & Dry Inalámbrica Led ,3999,NA,18,888,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TRES+MARES,https://articulo.mercadolibre.com.ar/MLA-611595503-cortabarba-afeitadora-philips-bt9280-recargable-17-posicion-_JM,NA,NA,NA,NA,NA,#611595503,Philips,Beartrimmer,BT9280,BT9280/32,60 min,NA,NA,NA
1094, Foil Braun 5001-736 Series ,3050,NA,6,115,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/BARBERFULL+OFICIAL,https://articulo.mercadolibre.com.ar/MLA-705975351-maquina-teknikpro-super-power-barberia-navaja-de-regalo-_JM,NA,NA,NA,NA,NA,#705975351,Teknik Pro,Professional,Superpower,NA,NA,Corriente directa,NA,NA
1095, Cortabarba Afeitadora Philips Bt9280 Recargable 17 Posicion ,4298,NA,7,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/AZULFASHIONBYMASAROMAS,https://articulo.mercadolibre.com.ar/MLA-618041266-afeitadora-philips-hq-6946-ccortapatilla-uso-con-cable-_JM,2,0,0,0,0,#618041266,Philips,Series 3000,Shaver,HQ6946/16,NA,NA,NA,NA
1096, Máquina Teknikpro Super Power Barberia + Navaja De Regalo!! ,4499,NA,5,4,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,219,https://perfil.mercadolibre.com.ar/TRES+MARES,https://articulo.mercadolibre.com.ar/MLA-728649501-afeitadora-recargable-philips-aquatouch-s5070-smartclick-_JM,145,57,13,0,3,#728649501,Philips,AquaTouch,S5070,NA,40 min,Carga,NA,NA
1097, Afeitadora Philips Hq 6946 C/cortapatilla Uso Con Cable ,1999,NA,0,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,899,https://perfil.mercadolibre.com.ar/HYT+ELECTRONICS,https://articulo.mercadolibre.com.ar/MLA-761647583-philips-oneblade-recorta-modela-y-afeita-qp2521-_JM,675,159,43,9,13,#761647583,Philips,Afeitadora,QP2521/10,QP2521/10,45 m,Batería,Removibles,NA
1098, Afeitadora Recargable Philips Aquatouch S5070 Smartclick ,2549,NA,0,8,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,20,https://perfil.mercadolibre.com.ar/CADIACONFORT,https://articulo.mercadolibre.com.ar/MLA-731549855-afeitadora-braun-recargable-series-1-130s-1-smart-foil-_JM,12,3,3,0,2,#731549855,Braun,Series 1,130 S-1,NA,Inalámbrico,Batería,Planos,NA
1099, Philips Oneblade Recortá Modelá Y Afeitá Qp2521 ,1500,NA,0,1,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,24,https://perfil.mercadolibre.com.ar/OLIVIA44,https://articulo.mercadolibre.com.ar/MLA-788872687-afeitadora-winco-inalambrica-para-barba-floresta-_JM,13,5,3,0,2,#788872687,Winco,WINCO,W-812,NA,NA,220,Giratorios,NA
1100, Afeitadora Braun Recargable Series 1 130s-1 Smart Foil ,7690,NA,0,5,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/BARBERFULL+OFICIAL,https://articulo.mercadolibre.com.ar/MLA-782899734-maquina-de-rapar-profesional-foil-fx02-babyliss-shaver-_JM,1,0,0,0,0,#782899734,BaBylissPRO,Foil,FOILFX02,NA,NA,Corriente directa,Giratorios,NA
1101, Afeitadora Winco Inalámbrica Para Barba- Floresta ,2486,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-792346305-recortadora-y-afeitadora-electrica-hibrida-philips-norelco-o-_JM,NA,NA,NA,NA,NA,#792346305,Philips Norelco,NA,QP2520/90,NA,NA,NA,NA,NA
1102, Maquina De Rapar Profesional Foil Fx02 Babyliss Shaver ,1319,NA,1,4,6 cuotas sin interés,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CORDONAT+TECHNOLOGY,https://articulo.mercadolibre.com.ar/MLA-729796204-afeitadora-gama-gsh-sport-_JM,NA,NA,NA,NA,NA,#729796204,GA.MA,GSH,860,NA,50 MINUTOS,NA,NA,NA
1103, Recortadora Y Afeitadora Eléctrica Híbrida Philips Norelco O ,2999,NA,55,999,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,248,https://perfil.mercadolibre.com.ar/GAMESTATION+ARG,https://articulo.mercadolibre.com.ar/MLA-723951642-afeitadora-cortabarba-philips-one-blade-pro-6510-cortadora-_JM,158,66,18,3,3,#723951642,Philips,OneBlade Pro,QP6510/20,NA,60,Corriente directa,Flexibles,NA
1104, Afeitadora Gama Gsh Sport ,1699,NA,0,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CAVA3881926,https://articulo.mercadolibre.com.ar/MLA-795758616-afeitadora-philips-aqua-touch-at760-_JM,NA,NA,NA,NA,NA,#795758616,Philips,AquaTouch,AT760,NA,NA,Corriente directa,Flexibles,NA
1105, Afeitadora Cortabarba Philips One Blade Pro 6510 Cortadora ,4099,NA,0,5,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MIKECOMUNICACION,https://articulo.mercadolibre.com.ar/MLA-765601167-afeitadora-xiaom-electrica-recargable-portatil-dviaje-barba-_JM,NA,NA,NA,NA,NA,#765601167,Xiaomi,Mijia,MJTXD01XM,NA,NA,Batería,NA,100 g
1106, Afeitadora Philips Aqua Touch At760 ,1199,NA,0,25,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ELENADIFUSION,https://articulo.mercadolibre.com.ar/MLA-661254240-afeitadora-panasonic-er-2403x-para-vello-facial-_JM,NA,NA,NA,NA,NA,#661254240,Panasonic,Panasonic,ER-2403X,NA,60,Corriente directa,0,NA
1107, Afeitadora Xiaom Eléctrica Recargable Portátil D/viaje Barba ,1890,NA,0,10,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/VOBR467376,https://articulo.mercadolibre.com.ar/MLA-801589858-philips-bodygroom-series-1000-maquina-afeitar-_JM,NA,NA,NA,NA,NA,#801589858,Philips,Bodygroom series 1000 Recortadora corporal,Bodygroom,NA,NA,AA,NA,NA
1108, Afeitadora Panasonic Er 2403x Para Vello Facial ,3799,NA,2,NA,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/IMPORTADORA_LYT,https://articulo.mercadolibre.com.ar/MLA-721371342-cortabarba-multigroom-philips-mg7715-cuerpo-cabello-13-en-1-_JM,NA,NA,NA,NA,NA,#721371342,Philips,Series 7000,MG7715,MG7715/15,120 m,NA,NA,NA
1109, Philips Bodygroom Series 1000 Maquina Afeitar ,1498,NA,0,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/KIEROUNO,https://articulo.mercadolibre.com.ar/MLA-792432014-maquina-de-afeitar-corta-barba-pelo-regulable-recargable-_JM,NA,NA,NA,NA,NA,#792432014,Surker,Corta / Afeita / Recorta,Corta Pelo / Barba,NA,NA,Recargable,Planos,NA
1110, Cortabarba Multigroom Philips Mg7715 Cuerpo Cabello 13 En 1 ,2790,NA,7,10,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,248,https://perfil.mercadolibre.com.ar/NETFULL+OK,https://articulo.mercadolibre.com.ar/MLA-753951524-philips-oneblade-pro-qp651020-recorta-modela-y-afeita-_JM,158,66,18,3,3,#753951524,Philips,Afeitadora,QP6510/20,QP6510/20,60 m,NA,NA,NA
1111, Maquina De Afeitar Corta Barba Pelo Regulable Recargable ,3199,NA,1,24,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,13,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-695540899-afeitadora-multifuncion-braun-mg5050-afeita-recorta-perfila-_JM,10,2,1,0,0,#695540899,Braun,Series 1,MG5050,NA,30 minutos,Corriente directa,NA,NA
1112, Philips Oneblade Pro Qp6510/20 Recortá Modelá Y Afeitá ,2599,NA,11,22,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,248,https://perfil.mercadolibre.com.ar/TECH_SOURCE,https://articulo.mercadolibre.com.ar/MLA-721060450-afeitadora-philips-oneblade-pro-qp6510-recorta-modela-afeita-_JM,158,66,18,3,3,#721060450,Philips,OneBlade,QP6510/20,QP6510/20,60min,Batería,Removibles,NA
1113, Afeitadora Multifunción Braun Mg5050 Afeita Recorta Perfila ,1619,NA,0,7,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,62,https://perfil.mercadolibre.com.ar/ONCE+HOGAR,https://articulo.mercadolibre.com.ar/MLA-761140202-recortador-de-barba-philips-beardtrimmer-bt120915-_JM,39,19,3,0,1,#761140202,Philips,Series 1000,BT1209/15,BT1209/15,30 min de uso sin cable,Batería,NA,NA
1114, Afeitadora Philips Oneblade Pro Qp6510 Recorta Modela Afeita ,2100,NA,2,30,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,551,https://perfil.mercadolibre.com.ar/LAFRANCO+PERFUMERIA,https://articulo.mercadolibre.com.ar/MLA-749792763-afeitadora-philips-aquatouch-s103004-_JM,370,122,37,13,9,#749792763,Philips,AquaTouch,S1030/04,NA,NA,NA,NA,NA
1115, Recortador De Barba Philips Beardtrimmer Bt1209/15 ,1099,NA,27,990,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,24,https://perfil.mercadolibre.com.ar/ELECTRO+POINT,https://articulo.mercadolibre.com.ar/MLA-672846306-afeitadora-recargable-inalambrica-winco-w812-lavable-en-agua-_JM,13,5,3,0,2,#672846306,Winco,NA,W-812,NA,NA,Batería,NA,NA
1116, Afeitadora Philips Aquatouch S1030/04 ,2710,NA,0,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,13,https://perfil.mercadolibre.com.ar/ESTEBANTABLADA,https://articulo.mercadolibre.com.ar/MLA-776997063-afeitadora-braun-mg5050-multifuncion-_JM,10,2,1,0,0,#776997063,Braun,MULTIGROOMER,MG5050,NA,NA,Corriente directa,NA,NA
1117, Afeitadora Recargable Inalambrica Winco W812 Lavable En Agua ,899,NA,0,1,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/BODEK+HOGAR,https://articulo.mercadolibre.com.ar/MLA-788844474-cortapelo-multiproposito-afeitadora-barba-patilla-accesorios-_JM,NA,NA,NA,NA,NA,#788844474,NA,NA,NA,NA,NA,NA,NA,NA
1118, Afeitadora Braun Mg5050 Multifunción ,1989,NA,0,1,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/LHCONFORT,https://articulo.mercadolibre.com.ar/MLA-676779805-afeitadora-electrica-gama-gsh895-inalambrica-lhconfort-_JM,NA,NA,NA,NA,NA,#676779805,GA.MA,Shavers,GSH 895,NA,45min,Corriente directa,Giratorios,NA
1119, Cortapelo Multipropósito Afeitadora Barba Patilla Accesorios ,2356,NA,0,9,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,899,https://perfil.mercadolibre.com.ar/ANTEZANA+HOGAR,https://articulo.mercadolibre.com.ar/MLA-782791172-afeitadora-philips-one-blade-rec-qp252110-antezana-hogar-_JM,675,159,43,9,13,#782791172,Philips,OneBlade,QP2521/10,QP2521/10,NA,Batería,Planos,NA
1120, Afeitadora Eléctrica Gama Gsh895 Inalambrica Lhconfort ,2315,NA,0,10,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/EL+PALACIO_DEL_PELUQUERO,https://articulo.mercadolibre.com.ar/MLA-777978550-maquina-de-afeitar-kemei-km-pg103-_JM,NA,NA,NA,NA,NA,#777978550,Kemei,PG-103,PG-103,NA,NA,NA,NA,NA
1121, Afeitadora Philips One Blade Rec Qp2521/10 Antezana Hogar ,7990,NA,1,1000,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/NEWPLAMIER,https://articulo.mercadolibre.com.ar/MLA-759291548-maquina-afeitadora-babyliss-profesional-doble-foil-fx02-_JM,1,0,0,0,0,#759291548,BaByliss,BabylissPro,FOILFX02,NA,3 Horas,220v,Flexibles,NA
1122, Maquina De Afeitar Kemei Km-pg103 ,1299,NA,0,5,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FARMACIA+SELMA,https://articulo.mercadolibre.com.ar/MLA-791910030-gama-afeitadora-gsh-855-master-bateria-recargable-_JM,NA,NA,NA,NA,NA,#791910030,GA.MA,GSH MASTER,GSH MASTER 855,NA,NA,Batería,"Flotantes, Cortapatillas desplegable, Led Indicador de carga, Sistema de corte con Double Track",1 kg
1123, Patillera T Outliner Andis Profesional Barbero 6 Cuotas ,9063,NA,3,2,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/BARBERFULL+OFICIAL,https://articulo.mercadolibre.com.ar/MLA-693625659-patillera-t-outliner-andis-profesional-barbero-6-cuotas-_JM,NA,NA,NA,NA,NA,#693625659,Andis,Professional,T-Outliner,NA,NA,Corriente directa,Pivotantes,NA
1124, Cortabarba Ducati By Imetec Gk 818 Race ,2619,NA,8,4,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,2,https://perfil.mercadolibre.com.ar/ALESTEBRANDML,https://articulo.mercadolibre.com.ar/MLA-722729862-cortabarba-ducati-by-imetec-gk-818-race-_JM,1,1,0,0,0,#722729862,Imetec,Ducati,GK 818,NA,NA,Batería,NA,NA
1125, Afeitadora Remington Pr1230 Power Flex 360º Corta Patilla ,1999,NA,1,1,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,17,https://perfil.mercadolibre.com.ar/CADIACONFORT,https://articulo.mercadolibre.com.ar/MLA-609892996-afeitadora-remington-pr1230-power-flex-360-corta-patilla-_JM,13,2,1,1,0,#609892996,Remington,PowerSeries,PR1230,NA,Electrico,Corriente directa,Pivotantes,NA
1126, Afeitadora Foil Remington F3790 Recargable Villa Urquiza ,1999,NA,10,30,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4,1,https://perfil.mercadolibre.com.ar/AYG+PRODUCTOS,https://articulo.mercadolibre.com.ar/MLA-679704598-afeitadora-foil-remington-f3790-recargable-villa-urquiza-_JM,0,1,0,0,0,#679704598,Remington,NA,F3790,NA,Electrica,Batería,Planos,NA
1127, Afeitadora Xiaomi Remington Sumergible Cabeza Triple Braun ,3389,NA,0,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/BARCEL%C3%93_IMPORTACIONES,https://articulo.mercadolibre.com.ar/MLA-788396094-afeitadora-xiaomi-remington-sumergible-cabeza-triple-braun-_JM,NA,NA,NA,NA,NA,#788396094,Xiaomi Remington,Remington,Shaver triple 3D,NA,NA,220,Pivotantes,NA
