search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Material,Fabricante,Tipo de funda
11," Funda Case Survivor 360 iPhone 8, 8+, 7, 7+, 6, 6+, X, Xs, R ",249,NA,"
			
				Nuevo
			
			
				
					 - 
				
				601
				vendidos
			
		",(52 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1383
		
		 sin intereses
		
	

	
		",83,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,13,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-667132542-mica-funda-protector-2n1-iphone-6-7-8-plus-x-xs-max-xr-_JM?searchVariation=33590590371#position=11&type=item&tracking_id=542188ab-ab78-4c52-9c12-160e187e0042,9,3,0,1,0,#667132542,iPhone,6 6s 7 8 Plus X Xs Max Xr,NA,2n1,Silicon,NA,2n1
12, Protector Funda 360 iPhone 5 6 6 Plus 7 7 Plus 8 8 Plus Y X ,379,NA,"
			
				Nuevo
			
			
				
					 - 
				
				137
				vendidos
			
		",(72 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 2106
		
		 sin intereses
		
	

	
		",06,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,7,https://perfil.mercadolibre.com.mx/JUAR2374152,https://articulo.mercadolibre.com.mx/MLM-690250134-funda-case-survivor-360-iphone-8-8-7-7-6-6-x-xs-r-_JM?searchVariation=38982966980#position=12&type=item&tracking_id=542188ab-ab78-4c52-9c12-160e187e0042,5,1,0,1,0,#690250134,APPLE IPHONE,"XS MAX, XS, XR, X,8 PLUS, 8, 7 PLUS, 7, 6 PLUS, 6S PLUS, 6, 6S, 5, 5S, SE",ARMOR,SURVIVOR USO RUDO ALTO IMPACTO,"Aluminio, tau, metal, acero, caucho, vidrio",NA,SURVIVOR ALTO IMPACTO
13, Funda Otterbox Survivor iPhone 6 7 8 Plus X Xs Max Uso Rudo ,199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4784
				vendidos
			
		",(29 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1106
		
		 sin intereses
		
	

	
		",06,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,296,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-567216493-protector-funda-360-iphone-5-6-6-plus-7-7-plus-8-8-plus-y-x-_JM?searchVariation=21340038287#position=13&type=item&tracking_id=542188ab-ab78-4c52-9c12-160e187e0042,189,54,34,11,8,#567216493,Apple iphone,IPHONE 5 5s SE 6 6s 7 8 X Xs XR Xs max PLUS,360 oem,360 total,Acrílico,OEM,360
14, Funda Rigida Transparente iPhone 5|6|7|8|plus|x|xs|xr|xsmax ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2641
				vendidos
			
		",(72 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1494
		
		 sin intereses
		
	

	
		",94,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,86,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=icGpg1fFvba9awdPA2x2MIYWXiTIYe2%2F4cq7Z90Mi4D6fGk%2FpF%2ByicAyUcdmDuJeUmjcUF1M%2Fm0dBvlZ3pPbH7EizkZxSGx5ePD8E8FPJcEjnLHQkWZO7OZSpTVPgOm2mG7cEmHtucIoyehTNnBBN0BsvydqJOOESgYJ%2BO%2BNIPc%2FzU75QbMk%2FUlJITawvHthqS2bI%2FSlB4FryOWCUx%2F6Pqm7sQ09r%2Fg6n2rEspMtZWgd3qX5LafwgXGbcpn7RgfgTLJwrnHbjVJaMwNRQ3qPaYOfYjEyb2pMQpZFXnALM%2Bpt7c30PEgqv0M6Zf4BF%2B32RtOINFFVv2VTLVg0UiySx0G8xFsouMNG%2Fj6J5mWu%2BmnOexcSQNi%2B4z%2FAJ0IOjPBllO%2BfNO%2FYit4J4NXmX6VWvRRIxCRL9pVji4i0M8l3edvc4Pi1zeQV4JTRKRfl3m5iNsLwzu03UBh%2BCZz8UOy0f1RaQU%2FY8riwkPDj1Lr3%2FZPXvE%2BpQzC7wv1OzbUfZZfELgTQ34ggwrlIVVJfEJVcy6pgzy3MN%2B%2FhaGrndWiTy0edAkVzbHTUs%2FymoqkDpLvY%2BdnArgHsihn7W5ZOrB4i3Q8R%2FbI7DGs5uSr1r7y%2BDdiBwD7VP8CqnqpEoC0ovvolKXzmu5%2Frj4ubz2Qfsy9Wt5B52XN%2Fy9B%2FaAodvIjT65CsHCXCLQR%2F%2FXrDGEPuoX3Cw%2FxcO5GNWGCWBQ0C0Pqt%2B477yfwvrI%2F81B1x2qO5eU3HOSlG7APDUoFv55%2F%2FEhnRErIdczZu%2F5n9qd5TC7gHd%2FTPt6VaitaWMk4ohX4HnK5h%2F%2Fq6w5mBL69Fg75TdEtHM%2Bx4yvzdZg%2B2GSbSUp9KqnsevuQj92lwCmbqwf8tFdJImdiFwrihBHqRi4ep92XYCBDQrs%2FKPh0dEiq6ZWIwnM3L39AeF%2BCshs5FLnDFZufjBPQw%2F%2BGfXX%2FB12duNB0GQs3sT6zOHkeFd00dpEZjcwNGe3yOT3kQYH7B5GyeIJz2lS4NzY0pR0UYya1x2W7LEyAz7ng1yE4zPpw8oryRpx6lj702aRhr1b0dvHJh34ZGeT86YtJczE8UBnixGxrb997oYD2K%2F30g0izgDm55LpuejVZj86W6gH2hoVZspeIf8P9Q0RQfZp7D5kWHhseTkAayRmLN7yLpeg%2BqQfI8V5X%2BK7W3WM3Y1ra6DWd09b%2FGxLwK27mKuzWVXNREc%2BW29SbGmGdG20t70CDkvUym1v1V%2FigobGraFiD5Io59teYuEWXkzXGEy%2F9UlfyV65zuJkSjT%2FRdDywmpiwIFxr6t7LxjfP5k2L3dTalx%2BMAkVl3t8918ljCkwHhjgAPPQMvJxKRD8NPnXYsAYgB0t934emNCdFCAix251iouxUEluuOWQA3BeWUFqU9vspFlVmx398hdGNvzlsXYHtdb5npccruHp4u0CZmKPIqE9t9lRrgq%2F4e5dE16Sog9Uc4e7gx4RO%2BhnfokwvdTuDFLJ9GxlfUpI0zzQUZkg4tvC1V2mxFvZTje0JLOamZeLCobLR9Dqzr1l7W7%2FFwyZ8WpHeXhtKrMSJMBjtiglc0abSTmqnDkN%2Fgft07rq%2FBa6opGVMohHK6IgKrxYWIgC%2FXyBAU%2FN5UlT6I1pK87tkyBXbwYVDinH8kq4ShMHz9yd9l6PK3bEZnwZstejawcdMggsJg36D9Krx3aNwdkGciY1iPFd9RUl1jNBc8TO1%2FFuUGF%2FPrcFnoOGI6qqU%2BSwTzx%2B1R%2BGJYzCl%2BEeB3zecTIQVt6oFUm43TmsxPGjc2NHlH3MQuH3M1MQSO6EMPaDLKXtcDO1hRQ%2FShlS7jD9dLdvTVqEKuxbRW9mwfQFijhknguHsss%2B77aTEJ7o%2BajWxPyMZb15Q5z6E%3D,75,9,2,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,TPU,NA,Protector
15, Funda Protector Slim Lujo iPhone 6 6s 7 8 Plus X Xs ,329,NA,"
			
				Nuevo
			
			
				
					 - 
				
				955
				vendidos
			
		",(115 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 3250
		
		 sin intereses
		
	

	
		",50,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,39,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-637625676-funda-otterbox-survivor-iphone-6-7-8-plus-x-xs-max-uso-rudo-_JM?searchVariation=28680049625#position=15&type=item&tracking_id=542188ab-ab78-4c52-9c12-160e187e0042,34,5,0,0,0,#637625676,Apple,iPhone,OtterBox,Survivor,Plástico,OtterBox,Uso Rudo
16, Funda Ultra Slim Transparente iPhone 6 7 8 Plus X Max +mica ,79,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2858
				vendidos
			
		",(183 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 439
		
		 sin intereses
		
	

	
		",39,NA,Llega mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,18,https://perfil.mercadolibre.com.mx/BROXYMEXICO,https://articulo.mercadolibre.com.mx/MLM-621037271-funda-rigida-transparente-iphone-5678plusxxsxrxsmax-_JM?searchVariation=23558966100#position=16&type=item&tracking_id=542188ab-ab78-4c52-9c12-160e187e0042,15,2,0,1,0,#621037271,Apple,iPhone,BMX,iPhone XS MAX | XR | XS | X | PLUS | 8 | 7 | 6 | SE | 5,TPU/Policarbonato,BMX,NA
17, Funda Shock Proof Case iPhone 6 6s 7 8 Plus X Xr Xs Max ,179,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1269
				vendidos
			
		",(64 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 994
		
		 sin intereses
		
	

	
		",94,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,37,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-670962507-funda-protector-slim-lujo-iphone-6-6s-7-8-plus-x-xs-_JM?searchVariation=34293895147#position=17&type=item&tracking_id=542188ab-ab78-4c52-9c12-160e187e0042,30,5,2,0,0,#670962507,Apple,iPhone,Auto Focus,Auto Focus,Acrílico,NA,Protector
18, Funda Otterbox Defender Uso Rudo iPhone 6 6s 7 8 Plus Oferta ,239,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1417
				vendidos
			
		",(40 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1328
		
		 sin intereses
		
	

	
		",28,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,40,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-651098477-funda-ultra-slim-transparente-iphone-6-7-8-plus-x-max-mica-_JM?searchVariation=32254386866#position=18&type=item&tracking_id=542188ab-ab78-4c52-9c12-160e187e0042,27,7,1,1,4,#651098477,Apple,6 6s 7 8 Plus X Xs Max Xr,Gurio,Ultra Thin,TPU,Apple,Protector
19, Mica + Funda Acabado Diamante 3d iPhone 6 6s 7 8 X Xs Max Xr ,161,NA,"
			
				Nuevo
			
			
				
					 - 
				
				563
				vendidos
			
		",(100 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 894
		
		 sin intereses
		
	

	
		",94,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,12,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-667182345-funda-shock-proof-case-iphone-6-6s-7-8-plus-x-xr-xs-max-_JM?searchVariation=33661387101#position=19&type=item&tracking_id=542188ab-ab78-4c52-9c12-160e187e0042,9,2,0,0,1,#667182345,Apple,iPhone,Shock Proof Cases,Airbag TPU,TPU/Policarbonato,NA,Uso Rudo
20, Funda Carbono Xs / Xs Max / Xr / X / 8 / 8+ / 7 / 7+ / 6s / 6s+ / 6 / 6+ / Se / 5 / 5s Plus Case iPhone Premium Protect ,219,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1241
				vendidos
			
		",(311 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1217
		
		 sin intereses
		
	

	
		",17,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,43,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=Ue3%2FHrA8EeyUzWmZYtiTatR9bXWst4DpSJdsDR0xqHTJldH7mrrBQtrqefjkFnYK8b6jn97bO3%2Blmo9xcX1BrtM0sJ94Q0bhYxMz90h6GJbQ0dnrdPtQCCIF5WkxpR9wYu%2BnjT7HDu8F%2F0SeHFJWGYnmLGlaJSqp0UNHNc7G4GE3tGTsAXj%2F4JEAl6ZyNZzkZzGW24pZG2EXcC%2F4l1eFHT9HZb4JX1AL9ZDu4HiHmqtPSJGwap0Wiapaf8RAqQnD0GUOPOa%2Bg7ERf1%2FBJkr9m%2Fxs4iGRqQ2NG6vpv47Sh1UDQ6S9%2F%2FRPkDjoKYzYcyVA7daI%2FjIYXQxF4lGywNlGDAsZHqWCAPxvPEfCxBVCyiml6Bc2lTxlIZivX8uDKZUTRb02VIkEy3ptv6%2BeyKr5hPWeNtcjQ60P%2Fn1qAKUkKY8zKvhU1%2BrfyXmdp5LmUk7SChqEeEZR9zoRjtXKSV7n4SMnRnWSjD2OaWvnF%2FXaTnWQnQJ4h1TRv4Wgr7kQYvKgYOhNrhL%2FDE0xCobmmGV8MACDJ1w%2B0IkYtaNMny04SJ88ldNvIA30vyrp%2BjoNPL%2BkOONo3TXqaEDEryzXGybps4Z1pswxMetFIWnRZgb5rwLTRjmf6kvn0H4hyaC%2FPr65b2b8GZW%2FPSdQUlUgwP5pQB64T%2B630ZXgx0Q0KDlYXdlzPNkil%2BD55NpGB7dhDjiGUAqmTSuoNfFQF3btCVuzRN668VgTECLZRs0EPrxev2hWhLy2iCSqJYeaKsgpKiALfQTOHiESPwDCglcVOW%2FHvPxtviOv31YgjXISuZDV%2B2Fx90GsSefOFtvBow%2FkhmhsHHs149RQYmOq6VlKG6XVSxPJgCOQ80%2BJ%2FFcMMSmMdP2wf4MfFnF%2Bk9YP2ZGkOzoKz5VzQju5PZ1zCBtsCjpuZ8O3U5PBkMTrRegIBkGL0jhAi9T%2BC1nRNltuyjkb9Cja9Rar7jNTfSnIPpyAQIpDAzp4x0xGFzYBI5KwphN%2FJD5xEJAoP781GMpN61aZcs3RYDduHrJolhbcglK7fFcgqKrCN6ZQFC5jM7vXCnCemmB1R%2FcevGtck3BWv7s478RP00Y1IfGzVI%2FcKrNRK2Jl%2Bwbm7ZrMkXRB71C1E730%2FU7h5AUpK0JP1Gd4gsHvk7cpNHvOS%2BdqqBkRCKT9F%2BLGhRf8jSSLZAy3UFhIvFnepkODNQIfq8r%2B%2F%2FHfpGn2L5n13UqOUQi50nJEFF8ejJl%2FwkxCU5gvhHKxX7nIFjd4Ddh1MUtA%2BTsqK1H8%2BhAjUDjvOJbrJ%2BUV1euk0QY3uu%2FhZ0IDyAWLcgcfQeMPIljJV9wNHelWGT%2Bt4iOdKvPNLhb%2FtWlUZzMJiD2LBoQVLUq5Y5Bn8VBYMQqS3o70RmC76vqC1QADIXVOK3BYCMuVOjrh18zhWr6bNtRC3NKByUxKxQrbIzm18K%2BccAiNWFwXVflmx%2FmzDeqLbPDtzkIv0UnhctHCqArj%2Btq%2F%2B1Y8KpiqjndqJ5atMZtKm%2BgQ%2B5wVtuSMQCirUUfGOpB88fzv%2B2zSmMkBhlRjd1Zfv8AlKII99coI2LHj%2FV3rl%2Bd7a87Vj7R4SGNsD8KNjvpNRiPES3xUtFW7mOsTdxDCqLJt3ulpWOyrcW%2B4gsN%2BjliVt%2B3d0OidS9HjAqPGRpS1fGyGjteSfF7sWvd%2FsevUVuakyNYVOVyUSClAQCJQckMl0T6D5EkmfxYDGs48n8CkELzeQEbVId30IaGrkmQpG1qS3dJRzGN1PVTeK6N%2BnYp0KJvIYY6LH5O52eckH4ZNiZ7yoELakDdk4bfjWNcrsLOZeRALsdGtCeprEM9SXcxxltIiPAmMZu4oEcSB90YxB5HVU6HbdN4dxjZFd3BX0knPO4Yu,37,3,2,0,1,#623749350,Apple,iPhone,NA,Slim Contra Golpes,TPU,Apple,Protector
