search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de cabezales,Cantidad de cabezales,Sistema de afeitado,Tipo de alimentación,Tiempo de funcionamiento,Tiempo de carga
11, Rasuradora Cortadora Barba Bigote Remington Maquina ,549,NA,"
			
			
				
				439
				vendidos
			
		",(21 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3050
		
		 sin intereses
		
	

	
		",50,NA,Llega gratis el viernes,NA,NA,4.7,91,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-658376737-rasuradora-cortadora-barba-bigote-remington-maquina-_JM,67,17,5,1,0,#658376737,NA,NA,NA,NA,NA,NA,NA,NA,NA
12, Rasuradora Electrica Remington Cortadora Cabello Vello 9pzas ,539,790,"
			
			
				
				960
				vendidos
			
		",(38 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 5325
		
		 sin intereses
		
	

	
		",25,NA,Envío gratis a todo el país,NA,NA,4.5,46,https://perfil.mercadolibre.com.mx/MERCADAZOOFICIALES?brandId=880,https://articulo.mercadolibre.com.mx/MLM-612753157-rasuradora-electrica-remington-cortadora-cabello-vello-9pzas-_JM,33,9,0,2,2,#612753157,Remington,REMINGTON,PG6020B (110) F,"Cortador para detalles, Peine con 8 ajustes, 3 peines para barba, Cortador curvo, Cortador de vellos nariz y orejas, Mini afeitadora, Base de Almacenaje",4,Láminas,Eléctrica,50 MINUTOS,4 h
13, Philips Norelco Maquina Rasuradora Para Barba Nariz Y Oídos Envío Gratis Y Garantía ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				304
				vendidos
			
		",(20 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3328
		
		 sin intereses
		
	

	
		",28,NA,Llega gratis mañana,NA,NA,4.9,21,https://perfil.mercadolibre.com.mx/MANIX_ELECTRONICS,https://articulo.mercadolibre.com.mx/MLM-601194044-philips-norelco-maquina-rasuradora-para-barba-nariz-y-oidos-envio-gratis-y-garantia-_JM,19,2,0,0,0,#601194044,Philips,Philips,Multigroom 3000,Removibles,3,Lift&Cut,Recargable,60 ms,0 años
14, Philips Norelco 3000 Semiprofesional Recortadora Barba Delineadora Nasal Potente Inalambrica ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				79
				vendidos
			
		",(24 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3328
		
		 sin intereses
		
	

	
		",28,NA,Llega gratis mañana,NA,NA,4.6,5,https://perfil.mercadolibre.com.mx/TEKLIFE,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=nESkj9u9Jc5uMHaYShbPcsOR%2F6R1h2z%2BahgRCFGDqj5e%2B2tKHX%2BX4yMKP3xMnvdWMQMDAPuAW%2Bh2CiF%2B60JGSpCN0VSN0atUlutsd%2BzIIVLlmgbZCF%2BV9e3Dmbg6UdOb3uHI%2F5GxA7J6l2wX0Pgfpt%2FqpKHYuK9b29LVPmECltVFGtdfb17biZiBQztTRrBUejjJ%2FpNH5eaDUVXiGdNm6qoJKL0bM3rc0MovBV%2B4JyvVBAzqthWYLgBK5YZbWLOK7rxuMo0K5qDxdlry%2Bp95kwvYEaFmZOuMgF11EWokcNZsUiPxg0s8%2BA9TyepAaOSZkFlUzcDcqpZWfhFBPJp83xOh39bSB5CxJ5Y8s1Lv%2FIyVbon8ls%2BIEHxBH2OVApmsi3niRCZ24mKU6d2HYk8gQ8uAA%2BfFBw7p%2FDjw6RAo678%2BROwNmp5m1lgpqUeovQknLk4vtF88Z5KbxYc5kSAIfWdQ9%2Fyf4dKLK995fkP2bigfQuu30%2FeDVS0ExNWKLyPUEIUL3U3RvmfVTiAFP1kUl2ksU8VOylGQ%2BS0w624DFwa4gySet2F2kIbUVcbwfOyMu9TPjdjSvWP5mzBkbDFUDQ%2FedHQNL%2FInd9vpzjEXHl%2FDysHVv0hbkj87aQYLDhxxMKoe0Z9rFEtH8px%2F9Xja9qoM653RtlMOsp1qdgR2iNL%2FEbPdO4pPlzSqrx8YG5sfmDaulLaNwW5cyfx0rRaD2StFHu4iYdpLV4X9N9Q04hT%2BnI2QlP2oTMZSwONMIXnZdc79Yxe%2FOKxSvpnP7RSn6KSreVBF4OUTzR1y1cITUFFa0qItR%2Blz9dN41OiuRKQHOBhl15CxUdycv0kYpe7TJ8yknzsAPP9KLx38jB5ZQI%2BHSiPNtNl%2FeekUdmVc0oG87o5PFVggfvnISR%2F4RYJe2pdwdjTijMbgTbbxsuW1klyCX1JFRILEThSn%2F2rQCFn2eGwhiQZ5guIxg5G%2F3HY2VAU3yHXxfsruF3MPGeXpN0ON8DZW%2FdJWMLzvCUejiUP4eutHSHdV%2B1sME8NyfZnTcEhzjqtg7WLsRemGS6g3i71BPLGugDUX0zS87kDTg%2BtkRQspo%2BtBJjSNqCneY3Xmll71h4u1F6UP96DHH%2F1yW1%2Fq06bcmuwZ5xxza4%2F%2BLwYCjsCd2nePEeC0%2Ft%2BdkRyqKHjJe%2BIe3ry9swDvV5FU9HXxlNiy6wdpo2nCp33I4FxmmFLGYsFfDoVgJfiuoa%2Boy1rk85a8w%2FJiIl4JTgiXkyfOukHrz3N%2BMJqieBTy%2FDgh5ITXh57wlUsBQUoqg2Ls3k9sExacvs5h9GncQkmIrvSZ4Y6ubwJNcJmqTn6%2FPejFNEFtf28tXxH%2F7DCfV%2BDBFfzmJezxbKfARhXSBPBGFWUhFqKH9EDmfw45EtuUlXkeKRS7X7wtJgppQFc9Htl5BHKTzXKZCxbkvobpSzKVgmu4ETUHOfWrqKX0G6eQTQrFGK4lIfShm75Law9kTIEcs%2Bm3Heb1S4zFF7yOwn%2FDQ8FAVDhaMDMRKz1OMYGOOqqZgksqT08fGFkY0QyyYpPeLGS%2Fn%2BDfD5nMcDW9q0jrCt1BjFbEvjQrBYn4WWTwNOMdoDykQ5tFfyHys5PZ0bJn%2B%2BPgRUkiGY8%2F7cGYUvrVVODFD6hTwDCl29TPfA8FzeDv6CdBXUcq7xibyjggjUze%2F1WyZmeuDWpcX7RuB%2BSyQ7y5YaCPMT74f3rdl0m86N6KwEBS0gUYIrCR66ubj6MdxfTxCpuJ233hwP5JAAC3mw%2Fx1zTOXbyPzI3qDjkWizl2OthnT5zKqOXKAiXoLZnP5JwzuOz7kl6iP6%2B0qVDBDZ1j2I0EyYZHVscHyUaxsx0nHByL5m6vF5i8oE%2B61cbGrAoD8%2FTHEA4cli8uvUblec8bw28%2FjksNBziBsM7sxrUwlg%3D%3D,3,2,0,0,0,#647954731,Philips,Trimmer,Trimmer Multigroom 3000,NA,NA,Láminas,Recargable,NA,NA
15, Rasuradora Recargable 3 Cabezas Independientes Bsk-8900 ,329,NA,"
			
			
				
				111
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1828
		
		 sin intereses
		
	

	
		",28,NA,Envío a todo el país,NA,NA,3.4,5,https://perfil.mercadolibre.com.mx/TIMCOWEB?brandId=1277,https://articulo.mercadolibre.com.mx/MLM-601445999-rasuradora-recargable-3-cabezas-independientes-bsk-8900-_JM,2,1,0,1,1,#601445999,Timco,NA,BSK-8900,Giratorios,3,Rotativo,Recargable,35,8 h
16, Micro Rasuradora Maquina Barba ,149,NA,"
			
				Nuevo
			
			
				
					 - 
				
				104
				vendidos
			
		",(9 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 828
		
		 sin intereses
		
	

	
		",28,NA,Llega gratis mañana,NA,NA,2.7,3,https://perfil.mercadolibre.com.mx/MALU8988452,https://articulo.mercadolibre.com.mx/MLM-664802590-micro-rasuradora-maquina-barba-_JM,1,0,0,1,1,#664802590,universl,barba,micro rasuradora,Planos,NA,NA,Eléctrica,electrico,NA
17, Afeitadora Profoil Andis Lithium Titanium Foil Shaver Recarg ,"1,449",NA,"
			
			
				
				674
				vendidos
			
		",(85 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 8050
		
		 sin intereses
		
	

	
		",50,NA,Llega gratis mañana,NA,NA,4.9,24,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-551340932-afeitadora-profoil-andis-lithium-titanium-foil-shaver-recarg-_JM,21,3,0,0,0,#551340932,Andis,Profesional,Profoil Shaver,Planos,1,Láminas,Recargable,90 m,1 s
18, Afeitadora Rasuradora Shaver Finale Negra Wahl Inalámbrica ,"1,675",NA,"
			
				Nuevo
			
			
				
					 - 
				
				76
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 9306
		
		 sin intereses
		
	

	
		",06,NA,Llega gratis el viernes,NA,NA,5.0,1,https://perfil.mercadolibre.com.mx/PUNTA+BELLEZA,https://articulo.mercadolibre.com.mx/MLM-600612109-afeitadora-rasuradora-shaver-finale-negra-wahl-inalambrica-_JM,NA,NA,NA,NA,NA,#600612109,Wahl,5-Star,Shaver Finale,NA,NA,NA,NA,NA,NA
19, Rasuradora Multi-usos 8 En 1 Timco X-48 ,288,NA,"
			
			
				
				74
				vendidos
			
		",(13 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1600
		
		 sin intereses
		
	

	
		",00,NA,Envío a todo el país,NA,NA,4.0,4,https://perfil.mercadolibre.com.mx/TIMCOWEB?brandId=1277,https://articulo.mercadolibre.com.mx/MLM-601445913-rasuradora-multi-usos-8-en-1-timco-x-48-_JM,3,0,0,0,1,#601445913,Timco,NA,X-48,Removibles,1,Rotativo,Eléctrica,NA,NA
20," Rasuradora Afeitadora Calidad Profesional, Wahl Five Stars Recargable, Shaver Shaper ","1,499",NA,"
			
				Nuevo
			
			
				
					 - 
				
				21
				vendidos
			
		",(10 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 8328
		
		 sin intereses
		
	

	
		",28,NA,Llega gratis mañana,NA,NA,5.0,2,https://perfil.mercadolibre.com.mx/TEKLIFE,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=iojh9MLMH3vhAKT1peMvGS6qgyUN9bIpM2%2BSRSF5eexHU40OQQUJh8k6v%2FeDrMFLHs5L%2BQ9F%2FWYEdv8Cyu81r5p8MuBZxhdWlTBgz5Ma4Q8qhgFXbyr6l0xQ%2BaqD%2BZgwDSVYUZ2wgXhU%2BXXyLJO1%2BeY3JaJw9M0iVmOtl55g%2BEU%2FxVSxjOqQsBCWVGgjK1sWmD7ZtOYERApvNoOhWhpkJS4YpOU%2FDWqaG%2BVlwaF1DUwKg22DBMXuv9Rw91By4ZrMbQ2W35s%2Bg%2BNrRBtfhKlowEKH9rpKh%2Fe0vADxzzS%2BYttzPVhd8RkfTrrmzdwQIztAZeNIacX6T4KxYDYgLJqPl6lCdo77g3A17tvStBYJ20S1pacgCnz1LiKlUdPVhcH58GCjqZpMaBDlRBQSuzFwJnDt31ZN2Fp9GeCCi3wBeAvjk8dCNHWotApD1mt0aMyLIQsVpAq3Lr%2Fkm%2FM4vXkRTM8XWnJgUx0h48S%2FFoqijTtuPdN1%2BC3ml11EiC9885QdxqCzbdPr8%2FOiZogjTMrsqLmx1q34q5bTcpty0ViiSR4KEkbsjDmO7PfwY4dULQLeD6%2FJWD9qT6o3xQH5nuSAbUwAA05lmNQF%2Fr8khfx8BiKf3Bh40D%2BU5MPVvgt9U%2FNb3Z4v7jfRoa8Cxt7cZ2uXrk1juzVQ1JyQZTtHUMkWwApfhZX0BFIssuDkW2QxVx%2BhHpGpH63eP52vW3gmJ%2BvUbRHfUI7Yn%2FogytugPpD0TY3bpn2DVNXduLxbbNUPzF%2BHhHlCoEEs4Y1xIXTQm3BjCIe6tX7znXVFUQCEiCBtGg2DG8MU00TpYrl7m2cA2G2M0fp0scaXe76PEV2I3NDidQOARK4F5imbG3%2BlQEZQCeO5yWdrTJ3%2Fs0n4yNP1rSYGTZqocVNh%2FOqfq0eL%2FavOyv%2Fsxh1xnuQ%2B2lM5%2F0Iw5gmV4bPIAchczClCDXfD1mjo%2FeBNV6N5GbjqytaMgr6TGsop7bezNw4FVFvF%2F24m4QAAvRXao2McHYdL5qyPRkwLvesPlxgzCZ70K%2BsOz5eyuVtZBpbVHOIKOgg183Q07PQGNnqDn9LDlA84oLyclDgLw20V0XwEwmqSEFkDfPyJAR85kp%2BkTmx9IOPLSVlJozuOWoj8FOAWxXjlh6l4PyVHuTaiugClbYzxFFstWqGxO%2FBiZZlcXsehsw1KEmqu5atH7AxKvbFnm0qehJsjCf2xwl0TxYmV2GnXA5cXjHZn9u1l1UEE6U4LcbWq55g2uWwarnLyYST3iC5Nr7fSEDApDP78aI5Jdh3SQyrrSRdhWXsII8Cn0EHEYdPiK6qufqwuCocDuqHTRxCeQpFBR7cyGHpFSGedzNFboP8wwUWGeqWhWQVXhfMhgoVFQ9Xkp8D3T%2FuXZEH1gwMtyF9Q%2BVZHk2IgTu7%2F4G1JHVIj9PoeK2Ipyya%2FpgrC%2BlVyFZvbDjVx8%2FwJ6BQkDRmsjbF3jv%2FuJelIt8hgupdHi1C0BOmHwrJb8STZXgEf9XiasusURcjpYiZ25jvgnCWrZ1CNytGgewXvFtN%2FbcBwAv%2B0lpPLYqiX9Qxx%2ByNvMfpLIJTklXxsrAt3n0c0ZM2Q6kDFwPaXvafoFHf2d42h2JmVEO%2BqhrzKMpxvXrUt1AH3lTet8BkY99apF%2FwZRZSmRSa9qZEZM2O9CD5%2BxdRCWIN0KNt1mIYw5CI3Cs3tZCmNpYGF%2FInW%2Fs1GsgK7eg6LMDfPp00aYkNVh7Rbap6LK1tIJCiNeO4uoeKDlso1cjPjlg%2BH6s7QHuaG%2F0EoqgymQvcfMFzBs9uG4edpjP0h6i4v%2FTUpwfrf%2FsywHNjgmyWWd9Anxz4OF%2BnuluLINoqMOzF1v8WuGi1uqLu2m8qeapaQnXTOEg7G9o160zpXZ81ioh2B%2Bi6UT52Uer%2FV,NA,NA,NA,NA,NA,#652877853,Wahl Professional,Five Star,Shaver Shaper,De Rodillo,NA,NA,Recargable,NA,40 m
21," Philips Norelco Maquina Recortadora Barba Bigote Delineadora, Nasal Original ",589,NA,"
			
				Nuevo
			
			
				
					 - 
				
				193
				vendidos
			
		",(18 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3272
		
		 sin intereses
		
	

	
		",72,NA,Llega gratis mañana,NA,NA,4.7,6,https://perfil.mercadolibre.com.mx/TEKLIFE,https://articulo.mercadolibre.com.mx/MLM-643071800-philips-norelco-maquina-recortadora-barba-bigote-delineadora-nasal-original-_JM,4,2,0,0,0,#643071800,Philips,Recortadora,Multigroom 3000,NA,NA,NA,Eléctrica,NA,NA
22, Rasuradora Philips Norelco Mg3750 13pz Recargable Litio 60mn ,599,NA,"
			
			
				
				1686
				vendidos
			
		",(102 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 5918
		
		 sin intereses
		
	

	
		",18,NA,Llega gratis mañana,NA,NA,4.9,99,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-581331744-rasuradora-philips-norelco-mg3750-13pz-recargable-litio-60mn-_JM,91,6,2,0,0,#581331744,Philips,Multigroom 3000,MG3750/60,Removible,3,Láminas,Recargable,60 m,NA
23, Micro Touch Max Recortadora Vellos Nariz Barba Patillas ,274,289,"
			
				Nuevo
			
			
				
					 - 
				
				94
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1525
		
		 sin intereses
		
	

	
		",25,NA,Llega gratis mañana,NA,NA,3.7,3,https://perfil.mercadolibre.com.mx/REMATELIBRE.MX,https://articulo.mercadolibre.com.mx/MLM-678019950-micro-touch-max-recortadora-vellos-nariz-barba-patillas-_JM,1,1,0,1,0,#678019950,MicroTouch,TODO EN UNO,Max,Removibles,NA,NA,Eléctrica,NA,NA
24, Maquina Rasuradora 3 Cabezas Independientes Recargable ,299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				38
				vendidos
			
		",(32 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1661
		
		 sin intereses
		
	

	
		",61,NA,Llega gratis mañana,NA,NA,4.0,1,https://perfil.mercadolibre.com.mx/ANDROMEDA+INC,https://articulo.mercadolibre.com.mx/MLM-685703499-maquina-rasuradora-3-cabezas-independientes-recargable-_JM,NA,NA,NA,NA,NA,#685703499,Health Essentials,Caballero,32936,Giratorios,NA,NA,Recargable,NA,NA
25, Rasuradora Taurus Baco 3w Recar 3 Cabezas ,549,NA,"
			
			
				
				157
				vendidos
			
		",(7 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 5424
		
		 sin intereses
		
	

	
		",24,NA,Llega gratis mañana,NA,NA,4.6,10,https://perfil.mercadolibre.com.mx/LIFTORTIENDAOFICIAL?brandId=1084,https://articulo.mercadolibre.com.mx/MLM-591638161-rasuradora-taurus-baco-3w-recar-3-cabezas-_JM,8,0,2,0,0,#591638161,Taurus,RASURADORA,Baco,Giratorios,3,Rotativo,Recargable,45 m,45 m
