search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Material,Fabricante,Tipo de funda
11, Funda Rigida Transparente iPhone 5|6|7|8|plus|x|xs|xr|xsmax ,79,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2552
				vendidos
			
		",(253 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 439
		
		 sin intereses
		
	

	
		",39,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,13,https://perfil.mercadolibre.com.mx/BROXYMEXICO,https://articulo.mercadolibre.com.mx/MLM-621037271-funda-rigida-transparente-iphone-5678plusxxsxrxsmax-_JM?searchVariation=23558966100,10,2,0,1,0,#621037271,Apple,iPhone,BMX,iPhone XS MAX | XR | XS | X | PLUS | 8 | 7 | 6 | SE | 5,TPU/Policarbonato,BMX,NA
12, Funda Otterbox Survivor iPhone 6 7 8 Plus X Xs Max Uso Rudo ,329,NA,"
			
				Nuevo
			
			
				
					 - 
				
				799
				vendidos
			
		",(89 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 3250
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,35,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-637625676-funda-otterbox-survivor-iphone-6-7-8-plus-x-xs-max-uso-rudo-_JM?searchVariation=28680049625,30,5,0,0,0,#637625676,Apple,iPhone,OtterBox,Survivor,Plástico,OtterBox,Uso Rudo
13, Case Funda Armor iPhone 6 6s 7+ 8 Plus Survivor Uso Rudo ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1839
				vendidos
			
		",(76 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3328
		
		 sin intereses
		
	

	
		",28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,115,https://perfil.mercadolibre.com.mx/SHOP_ORIGINALS,https://articulo.mercadolibre.com.mx/MLM-610263453-case-funda-armor-iphone-6-6s-7-8-plus-survivor-uso-rudo-_JM?searchVariation=19674345908,90,18,4,0,3,#610263453,Apple,iPhone,Armor,Heavy Duty,Aluminio,Armor,Heavy Duty
14, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2278
				vendidos
			
		",(29 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1494
		
		 sin intereses
		
	

	
		",94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,75,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=IpOnvWxx49R3CrOTBgZlDtS29uTWaRB2P6gGgcCa%2FKqeeQfSKjueP0q7CMe3RMustXQnW0R0WxWF1agKT3E91QInQ5a9Hrdswc5yHPPiARlNSeiZH84YEHmHam9UduMBJeTLWp8l%2FdZTp7jwdB0IvcYQDw6yn2y%2BusjT9nqRVYrXONwut4AmZ%2BrdZYlCXO8CKYLteFlFWVJgWpiOFsbDLgHWodywtP6YibLDT5cTOtkKjnnuecMl2TKbTLYJQOLGdK0D59mII5IMqQ2HlN%2F1O1H%2BK8L2jIaIiD4Pu%2Bn1PYJS8pjFlSEehAJFTMTH%2BTGaGrGPBkxGKam5ynaID54irl3WY663UBJF4W6rVcYXcCvjTQte70Ou62OkBBOXXJ8i3FdCCBYKvmoCGitlJfZ9qpLOmR8l3hUEJzyJKfP1B5FMdYK8mrgJoYclCzOTaph2rOZiwfFrDNjsLAlcptpnI5Ez6MrqOEaghX5LIJ%2Fs2D1y8POMuR2rVVWH9vKCttV5VVyCxvlgQnKxhiRc%2FDazd67K2IZejVm%2BtkcDJroskwHoyrI8zfRmBKs67Vl04E9DkFQfEoO%2FZjqLCwmwmLGD6ikSTco8o%2BOmOqSOWskWmzUNVIjQRvFv6U3RT09lW2RBnFIZ6CWVkRPm9Ab7kl0IUS2w322%2FMFUa%2BUMroe4V%2FAm4Bd6q6XfjzBhN70MEPa7XgFvhzzf0HOAQSkyWQIK8hYfmHJBdU%2F14uqs2KKsmxT6e%2Ba%2FuqQtdLV4S0OsPXbfTTKgK61U8eJHWjywV883eS5jvq7q8b%2BfiNnMibENG5TTw3cs2FapIrIyqr7Ddy6AzyrEKCqB%2BFxfn4uKOTGOqG31U2lUbL5ZAjC3jsYY1efnXJAAQkasTO0f151rXh7FbifX8XzumLoOp062Rls%2BZTkxO7ifpNBFiCT8ZSvvhltZj5QS5HVGeD5N2jQ5mkpqXvyytmCS%2BlpVjAzUrFR8WzYTipeHuNEqrSfwOw1ZNA8iny55OcLP5LJds%2FJLOeGUItLGdMid3QXQy69h1VQANilGV140FJIBV0WTJjPWGeVQqLJPuNoFyTyqsG4nAiOhgiAF23BZXiYVUoZDxWGEdhmTZ5S6HFEzpnFiqGRK2rGpvHHTYbcTuZu21bbW33O%2FdPsh11%2FOUAlGMYOBX2l%2B6b8fYdJrVgh4XHAlw1qnJJmSfvSTHLyTc2FimtFtV3DsDyA3Nm0wFhIMHtZOaLus9tDramHZ1hQIefDSRsQT3eaye58SiGovcQaI2lRwhjm9UnlKePtLiKdZqL%2Fz2KRZ2TGItDaaQ4XPQqonIX1L4UBy19VxWCGBOFCf%2Fcxa4wTmC5RIWjSI2gPGqczFXq3nlAacmawG%2FMy68DAQTmwgY3Jqb6UrD3w3UsEwCptwx4ersUFwbj0K5I9S5DjxesDgYRFEGGS6VYB%2BprAvCMOkE8pUTP0Y7lyQiUn3UjIp0oqi3lj6Eny2EgLM3Qw3ZJvUyv4d8AleiM2ve1DDjvL6lLh8Ia%2FFe0sm57GqDqcDcmxrYdugGY%2FMYhTrA%2FAGnroolSFTG5Pn1XPb6UCIK0cuxZm8YmMDayoDGBbsR%2FurNmyxKntTFBGiKFxVXq571NkL31fmvMm9FPDa4PfK0a%2B%2FLufMGAmn7Ewt%2FzmgfJKVNDPj12WTw5%2B%2F96HKLUqroIRuNFf4pgfImFo2KdX%2BLrJUup9D0LRZZE1D%2FiSO2w0UMHrGdmmR36lOl%2Fv5yOCB8IHjDn%2BSBlzxgR%2BftGsKxA4vNCg%3D%3D,68,6,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,TPU,NA,Protector
15," Original Lunatik Funda Tactica Ip 8 8 +, 7 7 Plus, 6s, 6s+ X ",399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1248
				vendidos
			
		",(318 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 2217
		
		 sin intereses
		
	

	
		",17,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,64,https://perfil.mercadolibre.com.mx/PROSU+ELECTRONICOS,https://articulo.mercadolibre.com.mx/MLM-613297531-original-lunatik-funda-tactica-ip-8-8-7-7-plus-6s-6s-x-_JM?searchVariation=20818423518,54,8,1,0,1,#613297531,NA,"8, 8 +, 7 7 Plus, 6s, 6s+ X","NA",Lunatik,Aluminio,LUNATIK,lunatik
16," Protector Case 360 Uso Rudo iPhone Xs, Xs, Xr,x,7,8, Plus ",279,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1118
				vendidos
			
		",(212 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1550
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,28,https://perfil.mercadolibre.com.mx/PANDARA+MX,https://articulo.mercadolibre.com.mx/MLM-621894881-protector-case-360-uso-rudo-iphone-xs-xs-xrx78-plus-_JM?searchVariation=30779660399,23,2,1,1,1,#621894881,Apple,"IPhone XS, XS max, XR, X, 6, 6s, 7, 8plus y normal",Case,Uso rudo 360 grados tipo SURVIVOR,TPU/Policarbonato,case mobile case,Transparente tipo SURVIVOR
17, Silicon Case Protector iPhone Varios Colores Y Modelos ,203,NA,"
			
				Nuevo
			
			
				
					 - 
				
				723
				vendidos
			
		",(29 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1132
		
		 sin intereses
		
	

	
		",32,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,23,https://perfil.mercadolibre.com.mx/CELLKING21,https://articulo.mercadolibre.com.mx/MLM-671538364-silicon-case-protector-iphone-varios-colores-y-modelos-_JM?searchVariation=34395449953,19,4,0,0,0,#671538364,Apple iPhone,iphone 6 / 6 plus / 6S/ 6S plus / 7 / 7 plus / 8 / 8 plus / X / XS / XR / XS MAX,Apple,Silicon Case,Silicone / microfibra interior,NA,Liquid silicone
18, Protector Funda 360 iPhone 5 6 6 Plus 7 7 Plus 8 8 Plus Y X ,199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4695
				vendidos
			
		",(30 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1106
		
		 sin intereses
		
	

	
		",06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,294,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-567216493-protector-funda-360-iphone-5-6-6-plus-7-7-plus-8-8-plus-y-x-_JM?searchVariation=21340038287,187,54,34,11,8,#567216493,Apple iphone,IPHONE 5 5s SE 6 6s 7 8 X Xs XR Xs max PLUS,360 oem,360 total,Acrílico,OEM,360
19, Protector 360 iPhone 5 5s Se 6 6s 7 8 Plus X Flexible ,199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1598
				vendidos
			
		",(136 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1106
		
		 sin intereses
		
	

	
		",06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,66,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-597243279-protector-360-iphone-5-5s-se-6-6s-7-8-plus-x-flexible-_JM?searchVariation=21358423507,51,11,3,0,1,#597243279,Apple,iPhone 5 5s se 6 6s 7 8 PLUS X XR Xs MAX,360,iPhone,Silicona,INNOVACEL,360
20, Funda Ultra Slim Silicon iPhone 6 7 8 | Plus X Xr Xs Max ,219,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1791
				vendidos
			
		",(305 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1217
		
		 sin intereses
		
	

	
		",17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,59,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=sx7O1iusBlsPMdZqX3mXz9JTW2vsz9KzmA8a%2FrxzFB1pDJlOy07Cru8pkdLJilgGmIyox%2FP7eHAmsWfVT11CeP5AjAc0reXu6P6P2Q5GTUz%2BrejIgQXIWfqFF1LO%2FSq4qD7x1BvRECIphsmZ0JVlv6Mbb2s2c8YcevN8yn9YFtnxZqK8QyQUiVwo9zeqJwJ2rGCWpoyjMD6iIiZsv4y551dxdEyd7woj3bnVuYY2Xxye0tg7jFiOdeoMQuAXqfJxCDvZFYHzXOcmCRjE6vevmvH%2BBiwb%2FVY3fGm33yi0bWiEvvEE%2Fapz89pGhNjbcW7fddpD8IIHk5ntcOu5BddnJCkK9uYc4YS3hFAzEvQf8cvyyJEjJm5B3Fh6P91rDygDrLeRtUlDZam5MmByY4Jlvl9EhwfzSUhwkJTN%2B2ysuitBbgAbbhxS9MUVmfjrI8zb1kOmuAWfcs%2BFZ2Z9G3brs9MHAfmltO5PRvSmnxGahRntzgKCuBCWBmdtoYORF9jsuSbZ4JpuOIz%2FPGlWZqQ9SQj%2FBPl809kDtGl120f9uXXxJLKKiUb%2Bg%2F5wb7ClBgKNnIdmlhBg5RelL0f93V00LjuMrQt%2FnLk1T5HBkrdG%2FL13QQzR%2BH1aep4Od7lsnu1EjO56z2qrVQlChdvGUtXeSR%2F9ppFpV%2BtZbssEsqOLd6zzeWF61KgIhkYLRu8G4%2FEtjzfBDVKQikD3BHylzc%2BjvHTyOENa5PAlUL7MxtdzD2kSNIlku8xQu7DXL4CdLDkPmUhGVKANb9hWrcZbd%2F6Xdo3o1PQ%2BWKs6hxZKe%2BW68bZ0JPRRq84tN6ZnuYPJE89V3bGQrfWsXrzcdDXyTuoEhSRXVnTGXu%2F5%2Fe5o35lNjiut1%2F%2BW%2BgrzQ01PhDzuXgXRQH%2F3LWmwbfjTj4vDMJ8DU5uj47rJFi3A%2Fj%2B%2B8Dts609N7gVPmd0Cf2STxi47T25ifHVEeZVXd%2B%2FoWsFSWCOtEUBKqmQTHpF%2F7s5zvamHsC3MS5rLfwFu2H026%2Bk3wfqffivYshZJ%2BAwLVXDeOQ%2F9tMymwmfZBYvECMQgzh7IjjcJtjMbnSC986dOU%2BLxgFxg3xYBFKyq5zzWPMyrbu9Fq%2FBQz%2BxDgPV4JXLCvuECYyTfmRYbm%2Fo9VuVQNuo7DkwUeHXXVYPAxEDL9gx1aXIoAi%2Faq8g0nAsZJsrU6P1uYPeucjMIoQpfjwTO9MGctfoCU%2BCRG7ixR1iVTPKXP0fHqV2R5rrW9CKcjfVB7sGVEcOTT1A3oDjeD6q18JhN3y8yAPdUU5Rpfkn2pecCMi06ZT9bNRCQyYEi7pVTkNhNuPMMMmJD1eBTT1vpzfKgpn1B%2Fmzd%2Fnoii0Tqeu1TvcqnY4rHMr7o1AYApZV4%2FVh0GS2Lezg5Wq%2BM97%2FLuAFzE%2BK0VK9jWYequzN8S1PsWHhcYDNe59flAIURdfos%2FepZ0lUAsmx1964d57EJLVcngxj9CBaoFV7913x30W0PjS1O1ZmqIHKhM11ZCLHlci4uwH3%2Bhchlrh3DnKNRvP8Mz0Rh%2BHDTn0cWWsEGUP94j2WZlqy0BX02zhPx2B%2FlXa1BjH44wUeUQCDEGhuVPzB%2FsaNo34WmpHpxH1f9MJcC0nAcXeG8PkGoFHiwdunxlQp1J20u3AaGauNOc62wuZac5poJw%2FArQoGrnNOgteFUIIQCFZ5dZKvklRAaUwyq4KXmnHrm6MahSoXj0KxMo61guYealtmMAw8SZjIJ3rvhZsPM66Fk%2FzbkMG9QJZY%3D,42,11,4,0,2,#618319522,Apple,iPhone,Apple,Apple,Silicona,Apple,Protector
21, Funda Protector Magnetica Aluminio iPhone 6 7 8 Plus X Xs Xr ,299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3071
				vendidos
			
		",(6464 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 2954
		
		 sin intereses
		
	

	
		",54,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,81,https://perfil.mercadolibre.com.mx/TKPARTES,https://articulo.mercadolibre.com.mx/MLM-643886960-funda-protector-magnetica-aluminio-iphone-6-7-8-plus-x-xs-xr-_JM?searchVariation=29377347947,55,9,4,4,9,#643886960,Apple,iphone 6 | 7 | 8 | plus | X Xs,GEN,Imantado,Aluminio,GEN,Bumper Metálico con Vidrio 9H en la partes trasera. (No tiene cristal frontal)
22, Funda Protector Slim Lujo iPhone 6 6s 7 8 Plus X Xs ,179,NA,"
			
				Nuevo
			
			
				
					 - 
				
				754
				vendidos
			
		",(59 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 994
		
		 sin intereses
		
	

	
		",94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,18,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-670962507-funda-protector-slim-lujo-iphone-6-6s-7-8-plus-x-xs-_JM?searchVariation=34293895131,16,2,0,0,0,#670962507,Apple,iPhone,Auto Focus,Auto Focus,Acrílico,NA,Protector
