search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Material,Fabricante,Tipo de funda
11," Protector Case 360 Uso Rudo iPhone Xs, Xs, Xr,x,7,8, Plus ",279,NA,1156,175,18 meses,15.50,NA,Llega mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,28,https://perfil.mercadolibre.com.mx/PANDARA+MX,https://articulo.mercadolibre.com.mx/MLM-621894881-protector-case-360-uso-rudo-iphone-xs-xs-xrx78-plus-_JM?searchVariation=30779660399,23,2,1,1,1,#621894881,Apple,"IPhone XS, XS max, XR, X, 6, 6s, 7, 8plus y normal",Case,Uso rudo 360 grados tipo SURVIVOR,TPU/Policarbonato,case mobile case,Transparente tipo SURVIVOR
12," Original Lunatik Funda Tactica Ip 8 8 +, 7 7 Plus, 6s, 6s+ X ",399,NA,1267,316,18 meses,22.17,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,64,https://perfil.mercadolibre.com.mx/PROSU+ELECTRONICOS,https://articulo.mercadolibre.com.mx/MLM-613297531-original-lunatik-funda-tactica-ip-8-8-7-7-plus-6s-6s-x-_JM?searchVariation=20818423518,54,8,1,0,1,#613297531,NA,"8, 8 +, 7 7 Plus, 6s, 6s+ X","NA",Lunatik,Aluminio,LUNATIK,lunatik
13, Case Funda Armor iPhone 6 6s 7+ 8 Plus Survivor Uso Rudo ,569,599,1851,65,18 meses,31.61,NA,Llega mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,116,https://perfil.mercadolibre.com.mx/SHOP_ORIGINALS,https://articulo.mercadolibre.com.mx/MLM-610263453-case-funda-armor-iphone-6-6s-7-8-plus-survivor-uso-rudo-_JM?searchVariation=19674345908,91,18,4,0,3,#610263453,Apple,iPhone,Armor,Heavy Duty,Aluminio,Armor,Heavy Duty
14, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,269,NA,2311,22,18 meses,14.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,77,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=GfsKwdY%2BU6YwCYdK3kCSMUrL8zgKTVlebZu8O7NRLeblm%2F5C0yIKi%2FvoDnsp9BjrsLUqtR9I23cJky3QD%2FgLY%2Fysjc3ijKtWq7IAVCQ5Lb%2F5QjrOt%2FTn7C9Hu5dutYpZ3zQDaqtWBH8kD55YActclKqwKjpEBi3aVGFRsiW9DIJGCOTJXUYMm2104Tiav8gNcwUpMZvNtwsygAE4koYAQIcJOmGFk9sqPz9T2ynnw99hHepMqR7Fij8j%2BwMc42k9plBLheELwVBMQr9v%2FweuHoMppJMiE8tq00ClFggGbD%2BQaTJeEgnIrNy6mZioIkbKrdM%2FKDDiithPxKiMrI5JEAHB0RT3JnRZ9U2SVDqYDd2Xsm8nhkogv7x60SfROLFh23IMrgj7IFTwf2LlymgLV58y5hAEjfn35Cg7fD2M79quc9UN7UjNcq1uTm%2FJ%2FUWs1FMjrEMrxzsBrrjZFmLh9SQ4tvf8go%2BCzhz2XSgFfSMEuxA4TAdj09C6k6XGFwGZ4zpbi7ODkQ82XnZpF0FmVEQZqAETbo4ZKz9Ds2dbmQCHkucdaCJl9z21xp791lwxi5EHBT5FA%2FB3NEW47uGfZ52VFurVsOneQQOAjcngJqTqxxHPtio4H1kXAc%2B1p2bSGD0iNikb2764pwJjRsJZJoP33%2BpBzrTVvmMXIQryIwtcA3LKexSne4ibYCJZfY0oE3xok1k%2BHGn9FSvHUd7xOoSmNk0qc78UA%2F7%2Fl06GA2YHqo%2BfOxTTOvyWX3PG3%2FYrn%2BaN%2FLUQvqWWmAhdJljIM7jlZQSlGpvFqLnyny2JCJHDXmkshdLWvp2FaYHIKP8onk21Vd2htNvnXvIJx1j3OF%2BuyyIo%2FMr4ZLXegYoZ8%2B0%2FL87HZrDcwKEVSW7IiMtXxaTkd%2BtUaYv7XxNTB8yHpGat7DTkFKoaN%2Bph%2B9Y1cEMig3JsmL5Z3eo3lrobakjsD3pM1KzZk2Dn%2FFe3NNLesUPlyrk38gNsTjhZbxB92%2FdK9MpgO0cMKicTBCqszNiIIBQN7w%2Bsy1GWlU%2BuADq%2FYjIcXATy9xdde2wMWU385dArdUispMOojaftzI9NZ5JjUD6VkrvAsJGLTDLorC%2B%2FP0CMXMMfyktwvrIL7jpaoPFJ8Ngf1S1XgFex3Oc70dcfcI1XNWLRFIHkl54dBi6cu74xg1BdrbPlZvJemFEHabQqgLGuZr4iO35S2HEdfRvtjoc%2B2M8mVV16%2BOUNRf0qo4a1gtXFBiFl1CtEORGbeFKp%2BG8knSvSsz6jPIgVm3IQh%2BeWkVO1pYdlWk79OLN6NoiJxfHXVRbSc7nuVlIMQXhskUcUfwYduuS82pCsdrJXR%2BlCug%2BEpsS2dRkg%2FcRsOyj5fVPGo%2FnFexGiqqpiWu71uppm2s%2FuxIIS1cjgb8HM60ChXMCAaJso64m52lOJTnL9THy9ao%2FiaG%2BYHEU0cZSVUq4bJq3SQJ%2B%2FPOYGtjBEJQEHB4HdBhIRg2vjkuThjQMAw5SqrS6TFbyN52TSvq%2BD0j4k750mt5kkV%2FszWy85n7ZfztH2H9%2FS96%2Fz3g9t21BcVSaAw9MMEA4%2FgKs7XoC98rCr6iyzYuha6Idlf7j6t%2FxhTTKrq2dmE1T3kDfHrcKggwi4%2FBi7N54Hc4UXs71hKafD8AFjRqZSaWcchAbcZn9vwfyKwJGMRRtryypRhzEEt5%2F2XItdvrV7xN%2BVzx2%2FYKETxVJsqzC37S1QgQJDFq2jCqNbuUayYzY9yC5dKeI1WBhwx1nXeBfgPxE%2F,68,8,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,TPU,NA,Protector
15," Protector Funda Skyfall iPhone X, 6 6 Plus 7 7 Plus 8 8 Plus ",199,NA,3473,55,18 meses,11.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.1,160,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-590567485-protector-funda-skyfall-iphone-x-6-6-plus-7-7-plus-8-8-plus-_JM?searchVariation=21340361935,91,33,14,9,13,#590567485,Apple,iPhone 5 5s se 6 6S 7 8 X XR Xs MAX PLUS,INNOVACEL,SKYFAL,Acrílico,OEM,trasera tpu + plastico
16, Funda Otterbox Survivor iPhone 6 7 8 Plus X Xs Max Uso Rudo ,329,NA,817,71,12 meses,32.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,35,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-637625676-funda-otterbox-survivor-iphone-6-7-8-plus-x-xs-max-uso-rudo-_JM?searchVariation=28680049625,30,5,0,0,0,#637625676,Apple,iPhone,OtterBox,Survivor,Plástico,OtterBox,Uso Rudo
17, Funda Rigida Transparente iPhone 5|6|7|8|plus|x|xs|xr|xsmax ,79,NA,2571,234,18 meses,4.39,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,13,https://perfil.mercadolibre.com.mx/BROXYMEXICO,https://articulo.mercadolibre.com.mx/MLM-621037271-funda-rigida-transparente-iphone-5678plusxxsxrxsmax-_JM?searchVariation=25892388051,10,2,0,1,0,#621037271,Apple,iPhone,BMX,iPhone XS MAX | XR | XS | X | PLUS | 8 | 7 | 6 | SE | 5,TPU/Policarbonato,BMX,NA
18, Protector Funda 360 iPhone 5 6 6 Plus 7 7 Plus 8 8 Plus Y X ,199,NA,4701,30,18 meses,11.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,294,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-567216493-protector-funda-360-iphone-5-6-6-plus-7-7-plus-8-8-plus-y-x-_JM?searchVariation=21340038287,187,54,34,11,8,#567216493,Apple iphone,IPHONE 5 5s SE 6 6s 7 8 X Xs XR Xs max PLUS,360 oem,360 total,Acrílico,OEM,360
19, Protector 360 iPhone 5 5s Se 6 6s 7 8 Plus X Flexible ,199,NA,1610,132,18 meses,11.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,67,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-597243279-protector-360-iphone-5-5s-se-6-6s-7-8-plus-x-flexible-_JM?searchVariation=21358423507,52,11,3,0,1,#597243279,Apple,iPhone 5 5s se 6 6s 7 8 PLUS X XR Xs MAX,360,iPhone,Silicona,INNOVACEL,360
20, Funda Ultra Slim Silicon iPhone 6 7 8 | Plus X Xr Xs Max ,219,NA,1816,294,18 meses,12.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,62,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=5tDuBXrX8eN1woaXv4T1sbz8o2mZunqT4AIWl%2FqFYiu%2B5RffX8qIw3UYw0HjEFE7pHrWYFmmLfWA631KwljoncLFRa9LCqS37k9%2FdfL%2BWjd01iBGofv7IJiw%2BLVEQORxg8Fk6X6kOH%2B0J%2FecLrviZTgw1ohMfbd7js4%2BxL0pzfcgJlktwJx17k%2F6W30n%2FLzl8TsDUQ697Crnqk%2FpJHr1R2FSi%2B0tpADbixGIEuUCjx83bf4tR%2FLUCIxT%2BV1Hd%2FDq8IjqhwvoGA4bBKhAi%2BWtpchuuLa%2BecyU0cHZE5Xf4YbuWVTvGeyXe1HAB3ePB%2BPycolkKmRsiLKtAWY4Xo2tm71G7rqMMX1%2BrhRaUSFKZmhHqsfPZXzK1hGOzGGQQRIkd2oO4SDyLCvxtj%2FLAcEz60jqGZkkATJ5dsdIdcIbK%2F9JGbiUrnAC82I1WFjFCOzHBtRmxXy4geqw8Kd8T%2BFZsuynK77whKXuhgDg9%2BOyHJoFsy3rAlJLK9AkYNQIyy6oTAQ%2B8Ui8XAfEge4JYKtTpanxISCPnfuwA%2FvOwf3e0yFP3xAiz%2FC74ndtgFzFk8FNJBgemwGHuFZ8JRHFPrzj0Kqs8PPEoGJhZLzKXbGc97D8kA6OeUukJoS4lhukBK0uwIMCXCL4NQo1L9khkADtU3Rs4QYZnpuBOmXJPTbPt1I3FIPyqrz5heO8nR6lXSWX4ZdpSD%2BHLBWJIF0fm5TejT3pzoEnq3PLsGddMjaNNJLw%2BUYpCIb9aWN0qaSpoFbxn%2FZjWIVCNaYNR%2BeoS8jj5U29z7DfA%2FhfG64%2FDE1%2By%2F20UytMlQn9i4N642KYSKbVRvS15ofc4wopn6SxenThRgIq6W8ZZx7ZmCIowocjWB7VKQ9hNp99T%2FlsdkgqzZ02IYoPGx%2FOwPyeit2V9w2gM2YwCZwwmGBD9TdLa0dCXAS7pshhxbLE9NvFVRHB2H6meZKaivZidoJ2u7HRMoqrIvQZw1diW9axFg8e8XmSuBrx90TEU1dplsbtyvphsJ63rwj0JYM7ff1vl4xNLKxFIZBP7RfplNIxHhRpBMNI6oM8ki7BB4IvtLCFjEYsuozF3Ds1uhpqRQ4vGmrGE6t8Su0e%2BYDcb84DcOKIJbmYdpxH6avKhO4aqRw0Gtg8yv7iL6pf4GG3OVimp%2FbUTPzqyXlP8%2BV8OzueEI%2BRQY8aZnmwjuWiclRZMf0BTS25B3XHg%2FUWtiCE1D%2B4tyWN0VZuiaGi1dYtB5qo7GkP7LJHdgGrpW2utTf2CMdnlUGTAXYofMDe6ShruH7ACu7blad3Gu54TGSRWDMv5iQ%2Fv1%2FoWacOY5HSO%2BH7gbtwXd8MLkwv9GpiskPZXZ0PhFfdWiIsjWwVVajiObDlaAy%2FP3zBlJRGzRbnQ%2F2H6KMfXao708E3enYVhwiHwixH%2Ff2Cd7I7TZhnBdZvBLSFJY%2F6OsrJAalQR%2F%2BFuCJWq%2FprgYO1GlXMI8A3huybt24l1GTdkLdtXZJTFmyApL7Rxw0Hr1cpNDdWXdNiDcGflbIYOxOjhiHvFsL0OM0dLZi%2B95dbjzwU4ODrw7KXbpvfedyO2A1tIRXb7UgeL9IBSzVnmn8Dm0zqw555NkUZ1kC0yDyZML7m6dEaoxkWzCdAA2TA0SkBlLlRwLhBc5ncw22wPPOr8v29Km4jb909QuXPmYhct4IguUQx9Xsi8%2FDyMHuqKqjAQ5xMkhA7hTefI1tWotM4SEFvahI5vrZ5M7tPb6%2BnIUlLiCoXOejVZSZXjw%3D%3D,44,12,4,0,2,#618319522,Apple,iPhone,Apple,Apple,Silicona,Apple,Protector
21, Funda Protector Magnetica Aluminio iPhone 6 7 8 Plus X Xs Xr ,299,NA,3100,6451,12 meses,29.54,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,81,https://perfil.mercadolibre.com.mx/TKPARTES,https://articulo.mercadolibre.com.mx/MLM-643886960-funda-protector-magnetica-aluminio-iphone-6-7-8-plus-x-xs-xr-_JM?searchVariation=29377347947,55,9,4,4,9,#643886960,Apple,iphone 6 | 7 | 8 | plus | X Xs,GEN,Imantado,Aluminio,GEN,Bumper Metálico con Vidrio 9H en la partes trasera. (No tiene cristal frontal)
22, Funda Rigida Transparente iPhone 5|6|7|8|plus|x|xs|xr|xs Max ,169,NA,1170,14,18 meses,9.39,NA,Llega mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,47,https://perfil.mercadolibre.com.mx/BROXYMEXICO,https://articulo.mercadolibre.com.mx/MLM-609084509-funda-rigida-transparente-iphone-5678plusxxsxrxs-max-_JM?searchVariation=22511225424,45,1,1,0,0,#609084509,Apple,iPhone,BMX,iPhone XS MAX | XR | XS | X | PLUS | 8 | 7 | 6 | SE | 5,TPU/Policarbonato,BMX,NA
23, Mica + Funda Contra Golpes iPhone 6 7 8 Plus X Xs Max Xr ,219,NA,1066,202,18 meses,12.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,39,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-623749350-mica-funda-contra-golpes-iphone-6-7-8-plus-x-xs-max-xr-_JM?searchVariation=32254235791,33,3,2,0,1,#623749350,Apple,iPhone,NA,Slim Contra Golpes,TPU,Apple,Protector
24, Funda iPhone 6 6s 7 8 Plus X Xs Max Xr Case Silicon Protecto ,219,NA,2657,400,18 meses,12.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,74,https://perfil.mercadolibre.com.mx/TECNO+INSIDE,https://articulo.mercadolibre.com.mx/MLM-611043624-funda-iphone-6-6s-7-8-plus-x-xs-max-xr-case-silicon-protecto-_JM?searchVariation=28802182017,58,13,2,0,1,#611043624,Apple,iphone  6 6s 7 8 7 plus 8 plus X y Xs Xr,OEM,Silicon,Silicona,gi,NA
25, Funda Protector Slim Lujo iPhone 6 6s 7 8 Plus X Xs ,179,NA,799,46,18 meses,9.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,20,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-670962507-funda-protector-slim-lujo-iphone-6-6s-7-8-plus-x-xs-_JM?searchVariation=34293895131,17,3,0,0,0,#670962507,Apple,iPhone,Auto Focus,Auto Focus,Acrílico,NA,Protector
26, Mica + Funda Protector 2n1 iPhone 6 7 8 Plus X Xs Max Xr ,249,NA,422,57,18 meses,13.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,11,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-667132542-mica-funda-protector-2n1-iphone-6-7-8-plus-x-xs-max-xr-_JM?searchVariation=33590590371,7,3,0,1,0,#667132542,iPhone,6 6s 7 8 Plus X Xs Max Xr,NA,2n1,Silicon,NA,2n1
27, Funda Premium Cristal 9h Phone Xs Max X Xs 6/7/8plus Slim ,299,NA,1108,31,18 meses,16.61,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,42,https://perfil.mercadolibre.com.mx/MLMSHOP,https://articulo.mercadolibre.com.mx/MLM-615868778-funda-premium-cristal-9h-phone-xs-max-x-xs-678plus-slim-_JM?searchVariation=28335439580,38,2,0,0,2,#615868778,Apple,IPHONE,Apple,Iphone 6 6p 7 7p 8 8p,NA,NA,GLASS CASE
28, Mica + Funda Transparente iPhone 6 6s 7 8 | Plus X Xs Max Xr ,239,NA,508,55,18 meses,13.28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,19,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-648919947-mica-funda-transparente-iphone-6-6s-7-8-plus-x-xs-max-xr-_JM?searchVariation=34030329998,14,2,1,0,2,#648919947,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,LH,Crystal Case,TPU,NA,Crystal Case
29, Funda Lujo Cromo 3 En 1 iPhone X 8 7 6 Plus 6s 5 Se ,169,NA,6328,23,18 meses,9.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,343,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-577013572-funda-lujo-cromo-3-en-1-iphone-x-8-7-6-plus-6s-5-se-_JM?searchVariation=27291824577,231,60,31,11,10,#577013572,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / Xs / XR / XS Max,3 EN 1,Funda 3 en 1 Lujosa,Plástico,Apple,Funda Protectora de Lujo
