search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Formato,Color
14, Audifonos Bluetooth P47 Stereo Radio Mp3 Inalambricos /04126 ,6.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				958
				vendidos
			
		",(215 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.165
			
		
		 sin interés
		
	

	
		","
				$ 1.165
			",NA,Envío a todo el país,NA,NA,4.5,15,https://perfil.mercadolibre.cl/CUPOCLICKCHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=xh6ZOKOebzZAbk1uXTDT%2BbqFxqKYKYZnWLJQG0J%2BX1bVYPdro6MUYtc9kj%2B2IGIr%2BPvavfUge7tUUdsANK8Yn84sJzJXB1vJt8IJKNxcxulAc%2Bt1FxqrIM0C%2FwONkK5scMRvQJ%2BS2F6WvO52F4AcqSF9yVkRShkRzeeqTx9S7GvlYECDws92kCFAebubJa01Osmdr6YoB2hjAQ3nYcHXqHzu716ACsz13kxi0EqSN98qTlXrZ7QNwrCXjqMoNMjLuR5iNBl%2B6tW6IT37ZEopGKLDCvCbN8cQXavBVeV7IXbevmUhMrrQ%2FAjbWjzhOxMGSKaPnlOQZO5BiaTAU9ytBdwQpUdmB5ZJFLvP%2BMmi%2FtG3dpmId19UQboMWM%2B6TiU1hfNh6B6vMFsY74YiC73RF2VH3lQGVKx7J6ut88ggBtLEYWjBJOp2ji%2F4gTYRfnc7elWg67UXi8cEuKIjNWVNmwQiL7XuYwfBJuzI40qFStpiIJqLDp0shaqmv%2BNpjcJ6a%2FfAW20lnjfNSuggmubXNNlKwdqtkoRmywGjgxy7b7BKAJN4ZqbtSpsbA0LTBMWPwMI2bijm5XMfp5VrgDXlpLZewJwmKLaRC65vTkSa1EmuQHGo6g9qFvL6Fi8%2B0wWTmSpkvhXSoZcS5NNRTiI7%2FhOxcF5HVrbFIJ701GhlO8kbWeJ7wSRBfvWj45iyQ%2BBZKlhLRMmYsWPdktL4%2BW20nJdb588y6%2BdJVclhGFrur6b5O8FlM2PDH3VfC2qfmxQKStkdFdc2ld9coa8D0uXocSIprvkt6XoJowTpGGyDw%2BtwUVnQdGC%2B%2BKuZ4PC8pelP56togSJIv5YhIuoYVlfNHbVjInWqG%2FZNRy1Cl56DGto%2BogWv2tG3ILiNBCFKrZa3N6C9YAVT6q721NxC6ih%2BkSJ2WwEmV3CO4wNh%2FP0FWtFQBGw9pPSMDrTcrewOPtQ0D6xZl3ovoopvqkB7Fyh1EjMFs3i%2Bfs60wmTj08I0f9rrzKo2zVir0yV%2FzFx%2FT5xbgjIT0XmnNECPDdwW%2FvUkM%2FDvGl2RNrL0PUlD8ZHK%2FrEA8tkrfTyiIwXntFQ1NphZm6FSypU4gbArtp%2BCznia5EmawueFUf0f7myHnpwgIwzkXkJvpW4nwZxO1XbOXXsU6IRVVmCMdeXtW9Rgi0xx2w9jCccDX8GnBIOVzHc7sUPzjsKDW3KuMmw%2FW%2Fi5%2FDBBY0gssHS4vCQxwhp9xfHtiEUBZqH8Jr9TaCerRCKKnlb3KJEVqbbI3x8xxls%2Fu9glyO2f2veq0BntbqROEUJGiZM1swejGu0Nyv9lA4ng0Hap2kZMQ60G4miZyMxQ775Y8MzTpMB1w7grUc2BQj9ZJowwsUYwq5exWb5pRRmWraLujfsenSBr5VksGezVExY%2FgHY%2F7Pv%2FstDqKtpDIOv4Q%2Bpwe4eHgATTamGtPjJlZ4d%2F0uPEgGVFM%2B5QJt6RiOX4Brp9A7oEHwmLrXqlPEomXDjZZQMKBNLXB1qpn%2Fyb2vQWrEIvNjVTkOPD9m5bQ%2FFj%2BL7HC9UqKyUzhZPI8ydLuhQXZ7sCSNBH6Pab%2B9IxqFmbWQ%3D%3D,11,2,1,0,1,#473637938,047,WIRELESS 4.2+EDR,Headset,NA
15, Audífonos Bluetooth Stereo Mp3- Aux ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				287
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,4.3,29,https://perfil.mercadolibre.cl/MARE8077404,https://articulo.mercadolibre.cl/MLC-448133358-audifonos-bluetooth-stereo-mp3-aux-_JM,16,9,1,2,1,#448133358,NA,NA,NA,NA
16, Audífonos Bluetooth Auriculares Inalámbrico Caildad!!! ,9.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				471
				vendidos
			
		",(254 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.665
			
		
		 sin interés
		
	

	
		","
				$ 1.665
			",NA,Envío a todo el país,NA,NA,4.7,37,https://perfil.mercadolibre.cl/MUNDOMAGIA%C3%91U%C3%91OA,https://articulo.mercadolibre.cl/MLC-447161588-audifonos-bluetooth-auriculares-inalambrico-caildad-_JM,31,3,2,0,1,#447161588,NA,NA,NA,NA
17, Manos Libres Bluetooth Mini Auricular ,3.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				327
				vendidos
			
		",(33 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 332
			
		
		 sin interés
		
	

	
		","
				$ 332
			",NA,Envío a todo el país,NA,NA,3.4,5,https://perfil.mercadolibre.cl/LAOCASIONSTORE,https://articulo.mercadolibre.cl/MLC-465965042-manos-libres-bluetooth-mini-auricular-_JM,2,0,2,0,1,#465965042,NA,NA,NA,NA
18, Audifono Bluetooth V4.2 Inalámbrico Hbq I7-tws ,7.990,14.990,"
			
				Nuevo
			
			
				
					 - 
				
				426
				vendidos
			
		",(74 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.332
			
		
		 sin interés
		
	

	
		","
				$ 1.332
			",NA,Envío a todo el país,NA,NA,3.1,11,https://perfil.mercadolibre.cl/ONLINECLUB,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=mA%2FhgoRYRs3tAVtWt3SoU2zkVU1U9%2FvnuDtQCkjqwWvmn%2B8XwGYREa%2FLQBqHyfrFvtD8%2FmoYQrjXHfaw2y9Q8K%2Fn%2BcT%2FLqd2XPWEVgGdDnT5O779jylDW7UL6kkrN4RTI4%2F6r1XODEtdy02boRYbYNYyCWiXzskuOnhCOQeoLSQhUIYMphG7TmalieZ3PchNj4Yf7Hm1VEkQAVHMa2%2FNIyBpJnDKeoME5%2BPTQ9te0FiA5AQntBvfdWE8RvVl1ZmytmREjtEMrwjlZ%2FbKEL6WNjRgkLntVuVh9F86v8A7z7fwrxZD1RLF0ZklRAGZugpIFMCJ5seuVFtn%2BjSAQp%2Bub4DIk8%2B8%2FOhCHj68XRTYoK%2BxTtCgTdA8%2FH22YJPsSosrRl3EPC5z%2BaxwvPaD7BElnHG6k5NPQCfGh5uMT1egJS90ShdMz1vECMa7XL%2BAcQf9f6MTNMVFQhh1ikCEOPmGEZ04GUemAbWaaOPRFbGW8L0GoT77TsO5tMf4kS8K4qwSGJCzArkHoyU4xsPrPmoE2bbUcHgldSY10Y8R07i7mgBm477lZDzoCbJUZCrKKa6Uvbkl7k%2F1Sx%2FkIHPXOKdKBReVRBDUbTqfoAkRDNlKjlPyZQTGE5uPZtPVf5FPkiounUd1ebnV1T9pudQI0%2FNVKgZ1pZPQCXJOVJwQRDBouS3wtn%2FFFQNNX8I5KN0gKn74knEgpWeKTYYfH4un86gIuAZitohnHUd1rpL2h6Y2Skq6FELLunwMWqWVcZosiEa1c1IqazwUbS8InoO%2BmsSJPhFlr%2Bc0IkbX7W72cmUlwWYbRWpQFZHvTPxQVpTl8m%2B3ehQ0OCbFdI5rN4NxBNm3FTLQpt9%2BRR4OleCSANsbr%2BQ0XIf8NYrhZcCgATL3UV3oYu9235fFgQTN00jqNNh%2F1k5%2BpAEXMVEdSiO86DmOYktv%2BubN0yX1BL64PbRn5i1hHpbm5K9Rupmn%2BHnjoGIRwMUsvnW7hhqsPGAGnKl3uv05nCmtq7lhIcAvnmiDK4Z6Yzsz6rL6sd3oIjbC8PGFUMbPpfaQaIY3M2Fzkhv0491%2FViI9fuT0RISlSz0D4Yv44JNI7M4BCw42j5MR9N8lq8WojAHXpaIjc3tHIVpFxbjrgsqABaEh6fjC4iqFs1%2FPG6T4xf3yJmZPG0YiOggUoOoV8lse4T2AFbnQTyzeJaiTOe2Cw6kJuHuL9aFfAn4hqPo79dCrevHqbwz51X%2BRoquKOESSUrz45%2BOn4vsFV%2BPL0ssddHJEB1NgVE6EvGGNbMw3mlU3w1w8MYVQIcEe8KUFpavOStyL1jJCJoZapCmq7bwHzvayAED9fpGBlkWuUe%2FDkCNCDkt4E9gt7b8YLry%2FxheXw%2F206%2Fo3HcsgA9EAnkHZH7MqWG5ue0T7g0rGMBaFsFhtpyPjJaV%2BSH2GNnRHYNRmELEPzbMqKlCy5NoDsMFTKRTgszGY%2BN%2Bl%2FOLA5tg%2BO0VohwsEyinlprvpjF9tYodcdKFnFKZGsXrO1h7AL9BjlTDXCveFH9eJxEj59wsV4iUDYTtscmwqfSuJzp99hVU%3D,2,3,2,2,2,#459017997,TWS,I7S,NA,NA
19, Audífono Bluetooth V4.2 M5 Deportivos Magnéticos ,4.999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				68
				vendidos
			
		",(31 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 417
			
		
		 sin interés
		
	

	
		","
				$ 417
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OFERTABKNCL,https://articulo.mercadolibre.cl/MLC-473455109-audifono-bluetooth-v42-m5-deportivos-magneticos-_JM,NA,NA,NA,NA,NA,#473455109,NA,NA,NA,Roja
20, Audífonos Bluetooth In-ear V5 Alta Calidad + Accesorios ,29.990,39.990,"
			
				Nuevo
			
			
				
					 - 
				
				50
				vendidos
			
		",(1009 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 2.499
			
		
		 sin interés
		
	

	
		","
				$ 2.499
			",NA,Envío gratis a todo el país,NA,NA,5.0,5,https://perfil.mercadolibre.cl/WSTECHNOLOGY.,https://articulo.mercadolibre.cl/MLC-476953078-audifonos-bluetooth-in-ear-v5-alta-calidad-accesorios-_JM,5,0,0,0,0,#476953078,CHINO,V5,In-ear,NA
21, 1 Audífono Bluetooth I7s Tws Gamer V2.0 ,1.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				64
				vendidos
			
		",(30 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 166
			
		
		 sin interés
		
	

	
		","
				$ 166
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELLBOX.CL,https://articulo.mercadolibre.cl/MLC-469009538-1-audifono-bluetooth-i7s-tws-gamer-v20-_JM,NA,NA,NA,NA,NA,#469009538,NA,NA,NA,NA
22, Audifono Bluetooth Universal Inalambrico Para Deportes ,3.990,7.990,"
			
				Nuevo
			
			
				
					 - 
				
				651
				vendidos
			
		",(12 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 665
			
		
		 sin interés
		
	

	
		","
				$ 665
			",NA,Envío a todo el país,NA,NA,2.5,11,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-436105516-audifono-bluetooth-universal-inalambrico-para-deportes-_JM,1,1,3,3,3,#436105516,NA,NA,NA,NA
23, Pack 2 Audifonos Bluetooth P47 Stereo Radio Mp3 Inalambricos ,10.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				52
				vendidos
			
		",(51 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.832
			
		
		 sin interés
		
	

	
		","
				$ 1.832
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/REQUETE+OFERTAS,https://articulo.mercadolibre.cl/MLC-498173774-pack-2-audifonos-bluetooth-p47-stereo-radio-mp3-inalambricos-_JM,NA,NA,NA,NA,NA,#498173774,047,WIRELESS 4.2+EDR,NA,NA
24, Audifonos Bluetooh Tipo I 7 Tws iPhone Y Samsung ,11.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				92
				vendidos
			
		",(38 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 992
			
		
		 sin interés
		
	

	
		","
				$ 992
			",NA,Envío a todo el país,NA,NA,1.0,1,https://perfil.mercadolibre.cl/MAXDESCUENTOSCL,https://articulo.mercadolibre.cl/MLC-474106955-audifonos-bluetooh-tipo-i-7-tws-iphone-y-samsung-_JM,NA,NA,NA,NA,NA,#474106955,Samsung,NA,NA,NA
25, Audífono Monster Bluetooth Profesional 40 Hrs De Musica ,24.890,NA,"
			
				Nuevo
			
			
				
					 - 
				
				117
				vendidos
			
		",(83 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.148
			
		
		 sin interés
		
	

	
		","
				$ 4.148
			",NA,Envío gratis a todo el país,NA,NA,5.0,6,https://perfil.mercadolibre.cl/OUTLETNET-LTDA,https://articulo.mercadolibre.cl/MLC-460166710-audifono-monster-bluetooth-profesional-40-hrs-de-musica-_JM,6,0,0,0,0,#460166710,Monster,NA,NA,NA
26, Audífonos Inalámbricos Bluetooth Bose Soundsport Free ,179.990,NA,"
			
			
				
				57
				vendidos
			
		",(7 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 14.999
			
		
		 sin interés
		
	

	
		","
				$ 14.999
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-472192834-audifonos-inalambricos-bluetooth-bose-soundsport-free-_JM,NA,NA,NA,NA,NA,#472192834,Bose,Audífonos Inalámbricos Bluetooth Bose Soundsport Free,In-ear,NA
27, Par De Audífonos Bluetooth I7s Tws Inalámbricos | Maxtech ,12.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				91
				vendidos
			
		",(939 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.082
			
		
		 sin interés
		
	

	
		","
				$ 1.082
			",NA,Envío a todo el país,NA,NA,2.0,4,https://perfil.mercadolibre.cl/MAXTECHCHILELTDA,https://articulo.mercadolibre.cl/MLC-477090402-par-de-audifonos-bluetooth-i7s-tws-inalambricos-maxtech-_JM,1,0,0,0,3,#477090402,NA,NA,NA,NA
28, Audifonos Bluetooth Deportivos Kolke Manos Libre Y Clip Loi ,5.990,8.990,"
			
				Nuevo
			
			
				
					 - 
				
				430
				vendidos
			
		",(83 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 998
			
		
		 sin interés
		
	

	
		","
				$ 998
			",NA,Envío a todo el país,NA,NA,4.5,13,https://perfil.mercadolibre.cl/LOI+CHILE,https://articulo.mercadolibre.cl/MLC-451786898-audifonos-bluetooth-deportivos-kolke-manos-libre-y-clip-loi-_JM,8,4,1,0,0,#451786898,Kolke,NA,NA,NA
29, Audífonos Bluetooth Tipo I8 Mini iPhone/ Samsung Bluetooth ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				30
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 3.332
			
		
		 sin interés
		
	

	
		","
				$ 3.332
			",NA,Envío gratis a todo el país,NA,NA,3.0,2,https://perfil.mercadolibre.cl/MAXDESCUENTOSCL,https://articulo.mercadolibre.cl/MLC-484620041-audifonos-bluetooth-tipo-i8-mini-iphone-samsung-bluetooth-_JM,NA,NA,NA,NA,NA,#484620041,Samsung,Mini,NA,NA
30, Audifono Extra Bass Sony Oem Bluetooth Fm Manos Libres ,19.990,21.990,"
			
				Nuevo
			
			
				
					 - 
				
				284
				vendidos
			
		",(21 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.332
			
		
		 sin interés
		
	

	
		","
				$ 3.332
			",NA,Envío gratis a todo el país,NA,NA,4.0,27,https://perfil.mercadolibre.cl/VENTASMACUL2014,https://articulo.mercadolibre.cl/MLC-453174599-audifono-extra-bass-sony-oem-bluetooth-fm-manos-libres-_JM,12,7,5,1,2,#453174599,Sony,NA,NA,NA
31, Apple Audífono AirPods (2da Gen) ,144.990,179.990,"
			
			
				
				75
				vendidos
			
		",(9 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 24.165
			
		
		 sin interés
		
	

	
		","
				$ 24.165
			",NA,Envío gratis a todo el país,NA,NA,5.0,32,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-488712872-apple-audifono-airpods-2da-gen-_JM,32,0,0,0,0,#488712872,Apple,Airpods con estuche de carga (2da Gen),In-ear,NA
32, Audifonos Bluetooth Freebuds Huawei Negro - Prophone ,66.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				26
				vendidos
			
		",(749 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 11.165
			
		
		 sin interés
		
	

	
		","
				$ 11.165
			",NA,Envío gratis a todo el país,NA,NA,5.0,4,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-487448261-audifonos-bluetooth-freebuds-huawei-negro-prophone-_JM,4,0,0,0,0,#487448261,Huawei,NA,NA,Negro
33," Receptor Bluetooth Auto Audífonos Plug 3.5 Aux, Manos Libres ",3.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				297
				vendidos
			
		",(73 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 665
			
		
		 sin interés
		
	

	
		","
				$ 665
			",NA,Envío a todo el país,NA,NA,3.8,9,https://perfil.mercadolibre.cl/ESHOPANGIE,https://articulo.mercadolibre.cl/MLC-472109708-receptor-bluetooth-auto-audifonos-plug-35-aux-manos-libres-_JM,4,2,1,1,1,#472109708,NA,NA,NA,NA
34, Audifonos Bluetooth Deportivos Power 3 Wireless Oem ,6.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				139
				vendidos
			
		",(842 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.165
			
		
		 sin interés
		
	

	
		","
				$ 1.165
			",NA,Envío a todo el país,NA,NA,3.8,4,https://perfil.mercadolibre.cl/CUPOCLICKCHILE,https://articulo.mercadolibre.cl/MLC-470816164-audifonos-bluetooth-deportivos-power-3-wireless-oem-_JM,1,1,2,0,0,#470816164,Beats,Wireless,In-ear,NA
