search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Formato,Línea,Color
14, Audífonos Inalámbricos Tipo AirPods I9s Tws Mini Bluetooth ,70.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				29
				vendidos
			
		",(71 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.944
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,3.3,4,https://perfil.mercadolibre.com.co/REP.GALAXIA,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=5mlQ8WA%2BBGu5nNqgffJCOyT%2FYaj8P%2BGx0BzLMTwQHUkbva%2BotTEAvRHzaadwtXpMWur%2BrX2Xpw0g6Z5AgZKVNu%2FUuo91uDaHiaYkdUQrilwh10fRKRhJHY8L36%2BzQQs%2B%2FN7Ja1jxWRL96AkBs4FUlKhrmV1XWmE21lyB7PN4X75ivxFP4Am%2B8PQ%2F1QOBJ4l4hTfEWCoO%2BWeMzWPog0FYxG1wqgjxjz%2FrxioWCa2yX4pjykclrsXjq52t0ZEzl%2FKLAawxX%2FhJ%2Bf940g5szW6a39ls3CB08P5%2Fnu50hzzFsa5AUpvdjzoOJOdo4szN9fYo6EQJYqp4rLFcTuAG7wGhMM5CjjcDIreP%2FfzrRVYiiSzGeoD%2Bmgz2JVhFT9lqGgKSBOmoWJdK1b%2FyiU2kzO7fjJfEoubv79z1xc23Yh1VRL8AbYF5pgnfJ4%2BrQX5fYc7eOcANyiDdXyZBhvwsT8YwQ%2FqzISpVII%2BtqdiIxpIcFSw4o0MjZ6WRLFGR%2BOgq2ollNpe%2FrGE%2BE6WNWpaPUyD3SQk3ZtS6p78dzDNLK2HOJn%2FWNetSKTcTFE7wzVUl8lAvM18m7z%2BI57SXMaLRqk5k4Zj75SJ%2BMEK9qEQJr2d3CnAJMUp3fwophF6LzyNVd5wiIc2SOwGfz1XXKW6xjxQIbof2W59dDLNYJ437bp5sercILFxV42bnj5F0ZcSex%2B6Qh3dpj3cdZhxsoakXoq%2BEBZq%2FV4he7y6uPaQaZqQ8Klg8M6TMfdnqmtGhLmpVDccelpVAfLWQ2H8ShfaS0BjVlbLNaE8O78wUlCvHjAnBWy54IsoaUx3pNqy7oyfx%2F5fD9HDS%2FLb%2BGvFWl0SNfP919Xtq0NwSlNPu1qqCt4k5So3BIaV7k0GHFSM9fMBgNlQp4q5UZw3ohMinEngHEimN9KM4shu%2ByFxt%2FE4oJEDt4mWSGAuRWiwyGzZaeOCdArm62K2onZOPHGNfUm3zUhQ%2FMnJxynOCbnvXMwgEBa5YMrm6TaeWyTJpR5ByH%2B9PY9OG7usPTdND%2F0%2FnXtYGBbFYWioa5MkyKHimKwMmWP5g05mv1QTxP8%2FHWQ7f4WUqy4JqMM240Wh8PosKYDLTLifxpr6zF72s9HmXzwsL3h%2BrzHlKQE%2B8RU%2B6F%2F%2Fidm1qYV5gPFad9mZEbhmd9%2FEdS3otxe0RrAYMyniQztu6fduW9DqMKhnYfafIXzo1GAdHJy4kx1j5i%2BjeTgk7ucBf%2Fi3KBLfX6ccm4hJF1M4R5qhUkeJxEUrwa5sORMxpfgBgBtJsXITM2BgBI5IS0WVY%2BKhQLpDTX9PPCOt2ngZn9toggw2jEuPyjXOB9IHzHmMYkGJ0qsOJmFmsRNor59xsznjFJZurcxrz4EuSc7qqIgrQ49EiKNTRefL%2B6hFjLc5W1zp23z%2BYbCncXKp5lrWSBtXCG7lgZM9hgyBBMqP5kziW6hkS6y8ABiVeSXKnduAF3UNDzyqpjKQ7nF7h%2Bcgp%2F7emY0%2FfH8Ct%2B7rbLCsfGSqO4sJy%2Bd7e0TG8eFvBVqPqry2lArTVJhrqff4Vj0MCz66fC5KLUgiT81FR8A%2Bpw9lmHKL8ZyZ3J02vHLRKqcGkisrjpB8%3D,1,1,1,0,1,#514170213,NA,NA,NA,NA,NA
15, Audífonos Inalámbricos Con Bluetooth 4.1 Recargable ,27.900,49.900,"
			
				Nuevo
			
			
				
					 - 
				
				330
				vendidos
			
		",(911 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 775
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,3.6,12,https://perfil.mercadolibre.com.co/BRANDPORT+SAS,https://articulo.mercadolibre.com.co/MCO-450655619-audifonos-inalambricos-con-bluetooth-41-recargable-_JM,1,6,4,1,0,#450655619,NA,NA,Over-ear,NA,NA
16, Audifono Auricular Manos Libres De Gotica S530 Bluetooth ,9.400,NA,"
			
				Nuevo
			
			
				
					 - 
				
				624
				vendidos
			
		",(128 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 261
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.6,7,https://perfil.mercadolibre.com.co/EULALIAGIRALDO,https://articulo.mercadolibre.com.co/MCO-514308368-audifono-auricular-manos-libres-de-gotica-s530-bluetooth-_JM,4,3,0,0,0,#514308368,NA,NA,NA,NA,NA
17, Audífonos Hbq I7 Bluetooth Inalámbrico Los 2 Auriculares ,39.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				258
				vendidos
			
		",(13 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.108
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,3.9,8,https://perfil.mercadolibre.com.co/MARIAARACELLYSALAZARDUQUE,https://articulo.mercadolibre.com.co/MCO-494087700-audifonos-hbq-i7-bluetooth-inalambrico-los-2-auriculares-_JM,3,3,0,2,0,#494087700,HBQ,NA,NA,NA,NA
18, Auriculares Inalambricos Bluetooth U8 Tipo Beats + Funda ,49.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				214
				vendidos
			
		",(24 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.386
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.8,18,https://perfil.mercadolibre.com.co/ALLCOMMERCIAL.CO,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=HFgsRcwUw9saIku948FWXOe%2FcIz%2FFsNkJuugVsQffLbFJB0zbLGYbVrTzWT4s8JwsCPhY3VvVA9c38daG5mjmF2J8WNsEgtUTCALOpgXaHX%2FxZkLg8v6eVtutNYCzFeOQh4vLcV9pj6C0fjcI7sY1e5ayP8j0m3bIZ9AoMgB4Vr9yd86pscccOE5Kpnm9%2FsGrieN72qiX26NRcnME2Brh5pgKhE67adH4dIpsc8yl813QRcud7ArsI29o0JlCCJnQfPpCko4iVQsfsvqH56k8lzwmypSQ51enGaOgb0E0Vgp1RKATXahLf7B1MuZG85nay%2BVwhm5UAePVBZmSD8cctMZMOHU4bObdfsMA73REoZgNagCVYS8mYYGNmXC86DKyCM37LLRobLZem1W%2F7nFrypYM%2FfTUd7W%2BGwhCg2SHwJ2eqVi7zg%2BPqIog4Dn0bfVVGwF86i96TIwFXBOZnw7msc8z2ZtzvA%2BiDfgEhARL5gGrTjdLUx1bL4i79FJ1ZIVMl%2Bc5j5jiP5%2FnCndf9uZe6YKs1fRKRQWLQ6V9yrtGsu6sKSmpgoWJYhoTSqFR5FQr%2FSKJoVTEhseNuUTSP0bS8W5IFfXh%2B%2BbFYkS7QmVqkuF6amF70EbtTYLWYkDYgC94BIHUARolqqiJTcYdIqaifTxQZC0gLGN3YA56Fy4IjXvXGNlebLpfWXPYtweEnOa6BfOS7SeoMRAzq2%2FUdCXl3cuhejDmiRjahW59jv%2Fhjsq2Hs10urR%2BOMCGV%2FbwhRuckjPIIQAShSMN%2B%2FGf6UJsHV4ENRr6UHHZpn6%2FgTgJV%2B0sGiLpkO5IonfqMgUC%2FXv%2BfU6Z0Hy1D9C8JriU6tM7wRKbCWeP7iqI8OcNdfgQZdr6Nx3o7ijUaTZMSV5FSL5GiYffIZAkfbfC%2Fjh0ci3E0PGkd1AgIx393Fc%2BT7yntzEk7mdL0h63Tn70Gd5KJe1Us5ljXZaeTVe%2BtCpv3v4HcUaU5Tw1tQY1WuqT9jzXSiLTZgAZk31X4o2taT5kyH8xpWu07olxOZUQxRNwWC%2B44QjNMLiesHcOohMxugM3RnAmNmeVe3AorafUuzHV1QA%2FHH6kPEgKSrqiEkcqCH2FUnG2LGAVF5PLTq5fuczxhk%2Fb0VzyRDwgtiPQZKWhW7hP7XIdJbD2i7GFXLUF%2F1%2B%2B4yg7UDGEikp%2BoNeHd7YasJNOKc3smXVOsH%2BErI6JBSBj8jgnGnqDXRgzmUZZTiKCOAwAJsoyyUdIzpiL%2FiUoHsaMk3Ec8%2BxdIciDNK3FUq%2Fb9o88y2SpRjLZa1e68dkSTquJcjsZGwfVsqwNDhc8aw%2Bed4hTjv2z3sWCr6BfAV4GwOvt%2FKPLD672mxbM%2BUyhaHkAQbREVwsH%2FRIePAw%2FwQB6zztHbeYUmN4S6ui92I9dDnVrwy9b4hHKnYQGDNyYTvtSqRJFknFJI6%2BwcPcBRoDaLCOHvx9uuRfTm9NqJsJW2OiW44Yyvompp0T5U7Xi8fod9DV8Mm61E2frXzGYm8x5LdrascCkZHZK8wtu9K43%2BvWH3xCnMgM0YJrb1OYgcGN3IAhLHpcExQvws7O0CUn%2BnlgKw7MC%2BRHZcBUjw%3D%3D,14,4,0,0,0,#501029711,NA,NA,NA,NA,NA
19, Audifono Bluetooth Manos Libre S530 Auricular Telefonos ,9.400,NA,"
			
				Nuevo
			
			
				
					 - 
				
				250
				vendidos
			
		",(408 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 261
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.0,8,https://perfil.mercadolibre.com.co/GIMO5155648,https://articulo.mercadolibre.com.co/MCO-513681846-audifono-bluetooth-manos-libre-s530-auricular-telefonos-_JM,3,3,1,1,0,#513681846,NA,NA,NA,NA,NA
20, Audifonos Dobles Inalámbricos Bluetooth iPhone Tipo AirPods ,59.999,99.999,"
			
				Nuevo
			
			
				
					 - 
				
				599
				vendidos
			
		",(50 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.667
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,3.8,19,https://perfil.mercadolibre.com.co/SIJ+DISTRIBUCIONES,https://articulo.mercadolibre.com.co/MCO-470273419-audifonos-dobles-inalambricos-bluetooth-iphone-tipo-airpods-_JM,9,4,2,2,2,#470273419,NA,NA,NA,NA,Negro
21, Xiaomi Redmi Airdots Audífonos Bluetooth Originales ,104.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				237
				vendidos
			
		",(29 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 2.914
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,21,https://perfil.mercadolibre.com.co/CASESHOPCOLOMBIA,https://articulo.mercadolibre.com.co/MCO-523095422-xiaomi-redmi-airdots-audifonos-bluetooth-originales-_JM,16,4,1,0,0,#523095422,Xiaomi,AirDots,In-ear,Mi,NA
22," Mini Audífono Inalambrico Bluetooth, Negro + Obsequio ",14.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				680
				vendidos
			
		",(9 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 389
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.5,8,https://perfil.mercadolibre.com.co/COMUNICACIONESID,https://articulo.mercadolibre.com.co/MCO-495064791-mini-audifono-inalambrico-bluetooth-negro-obsequio-_JM,6,1,0,1,0,#495064791,NA,NA,NA,NA,Negro
23, Audífonos Bluetooth Motorola Pulse Manos Libres Inalambricos ,143.900,215.900,"
			
				Nuevo
			
			
				
					 - 
				
				471
				vendidos
			
		",(92 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.997
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,65,https://perfil.mercadolibre.com.co/DELLTHUS,https://articulo.mercadolibre.com.co/MCO-455253824-audifonos-bluetooth-motorola-pulse-manos-libres-inalambricos-_JM,55,9,1,0,0,#455253824,Motorola,Pulse,Over-ear,Moto,NA
24," Audífonos Sony Bluetooth 950 Bt, Llamadas, Sd, Fm + Envío ",70.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				56
				vendidos
			
		",(16 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.944
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,3,https://perfil.mercadolibre.com.co/CORALLI+SHOP2,https://articulo.mercadolibre.com.co/MCO-468838457-audifonos-sony-bluetooth-950-bt-llamadas-sd-fm-envio-_JM,2,1,0,0,0,#468838457,Sony,NA,Over-ear,NA,NA
25, Audifono Bluetooth I7s Tws Tipo AirPods + Base De Carga ,59.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				315
				vendidos
			
		",(8 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.664
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,5,https://perfil.mercadolibre.com.co/MAOVIDEOJUEGOSYTECH07,https://articulo.mercadolibre.com.co/MCO-474614467-audifono-bluetooth-i7s-tws-tipo-airpods-base-de-carga-_JM,5,0,0,0,0,#474614467,NA,NA,NA,NA,NA
26, Audífonos Bluetooth 5.0 Táctiles Ipx5 Haylou Gt1 Originales ,120.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				118
				vendidos
			
		",(20 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.333
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,5,https://perfil.mercadolibre.com.co/CRONOSELECTRONICA,https://articulo.mercadolibre.com.co/MCO-523334049-audifonos-bluetooth-50-tactiles-ipx5-haylou-gt1-originales-_JM,5,0,0,0,0,#523334049,Haylou,GT-1,In-ear,TWS,NA
27, Auriculares Inalambricos I11 Tws Touch Bluetooth 5.0 Estéreo ,70.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				73
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.944
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,2,https://perfil.mercadolibre.com.co/MARIAARACELLYSALAZARDUQUE,https://articulo.mercadolibre.com.co/MCO-520551151-auriculares-inalambricos-i11-tws-touch-bluetooth-50-estereo-_JM,NA,NA,NA,NA,NA,#520551151,TWS,I11,NA,touch,NA
28, Hbq I7 Mini Wireless Auriculares Bluetooth Stereo ,33.500,NA,"
			
				Nuevo
			
			
				
					 - 
				
				221
				vendidos
			
		",(147 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 931
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,3.8,10,https://perfil.mercadolibre.com.co/BAGL6561050,https://articulo.mercadolibre.com.co/MCO-494549932-hbq-i7-mini-wireless-auriculares-bluetooth-stereo-_JM,5,1,2,1,1,#494549932,HBQ,NA,NA,NA,NA
29, Audífonos Xiaomi Redmi Airdots Bluetooth 100% Originales ,102.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				124
				vendidos
			
		",(12 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 2.858
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,1,https://perfil.mercadolibre.com.co/PROVEEDOR123,https://articulo.mercadolibre.com.co/MCO-522280654-audifonos-xiaomi-redmi-airdots-bluetooth-100-originales-_JM,NA,NA,NA,NA,NA,#522280654,NA,NA,NA,NA,NA
30, Auriculares Bluetooth Bse801-batería De Larga Duración ,29.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				228
				vendidos
			
		",(10 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 806
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.8,21,https://perfil.mercadolibre.com.co/IPHONEPLANETCOL,https://articulo.mercadolibre.com.co/MCO-469427161-auriculares-bluetooth-bse801-bateria-de-larga-duracion-_JM,17,3,1,0,0,#469427161,Brightside,NA,NA,NA,NA
31," Diadema Inalambrica Bluetooth Nia X3 Radio En,cable Aux Mp3 ",29.450,NA,"
			
				Nuevo
			
			
				
					 - 
				
				135
				vendidos
			
		",(75 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 818
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,5.0,6,https://perfil.mercadolibre.com.co/VENTASBOGOTAOFICIAL,https://articulo.mercadolibre.com.co/MCO-463392219-diadema-inalambrica-bluetooth-nia-x3-radio-encable-aux-mp3-_JM,6,0,0,0,0,#463392219,NA,NA,Over-ear,NA,NA
32, Audífonos Manos Libres Bluetooth Deportes Varios Colores ,49.990,79.900,"
			
				Nuevo
			
			
				
					 - 
				
				940
				vendidos
			
		",(133 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.389
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,109,https://perfil.mercadolibre.com.co/DIMEGATEC,https://articulo.mercadolibre.com.co/MCO-447759538-audifonos-manos-libres-bluetooth-deportes-varios-colores-_JM,85,15,6,1,2,#447759538,Genérico,S7,In-ear,In Ear,NA
33, Audífonos Inalambrico Tipo Air Pods I9s Tws Mini Bluetooth ,59.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				123
				vendidos
			
		",(82 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.664
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.6,9,https://perfil.mercadolibre.com.co/MYMTECNOLOGIC,https://articulo.mercadolibre.com.co/MCO-513010745-audifonos-inalambrico-tipo-air-pods-i9s-tws-mini-bluetooth-_JM,6,2,1,0,0,#513010745,NA,NA,NA,NA,NA
34, Audifonos Inalambricos Bluetooth 5.0 Tws Syllable Hbq-q13s ,129.800,NA,"
			
				Nuevo
			
			
				
					 - 
				
				34
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.606
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.5,4,https://perfil.mercadolibre.com.co/DCH+TECHNOLOGY,https://articulo.mercadolibre.com.co/MCO-485584714-audifonos-inalambricos-bluetooth-50-tws-syllable-hbq-q13s-_JM,2,2,0,0,0,#485584714,Syllable,Hbq-q13s,NA,NA,NA
