search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Material,Fabricante,Tipo de funda
12," Protector Case 360 Uso Rudo Para iPhone Xs Max, Xr,x,7,8, Plus 5 / 5s ",279,NA,1354,102,18 meses,15.50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,33,https://perfil.mercadolibre.com.mx/PANDARA+MX,https://articulo.mercadolibre.com.mx/MLM-621894881-protector-case-360-uso-rudo-para-iphone-xs-max-xrx78-plus-5-5s-_JM?searchVariation=40463453220,28,2,1,1,1,#621894881,Apple,"IPhone XS, XS max, XR, X, 6, 6s, 7, 8plus y normal",Case,Uso rudo 360 grados tipo SURVIVOR,TPU/Policarbonato,case mobile case,Transparente tipo SURVIVOR
13, Funda Rigida Transparente iPhone 5|6|7|8|plus|x|xs|xr|xs Max ,169,NA,1272,13,18 meses,9.39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,49,https://perfil.mercadolibre.com.mx/BROXYMEXICO,https://articulo.mercadolibre.com.mx/MLM-609084509-funda-rigida-transparente-iphone-5678plusxxsxrxs-max-_JM?searchVariation=22511225405,47,1,1,0,0,#609084509,Apple,iPhone,BMX,iPhone XS MAX | XR | XS | X | PLUS | 8 | 7 | 6 | SE | 5,TPU/Policarbonato,BMX,NA
14, Funda Protector Slim Lujo iPhone 6 6s 7 8 Plus X Xs ,179,NA,1073,75,18 meses,9.94,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,32,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=KArtNhTdkDFY%2FBG5APKJvqCsemcX94hhpk3QUQG0quhBK9IWE3nrkwpsrwzEZkfDS1aCCegwbTUXVqNGIKofC0osfZeOVhlyDGT3bFpjn9XGBRWjw7Pyn48k%2FaEOOEklo19pw1qMBq6o8WdUaXV64FgND0btcOQiKBONAXkYzE9ydPpxBcCisp4fiMmTSPRXy23ug%2Bmetgxt1CFi8em2z4cTy5gBDjipvAnbO4CXeUcVnG7QJEZXhodXPn5Zx0WI1RgD0GsXQ6gT8ISXUMJM7sGhJBHAZLWwKyyLWmXmF%2Bbr98JZ33mQSD2sy4ORvuBmv8yVI9vy%2BL3HSaPKRHznMiSToEyTNxTW1QZ%2F6hglsLl9k7e%2Bmdnz1nzlt4eeudNYQF2Sz9UTbceBigJBHkP%2FvffchG7BwZ82vwoRxt%2Fv2Wv9wUn6YQPYh6WgbvnBDKNCx8qYmeLXyndWOrKxG4%2B%2B6Hugy6HiW2AIqwkOEZBjvv8toT00WoTGcvhTEs5vD2UFg%2BPaGuMkrkwL9WpJSXjNa4HNCTGtfHVx%2F0qZanVKFo3SJTfbie%2BrIEg6gx%2F3lODoLYSxXuGf2oVOWGU8NfoXLLJ661mGL3h1GpzjT%2BbCgMe%2B9iyhEA0CHX8dAmOc6AP1j6VlQEVmAv3FS28PrjYKPte37ESi8c%2FbVr4Yqv5W2CBej52KXe8Ztn9kHbWB4ND3yWCw6HuSWP6Bom5jzso6w64%2FhEqMvPGumRjU7yJBF9yrOsWUvKF728wdTDgFqDKUhE6tizZhbbSl7lcHtnTbI5c6fvCSDQl6seSqMtMYzs2Gswmnbq%2F00j5S9MF12dKWEhDmoD0UY6yO%2FZjHwFX9cnYHpoxZMYY53ySnCiHS%2BvcG0ouwySKLvtRyCZ3EJ93SAju%2FBBwcztu94UyAQ905Hr0vT57XN35JCWgcS1Qn03%2B%2B4PXmOf%2BLTVvSUiQJW6xzbC6iQFAEX0HiO8WdnldTutYvura%2Fld7Ic2p8XZjEJBonEt6uZYzOuJFuGeS%2BG6G3bt0dOs3kIBesegtZRI2Ms48%2BHH6Q%2FX9x68Rc1roPYg1o3%2FbfdDHSAqXl786pCmDohIABAb5q7Trkuhc%2Bf2upfiHxHBX2ZyS86i%2FBPEwQYA7h%2Bc4TMBNuO3CMsi1uA6LZBhS6DGcLnjowPqv6qgMzgT7o7Q6Y%2BlM12zjSJcdIrE9IzEJRCGm6k7UgjhnBPQOzlu8wGNKWg3kV5WdO7nMIt8eCMn8ZwKIpkjEPMqlCfbgDQdimiaD7oPKQ2xARQ6aTfpX7YiSD4W9GrWO2438%2BhCOrBDYf27r5lTLxX%2Fv2rR3QsfMjo%2FYzeS9iUdt3oYFiDJWrsEtPi8Dhq8IfEKCoRD7psanOew4Bc3kKBsESsqhWYYytsKSCZFF1cdz1jJNXueopAD9oUvXuu7OLuCA5YlPv2fTXd7LXXqojfj%2B9oW%2Br1%2Bzxh2vilr48LLF%2FF%2BM7VMaYDO1iX2TmOmZIusqIj1s2p6O5NXEuOX9d9ubLJNFJswhyjYih%2FfnjYs9vOuj7HCMhjKVmvPy24uP6bx2N%2BZOazAzIF3z3c%2BSfrywZlvYJWO50WurUVFAA8t6Jk3Y3V6gonv0GGrd0Yq9hi%2FE2JzpL6S3Lm%2BJ9IUtq2VZbYNHoEsIAlD%2FjEDMCH5ECbrgUmZDKPp%2FEynSyNz15day0vcZj7qFPuFR2pPWbrb%2Bv%2FT4q5fdRQM0NLtToyoz%2FzmQPVrTUUO0X0gkwxlUgVqx23lFW%2FiuUR8ZCCQ%3D%3D,25,5,2,0,0,#670962507,Apple,iPhone,Auto Focus,Auto Focus,Acrílico,NA,Protector
15, Funda Otterbox Survivor iPhone 6 7 8 Plus X Xs Max Uso Rudo ,329,NA,893,157,12 meses,32.50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,36,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-637625676-funda-otterbox-survivor-iphone-6-7-8-plus-x-xs-max-uso-rudo-_JM?searchVariation=28680049625,31,5,0,0,0,#637625676,Apple,iPhone,OtterBox,Survivor,Plástico,OtterBox,Uso Rudo
16, Funda Rigida Transparente iPhone 5|6|7|8|plus|x|xs|xr|xsmax ,79,NA,2762,239,18 meses,4.39,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,16,https://perfil.mercadolibre.com.mx/BROXYMEXICO,https://articulo.mercadolibre.com.mx/MLM-621037271-funda-rigida-transparente-iphone-5678plusxxsxrxsmax-_JM?searchVariation=23558966100,13,2,0,1,0,#621037271,Apple,iPhone,BMX,iPhone XS MAX | XR | XS | X | PLUS | 8 | 7 | 6 | SE | 5,TPU/Policarbonato,BMX,NA
17, Mica + Funda Contra Golpes iPhone 6 7 8 Plus X Xs Max Xr ,219,NA,1181,144,18 meses,12.17,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,43,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-623749350-mica-funda-contra-golpes-iphone-6-7-8-plus-x-xs-max-xr-_JM?searchVariation=32254235791,37,3,2,0,1,#623749350,Apple,iPhone,NA,Slim Contra Golpes,TPU,Apple,Protector
18, Case Funda Armor iPhone 6 6s 7+ 8 Plus Survivor Uso Rudo ,569,599,1938,116,18 meses,31.61,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,118,https://perfil.mercadolibre.com.mx/SHOP_ORIGINALS,https://articulo.mercadolibre.com.mx/MLM-610263453-case-funda-armor-iphone-6-6s-7-8-plus-survivor-uso-rudo-_JM?searchVariation=19674345908,93,18,4,0,3,#610263453,Apple,iPhone,Armor,Heavy Duty,Aluminio,Armor,Heavy Duty
19, Funda 360 Lujo Espejo iPhone X 8 7 6 Plus 6s Se 5s 5 + Mica ,189,NA,2828,29,18 meses,10.50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,103,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-605956130-funda-360-lujo-espejo-iphone-x-8-7-6-plus-6s-se-5s-5-mica-_JM?searchVariation=27291542355,76,12,7,4,4,#605956130,Apple,iPhone 5 / 5s / SE / 6 / 6s / 7 / 6 Plus / 6s Plus / 7 Plus / 8 / 8 Plus,360° Espejo,Funda Protector 360°,Aluminio,Apple,Funda Protectora
20, Funda Ultra Slim Silicon iPhone 6 7 8 | Plus X Xr Xs Max ,219,NA,2007,327,18 meses,12.17,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,65,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=iuKFnmOCJlju86XUPsbSKa2%2B4EyQ8G9eue8OfVizY4Edc%2F5F0B4eRXLVUYEMTdsn%2FmES2Uer7tWWyrCKb61zMR7TMnEtUYa2BagU0%2BYPHU%2FxobQveFkMzadWKiBIvE6yY3SQp5ExxertGoYV0Ca6N05%2FbiHzGPp09idHev4jo1vl04O%2F5MpX%2B1wiKRVuShQPDsDXXYyw9Yf%2BazAx66MUYMoBtaqblleOMLukSepAqBDq4mz9Qusge4YevCfW3uJic33rvFphB7w5U8sq5nka007iYq0%2F6HJWoUMKQpAERrPOgLfAuw9bt0%2FT%2B1l46Zz7ObBVbIbutgbCK8nS3y7MH4pWF5O7Nuw%2F0Xc%2FAt%2FV11%2Bb9RWLlJJUhoFbMnhbBJW43NuoZfQCeNeoHJV93qoCPm7hcJM6iCDHaHX5%2Boc1yOsYiM6voPOM9oHuWQwzEfo4d2x3YqJC1pufyPNaSuZJuRdES9a5URjFEUohHkSiPQrRJ9%2Bp7hzXqDStLiCd4jx4H0bea8%2Bd9KzVVdyCGLdZ9RlAuuhK%2Bk7AKcDD2AVOgPUFkEr7fmTIRrACFvG%2FiKb1VtifuKvLI73HBrRPtTC67ewVYe4EpDMrEvPx0K9vUqbU3lPaR%2F%2FZNXGAs54d6rHKmbNpIdGaMfdtA2qtInN6koJvrZP0OP8%2FBtxGT%2BBjQ%2FTx1RNSYBYQd9c%2FVEPEpQwsQrVUNwXTNWSE%2FicNb58msreVpx8tAajBv%2FMVDeGqXOZWmvcIuv11tN9OlhSzgVcWCv9K0929uhm0KZIFN47um4uPe2625XfJsi%2B3KeBrvJ9wFwJuVXtzI8tTv9o6R4d%2FGyVkn15TNzyhiOJXEgDRQQ74gDWQQf5%2FV%2BeOpJ0JtwgOycJ3Je0BUKloiqdZx4ddfbRS1N7uGKMph8dUgh0LUaXUFGCua904JFXg%2FLiaCCCskAUqz0TDQf8MCSJ1s1lsJC8%2FozyBmLLMJVD%2FQ%2BhRJ5SJ%2BLmZ9y0uv4R0oybyixNRlIBfaGEZAEISYEn2Kf6Y0Yq3ugV0PZl9JkSzS9HJ1i7u1M55i8jwvzW1ZXD7pF7mt3I%2FC6y%2BMrGJtAmbq%2FzKPuf1r%2Fyde%2F7KXs%2Boy%2Bi5DGYFZcdD4EjLEcX5CYiIyQEA0jnNFmRQFIvLxFnn0SFqMjShVETj71q2gzY1LdH4B7ESZPR%2BUnkyOfsf4B4JJ8SwEkIz6qRwz2dbG0kTiqrtppWuc%2FmmnAP7AZ9iEETDGW2EcuJTZB538sHbiap6x%2FDtiUjObKD%2BZyxGB3P6DXtg06SUwyCrWJ1W2TvVdqA4y9tw3IpCG4q5cG26CDoNOC%2BI5i719VVkvfs5nctncdj%2BlcuJ4DUiNJBxGxQLRCcfFnyIr%2B0lg23GClj1rI5%2BHl8C9bD1k67%2Fwt5MLdcVp1k%2B6sM5lsLoQSTx5ZFvXiDdsI63V%2FuOlrcYySWauEiT3ZWMD6pT7p6VF4F2d5PShgRHB4JN77oyYdARu0G2VLqPzJnWkytzWZ745hf0ZUp07wsDaLSayuI04f4pRlNk0X2Kr%2B12l7NL3noQwmIXhHmpa9UXlu1p5Mdt9FZLpiwCeKUUtn0WjBGxfWCxh8U7JDvRHIf0hTqqm%2Fsf7y5jnAp%2FU8dOA09yshSlU3mYMeAhH%2F7JVES5qatHc%2B6cPJZ2NWe4ibQBsDUqgEHQ8KLLpvelDWIgI4OUAoqQ%2FUqfyHX1oPHLGX1MDiL7boCniLOtIeR6xF4c0YwsXUeT2eQFfBSotGBb1y1uZSaJkjsl6w%3D%3D,46,13,4,0,2,#618319522,Apple,iPhone,Apple,Apple,Silicona,Apple,Protector
21, Funda 360 Uso Rudo Caramelo Desarmable Para iPhone ,269,NA,604,53,12 meses,26.57,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,40,https://perfil.mercadolibre.com.mx/K-SES,https://articulo.mercadolibre.com.mx/MLM-573306628-funda-360-uso-rudo-caramelo-desarmable-para-iphone-_JM?searchVariation=34704222122,31,6,1,1,1,#573306628,Apple,"iPhone 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus, X, Xs, Xr, Xs Max",NA,360°,TPU/Policarbonato,NA,Uso rudo
22, Mica + Funda Protector 2n1 iPhone 6 7 8 Plus X Xs Max Xr ,249,NA,543,65,18 meses,13.83,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,13,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-667132542-mica-funda-protector-2n1-iphone-6-7-8-plus-x-xs-max-xr-_JM?searchVariation=33590590371,9,3,0,1,0,#667132542,iPhone,6 6s 7 8 Plus X Xs Max Xr,NA,2n1,Silicon,NA,2n1
23, Protector Funda 360 iPhone 5 6 6 Plus 7 7 Plus 8 8 Plus Y X ,199,NA,4760,29,18 meses,11.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,295,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-567216493-protector-funda-360-iphone-5-6-6-plus-7-7-plus-8-8-plus-y-x-_JM?searchVariation=21340038287,188,54,34,11,8,#567216493,Apple iphone,IPHONE 5 5s SE 6 6s 7 8 X Xs XR Xs max PLUS,360 oem,360 total,Acrílico,OEM,360
24," Funda Ultra 360 Uso Rudo iPhone 6, 7, 8, X, Xs , Xr, Xs Max ",279,NA,1262,43,12 meses,27.56,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,44,https://perfil.mercadolibre.com.mx/K-SES,https://articulo.mercadolibre.com.mx/MLM-576747555-funda-ultra-360-uso-rudo-iphone-6-7-8-x-xs-xr-xs-max-_JM?searchVariation=28388099331,38,3,1,2,0,#576747555,Apple,"iPhone 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus, X, Xs, Xr, Xs Max",Genérico,360°,TPU/Policarbonato,NA,Uso rudo
25, Funda iPhone 6 6s 7 8 Plus X Xs Max Xr Case Silicon Protecto ,219,NA,2905,377,18 meses,12.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,78,https://perfil.mercadolibre.com.mx/TECNO+INSIDE,https://articulo.mercadolibre.com.mx/MLM-611043624-funda-iphone-6-6s-7-8-plus-x-xs-max-xr-case-silicon-protecto-_JM?searchVariation=28802182017,62,13,2,0,1,#611043624,Apple,iphone  6 6s 7 8 7 plus 8 plus X y Xs Xr,OEM,Silicon,Silicona,gi,NA
26, Protector 360 iPhone 5 5s Se 6 6s 7 8 Plus X Flexible ,199,NA,1672,129,18 meses,11.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,68,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-597243279-protector-360-iphone-5-5s-se-6-6s-7-8-plus-x-flexible-_JM?searchVariation=21358423507,53,11,3,0,1,#597243279,Apple,iPhone 5 5s se 6 6s 7 8 PLUS X XR Xs MAX,360,iPhone,Silicona,INNOVACEL,360
27, Funda 360 iPhone X 8 7 6 Plus 6s 5s Se + Cristal ,169,NA,4023,27,18 meses,9.39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,222,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-580652933-funda-360-iphone-x-8-7-6-plus-6s-5s-se-cristal-_JM?searchVariation=27291722412,135,38,17,12,20,#580652933,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X,Funda 360°,Protector 360º,Plástico,Apple,Funda Protectora 360°
28," Original Lunatik Funda Tactica Ip 8 8 +, 7 7 Plus, 6s, 6s+ X ",349,NA,1361,308,18 meses,19.39,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,70,https://perfil.mercadolibre.com.mx/PROSU+ELECTRONICOS,https://articulo.mercadolibre.com.mx/MLM-613297531-original-lunatik-funda-tactica-ip-8-8-7-7-plus-6s-6s-x-_JM?searchVariation=20818423518,57,10,1,1,1,#613297531,NA,"8, 8 +, 7 7 Plus, 6s, 6s+ X","NA",Lunatik,Aluminio,LUNATIK,lunatik
29, Case Gameboy 36 Juegos Con Mario Bros iPhone Del 6 Al Xsmax ,399,NA,1003,193,12 meses,39.42,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,41,https://perfil.mercadolibre.com.mx/TAXIDIAMX,https://articulo.mercadolibre.com.mx/MLM-658618615-case-gameboy-36-juegos-con-mario-bros-iphone-del-6-al-xsmax-_JM?searchVariation=32251777457,38,2,0,0,1,#658618615,Apple,Iphone,Genérico,Iphone,Plástico,"NA",Case Videojuego
