search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Marca del celular,Tipo de funda
31, Carcasa Supreme iPhone 6/6 Plus/7/8/ 7plus / 8 Plus /x ,6,NA,5,15,12,500,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/STMA9082314,https://articulo.mercadolibre.cl/MLC-489419502-carcasa-supreme-iphone-66-plus78-7plus-8-plus-x-_JM,NA,NA,NA,NA,NA,#489419502,NA,Apple,Carcasa
32, Funda Brazo Celular Teléfono Brazalete Iphonegalaxy S8 Plus ,1.99,2.786,20,80,12,166,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FORCECL,https://articulo.mercadolibre.cl/MLC-458986521-funda-brazo-celular-telefono-brazalete-iphonegalaxy-s8-plus-_JM,NA,NA,NA,NA,NA,#458986521,NA,Apple,Brazalete
33, Carcasa Silicona iPhone 7 / 7 Plus / 8 / 8 Plus ,7.99,NA,39,8,12,666,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VENTAS.ELECTRONICAS.ONLINE,https://articulo.mercadolibre.cl/MLC-465068263-carcasa-silicona-iphone-7-7-plus-8-8-plus-_JM,NA,NA,NA,NA,NA,#465068263,Baseus,Apple,Carcasa
34, Funda Brazo Armband iPhone 6 Plus Galaxy S8 Plus - Impowick ,3.99,5.466,2,5,6,665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOWICK.SHOP,https://articulo.mercadolibre.cl/MLC-457908422-funda-brazo-armband-iphone-6-plus-galaxy-s8-plus-impowick-_JM,NA,NA,NA,NA,NA,#457908422,Genérica,NA,NA
35, Carcasa Rock Ultra Delgada iPhone 6/7/8/x/xs/plus ,8.99,NA,366,153,12,749,NA,Envío a todo el país,NA,NA,4.7,30,https://perfil.mercadolibre.cl/BANANATIENDA,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=UTFE%2Bjng77mU4z8oan%2FxqzCq%2BoDT8jdYJYKOuhyIilO7WSZno0dRHwvv%2BdKH56lnt12PfRuPkvRpPD%2FtHZyQpSKd1HDzw3tOBT75KxXG98YGBz9XQBdyaEWdSuru%2BZRNXQbvCDMi7LlVlWuGbtws3Z2piCIDeMXlntfpNaW808kx0B5T%2FdXI78tIl3jS%2B7Guc3AybtNyD9Fmd9cJHEgvj0cyXlk1R15JtAsXvgJxNCIUNccvp5h%2FXPBbycTliDXzu%2FZB1C5nMnnuLKja%2BcfHcGnDfXo0LV4BekpTwmy%2B3JxUQGFqLAG9v1K%2Fac%2FDtJE4bF8B%2FadUAS%2Ffwd3kCLBSMFp3p%2F0FGjTxnM%2FDOh2o3z7GZr%2BNzuIW2y6c9BI0tVuFAPjYSU7zeFnrRnrBMPOqGEfOoBrLpnPo4JfMHs6gjLs9ApjqiWArmxK%2FjLO5KHb%2FEb%2F1hrnMrKHU9wdK%2FosWBywt15CHitd80HiYnG%2F7%2F4vJS3So3pTXuVlVenwYsbeDP1qGiAIRoZpF5uP4xsivr87kpnJmONl9XLfB1ildTSHEpHa2lgNpmKcDAYTf48%2Fns1gpzlzM%2Fo9OAVexsooNrgqSZq2RpCYBvrV8mtZUFZH%2BC55mjdp0Bf%2FmBNEU9d%2FARcKbIaEODUBcU4J0qZWjqPP3BLPLai%2FOXdPJL%2B%2BKP%2FcWK60SHj30juVj72rIi0utjoC2jYwXNbcCCf23D6PBJ3EzXklKXk%2FNeFycicU5BDGvJ8I%2FNpDtJm5swxGfdxmtR89NQFIuuREV5uNWrTl1PD8ZDsoan7dwbD9hL%2FcXPO5OuMXoVI0L9MIsd2nqwtuoHfJITXNQdr%2FtAdO3E7QDNnt3lJ5T9j%2FkYmsWQsgTCFHKXaT4S0XUcuq6%2FwlcY%2BjHBst79uqqFKppoSeIhdy%2FZ8cZY6%2Fs5Uy9Jmc1%2FhV3xFQq9tjmz7kiOPn2mcFHN6wA6yuGidkp376wn3y3qG7uYsyPntkU6BbZ6lJb5PkvANlRWAPqgl2bITAQOdQYeSbhfYNY4DaGOFI7Zf7eYss89vA4hqwH5f91DcudPMzQrkG9UCTg1P2dZverKrNJh3a6nIMSxPDKs04a702VStaQBTPa%2F8SDmOUvkmjZPnb62iRvam3LqmTHnGvM2sRM8IlsR1AxEJQIahlpKVwko5tZgAIVnctSaTu%2F1lAtaUompHP3MGmTrg1Zh2rIMa%2BQeyggfWwCSicIF7i6Zmi3LAwF9tDJFKs%2FMh8QMNUCgn9j0tyVztfTAfxiFKvflrnF%2BSA6kIKn0fsUev2vrIZmCez%2F66od8Pyj4DS4qPhSv6SkcF85G9J2wj0YCg%2BhYRid33WryeJ8uZQD6COUgBQbJkXnmOTYnTP8zQyhs7m%2BQdSl%2F8yfFBrrHxe%2BXSnmQ4yaQQLxPHIqm%2FdT%2BBSaQM4UzHVScd9DOckVyyYDVbJC6SUsY%2BK0ZrzeaoUJdWSTOpOBnZpi1btvSSAFpQZvjEQpTsNgeLfRqrUnhzZGkPSu%2Bbozab%2BQNVcnFO3GGzaOAfGYLXFkDe8s9AXFORl6g7FFTGxabTYz1%2F41,27,1,0,1,1,#452176797,Rock,Apple,Carcasa
36," Carcasa Silicona iPhone 7/8, 7/8 Plus / Apple Silicone Case ",6.99,NA,22,29,6,1.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SAFE_MICASE,https://articulo.mercadolibre.cl/MLC-462682156-carcasa-silicona-iphone-78-78-plus-apple-silicone-case-_JM,NA,NA,NA,NA,NA,#462682156,Silicone,Apple,Carcasa
37, Carcasa Apple Silicona iPhone 7/8 Plus - Webphone ,14.99,NA,5,5,12,1.249,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/WEBPHONESPA,https://articulo.mercadolibre.cl/MLC-474367347-carcasa-apple-silicona-iphone-78-plus-webphone-_JM,NA,NA,NA,NA,NA,#474367347,Apple,Apple,Carcasa
38, Carcasa Silicona Apple iPhone 7/7plus/8/8plus - We ,11.99,NA,79,10,12,999,NA,Envío a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/WE.-,https://articulo.mercadolibre.cl/MLC-461069458-carcasa-silicona-apple-iphone-77plus88plus-we-_JM?searchVariation=41352657496,4,0,0,0,0,#461069458,Apple,Apple,Carcasa
39, iPhone 8 Plus / 7 Plus - Funda Carcasa Dorada Protección 360 ,10.99,NA,2,7,6,1.832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELULARES-EN-VENTA,https://articulo.mercadolibre.cl/MLC-492274577-iphone-8-plus-7-plus-funda-carcasa-dorada-proteccion-360-_JM,NA,NA,NA,NA,NA,#492274577,GKK,Apple,Carcasa
40, Carcasa Baseus Thin iPhone 7 8 Y 7 8 Plus - Tecnostrike ,5.99,7.990,10,1,6,998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOSTRIKE,https://articulo.mercadolibre.cl/MLC-460894045-carcasa-baseus-thin-iphone-7-8-y-7-8-plus-tecnostrike-_JM?searchVariation=42280538784,NA,NA,NA,NA,NA,#460894045,Baseus,Apple,Carcasa
41, iPhone 6 6s 7 8 Plus Carcasa Bumper Luphie Dragon | Kyrios ,12.99,NA,35,4,12,1.082,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/TIENDA+KYRIOS,https://articulo.mercadolibre.cl/MLC-434865120-iphone-6-6s-7-8-plus-carcasa-bumper-luphie-dragon-kyrios-_JM?searchVariation=35206792229,2,0,0,0,0,#434865120,LUPHIE,Apple,Bumper
42, Funda Brazo Armband Brazalete iPhone 6 Plus Galaxy S8 Plus ,14.99,NA,132,15,6,2.498,NA,Envío a todo el país,NA,NA,4.3,4,https://perfil.mercadolibre.cl/NETEXPERTOS,https://articulo.mercadolibre.cl/MLC-434234316-funda-brazo-armband-brazalete-iphone-6-plus-galaxy-s8-plus-_JM,2,1,1,0,0,#434234316,NA,Apple,Brazalete
43, Otterbox Carcasa Symmetry + Vidrio iPhone 8 Plus Negro ,19.99,NA,3,2,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUATRO+GLACIARES,https://articulo.mercadolibre.cl/MLC-481927101-otterbox-carcasa-symmetry-vidrio-iphone-8-plus-negro-_JM,NA,NA,NA,NA,NA,#481927101,OtterBox,Apple,Carcasa
44, Kit Case Silicona + Mica + Lightning iPhone 5/6/7/8/x/plus ,4.99,NA,4,19,6,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PALMCITO,https://articulo.mercadolibre.cl/MLC-495427990-kit-case-silicona-mica-lightning-iphone-5678xplus-_JM?searchVariation=39816678834,NA,NA,NA,NA,NA,#495427990,NA,NA,NA
