search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Material,Marca,Modelo
14, Protector 360 Magnetico iPhone 6 7 7plus 8 8plus Xs Xr Xsmax ,490,NA,450,33,18 cuotas,27.22,NA,Envío a todo el país,NA,NA,2.3,3,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=XLS9K4FVRdjMwgXtvtzFyuCfYlWt43qYUvtmReZ%2F1ebO%2FxsmWcjDodYfkWZn433Zsg2Bb82314knpGQ1zzgDYKPCNrenb18JERfq4sQgPSnAfEWho9n7Txwbkc3q042q9%2FuAuQ0ZrOaWWUHz2IOni0N5QvgagJCr0qLMbB2opKNagWk1fY0Sl4m9%2FKv9pubRY1qbfUXZWNHpyiaWm6%2F1F%2BjwMfkhjaS8g5bMEx2NTx1snGIqv3bBPTOlRKVPsSvVqySMBBdwNMtCvwIIycLOzYVgKkLYobHR6uombiDW7WB2HeO1aruMm6g96MhvMO5JErL2KUxTgUldpqQETLY93syjmEG45ZKJwcYw2OQX2W6KMbH9TBr47jgIEOQPqHjA01mPNYm%2BYhOBoPReco3Cy1qe5V4dxaGa1uZrEvcQMPdqE1HVpzLPycOSBgAvYRLq3k%2BnmL9fEn0RtvRyg1qwni%2BARfrcO%2BE0QvCyMMF9d3GSrkrDOLNVSDEtjg0BGzMQyvQSG0DhU90VwOiLqkRewCrvcFV75S9xGE0UmX9%2Bkza1cc0eqSL2s8f7ihLMyhiN7SXwTQmatFcr7NTlQvn5hPpAgvmLU9rGKyYGyndi4t9TcL8YzMSdedRVIOy43UNXNayUl2t30f88LOsJ9044lwt%2BJ%2FKhloLVUc2BCV9ZbAtsS%2B%2F4uPwxOIvOLFbIlmyNth5yJly6Ski%2BrifiyLSukD3XsdpgQ0DaCyEutOxDDk%2BJJwkf2TL8PWM%2FeGepPeXPBX6JXxM%2BWRLjsMiMOETJ7mSF3N3MCYTQGBcHopzO4WW8EvPWRJcwdu3Ojf6MIiGOw2yJslWx7gdlB7l5ENw0pFHhyas%2B5MxDtdVBTlCI0DurF57m4tpg2tVFWfp%2BwzyHafn5WJfOu2IS06MPorrY2l2NuBvnXDnjALVFUgRjNEPyXz4TrE8yEQah1MCCjB%2BhQlnWPCzJNxTh1vgYh7pHLB7e0lUw8%2B2jhnEIjyOb1O7pdsTcIL85TvO0tRcrFKpqywcaOdK94k%2Bk8ZMpcg%2Fm28ajA%2B91AxyJceI0IoM5TEajKtgMfDdKC6xYxLZXNGqCJS8kQ19VN9rRJOX77szo%2BFrTvtpTFnGgi5ah5bQ4W8xym%2FkM3hEnVDneZDixhnPW%2FPNT%2BmijO9UFPgixJ3APM%2BXktiZ86%2BMlnj%2F8bqfBRURvBJ%2F3uY2BGxI5xhI2jyhLRCkUZVO4RBr2D028u0BHNTaM5DxX10U4tPkMV7vEw2FjQkbfoTkQBtsMQ5Vd2BVj2bE2ItbQhDNKbjOBH8%2F4rUyyIf7zS1qlCVs2KO7ZNa8eeGI9vBzesXpmvGx%2FW4cUWUfd91hCy8rQP6Te9oC2sQLZKYOFbw5qmwoJFgZ5PxZpSNzf4uN8xU1mQaEKCNTsfc0EE%2BsWSXYdRCUyq3kdAHmIAxDzKnZviB6%2FPaCI2b6Md0%2FoThR0uzHbCSur3sQlf8Ln2k%2B7nY9WZit4%2B5lXOaR%2FcifchJu148StMqiUFi9dKtsnGWOBfIbKs%2BIFttWlE29sTq1W%2FJnGTgH9Gttbiygd9d9e69sgjIcZ4zm7LLmoQOUFvWEyRsDknetunMHi3ykCFx%2FBvTALUWGrYDprX8smZkHkrwiqRgnI3JH5VhXPKlNkFPAkoObx%2BDa6teXL%2FNi7jLBiNdC1QcrwjdO2PfX70lvBdAn1Cc1JG3jeeyl%2BQMR4%2BvaQ5eBjsrH%2BAQYZ61uupw%3D%3D,1,0,0,0,2,#443922805,Apple,TPU,NA,NA
15, Protector 360 Magnetico iPhone 6s Plus 8 8 Plus X Xr Xs Max ,540,NA,45,40,18 cuotas,30.00,NA,Envío a todo el país,NA,NA,3,1,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-460107403-protector-360-magnetico-iphone-6s-plus-8-8-plus-x-xr-xs-max-_JM,0,0,1,0,0,#460107403,Apple,NA,NA,NA
16, Funda Transparente iPhone 8 & 8 Plus Shockproof Hybrid Case ,440,NA,63,7,18 cuotas,24.44,NA,Envío a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-455994544-funda-transparente-iphone-8-8-plus-shockproof-hybrid-case-_JM,4,0,0,0,0,#455994544,Apple,NA,NA,NA
17, Protector Super Reforzado iPhone 5 5s Se 6 6plus 7 8 8 Plus ,210,NA,98,195,18 cuotas,11.67,NA,Envío a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/MEGACASEUY,https://articulo.mercadolibre.com.uy/MLU-445375131-protector-super-reforzado-iphone-5-5s-se-6-6plus-7-8-8-plus-_JM,1,1,0,0,0,#445375131,Apple,TPU,NA,NA
18, Protector 360 Magnetico iPhone 6s Plus 8 8 Plus X Xr Xs Max ,540,NA,45,40,18 cuotas,30.00,NA,Envío a todo el país,NA,NA,3,1,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=ZRc8nmL6sp27dV9LnzJiPhGFniBUGwF%2B%2FM3eV6u%2FzlBy9vPdMTrDywVZ8XKidY6Vmd8x75lTsjW6jdONYmTawkwmvcWKXCYPTUCx77OlVT70JlD3YRsxzwk547XzNpCXh0AaoV1PyI6Spv7oAzxqZo3AN6kX%2B8balq99dar5yKK0zpnOmyClm8G1w1MatwH1h9PHfWUqX%2B6Y%2BwkP7UmD6MZPVB0GuADZGf8Nn8wiqLtnsKXJc5eouPppf0WsmgOJeISq0V9pcBxs4FbAplfUfxAy9nyiPuoJOGYoeOWu1DZLPS%2Fld8ftQxJO9F6%2FSgBSn1rwSwROHdJcAGYbl8iNKs5gIn5%2Bpty6I%2BaZFO4qrkWLn1hFBONr8f7QwIyXTEPna0VR3%2Fj7lKS0Uq6C5%2BtqNvSUhHo33uG1kkbWPTBAQc%2BXP7kU0Bvc1nSgFcut7MXLlyyXVXVRCrAANxPzyik55T%2B0XFg%2FUjto8jJJ%2BFP9mLRAGUt%2BqG0Khy%2BWu550bN9Htyd8DF80WbxGsQ%2Bi7cYRWpF%2BmsTZB%2Bytis%2FV05CtScd%2F3q8u6bIHRGsZltCNLoRsJQ8OgIJKo7CqnpO5%2F4ShU39gu%2BCqDcXhSBaZtJPhowws%2F%2FHUOPnS7te3A1nIlfRatNUtErg55wjgAwdwwWRPgRjAeLFLZGn%2FmZ35v8KZv3VXsC5TH58y%2FUmtWlCZ8G9nFGnlo%2BqCYaP4sqnCPcG3Z5vcPSH0d2oqxXu3oM%2FG987B8MQal0aHFXe3SCNl1Ydx%2Fwe%2FMLjmdGw70j%2BXX22opZ1SA%2B0KreQSCAObNvtcx0CVK3bm%2FD2jOKGpkOfQVk4Fu%2FU4saz7qmQyI8GUucEcf4WLEbXtQ%2B5c%2Bj67cbsW6EuKYlbvdcGfC3r%2FTNljssgRpU8Xqf7rBVc5B0%2FsOrCE56xAXgzNvTjenx2Ga%2FEC%2BrKHJ%2BrGGsFInGT8aVsBadwHlQAdjz0eQ6xbOT7%2BYXGdaU2MvWMlGWmlfq6Cx3ePiJSOEOT8PzH2xmfnAJDDlFoNRqpRGe7%2B%2B9h2by%2BKWMNaPH8mDV1Y%2BXyr7P8VomcawsW5KEdAGBga0OzjavYpzsQyURyfD8QdKSawG%2B%2BjvvT2f38GZM6PTi5znCPIO9F22WihuH85VFKWJ5jnHK1xBc18EZjirsleIvcouJYlAQ%2BlzF0WFmo2b7QfTSFPr%2Bpkyo7oiYP2iNPTzVOagePa6i8QAU%2B4ujpB9HinD1dcl6HfjmmrTTdk8UqLAGBz7FeMAoF891SVkgOS%2FluzOc35%2B%2B5tbmLurV57kAD9sf2Krd6K3B9Cnl6Tk2t%2FeRKuhhLd3hQKAbMsNPOmUlR4WT2sqDZCff4VPz5rNHP9DLz5m5zBV5DX3UXYBP7jviK6B1yB5kecjFnHSP07jfDxcBPJyAvdV3jQNzSpqY9L9Zf1SeGau1hDVNOmlbZaZk2OA5oBZKhv9hO7p0tyts3%2FdIDbVj2W7UtehhHjHXoMEb5GNSwiR92S42quQOf81uLCeTWiknKabpL%2BPbT6nDw%2BESWLd2kjyjitC740YqRQ6fEkfrU2ZuKeg0I2V%2Ff1%2BQ6JaHF4Yzhx38i1kTEq3Frep76mU5wgodoVSOhZnbFx4o7wvW9G5XMD8JupJQC%2Fl7bboaN3eEBgrl7o%2FLbaKMYOIsuGEDtlnnajNAwkaB4ai6JX4t72kP8iqnYpYHjOLaPh2EoS%2Bj9o2Ume7lBFkfHOXNhuusWlLG72,0,0,1,0,0,#460107403,Apple,NA,NA,NA
19, Estuche Case Funda Sellada iPhone 6s 6 7 8 Plus X Xs Xr ,440,NA,39,43,18 cuotas,24.44,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-454146701-estuche-case-funda-sellada-iphone-6s-6-7-8-plus-x-xs-xr-_JM,2,0,0,0,0,#454146701,Apple,Silicona,NA,NA
20, Protector Agenda Flip Cover iPhone Xs Xs Max Xr X 10 8 Plus® ,290,NA,41,3978,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-442264811-protector-agenda-flip-cover-iphone-xs-xs-max-xr-x-10-8-plus-_JM,1,0,0,0,0,#442264811,Apple,Plástico,NA,Xs Xs Max Xr X 10 8 Plus
21, Protector Resistente Al Agua Playa iPhone 5 6 6s 7 8 X Plus® ,290,NA,61,3992,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,4,5,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-442743638-protector-resistente-al-agua-playa-iphone-5-6-6s-7-8-x-plus-_JM,2,2,0,1,0,#442743638,Apple,TPU,Genérico,360 cubre todo el equipo
22, Silicone Case Original iPhone 6 7 8 X Plus Apple Oferta Ya ,990,NA,110,54,18 cuotas,55.00,NA,Envío a todo el país,NA,NA,4.8,13,http://perfil.mercadolibre.com.uy/PANTAYAUY,https://articulo.mercadolibre.com.uy/MLU-452827858-silicone-case-original-iphone-6-7-8-x-plus-apple-oferta-ya-_JM,12,0,1,0,0,#452827858,Apple,Silicona,Silicone,NA
23, Funda Transparente iPhone 8 & 8 Plus Ultra Slim Hybrid Case ,499,NA,242,20,18 cuotas,27.72,NA,Envío gratis a todo el país,NA,NA,4.6,22,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-448803228-funda-transparente-iphone-8-8-plus-ultra-slim-hybrid-case-_JM,14,7,1,0,0,#448803228,Apple,NA,NA,NA
24, Protector Funda Sensible Calor iPhone 6 6s 7 7plus 8 8 Plus ,300,NA,38,62,18 cuotas,16.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MEGACASEUY,https://articulo.mercadolibre.com.uy/MLU-447363702-protector-funda-sensible-calor-iphone-6-6s-7-7plus-8-8-plus-_JM,NA,NA,NA,NA,NA,#447363702,Apple,NA,NA,NA
25, Protector Verus iPhone 7 7 Plus / 8 8 Plus+ Vidrio Colocado ,260,NA,251,274,18 cuotas,14.44,NA,Envío a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-443463104-protector-verus-iphone-7-7-plus-8-8-plus-vidrio-colocado-_JM,4,0,0,0,0,#443463104,Apple,Acrílico,NA,NA
26, Estuche Funda Silicona Para iPhone 6 7 8 7 6 Plus Xr Xs Max ,450,NA,484,94,18 cuotas,25.00,NA,Envío a todo el país,NA,NA,4.7,34,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-446243554-estuche-funda-silicona-para-iphone-6-7-8-7-6-plus-xr-xs-max-_JM,27,6,0,1,0,#446243554,Apple,Silicona,Iphone,Silicone Case
27, Estuche Funda Cinto iPhone 8 7 6 Plus Samsung Note Cinturon ,190,NA,56,1,18 cuotas,10.56,NA,Envío a todo el país,NA,NA,3.5,4,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-444299695-estuche-funda-cinto-iphone-8-7-6-plus-samsung-note-cinturon-_JM?searchVariation=40016734251,1,2,0,0,1,#444299695,Apple,Cuero,Samsung,55
28, Estuche Carcasa Funda Cromado Flores iPhone 6 7 8 7 Y 8 Plus ,90,NA,171,99,18 cuotas,5.00,NA,Envío a todo el país,NA,NA,4.8,13,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-444678980-estuche-carcasa-funda-cromado-flores-iphone-6-7-8-7-y-8-plus-_JM?searchVariation=39406805865,11,1,1,0,0,#444678980,Apple,TPU,iphone,Borde Flores
29, Funda iPhone 6 6s 7 8 Plus Luxury Ultra-thin Back Case ,390,NA,94,20,18 cuotas,21.67,NA,Entrega a acordar con el vendedor,NA,NA,4.4,8,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-448273539-funda-iphone-6-6s-7-8-plus-luxury-ultra-thin-back-case-_JM,4,3,1,0,0,#448273539,Apple,NA,NA,NA
30, Protector 360 Magnetico iPhone 6 7 7plus 8 8plus + Vidrio 5d ,780,NA,44,45,18 cuotas,43.33,NA,Envío a todo el país,NA,NA,5,2,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-443898511-protector-360-magnetico-iphone-6-7-7plus-8-8plus-vidrio-5d-_JM,2,0,0,0,0,#443898511,Apple,Aluminio,NA,NA
31, Funda Tpu Mármol Ultrafina iPhone 6/6s/7/8/plus/x/xr/xs Max ,299,NA,5,55,18 cuotas,16.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VIKEI+SA,https://articulo.mercadolibre.com.uy/MLU-463050591-funda-tpu-marmol-ultrafina-iphone-66s78plusxxrxs-max-_JM,NA,NA,NA,NA,NA,#463050591,Apple,TPU,NA,NA
32, Funda Protector iPhone 7 8 Plus Original Cuero Envio Gratis ,26,NA,14,9989,18 cuotas,53.30,NA,Envío gratis a todo el país,NA,NA,5,2,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-455451267-funda-protector-iphone-7-8-plus-original-cuero-envio-gratis-_JM,2,0,0,0,0,#455451267,Apple,NA,NA,NA
33, Funda+silicona+case iPhone 6 7 8 X Plus Apple Gofix ,490,NA,9,105,18 cuotas,27.22,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GOFIXUY,https://articulo.mercadolibre.com.uy/MLU-455251573-fundasiliconacase-iphone-6-7-8-x-plus-apple-gofix-_JM,NA,NA,NA,NA,NA,#455251573,Apple,Silicona,Apple,NA
34, Funda Cubre Completo 360°iPhone 6/7/7plus/8/8plus/x/xr Glass ,149,NA,5,31,18 cuotas,8.28,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/VIKEI+SA,https://articulo.mercadolibre.com.uy/MLU-463616374-funda-cubre-completo-360iphone-677plus88plusxxr-glass-_JM,1,0,0,0,0,#463616374,NA,NA,Apple,NA
35, Protector Original iPhone 8 Plus Azul Pro ,1290,NA,0,50,18 cuotas,71.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PRO-ACCESORIOS-Y-CELULARES,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=yZVexCZXvIa8cIbBkx0AWKYAaWtCzYG1Ws9DPOTjDToE6yN992RcanVniV4kZANv6GxmfRyU%2FVRZsiffIofs2%2FBAILuPk%2BOzyGR6fucv4J9Jdq6Ihmz2vyZ9sNY6NGcMq%2BvBQqPq49O8HPub%2Bna84os4ZmgWG4zQRg%2FmsPnvABNlH4ILdRwhIYUXwW3YJGWo%2FEWUr4XS63PWzlgtKbWL76iEiGA%2BgSBNrskJVidxdpCql0hZ4Pkr6TJr%2BJL2s%2BveZmmo7e4V4vW8dFX%2FBdtK5RDqY7NcO47tFToieOz5P8bNkaOxN%2BlAisGjrEgLRPWd1KBFOLtfUQmhe1mpD8cy3VBqGEWGDNFcyOoWiTVgVJdeomUVwwoDOfnrLrWVk3HnIJwtusyPefaywR2IcQJtJr6xmg5D6o8g6oCDBjkr7egdbp%2FFos%2B2HAhP2XnmHbgelGgItAJgW9jU0YU9fp0wE0jmnnt2geHtcEeshFJCf%2BlYWQbREJjw2P5RT0NY7Gvo%2FMOOpdhD0HX4GaNLGje2ngEsDjvPFw06%2Fj5tzzWjkq2N3orLe8uWILiF44QRecTetwI5rNUrhuTsfAw8SBEKZGAI54ID9EK1xRyN3%2BwN1XhRR%2FacgkV1XHsBs%2FcNbB5TlLai%2FIf1eRSLycZlo0OI3s2b%2FXSXJOeNv1G%2FrDAU1Fr8OHHke72Lvae5v8iBzS04U9x%2BB2M%2F7MX7%2FhyflHLL7UfgQ5ajhUgWzLh4SYNTNDS82YZ6R3zUlRuIYM2Q%2FbZ2R4NLge5DwthK0rzQPvvGIR0r6Wxwh9zWVfS8Or6zFA0180gHyrg2UJziYNh7cUqpDYaAZJbPmMJiuGmEyiVp9ckqK60IvTRBT7XkfDphVUkYPaQjQi4o7iSQEy%2FsHBFG3BJKrel87s5NE7r31kV405Q9XRSovvhQBptuwZbzJBxoT5nnouZMmRN4pcrbiY6I%2BUQZvN3l0t568%2BBnP5LK1EokprLNbx1b8gah3ISsMG6HZ7AjA1Sq4LgyPOjcUh4cCDuSuuA%2FQfwjNxukCuDIIaKqvyr3P7ET%2BC9gSR7J1buFXeIOGIA0OzxKOPqMmoIOtYMcpy3NNyRYrVav2ioHcAsOxfMRGi9dXNxVM6XDCJ98bfgKC6t%2BHHYIlTgRkpg13STBvFvnOLC%2FMqyipREY680hUqoIyB8kMKlrGd1SluOxDf9IKrSOoQc6FK8ylNpA7MK8b8f6MfWi64mhsW6TmihPgkQ3LFy4DVidRwoxBK1Fvh9C8tnfnqpl0ZTC8HCOHWcuBJ9qTwfv6cF%2BEcxx8HDsPzez3tsM4vZ2wLg5CWlZCMl2XlSAePh869bcQ3qQ7Tz925FAeN88adVEl3gcO8RSkWLzTvyCOR%2FKKUJAOcamGKsBl5gXZ9Wl9iiOuttpwm0w9qtVnr5yXD2HL3Q%2BvdsqjG9V8uqHZh7HxnA106aZEBPQhoUYAmM12sLhJNgsdhNwbFM0xMWCML5eVhscN1FyVlnFmQfiecKKVsY8t3e4XnzeT2dmB2x%2FUoRjNkQaqSbCsbptHPSYWlbmN8qqnregoRnzSHjbdyhvvqcVqdQHWLFD3rBpdfmpdty9BayOQs6jiU5eIheOXcpDguJhdS9suGoeGkSI0XoJSJLA564M4nqIB5VV5p5AWmlQ%2F%2B0GyxEuC6vMwxwupKWbSdixaQvEeaVfrgtUmuloNH4tsYjF,NA,NA,NA,NA,NA,#457349548,Apple,NA,NA,NA
36, Funda Eco Cuero Apple iPhone 8 8 Plus Caja Simi Original ,490,NA,6,12,18 cuotas,27.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-453894906-funda-eco-cuero-apple-iphone-8-8-plus-caja-simi-original-_JM,NA,NA,NA,NA,NA,#453894906,Apple,NA,Apple,NA
37, Protector Funda Estuche iPhone 5 Se 6 6s 7 8 Plus X Xs Xr ,199,NA,106,3,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,4.6,10,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449569369-protector-funda-estuche-iphone-5-se-6-6s-7-8-plus-x-xs-xr-_JM,8,0,2,0,0,#449569369,Apple,Silicona,NA,NA
38, Protector Funda iPhone 8 Plus Ardillas Carcasa ,599,NA,3,3,18 cuotas,33.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449485678-protector-funda-iphone-8-plus-ardillas-carcasa-_JM,NA,NA,NA,NA,NA,#449485678,Apple,Silicona,NA,NA
39, Protector Funda iPhone 8 7 6 Plus Silicona 3d Alien ,199,NA,6,16,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448209107-protector-funda-iphone-8-7-6-plus-silicona-3d-alien-_JM,1,0,0,0,0,#448209107,Apple,Silicona,Apple,NA
40, Estuche Funda Color + Vidrio iPhone 5 Se 6 6s 7 7 8 Plus ,230,NA,64,98,18 cuotas,12.78,NA,Envío a todo el país,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-444895724-estuche-funda-color-vidrio-iphone-5-se-6-6s-7-7-8-plus-_JM,3,1,0,0,0,#444895724,Apple,TPU,Iphone,Borde Colores
