search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca da Capa,Marca de Celular,Modelo de Celular,Modelo da Capa,Tipo de capa,Material,Cor
565, Capinha De Celular iPhone 7 / iPhone 8 Plus - Luxo Silicone ,45,NA,NA,1,6x,7.65,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/APANDRADECLAUDIA,https://produto.mercadolivre.com.br/MLB-1279171739-capinha-de-celular-iphone-7-iphone-8-plus-luxo-silicone-_JM,NA,NA,NA,NA,NA,#1279171739,Genérico,iPhone,iPhone 7 e iPhone 8 PLUS,Silicone Case,SILICONE,SILICONE CASE,NA
566, Capa Capinha Case Celular São Paulo Fc Galaxy iPhone 8 Plus ,32,NA,NA,4511,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-936723796-capa-capinha-case-celular-so-paulo-fc-galaxy-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#936723796,Fanatic Store,Samsung,Iphone 8,iPhone 8,capinha,Acrílico,NA
567, iPhone 8 + Plus / Capa Case Capinha - Vermelha Red / Baseus ,49,NA,1,2,6x,9.23,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DANIELSAVERIO1,https://produto.mercadolivre.com.br/MLB-1139149762-iphone-8-plus-capa-case-capinha-vermelha-red-baseus-_JM,NA,NA,NA,NA,NA,#1139149762,Baseus,Apple,8 + Plus,Vermeho metálico,armadura,TPU/Policarbonato,NA
568, Capinha Silicone Transparente Antichoque iPhone 7 7 Plus ,13,NA,NA,92,2x,6.95,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JPMAGAZINE.GYN,https://produto.mercadolivre.com.br/MLB-1173063763-capinha-silicone-transparente-antichoque-iphone-7-7-plus-_JM,NA,NA,NA,NA,NA,#1173063763,HRebros,iPhone,Iphone 8 / 8 Plus,Antichoque,Braçadeira,Silicone,NA
569, Capinha Case iPhone 8 Plus - Preta ,37,NA,NA,12000,6x,6.33,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1245025560-capinha-case-iphone-8-plus-preta-_JM,NA,NA,NA,NA,NA,#1245025560,Cases e Acessorios I.L,Apple,NA,NA,NA,Silicone,NA
570, Capa Case Capinha Batman Superman Coringa iPhone 8 Plus ,32,NA,3,291,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-938381656-capa-case-capinha-batman-superman-coringa-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#938381656,FS Store,Apple,iPhone 8,Case,NA,Emborrachada,NA
571, Capinha iPhone 8 Plus - 7 Plus Carteira Couro Porta Cartão ,121,NA,1,1,12x,10.11,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ANDRO200392,https://produto.mercadolivre.com.br/MLB-955216630-capinha-iphone-8-plus-7-plus-carteira-couro-porta-carto-_JM,NA,NA,NA,NA,NA,#955216630,Outros,Apple,iphone,Plus,Carteira,Couro,NA
572, Capinha Auto Focus iPhone 6 6s 7 8 E Plus - Frete Grátis ,74,NA,5,200,12x,7.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/L%C3%8DDER+STORE,https://produto.mercadolivre.com.br/MLB-959916319-capinha-auto-focus-iphone-6-6s-7-8-e-plus-frete-gratis-_JM?searchVariation=22323453382,NA,NA,NA,NA,NA,#959916319,Auto Focus,Apple,iPhone,NA,NA,Silicone,NA
573, Promoção Case Capinha Urso 3d Silicone P/ iPhone 7/8 Plus ,40,NA,NA,1,6x,6.67,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ELISAGATTERMAYER,https://produto.mercadolivre.com.br/MLB-1241853590-promoco-case-capinha-urso-3d-silicone-p-iphone-78-plus-_JM,NA,NA,NA,NA,NA,#1241853590,Genérico,iPhone,IPhone 7 Plus iPhone 8 Plus,Urso 3D,Emborrachada,Silicone,NA
574, Capinha Capa Case Gatinho Glitter Emborrachada iPhone 8 Plus ,29,NA,23,97,5x,6.56,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/STORECCS,https://produto.mercadolivre.com.br/MLB-955145935-capinha-capa-case-gatinho-glitter-emborrachada-iphone-8-plus-_JM,1,0,0,0,0,#955145935,ccs,Apple,iPhone 8 Plus,Emborrachada,Emborrachada,Silicone,NA
575, Capinha Silicone Ultra Fina Casca De Ovo iPhone 8 / 8 Plus ,11,NA,NA,63,2x,5.95,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JPMAGAZINE.GYN,https://produto.mercadolivre.com.br/MLB-1189815426-capinha-silicone-ultra-fina-casca-de-ovo-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1189815426,HRebros,iPhone,8 / 8 Plus,Ultra Fina casca de ovo,Braçadeira,Silicone,NA
576," Kit Com 2 Capinhas iPhone 8 Plus, Silicone, Novas Sem Uso! ",60,NA,NA,1,12x,5.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/YZAQUI,https://produto.mercadolivre.com.br/MLB-1094671253-kit-com-2-capinhas-iphone-8-plus-silicone-novas-sem-uso-_JM,NA,NA,NA,NA,NA,#1094671253,Silicone,Apple,iphone 8 plus,Padrão,Emborrachada,Silicone,NA
577, Case Capa Capinha iPhone 8 Plus - iPhone ,14,NA,NA,1,2x,7.81,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/AJR2019,https://produto.mercadolivre.com.br/MLB-1176037386-case-capa-capinha-iphone-8-plus-iphone-_JM,NA,NA,NA,NA,NA,#1176037386,NA,iPhone,iPhone 8 Plus,NA,Celular - Smartphone,Metal,NA
578, Capinha Original Para iPhone X Xs 6 7 8 Plus Todas As Cores ,39,NA,NA,58777,6x,6.65,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/IREXMOBILE+ACESSORIOS,https://produto.mercadolivre.com.br/MLB-1206821999-capinha-original-para-iphone-x-xs-6-7-8-plus-todas-as-cores-_JM,NA,NA,NA,NA,NA,#1206821999,Genérico,Apple,Iphone 8 e 7 Plus,iPhone,Silicone,Silicone,NA
579, Capa Capinha Protetor Anti Shock Air iPhone 8 Plus+pelicula ,35,NA,NA,1111,6x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1211581436-capa-capinha-protetor-anti-shock-air-iphone-8-pluspelicula-_JM,NA,NA,NA,NA,NA,#1211581436,jk capas,Apple,iphone 8 plus tela 5.5,anti shock,capa protetor,TPU/Policarbonato,NA
580, Capinha Case Aveludada iPhone 7 / 8 Plus Rosa C/ Logo Apple ,29,NA,NA,498,5x,5.98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/COMERCIO_VARIEDADES,https://produto.mercadolivre.com.br/MLB-1275627193-capinha-case-aveludada-iphone-7-8-plus-rosa-c-logo-apple-_JM,NA,NA,NA,NA,NA,#1275627193,Apple,Apple,Iphone 8,iPhone 8,Silicone,Silicone,NA
581, Capa Capinha Case Hora Da Aventura Jake - iPhone 8 Plus ,32,NA,2,268,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-936732700-capa-capinha-case-hora-da-aventura-jake-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#936732700,Fanatic Store,Apple,iPhone 8,iPhone 8,capinha,Emborrachada,NA
582, Capinha iPhone 8 Plus Couro Cartão Capa Importada Pronta Ent ,120,NA,NA,1,12x,10.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ANDRO200392,https://produto.mercadolivre.com.br/MLB-997635978-capinha-iphone-8-plus-couro-carto-capa-importada-pronta-ent-_JM,NA,NA,NA,NA,NA,#997635978,Outros,Apple,iphone,Plus,Carteira,Silicone,NA
583, Capa Capinha Case Tribal Reggae Asteca iPhone 8 Plus ,32,NA,1,190,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-937422778-capa-capinha-case-tribal-reggae-asteca-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#937422778,Fs Store,Apple,iPhone 8 Plus,Case,capinha,Emborrachada,NA
584, Capa Capinha Case Carteira iPhone 8 Plus (5.5) + Pelicula ,34,NA,7,1,6x,6.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUC_FERREIRADESALES,https://produto.mercadolivre.com.br/MLB-944924959-capa-capinha-case-carteira-iphone-8-plus-55-pelicula-_JM,NA,NA,NA,NA,NA,#944924959,H'maston,Apple,iPhone 7 Plus,Capa Carteira,Capa Carteira,Couro,NA
585, Capinha Capitão América Para iPhone 8 Plus ,43,NA,NA,1010,6x,7.32,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1096858811-capinha-capito-america-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1096858811,Lucases,Apple,Iphone,iPhone 8 Plus,Personalizada,Silicone,NA
586, Capa Capinha Case Greys Anatomy iPhone 8 / 8 Plus / iPhone X ,27,NA,NA,88,5x,5.50,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1108197885-capa-capinha-case-greys-anatomy-iphone-8-8-plus-iphone-x-_JM,NA,NA,NA,NA,NA,#1108197885,Tudo Celular,Outros,Mais de 150 MODELOS,Silicone Flexível,Silicone,Silicone,NA
587, Capa Carteira Couro Nome Borb Verniz Rosa Bebe iPhone 8 Plus ,69,NA,NA,999,12x,5.82,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/LOJA+CELLWAY,https://produto.mercadolivre.com.br/MLB-1179806670-capa-carteira-couro-nome-borb-verniz-rosa-bebe-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1179806670,CELLWAY,Apple,IPHONE 8 PLUS,CAPINHA CARTEIRA COM NOME,Carteira,Couro,NA
588, Capa Case Capinha Anti Impacto iPhone 8 8 Plus ,23,NA,204,509,4x,5.98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/UNIVERSOCAPAS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=6rDmd2QKzD6%2B4XJfY4n8f2dAGHKj6lzVpmHppA0viXyJ%2BBQ5lbj0NKVWvjUK4mneprsn4bgn4PGl4VI8qgJmhFfty9UgDKYwvuVbBckXhRNumEtRQmIv5E2QGnarCX766XyDfTgz1dPukShD2%2FsZyi56iHxnMGyGdAVL9bbbDiR9r9aNZf88IF8607CTwtjxOi3ln1cjPE2xvt5DLzvhtmuRyJxBNzXJHnIU0AFu2iVlRjmwA6Bb%2BCqBo97wV8pX7SMoiHeo3KGD5k6kAHHa9i%2FRGpCrRxE3it4pOjl%2BtlgQhfsUBwpUg3prcCcr7PTVDC%2Boz5Oc9avKQqIuQnzVj75J%2Fppu%2BgYiYKf4p4Xo5b5%2BRV31qbzP5zNK08dG1eVw%2FNXg7%2Bz3NlCutbmRjBIbnfYMYofzx%2Baczpmv035DsFmR3djYOBzAr3L83Olg0lQzSaTibRBgA9%2BZy5OhZ0G0Hv8WpUgWyn%2FbZU3E%2BVwAWnhBOTqA2SdsA5PoEDlTDVYxT9eu2JDePfU5fWzxGH3eLOrn6iZbHtthK120mkmSok42bp6P9gCpTj0zdMWm%2FrtDpmhOcLj6B03%2B1bM2I98XhuN2O4oBeCmHjAhPSnyhTt0z84eMgAC33AEpk9GNDayG8fTwADq3IWi87YSmTnxCEi15JP1uaUf%2B10OvztTxAMMNL%2BKSSPhQJEOgf2gqd2FDcD89OQ070goffIbBkqkVmDSbhNGZRhpeIHJjGBvAcpkIZj69TOLpYtKUJ%2FuJ2t%2BoxrhjeX6TxRmvpdx5lKzst1HmMW7lYGs2cdvXK%2BcWGur09rV9gPjZoCkOuXoSmt1%2BI8YsMTGpCGfdM%2Bs%2FQI3%2BQXm5pka24GnBNV6CBsNU2RqqgixhCxsRSezaYzOQrbenZzgRZx8dfklgEmLj3Ey01YfHG6VCAGEkCjIwX%2BJTvtgCHtFqJYociud5LyElw4nYRUFj6vAP8H6Ax9iBVt4H8IZx1kS%2Fvmk6ceazuI2QpodCUig9LkP1faqYsKdK5U0bU0T%2F8cbeqJG%2BKUg7ZBKpPgAXcbsg30Cbi58upERWiT61BvwFaxPbyPYwkYctbt04aO6Adzzl0RZvT2hc%2F30JK5B4knWhnzCrSkW7Hr5D2vo5Iyv%2B46XxafV5SFvKz6PmKVtqOAgf9Rs50iP28YgiIEqMF7iZe6TnbDgKTlFMVu1NX2rh8DKJu5gOOyAHsGcvXkTJokbYi9d8nt8xFdxNwpJ2Lr7K6BcKreoiBZS8idtLJcqkJf3rRcm3tp1jfhIY7Eqo%2F4%2BZTMs288b7HnLMeecJovhmfweHt5G5SNRyZ9Ny%2BDvK%2BEYUwhI75khjbtZyrH3jj%2BB3AR0yQjCOb9Xv04lRARLAJw3vagCfe4e5Bv6FmgjIvvc8wnE7jdXsbcJ2A3kWQSGnLr4wc6fnByISof0%2BfvztQM7PAXAkABS8zAuUtHKyGdHZ6ZsCiGiXGoIkQ2f3zpoBH3o%2BOFwgQvPZLsAIwahiQk2WSp46p7HMfwOduSYKKK1rqRJGzrTCcoWz%2Buv42zYH7xUej1LH3RiZIi7TDU65Xym5ww3ShdvOXF4EjOCtdf6uw2Ws%2Bl%2FeP6yKLetQQTZ7m3p6oP%2FbCUQSTc2DRgS9lygWaQ85VpdJLzZ1k587hA%3D%3D,NA,NA,NA,NA,NA,#953143960,Apple,Apple,Iphone 8 8 Plus,Iphone 8 8 Plus,ANTI-IMPACTO,Acrílico,NA
589, Capa Carteira Couro Nome Borboletas Roxo iPhone 8 Plus ,69,NA,NA,999,12x,5.82,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/LOJA+CELLWAY,https://produto.mercadolivre.com.br/MLB-1181275512-capa-carteira-couro-nome-borboletas-roxo-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1181275512,NA,NA,NA,NA,NA,NA,NA
590, Capinha Case iPhone 8 Plus Azul Royal Com Película 5d ,34,NA,NA,1000,6x,5.81,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1182579902-capinha-case-iphone-8-plus-azul-royal-com-pelicula-5d-_JM,NA,NA,NA,NA,NA,#1182579902,Cases e acessorios i.l,NA,NA,NA,NA,NA,NA
591, Capinha Capa Case Tpu iPhone 8 Plus Ultra Fina Casca De Ovo ,12,NA,NA,985,2x,6.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ALVAROMARIODESOUZA,https://produto.mercadolivre.com.br/MLB-1222301660-capinha-capa-case-tpu-iphone-8-plus-ultra-fina-casca-de-ovo-_JM,NA,NA,NA,NA,NA,#1222301660,Silicone,Apple,iPhone 8 Plus,Silicone,Silicone,Silicone,NA
592, Capinha Case iPhone 8 Plus - Vermelha ,37,NA,NA,1000,6x,6.33,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1245025557-capinha-case-iphone-8-plus-vermelha-_JM,NA,NA,NA,NA,NA,#1245025557,Cases e Acessorios I.L,Apple,NA,NA,NA,Silicone,NA
593, Capa Capinha Magnetica Luxo iPhone 7 8 Plus X Xs Xr Xs Max ,56,NA,NA,7714,10x,6.38,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/KASES+TOP,https://produto.mercadolivre.com.br/MLB-1276907978-capa-capinha-magnetica-luxo-iphone-7-8-plus-x-xs-xr-xs-max-_JM?searchVariation=40634305401,NA,NA,NA,NA,NA,#1276907978,jk capas,Apple,iphone,Magnetica,capa protetor,metal e vidro,NA
594, Capinha Anti Impacto iPhone 6 7 8 Plus X 10 Xs Xr Xs Max ,14,NA,1,85,2x,7.86,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/HEBIN+SUN,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=b3%2FWN3xu7eO6rt%2B6rQtOjzYQWTWjV1X7QB%2FuMz2MonwI2dXbydvfibd8iSxafj5fcd8WxtKneT4Fp1OS1eYxSOicUjP5c9k4aD6Fj%2BBREp%2F%2B0BwLmT5ARjLn%2Bw2oqo%2Bue3aCXNzEQjAWj3ITs9a37CAdGlvZtEd15iuQaYrRzmHEKxWZ1dJBOdOco4O29mpc7iuNzBTqFKGzNT%2FSZSSmZ%2F7wOY7hcF%2FM5P9LiFc3gdfvqktFSTnNBRuXl8YbLT%2BT%2F5bf4UVGetEYl7xhorgbW3upiamNBNA06nfYAoKXmXM9Q6560dTeJVPCeHguHbOTG5t9SC%2BwiK9dQ2kj%2BcnQ1Vete4%2B7CaRFUlZVqAMu%2BoJy7oT6%2FWD2Nuj7SvrNk3Bo35MQ7nXyxldXjkdulqEEvFnOxy5OH1YT0qWRzmfGCxjB82RM9wnj41XttOE7kCTw1Ki6cFX2ZbDnxNw9UbBXXoTrxDsvWwOgfWv%2FEu5YmPCdalgy4ooOUkCIEO8QzzLLxWf20Uz15RUPpbwf1wuV%2FQGdYPBu%2B0juLaGyMcrOLjdMgmzxd8M%2FIGtYYZkDNj%2BdrSby%2BJ7VXW%2BE6gKzRYx%2BrUsfb3jsUtSgAOVU4yTS65VJySqywZ95u8CVxt07t0RE4g0MfVVUq1VixXhB1p%2Fg1DfVa1lTIp1ErjyZ%2FnXufzScJG%2FLgLXEXE%2BgbtPZv1u%2FTReLEjbZ6bQNmIjlGlzArFMTFF9VHaY8m0ejwXZAgrpmBNXV%2Fd%2F0OWC4rwTUU9kK5Q2px%2FVpm3YeSIXs06GG9%2B0efhd2dMyD2beFkpJWwIRvl8vjEqYTua2fvwuehqROkhOMSDLp2WwxMckfni23UGbSXtVlcSMNyeV2ST4GjFWqoGMgo5GtWRk%2FBntlfLcgecnkIwtU%2F1gwN6Zy2UhnKObt9lcY4KHiC2%2FGDEbi1U49QHcYSY7ei3S%2FlJ%2Bo%2F%2F2vFvk7Yk%2FRuuIAJVKY7a0E5i%2FPklrNXcLus6l%2BFAm3psgQzierwwEYyyFwXloRKnfgjvMcfPyZ88v%2FCOfkV0Ds2QWyQuK%2Bu8%2FP3ZpLpe24SptsY%2FGr6GBmMbU5Vnr6EchdZ7Xyoa4cPJgB%2Fz8j6Su8CRbr5TrsOevwsVQuycaJOaPVA1ICJFjnYZpl%2BLHqWjuryGlm0sjDbEQSVHYdq5b3UtVZf%2F%2FSm9gZnMJVwtwyfgK1Q0AmnMMZoakM7DNLHrYTu9CdVqYHVBKjVcrdcegPjbRnGysQ3FLwdtZ6AAnqPtwx7t3%2FoVoo2I0LWakzqENaoQ3WWiibeVj3YTIM9dBcto%2Bui4tVRGXEpfr2yK3iEGW0ymEV%2B9NhvnqpTOC69S7p857whSjkElVpyixLPM3e98iq%2BWRHj1aFDjfkfIzJp4Z3NFKQ2Hobw6jFj0Hoc7TKXhLjeU9Gj2OGbh4FAl6rOZjibavKkbskwK002Af4wGDGi%2BErULlp5jaEUi7BUDzrW3%2Fk9QugWzx8a%2FqRKirGrZRCX3LwdjuTJn7OauxrFC5Egi99czscug0AlOuf9RP4NJFRjBy44Gju4i1D9mpVCyzCTjSu9Mric30DCNg30DdOBXI7rpl0A1WVKpJdspEWXWIfiBFBQpG9N8bqPkPlAx0R4H9uXqECn6PyR7KP%2Bgitl3h21GLlZi75gMnGCBmQQrg%3D,NA,NA,NA,NA,NA,#1279037823,XHFilm,Apple,6 7 8Plus X Xs Xr XsMax,Anti Impacto,Anti Impacto,Silicone,NA
595, Capinha Floveme Xadrez iPhone 6 6s 7 8 Plus X Xs Brilhante ,64,NA,NA,396,12x,6.20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/L%C3%8DDER+STORE,https://produto.mercadolivre.com.br/MLB-1049999633-capinha-floveme-xadrez-iphone-6-6s-7-8-plus-x-xs-brilhante-_JM?searchVariation=24701649038,NA,NA,NA,NA,NA,#1049999633,Floveme,Apple,iPhone,NA,Ultra-fina,TPU/Policarbonato,NA
596, Capinha Floveme Quadrados Xadrez iPhone 6 6s 7 8 Plus X Xs ,24,NA,1,396,4x,6.22,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FAVA+STORE,https://produto.mercadolivre.com.br/MLB-1066237289-capinha-floveme-quadrados-xadrez-iphone-6-6s-7-8-plus-x-xs-_JM?searchVariation=25532187320,NA,NA,NA,NA,NA,#1066237289,Floveme,Apple,iPhone,Ultra-fina,Comum,TPU/Policarbonato,NA
597, Capinha Capa iPhone Xs Max Xs X 8 7 Anti-impacto + Pelicula ,29,NA,NA,250,5x,6.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STORECCS,https://produto.mercadolivre.com.br/MLB-1131643133-capinha-capa-iphone-xs-max-xs-x-8-7-anti-impacto-pelicula-_JM?searchVariation=29735160400,NA,NA,NA,NA,NA,#1131643133,Importada,Apple,Iphone X,iPhone X,Silicone Anti Impacto,Silicone,NA
598, Capa Capinha iPhone 8 Plus Nillkin Tpu Original Frete Grátis ,99,NA,NA,2,12x,8.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CAPINHASMARTPHONE,https://produto.mercadolivre.com.br/MLB-1132506841-capa-capinha-iphone-8-plus-nillkin-tpu-original-frete-gratis-_JM,NA,NA,NA,NA,NA,#1132506841,Nillkin,Apple,iPhone 8 Plus,Nature TPU,Emborrachada,Silicone,NA
599, Capa Capinha Case Minnie iPhone 8 / iPhone 8 Plus / iPhone X ,27,NA,NA,88,5x,5.50,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1246329095-capa-capinha-case-minnie-iphone-8-iphone-8-plus-iphone-x-_JM,NA,NA,NA,NA,NA,#1246329095,Tudo Celular,Outros,Mais de 150 MODELOS,Silicone Flexível,Silicone,Silicone,NA
600, Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Aveludada ,32,NA,369,821,6x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,7,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=7CGmlNBmbn7%2FTbB9cDfzTuIdIy9%2BY8rUdVfsL95mrWdqnMOQcETqysYSGgPCgI7EJSh8HBxONBpT5SsW1nsUFR3D9udtnuCSWVfelsogweU7i3u%2BqgC5mnqb7hEFXyFHoNwdgA7jS5vkYzlX51gCQF8b6azyOWzwk128yAHg%2FbFVxGAgPLTny3Q9VpF8K4g4k48guB9HE6KyrNX4I8q3%2BCWn5AMboy9wlZpIeta8MG5BNvLnRVN%2FKtNveTlFLL2N4w6nahx%2BVj4Gv%2BZXeBe6RQVWWo8hcOQ8iHpODq82FzFmBOU1waOqCR%2BZjz%2FSskoeJHQiqdCq221uICDf7BmaiNw9eDi%2B4phe1aOgJ9DMWLBmtO3fLAqKoAuJWHaBUFo5anhdR29BII2QGdNCP40E84InOix4Ddo0YtB0VMxADwq2SnN2Pyl2MgQC1nxwGYrA7srdt2OuAjP4UVA%2Ba4xKKF2otMyd5fO9rgTVwBwJeNTxUBzi5glk2x7ksfdXkQpyh4hy5qHSypyPE393D7ap7NLug%2FgCLUBmPIKBjMGGVJsUlIQq%2FNfxdLy9G1XCw6GR5Du5B4NfGbwErSmlXBLhDhD4f%2BmruBwBes4qFcBONjD%2BFu0VpkalJ7u6ig%2FbKc%2Bre4sG%2FKeIzM%2FbosbQL2UX47%2BIVQajZKwO9WHF0TiSmPFJsQH%2FM4an7IG%2B6NblMUKtbrfAvtr5ntqDFNw4x2JTk5d8h5AzdNDU2JzW4JRBBcuAvzM9bV1px%2BZkJhrA0QDkXGptjvKGxkwW27njNQWtydo71tuwybHMjqE8ilkskTLNmbK7ZJuUVySqqPkX36fRBeGz0EyBluHlWASGaS0u1H2A%2Fe%2FK69sNBjjjsGP0Zp5dobVzCUXpzywmh4QmviXigoP2RoGGESwbjdexctuRaCbOE9Mfvvk%2FoN45tYqO90O50ByUatzfpba%2Bwox6g2jXPSwoZDbrV4AxY6v1cnzzGVuKNbOnFifjAntUZ0xzCdQtc9yJx9JPMWs3G3m5eakbfj8PfF03NlqrinJUm0p5zQEBkC1XONEc%2Fa72kG9cHEw6mmbc8ceYp5P93vD1SLV1F%2FB6LRCN1yut32TPi7Ah0FvqZjlIKdaInoISRKpvlQikYjKsF%2Bi0yZQnKBSK1HkdU6YmIMT4OEl87cFlt9SHxPQdFEerNq6mkTi8X2aBR9Mimz%2F25YJc2IR%2FyOXP4IvWG%2FaetS2%2FYAylIwgurSzYEpZKWz9Ldy69RisCX7fWpJkMXCkwyi8m0yAe8pth2MA7KTf5d1ChtXJ3GrbtkUX28u2aOlBSMXAb7dEKrj4CzIgP7fgL60tVWVDaqhqzjg0D%2BLJOHb2%2F5AwzEsZNk2%2BiEfwEo2l9zNbq4vMnmccuW77bWt%2FN0ksh7y%2FliU37hphTJ6jkmWZ1KsrlRtWyIOlbHh3NNA7KxTPu44DyRedLCmJMfWr2xlsInlTQ4oJXRGik6VFKm92KTRPS5x0gyJO5PyvFpZyBPG6v5EDQOE8%2BYPG%2B1muABRO5oAxFvhlM2tPH9QVtgjBAb8yFRbS94rmAa5Xv6S3I3d%2Bp8XCkpDKy5r4v%2FL1YSiiAszbSEdYLkhXQZlsh6ELMEqnGlGisOqCX%2BC4W%2BPxJo01FeRmhN25OSm9JBtoT9P3m7xWYQo8NQZBwtc5G,7,0,0,0,0,#1246923437,Silicone,Apple,iphone7 plus  iphone 8 plus,iPhone,Silicone,Silicone- Aveludada,NA
