search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Material,Fabricante,Tipo de funda
100, Funda Antigolpes iPhone 5s Se 6 6s 6s+ 7 7+ 8 8+ iPhone X/xs ,149,NA,372,448,18 meses,8.28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,7,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-633435983-funda-silicon-case-iphone-5-5s-6-6s-7-8-plus-x-xs-24-colores-_JM,4,2,1,0,0,#633435983,Apple,"iPhone 5, 6, 7, 8, X",Apple,"iPhone 5, 6, 7, 8, X",Silicona,NA,Silicon
101," Funda Bumper Survivor iPhone 8, 8 Plus, 7 / 7 Plus, 6, 6+ ",189,NA,118,1,18 meses,10.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,1,1,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-666673488-funda-360-lujo-espejo-iphone-5-5s-se-6-6s-7-8-plus-mica-9h-_JM?searchVariation=33496084082,0,0,0,0,1,#666673488,Apple,iPhone 5 | 5s | SE | 6 | 6s | 6 Plus | 6s Plus | 7 | 7 Plus | 8 | 8 Plus | X | Xs | XR | XS Max,360° Espejo,Protector 360°,Plástico,NA,Funda Protectora 360°
102, Funda iPhone X 6 7 8 8+ Tetris Juego Retro Case Gameboy /e ,299,NA,470,2088,12 meses,29.54,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,3.8,11,https://perfil.mercadolibre.com.mx/TKPARTES,https://articulo.mercadolibre.com.mx/MLM-649353977-funda-protector-magnetica-iman-iphone-6-7-8-plus-x-xs-max-xr-_JM?searchVariation=29285787804,7,0,1,1,2,#649353977,Apple,iphone 6 | 7 | 8 | plus | X | Xs | Max | XR,GEN,Imantado,Aluminio,GEN,Bumper Metálico con Vidrio 9H en la partes trasera. (No tiene cristal frontal)
103, Funda Ariel Colgante Tornasol iPhone 6 7 8 Plus X Xr Xs Max ,259,NA,95,204,18 meses,14.39,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-689100125-funda-defender-uso-rudo-iphone-x-xr-xs-max-8-7-6-plus-5-se-_JM?searchVariation=38788988301,NA,NA,NA,NA,NA,#689100125,Apple,iPhone,OtterBox,Otterbox,Plástico,NA,Uso Rudo
104, Protector Funda iPhone 6 7 8 Plus Xs 360 Rudo Antigolpe Mica ,310,NA,441,82,12 meses,30.63,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,10,https://perfil.mercadolibre.com.mx/PALGRIM,https://articulo.mercadolibre.com.mx/MLM-638597548-protector-funda-iphone-6-7-8-plus-xs-360-rudo-antigolpe-mica-_JM?searchVariation=26636659773,8,1,0,1,0,#638597548,Apple,iPhone 8,Prime Case,360 Híbrido,Plástico,N/A,PC + Silicon
105," Funda Case De Moda iPhone 8, 8 +, 7 7 Plus, 6s, 6s+ X ",49,NA,424,17,18 meses,2.72,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,27,https://perfil.mercadolibre.com.mx/PROSU+ELECTRONICOS,https://articulo.mercadolibre.com.mx/MLM-607256963-funda-case-de-moda-iphone-8-8-7-7-plus-6s-6s-x-_JM?searchVariation=19236833866,22,3,0,2,0,#607256963,Apple,IPHONE,s/n,s/n,Silicona,s/n,Plastico
106, Mica + Funda Lujo Cromo 3 En 1 iPhone X Xs 8 7 6 Y Plus ,259,NA,436,156,18 meses,14.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,11,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-617743932-mica-funda-lujo-cromo-3-en-1-iphone-x-xs-8-7-6-y-plus-_JM?searchVariation=32254316241,9,0,2,0,0,#617743932,Apple,iPhone,Apple,3n1 Cromo,Plástico,Apple,Protector
107, Funda Bateria Para iPhone | X | Xs 8 | 7 | 6 | Normal Y Plus ,699,NA,373,3,18 meses,38.83,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,23,https://perfil.mercadolibre.com.mx/BRANDTRENDY,https://articulo.mercadolibre.com.mx/MLM-580225325-funda-bateria-para-iphone-x-xs-8-7-6-normal-y-plus-_JM?searchVariation=25235899679,15,5,2,0,1,#580225325,Apple,para iPhone 6/6s 7/8 y Plus,Brandtrendy,Funda Bateria,Plástico,Brandtrendy,Funda Bateria
108, Funda Case Hojas iPhone 5 5s Se 6 6+ 7 8 7+ 8+ X Xs Max Xr ,189,NA,189,189,18 meses,10.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,6,https://perfil.mercadolibre.com.mx/TRICHE+BOUTIQUE,https://articulo.mercadolibre.com.mx/MLM-636568343-funda-case-hojas-iphone-5-5s-se-6-6-7-8-7-8-x-xs-max-xr-_JM,5,0,0,1,0,#636568343,Apple,"iPhone 6,6s / iPhone 6,6s Plus / iPhone 7,8 / iPhone 7,8 Plus / iPhone X,XS / iPhone XS Max / iPhone XR",Triche,Hojas,Plástico,Triche,Case
109, Funda Cerdito 3d Pop Puerquito iPhone 6 7 8 Plus X Xr Xs Max ,300,NA,191,74,18 meses,16.67,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,6,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-662391885-funda-cerdito-3d-pop-puerquito-iphone-6-7-8-plus-x-xr-xs-max-_JM,5,1,0,0,0,#662391885,Apple,iPhone 6 6s 7 8 Plus X XR XS Max,Iphonemx,Cerdito 3D Con sujetador soporte chupon pop Puerquito Puerco Nariz Colguije Correa Chencho Cerdo liston cuerda rosa lila fucsia sock granja puerco,Goma Dura,NA,Case Bumper Protector Resistente
110, Funda iPhone Transparente Air Bag Mayoreo ,38,NA,259,1121,18 meses,2.11,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/ACCESORIOS-YM,https://articulo.mercadolibre.com.mx/MLM-678564594-funda-iphone-transparente-air-bag-mayoreo-_JM?searchVariation=35771351267,1,0,0,0,0,#678564594,Apple,iPhone 6|7l8|plus Xr Xs Xs Max,Genérico,Transparente Air Bag,TPU/Policarbonato,NA,Protector
111, Mica + Funda Transparente iPhone 6 6s 7 8 | Plus X Xs Max Xr ,239,NA,538,57,18 meses,13.28,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,19,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=edFo%2BmvpAs68jdCoBjdj8XYZgRfO74bJ6Ek035JdwM37CMj0tdk8XgXl0NO235WHh0zVMa75VRJDeaawQyxsHlngrxHMoJQ%2FHfmUltKm7I0Y8uVO5puSqj4fRgXw8Ot3HWW8%2Fohfx%2FldD6zf5AjyJD7U2KvFv6wd4Qc%2BRPI7QN2K0%2BAoWfFcgcRgC%2FDUwMFrJgxr%2FRpfPl%2BDPUxbnwtHrL76vfZ2osuvLUvIzR26kVzQIRCyr5uo2jCe5QKqUAuhxkD2AdC1DHQiXDdTNWg7wKAvM7J5X%2FvJNlNckBBO7gkdgYLZSKQ1JXmdE6vH0I%2BG%2FR6e9bY9CMHkyXzitwSyD2BYNKmRvDOjAn0v%2BkZA92HxFC%2BXhDF29MVeL8GhSSjEzz7fYHblCvrig1BZ8aud01YwvHUF7pqh8YtqtkUIpZ%2FmkuoSC7sQYfKWvo4Iiqh6580u%2FF4Dew%2BoMXSbS6ikrWAne4H4dNZGog4EsI662l6UNL5QxMKtunmkc78tKTtji7arnrxqVFZ%2FYoRDUnBT2mK5rtOcxdI15ynpop70yHzmrOHKq0XRutb2KT1NCj%2BFgSPUxAnX2T5csXyHtgxQJehWcaBig5K7YPVyJzMan7XOD1to893oIEJIDPPcRwD8eLlOqvfo8XWoqky78SckyBUIHS5Ijl%2BF6oxgR5auiFoV4K%2FAHs%2B7zikq6qvhKD%2FlaPEPwY1FOZJ2%2BKah9w9ql3%2BhFBsfmpQ0MfX%2FDmAUqfFab7ipQxM8Ie16DPWYZzxq6kgl5mnvFFgqppkFUVju5SawcMMSyzdi76y8hi1O5Xo%2FKrJfzonBEAAJGOEE4ZbIlSBWyatfZFRRAForvJLqV0EXIB67bjC5S4xK0b5fxFuWU8JzcEGuMC8JzuAkSSmyvLYFk9uBFeHwJpxVuLDP%2FrzcwWWME1PsxStEmKvJIOxTyoqkeksuufJ%2FntT3GKqHgHyk%2FRVnuUOMR2oUSGh3gYUAECL11bI6Tp7Z6gx8okBWvpf5NImadcq14SpVGkIv34pR3NOLHLYqCbyXB%2Bv9JxUh7bEou1UKKMcKEFwts05XxbhGRALkIKkWrjN44tW8zji5rJZD1CwImW3OXws7p9GVkMoIE%2FER7pA1NGhAV6DPp5h2djRp2TAKAxWDJSLQn6UYhZ0RG595Sm2GwWqUlsziljaJ2WDGXhCD4sJQHWBoiupUZOK68426urBKkw3flbfF6EtJcdp9POEYkVDAL3S2t9Bs5AFQuujlqPTr3Vr9aGoavtBI6%2BUEMaboVuoVlnvyyEnaNrzhFpwWlz39LTjAwD%2BnGNVlXovUsloPxQ3%2FJEM3zaxdXjodkzmm%2FUspR6NdqclSrdJJzE7tPl9ZA5nPwUuxC9M%2Bggp0GRYzQlhb8e9t3VPmUmvuKpnWTnl0Qe1GpRXef8S6AGpFO5Jht6ht16s9id2NiZz8sxim7wBXTEtF%2B9kkojPo1jILR6bkhyRLScqOndNctG0L0IHTV9KRwmD6visiglnXJvi3uA6qHW2D60PNFmsm0knVryDaWUXrZqpXWc8yXLYDr2u9iyd0GzuvPshH%2Bjul247FLnqj5gt%2B5hKFM87cn4%2FeOEhj79OmgSQczbQqquW4Gpq%2BEgJf6vgZB0ie10biO4MLM4xxBpVKmkRzPmv5%2F1eC6H89,14,2,1,0,2,#648919947,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,LH,Crystal Case,TPU,NA,Crystal Case
112," Funda Lujo iPhone 6, 6 Plus, 7, 7 Plus,8, 8 Plus, X+ Cristal ",189,NA,965,48,18 meses,10.50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,52,https://perfil.mercadolibre.com.mx/VIGU+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-595379740-funda-lujo-iphone-6-6-plus-7-7-plus8-8-plus-x-cristal-_JM,37,6,5,1,3,#595379740,Apple,iPhone,Lujo,Lujo,Plástico,VIGU,Lujo
113, Funda Premium Lujo Fibra Carbon iPhone 6 6s 7 8 | Plus X Xs ,179,NA,58,65,18 meses,9.94,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,2,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-674138988-funda-premium-lujo-fibra-carbon-iphone-6-6s-7-8-plus-x-xs-_JM?searchVariation=34819193542,1,1,0,0,0,#674138988,Apple,iPhone,Ultimate Experience,Fibra Carbon,TPU,NA,Protector
114," Funda Case Bumper iPhone 8, 8 Plus, 7, 7 Plus, 6, 6s, 6+,6s+ ",185,NA,1625,31,18 meses,10.28,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4,71,https://perfil.mercadolibre.com.mx/PILILASTEAM,https://articulo.mercadolibre.com.mx/MLM-601370839-funda-case-bumper-iphone-8-8-plus-7-7-plus-6-6s-66s-_JM?searchVariation=19459127934,41,12,6,4,8,#601370839,Apple,"8, 8 PLUS, 7 Y 7 PLUS",NA,iPhone,TPU/Policarbonato,NA,TPU Y ACRILICO TRASERO
115, Funda Ultra Delgada 0.3 Mm iPhone X Xr Xs Max 8 8+ 7 6 Plus ,169,NA,287,120,18 meses,9.39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,27,https://perfil.mercadolibre.com.mx/CELULARCENTERMEXICO,https://articulo.mercadolibre.com.mx/MLM-603105669-funda-ultra-delgada-03-mm-iphone-x-xr-xs-max-8-8-7-6-plus-_JM?searchVariation=31975335043,22,3,1,1,0,#603105669,Apple,iPhone 6 / 6+ / 6S / 6S+ / 7 / 7+ / 8 / 8+ / X / XS / XR / XS Max,celularcenter,Ultrathin Velvet,Fibra de carbono (Policarbonato TPU),celularcenter,Ultradelgada
116, Protector Uso Rudo Acrigel iPhone 6 6s 6 Plus 7/8 7/8 Plus X ,179,NA,126,69,18 meses,9.94,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,3,https://perfil.mercadolibre.com.mx/STRONG+ACCESORIES,https://articulo.mercadolibre.com.mx/MLM-625115091-protector-uso-rudo-acrigel-iphone-6-6s-6-plus-78-78-plus-x-_JM?searchVariation=27205813968,2,1,0,0,0,#625115091,Apple,iphone,TPU,Slim Uso Rudo,Acrílico,CHINA,Cover
117, Funda Uso Rudo Antigolpes Camuflaje iPhone 5 6s 7 7+ 8 8+ X ,219,NA,299,132,18 meses,12.17,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,11,https://perfil.mercadolibre.com.mx/NETONBOX,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=2RmgwzclsIVPYTyL3ZJ29WMn4AlrRjFdGZTw3S98L%2FqihxedncbwGby5VOKtDAlywe4uNbcSg6VjT%2FEplTdBFjJZU124DXqfGn%2Fl4A39DKSrxBAM%2FHhDGfg%2BzUb7rDoMHd9l%2BCPygJUXaKx%2BZG7rWnjIQUd7JhXDuf34KfbEK392DBFcjV8oip6ssOPj2gNoxqckwwd0TmUEEYPlHy1rqPxzrPcmr6pxic5GBFBMxtJhpT7VCLI904VA%2Bzh7tsDAEIDRq3jAcS078LXkNMebCK1UEROcJmWxWemWKulvU3EV2G71Fn3DYHz1ByihdZGVPjhEkyylIKXbVmz5dSMHm1fV14dYvy6Np22%2B%2BEzEX1O1xUiSeVZwmWrCYNphs9lbnwNduveSg4KHK1BCP8KRTPU7PdsXUwe%2Fkr74U3AufsFU9zMQ5PdwUgyTfFpGNK3HDWhhWDBk7xyGEymZcGxVcWW9b8zlpXMLl%2FcntQxt%2Br3SD4TWpGYBhfnYAVyxP1L6WdJ6VygwRCs3I5ceYQvmXQtbECpQB1Z%2FZQhUuEvs9lifFKCzYF7Y4%2BObdTPZyxgHTbyZI4Z%2BZMFS2HfDWjFfX7Zgk17Y%2FIfJzjTS7iavk2T7OGewmml3NzseVTJa1wsW9HiwlT98GDXaKJ%2BRa1S49cYYcljNR4FYIsgjoxutMOZDfRA4jDpmOoSk%2FbYBk1bkXRtos3RByLFjh%2Fjo%2F2hycSg1RHOge0XE%2F5CP8Dk0uBjMh33KsfOcORXs2ZlWuKbKrb%2BHrYTPn%2FTqC2efC%2FcOEL1PDtWnOJg04zgO8gsvZ6jzucxKLNlHg2cndZkfJteWlgJvCAonQoCLbndhyS7a3JnPqNu04YNkDYqmThuXCHeVSdcnHKxGzUAU6TN%2Bv0bfcD94G8%2BzDDyHd7JMVw2gtcLZ%2FhoLBem58Ojr%2FcmPyB20VMQBoX6M4IB%2FblKi9i%2F13z6YPA9%2Fe7uY2FH4Ie%2F12pcJo%2BMiGA0WQxWUq4veToshMJVSAoqha3DzucPDRYXPRfAtcQ4CtholaiiTRivtSFeSLrI%2BWShwV33HmVHyFF3Py4HJSX7twUmzt6NKznmdKxcEbQztxa25Xdn0LnzNteOnSvShMVc7ueDWdfVaU8I1V88p4DuK34qB5%2Fpv18M1j1V11%2F7Sws3dbq30%2FIMbirzDfUKbHdhrN4cGltShonMRoFTHRXmzWTGD9B%2B8358fpXRbnNRNYah1jj78gD1MKP6PfDUGzy6z4%2BxUluWAEpqin32Xr%2FVteNCJzatUDb%2B7xa7WMPAk34X7Bvu37gl133yMGmDgpaAA9uOYUYXGSDnhpW4dZEMidvMSFXmvANZyQaoPtaKIsptmOR9oAOHsvudwAZlnVVEdvA1M5bMeT0HD6pRRJorL%2Fqi0xGpSyO2PxAO8cSeNZjzSQEvcylFOABdOE77iM4crprO4OLbriPWkVMoMk9ytXu02CW5wZKjUzCg8ZHBDyhUy1J8xTfDI8EKLaM0wfb6EYcd8aEavb2LhAgz4yrcG31J%2BHPxa5Ri5c7WUv4ki%2BPxL7%2FxwPPWfdyRpINc%2BhUxrg5L3ahT8A5%2BgpPGD8E0Da1RG7f8ie1bAtWMxbCb6JZpk5gvJ7T1QOibsULa%2BCfsMzpf5ShGIXeMKi98dQYZu92sOv1X0KMnUahk%3D,9,2,0,0,0,#650104729,Apple,iPhone X / 7 / 7 Plus / 8 / 8 Plus / 6 /6s / 6 Plus / 5 / 5s / SE,NETONBOX,Militar Camuflado,Plástico,NETONBOX,Uso Rudo Antigolpes Flexble y Rigida
118," Funda Lunatik Taktik iPhone 6/6s, 7, 7plus, 8, 8 Plus O X ",454,NA,172,2,12 meses,44.85,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,13,https://perfil.mercadolibre.com.mx/ISRAELEDII,https://articulo.mercadolibre.com.mx/MLM-569848555-funda-lunatik-taktik-iphone-66s-7-7plus-8-8-plus-o-x-_JM,11,1,1,0,0,#569848555,Apple,iPhone 7/7Plus,LUNATIK,Taktik,Aluminio,LUNATIK,Metalica
119, Case Funda Armor iPhone 6 6s 7+ 8 Plus X Xs Xr Xs Max ,521,549,131,11,18 meses,28.97,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,8,https://perfil.mercadolibre.com.mx/DIGITALTECHSHOP,https://articulo.mercadolibre.com.mx/MLM-655096244-case-funda-armor-iphone-6-6s-7-8-plus-x-xs-xr-xs-max-_JM?searchVariation=32432454961,5,2,1,0,0,#655096244,Apple,"IPHONE 7 Y IPHONE 7 PLUS, IPHONE 6,6PLUS, 6S, 6S PLUS",PARA IPHONE,"IPHONE X, 8, 8 PLUS, 7  Y IPHONE 7 PLUS, 6, 6 PLUS, 6S. 6S PLUS",Aluminio,PARA IPHONE,SURVIVOR
120, Funda Cristal Tpu Lujo Slim iPhone Huawei Galaxy ,269,NA,68,50,18 meses,14.94,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4,2,https://perfil.mercadolibre.com.mx/MLMSHOP,https://articulo.mercadolibre.com.mx/MLM-669869259-funda-cristal-tpu-lujo-slim-iphone-huawei-galaxy-_JM?searchVariation=34074795286,0,2,0,0,0,#669869259,Apple,IPHONE,CE CASE,TPU GLASS CASE,TPU,NA,Protectora
121, Case Funda iPhone 6 6s 7 8 Y Plus 360 Negro-rojo Protector ,296,NA,317,62,18 meses,16.44,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,15,https://perfil.mercadolibre.com.mx/SHOP_ORIGINALS,https://articulo.mercadolibre.com.mx/MLM-600048951-case-funda-iphone-6-6s-7-8-y-plus-360-negro-rojo-protector-_JM,12,2,1,0,0,#600048951,NA,NA,NA,NA,NA,NA,NA
122," iPhone X, 8, 7 Y Plus Funda Carcasa Protector Magnético ",289,NA,147,61,18 meses,16.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,3.5,6,https://perfil.mercadolibre.com.mx/BIG+MOMO,https://articulo.mercadolibre.com.mx/MLM-632547092-iphone-x-8-7-y-plus-funda-carcasa-protector-magnetico-_JM?searchVariation=28982958880,3,1,0,0,2,#632547092,Apple,"iPhone 7, 8 y X",Big Momo,Magnetic Case,Acrílico,Big Momo,Cristal Templado
123, Mica + Funda Acabado Diamante 3d iPhone 6 6s 7 8 X Xs Max Xr ,249,NA,216,58,18 meses,13.83,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,5,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=fG3%2FFToKaY5dZAlzScfWUE%2Fnrh06%2F4HytkXUoKmIjikXa%2FKnCZ9jBOMH1LLb8xAgiy71QTx91HOZCqpzRAvoiHP9XQ5Cdu%2BMiGq8AtwazRl8rwva2EwwrhEGo%2FGftnjBScST5PUQK8%2FL2oiJueVOI6PdenjfR2BCiYpVhtVXKfHklAZYdOkQz8nFv8xFcJfbpKX516JiQaXizxBrvoLWqxe%2Fr3IzSgGTpCHN9lY3ohb85FXVMbuVZPqqs%2FM4SYqYlUiXjzzdW3V7rLpnlsplikR9H6kef3qnuESvhA%2F6BVFbokDW9n2Qy9nyV7UzMEtlH4yiamXBV0NIfLqHvzWNKaWlh2YAqReKlWFS11Q49X%2BSe%2B0c48FhlOW0V2zEHRNjlPZ8Kfr7afOpg7s3aDBZqqMKWvHt41N%2FtEzAtovcuFKpczyogxMQG5yVrXCKNwtEiqUssDVStOBeQYIuekEvVRXMplDdnZ3ph97FVpdWTIGIXPXpskRktOwknL2FIR3UyJJsFo00xPYzGKONEBkpSnAy%2Flj%2FdM93wXi%2FcYpUJqJQdpevnXOzh3k7fwo%2FGKAa21NQgF3Casf97ef3sdHVKNho7EXZMtY01OjMLyHRothgen2XJFIInGsjjYgpvfWXE2mkAT4EjoKcrdMHmX7fKRhormlO54PFUdJKMunPRcxRhrfx%2BdSgZyIg1T85USptoTO2jPKWSxlElebCaD0IC3EDzUa9GIY6lLwcU8JnQGn3nlp0WJR4eLUOaQEJvMMC71CymyVTay2mzPsSdbOeZqXBbjUQwRnCVEmfMeOPl1HRukJ2QGGUs9VwtFfcPIqOd7nWEjws%2BGeSDxmkoYnZ6%2BqcggPMYr1athZJLn%2BmwnAfESiXQaNc5rautxJLAqZmMineVc%2F27PqU3WWLtx3xe0BDTrR5a0jERLkKvNylZ%2Bv2Sxa1hgFsiIgW8gJdH%2FnknhvJiPoAJdVXAF8iOfuE%2Fwi%2FS1BlvhB4QE8eXHWMCEVnyFeh90sCFqZDP6lL7van9xQ3hPXV%2FluvyKpO5t3sh%2Bm4u3LpUfAgw6u%2FU%2B%2BGP0gRJi2Sml%2Fz1VyFPDBB8Gniu3hvamH5aLNHtwIf04964CC0MQTCerYoCtZR9CNg%2FlrgO1MGrIIjUKOXS0IbL6cdkada3kwgEHYaRXXzTvVN94kEnXGpm4rO5DthKq%2BwKY60er1yfcAuIFE22IWK1BHZ81NrPOS84zyeqiaXgG9QPde4Ohi2v62I4NQQFRJGvFibyFZnRF8cPjNlGKvpZmXhxJtQYR7HrMRIXXrjCHHPe5a4CsePVRq%2FMK6Nq%2BpsoHd6pHX5ufH6RQo943tZdcYkxmps4liWJzcRX%2B1fQ8FiURFZDKedcBAbfxO47y0UAQzCGdYRcYePmobhhvkNcrPjSbslroaZw5JokQ9%2Bc%2FPID2UPR20u8cFyc3KUUs4CUW8ILcr%2F%2FDhGgA4qsxJ14iHe2S7YJw3QqB2NI%2FKSyUli64qs5Vwv%2FRflnRKbxpzHSSpmKWvPsw37CcM5wjbjjdNQ75o5tjbquyxeVGk%2BzkNqadiSs1IeFoMT7vqEFzIW4bn1IYTqmI3pDT%2BHNzAhTctcYVAJJNrmSsyrsy3pgT8uGwXN1J%2BwfCu%2FFZaWXGqLScPwELcQUK%2Fl9ybiLN9rE1z%2BAl88,4,1,0,0,0,#680957059,Apple,6 6s 7 8 plus X Xs Max Xr,Apple,Diamante,TPU,NA,Protector
124, Funda Madera Aluminio Oro iPhone X Max 8 7 6 Plus Art ,449,NA,349,294,18 meses,24.94,NA,Envío gratis a todo el país,NA,NA,5,20,https://perfil.mercadolibre.com.mx/ARTCASES_CO,https://articulo.mercadolibre.com.mx/MLM-566587685-funda-madera-aluminio-oro-iphone-x-max-8-7-6-plus-art-_JM,19,1,0,0,0,#566587685,Apple,iPhone,zzignoo,Madera,Madera,Apple,Madera
125," Funda Bumper Antigolpes iPhone 8, 8 Plus + Cristal + Envío ! ",349,NA,649,127,18 meses,19.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,32,https://perfil.mercadolibre.com.mx/APPLENEXT,https://articulo.mercadolibre.com.mx/MLM-608709459-funda-bumper-antigolpes-iphone-8-8-plus-cristal-envio--_JM?searchVariation=35129622337,24,4,3,0,1,#608709459,Apple,"iPhone 7, iPhone 7 Plus, iPhone 8,  iPhone 8 plus",AppleNext,Bumper Case Antigolpes,TPU Rigido / Policarbonato,Applenext,Bumper con Mica Trasera de Policarbonato
126, Funda Protector Magnetica Iman iPhone 6 7 8 Plus X Xs Max Xr ,299,NA,470,2088,12 meses,29.54,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,3.8,11,https://perfil.mercadolibre.com.mx/TKPARTES,https://articulo.mercadolibre.com.mx/MLM-649353977-funda-protector-magnetica-iman-iphone-6-7-8-plus-x-xs-max-xr-_JM?searchVariation=29285787804,7,0,1,1,2,#649353977,Apple,iphone 6 | 7 | 8 | plus | X | Xs | Max | XR,GEN,Imantado,Aluminio,GEN,Bumper Metálico con Vidrio 9H en la partes trasera. (No tiene cristal frontal)
127," Funda Uso Rudo iPhone 5, Se, 6, 7, 8, X, Xs, Xs Max ",189,NA,187,16,12 meses,18.67,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,23,https://perfil.mercadolibre.com.mx/K-SES,https://articulo.mercadolibre.com.mx/MLM-570569586-funda-uso-rudo-iphone-5-se-6-7-8-x-xs-xs-max-_JM?searchVariation=28369672528,15,5,1,0,2,#570569586,Apple,"IPhone 5, 5s, Se, 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus, X, Xs, Xs Max, XR",NA,Uso Rudo,TPU/Policarbonato,NA,Uso rudo
128, Funda iPhone X Max | X | Xr | 7 | 8 | 6 | Plus | Trasparente ,169,NA,165,68,18 meses,9.39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,7,https://perfil.mercadolibre.com.mx/IVANTRA,https://articulo.mercadolibre.com.mx/MLM-601737087-funda-iphone-x-max-x-xr-7-8-6-plus-trasparente-_JM,6,0,0,0,1,#601737087,Apple,IPHONE,IVANTRA,TRASPARENTE,TPU/Policarbonato,IVANTRA,CASE
129, Funda Lujo Cromo 3 En 1 Case iPhone 5 5s Se 6 6s 7 8 Plus ,169,NA,288,2,18 meses,9.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,4,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-666358738-funda-lujo-cromo-3-en-1-case-iphone-5-5s-se-6-6s-7-8-plus-_JM,4,0,0,0,0,#666358738,Apple,iPhone 5 | 5s | SE | 6 | 6s | 6 Plus | 6s Plus | 7 | 7 Plus | 8 | 8 Plus | X | Xs | XR | XS Max,3 EN 1,Funda 3 en 1 Lujosa,Plástico,NA,Funda Protectora de Lujo
130, Funda Magnetica Aluminio 360 Cristal Frente Y Atras iPhone ,399,NA,105,125,18 meses,22.17,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,2.3,3,https://perfil.mercadolibre.com.mx/MLMSHOP,https://articulo.mercadolibre.com.mx/MLM-657194259-funda-magnetica-aluminio-360-cristal-frente-y-atras-iphone-_JM,1,0,0,0,2,#657194259,Apple,IPHONE,LUPHIE,IPHONE XS XS MAX,Aluminio,LUPHIE,MAGNETIC 360
