search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Marca del celular,Tipo de funda
31, Carcasa Protector iPhone 7/8 Case Funda ,4.99,NA,1,NA,12,416,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CRANDEP,https://articulo.mercadolibre.cl/MLC-479552127-carcasa-protector-iphone-78-case-funda-_JM,NA,NA,NA,NA,NA,#479552127,Ugreen,Apple,Carcasa
32, Carcasa Funda Silicona iPhone 7 Plus / iPhone 8 Plus/ Celpro ,3.99,NA,14,86,12,332,NA,Envío a todo el país,NA,NA,1,1,https://perfil.mercadolibre.cl/CELPRO_CL,https://articulo.mercadolibre.cl/MLC-454559641-carcasa-funda-silicona-iphone-7-plus-iphone-8-plus-celpro-_JM,0,0,0,0,1,#454559641,Genérico,Apple,Carcasa
33, Carcasa Funda Silicona iPhone 7 / iPhone 8 / Celpro ,3.99,NA,6,30,12,332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELPRO_CL,https://articulo.mercadolibre.cl/MLC-454559323-carcasa-funda-silicona-iphone-7-iphone-8-celpro-_JM,NA,NA,NA,NA,NA,#454559323,Genérico,Apple,Carcasa
34, iPhone 8 Plus Carcasa + Lamina De Regalo. ,5.99,NA,1,9,6,998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SAFE_MICASE,https://articulo.mercadolibre.cl/MLC-471568395-iphone-8-plus-carcasa-lamina-de-regalo-_JM,NA,NA,NA,NA,NA,#471568395,NA,Apple,Carcasa
35, Carcasa Silicona Logo Apple iPhone 7 / 8 + Lamina De Vidrio ,9.99,NA,37,1,12,832,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/CARCASASPUNTOCL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=pLKFmE0qqIu4uQ8W%2BRNOk34fGXGC%2FASSxZpU8JSTY6L97s0zGWQX6pVNFnSWXVOrsOiVCCKeXYSANTrIij0ATD9pT8PfT6IIHga6gXo4uh4JjelUvG13SV4K9YY3Y3y1eQYesMqp8r4I4Rfl5nLqMIYvvPEasW8lYNRcPWkE296kFQfkkhAkMMSMbG%2BJ05iOu%2FWzPyN%2Bu%2FKc4sW6iFx376Jfu%2FLtcredxcJj2Stpxs47fJAnZ%2Fws0xGKWw%2ByK30IxmfL2VmtqshTRQ3PW8hMOZ215Pxmfys6W8ycSp2uxJiJHmzDiGdmUeV5ppSaQud9aPhK4WfmnshhhpIK%2B78I2NYq8MybipG23TlljVYkAm554JRwG%2B4kfadsCJ0BQS%2FgqzRCBYhK%2BVykz7%2FbivaHGjmrCvGiYrzS8MN5aciyh0WTbUZMB7reYhXBQnEIxVR6%2BwGe64uZhGzUEEqqN9ExFs%2B2a6350lQMe530eu%2FSlVI%2BB8dpIatTLaLEpkQhdTso6YDdmyYAnEYWoIUwEBMmPuCr5W%2BVt2I0sAliJAoiQDoz0PEOLUmEOFoBNIqTTI6RiEDWD87yfeqJjrRBSTkx6%2FOk45%2B%2BVnpf7X%2Bh62LQG43SJV7ubhjDilCSwnejN3gn3QMOxhEspuV2adg6tx9aOsOgNJHqQ7JLRhEBXW%2BtzrUYTF7Q7KCoDbPE3RX5g6f%2Fq38JekhT1myczHH2wYxoPUgzBGRSDJ4Ix9UqLhbK5GGE4M1IKJh3RXsn9CsTK9GMoIuw7KU6Kl%2FRmxBvPwMmngxXb1v%2BOomdwIaLuZgDDslpm%2Fy%2BZ5LJ3cnUvolY1OnGDeODgo2ZHuYlzUNviQ0iorf1xvXZ%2FFsmUhaESNKYQs%2B2fakmNSwdzGTq2OltKAGMnNDz%2B0qYAbS5jb3hVEWwmSjNTyVYunBd2UFhAr0%2F2ebEm7aPnVj99cpnjAn8a2%2FxI7M%2BcPnI%2FRtzG1mC2Vc4bInamuntxU69L1wtn7%2FRLkdXZ3teTaPNyIZGYk%2FDYh32sDPrc8uXN29YD7Zx0tmPXivY57w6BT3GdmoBrmfUS5s73%2FMlVYCFIFeM%2B6UKGl3GqoSF%2BlCQOLPMwdFg3mAr4cHo9OI4HYEMhY8pX1NQZ1xyXdX%2B7XI2kVNaY9K%2B3ptEW6msUTMC8XAxjWDlfNssA%2B9o2d8PY0rkbS2gV%2BDPmLszP42xUCPLPCALN5zFcDNBxgAubt9LemXOQUPjlQK63OdRIKspca6JDAKw6ve7GH4ZWnQGARuyb0p0ksslyokb8QqdWZUVahuZIuwtwd8hj8wXnZnaoGEcGxDc%2FLUBKo8TqnU7nu1GK63PxwbJWVblrA1RNAkoqPgmYhKeeBwvj6J7Ku7N1Cluzw9kR7JAe6vOoSoAyXAecACxKsBzTrYE3rvI%2FqE8bW7nzNnW7Y9vtNnHaFP7OZuQ%2BXMemM%2FkQ2b3JRlal%2Fj9eaPH2JR7zz7MbOE9C3Szjn4TMUtzsaQApVVKXYmKvTRT5xcynfElnM8YXOG%2Fm5dmk%2FiKtlSmqhP6ZoJD%2Bi8MFjPI4pkz5UVA,2,0,0,0,0,#480609141,NA,Apple,Carcasa
36, Michael Kors Saffiano Leather Pocket Funda Para iPhone 8 & I ,65.056,NA,1,NA,12,5.421,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALWAREHOUSECL,https://articulo.mercadolibre.cl/MLC-498408802-michael-kors-saffiano-leather-pocket-funda-para-iphone-8-i-_JM,NA,NA,NA,NA,NA,#498408802,Michael Kors,Apple,Carcasa
37, Tapa Trasera iPhone 8 Plus ,11.99,NA,4,NA,6,1.998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDATRANSPARENCIA,https://articulo.mercadolibre.cl/MLC-460227967-tapa-trasera-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#460227967,Genérico,Apple,Carcasa
38, Carcasa Ultrafina iPhone 7 I iPhone 8 I Diseño Original ,1.99,NA,1,2,6,332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VENTAS+ELECTRONICAS1,https://articulo.mercadolibre.cl/MLC-479132417-carcasa-ultrafina-iphone-7-i-iphone-8-i-diseno-original-_JM,NA,NA,NA,NA,NA,#479132417,NA,Apple,Carcasa
39, Carcasa Gel Silicona iPhone 8 Plus + Lamina ,3.99,NA,1,4,6,665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDATRANSPARENCIA,https://articulo.mercadolibre.cl/MLC-500010865-carcasa-gel-silicona-iphone-8-plus-lamina-_JM,NA,NA,NA,NA,NA,#500010865,Tet,Apple,Carcasa
40, Flip Cover Rock Dr. V Series iPhone 7 / 8 +envío - Colorcell ,15,NA,3,4,12,1.250,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COLOR-CELL,https://articulo.mercadolibre.cl/MLC-440311793-flip-cover-rock-dr-v-series-iphone-7-8-envio-colorcell-_JM,NA,NA,NA,NA,NA,#440311793,ROCK,Apple,Flip Cover
41, Carcasa Rock Con Soporte iPhone 8 Colorcell ,8.99,NA,1,3,12,749,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COLOR-CELL,https://articulo.mercadolibre.cl/MLC-440277153-carcasa-rock-con-soporte-iphone-8-colorcell-_JM,NA,NA,NA,NA,NA,#440277153,Rock,Apple,Carcasa
42, Apple iPhone 8 64gb + Lamina Y Funda / 12 Ctas - Phone Store ,719.99,NA,28,872,12,59.999,NA,Envío gratis a todo el país,NA,NA,4.8,40,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-450309223-apple-iphone-8-64gb-lamina-y-funda-12-ctas-phone-store-_JM,34,5,0,0,1,#450309223,Apple,NA,NA
43, Apple iPhone 8 Plus 64gb + Lamina Y Funda - Phone Store ,774.99,NA,104,796,6,129.165,NA,Envío gratis a todo el país,NA,NA,4.9,47,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-450308073-apple-iphone-8-plus-64gb-lamina-y-funda-phone-store-_JM,44,1,2,0,0,#450308073,Apple,NA,NA
44, Carcasa Metálica iPhone 8 7 Rojo Lunatik Taktik / Alphatec ,23.99,NA,7,2,12,1.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452413572-carcasa-metalica-iphone-8-7-rojo-lunatik-taktik-alphatec-_JM,NA,NA,NA,NA,NA,#452413572,NA,Apple,Carcasa
45, iPhone 8 / iPhone 7 - Full Carcasa Funda Original Resistente ,10.99,NA,1,4,6,1.832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELULARES-EN-VENTA,https://articulo.mercadolibre.cl/MLC-492182033-iphone-8-iphone-7-full-carcasa-funda-original-resistente-_JM,NA,NA,NA,NA,NA,#492182033,OEM /Apple,Apple,Carcasa
