search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Modelo,Material
18, Protector 360 Magnetico iPhone 6s Plus 8 8 Plus X Xr Xs Max ,540,NA,45,40,18 cuotas,30.00,NA,Envío a todo el país,NA,NA,3,1,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=bqwiK8GPlpmle0NJXhzbpo68SYzYmRdCXGOV6hy1Ilt3Af1LZulAzhVbD4HaQ7%2Bvl9Y6aadMQDLmmCaoYSm5Sjzy0MbZMymXcHPsq3%2FHmAHqe9ufpidbgv83xNlMeegnxGTOxo5GTNMQf301lnCZ1CswjWlBaN4Vdly84lrMSGMmF5jElTlF2mUmcEnxTEmMTaFrCqbwOftMpZSccWNJCXw91gYIjHntuuok%2F7w7SOb%2BSDAJoFoyxBpYDRH4ms7OVKD2IY%2B6uwK3ZFyhly%2FGEQR0C1Ha5DFLPxrTAc52dkWq8JoI5GjDgS7t5l4V587Tb1Jo%2ByZE7QLAtb7WTUbZOBRuhE%2Fzp%2B%2BJIyWReHmXFEjrWz1NqUwCEBtkpT8NOnFfHFmphD5LQAVuXGYkZk6cT77cIIzdKvYj2WCcajNxnpgGp%2Frc67KdGgC9y97WJxrhS8%2B7aO1eCn6QyP7c5nNMSxQIc4k73ZgUWj13z7OBX0ZpNkKuHG7rjJT64Xtg%2Be%2BZIYqeeNOQI%2BL7u2oWuhNWClKykC4%2Fr5sWgFTdfRlcf1sQmzyka2aKVW5xH7yEx0ouEg4a6TF0P8zCjmN4D7dOyrpw1p9khIE2QmKMpbqmjoAJD8%2FUy5JeuaIoILjcA4yAAY4GzG9YYU4RYjHT%2BZh9%2B2Cyu36%2FLaPMDW0juMi%2B9edYqodKuB4JAxaDwmVPwY2BoJHeUD%2Bvy6sOZJG7f8GzVf%2F9zwDNglFB03KUJTTn476skfXzEPQoy5%2FVb77Xg8OTdSXIdDvhsP%2BIqTnyGU%2FTwjurfsI40QisRFr5RFy%2B4BuG2%2BxqeEFWUVrbMjZdjIC%2FT6vVtvu%2BTVRHeG04ObY8AopJtVm0RORW7b6b69SvvCn%2BSpgBDRtwygKKVFHodS6%2FiULW8TdO3L9rB3%2Bk9Miw2sRUEY3I99j2uBhpbPyEQcovUQKYGF0%2FUcEBSgwOnZHX6Stk6jA4XLr4FcTJ14f2IfFYWhhhfIJrINBqpvCrrKcju3bGioFX%2FMCQnJYBbq284WoHv2QRmhyZgYg9FFmqtGtTOIq01ROokCxqPQQdaT72137z1NAqsCTf8iNKdSgvoQYmhO%2BxGhTMNRgq6vxmc2f5E6zvP4Jv8sHqZLXh1R3eLZ5YFp18M%2F%2BMWfVB7VQrERd3w%2FzT5hxYIJVtX0893fCYyca5fH0PfpUGndVGICYAIdyGqne42hKQ1m9PtqDMBPQyGUNP6ViNzqGI%2B2UFaOxVVqQFy6GkWCGvTpLZMrdnx9Do8KVPBqqybcHd0LDEF1uMFKqnoaamCESw3fVtgjKFPJyBDO6jJq7PGpgd2l6eFQPvM%2Fc6geM6bdq%2FlYZ3ZgxFrdHymUuob%2Bo9acQpzxHM1AYrSJlwbentF%2BF100iDtc752ejrpv72%2F5TUzUhOrhPhgBCzJY4g87jQH6OItg3eQBA76GlzQmI6xT1GnhoQPrL9kCkL8GAdRHJyLlvextKqzmCdsNskwWhXglItZHiJXjwK%2F8Nxvm%2FeVG3jjuuJrn88wyml49PMQ3pxaVe5QZdRdWOieUgeGI6Zc%2BkrGeFmP%2BAR6jFl6urGQl0uLCBBtMzycBENA%2By72FEpPDqez%2Fe2hlVM2CT%2BT8FX8AGoRbuZrqCSi3wGj2ef0aFfuR%2FX00Y%2Fu3YN%2F1n5pi9aCZDPpJ0qdGB6iifcsImVn%2FYsjh1OsAT%2F3JKx0Nxjaw%3D%3D,0,0,1,0,0,#460107403,Apple,NA,NA,NA
19, Protector Funda iPhone 8 Plus Ardillas Carcasa ,599,NA,3,3,18 cuotas,33.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449485678-protector-funda-iphone-8-plus-ardillas-carcasa-_JM,NA,NA,NA,NA,NA,#449485678,Apple,NA,NA,Silicona
20, Protector Funda iPhone 8 7 6 Plus Silicona 3d Alien ,199,NA,6,16,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448209107-protector-funda-iphone-8-7-6-plus-silicona-3d-alien-_JM,1,0,0,0,0,#448209107,Apple,Apple,NA,Silicona
21, Funda Protector Aluminio Metalico Premium iPhone 8 Plus Febo ,290,NA,2,99997,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449405516-funda-protector-aluminio-metalico-premium-iphone-8-plus-febo-_JM,NA,NA,NA,NA,NA,#449405516,Apple,NA,NA,Aluminio
22, Funda Protector Estuche Armor Para iPhone 8 Febo ,290,NA,2,99997,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-452195837-funda-protector-estuche-armor-para-iphone-8-febo-_JM,NA,NA,NA,NA,NA,#452195837,Apple,NA,NA,TPU
23, Funda Protector Aluminio Metalico Premium iPhone 8 Febo ,290,NA,2,99997,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449405713-funda-protector-aluminio-metalico-premium-iphone-8-febo-_JM,NA,NA,NA,NA,NA,#449405713,Apple,NA,NA,Aluminio
24, Protector Tpu Transparente iPhone 8 7 5 5s Se / 6s 6 Plus ® ,50,NA,280,3997,18 cuotas,2.78,NA,Envío a todo el país,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-443180283-protector-tpu-transparente-iphone-8-7-5-5s-se-6s-6-plus--_JM,3,1,0,0,0,#443180283,Apple,NA,NA,TPU
25, Funda Protector Estuche Premium iPhone 8 5 6 Plus 7 7 Plus ,90,NA,106,91,18 cuotas,5.00,NA,Envío a todo el país,NA,NA,3.9,7,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-442497245-funda-protector-estuche-premium-iphone-8-5-6-plus-7-7-plus-_JM,5,0,0,0,2,#442497245,Apple,Iphone,Borde Color,TPU
26, Funda iPhone 8 Tech21 Evo Mesh En Caja Envíos ,490,NA,21,7,18 cuotas,27.22,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-448803314-funda-iphone-8-tech21-evo-mesh-en-caja-envios-_JM,1,0,0,0,0,#448803314,Apple,NA,NA,NA
27, Protector Funda iPhone 8 Plus 7 Plus Lucky 7 Carcasa ,399,NA,2,3,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448792410-protector-funda-iphone-8-plus-7-plus-lucky-7-carcasa-_JM,NA,NA,NA,NA,NA,#448792410,Apple,Apple,NA,Silicona
28, Protector Funda iPhone 8 Estuche Azul ,210,NA,2,4,18 cuotas,11.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450284207-protector-funda-iphone-8-estuche-azul-_JM,NA,NA,NA,NA,NA,#450284207,Apple,Apple,NA,Silicona
29, Funda Batería iPhone 8/7 / 6s / 6 Lohi 4000mah 4.7 ,2275,NA,1,100,18 cuotas,126.39,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-459923022-funda-bateria-iphone-87-6s-6-lohi-4000mah-47-_JM,NA,NA,NA,NA,NA,#459923022,NA,NA,NA,NA
30, Protector Tpu Premium + Vidrio Templado iPhone 8 7 6s 6 Plus ,150,NA,186,121,18 cuotas,8.33,NA,Envío a todo el país,NA,NA,4.6,5,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-440300653-protector-tpu-premium-vidrio-templado-iphone-8-7-6s-6-plus-_JM,3,2,0,0,0,#440300653,Apple,NA,S-Line,TPU
31, Estuche Funda Cinto iPhone 8 7 6s Samsung S7 S8 S9 Cinturon ,150,NA,70,5000,18 cuotas,8.33,NA,Envío a todo el país,NA,NA,4.5,6,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-444303203-estuche-funda-cinto-iphone-8-7-6s-samsung-s7-s8-s9-cinturon-_JM?searchVariation=39505142926,4,1,1,0,0,#444303203,Apple,Samsung,NA,Cuero
32, Funda Cartera De Cuero C/tarjetero Soporte P/iPhone 8 Plus ,2065,NA,0,100,18 cuotas,114.72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457854270-funda-cartera-de-cuero-ctarjetero-soporte-piphone-8-plus-_JM,NA,NA,NA,NA,NA,#457854270,Apple,Zover,iPhone 7 Plus Leather-Black,NA
33, Otterbox Serie Commuter Funda Para El iPhone 8 Y El iPhone 7 ,1544,NA,1,100,18 cuotas,85.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457801492-otterbox-serie-commuter-funda-para-el-iphone-8-y-el-iphone-7-_JM,NA,NA,NA,NA,NA,#457801492,Apple,OtterBox,77-56652,Acrílico
34," Funda iPhone 7, Funda iPhone 8 [armorbox] I-blason Incorpora ",1488,NA,1,100,18 cuotas,82.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457481427-funda-iphone-7-funda-iphone-8-armorbox-i-blason-incorpora-_JM,NA,NA,NA,NA,NA,#457481427,Apple,i-Blason,iPhone7-Armorbox-Green,NA
35, Funda Estuche Protector De Cuero Para iPhone 8/7 Marrón ,35,NA,3,NA,18 cuotas,71.75,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFORAMA10,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=XBNftf%2BdbSHA7YdoSADKoB8AEIjQN9moE6BH1Pl5vj1CaqUwbvs%2Bg%2BPSXEDmSkalAS4Z5snT0H78WTSGyQoImXEvKQcA9He7yvA6g4OD9uzNlyiLpqDlW64d5qgqEq5QHpCSkL8NgH30KNI1e449qRxBswSjzXYEtC%2Bo6xOAwwlpcXdeQ4dtcazz3no4a9qwgxhM%2BGwYc8IwC83gtB0hfBqTxM7H0Myup0UFY7uQTeEaVW6JnNCqL%2BvX3p%2FWADVvvZAyFxzIAxjIZ1V%2FrugkrdKfU6SiX7aVqnO0T6ghtH5O%2BSW6VnhtT%2BzeAe8f2ilVSLYEYp1NkFPdvAkfvtU0V317GlDlgJHnKyeOUOFgbZotU9%2Fp%2FQfapuIuwKQ1A%2B7DbC8aqQbDOqC%2Bsi0KFL%2F32ZMDwjzO%2FzXBi4JDF%2BBbXLYnh7IrCNXhl%2BKpFbEt21nR1p5lVXT4Qh7Jq4v6IZSel%2FMc5%2FmFGWr17VhoFdg8K5NFJYi6PPcwGhUA8AUpAMajFyTP4Gp5nx%2FjFYHkYHYXYo8gOCl1msL5KcTwdKrcqFmYYFjIO%2FFAH6km3nijVifgL%2FQdyP2itnsF1VBhCxw61OXWm45xvHXLqTf3etKooABPEsNN8uzvpbDB8IWhGPsmBQ16zgFu5lvDduMFHs%2Bm%2Fo8eFNn4VmRQTwolbGKlVAUvEEQ5U%2FaW%2F%2FLXXudyKuy3c0TA%2FaAlUpowscCktqRkdf3wTkZgkMmCwqH4hJBqkMMt6CkwosW4kfuVOhAT%2F6x%2F%2FaH5WF%2Feu0Pzh69BQ7cPawHeXk3D6nFilBB1RUaOYlVo%2BjS7pPxnHGhHjERtUnqiOtqIo7WH1UjbTl3XHbfIPa5YAeXdaZko5ALln9soxjsJk9KfNBpgvifzLJGc4JfyOncwJs0AJZLjzWcBNosz0lqDXkGvltq5dy1UySdF2Gpz1h%2BfHKWe9jq6F4bF%2B4fZhCBEiRr1iSIs%2FlvL0o%2BBKug12nH2DXo3FqCvkAr3KR9%2F9%2FIi%2FO%2FbOemKz8q04aT1g%2F%2B5NL%2BG3TX8HSaKMSN4uiC%2BTv8WyT7MD14ajSu07RdXBEFSHMJ3T0e0ZamBjr8WSfM4ZXBl6pm7LQ36uqbsHV1Ngj6EaCGjIInEUdJIGPpl5DRHEn46BxkjOFnN7zD9RGYSrD8Ic7ebaNL5g4XOFxFhRbbTZmC191lDSDRVbjYzPxAkDPOJ7DWcBFOGwYl4VrX1%2BvKhJauAhP1UO4xH2tBVU%2BD%2B9l3z86iuZ6hQkeraiwMjdAMkr6qbefJeGg1DMSz5vN8wTEaQQKzwBsnfDoq7ggtXwO2LPcTST4Z9BP5o1%2FrBC0jwGAPmIlCyfwnmxsacw%2FpvNxdcgHotNhlZ%2FM9E1R4jLndiI%2B8W7RE%2BTAzfX4nL5H9cUlSVS08ozFDfM3XYqPrqs9ImCWnTtjhqdMS557P9fBaOHQiyVlKn2zQ3S%2Bo3bQOAs7B4ar8HItY%2BpAeaFwZt8iNw1R%2FMtRtNR6lUG7RD73XV3FpIWgjBQRDo0aQfMDQXkwh85OUsSjm51nMnrcfmrIvFBJniqybqY27T8kKDvVkzvizF7FKoemgdEgmbY2rjnr7ELWUfcbUfL3hhREYXCtO3e1Z5cD2mCSFdtWNuwPfvxoCLkJ3okNFadOlEiQYMWMEYBjHttNFwMk1qlAUrj6KyUUWAzbYhXqP%2F9RULkRc%3D,NA,NA,NA,NA,NA,#450412627,Apple,Apple,NA,Cuero
36," I-blason Funda iPhone 8 Plus, [protección Heavy Duty] [serie ",1563,NA,1,100,18 cuotas,86.83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457480684-i-blason-funda-iphone-8-plus-proteccion-heavy-duty-serie-_JM,NA,NA,NA,NA,NA,#457480684,Apple,i-Blason,IPH8P-MAGMA-RG,TPU
37, Protector Spigen Neo Hybrid + Vidrio iPhone 8 7 6s 6 Plus ® ,270,NA,100,473,18 cuotas,15.00,NA,Envío a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-440256854-protector-spigen-neo-hybrid-vidrio-iphone-8-7-6s-6-plus--_JM,1,1,0,0,0,#440256854,Apple,Spigen,Neo Hybrid,TPU
38, Funda Transparente iPhone 8 Plus Ultra Slim Hybrid Hard ,420,NA,3,10,18 cuotas,23.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-449580489-funda-transparente-iphone-8-plus-ultra-slim-hybrid-hard-_JM,NA,NA,NA,NA,NA,#449580489,Apple,NA,NA,NA
39," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Diseño De Mármol B ",1090,NA,1,100,18 cuotas,60.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457719683-funda-iphone-7-plus-funda-iphone-8-plus-diseno-de-marmol-b-_JM,NA,NA,NA,NA,NA,#457719683,Apple,NA,NA,NA
40, Protector 360 Magnetico iPhone Xs Max Xs X Xr 8 7 6s 6 ® ,490,NA,101,3999,18 cuotas,27.22,NA,Envío a todo el país,NA,NA,5,3,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-443333994-protector-360-magnetico-iphone-xs-max-xs-x-xr-8-7-6s-6--_JM,3,0,0,0,0,#443333994,Apple,NA,NA,TPU
