search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Peso,Marca,Modelo,Tipos de filtros del parlante,Conectores de entrada,Tipos de parlante,Color,Potencia de salida (RMS)
11, Parlante Jbl Charge 4 Acuatico Bluetooth Portatil By Harman ,569,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(18 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434111505-parlante-jbl-charge-4-acuatico-bluetooth-portatil-by-harman-_JM,NA,NA,NA,NA,NA,#434111505,NA,JBL,Charge 4,Activo,NA,Portatil,Como,30 W
12, Parlante Portatil Maxtron Urban 8 Bluetooth Karaoke Fm Usb ,123,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REYLU+PRODUCTS,https://articulo.mercadolibre.com.pe/MPE-434666277-parlante-portatil-maxtron-urban-8-bluetooth-karaoke-fm-usb-_JM,NA,NA,NA,NA,NA,#434666277,NA,NA,NA,NA,NA,NA,NA,NA
13, Jbl Flip 4 Parlante Bluetooth Original Acuático Tienda ,349,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(993 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-429636474-jbl-flip-4-parlante-bluetooth-original-acuatico-tienda-_JM,NA,NA,NA,NA,NA,#429636474,NA,JBL,Flip 4,NA,NA,NA,NA,NA
14, Google Home Mini - Masplay ,139,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(9988 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-434654884-google-home-mini-masplay-_JM,NA,NA,NA,NA,NA,#434654884,173 g,NA,NA,NA,NA,NA,NA,NA
15, Parlante Bluetooth Jbl Flip 4 Sumergible Sellado / Tienda ,339,NA,"
			
				Nuevo
			
			
				
					 - 
				
				16
				vendidos
			
		",(41 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,9,http://perfil.mercadolibre.com.pe/OSCARENRIQUECASTILLOFALCON,https://articulo.mercadolibre.com.pe/MPE-429687772-parlante-bluetooth-jbl-flip-4-sumergible-sellado-tienda-_JM,7,2,0,0,0,#429687772,NA,JBL,Flip 4,Activo,NA,NA,NA,16 W
16, Oferta! Pk08 Parlante Karaoke Bluetooth Radio Fm 8 Pulgadas ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				19
				vendidos
			
		",(92 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,2,http://perfil.mercadolibre.com.pe/VELBRO+PERU,https://articulo.mercadolibre.com.pe/MPE-433317574-oferta-pk08-parlante-karaoke-bluetooth-radio-fm-8-pulgadas-_JM,NA,NA,NA,NA,NA,#433317574,NA,NA,NA,NA,Auxiliar,NA,NA,NA
17, Parlante Acuatico Bluetooth Manos Libres Microfono Ducha ,24,NA,"
			
				Nuevo
			
			
				
					 - 
				
				48
				vendidos
			
		",(52 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,4,http://perfil.mercadolibre.com.pe/SANTOFA+E.I.R.L,https://articulo.mercadolibre.com.pe/MPE-421447296-parlante-acuatico-bluetooth-manos-libres-microfono-ducha-_JM,3,0,0,1,0,#421447296,NA,NA,NA,NA,NA,NA,NA,NA
18," Google Home Hub Pantalla Inteligente, 7 Touch Nuevo/ Sellado ",399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(90 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAPIMPORTA,https://articulo.mercadolibre.com.pe/MPE-436387375-google-home-hub-pantalla-inteligente-7-touch-nuevo-sellado-_JM,NA,NA,NA,NA,NA,#436387375,NA,NA,NA,NA,NA,NA,NA,NA
19, Parlante Activo A Bateria Mpa200bt Bluetooth + Envio ,1599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(98 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SOUNDA+E.I.R.L,https://articulo.mercadolibre.com.pe/MPE-435495287-parlante-activo-a-bateria-mpa200bt-bluetooth-envio-_JM,NA,NA,NA,NA,NA,#435495287,NA,NA,NA,NA,NA,NA,NA,NA
20, Parlante Sony Bluetooth Extra Bass Ip67 Acuatico Xb12 ,189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(11 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434444306-parlante-sony-bluetooth-extra-bass-ip67-acuatico-xb12-_JM,NA,NA,NA,NA,NA,#434444306,NA,Sony,XB12,NA,NA,Portatil,Como,NA
21, Jbl Go 2 Parlante Bluetooth Portatil Acuatico Ipx7 Original ,119,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(43 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434444185-jbl-go-2-parlante-bluetooth-portatil-acuatico-ipx7-original-_JM,13,1,1,0,0,#434444185,NA,JBL,GO 2,Activo,NA,Portatil,Brillante,3.1 W
22, Parlante Tronsmart T6 Plus Bluetooth 40w + Estuche ,340,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANDREUS+STORE,https://articulo.mercadolibre.com.pe/MPE-436941118-parlante-tronsmart-t6-plus-bluetooth-40w-estuche-_JM,NA,NA,NA,NA,NA,#436941118,NA,NA,NA,NA,NA,NA,NA,40 W
23, Parlante 2.1 Cybertel Para Pc Newton - Cyb S1000bt - Negro ,69,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSWALDO+VALVERDE,https://articulo.mercadolibre.com.pe/MPE-433420666-parlante-21-cybertel-para-pc-newton-cyb-s1000bt-negro-_JM,NA,NA,NA,NA,NA,#433420666,NA,NA,NA,NA,NA,NA,NA,NA
24, Jbl Charge 3 20w Parlante Bluetooth Acuatico Original ,529,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(994 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-429572439-jbl-charge-3-20w-parlante-bluetooth-acuatico-original-_JM,NA,NA,NA,NA,NA,#429572439,800 g,JBL,Charge 3,Pasivo,NA,NA,NA,20 W
25, Amazon Echo Dot 3ra Gen Altavoz Inteligente Alexa Sellado ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BESTOFFERSPERU,https://articulo.mercadolibre.com.pe/MPE-437115986-amazon-echo-dot-3ra-gen-altavoz-inteligente-alexa-sellado-_JM,NA,NA,NA,NA,NA,#437115986,300 g,Amazon,Echo  Dot 3era Gen,"SMART, WIFI, BLUETOOTH, SALIDA 3.5MM",NA,Wifi,NA,10 W
26, P Parlante Bluetooth Logitech Ue Megaboom 3 Ip67 ,649,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-435567205-p-parlante-bluetooth-logitech-ue-megaboom-3-ip67-_JM,NA,NA,NA,NA,NA,#435567205,925 g,Logitech,NA,NA,NA,NA,NA,NA
27, Parlante Portatil Altavoz Bluetooth Charge Mini ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				17
				vendidos
			
		",(183 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,3,http://perfil.mercadolibre.com.pe/PRECIO.PE,https://articulo.mercadolibre.com.pe/MPE-429000664-parlante-portatil-altavoz-bluetooth-charge-mini-_JM,2,0,1,0,0,#429000664,2 kg,NA,NA,NA,NA,NA,Fiesta,NA
28, Parlante Jbl Charge 4 Acuatico 30w Bluetooth Portatil Harman ,569,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436114782-parlante-jbl-charge-4-acuatico-30w-bluetooth-portatil-harman-_JM,NA,NA,NA,NA,NA,#436114782,NA,JBL,Charge 4,Activo,NA,Portatil,NA,30 W
29, Jbl Xtreme 2 Parlante Acuatico Bluetooth Portatil By Harman ,1049,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435224647-jbl-xtreme-2-parlante-acuatico-bluetooth-portatil-by-harman-_JM,NA,NA,NA,NA,NA,#435224647,NA,NA,NA,NA,NA,NA,NA,NA
30, Parlante Bluetooth Jbl Boombox 60w Mejor Portátil Del Mundo ,1569,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(50 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSCARENRIQUECASTILLOFALCON,https://articulo.mercadolibre.com.pe/MPE-432426065-parlante-bluetooth-jbl-boombox-60w-mejor-portatil-del-mundo-_JM,NA,NA,NA,NA,NA,#432426065,NA,JBL,Boombox,Activo,NA,NA,NA,60 W
31, Google Home Asistente Parlante Bluetooth Español - Masplay ,489,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(997 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-435415850-google-home-asistente-parlante-bluetooth-espanol-masplay-_JM,NA,NA,NA,NA,NA,#435415850,NA,NA,NA,NA,NA,NA,NA,NA
32, Parlante Potente Bluetooth Recargable / Usb / Sd / Radio ,54,NA,"
			
				Nuevo
			
			
				
					 - 
				
				23
				vendidos
			
		",(76 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/SPORTECH+BALHER,https://articulo.mercadolibre.com.pe/MPE-431706450-parlante-potente-bluetooth-recargable-usb-sd-radio-_JM,NA,NA,NA,NA,NA,#431706450,NA,NA,NA,NA,USB,NA,NA,NA
33, Parlante True Wireless Soundcore Motion B ,139,199,"
			
			
				
				17
				vendidos
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,3,http://perfil.mercadolibre.com.pe/ANKER+PERU?brandId=144,https://articulo.mercadolibre.com.pe/MPE-434836116-parlante-true-wireless-soundcore-motion-b-_JM,3,0,0,0,0,#434836116,400 g,NA,NA,NA,NA,NA,NA,NA
34," Parlante Tronsmart Element Mega 40w,.bluetooth 4.2, Nfc ",215,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(6 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/FLOYDTEC.,https://articulo.mercadolibre.com.pe/MPE-421964989-parlante-tronsmart-element-mega-40wbluetooth-42-nfc-_JM,NA,NA,NA,NA,NA,#421964989,NA,Tronsmart,Element Mega,Activo,NA,Bluetooth,NA,40 W
35, Parlante Bluetooth Radio Usb Halion 8w Manos Libres ,55,NA,"
			
				Nuevo
			
			
				
					 - 
				
				16
				vendidos
			
		",(5 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSWALDO+VALVERDE,https://articulo.mercadolibre.com.pe/MPE-432544632-parlante-bluetooth-radio-usb-halion-8w-manos-libres-_JM,NA,NA,NA,NA,NA,#432544632,NA,Halion,HA-S35,Pasivo,Auxiliar,Super tweeter,Negro,30 W
36, Minicomponente Panasonic Bluetooth Sc-ua3 300w One Box ,469,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-426399387-minicomponente-panasonic-bluetooth-sc-ua3-300w-one-box-_JM,NA,NA,NA,NA,NA,#426399387,NA,Panasonic,NA,NA,USB,NA,NA,300 W
37, Amazon Echo Dot 3ra Gen Español Alexa Tienda En San Isidro ,238,NA,"
			
				Nuevo
			
			
				
					 - 
				
				16
				vendidos
			
		",(11 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.0,1,http://perfil.mercadolibre.com.pe/DIGITALZ+PERU,https://articulo.mercadolibre.com.pe/MPE-434754150-amazon-echo-dot-3ra-gen-espanol-alexa-tienda-en-san-isidro-_JM,NA,NA,NA,NA,NA,#434754150,300 g,Amazon,NA,NA,NA,NA,NA,NA
38, Parlante Bluetooth 6000w Microfono Ruedas Klip Xtreme Kws920 ,999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-431951347-parlante-bluetooth-6000w-microfono-ruedas-klip-xtreme-kws920-_JM,NA,NA,NA,NA,NA,#431951347,12.5 kg,NA,NA,NA,NA,NA,NA,NA
39, Parlante Bluetooth Jbl Flip 4 16w Original Acuatico ,349,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-432749458-parlante-bluetooth-jbl-flip-4-16w-original-acuatico-_JM,NA,NA,NA,NA,NA,#432749458,NA,JBL,Flip 4,NA,NA,NA,NA,NA
40, Parlante Jbl Original Modelo Flip 4 Color Negro. ,330,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IPLUS_STORE,https://articulo.mercadolibre.com.pe/MPE-436597165-parlante-jbl-original-modelo-flip-4-color-negro-_JM,NA,NA,NA,NA,NA,#436597165,NA,JBL,Flip 4,NA,NA,Acuatico,NA,16 W
41, Jbl Charge 3 Parlante Bluetooth Acuatico Sumergible Portatil ,529,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(12 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432339590-jbl-charge-3-parlante-bluetooth-acuatico-sumergible-portatil-_JM,NA,NA,NA,NA,NA,#432339590,NA,JBL,Charge 3,Pasivo,NA,NA,Como,20 W
42, Bose Parlante Inalambrico Soundlink Revolve Bluetooth Negro ,899,NA,"
			
			
				
				1
				vendido
			
		",(159 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/GWYICHANGYCIASATO?brandId=133,https://articulo.mercadolibre.com.pe/MPE-434071230-bose-parlante-inalambrico-soundlink-revolve-bluetooth-negro-_JM,NA,NA,NA,NA,NA,#434071230,660 g,Bose,Revolve,Activo,NA,NA,NA,NA
43, Autoradio Pioneer Dxt-s4069bt Bluetooth + 4 Parlante Pioneer ,569,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-434645186-autoradio-pioneer-dxt-s4069bt-bluetooth-4-parlante-pioneer-_JM,NA,NA,NA,NA,NA,#434645186,NA,NA,NA,NA,NA,NA,NA,NA
44, [ ] Parlante Portatil Micronics Sound Master Bluethoot Micro ,290,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OFERTAS+DELIVERY,https://articulo.mercadolibre.com.pe/MPE-436529376--parlante-portatil-micronics-sound-master-bluethoot-micro-_JM,NA,NA,NA,NA,NA,#436529376,NA,NA,NA,NA,NA,NA,Negro brillante,NA
45, Parlante Bluetooth + Subwoofer De 70 Watts Karaoke ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				42
				vendidos
			
		",(191 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,3.3,4,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-421436494-parlante-bluetooth-subwoofer-de-70-watts-karaoke-_JM,1,1,1,0,1,#421436494,NA,Cafini,NA,NA,"USB, sd, bluetooth, fm, mic",Subwoofer,NA,70 W
46, Gratis!!! Parlante Logitech Ue Wonderboom Bluetooth Ipx7 ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(1 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434462022-gratis-parlante-logitech-ue-wonderboom-bluetooth-ipx7-_JM,NA,NA,NA,NA,NA,#434462022,NA,Logitech,NA,NA,NA,NA,NA,NA
47, Microfono Bluetooth Karaoke Parlanrte Inalambrico Delivery ,99,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(12 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.0,1,http://perfil.mercadolibre.com.pe/IMPORTACIONESMYJASOCIADOS,https://articulo.mercadolibre.com.pe/MPE-434083302-microfono-bluetooth-karaoke-parlanrte-inalambrico-delivery-_JM,NA,NA,NA,NA,NA,#434083302,NA,NA,NA,NA,NA,NA,NA,NA
48, Parlante Logitech Bluetooth Mx Sound 2.0 (980-001281/000382) ,330,NA,"
			
			
				
				2
				vendidos
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORAMESAJILHNOS?brandId=153,https://articulo.mercadolibre.com.pe/MPE-435550606-parlante-logitech-bluetooth-mx-sound-20-980-001281000382-_JM,NA,NA,NA,NA,NA,#435550606,NA,Logitech,NA,NA,NA,NA,NA,NA
49, Parlante Karaoke Bluetooth + Microfono Y Entrada Guitarra ,120,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(96 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CIBERVENTAS4000,https://articulo.mercadolibre.com.pe/MPE-431844087-parlante-karaoke-bluetooth-microfono-y-entrada-guitarra-_JM,NA,NA,NA,NA,NA,#431844087,NA,NA,NA,NA,USB,NA,Cartón,NA
50, Parlante Bluetooth 3000w Klip Xtreme Radio Micrófono Kls-750 ,799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-433927289-parlante-bluetooth-3000w-klip-xtreme-radio-microfono-kls-750-_JM,NA,NA,NA,NA,NA,#433927289,13.5 kg,NA,NA,NA,RCA,Subwoofer,NA,360 W
51, P Parlante Bluetooth Philips Sb300 Shoqbox Stereo Resiste Ag ,165,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-426007156-p-parlante-bluetooth-philips-sb300-shoqbox-stereo-resiste-ag-_JM,NA,NA,NA,NA,NA,#426007156,0.23 kg,Philips,SB300,Activo,NA,Subwoofer,NA,4 W
52, Jbl Pulse 3 Parlante Bluetooth 20w Luces Led Acuatico Tienda ,699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-432853236-jbl-pulse-3-parlante-bluetooth-20w-luces-led-acuatico-tienda-_JM,NA,NA,NA,NA,NA,#432853236,NA,JBL,Pulse 3,NA,NA,NA,NA,20 W
