search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Género,Peso,Tipo,Color
180,Casco Moto Ls2 Ff399 Abatible Valiant Lumen,269.5,NA,5,20,12,22.458,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-464706217-casco-moto-ls2-ff399-abatible-valiant-lumen-_JM,NA,NA,NA,NA,NA,#464706217,"M,L,XL",NA,LS2,NA,FF399 VALIANT LUMEN,Rebatible,Unisex,1700 g,NA,NA
181,Casco Moto Jiekai Abierto Cara Carreras Equitación,10.807,NA,0,20,12,901,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VICAMSTORECL,https://articulo.mercadolibre.cl/MLC-479540575-casco-moto-jiekai-abierto-cara-carreras-equitacion-_JM,NA,NA,NA,NA,NA,#479540575,NA,NA,Jiekai,NA,JK-512,NA,NA,NA,Abierto,NA
182,Casco Bell Qualifier Black Solid. Talla L,99.99,NA,2,NA,6,16.665,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/PINCHEIRAMOTOS.OFICIAL,https://articulo.mercadolibre.cl/MLC-463458787-casco-bell-qualifier-black-solid-talla-l-_JM,1,0,0,0,0,#463458787,NA,NA,Bell,NA,Qualifier,NA,NA,NA,Integral,NA
183,Casco Moto Ls2 Ff399 Abatible Valiant Negro Amarillo,279.5,NA,1,5,12,23.292,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-465986086-casco-moto-ls2-ff399-abatible-valiant-negro-amarillo-_JM,NA,NA,NA,NA,NA,#465986086,NA,NA,LS2,NA,FF399 VALIANT,NA,Unisex,1700 g,Rebatible,NA
184,Casco Moto Ls2 Ff390 Breaker Matte Titanio,108.99,NA,3,4,12,9.082,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-466359275-casco-moto-ls2-ff390-breaker-matte-titanio-_JM,NA,NA,NA,NA,NA,#466359275,NA,M,LS2,MATTE TITANIO,FF390 BREAKER,Integral,Unisex,1400 g,NA,NA
185,"Casco Bell Vortex Gris Brillante. Tallas M, L. Xl",109.99,NA,1,3,6,18.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PINCHEIRAMOTOS.OFICIAL,https://articulo.mercadolibre.cl/MLC-463459118-casco-bell-vortex-gris-brillante-tallas-m-l-xl-_JM,NA,NA,NA,NA,NA,#463459118,NA,NA,Bell,NA,NA,NA,NA,NA,Integral,NA
186,"Moto Botín Funda De Casco Para Casco De Moto, Divertidos Pas",56.99,NA,0,3,12,4.749,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470152694-moto-botin-funda-de-casco-para-casco-de-moto-divertidos-pas-_JM,NA,NA,NA,NA,NA,#470152694,NA,NA,NA,NA,NA,NA,NA,NA,Abierto,NA
187,Casco Moto Shiro Sh-881 Spider Blanco,72.99,NA,1,33,6,12.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-478982467-casco-moto-shiro-sh-881-spider-blanco-_JM?searchVariation=33448952353,NA,NA,NA,NA,NA,#478982467,Blanco,"S,M,L,XL",Shiro,NA,SH-881,Integral,NA,1.39 g,NA,NA
188,Casco Moto Ls2 Ff325 Abatible Strobe Civik Amarillo Fluo,99.99,NA,7,2,12,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-466448708-casco-moto-ls2-ff325-abatible-strobe-civik-amarillo-fluo-_JM,NA,NA,NA,NA,NA,#466448708,NA,NA,LS2,CIVIK,FF325 STROBE,Rebatible,Unisex,0.155 g,NA,NA
189,Casco Moto 4rs 166 Enduro Motocross Black Green Norma Dot,48.99,NA,39,6,6,8.165,NA,Envío gratis a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-441726700-casco-moto-4rs-166-enduro-motocross-black-green-norma-dot-_JM,4,0,0,0,0,#441726700,"L,XL",NA,4rs,NA,166 blk green,Cross,NA,1300 g,NA,NA
190,Casco Moto Armad 818 Integral Sun Visor Energy Red Ecer2205,69.99,NA,24,59,6,11.665,NA,Envío gratis a todo el país,NA,NA,4.7,3,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-444771063-casco-moto-armad-818-integral-sun-visor-energy-red-ecer2205-_JM,2,1,0,0,0,#444771063,"M,L,XL",NA,Armad,NA,818,Integral,NA,NA,NA,NA
191,Casco Moto Ls2 Ff325 Abatible Strobe Zone Ngr Verde Militar,99.99,NA,2,3,12,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-475243311-casco-moto-ls2-ff325-abatible-strobe-zone-ngr-verde-militar-_JM,NA,NA,NA,NA,NA,#475243311,NA,NA,LS2,325,FF325 STROBE,NA,NA,0.155 g,Rebatible,NA
192,Casco Moto Ls2 Bobber Café Racer Nuevo,75,NA,0,NA,12,6.250,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/JTCG1311,https://articulo.mercadolibre.cl/MLC-490222817-casco-moto-ls2-bobber-cafe-racer-nuevo-_JM,NA,NA,NA,NA,NA,#490222817,NA,NA,LS2,NA,Bobber,NA,NA,NA,Abierto,NA
193,Casco Moto Armad 907 Abatible Negro Rojo Con Sun Visor,73.99,NA,12,59,6,12.332,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-440295200-casco-moto-armad-907-abatible-negro-rojo-con-sun-visor-_JM,1,1,0,0,0,#440295200,"M,L,XL",NA,ARMAD,IC,907,Integral,NA,NA,NA,NA
194,Casco Dot Cross/enduro Omoto. Alta Calidad. Fullpower Moto,47.99,NA,1,2,12,3.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FULLPOWER+MOTO,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=%2B%2BQRIrbOWwHxf9418YpCHX6VkpHenh6q5plpjrwiYgEJNfLHP1yBODfyiOxfjEFySpnPnyqW9k6UHSG5g5h%2Bcojl8Gq%2FceWa0NCAmiWC0FEQXwrQsSCmooRlxhQlKPYk5ZvrkLXl%2Fsi1hEWbIWMsu1YQuhkaRAudVQxzsFPh2OGShPp1Q5CEhOx%2Bsk6YlrIQb4fZIVnu1vsqkt%2BCl4oxiTeltGQ0Uf3Iv8dbPqFemW8zrSUjTiPmHdJcwW8ca4GHyI8YrGBn4%2B3FvqZK1PDS70kNPFZ%2Bi8gEJG6dG%2BNRLSatP%2BCP1147Z68T4fdXCa2FWReob9oPI%2FlvlaOXUUS7coZpvTKcq%2FH13b9DNAVwDoA3KndLxen%2BWtcySd7zoU0ZRu2aSJWiF0C6YXsgX%2BILrTF2gbY5aWUHpqy2XR98YNMGoQAFaRaupFTWK9Htw2y8aMLl48AUPmhVnCUcR3q0SOshOMdgcJCftHoNCnIWZdocdK%2BtGZrwUnpxQZo%2BvD%2BUnbLd7YIcP6K1y70emIrQLuOJvEewSGtO6cmBzP%2FUYEfsMFwGPbZW7vbNOH%2BM5WguQjeHFCDnK%2F2w9M2ekKUHsjZrDWogRjNRuKzrughE3X0SoCvrk3Gb%2Bc1m%2BkvrY8sJjwbBgrYTv8wrQf7GSHcVOedwA8yQQETXnACAUQYLPeovolz9DeptAhyQh8MORyFUuvtA1r2X%2FBqxKZV84KnR5pMj3QDKL1%2B5P5ggZm3Bsjp1TEgLt5E0IE%2BLB8y2aI0nfFzetDKvK6Rp6YNPhpup8OQwsyMKBvLdhM47AKzk4uddeMYw5h%2BI107bJ4oN%2F4Vauh%2B5QVlb1e6lRcwUkA%2F0gpROb7MSJgvE0PXSBeHKBsr8crT9VGSgks5oQVfegA1Sp%2BxJU8ZEH8Ggsk50PYKSdFioPHrBZMF82HjV7k62ARSBim7LlO0QgREktzQ5jx%2BoqrRFOLD7d%2FpZ0FOS%2FVjQqUJaCdgeEivRs9H9D1k5nSBly%2Fr68eT%2B92u9q9r0HLANd0Y2YJt0uQ9VbyescuIcIWVV76TLTrBvIxuXQ2x8%2BgnUX%2FY82yWc6WONEg34fnVoPpNGSeY8la%2BWY7spHxdx8oJMq2KlSWDG4eAQlQTCRw03YSMBzcB2giYRtKJ9NrnsSpZM0sZMKQ1Cujf1jCOWcY9yAPnU7MpJpG1r9W6V1R3l30yKvpt6VwEEEZXRrAwHHAyJncMT9%2BfUlK4%2BQLLboi%2BIa5EmbKLxkIAeUEREq7SfMbgXE7QvA5ex32lxTg8hzKkcgOJWPM269xgsCrLubX0nhERbr1E5xDjRND%2Bp28gcwv5mRxk%2Bbc9vzhnRBtVCiO3fWsHp24vglKcT3MJexbF4H9DU%2BVKJC%2F6sFwY0%2FiFq4Hh2crHD1Q3QghBliU%2B0IbcJOd4oYw78xi7LbSpRAA6dXWOu14IFHCyURVLRGCIfRbWRYZ%2FQXZtSr4S0ThNryfofA1n9rX2xqadR4Mdux1PUdAWSTGII4Udl062s%2FvMoUrvohvKpovXKR04TVYxuxzgPwTOpXNeYMLH3uWqcLG6Q5aoJkcWitylcnII%2FrEC%2FD7TzcwO3z7G2B8xkF%2BMJYHILtFFX1doCXabXpkmYtwpPNbwX35m9uRljECb%2ByFpTtnbLkuedR5BouJNAdJHBwYN6Bd9cl9AuzPYDb7D9pJzv%2BqcV3Vuhm4jiPtOEI8icq2NAZBUUGc3f9nUlfRaP6SN00nIrgyuAEvH8bWHPb8WAHsxlLx6nre%2FIHdvEwBYt9ipf8ez9MaMMhAXpaviFzMe7LnXAW6ktWK4%3D,NA,NA,NA,NA,NA,#460436340,NA,NA,Omoto,NA,NA,NA,NA,NA,Cross,NA
195,Pinlock Ls2 Ff324,34.99,NA,16,8,12,2.916,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-467779958-pinlock-ls2-ff324-_JM,NA,NA,NA,NA,NA,#467779958,Transparente,NA,LS2,NA,FF324,NA,NA,NA,NA,NA
196,Casco Ls2 Abatible Ff324 Metro Evo Solid Amarillo (talla L),129.99,NA,1,NA,6,21.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DUNLOPCHILE,https://articulo.mercadolibre.cl/MLC-475465091-casco-ls2-abatible-ff324-metro-evo-solid-amarillo-talla-l-_JM,NA,NA,NA,NA,NA,#475465091,NA,NA,LS2,324,FF324,NA,NA,NA,Rebatible,NA
197,Casco Bell Qualifier Stealth Red. Talla M Certificados,99.99,NA,1,1,6,16.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PINCHEIRAMOTOS.OFICIAL,https://articulo.mercadolibre.cl/MLC-491044412-casco-bell-qualifier-stealth-red-talla-m-certificados-_JM,NA,NA,NA,NA,NA,#491044412,Negro,NA,Bell,NA,Qualifier,NA,NA,NA,Integral,NA
198,Blanco Brillante Retro Motocicleta 3/4 Cara Abierto Casco M,17.923,NA,0,999,12,1.494,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUNTEKSTORECL,https://articulo.mercadolibre.cl/MLC-464236040-blanco-brillante-retro-motocicleta-34-cara-abierto-casco-m-_JM,NA,NA,NA,NA,NA,#464236040,NA,NA,NA,NA,NA,NA,NA,NA,Abierto,NA
199,Casco Moto Shiro Sh-881 Phillip Island Blanco,72.99,NA,1,35,6,12.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-478981477-casco-moto-shiro-sh-881-phillip-island-blanco-_JM?searchVariation=39262398847,NA,NA,NA,NA,NA,#478981477,Blanco,"S,M,L,XL",Shiro,NA,SH-881,Integral,NA,1.39 g,NA,NA
200,Casco Moto Ls2 Ff399 Abatible Valiant Negro Matte,269.5,NA,4,3,12,22.458,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-461079938-casco-moto-ls2-ff399-abatible-valiant-negro-matte-_JM,NA,NA,NA,NA,NA,#461079938,NA,NA,LS2,NA,FF399 VALIANT ABATIBLE,NA,Unisex,1700 g,Rebatible,NA
201,Casco Moto Ls2 Ff352 Comic Blanco,52.99,NA,19,19,12,4.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-461027934-casco-moto-ls2-ff352-comic-blanco-_JM,NA,NA,NA,NA,NA,#461027934,"XS,S",NA,LS2,COMIC BLANCO,FF352 ROOKIE,Integral,Unisex,1350 g,NA,NA
202,Casco Moto Shiro Sh-881 Phyton Amarillo Mate,72.99,NA,1,30,6,12.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-478982070-casco-moto-shiro-sh-881-phyton-amarillo-mate-_JM,NA,NA,NA,NA,NA,#478982070,Amarillo mate,"S,M,L,XL",Shiro,NA,SH-881,Integral,NA,1.39 g,NA,NA
203,"Bell Custom 500 ace Cafe Open-face Casco De Moto, Cruiser-mo",158.99,NA,0,3,12,13.249,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468652603-bell-custom-500ace-cafe-open-face-casco-de-moto-cruiser-mo-_JM,NA,NA,NA,NA,NA,#468652603,NA,NA,Bell,NA,Custom 500,NA,NA,NA,Abierto,NA
204,Casco Moto Abatible Ghb 160 Linea Negro Amarillo,45.99,NA,5,28,12,3.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME+STORE,https://articulo.mercadolibre.cl/MLC-468114031-casco-moto-abatible-ghb-160-linea-negro-amarillo-_JM,NA,NA,NA,NA,NA,#468114031,"S,M,XL",NA,GHB,NA,160 LINEA,Rebatible,Unisex,1400 g,NA,NA
205,Casco Ls2 Abatible Ff325 Strobe Civik Negro Rosa (talla S),99.99,NA,1,NA,6,16.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FULLPACIFICO.CL,https://articulo.mercadolibre.cl/MLC-475558384-casco-ls2-abatible-ff325-strobe-civik-negro-rosa-talla-s-_JM,NA,NA,NA,NA,NA,#475558384,NA,NA,LS2,NA,FF325,NA,NA,NA,Integral,NA
206,Casco Moto Ls2 Ff352 Fluo Negro Amarillo,52.99,NA,8,4,12,4.416,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-461028208-casco-moto-ls2-ff352-fluo-negro-amarillo-_JM,1,0,0,0,0,#461028208,NA,NA,LS2,NA,FF352 ROOKIE FLUO,Integral,Unisex,1350 g,NA,NA
207,Blanco Brillante Retro Motocicleta 3/4 Cara Abierto Casco L,17.923,NA,0,999,12,1.494,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUNTEKSTORECL,https://articulo.mercadolibre.cl/MLC-464237824-blanco-brillante-retro-motocicleta-34-cara-abierto-casco-l-_JM,NA,NA,NA,NA,NA,#464237824,NA,NA,NA,NA,NA,NA,NA,NA,Abierto,NA
208,Casco Moto Shiro Sh-881 Tiger Negro Mate,72.99,NA,1,31,6,12.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-480525036-casco-moto-shiro-sh-881-tiger-negro-mate-_JM?searchVariation=33930429420,NA,NA,NA,NA,NA,#480525036,Negro,"S,M,L,XL",Shiro,NA,SH-881,Integral,NA,1.39 g,NA,NA
209,Casco Moto Ls2 Ff325 Abatible Strobe Civik Negro Rosa,99.99,NA,4,3,12,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-464624619-casco-moto-ls2-ff325-abatible-strobe-civik-negro-rosa-_JM,NA,NA,NA,NA,NA,#464624619,NA,NA,LS2,CIVIK,FF325 STROBE,NA,Unisex,0.155 g,Rebatible,NA
210,Casco Bell Qualifier Street Command Gloss,99.99,NA,1,2,6,16.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PINCHEIRAMOTOS.OFICIAL,https://articulo.mercadolibre.cl/MLC-463458783-casco-bell-qualifier-street-command-gloss-_JM,NA,NA,NA,NA,NA,#463458783,NA,NA,Bell,NA,Qualifier,NA,NA,NA,Integral,NA
211,Casco Moto Ls2 Ff352 Touring Negro Azul Rosa,52.99,NA,7,4,12,4.416,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-466052037-casco-moto-ls2-ff352-touring-negro-azul-rosa-_JM,1,0,0,0,0,#466052037,NA,NA,LS2,Touring,FF352 ROOKIE,Integral,Unisex,1350 g,NA,NA
212,Casco Moto Shoei Hornet Adv Navigate Tc6,479.99,NA,1,2,6,79.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-452087090-casco-moto-shoei-hornet-adv-navigate-tc6-_JM?searchVariation=38591899436,NA,NA,NA,NA,NA,#452087090,TC-6,"M,XL",Shoei,NA,Hornet Adv,NA,NA,1.45 g,NA,NA
213,Casco Moto Ls2 Ff320 Stream Evo Trepid Morado Neon,89.99,NA,2,15,12,7.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-480110508-casco-moto-ls2-ff320-stream-evo-trepid-morado-neon-_JM,NA,NA,NA,NA,NA,#480110508,Neon,"XS,S,M",LS2,NA,Integral FF-320,Rebatible,Unisex,NA,NA,NA
214,Casco Bell Qualifier Stealth Red. Talla L Certificados,99.99,NA,1,1,6,16.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PINCHEIRAMOTOS.OFICIAL,https://articulo.mercadolibre.cl/MLC-491044228-casco-bell-qualifier-stealth-red-talla-l-certificados-_JM,NA,NA,NA,NA,NA,#491044228,Negro,NA,Bell,NA,Qualifier,NA,NA,NA,Integral,NA
215,Gafas De Deporte Casco Vintage Piloto Medio Motocicleta Colo,2.752,NA,0,3,12,229,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARMOTORSPORTSCL,https://articulo.mercadolibre.cl/MLC-468481896-gafas-de-deporte-casco-vintage-piloto-medio-motocicleta-colo-_JM,NA,NA,NA,NA,NA,#468481896,NA,NA,NA,NA,NA,NA,NA,NA,Abierto,NA
216,Casco Moto Shiro Sh-881 K-ring Negro Mate,72.99,NA,1,23,6,12.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-478980779-casco-moto-shiro-sh-881-k-ring-negro-mate-_JM,NA,NA,NA,NA,NA,#478980779,Negro mate,"S,M,L,XL",Shiro,NA,SH-881,Integral,NA,1.39 g,NA,NA
217,Casco Moto Ls2 Ff370 Abatible Titanio Matte,89.99,NA,2,33,12,7.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-480562381-casco-moto-ls2-ff370-abatible-titanio-matte-_JM,NA,NA,NA,NA,NA,#480562381,Titanio Matte,"S,M,L,XL,XXL",LS2,NA,FF370,Rebatible,NA,0.155 g,NA,NA
218,Casco Moto 4rs 09b Hk Negro Verde Integral Con Sun Visor Dot,9.173,NA,0,21,12,764,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VICAMSTORECL,https://articulo.mercadolibre.cl/MLC-479540467-casco-moto-jiekai-abierto-cara-carreras-equitacion-_JM,NA,NA,NA,NA,NA,#479540467,NA,NA,Jiekai,NA,JK-512,NA,NA,NA,Abierto,NA
219,Casco Cuero Pu + Antiparras Chopper Viscera Y Orejeras,18.99,24.99,70,48,6,3.165,NA,Envío a todo el país,NA,NA,4.6,7,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-447571730-casco-cuero-pu-antiparras-chopper-viscera-y-orejeras-_JM,5,1,1,0,0,#447571730,NA,NA,OXS,NA,NA,NA,NA,NA,Integral,NA
220,Casco Moto Ls2 Ff352 Rookie One Negro Verde Fluo,52.99,NA,8,6,12,4.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-467381948-casco-moto-ls2-ff352-rookie-one-negro-verde-fluo-_JM,NA,NA,NA,NA,NA,#467381948,NA,NA,LS2,One,FF352 ROOKIE,Integral,NA,1350 g,NA,Verde fluo
221,Mica De Repuesto Para Casco Armad 813 Transparente,13.99,NA,2,26,6,2.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-455652992-mica-de-repuesto-para-casco-armad-813-transparente-_JM,NA,NA,NA,NA,NA,#455652992,NA,NA,NA,NA,NA,NA,NA,NA,Integral,NA
222,Casco Moto Abatible Ghb 158 Camo Negro Rosa Matte,36.99,NA,3,3,12,3.082,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME+STORE,https://articulo.mercadolibre.cl/MLC-465145925-casco-moto-abatible-ghb-158-camo-negro-rosa-matte-_JM,NA,NA,NA,NA,NA,#465145925,NA,NA,GHB,NA,158 Abatible,Rebatible,Unisex,1400 g,NA,Rosa matte
223,Casco Alemán De Bajo Perfil Para Motocicleta Color Negro Mat,38.99,NA,59,60,6,6.498,NA,Envío gratis a todo el país,NA,NA,3.8,6,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-448636999-casco-moto-4rs-09b-hk-negro-verde-integral-con-sun-visor-dot-_JM,2,2,1,1,0,#448636999,"S,M,L",NA,4rs,NA,09b hk green,Abierto,NA,1360 g,NA,NA
224,Casco Moto Integral Saiko Kotarr Blanco Talla M España,34.99,NA,1,19,12,2.916,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOSHOW+CHILE,https://articulo.mercadolibre.cl/MLC-478518684-casco-moto-integral-saiko-kotarr-blanco-talla-m-espana-_JM,NA,NA,NA,NA,NA,#478518684,Blanco,M,Saiko,NA,Kotarr,Integral,NA,NA,NA,NA
225,Casco Moto Abatible Arex 701 Graphi Gris/negro,40,NA,9,8,6,6.667,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-441316516-casco-moto-abatible-arex-701-graphi-grisnegro-_JM,1,0,0,0,0,#441316516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
