search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Gênero,Peso
11, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Prata ,98,NA,"
			
			
				
				778
				vendidos
			
		",(1419 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 824
		
		 sem juros
		
	

	
		",24,NA,Envio para todo o país,NA,NA,4.4,2129,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108201423-capacete-moto-fechado-r8-viseira-fum-pro-tork-prata-_JM?searchVariation=35910915051,1413,398,186,62,70,#1108201423,"Prata,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,NA
12, Capacete Axxis Snake Preto Vermelho Brilho Capacete Moto ,60,NA,"
			
				Novo
			
			
				
					 - 
				
				2853
				vendidos
			
		",(20991 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 583
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1558,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-939522798-capacete-sm-moto-automatico-marino-pro-tork-motoboy-_JM?searchVariation=25199373283,965,338,149,57,49,#939522798,"Preto-fosco,Amarelo,Azul,Branco,Branco Flor,Prata,Preto,Preto-fosco,Preto/Cinza,Preto/Rosa,Preto/Verde,Preto/Vermelho,Rosa,Vermelho","56,58,60",Pro Tork,sm 788,Sport Moto,Integral,NA,NA,ABS,NA,NA,NA
13, Capacete Sm Moto Automatico Marino Pro Tork Motoboy ,75,NA,"
			
				Novo
			
			
				
					 - 
				
				1906
				vendidos
			
		",(12 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 717
		
		 sem juros
		
	

	
		",17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,47,https://perfil.mercadolivre.com.br/VEGASMIX,https://produto.mercadolivre.com.br/MLB-1052195678-capacete-sport-moto-788-automatico-pro-tork-san-marino-_JM?searchVariation=24813044366,31,5,7,1,2,#1052195678,Azul,"56,58,60",Pro Tork,CAPACETE,Sport Moto 788,Integral,NA,NA,ABS,NA,NA,1.04 g
14, Capacete Sport Moto 788 Automatico Pro Tork San Marino ,399,NA,"
			
				Novo
			
			
				
					 - 
				
				59
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3325
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=14y%2FSNwzTvMc%2FT2g4xdY2aKbnRmGE1DysY83Xo6ufDjjYvIzmzyu2mfPTATiEhvM6yIK%2FxWo1EnOaqL7ZVvYj9ckQzry2l5hIuhzmRExmkjsOyt1Kr3%2FNt74wy1u0kwuSu2W9Esr5IYP%2BA6F8EyazyzOPtEpAJ9MJPFT3BCM6ZZPHnGXay6VgAzWfr5l5xye4UwA1P6ZQEfyn9ehpkqlPvwk%2BYHkVWzFeipQwutqAM6xtaZasthWPXXLtRWr8Ipg%2BLOrK1m9gx3VQUEOosyndYdPB9XRPjrQlB89hgDuk%2ByYniEehOvjVX9qRJu86KHRQMKl3uzXdIbI6iUWfSBK8gW6OvhTAg06Bm1PZJ4ntxZXga%2FbKZso7MDsp5pbt9DKlbZvgPcUJgtKFbxUc4MyxptyYrlFGpa%2FOUtzLsHPWYhKl0VLzCu8hHTMuW%2BtZOCKwFvAFJDXJMIfotkBPr7zSZ1qoogLlyghfBx%2F%2Bj%2B4Mv2c%2FG58IXM9yZnWcw03xZ2GeV1kggXezcmwT9V69w%2FtwGTMbqqjbDRpJbAi4sBko1S3OKJVqYKpGWVZjgHCWHD%2FMJ%2F5Uqe4MZMtBOJYatIDkPRE7vnjx1O1MGXFtaZQ87RMF3wxZvhIJBFYLmPdoHs4oHOJMxVYRGtXmqkT%2F%2FvzcwmPV%2F9QDHh5XfxVqs2BccK%2BK3gZTibL0Sy%2BgCnuaJYU8l9kTuaeEiRokHOLWGgpw7CaskvZWyy0b8gsShLPQtjeuzppppseMjsIAL%2Fykgtql%2FQfA%2F%2Fejm0tC0zhD02YuSV1uYnBJK%2BiNRrGpVg0qo%2BkB1k1Ph16CJ4MYYS0JbnAXBPA9T8i9ehU5wjjhiKi5AzZml2CTJOUc5cobQN3acl6BUuT4quQLtNTNIe90BQiyHf%2BN%2BEoKzfXmxPO7z5Q822ckiP3s56mYhBPn4ptk41dBgQR8KnlDY5dMaYUfZJqhu5KpLLwdxZRy40coZrZSGBDu6kHIbeRrnDJoVIkN6PpH5wODKP81FsNl4qbWUPYQ6Ane8i%2BR7odRyCgqeW%2BYOX%2FMEpkDnUAmDLJ21ph79ePxEDZH3ijeLpCQr4QmRksrMCkMQEphyZG3ViRG%2BORiF9TLvEH2dutqUifrM21zZwrWry5QvZpD0S1GoPnYq%2BSq3l1omLDDTFYTz1vdutiRWiJ9vPKLyJAWGg7Ey0jZ3%2F1Hr8%2FQ%2FT1QJTOC%2FQaLujOpgLRgTktmyBG1H6hWgNSfs5XmJ6Ryr8SyOr8YdkhNb2EcHNXJQxchlPdk%2F7wwXfOGUbGXuNC%2BLrm1xn6MkP9IIhYot3FI6krWgq0e2Z4uNANwT7mQIkHcPeGXHx23Z0xHjNcfhJMKg14DNr4XqDdBwK4sOfILZLyZ8W5SfRppeoGpfc8ZFdDD2pKd4Di%2FTP4uQFD56GvDWueA5TipFIJezPDjWy%2FI0oOljHmFkCoujuAwvBHEW4icM2d%2FK%2BiDfkabUWaX9fCMq3%2FOtgIjkzVNnN6z7Apjyfg9W840nL3PdpzIodZyNNNCbbAG3g3dlMlU9z8y4CbzUOGc2Vt49yPS9ou5oUBhOsoFybKXiqF4m6PqhAWdBj0cQq0CHpFRgTdqTpfmOEV2yERQkKdpf3p%2B566eWisZmFEtxe10MWJSE1AakRsTZA%2FE6t61h%2B3D7VdqFbCn7r5RANcX0NYQuMsiu9Css904U3gf2KwN6xDx2ezVz3cCAlKR5U3HXsXPvOz6lRYvk90jCOpjpKda%2FgXpJ8jaYWbPUqT2Bu6VgAm8OHUoo8pTRulD%2BePP7hFTXpdfG%2BWgUL8nnCjWuN%2FGPGlvwnlRBo5oLymgMUhkLuhn77cDP5jNfrYq4G%2FJHm3AWYWCWdeYPPcJz%2BEbCxED%2FBUDVWdrRUWnfFxQPNB6dRCiA%3D%3D,2,1,0,0,0,#799776132,Preto,56,Axxis,Axxis,Eagle Snake,Integral,Simple,NA,ABS,Adultos,Unissex,NA
15, Capacete Pro Tork Fechado Automatico Sport Moto 788 ,57,NA,"
			
			
				
				705
				vendidos
			
		",(2549 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 648
		
		 sem juros
		
	

	
		",48,NA,Envio para todo o país,NA,NA,4.4,802,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-836775816-capacete-pro-tork-fechado-automatico-sport-moto-788-_JM?searchVariation=15907429717,481,189,91,22,20,#836775816,"Laranja,Amarelo,Azul,Branco,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,Sport Moto 788,Integral,NA,NA,ABS,NA,NA,NA
16, Capacete Moto Pro Tork R8 Fechado ,104,NA,"
			
			
				
				4767
				vendidos
			
		",(1615 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 867
		
		 sem juros
		
	

	
		",67,NA,Envio para todo o país,NA,NA,4.4,2129,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-781215610-capacete-moto-pro-tork-r8-fechado-_JM?searchVariation=17279219016,1413,398,186,62,70,#781215610,"Verde,Amarelo,Azul,Azul-claro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,R8,Integral,NA,NA,ABS,NA,NA,NA
17, Capacete Moto Fechado Protork R8 +viseira Fume+ #balaclava ,132,NA,"
			
				Novo
			
			
				
					 - 
				
				1132
				vendidos
			
		",(1278 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1271
		
		 sem juros
		
	

	
		",71,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2129,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1077714424-capacete-moto-fechado-protork-r8-viseira-fume-balaclava-_JM?searchVariation=26160059577,1413,398,186,62,70,#1077714424,"Vermelho,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,R8,Integral,NA,NA,NA,NA,NA,1200 g
18, Capacete Moto Axxis Skull Caveira Fosco + Viseira Extra ,75,NA,"
			
				Novo
			
			
				
					 - 
				
				896
				vendidos
			
		",(26 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 717
		
		 sem juros
		
	

	
		",17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1558,https://perfil.mercadolivre.com.br/VEGASMIX,https://produto.mercadolivre.com.br/MLB-1051226842-capacete-street-sport-moto-for-girls-pro-tork-feminino-_JM?searchVariation=24768784773,965,338,149,57,49,#1051226842,Preto,"56,58,60",Pro Tork,CAPACETE,Sport Moto,Integral,NA,NA,ABS,NA,NA,NA
19, Capacete Street Sport Moto For Girls Pro Tork Feminino ,55,NA,"
			
				Novo
			
			
				
					 - 
				
				600
				vendidos
			
		",(78 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1592,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1190902717-capacete-moto-aberto-pro-tork-new-liberty-3-three-_JM?searchVariation=37973983683,1178,278,102,15,19,#1190902717,Preto,"56,58,60",Pro Tork,NA,New Liberty Three,Aberto com Viseira,NA,NA,NA,NA,NA,NA
20, Capacete Moto Aberto Pro Tork New Liberty 3 Three ,478,NA,"
			
				Novo
			
			
				
					 - 
				
				39
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3983
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=o3bhuDH7LedjQ4QHynQIVq19KyS%2B7Y5LcJ3YfUeJ4PwjWiw9qGdKS8I8Hj4gdhmHR9Lm8tWhdqR%2Bq4EHSLpu8YIJlzJyl9mFkIRWXmueAWnewO5sMeeESrqpss0fVLl%2BUQn1M374bnklsea3oSE7du29kQi2m85kcxq1j5wqKwzMFBmGXuQgmIoil%2FnicsN%2Fc7bxhGHz5N2OFtfclT9T%2Buet06hanZHyM4tAovEo6N6Jcz18RZmwR0Ko5QpbpbglKbvumj8zSyBePBxTD8WIqKPSC0eoMuNMjUId3D91AaB2Mp1ptAZT2YYJW%2F2Hu4uqhaQFmlF%2FJqc3giPMjE8ovC0%2B0d0veQrOxSGoZ0jpaKQDotkGhFV7cQ0Akuz%2BlEQL%2F8GJs%2BSUPRWDM%2Fp36IP92bm392BNrJNdBtXIWM5XrPe6XFR%2B54H5JUKbnUlR18zh8pU95bS%2F2XPnLrkUMntSdjteuatfCxlwbXcStOvZoYjmjiDPORtmXs6cgH9oF5EudB13Q%2BIN4PtheSQA2wok3oiV0FyR%2FtFqd8HqSPjSJqXxOMeHNaLxHXbUW%2BwbgSx10Fv2XboERvAbCpiKRsnlXtAz2AAudWMgtRsIisgRDrr7Vm8PZ0b4bDK%2BWIpGWxuGgj80Y%2FFw%2FWYQDIAz4gOmSYyK6DMEAjTG6fVJRDemtIfVSXigsskCXMfBRsWBiiaqIceNC0c4vMCBisjpVI%2BoKf%2FrUdezTkIzRyt7wSwYloyUKItwXsNk%2BZwJh9JPoxS8C1uLEs3aRDiavlLDna5XbPwtzFAyARZ7kk%2Br9flRDlmo8RuYfQrDXB6T57%2FBYIR4r0KmWOsKU3qO8P5b%2B26921xeF7zVOHE0MiK9Kg%2BX5NINlJCv%2FXtKSCGfZVLXH2hE8T25%2F4u7G3BC8FazwOxgjdZ%2F1K86FfOIjfs2S6RlgKKbSW2nt5K31gS7nrEXoGa%2BTTA82SXEc%2Bugewf52sbQrT%2FiOZbKakYPi%2FBsxIy6kg6Po1mW%2FlBvjnFfWKC03mFasBHSBlV7x4sUed2B%2F6i9xVWbjWygCW%2B3NkKRocS23MeDyooLBYTEessRo0MoACNiZ5RKpTC%2FB98lWMm6YEc9kVCeNDIjLJzckecOBev6p92yjQojfyZDiqLBHU4nHITyMx6DDy04Wsb9l95UBIFUKLDzsPEIlSH7G3pfEVA5dyUfbNNIvM6NJyNWG6f1smhGClIGT%2FJ40oPc2xKiGaAAcdMcFv7m1XbqBV2hcQFV%2BbCtFVKtO6UCpY0TnQ9mTHig2IH31MOH%2Bjx00roKyMRqTAE6mHDP19eVjeggqa6R%2BYN4lan4a9z4o9mYBBekfXfUXrmxwSQa%2FOpDBHESH6zwuDAPZ0JQ5j2E8OprV481%2FjuxXOIVQHw6jJZpqWFXE%2BhJsZb%2F5i1V8FdfqXL4MQ9QXLWQUHLWPYEa8dfVoiLYO%2FGg8uJSxyReUOX47%2Frt5Fkp%2BmVxf5PRbh7Ui8h9RrP4Nb7Yw83vS54vkcIw27JVF1Tl8%2BIOZCliNL%2FG7%2FjYbt87%2BBNMNFZho28AdjHmY34Lfp4w7QaFXXSny9qB1sFKaiR5zYqQY%2FlxdyBn9WOg%2BDvfp2BsEHj%2Bl2vLs3LVSfK1J435q6XRIpVdYc7JvolaZiz0RuIFS5WolpCC05QXq%2FpEC3uq0vH63c2tL6DKUjCbELwIpcyguwG9O%2Bnjwx5wPgf74uMKHpL%2FeVZ%2BjBu%2BTuxsKmZH5O4ylNRk2oDbUmGsM%2BYOn8xI%2BpppqKA3ie%2FGHk%2BAMIW30I2uTJ%2BclWYGpN5Dzp2Sn9eapwG4ybZF7zuXCMtzgIl%2Bs8v8SiDliIwavj%2FYOgMAwo78R8ckJ5lwztDih3U%2BPAecUjS562LLGvY7J7jrwptpVeAFxNKK9FIl,NA,NA,NA,NA,NA,#1176265589,Preto,56,Axxis,NA,Skull,Integral,Simple,NA,ABS,Adultos,Unissex,NA
21, Capacete Moto Pro Tork Evolution G4 Las Vegas + Viseira Extr ,154,NA,"
			
				Novo
			
			
				
					 - 
				
				738
				vendidos
			
		",(2406 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1292
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,327,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-984292838-capacete-moto-pro-tork-evolution-g4-las-vegas-viseira-extr-_JM?searchVariation=21128485402,255,49,14,2,7,#984292838,Branco,"56,58,60",Pro Tork,Masculino,Evolution las Vegas,Integral,NA,NA,ABS,NA,NA,NA
22, Capacete Moto P/ Mulher Fechado Rosa Com Viseira Espelhada ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				682
				vendidos
			
		",(172 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1082
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2129,https://perfil.mercadolivre.com.br/RACE+ACTION,https://produto.mercadolivre.com.br/MLB-1119741753-capacete-moto-p-mulher-fechado-rosa-com-viseira-espelhada-_JM,1413,398,186,62,70,#1119741753,Viseira Cromada,"56,58,60",Pro Tork,R8,R8,Integral,Simple,EPS,ABS,Adultos,Unissex,NA
