search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Modelo,Material
14, Protector Original iPhone 8 Amarillo Pro ,1290,NA,1,49,18 cuotas,71.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PRO-ACCESORIOS-Y-CELULARES,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=RKqW9V6IOUUHQ4EHIyKM1miC2CLvZWMGrUdWUPtb1RZYG4ZilqQ0HfK%2F2tHpvbLw9vFONoaAUCrXKb65VyLq%2B1H7kHTOTa9UssPWrDtVapxiD%2BV3au0fcKvcTye5QpgKGemL5fa%2Fz%2BpPLpt8wzn70BqlaX5RD1lrJ12AK%2FpznzHcai1gBDSMm0HOuHgmQYaA4HUUdrkrDaEZV2w5oReiZcN0n%2FQAy0Ba5VL0O9Nigonld7tYf1mRkxx%2BWt38WBapm0gM9S0ZN4mMy9mwJyugONtRaKqIheesE%2BrSSN0gk2UPrRRxC3vbJEiCClxiUcOab3c20KDrSZT9uvo6UWtJwGzOEH%2FCQt98Hi2eHNKIx%2BMEIX2bt7zwvBX5TkqqhQgEMGnctrulUftln%2BEZNpIs1MZpI6G3xaTfmascalWtIZrXUJJKrQ2r9wGVv8LxPrSVDTY16%2FV2r05ELPZjqjkcAtWiQl35P1Zmr3Y%2F3B%2B%2Fp69nM5LPpx%2BpA1Ljh2IB4grkFbEmv%2FnHAmAUfdzfKyw99%2BbqP7OTIkraYqV0O7FDdKtRWMKhJKgblFETqrscQ3KFzh8FU9%2FuazdZ1crDnolNPkN8eExZICJC6%2FLSJxli18bG25voPk7iarvuI1bJD6HbPLT0NehecpSZhYxZGgQPsJcXOSpHq2RrZJl%2Bh%2F16SGrd5GAKxjECRj8INAoy7OuXm8QfUz7196FBYD42e198S1zap192NfTrM9FQ%2FdfwVREte0W9j%2FzF04sL2gXBbRX4vrGbmvpnVbtBMCWOtkgR2c%2FuGNjsSQk5JndHOBsa5t9%2BCOi%2FMM6MyHZfdddzFFhSVMIbFxL3foCA5LCHWq1BRJYLbvVNsEqpAZMebd1nzmlJTdI4EurrE9Gue%2BcnQoCThAomMcs%2BlfG7rknYITn6MollUgutW2hSXF2yZukakJfeJEY7x8mOaPCFKPOOX9QlqVlXSeylvrL4rl8MEjVfPOHx5YF8E2ZBg8IsAgvtrZPcQdIUZSXmKdWDAZXNrxsS4IMEJhjWluo21DSpolWphIh5%2BGRC8c7IiSLsO%2B8HO24LR6foy7OI6en1ZvHvjaOxMsVINolejMDlG0et1EsfvxS0%2FqZVk9ftbQmCnEQ2nBNXjBLjJE9csjox9i0qM8phBElcobf5iqlvhVFLIauvkgaN%2FAymZET4%2B%2BySy6eWcE9cLHnhv%2BVaq4DAiMLXhmqCJlnesSjs8LpRmFRdOgHcLA%2BwG6lD3FQb%2BqY8xyUGAtU1eOiTbw3qu8r9V9BNzz9AwpEZUb%2BCVOWlKKtRJ%2BgOlPdW7OnvcCfrocEZ2OhdLAya%2F1trRhi84X%2BAMpBAg2UlmV9F4QSchtqQODeUu%2Fl%2FZjSS%2BIPlrftVVSNehVkEs0ub96tK79PpTO83Y4DU%2FU89Z3HDhj%2BgS1GH39tH5T68lQo3kuazlgZrGu%2F57F2YFn%2FxVx%2FhRVfklylzfTLZPhnu3%2FjVOLxdkyRCF6nHhquGSII5iA68w3bq1FDRzwMJ96VbVWGlfu%2BK5xsewtGuDEdnR83GnCJw049XlWG6%2B5UaqRrD4ZdzByn1%2Bl8o%2BJFEIUz%2FKZ6vIwERp1lkTGjrlquPdMmQu4Xq7jAwy9eVlOIM3NLSeE4bpREmNT7O9oYCxMR0Dru9W9vwPDF4F%2FuVFnV3s84CEGSOq6A%3D,NA,NA,NA,NA,NA,#457348379,Apple,NA,NA,NA
15, Estuche Funda Cinto iPhone 8 7 6 Plus Samsung Note Cinturon ,190,NA,56,1,18 cuotas,10.56,NA,Envío a todo el país,NA,NA,3.5,4,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-444299695-estuche-funda-cinto-iphone-8-7-6-plus-samsung-note-cinturon-_JM?searchVariation=40016734251,1,2,0,0,1,#444299695,Apple,Samsung,55,Cuero
16, Funda Protector Estuche Case Premium iPhone 8 7 6 6s 5 5s Se ,200,NA,197,94,18 cuotas,11.11,NA,Envío a todo el país,NA,NA,4.7,11,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-444778610-funda-protector-estuche-case-premium-iphone-8-7-6-6s-5-5s-se-_JM,8,3,0,0,0,#444778610,Apple,Iphone,Borde Cromado,TPU
17, Funda Eco Cuero Apple iPhone 8 8 Plus Caja Simi Original ,490,NA,6,12,18 cuotas,27.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-453894906-funda-eco-cuero-apple-iphone-8-8-plus-caja-simi-original-_JM,NA,NA,NA,NA,NA,#453894906,Apple,Apple,NA,NA
18, Protector Original iPhone 8 Azul Oscuro Pro ,1290,NA,0,50,18 cuotas,71.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PRO-ACCESORIOS-Y-CELULARES,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=lu4oUwsR9SMG6PDp1brw6x7U40WQGeRovsrtlMafL73ouAcnBfgd6mlIIroyge%2BigL4Ms2X%2F%2Fl6yRncsxvgAytUwopc8otz7JEl%2B9gJ8Co4KoDaqhjrcGPskBcxDB3CIJtqtCW6fX5hVPgbJfY%2BW0vF1o%2BEMKbkTKLS7QbDUL7a%2BZN7aAK6ch3EfxvTkayumHl9cM8Sm4kc8qIls1BQd7jiYwem43Msj%2F3oMWOtbXjH0OeOs3%2BzpEeT8cNmULoQ22J9TVmosaJeNAhVqgLoLWtR4YlSft%2FPTiL4YHqcBjNZdSmUH4UHT8UtWehSnBnCmqlL41zhG6mCpseDMuvr9P%2BIkYYo3vYJbAc2D%2Bfv8R2Gv4I41hQY%2BiSK%2BZdVJbu7%2BYHWlVvWO6byuLmX3Lwiy1GW39Ky%2BHVpYsGDG2Ezi2V%2Fj8MJ4NhoYbI%2BzNx9UbCKLppQM1xE%2FpCPvxfa4Jtrf%2FKIANJwQJ%2FNJ9AiTBfyIqNTXBfIVQDMoGHzUOe8qqhjjUVPQohLam0H8PEVox9RqXbNPowsEvhPOE8BSmjh1MhlqLsIit1yoRl%2FF%2F6hkSZ6un1zQluFQQ3%2BA2buJJrpOaXqeH9TPrstaguuiHwGbHIH4h6q0KBkjFsYquJRbTWYPy7ryuC9Oy3QZ13e%2BraNVC%2BKAAOcZtcm6mPnSaantMgo5%2B7nL53b8v5wo4Q2lQsSQQ8kWyAb626Mhz5yyNCXmkyxQsi2SrVp1YF%2BQig0hRo4%2Fx0W7OOFxtK43Ge8mDgVC%2BHZEiqXPydeeigAcZPIoyYvuRJS%2BHH1gpQzSvAYP0mfmvSQyhBcxvX8yKLqDkpccdKaq4RypYP6G97DdEF1f%2BzclusrLZSulLnN85Gea6LTwC13kMj62RBbv9bVb%2Ff%2BWA2GWWURr3fGBQdaMW2iH7yw4P35AFDpxgVUZoHWAUYhLlaG8u5wOX8n8YXJc19%2BZ%2FlISVIja1acHpNFMV1Rk75vWkKRMEt6N%2BsvXHwDGjmdvNs4WkDND8SKCzFdsuR4TGWiM2yTJNb5M1K2pggGzOeSNC3TXvN9%2B0mGWG2iRnJonf7YYhBSDbQDv%2BmmcJSKpmg%2Bc%2FV%2Fg0foRrEDoblPLzL7KLkHFQ7mytkEZX9tKLNqzck6rNOYe93ZCCv0oORlYAQU2kxWci89sQbYSvlSNz7NK9SpQVhwAL%2F8WoF%2FCLkntw3O6inDjvupIfre26vfwy2dMvhjWwh1Jmq8englzFIPH0eUws5H%2B8G08qWxOc3HdkOdYoUWch%2BTeYoDAmg%2B1HrRkSpDvsMy7ssUAIlBGyN%2BogNQQ2tfm5tDCUIk5yuEmIiYrmf5Y70KruGfe6e5jvkl6FTMUx7Dvk00O%2BZvtJvWA1joIrzUYeplmdr8J%2B6XNOnMlMPue%2Fc7M00aIXuYDStnkF0e7%2FKcIbyti%2Blnr0yCw1sl9xLsp4Wd91WxnfovxM%2BGMBLUp6ZhXlAeGeLZMlOTify%2BxsIhHNuXZcNSN6qqFjV29647WUi7PtZUB7Hm2l1s10UuOqWOGXG%2FWJNQyza0YDAXSzZsK8MOO8A8qXzOTdoq4lg96Fscg6ZHFYSOA43IX%2FkBKsI08yTC9zTYoxHjMjynn6%2FzK61zEaK1upf2ficdDSwNCW7K5hME5OOdEhmHQf2AkYwIZsywTO0pTurkd57Ri4BILgQw%3D,NA,NA,NA,NA,NA,#457348372,Apple,NA,NA,NA
19, Protector Funda iPhone 8 Plus Ardillas Carcasa ,599,NA,3,3,18 cuotas,33.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449485678-protector-funda-iphone-8-plus-ardillas-carcasa-_JM,NA,NA,NA,NA,NA,#449485678,Apple,NA,NA,Silicona
20, Protector Funda iPhone 8 7 6 Plus Silicona 3d Alien ,199,NA,6,16,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448209107-protector-funda-iphone-8-7-6-plus-silicona-3d-alien-_JM,1,0,0,0,0,#448209107,Apple,Apple,NA,Silicona
21, Funda Protector Aluminio Metalico Premium iPhone 8 Plus Febo ,290,NA,2,99997,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449405516-funda-protector-aluminio-metalico-premium-iphone-8-plus-febo-_JM,NA,NA,NA,NA,NA,#449405516,Apple,NA,NA,Aluminio
22, Funda Protector Estuche Armor Para iPhone 8 Febo ,290,NA,2,99997,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-452195837-funda-protector-estuche-armor-para-iphone-8-febo-_JM,NA,NA,NA,NA,NA,#452195837,Apple,NA,NA,TPU
23, Funda Protector Aluminio Metalico Premium iPhone 8 Febo ,290,NA,2,99997,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449405713-funda-protector-aluminio-metalico-premium-iphone-8-febo-_JM,NA,NA,NA,NA,NA,#449405713,Apple,NA,NA,Aluminio
24, Protector Tpu Transparente iPhone 8 7 5 5s Se / 6s 6 Plus ® ,50,NA,280,3997,18 cuotas,2.78,NA,Envío a todo el país,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-443180283-protector-tpu-transparente-iphone-8-7-5-5s-se-6s-6-plus--_JM,3,1,0,0,0,#443180283,Apple,NA,NA,TPU
25, Funda Protector Estuche Premium iPhone 8 5 6 Plus 7 7 Plus ,90,NA,106,91,18 cuotas,5.00,NA,Envío a todo el país,NA,NA,3.9,7,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-442497245-funda-protector-estuche-premium-iphone-8-5-6-plus-7-7-plus-_JM,5,0,0,0,2,#442497245,Apple,Iphone,Borde Color,TPU
26, Funda iPhone 8 Tech21 Evo Mesh En Caja Envíos ,490,NA,21,7,18 cuotas,27.22,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-448803314-funda-iphone-8-tech21-evo-mesh-en-caja-envios-_JM,1,0,0,0,0,#448803314,Apple,NA,NA,NA
27, Protector Funda iPhone 8 Plus 7 Plus Lucky 7 Carcasa ,399,NA,2,3,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448792410-protector-funda-iphone-8-plus-7-plus-lucky-7-carcasa-_JM,NA,NA,NA,NA,NA,#448792410,Apple,Apple,NA,Silicona
28, Protector Funda iPhone 8 Estuche Azul ,210,NA,2,4,18 cuotas,11.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450284207-protector-funda-iphone-8-estuche-azul-_JM,NA,NA,NA,NA,NA,#450284207,Apple,Apple,NA,Silicona
29, Funda Batería iPhone 8/7 / 6s / 6 Lohi 4000mah 4.7 ,2275,NA,1,100,18 cuotas,126.39,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-459923022-funda-bateria-iphone-87-6s-6-lohi-4000mah-47-_JM,NA,NA,NA,NA,NA,#459923022,NA,NA,NA,NA
30, Protector Tpu Premium + Vidrio Templado iPhone 8 7 6s 6 Plus ,150,NA,186,121,18 cuotas,8.33,NA,Envío a todo el país,NA,NA,4.6,5,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-440300653-protector-tpu-premium-vidrio-templado-iphone-8-7-6s-6-plus-_JM,3,2,0,0,0,#440300653,Apple,NA,S-Line,TPU
31, Estuche Funda Cinto iPhone 8 7 6s Samsung S7 S8 S9 Cinturon ,150,NA,70,5000,18 cuotas,8.33,NA,Envío a todo el país,NA,NA,4.5,6,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-444303203-estuche-funda-cinto-iphone-8-7-6s-samsung-s7-s8-s9-cinturon-_JM?searchVariation=39505142926,4,1,1,0,0,#444303203,Apple,Samsung,NA,Cuero
32, Funda Cartera De Cuero C/tarjetero Soporte P/iPhone 8 Plus ,2065,NA,0,100,18 cuotas,114.72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457854270-funda-cartera-de-cuero-ctarjetero-soporte-piphone-8-plus-_JM,NA,NA,NA,NA,NA,#457854270,Apple,Zover,iPhone 7 Plus Leather-Black,NA
33, Otterbox Serie Commuter Funda Para El iPhone 8 Y El iPhone 7 ,1544,NA,1,100,18 cuotas,85.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457801492-otterbox-serie-commuter-funda-para-el-iphone-8-y-el-iphone-7-_JM,NA,NA,NA,NA,NA,#457801492,Apple,OtterBox,77-56652,Acrílico
34," Funda iPhone 7, Funda iPhone 8 [armorbox] I-blason Incorpora ",1488,NA,1,100,18 cuotas,82.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457481427-funda-iphone-7-funda-iphone-8-armorbox-i-blason-incorpora-_JM,NA,NA,NA,NA,NA,#457481427,Apple,i-Blason,iPhone7-Armorbox-Green,NA
35, Protector Original iPhone 8 Naranja Pro ,1290,NA,0,50,18 cuotas,71.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PRO-ACCESORIOS-Y-CELULARES,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=cRUxrc4fZUsQHIh%2FPrpSPm3DjZLQjk2tQXOumX0AFNDXL%2B3DLExfuKmydeUDNm%2F%2BOTwCcbjvhgzT86oAgKA1M5G15NStlX9jtkrBHCTCuOGceGngwdWg9rIkDjMEhDZfw1%2BQfP3aRFOOUMR2Qzg4tTdV0aX4ibMBd%2FusZkpZbTqynVQoGJjm%2Brijj9pwY5QOK1c7AirbzdCjSnr%2BD8r%2FwFZRGFBDTD7EtyUZ6QihP15N0%2BHE03SRnM8OcQfZM9ylpMAXvaudMP2s81LX67zwiuehnHus7WCFap%2BOkmfYVv8IE2%2BP2ObM73Azn%2FGJtDt%2BM5uzw%2Be5mEvDYWh0ociwH8zUlOcZ2Sc6%2F2XwZyzN4zu8QSgw6jVP7e7aeOXGQC369n8To%2F24xd%2BFRJ2UL%2B96J9h3N%2FYCejxtqTWep54dPlXcPu2iz9sGiRKUl7n6ir8pZugIl4DU9QNXqIG41jEx9rMgXhz1CABMHVqB6TK6U4f%2F39zq53u5F3957L5BsQw0flNVqXHHuYFYtBB8E0V0EKO%2B7VIljLVtGBG1xP9tdKt4xN%2Fhne1Pmd4MiO38f7XBtHvtLO8IsAEpkUjlurAn%2B1t2oEjiCI5C%2FhbFRoJMzoL%2F0s0hwANqf26HghWlrO1zYAp7jhGYvJpB%2FV3G%2BCLBfWBtiXcKJTeAF%2BJpGwX1oMqSMX7aIfLCNacmSqqJ%2BwYS3QH0fkv34nVY%2B8qMCtOvMFiiLZe9e6MO0BrhDv%2FJR8n3eTzk1JEnWHmxIss%2FrkzNcw1GX1Aey5VrxDsA44Zsz63kCp5rVay7NLkKE4i15GxRjS0wzvNWv7H2WwUlYMaMVE5Qo1FBJYVvQozqq0NUm%2FLHEOBCsiXR5ZFjpQ8c2%2FH5oD7ks1fSuL%2BQfE%2FDYiosu2hCJMQVTk7T3qEgBOBXfB72rI79FUcHyId2nhafPgjpAycdxhUJYq2t6vi9OBRQ6plyi7m0I1%2F52O8XzLnag974idUhMfAhJMVaLOD%2BONx8szOx%2F0fzMYPoknnchwSxPpssVd0MpS0pbG3KPknrUCj12jvVtDc0bJz9Q56enwINQUnq1t8G1lIpw3lumGNn8zGDKNRWHYMEDXlXPz%2FABayg5AB65ao06XhVN%2BAYlKdpKnjQK78f1RAOPa%2BIApt1R%2FKujfFY4w2dtr%2B4p9MjG6LBoKiFCjO7SHUv6wZXmk6MDIzi6b4f1a%2F1crTr7%2FJoRuFwqd4ap1Q9E71iS%2BFJfM2f2fFFt5qg05TdAt77OrUJ5ZUExdx58Z9vehHUtbU11gUGkw8%2FFQzSJfVElXdoMnJl4uOQgpqe1Qle%2BLpPx8CfoL5N0xMukoBTSXb4%2Bqu0YKbWybG7t7ZISZu0FGOWB%2BOUlRR%2B1LcxmEWlaVx%2B%2BiMqOgwdgACiEDpLGb0fYfJdFql%2FC7KjPGqC%2FKb7JgOQhATg%2BX3mCH2%2BUxGe2Xfn50Wx5MX0DIL8UogHYWalyeZJ1Vs9oMbRVVwuapvrlKxk8Z3nB4ADGT%2BnHGhFJ2QGYE77Jr7g2mmyicsiN1VQ%2FjwLMIC3fITwZG981GnoBlXuqGXzZ74L7xFQ5gtF76yikEs4PK06%2BlncNMzdLPFEQuRvu1b%2FtXQrm24k1fypBpkw3PgKBrC0ZmNU36FHNL8wqbgjXm3rf2Kd3GFwOcpxe8A%2BCZ98sQLljg%3D%3D,NA,NA,NA,NA,NA,#457348378,Apple,NA,NA,NA
36," I-blason Funda iPhone 8 Plus, [protección Heavy Duty] [serie ",1563,NA,1,100,18 cuotas,86.83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457480684-i-blason-funda-iphone-8-plus-proteccion-heavy-duty-serie-_JM,NA,NA,NA,NA,NA,#457480684,Apple,i-Blason,IPH8P-MAGMA-RG,TPU
37, Protector Spigen Neo Hybrid + Vidrio iPhone 8 7 6s 6 Plus ® ,270,NA,100,473,18 cuotas,15.00,NA,Envío a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-440256854-protector-spigen-neo-hybrid-vidrio-iphone-8-7-6s-6-plus--_JM,1,1,0,0,0,#440256854,Apple,Spigen,Neo Hybrid,TPU
38, Funda Transparente iPhone 8 Plus Ultra Slim Hybrid Hard ,420,NA,3,10,18 cuotas,23.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-449580489-funda-transparente-iphone-8-plus-ultra-slim-hybrid-hard-_JM,NA,NA,NA,NA,NA,#449580489,Apple,NA,NA,NA
39," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Diseño De Mármol B ",1090,NA,1,100,18 cuotas,60.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457719683-funda-iphone-7-plus-funda-iphone-8-plus-diseno-de-marmol-b-_JM,NA,NA,NA,NA,NA,#457719683,Apple,NA,NA,NA
40, Protector 360 Magnetico iPhone Xs Max Xs X Xr 8 7 6s 6 ® ,490,NA,101,3999,18 cuotas,27.22,NA,Envío a todo el país,NA,NA,5,3,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-443333994-protector-360-magnetico-iphone-xs-max-xs-x-xr-8-7-6s-6--_JM,3,0,0,0,0,#443333994,Apple,NA,NA,TPU
41, iPhone 7 Plus / iPhone 8 Plus Funda De Cuero Con Monedero Co ,1274,NA,1,100,18 cuotas,70.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457758276-iphone-7-plus-iphone-8-plus-funda-de-cuero-con-monedero-co-_JM,NA,NA,NA,NA,NA,#457758276,Apple,WaterFox,W-SJT037PGR,Cuero
