search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Marca del celular,Tipo de funda
11, Carcasa 360° iPhone 8 Plus 7 Plus + Lámina Negro 3 En 1 ,9.995,NA,38,NA,6,1.666,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452824745-carcasa-360-iphone-8-plus-7-plus-lamina-negro-3-en-1-_JM#position=11&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,1,0,0,0,0,#452824745,NA,Apple,Carcasa
12," Tpu Silicona 360 Carcasas Para iPhone 8, 7 Y 6s ",7.99,NA,21,5,6,1.332,NA,Envío a todo el país,NA,NA,3,1,https://perfil.mercadolibre.cl/VAPORISLANDCHILE,https://articulo.mercadolibre.cl/MLC-461042132-tpu-silicona-360-carcasas-para-iphone-8-7-y-6s-_JM?searchVariation=38943862593#position=12&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,0,0,1,0,0,#461042132,NA,Apple,Carcasa
13, Carcasa 360° iPhone 8 7 Plus + Vidrio Templado Rojo 3 En 1 ,9.995,NA,11,5,6,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452825550-carcasa-360-iphone-8-7-plus-vidrio-templado-rojo-3-en-1-_JM#position=13&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#452825550,NA,Apple,Carcasa
14, Carcasa Original Ipaky 360º iPhone 8 + Vidrio Templado ,12.99,19.990,3022,5,6,2.165,NA,Envío gratis a todo el país,NA,NA,3,1,https://perfil.mercadolibre.cl/MONKEYCOLOR,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=38AjBCvh1yQqKBSrK8FUFg3ToIr7OYq3f67XErIIAmTBT1h8G2bG0XXwnJ6ficR3ImyNfqqv6Ct65hCwfA2QkodnZ11agJpMH6bqzsgaZw3IbciqnCMlQjc8A3uWiQpHtHmhXZjTsE25UT8P5ILfGezQ9Q8nc4Wna36Och5vRjnzgH4aIjrzaZTPey6xM4U7oq0niVcjkKQeGmWtG4LRFxVUkTVMvUg6MFGK6kiW%2F%2FMhy5tPI9hWttTWp9zYyfBZpzJdr8EbRLdiVs%2BviMvsVwLBICGRQj1iZmZRqqHxvNBg7bqDPJkzwfDnS8FyGqawucHncLGTZwWHecGlR3u90fAv%2F1rlhlDkWabcTQT%2F6MoCnz57%2BO7XSlaQaVhhmXXwC7pj8z45S2bvtRP9mWbg2fIB18%2F5pLY9aEjB2OjOZBt5amAA3drO0%2Fm1pjeswEo1w3Mym1KWeMoOgcca9YrR7EBbT4d4awlxWyKGpKmOiTvKTCffZV%2BGp6ADu1MGRN4BaV%2BJCAfU%2B5pg10w%2FsmJvBrvvk8VzmFSJK5y29oI6GNOqlNZGv8%2B%2FMnm6xhZT6Q%2Fp%2Bc7El7hdk3l6wSt81H%2BhRltrEG9nM99DUPP2AWeTYSSicON%2FuDtatnLgrFrluoR%2F6TzKg2Kz6bjorofvQwjLxRqhb1P3kNmQHqZIt7u0qgR3Z2IXrhHLvIVCX%2Bs57VhwnWhRDpTHPcPd4SHP2t%2FACPiDYu%2BYVSrUlAvQoUex9QZlaPnen3SG2oIzpf0966uxcUgwYVkwlchKw5uYTOgSR%2B636JUQqB2ZxZ7yoyqfPRl4l4jpBE7OcCuagwKvpOfeYToLcvaOjsB%2BXNIQjM%2B6U1zQvvzXeNo%2FbJMuZg48xXyXXiR9iPDCO215hr%2Fmbg2BGyB%2BkfVu7bOqrkYHQlSkbbibqB3JYzW%2FVxtuaW26%2Bn4CtGsoNHmFJCNgPt2i5PitZ0BFFsDUrhVccQ9noT6r8MarSaRHKFFTjDI9XAbO16y%2Bep%2ByeEnhnLknjvs6eg7D8h2TfE84eqwAsBnEUDR4wNjNLlbe9sAdKUBZMi77%2Fuv2VDH4vSo1mstyK7WR1XdsVi2KderNgaOORSlLOBo54v9SKDX18STBjoM3xJvkIPCnwj064O%2FkRSTrsu0E955Bs4x0H27qs7fB5CfcWaJcnK0vuCLrg5k0LmcJxraFC%2F3lh2gh1RqXXEKHD3rwgq1LFr0hZOLFS%2BM%2FNkMKfR7nimfz6XGEvn3OSHztC5CXK5Ej3xJgSpu1GDl6gOYQauLXnjsKMYSgJ7SV2VXb0MRRvvbj4HHGd%2FVePSqQsqyVE7gpRtvWSyzlGr8dmNYIr%2B6Rv6dyGrAkRbYUipfJYOXhJPdtH3NcSiNzMFYtuRWkj%2FaSaf3YGKL9hC0UOI7nVsP5zWjFnvPoNk%2FFkuw80eMVTlhi2W6Y6oyDpuoYXwlCrmr5eEOR2UNp3zwL8cnDDSOp5nNjnrSPPM0XsEYxleRQPrjysvn1PpXMiWoxXKd%2F5FL8JXHgN%2FwLzwGph0b4iL8xwFdAT9qfrG3LcfAN%2BWIQvrh8aOymQPpdL9lFLNa52%2FgHn0NJT6FG4RiDHvUIiUZB8PQJWamrIsW1YUMDvpePGSCUq4hPuxQje5etuv2OuXwaCtkyPeww6s4XpZclWg%3D%3D,0,0,1,0,0,#451127669,Apple,Apple,Carcasa
15, Carcasa 360 Magnética iPhone 8 Negro Plata Digitek ,11.99,NA,4,6,6,1.998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITEK.CL,https://articulo.mercadolibre.cl/MLC-470861069-carcasa-360-magnetica-iphone-8-negro-plata-digitek-_JM#position=15&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#470861069,NA,Apple,Carcasa
16, Cafele Carcasa Magnética + Vidrio iPhone 8 Negro ,13,NA,11,2,12,1.083,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUATRO+GLACIARES,https://articulo.mercadolibre.cl/MLC-480448512-cafele-carcasa-magnetica-vidrio-iphone-8-negro-_JM#position=16&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#480448512,NA,Apple,Carcasa
17, Carcasa Proteccion 360° iPhone 7 Y iPhone 8 - Tecnostrike ,9.99,15.000,12,8,6,1.665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOSTRIKE,https://articulo.mercadolibre.cl/MLC-470875704-carcasa-proteccion-360-iphone-7-y-iphone-8-tecnostrike-_JM#position=17&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#470875704,Baseus,Apple,Carcasa
18, Carcasa Love Mei iPhone 7 8 X Y 7 8 Plus - Tecnostrike ,17.99,20.990,335,25,6,2.998,NA,Envío a todo el país,NA,NA,4.1,13,https://perfil.mercadolibre.cl/TECNOSTRIKE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=HDTEF73nx2BF6bi5ngQDOz1IFlI9suGgC8bgHEaUCB%2BOG3PbJtKbKmJqjyRVBBSKrF4HH2FXQDMBSnAoCHXQiUgAmB1ft75X6bRY5RALFJ8CBChcPspbcx5Hzobz5zL1w331BQnMt5dWWu%2B%2Bk2CRch1gg%2FQv7XsQAWmw6rbSFEtgqTdRm6klmjZYxDckrMNMFHGxPf5ZIwmAxX2iGP2qeZzxTl%2FqxgCJbopUZd4tJF42ag3EoREKQeYcemjW21l8bX9sERBXF13PiRUoCRb3r3foR9V03AicOkzAf4Kkmoo9CuzOvcKD9ycO6saWWGkie7F9JBAgnu4iY2mvuYnHgHxaDEwiGwZjcJx0eJzVrZ1uNIhnJCzUnSqSeummqFTvmWDXz4zWpk0pp8k3dk7nIir7bWQj%2FO7ukrCPJcNQqpcOoOMKoj6W4FKO6VedSZ8gwFEN41d9YbHHUVurSxiD8lSIKRpJFtehArV86WguosjNAcstoymvEEjH47VuCP016Fk2ua2T69Y9dy%2FEUjVpkOoOzCwGsmSrJQ5KKAoW%2Bz%2BWgMlOh3LcWGTTt%2BuyMwqUxq2XMCKIdQ%2FDkkZLzHZ1OMoefmcl5H8YGiEPFUBvEvmEIxdh38c9hDAHvyKlEtAC%2FvSie%2F1SRXZAULMMQXLAqp%2F7AufW4etnQznYCHjaiiB8b8rwdaKFYuVAwk6c0ELZ0xlJiNl2Q5cWjdkn2mvgZbdKCBM4CMshE870e6Oqc71bs1Iw1P7JQgB4%2Fe2gwjXv6UpWujKY2aET1426XJ05N2wgbAGMOMmwVixk62AE8xXp5aFB17eDiPOWMIEUiXpljTR0GKi%2FxjB436tl2ctuPzpraw%2FWFE8bMbVVMW8hCPtrxxeHk%2F257DRXDALgI%2FXQN5B96trwbbkjlPcndpUHOUbG8jpxMCuGN0tiG8BXIayVthVeQHRJ%2BVGxT0w0mozueb2JXdOUUzQvNYVcipsjYmkuLpJIOljvxlYAvvNhN6FaOSdfsjaxzbNvhTUra%2Fw9CAAlBmThPwN%2FCVOSOMwwxJ2bAqekPvCDYhheY6syzId3KckuAg3Oy14qzzmTnw5xR7dmSGymAhrveNhbsfrHOaqZ2KFmctSKoec988N%2FfndUdYEvY5gN9nFINWyl6ngsfHgN5XXNSeOl919XC7ZfFMrLsOLq6HTiEwoHHAJNg0Ev4Zr0Q70VEEf02vd3P%2BJeK2MWk0Tc6HTTS2bP58v%2F1O%2FPtmN8ai%2BnfKUhJvENKTBubWBigqVcIPY7fjRdmjTQPhChEscCX%2Bcyu6eiwH%2BDdMfwab%2B15eVJ6twPS1djw12ouySrIybqNLi3xxF7qU9nUqlNns5Me00OZ8FOepwgtrXYJz2PI1Sm%2FIoagx13VWRKzCaz%2BGsFRBGf%2FIcDI26TiM0hY%2FBwTdjl0VdnWacwfrpZ0KWKoID0JPj4H17zX%2FZEnQ3iqGbSUudF4EqXrriuWBfcy3WfOLNwWsoLYqYmUTTVPLHuw0OrrjqF5Gu1TIz4MDNacQwkc2z9Q0nO8dKcnbRqY%2BLHdt7wsWxn8qw%2FooABiFwcLvL4qHlRLGXNZ04tma5fIAjSGA9V6%2BF7WPs8kw%2Bz%2F%2F0TOSumUCJ1B4DPGhRT4QXNCuT4IQ5PCIdt%2F57Hfgwt%2FPcbX2pj4CuTAd4%3D,8,1,1,3,0,#435358128,LOVE MEI,Apple,Carcasa
19, iPhone 8 Carcasa Sublimacion 2d Pack De 5 Uni ,16,NA,23,67,6,2.667,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AMPLEX_CHILE,https://articulo.mercadolibre.cl/MLC-455544333-iphone-8-carcasa-sublimacion-2d-pack-de-5-uni-_JM#position=19&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#455544333,NA,Apple,Carcasa
20, Carcasa Otterbox Defender iPhone 7 / iPhone 8 ,19.99,NA,21,174,12,1.666,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/SUSPENSIONTRAINING,https://articulo.mercadolibre.cl/MLC-471755427-carcasa-otterbox-defender-iphone-7-iphone-8-_JM#position=20&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,1,0,0,0,0,#471755427,OtterBox,Apple,Carcasa
21, iPhone 8 / iPhone 7 - Protección Carcasa Roja 100% Original ,10.99,NA,3,3,6,1.832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELULARES-EN-VENTA,https://articulo.mercadolibre.cl/MLC-492398182-iphone-8-iphone-7-proteccion-carcasa-roja-100-original-_JM#position=21&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#492398182,GKK,Apple,Carcasa
22, Apple iPhone 8 Plus Case Cuero Premium Nillkin - Prophone ,15,NA,6,965,6,2.500,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-455903823-apple-iphone-8-plus-case-cuero-premium-nillkin-prophone-_JM#position=22&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#455903823,Nillkin,Apple,Carcasa
23, iPhone 8 Plus / 7 Plus - Funda Carcasa Dorada Protección 360 ,10.99,NA,2,7,6,1.832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELULARES-EN-VENTA,https://articulo.mercadolibre.cl/MLC-492274577-iphone-8-plus-7-plus-funda-carcasa-dorada-proteccion-360-_JM#position=23&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#492274577,GKK,Apple,Carcasa
24, Carcasa 360º iPhone 7 I iPhone 8 I Full Protección I Tpu ,1.99,NA,10,6,6,332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VENTAS+ELECTRONICAS1,https://articulo.mercadolibre.cl/MLC-459074884-carcasa-360-iphone-7-i-iphone-8-i-full-proteccion-i-tpu-_JM#position=24&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#459074884,NA,Apple,Carcasa
25, Carcasa Gel Silicona iPhone 8 Plus + Lamina ,3.99,NA,2,3,6,665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDATRANSPARENCIA,https://articulo.mercadolibre.cl/MLC-500010865-carcasa-gel-silicona-iphone-8-plus-lamina-_JM#position=25&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#500010865,Tet,Apple,Carcasa
26, Carcasa Metálica iPhone 8 7 Negro Lunatik Taktik Armadura ,23.99,NA,10,2,12,1.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452413396-carcasa-metalica-iphone-8-7-negro-lunatik-taktik-armadura-_JM#position=26&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#452413396,NA,Apple,Carcasa
27, Unica Arena Carcasa 360 Con Logo iPhone 8 8 Plus ,9.99,NA,27,273,6,1.665,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/AERRECOMEX.COM,https://articulo.mercadolibre.cl/MLC-462074236-unica-arena-carcasa-360-con-logo-iphone-8-8-plus-_JM#position=27&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,1,0,0,0,0,#462074236,NA,Apple,Carcasa
28, Cafele Carcasa Magnética + Vidrio iPhone 8 Rojo ,13,NA,4,2,12,1.083,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUATRO+GLACIARES,https://articulo.mercadolibre.cl/MLC-481798379-cafele-carcasa-magnetica-vidrio-iphone-8-rojo-_JM#position=28&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#481798379,NA,Apple,Carcasa
29, Carcasa Silicona Transparente iPhone 8 Miaustore ,1.99,NA,4,6,12,166,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIAUSTORE.CL,https://articulo.mercadolibre.cl/MLC-453749078-carcasa-silicona-transparente-iphone-8-miaustore-_JM#position=29&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#453749078,NA,Apple,Carcasa
30, Carcasa Funda Silicona iPhone 7 Plus / iPhone 8 Plus/ Celpro ,3.99,NA,14,86,12,332,NA,Envío a todo el país,NA,NA,1,1,https://perfil.mercadolibre.cl/CELPRO_CL,https://articulo.mercadolibre.cl/MLC-454559641-carcasa-funda-silicona-iphone-7-plus-iphone-8-plus-celpro-_JM#position=30&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,0,0,0,0,1,#454559641,Genérico,Apple,Carcasa
31, Apple iPhone 8/7 Plus Case Eton Premium Nillkin - Webphone ,9.99,NA,2,8,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/WEBPHONESPA,https://articulo.mercadolibre.cl/MLC-475197980-apple-iphone-87-plus-case-eton-premium-nillkin-webphone-_JM#position=31&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#475197980,Nillkin,Apple,Carcasa
32, Carcasa Funda Silicona iPhone 7 / iPhone 8 / Celpro ,3.99,NA,6,30,12,332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELPRO_CL,https://articulo.mercadolibre.cl/MLC-454559323-carcasa-funda-silicona-iphone-7-iphone-8-celpro-_JM#position=32&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#454559323,Genérico,Apple,Carcasa
33, Moshi Sensecover iPhone 8/7 Funda - Beige ,98.975,NA,1,NA,12,8.248,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALWAREHOUSECL,https://articulo.mercadolibre.cl/MLC-498522350-moshi-sensecover-iphone-87-funda-beige-_JM#position=33&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#498522350,Moshi,Apple,Flip Cover
34, iPhone 8 Plus / 7 Plus - Case Carcasa Dorada + Lamina Vidrio ,19.99,NA,1,4,12,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELULARES-EN-VENTA,https://articulo.mercadolibre.cl/MLC-498947321-iphone-8-plus-7-plus-case-carcasa-dorada-lamina-vidrio-_JM#position=34&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#498947321,"Original, Legitima, Auténtica y Genuina - Fabricantes: GKK, Nillkin, Lenuo, Mofi, Goospery, Cafele, Enkay",Apple,Carcasa
35, Carcasa Original Ipaky 360º iPhone 8 Plus + Vidrio Templado ,12.99,19.990,3012,4,6,2.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MONKEYCOLOR,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=FmzUTodNhBb0hSfv4tJ86U7uFSF%2FwYLlj1tGPrur7qrodX4%2B9066gDvbxDbt2IryULnvxCawvB5m%2FXNhbcFN0w958R2bs3QecfAMkepLfNtzY57YG8FYN6us%2F77U4irqNrCGyOqhuYfQZt3guA9WQj393Wq67GMsefMOFtKePCiAAPtNNj1U69%2BVoVBH8GapRnIKPlzcrfCN774%2Bj6w11EbaliJO57ngNRlhXY0cmnUh2ECHVpHJixBW5QaCwjIxwMDU30F6sZ8Q%2F%2Bjb9kt6AjJoPEw5pHTI8cHg9tlqEOGvgZ6l5HjbE5i91v1%2FsZzyMDgkyu0YzgTVCPBjYVYNur6j4fFZNAFOISKld09wUqcVsFyU8vJMDLy92YdsdD0DKW6K74NML5LbA3HOsO%2BaDdR2MHpQerBKRWmjni%2F0oG%2B8xSZbBZYVurNlbhf%2B5vmGm0ed9Dvs0H%2B5RcfVJQllmQyPPwgw50dRVIdEBonsAbYomkXchzMFgm8V71SrTYJyesL0%2Ft3dZxfD9KGOhfKWElzkn1%2Fm173gCEMbCCxOInkK31OVT0bJHBPu%2FFSx%2Fxlm7pmLpGXBD8XlEBaVKHa6k6OPMJhFArZA6CJB2CNdRNyAIw3DGnWdXbZ9QpvPZXgDtqZcgkqALlcKhHAlWzWx%2B8mJEENVw1eVgQcgQz5elstlZVWqt817TSoD5b7KX%2FbB0%2FuRV8ykwDq3vgRjRNfGwu0XP9MYyIomHsw3pR5p%2BZMWuj4wW90%2BH3ZVQ9XkXZFkn1tIIpd7m3e6eClWGAKk5o1co9B%2F8kqUVp5U7Oi79GUf6ZKd%2Bu4sO9bo5De%2FR%2B08xWTzwcd8qQ6vzmytxhAndgFhOlb5unILWkUAy%2F40pxgWeaJGzF8DxYB3033bH6Un2ZoNNo24H4Gy6wkv65QgQ9QpLV8bOQBsZZ2dEfloESn3q7PkkB%2FYUibh3uFvzvB%2BGaVNwu1s44GTXOVsQ1z3kWws46Izfnx1vJv7ZpQxXgEhcjWS7c9W2hmnjCD5QhvnCiIlErCjJFyZfdV%2B8sFTym2OrmfY4w2r63yPb3xxr3P262mMqbz1uaRDgO0UE7pZcd9Qccq0RTye0Dg9ejyMAYD2bq5DyQcf9JDRNNPXb6rMfNTrVeNk2BZFx%2FEgZttwJg%2FbR%2FxQsDM7QZBzdmsq9lM9TKbhJY1AxM2Q6Iq8vvJINECZcx%2Fr2Xfx18x1Ybis0fwr7SE4VxPNhBe4v9tFldH5jy5FqfqtdojIA6eJUik%2BKpdjwhHifhU7O5iK37wKtjVaeowd9CMGQjwPLVtID3eZRULBE1xzLD8lVLWqwQ5g5Oe8IeHvnz%2B%2B2d%2BU3Wh3Jz5xCALwXc%2FMNPD1%2F1Fi739DxegV%2BhV65VehipXEM7pYCdMhsr6lXpsYEny7sKqFIPYYgTfkFH1CzaiBjMjGGJN82gibcTv%2FSljPIMf7wwBezsJXCKKNXCmgedtY6yEXjB3k%2BYRunAbroM7hpdegjw5vZ6ltECJ7eFJG3vIgderfHP3zXJzeVeDbad7Yid1%2FISGbFkZ2pXG%2F72KPlnV%2BbwcmyUyMc7ZRsQGVfWqmYQKBEuYb7IpMTqnqatw8AnoUPvF3m16niD9NGxUiNDwVzvkUNjxgkuwH6f3DXufIVVnhFYXArR10nN86sCLDLcZa8Dnp,NA,NA,NA,NA,NA,#451130493,Genérico,Apple,Carcasa
36, Carcasa Protector Light Gray Transpar iPhone 7/8 Case Funda ,4.99,NA,1,1,12,416,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CRANDEP,https://articulo.mercadolibre.cl/MLC-479552127-carcasa-protector-light-gray-transpar-iphone-78-case-funda-_JM#position=36&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#479552127,Ugreen,Apple,Carcasa
37, iPhone 8 / iPhone 7 - Full Carcasa Funda Original Resistente ,10.99,NA,1,4,6,1.832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELULARES-EN-VENTA,https://articulo.mercadolibre.cl/MLC-492182033-iphone-8-iphone-7-full-carcasa-funda-original-resistente-_JM#position=37&type=item&tracking_id=c045ceeb-20ad-4d17-8870-4e849deb2799,NA,NA,NA,NA,NA,#492182033,OEM /Apple,Apple,Carcasa
