search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Formato
11, Motorola Audifonos Bluetooth Pulse Escape Super Combo Pack ,139,189,"
			
				Nuevo
			
			
				
					 - 
				
				116
				vendidos
			
		",(36 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,16,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-433512029-motorola-audifonos-bluetooth-pulse-escape-super-combo-pack-_JM,13,3,0,0,0,#433512029,Motorola,NA,Pulse Escape,Over-ear
12, Skullcandy Audifonos Bluetooth Method Sport Supreme Sound ,189,229,"
			
				Nuevo
			
			
				
					 - 
				
				30
				vendidos
			
		",(32 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,3,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434305464-skullcandy-audifonos-bluetooth-method-sport-supreme-sound-_JM,2,1,0,0,0,#434305464,Skullcandy,NA,Method,NA
13," Audifono Redmi Xiaomi Airdots Originales, ! Entrega Rapida ",88,NA,"
			
				Nuevo
			
			
				
					 - 
				
				45
				vendidos
			
		",(55 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,71,http://perfil.mercadolibre.com.pe/TITECHNOLOGYIMPORT,https://articulo.mercadolibre.com.pe/MPE-436723758-audifono-redmi-xiaomi-airdots-originales-entrega-rapida-_JM,50,17,4,0,0,#436723758,Xiaomi,NA,AIRDOTS REDMI,NA
14, Audifonos Hands Free Bluetooth V4.1 Micro Magneticos ,17,NA,"
			
				Nuevo
			
			
				
					 - 
				
				23
				vendidos
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VENTAS+O.,https://articulo.mercadolibre.com.pe/MPE-436216694-audifonos-hands-free-bluetooth-v41-micro-magneticos-_JM,NA,NA,NA,NA,NA,#436216694,NA,NA,NA,NA
15, Audifonos Xiaomi Mi Sports Youth Edition 2019 ,84,NA,"
			
				Nuevo
			
			
				
					 - 
				
				35
				vendidos
			
		",(6 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-436221893-audifonos-xiaomi-mi-sports-youth-edition-2019-_JM,NA,NA,NA,NA,NA,#436221893,Xiaomi,Mi,NA,NA
16, Audifonos Bluetooth Inalambrico I7s Tws Itelsistem ,32,59,"
			
				Nuevo
			
			
				
					 - 
				
				21
				vendidos
			
		",(79 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.0,1,http://perfil.mercadolibre.com.pe/ITELSISTEMSAC,https://articulo.mercadolibre.com.pe/MPE-435912653-audifonos-bluetooth-inalambrico-i7s-tws-itelsistem-_JM,NA,NA,NA,NA,NA,#435912653,NA,NA,NA,NA
17, Audifonos Xiaomi Mi Sports Bluetooth Inalambricos ,99,NA,"
			
				Nuevo
			
			
				
					 - 
				
				53
				vendidos
			
		",(31 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,3,http://perfil.mercadolibre.com.pe/FRANKSMAZA,https://articulo.mercadolibre.com.pe/MPE-432908688-audifonos-xiaomi-mi-sports-bluetooth-inalambricos-_JM,1,2,0,0,0,#432908688,Xiaomi,NA,NA,NA
18, Audifonos Motorola Bluetooth Pulse Escape Plus Camuflado ,149,169,"
			
				Nuevo
			
			
				
					 - 
				
				25
				vendidos
			
		",(37 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,13,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-433197597-audifonos-motorola-bluetooth-pulse-escape-plus-camuflado-_JM,9,4,0,0,0,#433197597,Motorola,NA,Pulse Escape+,Over-ear
19, Audifonos B3300 Hands Free Sports Bluetooth V4.1 Con Micro ,60,NA,"
			
				Nuevo
			
			
				
					 - 
				
				608
				vendidos
			
		",(301 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,52,http://perfil.mercadolibre.com.pe/MKURON0,https://articulo.mercadolibre.com.pe/MPE-421391955-audifonos-b3300-hands-free-sports-bluetooth-v41-con-micro-_JM,41,9,2,0,0,#421391955,NA,NA,NA,NA
20, Apple AirPods 2 Originales Sellados Garantizados Oferta!! ,738,NA,"
			
				Nuevo
			
			
				
					 - 
				
				15
				vendidos
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,38,http://perfil.mercadolibre.com.pe/IPLUS_STORE,https://articulo.mercadolibre.com.pe/MPE-434385525-apple-airpods-2-originales-sellados-garantizados-oferta-_JM,37,1,0,0,0,#434385525,Apple,Auriculares Inalambricos,A2032 A2031 A1602,Handfree
21, Jbl Audifonos Bluetooth Pure Bass T450 Wireless Harman ,149,169,"
			
				Nuevo
			
			
				
					 - 
				
				29
				vendidos
			
		",(21 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,2,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434659465-jbl-audifonos-bluetooth-pure-bass-t450-wireless-harman-_JM,NA,NA,NA,NA,NA,#434659465,JBL,NA,T450,NA
22, Audífono Bluetooth Huawei Honor Sport Am61 ,119,NA,"
			
				Nuevo
			
			
				
					 - 
				
				20
				vendidos
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,5,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-435912269-audifono-bluetooth-huawei-honor-sport-am61-_JM,4,0,1,0,0,#435912269,Huawei,Honor Series,Xsport,In-ear
23, Audifono Blitzwolf Inalambrico Blutooth Ipx6 Tactil AirPods ,199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AVY-BELLA,https://articulo.mercadolibre.com.pe/MPE-436210221-audifono-blitzwolf-inalambrico-blutooth-ipx6-tactil-airpods-_JM,NA,NA,NA,NA,NA,#436210221,BlitzWolf,NA,NA,NA
24, Audífono Bluetooth Twins True Wireless Stereo + Base K2 ,79,NA,"
			
				Nuevo
			
			
				
					 - 
				
				53
				vendidos
			
		",(47 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITAL-PERU,https://articulo.mercadolibre.com.pe/MPE-431013752-audifono-bluetooth-twins-true-wireless-stereo-base-k2-_JM,NA,NA,NA,NA,NA,#431013752,NA,NA,NA,NA
25, Huawei Audifonos Bluetooth Honor Sport Lite Am61 Wireless ,159,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(15 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434303187-huawei-audifonos-bluetooth-honor-sport-lite-am61-wireless-_JM,NA,NA,NA,NA,NA,#434303187,Huawei,NA,Sport Bluetooth,NA
26, Audifonos Skullcandy Ink'd Wireless Supreme Sound Bluetooth ,139,NA,"
			
				Nuevo
			
			
				
					 - 
				
				36
				vendidos
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,2,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434095418-audifonos-skullcandy-inkd-wireless-supreme-sound-bluetooth-_JM,NA,NA,NA,NA,NA,#434095418,Skullcandy,NA,INK'D Wireless,NA
27, Audifonos Bluetooth I7s Tws Cargador Portatil Apple Android ,35,39,"
			
				Nuevo
			
			
				
					 - 
				
				752
				vendidos
			
		",(45 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,11,http://perfil.mercadolibre.com.pe/BRUNOESPINOZAFALCN,https://articulo.mercadolibre.com.pe/MPE-432083624-audifonos-bluetooth-i7s-tws-cargador-portatil-apple-android-_JM,7,2,1,0,1,#432083624,Apple,NA,NA,NA
28, Audifonos Bluetooth I7 Tws iPhone Android ,35,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(90 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.0,1,http://perfil.mercadolibre.com.pe/AGKE6470835,https://articulo.mercadolibre.com.pe/MPE-435089395-audifonos-bluetooth-i7-tws-iphone-android-_JM,NA,NA,NA,NA,NA,#435089395,NA,NA,NA,NA
29, Samsung Audifonos Level U Bluetooth Wireless S6 S7 S7 Edge ,139,169,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432200186-samsung-audifonos-level-u-bluetooth-wireless-s6-s7-s7-edge-_JM,NA,NA,NA,NA,NA,#432200186,Samsung,Level,NA,NA
30, Sony Wh-1000xm3 Audifonos Bluetooth Stock Tda Miraflores ,1598,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITALPERU,https://articulo.mercadolibre.com.pe/MPE-434735551-sony-wh-1000xm3-audifonos-bluetooth-stock-tda-miraflores-_JM,NA,NA,NA,NA,NA,#434735551,NA,NA,NA,NA
31, Audifonos Smoke Wireless Rasta Ultimate Sound Bluetooth ,89,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(23 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435408723-audifonos-smoke-wireless-rasta-ultimate-sound-bluetooth-_JM,NA,NA,NA,NA,NA,#435408723,Skullcandy,NA,NA,NA
32, Audifonos Bluetooth AirPods I12 Tws ,105,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(45 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RODRI+STORE01,https://articulo.mercadolibre.com.pe/MPE-435892665-audifonos-bluetooth-airpods-i12-tws-_JM,NA,NA,NA,NA,NA,#435892665,NA,NA,NA,NA
33, Audifonos Skullcandy Hesh 3 Bluetooth Premium Sound Edition ,299,359,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(22 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-433197679-audifonos-skullcandy-hesh-3-bluetooth-premium-sound-edition-_JM,NA,NA,NA,NA,NA,#433197679,Skullcandy Hesh 3,NA,NA,NA
34," Audifono Bluetooth Handsfree 8 Horas, Original, Envio Gratis ",75,NA,"
			
				Nuevo
			
			
				
					 - 
				
				40
				vendidos
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/SOLUMATICA+IMPORT,https://articulo.mercadolibre.com.pe/MPE-432140061-audifono-bluetooth-handsfree-8-horas-original-envio-gratis-_JM,NA,NA,NA,NA,NA,#432140061,NA,NA,NA,NA
35, Meizu Audifonos Ep51 Sport Bluetooth Alta Calidad Original ,114,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/MIALIENSTORE,https://articulo.mercadolibre.com.pe/MPE-429704651-meizu-audifonos-ep51-sport-bluetooth-alta-calidad-original-_JM,NA,NA,NA,NA,NA,#429704651,Meizu,NA,EP51,NA
36, Auricular Audifono Manos Libres Bluetooth V9 Inalambrico ,80,NA,"
			
				Nuevo
			
			
				
					 - 
				
				15
				vendidos
			
		",(85 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TITECHNOLOGYIMPORT,https://articulo.mercadolibre.com.pe/MPE-435701012-auricular-audifono-manos-libres-bluetooth-v9-inalambrico-_JM,NA,NA,NA,NA,NA,#435701012,NA,NA,V9,NA
37, Audifonos Bluetooh Ink'd Wireless + Lentes Skullcandy Unisex ,159,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(38 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.0,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434095009-audifonos-bluetooh-inkd-wireless-lentes-skullcandy-unisex-_JM,NA,NA,NA,NA,NA,#434095009,Skullcandy,NA,INK'D,NA
38, Audífonos Bluetooth Inalambricos Mini I9s Android & Ios ,79,NA,"
			
				Nuevo
			
			
				
					 - 
				
				29
				vendidos
			
		",(21 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.3,3,http://perfil.mercadolibre.com.pe/RODRI+STORE01,https://articulo.mercadolibre.com.pe/MPE-434251817-audifonos-bluetooth-inalambricos-mini-i9s-android-ios-_JM,0,1,2,0,0,#434251817,NA,NA,NA,NA
39, Audifonos Motorola Pulse Escape Plus Bluetooth 20 Horas ,149,169,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(28 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,13,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435131028-audifonos-motorola-pulse-escape-plus-bluetooth-20-horas-_JM,9,4,0,0,0,#435131028,Motorola,NA,Pulse Escape+,Over-ear
40," Audífonos AirPods I11 Tws (i10 2019) Bluetooth 5.0 Tactil,qi ",139,NA,"
			
				Nuevo
			
			
				
					 - 
				
				53
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,8,http://perfil.mercadolibre.com.pe/MONTEZAMOVIL,https://articulo.mercadolibre.com.pe/MPE-434495285-audifonos-airpods-i11-tws-i10-2019-bluetooth-50-tactilqi-_JM,8,0,0,0,0,#434495285,TWS,NA,I11,In-ear
41, Nuevos Audífonos Inalambricos Bluetooth X4t Originales ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(22 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EZ+TECH,https://articulo.mercadolibre.com.pe/MPE-435057077-nuevos-audifonos-inalambricos-bluetooth-x4t-originales-_JM,NA,NA,NA,NA,NA,#435057077,NA,NA,NA,NA
42, Audífono Bluetooth Huawei Sport Am61 ,149,NA,"
			
				Nuevo
			
			
				
					 - 
				
				16
				vendidos
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,5,http://perfil.mercadolibre.com.pe/PRO-ACCESORIOS,https://articulo.mercadolibre.com.pe/MPE-434541487-audifono-bluetooth-huawei-sport-am61-_JM,4,0,1,0,0,#434541487,Huawei,NA,NA,NA
43, Audifono Bluetooth X18 Inalámbrico V5.0 Para Android iPhone ,119,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(93 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUMA7820320,https://articulo.mercadolibre.com.pe/MPE-434514647-audifono-bluetooth-x18-inalambrico-v50-para-android-iphone-_JM,NA,NA,NA,NA,NA,#434514647,NA,NA,NA,NA
44, Audifonos Huawei Am61 Bluetooth Sport Lite + Regalo ,149,169,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(44 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434303167-audifonos-huawei-am61-bluetooth-sport-lite-regalo-_JM,NA,NA,NA,NA,NA,#434303167,Huawei AM61,NA,AM61,NA
45, En Stock Audifonos Originales Xiaomi Mi Sports Youth ,84,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(62 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZEALOTT+IMPORTACIONES,https://articulo.mercadolibre.com.pe/MPE-436630287-en-stock-audifonos-originales-xiaomi-mi-sports-youth-_JM,NA,NA,NA,NA,NA,#436630287,Xiaomi,Mi,Xiaomi Mi Sport,Headset
46, Jbl Audifonos Bluetooth Pure Bass Sound Tune T205bt Original ,139,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(45 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,2.0,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435223202-jbl-audifonos-bluetooth-pure-bass-sound-tune-t205bt-original-_JM,NA,NA,NA,NA,NA,#435223202,JBL,NA,T205BT,NA
47, Audífonos Sport Bluetooth B16 Con Micrófono Baseus ,105,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-426933270-audifonos-sport-bluetooth-b16-con-microfono-baseus-_JM,NA,NA,NA,NA,NA,#426933270,NA,NA,NA,NA
48, Audifonos Samsung U Flex Edition Bluetooth Wireless S9 S10 ,189,249,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(22 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436410727-audifonos-samsung-u-flex-edition-bluetooth-wireless-s9-s10-_JM,NA,NA,NA,NA,NA,#436410727,Samsung,NA,U Flex,Neckband
49, Repuesto De Sujetador De Audífono Bluetooth Handsfree ,4,NA,"
			
				Nuevo
			
			
				
					 - 
				
				154
				vendidos
			
		",(846 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.4,9,http://perfil.mercadolibre.com.pe/GRUPONATIC.PE,https://articulo.mercadolibre.com.pe/MPE-425332744-repuesto-de-sujetador-de-audifono-bluetooth-handsfree-_JM,4,0,3,0,2,#425332744,NA,NA,NA,NA
50, Audífonos Inalambricos Bluetooth X3t Originales ,115,NA,"
			
				Nuevo
			
			
				
					 - 
				
				68
				vendidos
			
		",(23 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EZ+TECH,https://articulo.mercadolibre.com.pe/MPE-429896419-audifonos-inalambricos-bluetooth-x3t-originales-_JM,NA,NA,NA,NA,NA,#429896419,NA,NA,NA,NA
51, Samsung Audifonos Handsfree Bluetooth Musica Mg900 Original ,109,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(38 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436527045-samsung-audifonos-handsfree-bluetooth-musica-mg900-original-_JM,NA,NA,NA,NA,NA,#436527045,Samsung,NA,MG900,NA
52," Audífonos I7s Bluetooth, Para Uso Individual Tipo Airpod ",19,NA,"
			
				Nuevo
			
			
				
					 - 
				
				32
				vendidos
			
		",(68 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.5,4,http://perfil.mercadolibre.com.pe/BONOTECH.PE,https://articulo.mercadolibre.com.pe/MPE-434286693-audifonos-i7s-bluetooth-para-uso-individual-tipo-airpod-_JM,2,0,1,0,1,#434286693,NA,NA,NA,NA
53, Skullcandy Audifonos Crusher Wireless Bass Sound Bluetooth ,429,NA,"
			
				Nuevo
			
			
				
					 - 
				
				19
				vendidos
			
		",(36 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434515999-skullcandy-audifonos-crusher-wireless-bass-sound-bluetooth-_JM,NA,NA,NA,NA,NA,#434515999,Skullcandy,NA,Crusher Wireless,NA
54, Mini Audifono Bluetooth Inalambrico 4.0 ,29,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(104 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TODATECNOLOGIAPERU.COM.,https://articulo.mercadolibre.com.pe/MPE-423099308-mini-audifono-bluetooth-inalambrico-40-_JM,NA,NA,NA,NA,NA,#423099308,NA,NA,NA,NA
55, Audifonos Bluetooth Skullcandy Jib Negros Rojos Y Azul ,95,NA,"
			
				Nuevo
			
			
				
					 - 
				
				13
				vendidos
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.0,1,http://perfil.mercadolibre.com.pe/BESTOFFERSPERU,https://articulo.mercadolibre.com.pe/MPE-432778414-audifonos-bluetooth-skullcandy-jib-negros-rojos-y-azul-_JM,NA,NA,NA,NA,NA,#432778414,Skullcandy,NA,Jib,In-ear
56, Original I9s Tws 5.0 V Auriculares Bluetooth ,69,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(11 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BRUNELLA_GIA,https://articulo.mercadolibre.com.pe/MPE-432426105-original-i9s-tws-50-v-auriculares-bluetooth-_JM,NA,NA,NA,NA,NA,#432426105,NA,NA,NA,NA
