search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Cor,Potência de saída (RMS),Formato do alto-falante,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Linha,Voltagem,Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Configuração de canais,Quantidade de alto-falantes,Resposta máxima em frequência,Resposta mínima em frequência
826, Soundbar Lg Sj3 300w 2.1 Canais Bluetooth Subwoofer Wireless ,1149,NA,39,46,12x,95.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/JOVAL+INFORMATICA1,https://produto.mercadolivre.com.br/MLB-890449124-soundbar-lg-sj3-300w-21-canais-bluetooth-subwoofer-wireless-_JM,2,0,0,0,0,#890449124,LG,SJ3,NA,300 W,Caixa,NA,NA,71 mm,47 mm,945 mm,NA,NA,NA,NA,Passivo,NA,2.1,NA,NA,NA
827, Caixa Caixinha Som Portátil Bluetooth Mp3 Pen Drivefm E83 ,32,NA,5,977,6x,6.10,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GOLDENYATA+NOVO,https://produto.mercadolivre.com.br/MLB-1214850645-caixa-caixinha-som-portatil-bluetooth-mp3-pen-drivefm-e83-_JM,NA,NA,NA,NA,NA,#1214850645,Altomex,A37,NA,NA,Caixa,USB,NA,NA,NA,NA,300 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
828, Caixa Caixinha Som Portátil Bluetooth Mp3 Usb Cartão Fm ,89,NA,12,210,12x,7.49,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ARTFLEXSUPORTES,https://produto.mercadolivre.com.br/MLB-1187334452-caixa-caixinha-som-portatil-bluetooth-mp3-usb-carto-fm-_JM,NA,NA,NA,NA,NA,#1187334452,XTrad,MS218BT,NA,20 W,Caixa,USB,NA,NA,NA,NA,300 g,NA,NA,Super tweeter,Tweeter,todos,5.1,NA,NA,NA
829, Caixa Som Bluetooth Caixinha Usb Sd Rádio - Kit Atacado 4 Un ,139,NA,166,2,12x,13.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,8,https://perfil.mercadolivre.com.br/ACME+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1071317488-caixa-som-bluetooth-caixinha-usb-sd-radio-kit-atacado-4-un-_JM,3,2,2,0,1,#1071317488,Grasep,BH1064,NA,6 W,Caixa,USB,NA,NA,NA,NA,NA,NA,DC5V,Woofer,Ativo/Passivo,mesa,2.1,1,22 kHz,120 Hz
830, Caixa De Som 10011 Portátil Mp3 Bluetoot Usb Pen Drive Rádio ,49,NA,11,12,6x,9.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MEGAOFERTA1000,https://produto.mercadolivre.com.br/MLB-1278949643-caixa-de-som-10011-portatil-mp3-bluetoot-usb-pen-drive-radio-_JM,NA,NA,NA,NA,NA,#1278949643,Grasep,1011,NA,8 W,Caixa,USB,NA,NA,NA,NA,NA,NA,NA,externo,Ativo,"PRAIA , CASA , TRAMPO",2.1,NA,NA,NA
831, Caixa De Som Original Jbl Go2 Bluetooth Prata ,149,NA,5,1,12x,12.46,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1569,https://perfil.mercadolivre.com.br/YINYANGMAN,https://produto.mercadolivre.com.br/MLB-1230131359-caixa-de-som-original-jbl-go2-bluetooth-prata-_JM,1439,100,19,5,6,#1230131359,JBL,GO 2,NA,3 W,NA,Auxiliar,80 dB,71 mm,31 mm,86 mm,NA,NA,NA,NA,Ativo,NA,NA,NA,NA,NA
832, Caixa De Som Amplificada Bluetooth 2 Microfones Karaoke Prof ,899,NA,3,8,12x,74.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,72,https://perfil.mercadolivre.com.br/ANELISEPUFAL,https://produto.mercadolivre.com.br/MLB-1215764770-caixa-de-som-amplificada-bluetooth-2-microfones-karaoke-prof-_JM,53,10,6,1,2,#1215764770,Sumay,Thunder - SM-CAP12T,NA,400 W,Caixa,NA,NA,NA,NA,NA,11.2 kg,NA,NA,Ativos,12polegadas+corneta,diversos,7.1,NA,NA,NA
833, Jbl Boombox Caixa Portatil Bluetooth Bateria 24hrs Rev Ofic ,2022,NA,2,4,12x,168.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,552,https://perfil.mercadolivre.com.br/GENERAL+ELETRO,https://produto.mercadolivre.com.br/MLB-1150433675-jbl-boombox-caixa-portatil-bluetooth-bateria-24hrs-rev-ofic-_JM,434,47,21,21,29,#1150433675,JBL,Boombox,NA,60 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,Woofer,Ativo,NA,2.1,NA,NA,NA
834, Caixa De Som Bluetooth Tomate Mtd-2000a Soundbar 40w Potente ,176,NA,7,12,12x,16.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MEGAOFERTA1000,https://produto.mercadolivre.com.br/MLB-1272260360-caixa-de-som-bluetooth-tomate-mtd-2000a-soundbar-40w-potente-_JM,NA,NA,NA,NA,NA,#1272260360,Tomate,MTS-2000A,NA,40 W,Torre,Auxiliar,NA,NA,NA,NA,NA,NA,NA,IMBUTIDO,Ativo,"PRAIA , CASA , FESTA , SITIO",2.1,NA,NA,NA
835, Caixa Bluetooth Jbl Go2 Vermelho Original Lacrado ,138,NA,9,1,12x,11.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1569,https://perfil.mercadolivre.com.br/JWS_EXECUTIVO_+DE_VENDAS,https://produto.mercadolivre.com.br/MLB-1275789567-caixa-bluetooth-jbl-go2-vermelho-original-lacrado-_JM,1439,100,19,5,6,#1275789567,JBL,GO 2,NA,3 W,Torre,Auxiliar,80 dB,71 mm,31 mm,86 mm,NA,NA,NA,Tweeter,Ativo,De piso,2.1,NA,NA,NA
836, Caixa De Som Bluetooth Q3 Usb Mp3 Aux Com Suporte Celular ,42,NA,NA,10000,6x,7.15,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JUNIOROUTLETSTORE,https://produto.mercadolivre.com.br/MLB-1209047783-caixa-de-som-bluetooth-q3-usb-mp3-aux-com-suporte-celular-_JM,NA,NA,NA,NA,NA,#1209047783,SOM,HFQ3,Paris,5 W,Caixa,Auxiliar,NA,NA,NA,NA,457 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
837, Caixa Caixinha De Som Bluetooth Radio Mp3 Fm Usb Portátil ,49,NA,1261,4,6x,8.28,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,85,https://perfil.mercadolivre.com.br/REIDOSELETR%C3%94NICOS,https://produto.mercadolivre.com.br/MLB-692682445-caixa-caixinha-de-som-bluetooth-radio-mp3-fm-usb-portatil-_JM,54,19,4,2,6,#692682445,Exbom,Bluetooth,NA,5 W,Caixa,Auxiliar,NA,NA,NA,NA,NA,NA,NA,Subwoofer,Subwoofer,Portátil,2.1,NA,NA,NA
838, Caixa Amplificada Multi Connect Bluetooth 500w Rms Amvox ,789,NA,7,28,12x,75.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,168,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166271500-caixa-amplificada-multi-connect-bluetooth-500w-rms-amvox-_JM,119,29,11,4,5,#1166271500,AMVOX,ACA 501,NA,500 W,Caixa,P2,NA,NA,NA,NA,NA,Caixa Amplificada Bluetooth,110V/220V (Bivolt),NA,NA,NA,NA,NA,NA,NA
839, Caixa Acústica Pcx5500 Effects Dual Usb Philco Bivolt ,849,NA,4,1,12x,70.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,18,https://perfil.mercadolivre.com.br/BREUTRONIC,https://produto.mercadolivre.com.br/MLB-1225514502-caixa-acustica-pcx5500-effects-dual-usb-philco-bivolt-_JM,17,1,0,0,0,#1225514502,Philco,PCX5500,NA,200 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,Subwoofer,NA,NA,NA,NA,NA,NA
840, Caixa Ativa 8 Bluetooth Master Voice Bateria + Microfone Mv8 ,209,NA,66,89,12x,19.98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,7,https://perfil.mercadolivre.com.br/CASAR%C3%83O+SOM1,https://produto.mercadolivre.com.br/MLB-957342111-caixa-ativa-8-bluetooth-master-voice-bateria-microfone-mv8-_JM,6,1,0,0,0,#957342111,Master Voice,MV-08,NA,NA,Caixa,Auxiliar,NA,NA,NA,NA,2.7 kg,NA,NA,Woofer,NA,NA,NA,NA,NA,NA
841, Caixa Caixinha De Som 20w Portátil Bluetooth Mp3 Usb Fm A709 ,119,NA,78,14,12x,11.46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/B3+BRINQUEDOS,https://produto.mercadolivre.com.br/MLB-1060249487-caixa-caixinha-de-som-20w-portatil-bluetooth-mp3-usb-fm-a709-_JM,2,0,0,0,0,#1060249487,Altomex,A7099,NA,20 W,Caixa,Entrada para Microfone,NA,NA,NA,NA,400 g,A7099,110/220V,NA,Woofer,De piso,NA,NA,NA,NA
842," Caixa De Som Portatil, Mini , Usb E Sd Com Radio Fm Com Lcd ",14,NA,21,29,2x,7.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/SMART+WEB,https://produto.mercadolivre.com.br/MLB-1246975158-caixa-de-som-portatil-mini-usb-e-sd-com-radio-fm-com-lcd-_JM,1,0,0,0,0,#1246975158,Horbi,A18A,NA,3 W,Caixa,USB,NA,NA,NA,NA,NA,NA,NA,Mini tweeter,Redondo,Portátil,2.1,NA,NA,NA
843, Caixa De Som Speaker Google Home Mini Wi-fi Original. ,169,NA,17,1,12x,16.15,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RUEVELLASILVA,https://produto.mercadolivre.com.br/MLB-1275147058-caixa-de-som-speaker-google-home-mini-wi-fi-original-_JM,NA,NA,NA,NA,NA,#1275147058,Google,Home Mini,NA,3 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,abaulado,NA,NA,NA,NA,NA
844, Logitech Ue Megaboom Speaker Bluetooth Roxo Promoção ,479,NA,37,14,12x,45.78,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/LOJAVISIVO,https://produto.mercadolivre.com.br/MLB-1108558966-logitech-ue-megaboom-speaker-bluetooth-roxo-promoco-_JM,2,0,0,0,0,#1108558966,Logitech/UE,MEGABOOM,NA,36 W,Caixa,NA,80 dB,NA,1 m,22.6 cm,877 g,NA,NA,NA,NA,NA,2.0,NA,NA,NA
845, Caixa Som Portátil Recarregavel 5000w Multiuso Amvox ,829,NA,4,28,12x,69.16,NA,Entrega a combinar com o vendedor,NA,NA,4.5,168,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166274422-caixa-som-portatil-recarregavel-5000w-multiuso-amvox-_JM,119,29,11,4,5,#1166274422,AMVOX,ACA 501,NA,500 W,Caixa,USB,NA,NA,NA,NA,NA,NA,110V/220V (Bivolt),NA,NA,NA,NA,NA,NA,NA
846, Jbl Party Box 200 Caixa De Som Portátil Bt Led 120 Wrms ,1889,NA,1,2,12x,180.54,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/IDM+SHOP,https://produto.mercadolivre.com.br/MLB-1163811995-jbl-party-box-200-caixa-de-som-portatil-bt-led-120-wrms-_JM,NA,NA,NA,NA,NA,#1163811995,JBL,Party Box 200,NA,120 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,Woofer,Ativo,NA,NA,NA,NA,NA
847, Caixa De Som Portátil Bluetooth Jbl Xtreme 2 ,1234,NA,3,2,12x,118.03,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1933,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1156773825-caixa-de-som-portatil-bluetooth-jbl-xtreme-2-_JM,1250,334,181,68,100,#1156773825,JBL,Xtreme,NA,40 W,NA,NA,80 dB,NA,NA,NA,2.393 kg,NA,NA,NA,Passivo,NA,NA,1,20 kHz,70 Hz
848, Speaker Sony Srs-xb31 Bluetooth Nfc Usb Auxiliar Bateria ,599,NA,171,1,12x,57.34,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,41,https://perfil.mercadolivre.com.br/INFINITY+STORE,https://produto.mercadolivre.com.br/MLB-691084709-speaker-sony-srs-xb31-bluetooth-nfc-usb-auxiliar-bateria-_JM,38,2,1,0,0,#691084709,Sony,xb31,NA,NA,NA,USB,NA,NA,NA,NA,NA,EXTRA BASS,NA,NA,Ativo,NA,NA,NA,NA,NA
849, Caixa De Som Amplificada Bluetooth 100w Rms Microfone Fm Sd ,264,NA,197,12,12x,25.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,103,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-1147077240-caixa-de-som-amplificada-bluetooth-100w-rms-microfone-fm-sd-_JM,65,19,5,8,6,#1147077240,Multilaser,SP302,NA,100 W,Caixa,Bluetooth. USB. Cartão SD. Auxiliar P2. Microfone P10. FM,85 dB,27 cm,22 cm,47 cm,2.615 g,Caixa De Som Amplificada,NA,Woofer. Subwoofer,Ativo/Passivo,NA,NA,3,NA,NA
850, Speaker Bluetooth Jbl Go2 Original Varias Cores ,148,NA,17,3,12x,14.15,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1569,https://perfil.mercadolivre.com.br/JANEVENDAS001,https://produto.mercadolivre.com.br/MLB-1195388310-speaker-bluetooth-jbl-go2-original-varias-cores-_JM,1439,100,19,5,6,#1195388310,JBL,GO 2,NA,3 W,NA,NA,80 dB,NA,NA,NA,NA,NA,NA,NA,Passivo,NA,NA,1,20 kHz,20 Hz
851, Caixa De Som Ativa 15'' Bt/usb/fm/aux/mic 250w Multlaser ,550,NA,6,6,12x,45.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1221390641-caixa-de-som-ativa-15-btusbfmauxmic-250w-multlaser-_JM,NA,NA,NA,NA,NA,#1221390641,Multilaser,SP297,NA,250 W,NA,NA,NA,NA,NA,NA,11.4 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
852, Caixa Musica Som Bluetoot Amplificadora Spotify Youtube 309 ,33,NA,68,8,6x,5.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-919667744-caixa-musica-som-bluetoot-amplificadora-spotify-youtube-309-_JM,2,0,0,0,0,#919667744,Golden,MS-246,NA,8 W,Caixa,USB,NA,NA,NA,NA,NA,Reader Speaker,NA,Redondo,Papel,Portátil,Automático,1,NA,NA
853, Multi Connect Mondial Thunder Street Mco-08 ,329,NA,1,38,12x,27.49,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/MONDIAL+ELETRODOM%C3%89STICOS?brandId=1671,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=AAoK5DLSiHy%2FuaMCkIfb1SIaETxjU0OawXI5jNCg9LfOXaIHR5k4iDV5gKxnZkRCQ5JpE%2FsgETSfG6AJotBUVlR%2BHJnIl%2FElnxaDevpSc4xgYSFJ%2F8BpXQLAS1kSRTCg8WTNlnayBQw%2FLrKJJt49fAPnL6ZIUAmfHpX94csvoHrOGcomPyXBG03wtkm%2BCI790gPP%2Bsaqc9AzT69ZYk85vCnhyciOQRBlI63HIM7RVhAP0VAZlZp6asjaawtCdHEtp2wly9OPh793AV2lWbYXGlUZ6vqbMnCXXpk%2FGPEoy%2FjfqxtK9TASiEJhfU%2FZk08K9EtZY41Vy6iPrnueg7B%2BCxyfQTMy2UflcfKDbYul8kcztfmGhnHlW0TBe1J7Kmaeny%2FXmndnr4h2i1Vol2%2B0qp5BB3lqeXzQTShx3swNgqE2LGP8vftNczBF84GbM8HsxbsBxfSgriU4xp5IoyH8%2BlR9FYDxZ7lRlF9VLegdpZQhg3VORP7LzlyNgOpqpUd9RxtcgB4%2FxlY%2B4UClffaBM9BodcyB2B%2FRqF1gZolWVDKdH9w%2BDdxF3my6JfjYCVjeBa7ZDJaBVoHb9r%2B0zSFiFe7eIM86YsJ3r6x8DhTVIGKjO8StBiTpPhyM%2BrW9r%2FMzf5KrfFZ6%2FzMYEiWZkmNc1fWKrzrvDipIeF1OuPQZxDA0nuHbzjS2T0JDFbT7qfdYQbdi3OwAQLmYT2CM6i%2F4oee%2Bls%2FsF6DVPpIB3paqXpow9Ji7NO9sv7hAVO2YW5wWJsC3KJbQFN1g4UvQNFB79KkV4SwjDdWFD6mhb0M7lV7kjX3Ch3Bbe9cS4tBa4RICdRvS9RwEbt9qIqeNsjHjuOXzbYUweiKAishulcA6%2FsOkfhv9d6bAlbYgvIPzvFljkj%2FiMbi5ZQid0viITnIqR49MZI2xuBr7TSYdnB63pLVObp1qC8xROHNQBCyEynHu0NePLK4TtglR3au4Gh%2FZdkoXoBNiwJJ6DdZIcWW1AKS1BieamMwJbN5ZG4vivHYCN3iUapqG9TANsV0ncAzAusV82%2FV%2FcUsXHj7j%2BZwTF3cGXHCXaNSimfwHRURlCGXpYnDoZoyjT%2B8UsASmR7h2cn7k6dLp1MSO1MMPq56MkYdt%2Fwwj8mobgM1WwiXzqonDcVPb8gRCkwnEaXop6k7qdfgROKlfeU1aEQnWV36NAkkxfqK9yUa%2FcxQTF0nXb3tjxgidhPbn8pj4V67B34sG%2Fve9NaZCwHQx0LjoPSgqtGANNYNHO9fy067AiESoVC7H69wUfG5nz%2B7FQ3o8JmVv67jvgPz4QhoghmiAhjaAy%2FPbmt8MsB7O5KnxEV1ZspIzVkekJbTFBge73asGiMA37P2efHupGsCWBi1KIfZGGQkq39dyuO6gSJuspqINcU5BfHaBaFS8kZ60ljreySO3cFxTFysixYPrOJneKOlSkFFSUYPPY9IjpzXTXHNF0o5FZ583aCehLqMNZowE4FyvAXsfmRE067%2BvnUQJLKSUVL5ENqfgrbA%2ByNaYrwjjvdM7A89OZMxp79aenzy8b4kJ7odpqFVBFBycISspAe8%2B3gr4Vr2dHnB1jHdlVOWJmWMTk0NYny6IaRs%2FblH1RSyB56SJF1iDBrMXD2MaefeqgkDXJ54lT4p4mYpgLZD3gDyXXFD7sT31h5dnND6kKtCagfK%2BndMRhYzaPg9gEIB5XR48r%2BXXXwvKjHqKeiyboBI%2Bz9l0fqXPykZIENc%2F%2Bw%2BlUt64aYpDrATzpL77uT9KmkNb5MBso8Gta%2BpfgtznqQVohERV07VV78tCqC8Bmutk4sds9uQjN%2BLX1vyRspd1sif%2FtSKLzGk570KOYmfVk2JcsB%2B92axGWGaFQMl2JNV8FxAJPiY4dmvpeE9xFqh3,NA,NA,NA,NA,NA,#1130449249,Mondial,MCO-08,NA,100 W,Caixa,NA,NA,NA,NA,NA,NA,Multi Connect,NA,Woofer,Mini tweeter,NA,NA,NA,NA,NA
854, Suporte Smartphone Android Bluetooth Caixa Som Musica Usb Sd ,35,NA,21,29,6x,5.97,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MARA9987430,https://produto.mercadolivre.com.br/MLB-1291094928-suporte-smartphone-android-bluetooth-caixa-som-musica-usb-sd-_JM,NA,NA,NA,NA,NA,#1291094928,GoldenUltra / Wireless Speaker,HF-Q3 / Q3,NA,5 W,Caixa,Auxiliar,NA,NA,NA,NA,NA,NA,NA,Ativo/Passivo,"Woofer, caixinha suporte, suporte de celular, Mini caixinha","casa, escritório, bares, lojas, festas, etc...",2.1,NA,NA,NA
855, Caixinha Som Bluetooth 4.0 Fm P2 Mp3 Pendrive C/ Garantia Nf ,58,NA,255,40,10x,5.84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.9,11,https://perfil.mercadolivre.com.br/REIDOSELETR%C3%94NICOS,https://produto.mercadolivre.com.br/MLB-699694712-caixinha-som-bluetooth-40-fm-p2-mp3-pendrive-c-garantia-nf-_JM,4,4,2,0,1,#699694712,GiBox,G63,NA,10 W,Caixa,USB,80 dB,NA,NA,NA,300 g,NA,110V/220V (Bivolt),Subwoofer,Ativo,"Casa, De piso",NA,NA,NA,NA
856, Caixa Som Amplificada Bluetooth 40w Led Dj Fm Usb Mp3 Preto ,273,NA,5,992,12x,22.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/OBVIUS_ACOUSTIC_BOX,https://produto.mercadolivre.com.br/MLB-1128634365-caixa-som-amplificada-bluetooth-40w-led-dj-fm-usb-mp3-preto-_JM,NA,NA,NA,NA,NA,#1128634365,Grasep,D-BH2705,NA,40 W,NA,NA,NA,36 cm,22 cm,23 cm,2.325 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
857, Caixa De Som Tronsmart Element T6 Bluetooth Pronta Entrega ,314,NA,19,7,12x,30.09,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,1,https://perfil.mercadolivre.com.br/CPMSHOP,https://produto.mercadolivre.com.br/MLB-1017873108-caixa-de-som-tronsmart-element-t6-bluetooth-pronta-entrega-_JM,0,1,0,0,0,#1017873108,Tronsmart,T6,NA,25 W,Torre,NA,NA,NA,NA,NA,546.2 g,NA,NA,Woofer,Woofer,Mesa,2.1,NA,NA,NA
858, Google Home Assistente Pessoal Caixa De Som Original Vitrine ,415,NA,13,86,12x,34.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CLICOUCELULARES,https://produto.mercadolivre.com.br/MLB-1137995556-google-home-assistente-pessoal-caixa-de-som-original-vitrine-_JM,NA,NA,NA,NA,NA,#1137995556,Google,Google Home GA3A00417A14,NA,7 W,Caixa,NA,NA,NA,NA,NA,1100 g,NA,NA,Subwoofer,Ativo/Passivo,Casa,5.1,1,NA,NA
859, Caixa De Som Portatil Bluetooth Canhão Fm P2 P10 Amplificada ,168,NA,736,7,12x,16.15,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,123,https://perfil.mercadolivre.com.br/BREVISTORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=kamGzkSUQdSDy%2FJR9zg3SVrjoPgbtFeppEZHmQyO1MJnppcMT3dNJH2pA7ct6TVyKMz0v83ZBLAoGSCojm85klBmrBwMMsGRUYjZhIifUn6tL0mCD2b8cNkCpnaXbMXGUMrsege0izjWU08%2F%2FGKRy9xVS768W%2Fhks%2B1BvrhJKbW0R6U1yen7E%2BNPtyC0tLjJB9hkgBbf%2BYUlKV4oKytTIirAZNb01e%2FYRuGCmyGquJ%2BEYHFDjnqL7id3TzznJRPVnmX5013rZDndEATQhCfmBkmpbLpvPSOdcBcbiYef8W2xGsTBRsgvBso%2FBaeVNRnRF5bY0JQQba4oaqv48wcESP9%2FrhYOzHKRXlnvneddhD3kSUlpOYLFQHV%2B%2FFWrP05qsEwi2%2F2Aw5dFii8hgMAC8eaTZ5rKIiu3xcbr2lZk%2FwSPDDZIYE7GL8Qf%2Frk9CkbruWqj9gccH72Ngt1gYJznX5wz5S1yc3M27d9bNUGkY24%2BenK2FzdSsJ55UlKnBrlrkKy5zvLS0A1NGfErc%2FPJQhpcFDJqXAP3I5H5Sts1Sb27HXnNtgzt44AwZYeK47e4tGs3QKK926w%2FqB24aKRioGgLJZ%2Bpxt6L46Tj5sdnXODMBVKfmai617OBcovNC3TNWQ3xx8cN3zEYIoWk9KdZtl3OF%2FujT%2BuOhm9G2VXg4S%2FpmFuf0mJnQ5Nv6d4vYQQ1lnzxarIPRifYsYGUKMHlLSz%2BCPn1MH5lfT2FC%2Fz7Mf1aSf1deUgIaAKCKmzUEhqQDkwQLtvBqaaFO98fmbU5uDl49B41pe80iZx%2BsYFI1uwRyLFuXenUH756GJJ7idzKSyW%2FZv0d0q0zXKHXhRDke2e7buJwlCdGdyYRorx%2Bpu7aSgwOKnNAP9yUj6V696z%2FVtTAgbaatlfiUxtLYt82ydDmNhoiihVtnVvU7VcMv%2FtqdibaX7qmo8zPyz3fSyqM97cHAGhxJ804qEPkhI0w3VBgGGRSAS686vCpwblGrXcNKmGflEcCc%2F7JuIRCOG99KvRJ9TNE3Lz75R1xs4k9NiQv6TUs31wy9bnPRTSvS44l8REA%2FbDMzO5E5luob%2F%2FT%2FHbEAXsE5M%2FBw6KXd9sxx1czBwYydvn2Shalur5JlOaIAtEZWfO68j6VYvptevJK7pemFKGIwM9ntXu8zeZ7rB3z9ds5jI0gG0CIPO%2FEVXlGz7d9BzwfkECysmtnswe7SUaA0meg3GHBm1fa40fc%2BERexPXc2RBCdGWC3gLxw%2BiFfkt0rdenQRpequUY%2FEZgIxGkX3gqArO1RQv8RGS%2BWl5MdoO2wwyvBTkQ6p6zJf2IIdZF1e6zU%2BMJqF5a%2F2o8SzpLH5RrGHs6Me4Fav1XUlGvaUHTKpYMG%2B9doZTNBkjvit2Bf8xoWfBCG%2BPrylUaTN0cQWolXaeOQxuBLmoM5n4PjBE233dmNfdqD8%2BouEq5rDHyr4o1QHoBh5x4zUa3IwTFafDUWKsEZ0X6yMnnP7anlQ2YLpTM1uT7KT%2Bl%2FGtZdVjsrOb6pAD9WAhou%2FQTZqkc3x48XY5Xg9QtUCgyEn67uKlkIHrmgXicqnbtYfWRmm8nqbb3%2FegxNLaV90SrggodWkXeMRRNo9qK6wlwmUqZodvU4OhCTvFpMzk9mSv4HAXZbFkjBzYE6dd6qiyMOlEL%2FWUbXyy%2BYJzIK5UWsb3wUlpFPflgPHl8qrb2p8RQOTx8UffkLGCYK1Lz%2Bo55JS95%2BEGQ7GTeWS0TRk5EkvUQ3rdV7d197gHO%2BHRKcOdwLHxCqXVpzO%2B9MQM%2FSVuQNkHHzNqlKdQzPV526JPF3Icxzrj2ckpsshqa7g21xoXLES%2Fs6io4dk5r9YStj%2BshOGagOrwVgdV3JIm%2FNA8l7Az8IVOnk4FqzB7s%2BPuRi2k5GJUP31buo47SwtMq,81,19,11,8,4,#950795776,Grasep,DP 2,NA,30 W,Canhão,"Entrada para Microfone, Bluetooth, P2 Auxiliar, Guitarra, Violão, Baixo",NA,NA,NA,NA,2.4 kg,NA,110/ 220v ou 5v USB,"Subwoofer, Twitter, Canhão","Ativo, Passivo","Festas, Eventos, Sala, TV, Notebook, PC, Computador, Celular, Iphone",1.1,2,20000 Hz,20 Hz
