search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Peso,Conectores de entrada
14, Parlante Tipo Jbl Xtreme Bluetooth Portable Musica Waterpool ,245,NA,"
			
			
				
				92
				vendidos
			
		",(13 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 48211
		
		 sin interés
		
	

	
		",11,NA,Envío gratis a todo el país,NA,NA,4.6,13,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=o6EumrnvZoLyGhtcF0PzF3QrOB43B84e6H6zpNd%2FJrPtgPU4k2zCLjFSj5M%2FBijgs0vp6XW8QJRxzl%2BcD%2FzqezemhxMQ3V%2F5jK07F%2FSa7FndLjTEb5u1F%2B95V%2FDMWBw7Kpy9e6V7KIeFI0FZfSoVnT5AwIY40icCPZ1z%2BC0MSlQWQLlZIXOqi3QtAlzfozS%2Fuzd%2Fw2YKM3yWg6M0FtQr%2Ff5zv1VsJefp0IXVgtRTT1QZAjTNw0kltNJdLCYgrbly36bNC5exTY2XlWTO%2Fq3giq4rIvJuAK4KBmUn%2B3AS%2FQ65ckgko5GoKRqkYR2h1XStJ7v8vrPXcCvjCa%2Fi9btaNCtaAdySUmm82lC57tTQ1Mp2La9A1xNTJ4xG%2Fr2SZvB8DD1L87If0O%2FWaCBvCEXmttaaANtCrmC4Ni9nukqlLTlopRGvfytaQN4%2BCIvAen8oNCOIRw9HhX0ljdbriXNyQIinFt03mlBNlu6Vg3vNbn8sLubWVq4Asp8DgnnUVgBI%2BdShjH8%2FrQ5bAdaFf3V0ljVR7g%2BbNSl5hu7b7gZ2A6JJN4xwFJt0vPgjWI9E6YjUc3Q10feL00Fc79TVOgRtzUsjdhryYv1PX4ry%2FID%2FniG042ayIPkEo719xwJmrkVhgICvVMYc3DoxnoMWRPXOqt0EWbNUzbEooBTGbRrp8B5Zk7K5C01dbYzhzjSo1PpbXxJLdok7s3uW1qF767NwQp%2BdZSBHl57Pw0bOqzoQ6JvxthQFn%2BH1WEfJ5TqJcalzjHInFlDq5Ehtatrs7sZEj8N2U82Mp2V%2Bp1ZwlQpSYigYDwHd7AWSDWN98%2F35bqVd6jgtikw2umDkNfAU3Mz3l1GoYeqOm2bFLJq8SPZ%2FfBKLWMEaNxHOg8ZrrQNlUEAPx5o4a2WuihHofmu1llHLCuE0dbjaTPNQLE4igwTloexadkASWgObciZ%2BekAszRrr2IWD6cfyO2v2G%2FspYp9xl0yeINbm1TeDkqXxZacP%2FMV3BhVbSu63jYEHZI3xkywkThHDiOdIkzE5E4ztaP9xDM2tNjt8a8xJDZ7%2BIORXnPqWB29T%2B8hIivhfta9%2FYLNfnBh1zZDewpGE5QmG6Qy%2FKE3MuzGC7tvnjjYO4T0JHGhT5c5Mwhktyt2SvGC2hvcP3JE%2FBCyAhveButuFmbEg%2BfDHsTU%2FPAUtXkVM5gfNxHBb8Rv%2B6pWuqOjqc2HA%2FBCXC0WnxR27UZZhMzmbdTlIl56b2Hz%2Fj3E7zUmQa219Axwg6k3bsWTKQflfw35o8zN1KXVjBVBI96RijNzNXDXMmc%2FODORzybbkY0JV0FSel3Nb3cRzQxfckoBMn0GQ6EcO3QntV9yfNF7SeATAEI9sG%2BIuPLkpoNm6p4jtk7gxwL%2BZ5L8XTfoTWFHngZx6JeMSzjXqCJTM9PFcIlTFm6eBZ9pwnQg58PJu58%2BnQaJA1%2BY5YUnh24coo%2FEqGeyp94fiE9eVHCpR47ElgslM2jDETfL3V1LdkNyVO3L7PuKJsuveztrf3w%3D%3D,10,1,2,0,0,#444260918,Thonet & Vander,Kürbis Bluetooth,NA,NA,NA,NA
15, Parlante 8 Activo Luces Leds Bateria Portatil Dimm ,2299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				44
				vendidos
			
		",(9 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 12772
		
		 sin interés
		
	

	
		",72,NA,Envío a todo el país,NA,NA,4.3,8,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-447773265-parlante-8-activo-luces-leds-bateria-portatil-dimm-_JM,5,2,0,0,1,#447773265,Xion,NA,NA,NA,3.4 kg,NA
16, Parlante Portatil Ledstar 6 Bluetooth Bateria Futuro21 Dimm ,1299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				21
				vendidos
			
		",(99 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7217
		
		 sin interés
		
	

	
		",17,NA,Envío gratis a todo el país,NA,NA,2.5,2,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-446606518-parlante-portatil-ledstar-6-bluetooth-bateria-futuro21-dimm-_JM,NA,NA,NA,NA,NA,#446606518,Bose,NA,NA,NA,NA,NA
17, Parlante Portátil Bluetooth Con Radio Fm ,650,NA,"
			
				Nuevo
			
			
				
					 - 
				
				96
				vendidos
			
		",(133 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3611
		
		 sin interés
		
	

	
		",11,NA,Entrega a acordar con el vendedor,NA,NA,4.6,7,http://perfil.mercadolibre.com.uy/MERCADOFULL82,https://articulo.mercadolibre.com.uy/MLU-455532602-parlante-portatil-bluetooth-con-radio-fm-_JM,4,3,0,0,0,#455532602,NA,NA,NA,NA,1 kg,NA
18, Parlante Barra De Sonido Bluetooth Tv Potente Calidad Smart® ,3748,NA,"
			
				Nuevo
			
			
				
					 - 
				
				65
				vendidos
			
		",(9942 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 20822
		
		 sin interés
		
	

	
		",22,NA,Envío a todo el país,NA,NA,4.8,201,http://perfil.mercadolibre.com.uy/BLACKDOGELECTRONICS,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=talMoAjWFW1LN%2FcvLgsAFEmliD3JNeyX1vHwFkPIUaZj%2BbWFiiobh3Q8jlsg7Y2VMI3bQSAzoZv1SXHvE%2Bb7dVBZtlZ5vHQJy%2Fx2rAmUtJzqQZ1eGjvWHd8D9cTWH%2FOVzHQ0H5NT7AWTi%2FHKyr7HlhcDeBpfNmiAL8%2BiF22naAZGrZQh7UbkxY72Y7xBppT9fCLZiGGEweWr23zp%2BZvMazOgXQAt7h7d3iBoWHF4z8vfNl%2BA7ihZFtKXqCMWlXNRzwu66AsFjjEk80JPsK1L08VGn8VE9UGFpF%2F32FFDsJWnBZ6FNDqScr6icsYncAujIpHORUUm%2BT9akSFl6GCgyDH5XVc6z%2Bl%2F9NrBnQ6REa4F2b8GBVukSeJHhMyMYTOUi%2Fk9Z%2BicwKH55cH6UElfaLu%2F2hGS00vikYVVtZzQF8avSL7wRcBkHCNQDN7BUlY0zpuhIJ2h232ol9r%2B9mlHNPM%2FVoaCJhuwVDKKrK6kYV99sn8y0C7eHjsFau8QQNf89BgNm0RWnnw5k%2BseYsWfvpxLAYoh8vvGOTIHu4IDV%2BWGO%2FoifSBeTksmAz71gJzNmUijKtfUVSP7Yq8soHV4WcXgEVIxiEjxSwX1YZXOA9z4yN0INSO0cLNM7vZhYLcC9%2F54N4lEfoPpqq38xqr%2FawHTYQs5xkB9csF4pYbO8fvEpmy7NEzpOjmY3bU8cUmdOeoIGgr1bYBBdr1CaZGi4cfICn%2Fa7KKir6C2PFOumogYjsWYI5aWTWsLOp%2FoD7T%2F4JVsicdAH%2FobjS8D5PC2%2FLVuf7hz4Ub2miGBgwEAkWrxWyMS04Vek4eMQvGr5Lkpyx%2F1V4bLGF83BqEIhWnQS4OAqZa9OCOTog0JNK7e4mimq8rqlnUSEyB%2FeIG14ggrh1SQzCpkJaFj2pdeSB%2BAweHXiTe7FrOaIlieJFt7Z2BmRcoMsy8flBfmZEYDGeXzw8IbdAwez4Hj%2BnoWiar5TK7VGwL8t3TcrKMMfJaa2dJ5tSW6XUkhnnoP8c5GqjiZEgTefJ7YUlbHxwrJ8ovA7R9kBQj0c4yVyP2jGOCU%2BZlyVfRiSLDHVuk5b0s30DRcN6FNwFVNOl2r2C83GCXcQCyqntG5o6UwTgZDO5ENaOoHqWLTiQJaszPLvD73HLRCagNXryCfI6hobsGDd1v9TIcC6xkpghdT9Te95g7Kd4mVLJs6xq3NKlMiBC3eHWnjI2mZfNpZDB1dlcykJL%2Bg1v%2F5gmAivVjWfF%2FbpHdxYRq4ZXk291rLJYyCd7eSpSTmeBGi6jvcqINh4ZB1hNIa94AZ4wrnYRYZZd8w%2Fp81IJll4pIVP5HHIDPibjjeZvcngjik28IfYapYvTvhTqGt8S3vPA6tvPMl8fdIrb0geQJuAKdt%2BEX%2F0s9EZwA0DOhKdMssZ0KiF5xCM33SZvh%2BHxmKcQp75MAkWsZCauBP9FUD9uzacmIfqOWOlRRi%2FsINb6LcMTuXZN56O6CDYvMQ8NPDAfC2uo9zRGZHNswSjZeXAbG%2ByNk%3D,170,25,4,1,1,#447579883,JBL,Flip 4,16 W,Activo,NA,NA
19, Parlante Kolke Kpb-160 C/microfono Inalambrico Circuit ,3204,NA,"
			
				Nuevo
			
			
				
					 - 
				
				90
				vendidos
			
		",(38 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 17800
		
		 sin interés
		
	

	
		",00,NA,Envío a todo el país,NA,NA,4.8,16,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-449889793-parlante-kolke-kpb-160-cmicrofono-inalambrico-circuit-_JM,13,2,1,0,0,#449889793,Kolke,NA,NA,NA,NA,NA
20, Parlante Bluetooth Resistente Xl Tipo Jbl Charge 3 ,1090,NA,"
			
				Nuevo
			
			
				
					 - 
				
				39
				vendidos
			
		",(79 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 6056
		
		 sin interés
		
	

	
		",56,NA,Entrega a acordar con el vendedor,NA,NA,4.7,28,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-444859109-parlante-bluetooth-resistente-xl-tipo-jbl-charge-3-_JM,21,6,1,0,0,#444859109,JBL,Charge 3,20 W,Pasivo,NA,NA
21, Parlante Portatil Bateria Kolke Bomb Inalambrico Bluetooth ,1490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				21
				vendidos
			
		",(999 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 8278
		
		 sin interés
		
	

	
		",78,NA,Envío a todo el país,NA,NA,4.0,3,http://perfil.mercadolibre.com.uy/TODOOFERTAS.UY,https://articulo.mercadolibre.com.uy/MLU-459404638-parlante-portatil-bateria-kolke-bomb-inalambrico-bluetooth-_JM,1,1,1,0,0,#459404638,Kolke,Bomb KPM-222,NA,NA,NA,NA
22, Parlante Bluetooth Resistente Tipo Jbl Charge Buenos Graves ,1090,NA,"
			
				Nuevo
			
			
				
					 - 
				
				233
				vendidos
			
		",(98 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 6056
		
		 sin interés
		
	

	
		",56,NA,Envío a todo el país,NA,NA,4.1,17,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-450615769-parlante-bluetooth-resistente-tipo-jbl-charge-buenos-graves-_JM,8,4,4,1,0,#450615769,JBL,NA,NA,NA,NA,USB
23, Parlante Flip4 Portátil Bluetooth Tipo Jbl Envío Gratis!! ,1150,NA,"
			
				Nuevo
			
			
				
					 - 
				
				20
				vendidos
			
		",(30 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 6389
		
		 sin interés
		
	

	
		",89,NA,Envío gratis a todo el país,NA,NA,4.8,201,http://perfil.mercadolibre.com.uy/YOVENTAS.COM,https://articulo.mercadolibre.com.uy/MLU-461735121-parlante-flip4-portatil-bluetooth-tipo-jbl-envio-gratis-_JM,170,25,4,1,1,#461735121,JBL,Flip 4,16 W,Activo,515 g,NA
24, Parlante Barra De Sonido Bluetooth Tv Potente Calidad Smart® ,1379,NA,"
			
				Nuevo
			
			
				
					 - 
				
				27
				vendidos
			
		",(1773 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7661
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,4.7,3,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-455224414-parlante-barra-de-sonido-bluetooth-tv-potente-calidad-smart-_JM,2,1,0,0,0,#455224414,NA,NA,NA,NA,NA,NA
25, Parlante Kolke Fiesta Plus 15 250w Rms Portátil Bat Mic Loi ,89,129,"
			
			
				
				11
				vendidos
			
		",(9988 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 17513
		
		 sin interés
		
	

	
		",13,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-464025871-parlante-kolke-fiesta-plus-15-250w-rms-portatil-bat-mic-loi-_JM,NA,NA,NA,NA,NA,#464025871,Kolke,NA,NA,NA,NA,NA
26, Parlante Bluetooth Jbl Charge 4 Resistente Al Agua ,6700,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(13 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 37222
		
		 sin interés
		
	

	
		",22,NA,Envío gratis a todo el país,NA,NA,4.7,43,http://perfil.mercadolibre.com.uy/URU-MARKET,https://articulo.mercadolibre.com.uy/MLU-460591460-parlante-bluetooth-jbl-charge-4-resistente-al-agua-_JM,35,7,0,0,1,#460591460,JBL,Charge 4,30 W,Activo,965 g,NA
27, Home Parlantes Subwoofer Bluetooth Usd Sd Fm Tv Klip Xtreme ,6499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				49
				vendidos
			
		",(451 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 36106
		
		 sin interés
		
	

	
		",06,NA,Envío a todo el país,NA,NA,5.0,3,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-457207165-home-parlantes-subwoofer-bluetooth-usd-sd-fm-tv-klip-xtreme-_JM,3,0,0,0,0,#457207165,NA,NA,NA,NA,NA,NA
28, Parlante Jbl Go 2 Bluetooth Resistente Al Agua Oferta Loi ,1479,1899,"
			
			
				
				19
				vendidos
			
		",(5994 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 8217
		
		 sin interés
		
	

	
		",17,NA,Envío a todo el país,NA,NA,4.8,212,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462202467-parlante-jbl-go-2-bluetooth-resistente-al-agua-oferta-loi-_JM,180,29,1,2,0,#462202467,JBL,GO 2,3 W,Activo,NA,USB
29, Parlante Equipo Audio Sony V81 Alta Potencia Bluetooth Pcm ,859,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(998 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1.69032
		
		 sin interés
		
	

	
		",32,NA,Envío a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/PCM+URUGUAY-SA,https://articulo.mercadolibre.com.uy/MLU-458268876-parlante-equipo-audio-sony-v81-alta-potencia-bluetooth-pcm-_JM,NA,NA,NA,NA,NA,#458268876,Sony,NA,NA,NA,NA,NA
30, Parlante Bluetooth Portatil Excelente Sonido Resistente Agua ,990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				58
				vendidos
			
		",(442 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 5500
		
		 sin interés
		
	

	
		",00,NA,Entrega a acordar con el vendedor,NA,NA,4.2,9,http://perfil.mercadolibre.com.uy/ACCESOPC3000,https://articulo.mercadolibre.com.uy/MLU-452263084-parlante-bluetooth-portatil-excelente-sonido-resistente-agua-_JM,6,0,2,1,0,#452263084,NA,NA,NA,NA,NA,NA
31, Parlante Jbl Charge 3 Bluetooth Potencia Y Calidad Loi ,6299,7043,"
			
			
				
				110
				vendidos
			
		",(994 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 34994
		
		 sin interés
		
	

	
		",94,NA,Envío a todo el país,NA,NA,4.7,28,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-459217384-parlante-jbl-charge-3-bluetooth-potencia-y-calidad-loi-_JM,21,6,1,0,0,#459217384,JBL,Charge 3,20 W,Pasivo,NA,NA
32, Parlante Bluetooth Jbl Flip 4 Nuevos Garantidos ,4190,NA,"
			
				Nuevo
			
			
				
					 - 
				
				118
				vendidos
			
		",(911 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 23278
		
		 sin interés
		
	

	
		",78,NA,Envío gratis a todo el país,NA,NA,4.8,201,http://perfil.mercadolibre.com.uy/URU-MARKET,https://articulo.mercadolibre.com.uy/MLU-450357543-parlante-bluetooth-jbl-flip-4-nuevos-garantidos-_JM,170,25,4,1,1,#450357543,JBL,Flip 4,16 W,Activo,515 g,NA
33, Parlante 2.0 Bluetooth Tienda Oficial Thonet & Vander Kürbis ,245,NA,"
			
			
				
				92
				vendidos
			
		",(13 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 48211
		
		 sin interés
		
	

	
		",11,NA,Envío gratis a todo el país,NA,NA,4.6,13,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://articulo.mercadolibre.com.uy/MLU-444260918-parlante-20-bluetooth-tienda-oficial-thonet-vander-kurbis-_JM,10,1,2,0,0,#444260918,Thonet & Vander,Kürbis Bluetooth,NA,NA,NA,NA
34, Parlante Portátil Bluetooth Aluminio ,350,NA,"
			
				Nuevo
			
			
				
					 - 
				
				33
				vendidos
			
		",(67 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1944
		
		 sin interés
		
	

	
		",44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MERCADOFULL82,https://articulo.mercadolibre.com.uy/MLU-455532785-parlante-portatil-bluetooth-aluminio-_JM,NA,NA,NA,NA,NA,#455532785,NA,NA,NA,NA,NA,NA
