search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material,Fabricante
11, Funda Marmol Arcoiris Sujetador iPhone 6 7 8 Plus Xr Xs Max ,350,NA,"
			
				Nuevo
			
			
				
					 - 
				
				391
				vendidos
			
		",(16 disponibles),"
	
		
			
		

		18 meses de
		
			
				$ 1944

			 sin intereses
			
		
	


	
		",44,NA,Envío gratis,Devolución gratis,Tienes 10 días desde que lo recibes,4.4,7,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-664915099-funda-marmol-sujetador-pompon-iphone-6-7-8-plus-x-xr-xs-max-_JM,6,0,0,0,1,#664915099,Apple,iPhone 6 6s 7 8 Plus X XR XS MAX,iPhoneMX,Marmol con Pop Sujetador de Diamantes y Correa colguije Pon Pon Pom Pom Peluche Piel piedras arcoiris diamante sujetador tornasol galaxia marble negra blanca sock lila morada dama caballero niño niña mujer hombre love chupon mayoreo lote negocio promocion,Case Protector bumper piedras,Goma Rigida Brillosa,NA
12, Funda Brazo Deportivo Ejercicio Correr iPhone 6 7 8 Plus Max ,150,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1737
				vendidos
			
		",(1693 disponibles),"
	
		
			
		

		12 meses de
		
			
				$ 1482

			 sin intereses
			
		
	


	
		",82,NA,Envío gratis a todo el país,Devolución gratis,Tienes 10 días desde que lo recibes,4.5,117,https://perfil.mercadolibre.com.mx/UNIVERSO.EN.LINEA,https://articulo.mercadolibre.com.mx/MLM-565235374-funda-homero-simpson-iphone-5-5s-se-6-6s-7-8-plus-x-_JM,83,21,5,6,2,#565235374,Apple,iPhone,Apple,"Iphone 5, 5s, Se 6, 6s, 7, 7 Plus",NA,TPU/Policarbonato,Funda Homero Simpson
13, Funda Antigolpes iPhone 5s Se 6 6s 6s+ 7 7+ 8 8+ iPhone X/xs ,189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5023
				vendidos
			
		",(39 disponibles),"
	
		
			
		

		18 meses de
		
			
				$ 1050

			 sin intereses
			
		
	


	
		",50,NA,Envío gratis,Devolución gratis,Tienes 10 días desde que lo recibes,4.5,317,https://perfil.mercadolibre.com.mx/VIGU+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-588207953-funda-360-iphone-6-6-plus-7-7-plus-8-8-plus-x-cristal-_JM?searchVariation=32480729953,230,55,16,8,8,#588207953,Apple,iPhone,360,360°,360,Plástico,VIGU
14, Funda Apple iPhone 8 - Nillkin Magic Case Magnética ,349,NA,"
			
				Nuevo
			
			
				
					 - 
				
				591
				vendidos
			
		",(73 disponibles),"
	
		
			
		

		18 meses de
		
			
				$ 1939

			 sin intereses
			
		
	


	
		",39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 10 días desde que lo recibes,4.7,30,https://perfil.mercadolibre.com.mx/APPLENEXT,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=XU%2Ft8%2F%2FtYZ4az0d3S%2BrUNTQWHM61Tz1lInq%2F%2BXcVhK1WkSA%2FRuKYLC0mNgmGFCtKpaGMQSxTqXbBZkLEMH2uC1KfSInPhmR978G7tguxHavQi3kd%2F9ZAFZEcR9SxJxsA4EhDDS1HThpeqKFM3WaAfgG3ZFUHNRsUxiFHmjT8bVJTPXH4BVCK62JoLmuDH046zcWaI46DtnAx8oibUkuF8wIruKTLgogqIyxp94g9K%2FlEbBp9Ku1TAu17WiHqd9qSxA2jHWW8I0pFLa3wSVQ1YCvwDc4%2FqdylPejZ%2BBsODDmTL0mBh6CJh%2Fp%2FVmnGCN21BgOS3PHgiA2XVYOuFHlji9eY%2FxcTDDEr6o9xiZJaOkyISt4%2BHmaf849BCka95QFCod%2FTzbTyzcckx5RfyHCQcfdh203RKaE6Q9fBMBtEP5EM41HBe1dhNCez0vRITr4bLHBzWhIEtngwuMrhZm803n%2Fvgsze7Sny1%2BVSaNL5vU8dC6EZ%2F3xn7pC5amTmB5CQ36mlUIQoPt%2FSki4zAqwvvOltUPM2ixzKs7OAKVV1%2FMRl%2B%2B1P5Wp7qFzXBQB0AhZgJ5Z7pgkxfWZIErBq%2BVIUfqrg2keJfy7w8BXApNLpl4VIdPWd6uvPgY0WiFhBQgKksPiyiANfzftpfxNl4QklDG62rSRxYR0tsQdUsOr9z7%2Bq3mvV7HedzbCcKkXSzFNNc%2FpN6wOTcjl6GE%2BlNeIkJ9n215BrYYna4H7ujJwNkaVtGgIFZ4ih8XxLsVGekoQceHFBMRy%2Bv0iUrlK3zXdGRX7Oj0lAtpmotvCXlIZ3S9rpMKqvE%2FMUYjidSEg19BMJvJzibRqvtg7mEN9iq3%2BHWNCF66Fy%2B%2FbK%2BxIwoDlGNpPYk1pwCPrSOSrODeE36UvhfBcad9UZmN5OTxcoM%2FLYJXKKyAXWzZRXnGp9tHyqq0KYZhtOJiwV8AIqG8gPov%2F6IiU7StLlXJYkNFi2Cxy9voHyNoiratPZ3KQRgIFs9NNKMeQXzGSAfJP%2Fcx6V%2Bku8jlayM5sDVkGGb1lZ4%2Ftl9MhjqhmRzwBYDch5hTjHRAHeolqkm4gxaijsfPW4kr1emrsYVMM%2BKhreUWpH%2Bg61HK7DrlTphMAeV10rTVXTauWYAyw%2Biz0FSCcIDpTH%2By5Ss0h%2FZwP30yJLnbBigfwTXZ4A9HujmmN2wAbNaOJkRXQGTYlA1tpEqIr39M5QthJCQc4sHQxz6vLGgXRi8%2FN%2FkI5IamaPjjLMtCAXiCUaP%2BDTs6LUqvKQWZGAtgn5c0Lr7KkklcErMOggeTQSEWx0C%2F0f8Xoty0Q%2BrQEfi0mpYnU8e%2FeJeEgfi2yQl1hxvjnYa6T0mi%2BRPpgA49Dq3uAU3V%2FGkegE4kfLHxhXsUG7%2BSXyH9b%2BfjMhWqulPrUl2yjTiRQkEyMMFJe9g73cp%2F6ht5OxFv5556LIErvgvWoImwSHDdSbIM7hLiru%2Bcn9RiG%2BzS5BxCAQ%2BvENKTZ%2B%2F5ZGu736PLGD0x%2F36aSJdqpOWXpPqCfjCfC5pljx848bOW5wJ5VJMnNyiwwnurevWhkdJJaRTlOaa0sKvlocGuDdZQhoVkh25BN8dbNJUzK1Rby6Tx%2B7Ujdu2Mkq5NTXlt1cwOMFpu0XCWI%3D,23,4,3,0,0,#608709459,Apple,"iPhone 7, iPhone 7 Plus, iPhone 8,  iPhone 8 plus",AppleNext,Bumper Case Antigolpes,Bumper con Mica Trasera de Policarbonato,TPU Rigido / Policarbonato,Applenext
15, Funda iPhone 5/5s/se 6 6s 7 8 X Y Plus Xs Max Xr + Regalo ,149,NA,"
			
				Nuevo
			
			
				
					 - 
				
				521
				vendidos
			
		",(100 disponibles),"
	
		
			
		

		18 meses de
		
			
				$ 828

			 sin intereses
			
		
	


	
		",28,NA,Envío gratis,Devolución gratis,Tienes 10 días desde que lo recibes,4.7,23,https://perfil.mercadolibre.com.mx/PILILASTEAM,https://articulo.mercadolibre.com.mx/MLM-606306839-funda-case-360-iphone-8-8-plus-7-7-plus-vidrio-9-h-_JM?searchVariation=33466514147,19,2,2,0,0,#606306839,Apple,"IPHONE 7, IPHONE 7 PLUS",360,iPhone,360,Plástico,IPHONE
16, Case Diamantes Con Pop Pompon iPhone 5 6 7 8 Plus Xr Xs Max ,15,NA,"
			
				Nuevo
			
			
				
					 - 
				
				583
				vendidos
			
		",(36 disponibles),"
	
		
			
		

		12 meses de
		
			
				$ 148

			 sin intereses
			
		
	


	
		",48,Envío a todo el país,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ELECTRO-GLOW,https://articulo.mercadolibre.com.mx/MLM-635179726-funda-contra-agua-manos-libres-iphone-huawei-sumergible-_JM?searchVariation=34375804875,NA,NA,NA,NA,NA,#635179726,Apple,Iphone 8,Electro Glow,Sumergible,Impermeable,Plástico,Electro Glow
17, iPhone Case Funda Protector Para iPhone Tipo Gucci ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				366
				vendidos
			
		",(774 disponibles),"
	
		
			
		

		18 meses de
		
			
				$ 328

			 sin intereses
			
		
	


	
		",28,Envío a todo el país,NA,Devolución gratis,Tienes 10 días desde que lo recibes,4.7,16,https://perfil.mercadolibre.com.mx/UNIVERSO.EN.LINEA,https://articulo.mercadolibre.com.mx/MLM-571110042-case-proteccion-tpu-360-iphone-5-6-plus-7-plus-8-8-plus-full-_JM,13,1,2,0,0,#571110042,Apple,iPhone,Universo en Linea,Funda tpu 360,Tpu,TPU,China
18, Funda Case Diamante 3d Relieve iPhone 6 7 8 Plus X Xr Xs Max ,200,NA,"
			
				Nuevo
			
			
				
					 - 
				
				373
				vendidos
			
		",(130 disponibles),"
	
		
			
		

		18 meses de
		
			
				$ 1111

			 sin intereses
			
		
	


	
		",11,NA,Envío gratis,Devolución gratis,Tienes 10 días desde que lo recibes,4.8,6,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-641222385-funda-brazo-deportivo-ejercicio-correr-iphone-6-7-8-plus-max-_JM?searchVariation=33938134997,5,1,0,0,0,#641222385,Apple,iPhone 4 5 5S SE 6S 5C 6 7 8 Plus X XR XS Max Galaxy S2 S3 S4 S5 S6 S7 Edge S8 Plus S9 Note 2 3 4 5 6 7 8 9 J1 J2 J3 J4 J5 J6 J7 J8 J9 A1 A2 A3 A4 A5 A6 A7 A8 A9 2016 2017 2018 Grand Prime Moto G G2 G3 G4 G5 Stylus LG PRO LITE HUAWEI P20 MATE 20 PRO S10 +,iPhoneMX,GYM Brazalete correr deportes bici bicicleta maraton 21k 42k 10k 5k ejercicio pesas musica banda sport gym atleta velcro para celular universal gimnasio mp3 cel deporte extremo porta deportivo lote mayoreo negocio hombre mujer dama caballero,bumper case protector,elastico con plastico neopreno y velcro,NA
19, Funda Cerdito 3d Pop Puerquito iPhone 6 7 8 Plus X Xr Xs Max ,179,NA,"
			
				Nuevo
			
			
				
					 - 
				
				245
				vendidos
			
		",1,"
	
		
			
		

		18 meses de
		
			
				$ 994

			 sin intereses
			
		
	


	
		",94,NA,Envío gratis,Devolución gratis,Tienes 10 días desde que lo recibes,4.8,8,https://perfil.mercadolibre.com.mx/TODO+FUNDA,https://articulo.mercadolibre.com.mx/MLM-622794683-funda-uso-rudo-transparente-air-cushion-i-iphone-7-8-_JM,7,0,1,0,0,#622794683,Apple,iPhone 7 | iPhone 8,Solozen,Air Cushion,jelly case,Silicona,Atti
20, Funda Ultra Slim Silicon iPhone 6/7/8/ Plus X +cristal Temp. ,299,NA,"
			
			
				
				54
				vendidos
			
		",(7 disponibles),"
	
		
			
		

		12 meses de
		
			
				$ 2954

			 sin intereses
			
		
	


	
		",54,NA,Envío gratis,Devolución gratis,Tienes 10 días desde que lo recibes,5.0,2,https://perfil.mercadolibre.com.mx/DEWESI_OFICIALES?brandId=938,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=M4lsDOnnFJ1a08Dmyve8sz4hFZn%2F0PUNYVcN%2BpGV7DhoclHSbRBszSquuHae04dTMrZ92mCV%2Fif%2FRkXQKSf6rsnMO7T9w%2FZckcAMaHVoV0bXHpAMlk8izMTtOzMb4sWZFoaSvjy2EBMS%2FTLNx4svUsqTV%2BZWAwPch5fjy9tDRjmxw9PU6f%2FDOIQwt59tpGtv84ykzZplZ8ocWIPLPOT%2Bam%2FOo4Q3iHdFvAKWNw%2FC5gr8PTWZkYRE9SNkvhsPS2v58NhCkz68sc9a%2Fq3S6O%2FmbPkn59GEF%2BWsR43zGN1bGAoPbdLcRf%2FeKCVkXIXshfmOIjjs327038kZnz%2B4whcITc0G7GJsp6VmsRRtc0jOoa%2FOlHvTlJf38QKZnP495PBWCSvEhUnLZPQEfLZp6CP71U5sgPUY3P5xKV8IQAFCmWEamfPhpDgxcSpyhuzf%2FowFG%2FzL6qHL68YTW0yNxUZieUSGGiZSDHNd3gbXqVLffKz7W0uJK5DAA%2BtwK6X98qXzGmEwGMi0Ow%2FEgs1b0YtsKmqGbZaXDXjl%2Bspj0IxXAQahMNgaA0gH7iSSdbezlMBs%2Bo1beY5NFW3P6Gz0btPf881vi5gSsnGr7nkOwgu8mkFR9%2FzMHWJQc44OuTWpvPHYCoJplHZ2cWALWc4mYxvf7ISikm0Pick7O9UlJ%2FO1YM1BwGfkiSEzi74H%2Beozwg62kD456YqbW%2BI5yWZn8lizIHiZ62D1gqKglzY6FHYaKtgWvFs8wj45rnGR1b9iF9j9Y7fxidsvPdYt344eg0Y%2Fhdis%2BmPkGAcMeDYzyw5kkqQkhNA3lKOP6aW%2Bu4Lo1bcLa3nrBtzHnbr9KWzAx7qRimQ7Lmb61SJ4hTkjdEhd%2BYJTVFeDPS4uQvQYMpgVZnzZrF6Wr%2BgwxJ5QaJ503zVVIwCbYYZCNLzVIlFHun3J04DNMv4JyT70k%2B3royFt%2BY5RHV1JOr8fLptf%2FD2I7C69VgGAM3irgtC%2BG7dJFI8Y%2FmeC9gQuTD6aWDJuPTs0Br4VZTpBDho6j%2F0D6pxxcCyW6Hyf7XhikSXE4YtNfp05VvErqp9RaVqZ%2F3%2FwF1guJ9pWA%2FgpvCSxWhueOMBtytxwzxgFBcvU5nANPGM3GR9biLAMmTOtjv91DCo4rbi2qS2CaVJcKlSBxRj8db0o3dbVRsOjfNxpgULf8HfsQGXo%2BJfXsJuAlYl1t1kzvuFXmKU1IpxYxRi2mLlc4YckqFL9DajDF4kEsPhpeA1YSADZRimmwLNqWAo4dc1NylXMyeOZlc%2FORqsBW474VHr0lYWh43Rh7DDY7ZFjEikZmciL2HDWJI7JZumWshzt17pi3rxyx4Jpngx6VGtwZncOhO9vnhiu6GxW8aCtbmT2RYxJa8tisqocBETXZxT9%2BcZt6tfhGLLSP%2F4JO7Gl9FIPQC%2FgqV%2BsK5bERbNL6%2F743pAH4Kqzs0Rl3OyVk2i8%2Bo3gQw46CHxJjEMOZspDGpyxNbaTuzcCteaUTyykMumx5I%2FnaqRnL3CgqotSJyYdemysTYJV%2BsVNXMB8e9fR1k61aLw%2Fv4CCakbYtphT7Hgu%2F%2BgKz%2FVqGJulSNayBgZ74DnX2WuykHhQYKl9APYiraSZOURYkA6t,NA,NA,NA,NA,NA,#592289250,Apple,iPhone 7,Nillkin,Fusion,Rigida,Plástico,Nillkin
21, Funda Marmol Diamant Sujetador iPhone 6 7 8 Plus X Xr Xs Max ,526,598,"
			
				Nuevo
			
			
				
					 - 
				
				2028
				vendidos
			
		",(118 disponibles),"
	
		
			
		

		18 meses de
		
			
				$ 2924

			 sin intereses
			
		
	


	
		",24,NA,Envío gratis,Devolución gratis,Tienes 10 días desde que lo recibes,4.6,195,https://perfil.mercadolibre.com.mx/PISITOU+TEAM,https://articulo.mercadolibre.com.mx/MLM-570541469-funda-bumper-survivor-iphone-8-8-plus-7-7-plus-6-6-_JM?searchVariation=19639165853,141,37,8,4,5,#570541469,Apple,"IPHONE 7 Y IPHONE 7 PLUS, IPHONE 6,6PLUS, 6S, 6S PLUS",PARA IPHONE,"IPHONE X, 8, 8 PLUS, 7  Y IPHONE 7 PLUS, 6, 6 PLUS, 6S. 6S PLUS",SURVIVOR,Aluminio,PARA IPHONE
22," Funda Case 360° iPhone 8, 8 Plus, 7, 7 Plus, 6, 6s, 6+, X ",120,NA,"
			
				Nuevo
			
			
				
					 - 
				
				406
				vendidos
			
		",(178 disponibles),"
	
		
			
		

		18 meses de
		
			
				$ 667

			 sin intereses
			
		
	


	
		",67,NA,Envío gratis,Devolución gratis,Tienes 10 días desde que lo recibes,4.3,20,https://perfil.mercadolibre.com.mx/IMPOR.MEX,https://articulo.mercadolibre.com.mx/MLM-566115766-funda-iphone-x-iphone-8-plus-iphone-7-plus-iphone-6-plus-_JM?searchVariation=24517211188,13,2,3,2,0,#566115766,Apple,iPhone,Genérico,Trasera,Transparente,Aluminio,Apple
