search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Marca del celular
14, Carcasa Funda Estuche iPhone ,20.000,NA,0,1,12 cuotas,NA,Envío a nivel nacional,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MLOKEDO,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=I8qqx2IvC%2B6vZT75rJNlPznGjGpO2gqJO6YL5PeM1v6AWYi6mSJX93vZmmZomzlZBKBM1mMVu%2FTFzVp5YEZmqDIBIXWnaT%2Bj1HIl9MwPTFtvJZ65XWstQSj1CFAHMCpgXkJAGjzY6k30E2jCHEbNVJjTU7xOI9oxnX1cN5uBJhwHlQQEM6LnoTHlQ%2FryMlgFX8C0bsRbCzY%2FUzC9FKYhTauGNjlxN6du6e9P4ir%2B69ST9cdye9nl2xziDRywG0jpUhswaHQnss%2FybE7tUBV7me23vK%2BYB%2FluZS1I7XOSWEd1QLRFKdNRfV1HXW%2FQZ0HMelLE5D%2BT9lt9c7h1bpLD1twJkFghq3alS32qFs%2FP%2BzCtpxJ7uAoIsCRKYV29Gj%2B5Q%2FhE3U3fPNy%2BzxzqlnTuCyL180YTLjWK%2BP0dE0epeXU0FYGdqIiRzJuNRqA22%2BtHvCtD1HWUmfF04nQj6dizaJobCCgTyxyq6dW6isS6%2FH312L7sB5ZyfxUnSrlc9WDFMa7qDzQsPZ86c5N1xtF8xI0xL9DK50MS%2Bwo6TnT67flOAckPLWR22YRqRZuBpaaBKOBaoIdmFWtSafyyqijyDij%2B4iXg5NMT12bmgmlNk%2FekOvjG2NoqoR2ycuLSm3Zg%2BUzLv1Ldla%2FyPs%2FEO1NQgYh%2F3RsUQM7zN1HCfj%2FG1%2FQkQ5wGhdkH%2BoxlXc1idKHlV0bjJ3BwpK8ziSE%2FQVrE%2BA25PE%2BpLBpvhvtlGYXVwxO%2FzV%2BYGDgVMHfN5QUEKauYJwl7MPc6DqCwZ5btRT1olLXkyO1fRsBHslNJF5EDYYbDoY1Y8YJMuq9U8DTQ6P%2Fj2B8Lod3TGLxaZ8USiuGAkR%2FnqTeNdqBt99GsPSX%2FrKww88gqbXCTH0oguFMR0wUdC93RnuL315JLKTWQWnnTyfqgDyul4bsy3tPpC7XioLTRzTuueL7pcBwlRbnTL2hPZKHWZROp5HJNHQZh2NcsetT7ONIZF5P1KtNcuAogmlrdxhbdrcVx9BEiStsnn4l0IwckrRm37e%2FYpXCVlC44HhuXt7lOgzEWfe7QpO9jYn7SEjR3BtZaBvu7vYmvU0E9OmHd23SKoCx1mxN3BhrflGVp2IhosT3h%2BjEbPEeK0NTuGUBSfJNZG7iKzZ0vM64ad4fKBYe4UC3mBZlqCMxuIJWWxl%2B6%2BE9Tpv9lJwTksw5ZTj3wCQis%2BowMbZc%2FPDFuHpLN%2BU2pL%2FahnHagAsOqTfTWdGQx811pIWzLnmm%2FaFFomEiVd3B5IIWQjqXWIqb5ug3Q1DkIbhJ4cX5ljj%2B9wyabyxzUh8kiMU6k8E1QJp8CZaJtIqOa9R519OTRNVmQ7gPCfC%2FqWpYeA68JDDSwcOslouMU6uX6exmwmeCtEG4ZzOHZc5Q4Am%2BsyVeTYiFZnso%3D,NA,NA,NA,NA,NA,#517933452,NA,NA,NA
15, Funda Piel Lujo Frances Noreve (f) Apple Iphone 8 Plus ,225.000,NA,0,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CALLE+DEL.COMERCIO,https://articulo.mercadolibre.com.co/MCO-494723863-funda-piel-lujo-frances-noreve-f-apple-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#494723863,NA,NA,NA
16, Funda Piel Lujo Frances Noreve (v) Apple Iphone 8 Plus ,255.000,NA,0,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CALLE+DEL.COMERCIO,https://articulo.mercadolibre.com.co/MCO-497981672-funda-piel-lujo-frances-noreve-v-apple-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#497981672,NA,NA,NA
17, Funda Piel Lujo Frances Noreve (l) Apple Iphone 8 Plus ,265.000,NA,0,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CALLE+DEL.COMERCIO,https://articulo.mercadolibre.com.co/MCO-494723843-funda-piel-lujo-frances-noreve-l-apple-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#494723843,NA,NA,NA
18, Funda Protectora Tpu iPhone 8 ,15.000,NA,0,12,12 cuotas,NA,Envío a nivel nacional,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COOLCASESTORE,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=QXHYEwuFjWBuettZcXFVaSCcMPED9osSXPRTAh0gWRM6HipICZC10dxVsnhNnHdeDue2nZaeJs%2F3m8Xha1jf75T%2BHSW7YSuxk6JKvo34l5IMDFObJPw7KY4Q7WM9PBbiz5QF36IBx1TmZAUysCdw%2BMLUPTL6BYzywwAccDu9DQFuXZ6SqKYrzSihtpwIAtbhKfax%2FUVkfkaH%2FuU7C4LBR3vJ0aXHnyWh3DTpBGsFRnO7HXT6PLS177fSdNz04Y04%2B58u0XFoEHwqgFjgHmtxFb4%2BmjM8HLJcBdSSlF8sZtvTesF9tmhL9i6pp%2BzNmi9wDqz4c1Qyroc4%2BXM02aXix%2BW9Bf00CsD6Jo%2BBjo5eoYHsZEL3CI0yZOzKbYUgATL16ke22yBeQHkCJiVUB6YHiLg7DKJykywdmttws9iSWk%2FO8%2BlNphJebFSqDDq3aZO2xW8eU6zCA7ar%2FUQMfuvvEs2pdxi%2BylaFFcdMs2O2IpfHiNcnALdHKXkqxf8Y3W1Z%2BvzPLg7nbq72d3mHQtfwVJ4N5J10cpvDRELx3WQFZT0WlIip3mnbk9O%2B8VYBdOKqQ3kXuS%2Bc45UeB1Zu1SH0SYmtlun9pVPRmQ3dtUQWNRmyTp7Vl2cyG%2BjtVY8CBoX%2BbxjaqfD80H4yUd%2B4LSFf8Ni2ftVkmfLNuxRYHJz9mC0tpl9UlgIDYdkw3AWZmBI8RaKNzYz6zdkXuggr%2Bi77%2FvxIOIwLxUsrh%2BL0MA0muqKgJKT%2F7k8M%2FKoY1pUZIkVZwkL9e6ac4vNXaV1EpAt%2F5UcUjt07I83MO2Mr22Nvd8f0%2FgzLnSGvZAUs5xI5M4zzEiEu6JapdBMHvfc9P%2F8LMCHLfhMyOo7Upnw5sQqtK%2FNCCU7IYp9pqBVYefKZDzEWNlpwOZME%2Bfh3we70kjIeA1JT4zN68whBj08%2Bs5RTO%2FuvDSKVcFES3QB1fK4gyUlo4HOurXc4Q2zvYeOVUlpclQxcTrdl2z%2FJabJES8duflV2%2B0d4blvh0zUJShTwbI2dUWcX4tmM%2FkeIvg6IuL2xCm6wOVlBN271B4d1G58AAjstiM4Of1mGS%2BSvt9tSiyjrmTODL%2Bl60GF0nIYyl77tFFNHDIv6rhl74VOADINuvWGYqD5oAfk1p%2BOqWfBmnA205HSUOUeQy0VIJ2WvK1jBN7xRnYwvcEduFqQmShqH%2Fuzq9ih9d8iIhU4tE%2FOQ2WAnkyWlphDZWMwEQbTZiM2Zed1UPo8EwPlb3bbT6k47EGxIzKCBvcAMBw8Qhms8uRNCBy50LfA3v6bR0TNM8uD3%2F%2Bq%2BLItincoHFWJR0dZgoSBYU8V7U6nFKbeTDSLJ7WI12UL1E8ULhBY5%2BZcs6YdSNQRqu8HR%2B8Dggblnx7ZgOd8KCAF7%2FvCP7UXS7YzPS2eyUZ16,NA,NA,NA,NA,NA,#489914157,NA,NA,iPhone
19, Funda Piel Lujo Frances Noreve (h) Apple Iphone 8 Plus ,255.000,NA,0,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CALLE+DEL.COMERCIO,https://articulo.mercadolibre.com.co/MCO-494723905-funda-piel-lujo-frances-noreve-h-apple-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#494723905,NA,NA,NA
20, Funda Piel Lujo Frances Noreve (h) Apple Iphone 8 ,255.000,NA,0,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CALLE+DEL.COMERCIO,https://articulo.mercadolibre.com.co/MCO-494724012-funda-piel-lujo-frances-noreve-h-apple-iphone-8-_JM,NA,NA,NA,NA,NA,#494724012,NA,NA,NA
21, Estuche Funda Forro Otterbox iPhone 8/7 Plus Statement Negro ,139.900,NA,0,10,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BELMUZ+GROUP,https://articulo.mercadolibre.com.co/MCO-496031857-estuche-funda-forro-otterbox-iphone-87-plus-statement-negro-_JM,NA,NA,NA,NA,NA,#496031857,NA,NA,NA
22, Estuche Funda Forro Otterbox iPhone 8/7 Statement Seri Negro ,139.900,NA,0,10,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BELMUZ+GROUP,https://articulo.mercadolibre.com.co/MCO-491790453-estuche-funda-forro-otterbox-iphone-87-statement-seri-negro-_JM,NA,NA,NA,NA,NA,#491790453,NA,NA,NA
23, Funda Piel Lujo Frances Noreve (e) Apple Iphone 8 Plus ,225.000,NA,0,6,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CALLE+DEL.COMERCIO,https://articulo.mercadolibre.com.co/MCO-494723888-funda-piel-lujo-frances-noreve-e-apple-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#494723888,NA,NA,NA
24, Funda Antichoque Para iPhone X - 7/8 - 7/8 Plus - Blanco ,40.300,NA,2,276,12 cuotas,NA,Envío a nivel nacional,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/PHONETIFYTIENDAONLINE,https://articulo.mercadolibre.com.co/MCO-483212381-funda-antichoque-para-iphone-x-78-78-plus-blanco-_JM?searchVariation=38918484473,NA,NA,NA,NA,NA,#483212381,Apple,NA,Apple
25, Funda Protectora Tpu iPhone 8 ,15.000,NA,0,12,12 cuotas,NA,Envío a nivel nacional,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COOLCASESTORE,https://articulo.mercadolibre.com.co/MCO-489914157-funda-protectora-tpu-iphone-8-_JM,NA,NA,NA,NA,NA,#489914157,NA,NA,iPhone
26, Estuche Protector Funda Iphone 8 Transparente Silicona ,14.900,NA,0,1000,12 cuotas,NA,Envío a nivel nacional,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/APPSTORENLINEA,https://articulo.mercadolibre.com.co/MCO-508957711-estuche-protector-funda-iphone-8-transparente-silicona-_JM,NA,NA,NA,NA,NA,#508957711,NA,NA,NA
27, Bomea Resistente Nylon iPhone 8 6 6s 7 Funda De Bolsa ,77.900,NA,0,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DECOMPRAS.CO,https://articulo.mercadolibre.com.co/MCO-505765595-bomea-resistente-nylon-iphone-8-6-6s-7-funda-de-bolsa-_JM,NA,NA,NA,NA,NA,#505765595,NA,NA,NA
28, Fundas De Silicona Para Iphone 8 Y 8 Plus ,25.000,NA,0,12,36 cuotas,NA,Envío a nivel nacional,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SEBASTEANO,https://articulo.mercadolibre.com.co/MCO-495735959-fundas-de-silicona-para-iphone-8-y-8-plus-_JM,NA,NA,NA,NA,NA,#495735959,NA,NA,NA
29, Funda / Estuche / Case En Cuero Para iPhone 8/7 Plus ,150.000,NA,0,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/POSADAFERNANDO51,https://articulo.mercadolibre.com.co/MCO-459137892-funda-estuche-case-en-cuero-para-iphone-87-plus-_JM,NA,NA,NA,NA,NA,#459137892,NA,NA,NA
30, Funda Spigen Thin Fit iPhone 8 Plus / iPhone 7 Plus Con Supe ,88.900,NA,0,5,12 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-467949181-funda-spigen-thin-fit-iphone-8-plus-iphone-7-plus-con-supe-_JM,NA,NA,NA,NA,NA,#467949181,NA,NA,NA
31, Funda Transparente iPhone 8 Plus (muestra Tu Nuevo iPhone Ap ,88.900,NA,6,5,12 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-458402093-funda-transparente-iphone-8-plus-muestra-tu-nuevo-iphone-ap-_JM,NA,NA,NA,NA,NA,#458402093,NA,NA,iPhone
32," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Clayco [serie Her ",112.955,NA,0,10,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CARBONTECH,https://articulo.mercadolibre.com.co/MCO-484786771-funda-iphone-8-plus-funda-iphone-7-plus-clayco-serie-her-_JM,NA,NA,NA,NA,NA,#484786771,Clayco,CL-IPH8P-HRA-RG,NA
33," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda Rígida Slim ",88.900,NA,0,5,12 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-463244431-funda-iphone-7-plus-funda-iphone-8-plus-funda-rigida-slim-_JM,NA,NA,NA,NA,NA,#463244431,NA,NA,NA
34, Ferrari iPhone 8 Y iPhone 7 Funda Por Teléfono Celular Colo ,198.990,NA,0,12,12 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SKYJOB,https://articulo.mercadolibre.com.co/MCO-494327442-ferrari-iphone-8-y-iphone-7-funda-por-telefono-celular-colo-_JM,NA,NA,NA,NA,NA,#494327442,CG Mobile,NA,NA
35, Funda Under Armour Ua Protect Arsenal Para iPhone 8 Plus - I ,208.990,NA,0,12,12 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CABRALESCARDENASSAMIR,https://articulo.mercadolibre.com.co/MCO-514870615-funda-under-armour-ua-protect-arsenal-para-iphone-8-plus-i-_JM,NA,NA,NA,NA,NA,#514870615,Under Armour,UAIPH-010-BLKR,NA
36," Funda De Billetera Para iPhone 8 Plus, 7 Plus, 6 Plus Y 6s P ",88.900,NA,0,5,12 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-459482542-funda-de-billetera-para-iphone-8-plus-7-plus-6-plus-y-6s-p-_JM,NA,NA,NA,NA,NA,#459482542,NA,NA,NA
37, Protector Funda Anti-golpe 360 iPhone 8 Plus Roja ,55.500,NA,4,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/NIKKO90,https://articulo.mercadolibre.com.co/MCO-463016222-protector-funda-anti-golpe-360-iphone-8-plus-roja-_JM,NA,NA,NA,NA,NA,#463016222,Floveme,IPHONE 8 PLUS,NA
38," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda De ",83.900,NA,0,5,12 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-463244421-funda-iphone-7-plus-funda-iphone-8-plus-funda-de-_JM,NA,NA,NA,NA,NA,#463244421,NA,NA,NA
39," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda Rígida Thara ",83.900,NA,0,5,12 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-463244391-funda-iphone-7-plus-funda-iphone-8-plus-funda-rigida-thara-_JM,NA,NA,NA,NA,NA,#463244391,NA,NA,NA
40, Carcasa Funda Silicona iPhone 8 Plus + 2 Vidrio Templados ,49.900,NA,1,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/EURO_TECH,https://articulo.mercadolibre.com.co/MCO-472021502-carcasa-funda-silicona-iphone-8-plus-2-vidrio-templados-_JM,NA,NA,NA,NA,NA,#472021502,NA,NA,iPhone
41," Estuche iPhone 8 Plus, iPhone 7 Plus Funda De Cinturón ",83.900,NA,0,5,12 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-465009852-estuche-iphone-8-plus-iphone-7-plus-funda-de-cinturon-_JM,NA,NA,NA,NA,NA,#465009852,NA,NA,NA
42, Forro Estuche Funda 360 Antigolpe Waterproof iPhone 8 / 7 ,239.999,NA,4,5,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/IMM_COLOMBIA,https://articulo.mercadolibre.com.co/MCO-458915031-forro-estuche-funda-360-antigolpe-waterproof-iphone-8-7-_JM,NA,NA,NA,NA,NA,#458915031,NA,NA,NA
43, Estuche Transparente Funda Silicona iPhone 8 Plus + Envío ,29.990,NA,1,19,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/EURO_TECH,https://articulo.mercadolibre.com.co/MCO-480243338-estuche-transparente-funda-silicona-iphone-8-plus-envio-_JM,NA,NA,NA,NA,NA,#480243338,NA,NA,NA
44, Funda Otterbox Defender Series Para iPhone 8 Plus Y iPhone 7 ,176.900,NA,0,5,12 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-458596048-funda-otterbox-defender-series-para-iphone-8-plus-y-iphone-7-_JM,NA,NA,NA,NA,NA,#458596048,NA,NA,NA
45," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda De Protecció ",88.900,NA,0,5,12 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-463244408-funda-iphone-7-plus-funda-iphone-8-plus-funda-de-proteccio-_JM,NA,NA,NA,NA,NA,#463244408,NA,NA,NA
46," Funda iPhone 8 Plus, Supcase Unicorn Beetle Series Premium F ",104.990,NA,0,12,12 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/FULLBOX+TODOLOQUENECESITAS,https://articulo.mercadolibre.com.co/MCO-504782497-funda-iphone-8-plus-supcase-unicorn-beetle-series-premium-f-_JM,NA,NA,NA,NA,NA,#504782497,SUPCASE,SUP-iPhone8Plus-Unicorn-Frost/Black,NA
47," Funda Para iPhone 8 Plus, Para iPhone 7 Plus Clear Black ",67.900,NA,0,5,12 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-462625938-funda-para-iphone-8-plus-para-iphone-7-plus-clear-black-_JM,NA,NA,NA,NA,NA,#462625938,NA,NA,NA
48, Otterbox Defender Series Funda Para iPhone 8 Plus Y iPhone 7 ,358.900,NA,0,5,12 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-457599546-otterbox-defender-series-funda-para-iphone-8-plus-y-iphone-7-_JM,NA,NA,NA,NA,NA,#457599546,NA,NA,NA
49, Jetech iPhone 8 iPhone 7 Funda Antichoque Con Cubierta Antic ,63.990,NA,0,12,36 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/FELIPE+TOBON,https://articulo.mercadolibre.com.co/MCO-501363209-jetech-iphone-8-iphone-7-funda-antichoque-con-cubierta-antic-_JM,NA,NA,NA,NA,NA,#501363209,JETech,3421A,NA
50, Funda Y Carcasa Para iPhone 7 Plus Y iPhone 8 Plus Aduro ,92.550,NA,0,4,36 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SIMARO_CO,https://articulo.mercadolibre.com.co/MCO-468893584-funda-y-carcasa-para-iphone-7-plus-y-iphone-8-plus-aduro-_JM,NA,NA,NA,NA,NA,#468893584,NA,NA,NA
51, Fundas Carcasas Forros Para iPhone 7 Plus Y iPhone 8 Plus ,23.000,NA,0,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ECHEVERRYMAURICIO60,https://articulo.mercadolibre.com.co/MCO-508638979-fundas-carcasas-forros-para-iphone-7-plus-y-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#508638979,NA,NA,NA
52," Funda iPhone 8 Plus, iPhone 7 Plus Funda, Aifeer Luxury Crys ",109.900,NA,0,5,12 cuotas,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-467915571-funda-iphone-8-plus-iphone-7-plus-funda-aifeer-luxury-crys-_JM,NA,NA,NA,NA,NA,#467915571,NA,NA,NA
