search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Línea,Formato,Color
21, Audífonos Sony Inalámbricos On-ear - Wh-ch400 ,129.915,199.900,"
			
			
				
				82
				vendidos
			
		",(19 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.609
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.5,15,https://perfil.mercadolibre.com.co/SONY+COLOMBIA?brandId=11,https://articulo.mercadolibre.com.co/MCO-473241027-audifonos-sony-inalambricos-on-ear-wh-ch400-_JM,10,4,0,1,0,#473241027,Sony,WH-CH400,CH400,Over-ear,NA
22, Audifono Bluetooth Manos Libre S530 Auricular Telefonos ,9.400,NA,"
			
				Nuevo
			
			
				
					 - 
				
				259
				vendidos
			
		",(399 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 783
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.0,8,https://perfil.mercadolibre.com.co/GIMO5155648,https://articulo.mercadolibre.com.co/MCO-513681846-audifono-bluetooth-manos-libre-s530-auricular-telefonos-_JM,3,3,1,1,0,#513681846,NA,NA,NA,NA,NA
23, Audifonos Bluetooth 5.0tws Innalambricos Auriculares 2019 ,109.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				70
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		12 cuotas de
		
			
				$ 9.158
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.5,8,https://perfil.mercadolibre.com.co/JR2008101,https://articulo.mercadolibre.com.co/MCO-505908918-audifonos-bluetooth-50tws-innalambricos-auriculares-2019-_JM,5,2,1,0,0,#505908918,NA,NA,NA,NA,Blanco
24, Audífonos Manos Libres Bluetooth Deportes Varios Colores ,49.990,79.900,"
			
				Nuevo
			
			
				
					 - 
				
				947
				vendidos
			
		",(126 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 4.166
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,110,https://perfil.mercadolibre.com.co/DIMEGATEC,https://articulo.mercadolibre.com.co/MCO-447759538-audifonos-manos-libres-bluetooth-deportes-varios-colores-_JM,86,15,6,1,2,#447759538,Genérico,S7,In Ear,In-ear,NA
25, Audífonos Bluetooth Motorola Pulse Manos Libres Inalambricos ,143.900,215.900,"
			
				Nuevo
			
			
				
					 - 
				
				476
				vendidos
			
		",(85 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.997
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,66,https://perfil.mercadolibre.com.co/DELLTHUS,https://articulo.mercadolibre.com.co/MCO-455253824-audifonos-bluetooth-motorola-pulse-manos-libres-inalambricos-_JM,56,9,1,0,0,#455253824,Motorola,Pulse,Moto,Over-ear,NA
26, Audífonos Sony In-ear Inalámbricos - Wi-c300 ,139.907,179.900,"
			
			
				
				90
				vendidos
			
		",(30 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.886
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,30,https://perfil.mercadolibre.com.co/SONY+COLOMBIA?brandId=11,https://articulo.mercadolibre.com.co/MCO-479490629-audifonos-sony-in-ear-inalambricos-wi-c300-_JM,24,5,1,0,0,#479490629,Sony,WI-C300,WI-C300,In-ear,NA
27, Audifono Bluetooth I7s Tws Tipo AirPods + Base De Carga ,59.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				317
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.664
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,5,https://perfil.mercadolibre.com.co/MAOVIDEOJUEGOSYTECH07,https://articulo.mercadolibre.com.co/MCO-474614467-audifono-bluetooth-i7s-tws-tipo-airpods-base-de-carga-_JM,5,0,0,0,0,#474614467,NA,NA,NA,NA,NA
28, Auriculares Inalambricos I11 Tws Touch Bluetooth 5.0 Estéreo ,70.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				81
				vendidos
			
		",(12 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 5.833
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,3,https://perfil.mercadolibre.com.co/MARIAARACELLYSALAZARDUQUE,https://articulo.mercadolibre.com.co/MCO-520551151-auriculares-inalambricos-i11-tws-touch-bluetooth-50-estereo-_JM,2,1,0,0,0,#520551151,TWS,I11,touch,NA,NA
29, Hbq I7 Mini Wireless Auriculares Bluetooth Stereo ,33.500,NA,"
			
				Nuevo
			
			
				
					 - 
				
				226
				vendidos
			
		",(142 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 2.792
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,3.5,11,https://perfil.mercadolibre.com.co/BAGL6561050,https://articulo.mercadolibre.com.co/MCO-494549932-hbq-i7-mini-wireless-auriculares-bluetooth-stereo-_JM,5,1,2,1,2,#494549932,HBQ,NA,NA,NA,NA
30, Audífonos Diadema Sony Mdr-xb400by Extra Bass Bluetooth ,49.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				151
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.386
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.0,5,https://perfil.mercadolibre.com.co/MYMTECNOLOGIC,https://articulo.mercadolibre.com.co/MCO-501567032-audifonos-diadema-sony-mdr-xb400by-extra-bass-bluetooth-_JM,2,1,2,0,0,#501567032,Sony,NA,EXTRA BASS,Over-ear,NA
31, Auriculares Bluetooth Inalambrico I7s iPhone Android Airpod ,47.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				255
				vendidos
			
		",(47 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 3.992
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.0,4,https://perfil.mercadolibre.com.co/COOLFACES+MEDELLIN,https://articulo.mercadolibre.com.co/MCO-504823494-auriculares-bluetooth-inalambrico-i7s-iphone-android-airpod-_JM,2,0,2,0,0,#504823494,NA,NA,NA,NA,NA
32, Auriculares Bluetooth Bse801-batería De Larga Duración ,29.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				230
				vendidos
			
		",(8 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 2.417
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.8,21,https://perfil.mercadolibre.com.co/IPHONEPLANETCOL,https://articulo.mercadolibre.com.co/MCO-469427161-auriculares-bluetooth-bse801-bateria-de-larga-duracion-_JM,17,3,1,0,0,#469427161,Brightside,NA,NA,NA,NA
33, Manos Libres Auricular Bluetooth Micrófono De Voz ,69.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				480
				vendidos
			
		",(22 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.942
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.5,46,https://perfil.mercadolibre.com.co/GONZALEZ74,https://articulo.mercadolibre.com.co/MCO-457575396-manos-libres-auricular-bluetooth-microfono-de-voz-_JM,31,10,2,1,2,#457575396,NA,NA,NA,NA,NA
34, Audifonos Inalambricos Manos Libres Bluetooth 4.1 ,17.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				195
				vendidos
			
		",(94 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 472
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.1,10,https://perfil.mercadolibre.com.co/GANGAD1G1TAL,https://articulo.mercadolibre.com.co/MCO-503288927-audifonos-inalambricos-manos-libres-bluetooth-41-_JM,4,5,0,0,1,#503288927,NA,NA,NA,NA,NA
