search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Formato,Color
11, Audífonos Bluetooth Stereo Mp3- Aux ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				291
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,4.3,29,https://perfil.mercadolibre.cl/MARE8077404,https://articulo.mercadolibre.cl/MLC-448133358-audifonos-bluetooth-stereo-mp3-aux-_JM,16,9,1,2,1,#448133358,NA,NA,NA,NA
12, Audífonos Bluetooth Auriculares Inalámbrico Caildad!!! ,9.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				473
				vendidos
			
		",(252 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.665
			
		
		 sin interés
		
	

	
		","
				$ 1.665
			",NA,Envío a todo el país,NA,NA,4.7,39,https://perfil.mercadolibre.cl/MUNDOMAGIA%C3%91U%C3%91OA,https://articulo.mercadolibre.cl/MLC-447161588-audifonos-bluetooth-auriculares-inalambrico-caildad-_JM,33,3,2,0,1,#447161588,NA,NA,NA,NA
13, Audifonos Bluetooth Tipo iPhone 7 iPhone 8 ,14.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				202
				vendidos
			
		",(14 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.498
			
		
		 sin interés
		
	

	
		","
				$ 2.498
			",NA,Envío a todo el país,NA,NA,3.3,4,https://perfil.mercadolibre.cl/TELOTENEMOS.CL,https://articulo.mercadolibre.cl/MLC-461170076-audifonos-bluetooth-tipo-iphone-7-iphone-8-_JM,2,0,0,1,1,#461170076,NA,NA,NA,NA
14, Audifonos Bluetooth P47 Stereo Radio Mp3 Inalambricos /04126 ,6.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				964
				vendidos
			
		",(213 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.165
			
		
		 sin interés
		
	

	
		","
				$ 1.165
			",NA,Envío a todo el país,NA,NA,4.4,16,https://perfil.mercadolibre.cl/CUPOCLICKCHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=6tbYpc4%2BwqSqYqag%2BsGc0nc57gmaniFinEBwawb8HkWWfKpywvdKDDi5wdQrPQzOLUAb4AzF4zwMtvALMSy%2F8EudhKzsNivwapO5F%2BdGAO9jKZ2SS0Sgpkpy0boRsbTGicLG1NLXesl6c5htuI8aS3%2BCJt5c3dn3dRC6bUbdhQu5asadMIIZz1sxm4R%2B%2Fj35nt6MbG8cINLBuMFM7rN2P0wzHUaEo4IZ06%2B81SUz8DLaVynCO5JecMLNwvJMr1NnkX2B7it6eMWYgh5B6AOgakkHYHiBrNrYdw9CrUrOrdYhQn24XqiFTnNxIQ0DW%2FgawcIhKeZkWm%2Bm5sV05TqHOJut%2F57n%2FculgcnvIKR14jBDYyhDccYaAARUWLIbvMhNWEVUDbqHa%2FClal6pw2h60GPp25%2F93QxjUPvooYScgbl05nb%2ByGoC9JFhMmOporKZzR%2B4oOhUazQeMJyzrqzk7aBK%2B72pb%2BrHOfCykdJ7x4mxgQJFKs3bx79MT6NNa1rbowQFkIjlHyqzRItNCk%2Ba9U7Zg%2B1yYO8XML1hiFL9Abl9uHePYPeU6YzVIe34LIpeLr%2FjTKJtBrDcduxvKQxd29r3Xuv8fiypiaYy639l2DlFlTBpftAGtkdjRYvIWu41DD90IptLW2PuuoRpqujk86VefrQ5cbTyrjo6XNpwb%2Bucv3PDWn55Lm%2BeXuwJXPbFj0p5YiG4miCB4Ws01fO01Cto2NiA40JbIPVbF7z%2Bq7XqMbltK3QHBzM8OZDwi2U544jNsj9FVfSxDuAOyaRgAosEJLYkBEyDxB5XMQ3oMXEc%2BfzU9bl2uXCCakgtYMKun1mqgB%2FO%2BPGmwlxDjAnPTmn3ImqgXl3DJz9qIQJXkY44X4Pq6wpE8tJUNkx47nTi5gFapB%2BOw1GYhaRHDDs%2B%2FsVByyQrG8D5b1tS8S%2BcCBccTi9zWm9BJ1%2BIvJDl18li%2BTTq2Sj2%2BchG1zHCtPZ7MPALsLlGPpmS5UGB3lpr7%2FWZCUC3sOB0Q61ekS47NfRsV1jaiSkyWbxAPMZgS1iPDYgyhl9Lq%2FUlGTEilyD3uXSUMKnRxXGg1hH1At0%2BOU%2BOk9OOMzYGn2MPo8f%2Fi%2BZBhD46%2BaKqEuyQr6J44KiEzf%2BSCgY2Gd8Mw4dSsSqDSqiEQw2GTQ57siG3kZ5KabyjMKLsXXBSu5Y0Y2Bj10ZxwKMstglbVSJJLdsjaJ8q3Fa5WFpxLps2H96tTmm5bmADETujQrUxmOTxKs%2B5DIqAwcrhiFwm32pBevENxei09lhRUdS1KCsi%2FB%2BOPIlW9QvM107mUi5a7OOQMMyQGOTk2c2Jouy4yqk3WUVHoNjdw2YQk3oISyy9Slp79zq4ch74TPq4VHQlT8OnINM59QOg7GuiQKF09TZa25pSil%2FPyWc58bBWjyCm2hiwK0fR3JGMRutt%2FivnkMmZWQlQiWU%2B5k1b9JJfWGOX0NgI3Cg1fXpu5iNqN6Ky6csXbg4BrBwYmlj%2F2Z0JwiRED7Oh03j5h%2FmBS233Z9ShYO0BGy3Abga3NR%2FOxrwdgjtpdGKLuLZuKQluVvonPwJg12Ma3oKaI%2BRHvQ%3D%3D,11,3,1,0,1,#473637938,047,WIRELESS 4.2+EDR,Headset,NA
15, Audífono Bluetooth V4.2 M5 Deportivos Magnéticos ,4.999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				70
				vendidos
			
		",(29 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 417
			
		
		 sin interés
		
	

	
		","
				$ 417
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OFERTABKNCL,https://articulo.mercadolibre.cl/MLC-473455109-audifono-bluetooth-v42-m5-deportivos-magneticos-_JM,NA,NA,NA,NA,NA,#473455109,NA,NA,NA,Roja
16, Audifonos Bluetooth Qcy T1s ,26.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				99
				vendidos
			
		",(13 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.498
			
		
		 sin interés
		
	

	
		","
				$ 4.498
			",NA,Envío gratis a todo el país,NA,NA,4.9,7,https://perfil.mercadolibre.cl/AFRICCA+STORE,https://articulo.mercadolibre.cl/MLC-488306883-audifonos-bluetooth-qcy-t1s-_JM,6,1,0,0,0,#488306883,QCY,T1s,TWS,NA
17, Audífonos Bluetooth - Con Reducción De Ruido - Zealot B20 ,17.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				97
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.492
			
		
		 sin interés
		
	

	
		","
				$ 1.492
			",NA,Envío gratis a todo el país,NA,NA,4.9,8,https://perfil.mercadolibre.cl/LEMUS.NICOLAS,https://articulo.mercadolibre.cl/MLC-464861559-audifonos-bluetooth-con-reduccion-de-ruido-zealot-b20-_JM,7,1,0,0,0,#464861559,Zealot,NA,NA,NA
18, Audifono Bluetooth V4.2 Inalámbrico Hbq I7-tws ,7.990,14.990,"
			
				Nuevo
			
			
				
					 - 
				
				433
				vendidos
			
		",(67 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.332
			
		
		 sin interés
		
	

	
		","
				$ 1.332
			",NA,Envío a todo el país,NA,NA,3.2,11,https://perfil.mercadolibre.cl/ONLINECLUB,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=Vh2my29ZD4IXTuLY1Wh3%2BDQWQFM1cgPg1WmjvauzaZjFIA9ITDYIuttaeHAvDBwXDJNncuRIL%2Br0DEdnkTluAnipVrrY5NYKvL%2BJiUyiUzAJ9LBlYjeaA%2Fi%2FQ4VikvyzSL2G9QkV5a6SpFOFrdgHohh6kSOyt35n7SCyr6beT2G1R3AhfcdhYwOq7PTldaNwmCCBfLgn4DXa4MMcs8i3v5rQAbxrazNt0lH2K%2B9cFBhMrhNdPMhT8UU1DzY3lBwsFf0NMAvnUuUw2BV4TuaNPl6dey2jW%2Ftwxh%2BR79CbkXv5uBXFmBg0tJOdXrG0a6gf8M1A59O%2FZ8sYc7O4ROhQxxF2rSMDdp1ohpj8AKk%2BX4y8kS1SMz4OIoUAFyl3eEWGJYDeJtR4tjhT9wWiQzHR68mAhpxiJL8TVnHOAW0MZmvbZT9EdjbYOFAI4zJH6ptk%2FTOQ%2Fa5HH7SqHrkvcCpd0dT6MDa2n3Cm7VpvGpWWmivjelDsHFbn2AQHsck0fFNYuBny%2Bnv9Q9mI2bam1ApplpzzQqFBmt83ma2VA4i%2BYHQcKdvDIjwbdiy8WNjdHXsiWtXrD4yBLj7pFqktyIaDwvYy1htzZog6v8fcMqYToWg722BAMUxuB2%2FkzXm6HENNEbaWul%2B%2B1iF03b38HAati2%2F%2FA2qg%2FsF%2FK%2FZ%2BhAM1YSI1iN3qS6RNBHPUAMrx0wIhPKwvIY%2FA6AIhjiOHTwgDf2gn8My8VLhV7myOGKfO5L3eyh0hrxjFQBnH7w9opc%2B2Vf9KhrZyv9e4ThDcx8VfxN2jhtgwXUnQdlfkHuMKWbsl3gphY3gxH1aYasbZZlm5oYYHZdbvtrRAxUsAiNo%2F78kxdWu29RUlRgwl34Kr%2BTlqUxgmHKUg1brbJE74bXQdCzImE%2BQmLyrzl8HQ8jrsuAbuY0qYIREwvSqhSHeG8XoE1jlqPU7lTeLfvETU3493GbYzpSK%2BApZGth6zDgoPQ0NsiVTsSHLfbo75fpGV8tye%2BTUAw4SjNQDA0tGPOece%2Fa4u2uVKzsrUCu8bjDYoXvkjbmete%2Fo%2FyFp7HCoLbEvtXwHHrQqKSNcsIR1lD8t%2B7SYF6oRr6MLmbtg16vmG6jwnt1fVz4Jw4N3U7p%2Fd%2F7Tsn9t%2FI6OG7BATw86oMO4PVZe3IJidZsGZ4mJzsY%2FJDeWcpDirmGO5xRqVSS7MwpxkjhvWfRBsl2NIeD03DncVJdqxuWYdhLVnd2cqzek1STr1breNYU6tKz5k%2FdiiMFe%2Fyze%2F2VG90jlCVsEb1ygLLvAYWbwN6%2BT5Tpz4n7KGlkbOYIVZaLdXjLqzvqiJTrelw5PZr7%2BF88Eld40tamtTOFm04m8QZMqkhOaujDmQ3CQ7o2ldL07xpPvVoumRUwT2Kvtxs%2BUvVPEXV7KJx%2FhOn538tXU6RHpuvWWqqLt6AOH1RRVb7x7Aib6ceZPJvVTMjlocBFm92YOXw0Y5GrHZQJLSj8Y8oZHxrBakzccDwrAiv%2BzgCXgW%2B4FaMqoAeBuGtOKPZ8hX1bCFJWXyEvpz%2BM9a7yuVSs2IdiLGfrOrqs9DOdo%3D,3,2,2,2,2,#459017997,TWS,I7S,NA,NA
19, 1 Audífono Bluetooth I7s Tws Gamer V2.0 ,1.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				65
				vendidos
			
		",(29 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 166
			
		
		 sin interés
		
	

	
		","
				$ 166
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELLBOX.CL,https://articulo.mercadolibre.cl/MLC-469009538-1-audifono-bluetooth-i7s-tws-gamer-v20-_JM,NA,NA,NA,NA,NA,#469009538,NA,NA,NA,NA
20, Manos Libres Bluetooth Mini Auricular ,3.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				327
				vendidos
			
		",(33 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 332
			
		
		 sin interés
		
	

	
		","
				$ 332
			",NA,Envío a todo el país,NA,NA,3.4,5,https://perfil.mercadolibre.cl/LAOCASIONSTORE,https://articulo.mercadolibre.cl/MLC-465965042-manos-libres-bluetooth-mini-auricular-_JM,2,0,2,0,1,#465965042,NA,NA,NA,NA
21, Audifono Extra Bass Sony Oem Bluetooth Fm Manos Libres ,19.990,21.990,"
			
				Nuevo
			
			
				
					 - 
				
				286
				vendidos
			
		",(19 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.332
			
		
		 sin interés
		
	

	
		","
				$ 3.332
			",NA,Envío gratis a todo el país,NA,NA,4.0,27,https://perfil.mercadolibre.cl/VENTASMACUL2014,https://articulo.mercadolibre.cl/MLC-453174599-audifono-extra-bass-sony-oem-bluetooth-fm-manos-libres-_JM,12,7,5,1,2,#453174599,Sony,NA,NA,NA
22, Audifonos Bluetooth Estéreo Deportivos Hifi ,3.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				195
				vendidos
			
		",(89 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 332
			
		
		 sin interés
		
	

	
		","
				$ 332
			",NA,Envío a todo el país,NA,NA,1.0,1,https://perfil.mercadolibre.cl/OFERTABKNCL,https://articulo.mercadolibre.cl/MLC-462977061-audifonos-bluetooth-estereo-deportivos-hifi-_JM,NA,NA,NA,NA,NA,#462977061,NA,NA,NA,NA
23, Audifonos Bluetooh Tipo I 7 Tws iPhone Y Samsung ,11.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				95
				vendidos
			
		",(35 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 992
			
		
		 sin interés
		
	

	
		","
				$ 992
			",NA,Envío a todo el país,NA,NA,1.0,1,https://perfil.mercadolibre.cl/MAXDESCUENTOSCL,https://articulo.mercadolibre.cl/MLC-474106955-audifonos-bluetooh-tipo-i-7-tws-iphone-y-samsung-_JM,NA,NA,NA,NA,NA,#474106955,Samsung,NA,NA,NA
24," Receptor Bluetooth Auto Audífonos Plug 3.5 Aux, Manos Libres ",3.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				299
				vendidos
			
		",(71 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 665
			
		
		 sin interés
		
	

	
		","
				$ 665
			",NA,Envío a todo el país,NA,NA,3.9,10,https://perfil.mercadolibre.cl/ESHOPANGIE,https://articulo.mercadolibre.cl/MLC-472109708-receptor-bluetooth-auto-audifonos-plug-35-aux-manos-libres-_JM,5,2,1,1,1,#472109708,NA,NA,NA,NA
25, Audífono Monster Bluetooth Profesional 40 Hrs De Musica ,24.890,NA,"
			
				Nuevo
			
			
				
					 - 
				
				120
				vendidos
			
		",(80 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.148
			
		
		 sin interés
		
	

	
		","
				$ 4.148
			",NA,Envío gratis a todo el país,NA,NA,5.0,6,https://perfil.mercadolibre.cl/OUTLETNET-LTDA,https://articulo.mercadolibre.cl/MLC-460166710-audifono-monster-bluetooth-profesional-40-hrs-de-musica-_JM,6,0,0,0,0,#460166710,Monster,NA,NA,NA
26, Audifonos Bluetooth 5.0 Qcy T2c Tws ,28.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				44
				vendidos
			
		",(18 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.832
			
		
		 sin interés
		
	

	
		","
				$ 4.832
			",NA,Envío gratis a todo el país,NA,NA,4.7,19,https://perfil.mercadolibre.cl/WIRELESS+MUNDO,https://articulo.mercadolibre.cl/MLC-488363279-audifonos-bluetooth-50-qcy-t2c-tws-_JM,14,4,1,0,0,#488363279,QCY,T2C,In-ear,NA
27, Pack 2 Audifonos Bluetooth P47 Stereo Radio Mp3 Inalambricos ,10.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				53
				vendidos
			
		",(50 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.832
			
		
		 sin interés
		
	

	
		","
				$ 1.832
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/REQUETE+OFERTAS,https://articulo.mercadolibre.cl/MLC-498173774-pack-2-audifonos-bluetooth-p47-stereo-radio-mp3-inalambricos-_JM,NA,NA,NA,NA,NA,#498173774,047,WIRELESS 4.2+EDR,NA,NA
28, Sony Audífonos Inalámbricos Wh-ch500 Negro ,39.990,49.990,"
			
			
				
				183
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 6.665
			
		
		 sin interés
		
	

	
		","
				$ 6.665
			",NA,Envío gratis a todo el país,NA,NA,4.8,12,https://perfil.mercadolibre.cl/-SONY+CHILE?brandId=32,https://articulo.mercadolibre.cl/MLC-459705101-sony-audifonos-inalambricos-wh-ch500-negro-_JM,10,2,0,0,0,#459705101,Sony,WH-CH500,Over-ear,NA
29, Audifono Bluetooth Universal Inalambrico Para Deportes ,3.990,7.990,"
			
				Nuevo
			
			
				
					 - 
				
				674
				vendidos
			
		",(27 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 665
			
		
		 sin interés
		
	

	
		","
				$ 665
			",NA,Envío a todo el país,NA,NA,2.5,11,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-436105516-audifono-bluetooth-universal-inalambrico-para-deportes-_JM,1,1,3,3,3,#436105516,NA,NA,NA,NA
30, Audífonos Inalámbricos Bluetooth Bose Soundsport Free ,179.990,NA,"
			
			
				
				61
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 14.999
			
		
		 sin interés
		
	

	
		","
				$ 14.999
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-472192834-audifonos-inalambricos-bluetooth-bose-soundsport-free-_JM,NA,NA,NA,NA,NA,#472192834,Bose,SSPORTFREEB,NA,NA
31, Audifonos Bluetooth Freebuds Huawei Negro - Prophone ,66.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				29
				vendidos
			
		",(746 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 11.165
			
		
		 sin interés
		
	

	
		","
				$ 11.165
			",NA,Envío gratis a todo el país,NA,NA,5.0,5,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-487448261-audifonos-bluetooth-freebuds-huawei-negro-prophone-_JM,5,0,0,0,0,#487448261,Huawei,NA,NA,Negro
32, Par De Audífonos Bluetooth I7s Tws Inalámbricos | Maxtech ,12.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				91
				vendidos
			
		",(939 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.082
			
		
		 sin interés
		
	

	
		","
				$ 1.082
			",NA,Envío a todo el país,NA,NA,2.0,4,https://perfil.mercadolibre.cl/MAXTECHCHILELTDA,https://articulo.mercadolibre.cl/MLC-477090402-par-de-audifonos-bluetooth-i7s-tws-inalambricos-maxtech-_JM,1,0,0,0,3,#477090402,NA,NA,NA,NA
33, Audifonos Bluetooth Deportivos Kolke Manos Libre Y Clip Loi ,5.990,8.990,"
			
				Nuevo
			
			
				
					 - 
				
				430
				vendidos
			
		",(83 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 998
			
		
		 sin interés
		
	

	
		","
				$ 998
			",NA,Envío a todo el país,NA,NA,4.5,13,https://perfil.mercadolibre.cl/LOI+CHILE,https://articulo.mercadolibre.cl/MLC-451786898-audifonos-bluetooth-deportivos-kolke-manos-libre-y-clip-loi-_JM,8,4,1,0,0,#451786898,Kolke,NA,NA,NA
34, Audifonos Pioneer Bluetooth Aptx Hi-res Se-ms7bt ,69.990,119.990,"
			
			
				
				95
				vendidos
			
		",(8 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 5.832
			
		
		 sin interés
		
	

	
		","
				$ 5.832
			",NA,Envío gratis a todo el país,NA,NA,4.8,12,https://perfil.mercadolibre.cl/MUSICWORLDCHILE?brandId=183,https://articulo.mercadolibre.cl/MLC-445968498-audifonos-pioneer-bluetooth-aptx-hi-res-se-ms7bt-_JM,10,2,0,0,0,#445968498,Pioneer,SE-MS7BT,NA,NA
