search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Formato,Modelo alfanumérico
592, Fone De Ouvido Sports Xiaomi Bluetooth In-ear Youth Edition ,142,NA,264,2,12x,13.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,66,https://perfil.mercadolivre.com.br/SM+FELIX,https://produto.mercadolivre.com.br/MLB-1058402574-fone-de-ouvido-sports-xiaomi-bluetooth-in-ear-youth-edition-_JM,49,14,2,0,1,#1058402574,Xiaomi,Youth Edition,Sports In-ear Youth Edition YDLYEJ03LM,Ear-Buds,YDLYEJ03LM
593, Fone De Ouvido I7s Bluetooth Sem Fio Prático Phone ,49,NA,73,13,6x,8.20,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.7,3,https://perfil.mercadolivre.com.br/YU+ACESSORIOS,https://produto.mercadolivre.com.br/MLB-1143924825-fone-de-ouvido-i7s-bluetooth-sem-fio-pratico-phone-_JM,2,0,0,0,1,#1143924825,I7,NA,Sem Fio,fone,NA
594, Par De Espumas Beats Solo2 E Solo3 Wifi(sem Fio)- Preto- 3 M ,76,NA,235,7,12x,6.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,13,https://perfil.mercadolivre.com.br/ADRIANOESPER,https://produto.mercadolivre.com.br/MLB-868940794-par-de-espumas-beats-solo2-e-solo3-wifisem-fio-preto-3-m-_JM,9,3,1,0,0,#868940794,Beats by Dr. Dre,Solo 2,Beats Solo 2 wifi 0518 e Solo 3,Over-ear,NA
595, Qcy T3 Tws Fone De Ouvido Sem Fio Bluetooth ,168,NA,29,967,12x,14.03,NA,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/GOWINBR,https://produto.mercadolivre.com.br/MLB-1276386011-qcy-t3-tws-fone-de-ouvido-sem-fio-bluetooth-_JM,NA,NA,NA,NA,NA,#1276386011,QCY,NA,T3,NA,NA
596, Headphone Edifier W830bt Bluetooth Preto Fone De Ouvido ,539,NA,22,8,12x,44.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,102,https://perfil.mercadolivre.com.br/YOUNGMUSIC,https://produto.mercadolivre.com.br/MLB-1105259428-headphone-edifier-w830bt-bluetooth-preto-fone-de-ouvido-_JM,89,12,1,0,0,#1105259428,Edifier,HEADPHONE,W830BT,Over-ear,W830BT
597, Fone Ouvido Bluetooth Encok S04 (nf + Garantia) ,198,NA,4,7,12x,16.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,NA,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=I5sc3r7F7TM2YPJ3aR3dske0avbEM9nqN0NqRvkhoZM1BH3OL%2B0yI%2BNq9y9UnjlubxMNSZfR8JYAB%2B%2ByQcMYE18zxMQfc8s3vOd%2BCb2FwDs%2FaLDDtK0H7HlsBKgWAOkkw55Xl5VmCDU1cLZ7tUJ%2BQ3AKppuGAEySEzUtKmXX8s1L4uM7G%2B7EwVa0Z9j1wEO2byrK2T2euxgbJwV4VEDVtZshgQ47F3gJqF6n3C6dvMO%2BzmEhcV0UNeFhe3nmDbZ9bQqOnx88DvqAcpmRmccnJNPHksIO6FcmmX7k7sMg8dgNwIWXFRRsOPs9pL%2B9kZCyVjjUSw6A2HtnROWVQAhDVaUkfPc7AOkJXOQuymbwhZNNVH0h4Ctf%2FFES3XVudGaM0uRvtUyidOXH%2B30FezAVr0WUiXcW%2B99DTutqWpUcJOHQyr0AcTDs3Dpy5RJ4fk386pPQL0e6FAGeGj2q7i5Q8L7UyumfYIaQTqPYbj3KZYPTRC7APJjh9e211mZIk9TK59yWWXeAux9tQVcDZgop7jm%2FCy3oRhtCRLBGoFqWuucbDblJnVCGqo%2BR3LBGkp5DhOdUr9V7P0GFDyImQkoeIm6qSrmv9dPAn1vKkmwxjoFo9ILeEEH0DaH4RrbR2KAsFD5VnJGrqDZ0752WLwwZxCdMolc357nU5Igi7fiymWCU8KlMi8TobMYSJsPlkRdf%2F8wJfG1q5dAyLHbDAN6Jqx7i5CAFG1IRYPp6BuD1IVI60K8Or2Zb5XTMdF5x7ZHY7Zj4NGQMkH%2FJLjPjQqFY%2BgRcSFeJUJknrYPLPp5YOj7djZn7q8FLmPw%2BQ3puPXqE168mD1ebcaccnQFpvZI%2FfS%2BqSYk7f8SADnAwLMqaRqoX%2BVUwlZ2vFpoK%2FyMLBDHdx%2BORGEURVNLr%2FLnBHa%2BUnFDUVpI9%2Br4a%2Fe1bBPlOzPnAYelLgJUwFJJfUKs287p3a8XGgSTzrZHjhaRBNqiYitmj2kNDzYy6uxrxS1Bm1vfa%2FSwj8dnIwWkcjGr7WOHQ%2B1wzFkl6fn3EMpOcwNA3RkAH0ygFRP1QOP%2Ft7hTcfV2x26uidzla%2BFhVQKSvlMEOMBPfXbf8ATM%2FSxsc7l1u3e5FZihRCQdh5HcfWCsBqn2ApnKYBGpiWOsWXIg%2FEt1wZ0rxWyJpwKrnvzAzHp3wrTA06QNlQi7kpXZF1VymRJCw3hLIUaq5sP7FKnP7USNqKs2%2FHHNDtnZmnUE0Me%2FrmfRTXCYKS%2F6x8y1K64vnQmNmbFeDmK9HmsovYg7yPN%2FVj4R2aDKnX6M1XRLztu%2Bt6%2FauxV8OUD72g3B8Jk2Rs0n6yEIuHD594wfs5JoLWbDzqhyOUthRqW09mnihbWpSOpDnxhUMVJD8CWW4Q%2BAJq2Td4LiN0rlRuFH1lsCVP2vMpgkdjh%2BKBoXlYN1xmCvIG%2B5g%2BexxPFF47q8s1dOf1CbM8RR%2FxGNyw%2F44%2BtRSX7oM20oU36JAqDA7lO9GuzUH2khDgygT8Na7fcG4erXbOaupteitmwRaFLhvcs84q1Xlr72ut%2FqrA2021Xmsx1pTJjfdbhCxpVOKDZx%2Fl5WqP70O9PmqBz0jXzgmN5WwjBEWGC8mFJa4JndXpn35fJ9rabjotbNJQWEJsn6hK%2BPB26PI%2BMWpbOoFCtHoTYm4mK%2Fe9Mz9kV6%2B%2BOis1%2BZBbNa2k4KWzxHQVnJcEzg7iO65yPCFYStnlBwtlN88Aw%3D%3D,NA,NA,NA,NA,NA,#1002664993,Baseus,Encok,S04,Ear-Buds,Encok S04
598, Mini Fone Ouvido Bluetooth Sem Fio Invisível Zealot Dourado ,53,NA,28,2,10x,5.40,NA,Envio para todo o país,NA,NA,2.7,3,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1123154028-mini-fone-ouvido-bluetooth-sem-fio-invisivel-zealot-dourado-_JM,1,0,0,1,1,#1123154028,Universal,NA,NA,NA,NA
599, Fone De Ouvido Esportivo Bluetooth Sem Fio Kaidi Kd907 ,59,NA,34,2,10x,6.70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/W.78,https://produto.mercadolivre.com.br/MLB-1070794694-fone-de-ouvido-esportivo-bluetooth-sem-fio-kaidi-kd907-_JM,1,0,0,0,0,#1070794694,Kaidi,Sport,KD907,Ear-Buds,KD907
600, Fone Headphone Bluetooth Kimaster K1/ Kb1 Fm Cartão Sd Top ,95,NA,116,29,12x,7.92,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,11,https://perfil.mercadolivre.com.br/KING_APPLE,https://produto.mercadolivre.com.br/MLB-994266004-fone-headphone-bluetooth-kimaster-k1-kb1-fm-carto-sd-top-_JM,8,3,0,0,0,#994266004,Beats by Dr. Dre,Headphone,Head phone K1/ KB1,Over-ear,NA
601, Fone De Ouvido Bluetooth 4.1 Mini Portátil Chamada Música ,59,NA,34,4993,10x,5.95,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/IDEAL+COMERCIO,https://produto.mercadolivre.com.br/MLB-1023222655-fone-de-ouvido-bluetooth-41-mini-portatil-chamada-musica-_JM,NA,NA,NA,NA,NA,#1023222655,Wolf Tech,Universal,Lado Direito,In-ear,NA
602, Mini Fone Ouvido Universal Bluetooth Moto Samsung iPhone Lg ,22,NA,32,3,4x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CLAYTONBEZERRARODRIGUES,https://produto.mercadolivre.com.br/MLB-1227053498-mini-fone-ouvido-universal-bluetooth-moto-samsung-iphone-lg-_JM,NA,NA,NA,NA,NA,#1227053498,Universal,NA,Bluetooth,In-ear,NA
603, Kit 30 Fone De Ouvido Sem Fio Chamada Micro Sd Fm P2 Mp3 B05 ,900,NA,3,97,12x,75.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LINA+LIN,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=KQfRUo2OUCWrMRYNegL5iGdvdZp3u4aVXRdKPgq3YtAORB97HiQVJ%2FWCw%2BDLAiA6xdrfByQvQSAZWR4w29sThq6D%2FQFZ3gD87GOoTFQWa4v6tou9Iy9ba2eHbZnUliyfVXOpDYI5iVK6sBa9rD%2BZICA357YSbvFPMiSWToVS78Gdis9iAPYAaEgW%2FXAxUuWagvXceL7TCpEcjFXyWzEksoG51r5LR%2F%2BHVhXUEgxcTdMQT5wYdViELBZBzj%2FYd9MqOgHLbBg1QX8NblqDVJJX5ihVcJyMcDZYgpGYVFLE6VoJ9JMfbku0hBI8dwbNeMfRTcLzI4k45a9f8dBzIQ%2Fh620dytX5nxptrgUuUyXBB4LVKakzyVNeP44jcUGmFKYgLNpq6RympWS%2FKq4KoktJiVenaKHCqpcA3Tz0saUkEy8XDfjWLXfN3GC8jNrypl%2FPbaECn0GaioNLKcaG4JoLP17%2Fjol1W%2FzS1BQjDHxnWPgcuABnmTk9EhwMRdE2BISf1ea0uX%2FaWqV43uR9%2BlMLfU%2F00J1L75Gkzau996lGREGbj5fkHQNDRJeeZpfUXMGfiakDRXVoY6wsnBpRhxC8EfgyzYhEWnEhztS7EortiHmpudTp1uOaboievPwCVZCupnBTcAeIyMEB7yhroNQiSHKd%2FgcEY9HtJ5wJBQ8ifCG4b0FMSZmvNQB%2FEuPpXU2Pa9pLk5Zb6eCsN9ox1lksSd8dxKck00dlH7H%2BG1opTGHVLCSvpXweuoPZIrU8DdhK%2FbXiZVvahG2XeZL5JUmWwQWQazQWH3kMKwJ6GKYfWkmUN8G83lnGJ0DHs3cya4zdLL5MadbQy46a5F%2FzE4o9mNBdXZ8oRfxNiEB6NRNvCvFhcNkjiQIdk3P6ZrDJjhcheN1tJr4OAnxqzaXkcevz5xiEoMaZ2CG7r60NqSIfAeV37CKFvIRTV8stjY5jya1LtIp5Ia0UjYgxHT5bWZcwTNYPXJB7zyggqrjbUIWq4TFrnFcCUdpIqf%2Fu3qyS4DJPEw%2F%2BKNMbyQRbWLXq36kmfC%2BPZLVI1IOFOwOLTurEGsBC7ppj9%2F6Db1r9ZlUK%2FZORxGqcjXyKmOQDzCIXqKR8UuMQxDrm5khzSKSlpoj1uzSR%2FULxgsPN%2FKyskaMgrhvThFdXrYVJzHFD2KOtww%2BLowvsCkbDMmjG3fpIZxfcExBnI2H0yZHjpULqzNSj6kqbf25W0HLXqClkjc9X3h%2BMJBFCHZdLUSfMToWV%2Bp8oGAAZgEvipyQNzUnpKGKo2p4C%2FHpmSBpu8hb3%2FqmjlUK6lCsBVb4b57KErtGIDxy1%2B9DTHqz8N6F7JUzjeGV4gSFXfZ7gvYVyHnpGWYuwpK4O3WTUOKjpNpHmiCNVufTyz1rseeGc2%2FDrPh%2BqoYJ3h8Od6NHYpsCZIaXlp9TO9CRa0iA4qz6yAV7W8N%2FYkKz5c%2FmXkRCARZ5YS9pf96sTpSppOfIGdyAtpgLORaAzCI7MjEv62dbYF87Ezm1OWg76ohhwfQlkiCdswIRqxXQ7x4mJWbLR1bMEYlFFvvnDIZUZvgJWczXC50WKIT52O24yTt%2BzEP3WsO8HjOKIkETT1%2FKamOrTzWBrCu3jyQfzyUpLTz6xJoVpqxOQPsa9e1r61WdfLpSLN5iR%2Fu3re8qiEJoq2M6KalxTX%2BR42QtHvBo99i66WgeLL5YqHikQVa7yy2fu3FqF%2FOHLDzG5ti6k9kYnyXnbNBVPaExHSzWv,NA,NA,NA,NA,NA,#1235205345,Aidoo,Fone Bluetooth Sem Fio,B05,Over-ear,B05 Over-Ear
604, Favix B17 Fone Ouvido Sem Fio Fm Cartão Bass Universal ,70,74,49,172,12x,6.76,NA,Envio para todo o país,NA,NA,4.5,8,https://perfil.mercadolivre.com.br/FAVIXBR?brandId=1481,https://produto.mercadolivre.com.br/MLB-1233674844-favix-b17-fone-ouvido-sem-fio-fm-carto-bass-universal-_JM,5,2,1,0,0,#1233674844,Favix,Fone Ouvido sem Fio Favix B19,Favix b17,Over-ear,fx b19
605, Fone Ouvido Sem Fio Wireless Bluetooth V4.1 Music Jwcom M11 ,43,NA,83,23,6x,8.13,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/ZIFENG+GAO,https://produto.mercadolivre.com.br/MLB-1193132742-fone-ouvido-sem-fio-wireless-bluetooth-v41-music-jwcom-m11-_JM,1,1,0,0,0,#1193132742,Universal,Micro USB V5,M11,NA,NA
606, Fone De Ouvido Bluetooth Jbl Tune 600 Bt Nc Anti Ruido ,417,NA,24,4,12x,39.94,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GEOVANOB,https://produto.mercadolivre.com.br/MLB-1255189957-fone-de-ouvido-bluetooth-jbl-tune-600-bt-nc-anti-ruido-_JM,NA,NA,NA,NA,NA,#1255189957,JBL,Tune,600BTNC,Over-ear,TUNE600BTNC
607, Fone De Ouvido Sem Fio Bluetooth Universal Stereo Lc-100 ,36,NA,1256,13,6x,6.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.6,57,https://perfil.mercadolivre.com.br/DNR+PARTS,https://produto.mercadolivre.com.br/MLB-685469180-fone-de-ouvido-sem-fio-bluetooth-universal-stereo-lc-100-_JM,22,12,7,8,8,#685469180,Universal,Fone Bluetooth,LC-100,In-ear,4.1
608, Mini Fone De Ouvido Bluetooth I7s Tws ,49,NA,28,988,6x,8.24,NA,NA,NA,NA,4.5,2,https://perfil.mercadolivre.com.br/LOYALMALLBR?brandId=2069,https://produto.mercadolivre.com.br/MLB-1186852217-mini-fone-de-ouvido-bluetooth-i7s-tws-_JM,1,1,0,0,0,#1186852217,i7s,NA,TWS,NA,NA
609, Fone Ouvido Jbl Tune T110bt Bluetooth Com Microfone-branco ,169,NA,318,19,12x,16.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,157,https://perfil.mercadolivre.com.br/WEBFONESOFICIAL2?brandId=51,https://produto.mercadolivre.com.br/MLB-1090550452-fone-ouvido-jbl-tune-t110bt-bluetooth-com-microfone-branco-_JM,129,17,3,1,7,#1090550452,JBL,NA,T110BT,Ear-Buds,NA
610, Fone Ouvido Awei X660bl Bluetooth 4.1 Smart Magnético Graves ,119,NA,16,783,12x,10.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/OTIMOS+PRODUTOS,https://produto.mercadolivre.com.br/MLB-1202734002-fone-ouvido-awei-x660bl-bluetooth-41-smart-magnetico-graves-_JM,2,1,0,0,0,#1202734002,Universal,AWEI - Bluetooth 4.1,X660 BL,In-ear,X660 BL
611, Fone De Ouvido Bluetooth Xiaomi Airdots Frete Grátis ,199,NA,24,1,12x,16.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,779,https://perfil.mercadolivre.com.br/AMIGASFESTEIRAS30,https://produto.mercadolivre.com.br/MLB-1235114462-fone-de-ouvido-bluetooth-xiaomi-airdots-frete-gratis-_JM,646,97,23,3,10,#1235114462,Xiaomi,2019,Xiaomi Redmi Airdots,Headset,Intra Auricular
612, Fone Ouvido In-ear Bluetooth 4.1 Sem Fio Micro Melhor Qualid ,59,NA,1233,212,10x,6.81,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.9,49,https://perfil.mercadolivre.com.br/DEFL6836446,https://produto.mercadolivre.com.br/MLB-1113345605-fone-ouvido-in-ear-bluetooth-41-sem-fio-micro-melhor-qualid-_JM,27,6,7,2,7,#1113345605,Universal,Universal,X3,In-ear,3
613, Fone Ouvido Headphone Sem Fio Bluetooth Micro Sd Fm P2 B-05 ,39,NA,1724,9912,6x,7.40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1403,https://perfil.mercadolivre.com.br/NATAL+SHOW,https://produto.mercadolivre.com.br/MLB-858752092-fone-ouvido-headphone-sem-fio-bluetooth-micro-sd-fm-p2-b-05-_JM,900,333,111,23,36,#858752092,Importado,NA,B05,Over-ear,NA
614, Fone Bluedio T4s Bluetooth Cancelamento De Ruído Original ,224,NA,195,3,12x,21.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,92,https://perfil.mercadolivre.com.br/PORTAL+E-SHOP,https://produto.mercadolivre.com.br/MLB-1002024411-fone-bluedio-t4s-bluetooth-cancelamento-de-ruido-original-_JM,68,23,1,0,0,#1002024411,Bluedio,Turbine,T4S,Over-ear,NA
615," Fone De Ouvido Bluetooth Kd780 Sports, À Prova D'água Ipx7 ",135,NA,84,24,12x,11.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,13,https://perfil.mercadolivre.com.br/OMEGASATANTENAS1,https://produto.mercadolivre.com.br/MLB-962598369-fone-de-ouvido-bluetooth-kd780-sports-prova-dagua-ipx7-_JM,8,5,0,0,0,#962598369,Kaidi,Wireless,Kd780,Over-ear,Kd780
616, Fone Ouvido Sem Fio Favix B08 Cores Bass Bluetooth Fm Card ,64,NA,99,483,12x,5.37,NA,Envio para todo o país,NA,NA,4.6,787,https://perfil.mercadolivre.com.br/HARDFAST_INFO?brandId=2311,https://produto.mercadolivre.com.br/MLB-1125657644-fone-ouvido-sem-fio-favix-b08-cores-bass-bluetooth-fm-card-_JM,560,166,45,7,8,#1125657644,Favix,Favix,Favix B08,Headset,Favix Fx b08
617, Fone Ouvido Capacete Moto Sem Fio Bluetooth Hi-fi Viva Voz ,101,112,151,848,12x,9.66,NA,Envio para todo o país,NA,NA,4.5,15,https://perfil.mercadolivre.com.br/HARDFAST_INFO?brandId=2311,https://produto.mercadolivre.com.br/MLB-1113752819-fone-ouvido-capacete-moto-sem-fio-bluetooth-hi-fi-viva-voz-_JM,9,5,1,0,0,#1113752819,Wei Tus,NA,Helmet Headset,NA,NA
618, Fone De Ouvido Recarregavel Bluetooth Cartão De Memoria Fm ,62,NA,204,2,12x,5.17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,16,https://perfil.mercadolivre.com.br/ALJR-DOURADO,https://produto.mercadolivre.com.br/MLB-703480870-fone-de-ouvido-recarregavel-bluetooth-carto-de-memoria-fm-_JM,12,2,2,0,0,#703480870,Universal,NA,FE-02,NA,NA
619, Fone Ouvido Com Bluetooth Multilaser Mono Auricular Au203 ,59,NA,31,1,10x,5.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,1,https://perfil.mercadolivre.com.br/RGOMESACESSORIOS,https://produto.mercadolivre.com.br/MLB-922567887-fone-ouvido-com-bluetooth-multilaser-mono-auricular-au203-_JM,0,1,0,0,0,#922567887,Multilaser,NA,Au203,Ear-Buds,NA
620, Fone Bluedio T5 Bluetooth Frete Gratis Cancelamento Ruído ,321,NA,92,14,12x,26.81,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,114,https://perfil.mercadolivre.com.br/FLASHFOUR,https://produto.mercadolivre.com.br/MLB-1086869700-fone-bluedio-t5-bluetooth-frete-gratis-cancelamento-ruido-_JM,80,21,11,1,1,#1086869700,Bluedio,Turbine,T5,Over-ear,NA
621, Fone Ouvido Amw-810 Headset Bluetooth 4.1 Sem Fio Stereo ,42,NA,148,3059,6x,7.05,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,19,https://perfil.mercadolivre.com.br/OTIMOS+PRODUTOS,https://produto.mercadolivre.com.br/MLB-832936313-fone-ouvido-amw-810-headset-bluetooth-41-sem-fio-stereo-_JM,9,3,3,2,2,#832936313,Universal,NA,AMW-810,In-ear,NA
622, Par De Espumas Beats Solo2 E Solo3 Wi-fi Sem Fio-brancas-3 M ,76,NA,316,4,12x,6.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,12,https://perfil.mercadolivre.com.br/ADRIANOESPER,https://produto.mercadolivre.com.br/MLB-868977901-par-de-espumas-beats-solo2-e-solo3-wi-fi-sem-fio-brancas-3-m-_JM,10,0,2,0,0,#868977901,Beats by Dr. Dre,Solo 2,Beats Solo 2 Wi Fi Solo 3 wifi,Over-ear,NA
623, Fone De Ouvido Bluetooth I11 Tws 5.0 100% Original ,59,NA,32,3,10x,5.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/.TOTAL+TECH,https://produto.mercadolivre.com.br/MLB-1268584004-fone-de-ouvido-bluetooth-i11-tws-50-100-original-_JM,1,0,0,0,0,#1268584004,Universal,TWs,Iphone 7 8 x xs xr  Android,Earbud,I 11
624, Fone Ouvido Sem Fio Bluetooth iPhone 6 7 Sams Moto Lg Jwcom ,54,NA,204,819,10x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,614,https://perfil.mercadolivre.com.br/NOWSHOPIMPORT,https://produto.mercadolivre.com.br/MLB-702559187-fone-ouvido-sem-fio-bluetooth-iphone-6-7-sams-moto-lg-jwcom-_JM,404,117,55,13,25,#702559187,Apple,BLUETOOTH,iPhone,Ear-Buds,BH668
625, Jbl T110bt Fone De Ouvido Original Bluetooth Revenda Oficial ,156,NA,73,112,12x,15.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,260,https://perfil.mercadolivre.com.br/GENERAL+ELETRO,https://produto.mercadolivre.com.br/MLB-1174247036-jbl-t110bt-fone-de-ouvido-original-bluetooth-revenda-oficial-_JM,199,41,12,4,4,#1174247036,JBL,T,T110BT,Ear-Buds,JBLT110BTBLK
626, Fone Bluetooth Ouvido Samsung Estéreo Headset ,43,NA,16,77,6x,8.08,NA,Envio para todo o país,NA,NA,5,1,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1194421935-fone-bluetooth-ouvido-samsung-estereo-headset-_JM,1,0,0,0,0,#1194421935,Samsung,NA,NA,NA,NA
627, 1 Fone De Ouvido Bluetooth 4.1 Mini Portátil Chamada Música ,27,NA,37,371,5x,6.13,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ORIONOFICIAL?brandId=1259,https://produto.mercadolivre.com.br/MLB-1071602668-1-fone-de-ouvido-bluetooth-41-mini-portatil-chamada-musica-_JM,NA,NA,NA,NA,NA,#1071602668,Universal,NA,Wolf Tech,In-ear,NA
628, Fone De Ouvido Meizu Ep51 Bluetooth- Envio 24h + Envio 24h ,159,NA,199,21,12x,13.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,274,https://perfil.mercadolivre.com.br/MARKET+VENDAS,https://produto.mercadolivre.com.br/MLB-971651678-fone-de-ouvido-meizu-ep51-bluetooth-envio-24h-envio-24h-_JM,199,43,8,6,18,#971651678,Meizu,NA,EP51,In-ear,Bluetooth 4.0
629, Fone De Ouvido Par AirPods Touch Tws Android E Ios Original ,128,NA,18,84,12x,10.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RAS-SHOP_RELOGIOS,https://produto.mercadolivre.com.br/MLB-1190095927-fone-de-ouvido-par-airpods-touch-tws-android-e-ios-original-_JM,NA,NA,NA,NA,NA,#1190095927,TWS,Android e IOS,I12,Headset,i12
630, Fone De Ouvido Jbl T205bt Bluetooth Tune205bt Sem Fio + Nf ,189,NA,35,178,12x,15.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,116,https://perfil.mercadolivre.com.br/CITRON+INSTRUMENTOSMUSICAIS,https://produto.mercadolivre.com.br/MLB-1183386744-fone-de-ouvido-jbl-t205bt-bluetooth-tune205bt-sem-fio-nf-_JM,88,17,4,3,4,#1183386744,JBL,TUNE,Tune 205BT,Ear-Buds,tune205btblk
631, Fone De Ouvido Bluetooth Jwcom C20 - Super Bass ,51,NA,41,1,10x,5.91,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3,1,https://perfil.mercadolivre.com.br/ZIFENG+GAO,https://produto.mercadolivre.com.br/MLB-1178738421-fone-de-ouvido-bluetooth-jwcom-c20-super-bass-_JM,0,0,1,0,0,#1178738421,JWCOM,.Audio,C20,Ear-Buds,41FC
632, Fone Ouvido Xiaomi Redmi Airdots Com Bluetooth 100% Original ,205,NA,10,291,12x,17.12,NA,Chegará grátis amanhã,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,251,https://perfil.mercadolivre.com.br/TURBO+GEEK?brandId=1316,https://produto.mercadolivre.com.br/MLB-1270006946-fone-ouvido-xiaomi-redmi-airdots-com-bluetooth-100-original-_JM,217,24,8,1,1,#1270006946,Xiaomi,AirDots,Redmi Airdots,Ear-Buds,TWSEJ04LS
633, Fone Bluetooth Jbl + Cartão Memória 32gb Promoção ,124,NA,62,42,12x,10.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2443,https://perfil.mercadolivre.com.br/NAELETRONICOS,https://produto.mercadolivre.com.br/MLB-1186828712-fone-bluetooth-jbl-carto-memoria-32gb-promoco-_JM,1744,424,151,54,70,#1186828712,JBL,Bluetooth,950,Over-ear,Jb 950
634, Fone De Ouvido Bluetooth I7s Mini AirPods S/ Fio Android Ios ,49,NA,16,983,6x,9.23,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MOBILETECHRJ,https://produto.mercadolivre.com.br/MLB-1250862779-fone-de-ouvido-bluetooth-i7s-mini-airpods-s-fio-android-ios-_JM,NA,NA,NA,NA,NA,#1250862779,Universal,Airpod Bluetooth,Airpods i7S TWS,In-ear,i7S TWS
635, Fone De Ouvido Sem Fio Bluetooth Jwcom H30 Longa Duração 20h ,52,NA,33,1040,10x,5.29,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/PRESIMPORT01,https://produto.mercadolivre.com.br/MLB-1181586811-fone-de-ouvido-sem-fio-bluetooth-jwcom-h30-longa-duraco-20h-_JM,1,0,0,0,0,#1181586811,JWCOM,bluetooth,FO - H30,In-ear,H30
