search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Marca del celular,Tipo de funda
11, Carcasa Original Ipaky 360º iPhone 8 + Vidrio Templado ,13.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3012
				vendidos
			
		",(2 disponibles),"
	
		
			
		

		6 cuotas de
		
			
				$ 2.332
			

			 sin interés
			
		
	


	
		","
				$ 2.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MONKEYCOLOR,https://articulo.mercadolibre.cl/MLC-451127669-carcasa-original-ipaky-360-iphone-8-vidrio-templado-_JM,NA,NA,NA,NA,NA,#451127669,iPaky,Apple,Carcasa
12, Cafele Carcasa Magnética + Vidrio iPhone 8 Negro ,13.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(2 disponibles),"
	
		
			
		

		12 cuotas de
		
			
				$ 1.083
			

			 sin interés
			
		
	


	
		","
				$ 1.083
			",Envío a todo el país,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUATRO+GLACIARES,https://articulo.mercadolibre.cl/MLC-480448512-cafele-carcasa-magnetica-vidrio-iphone-8-negro-_JM,NA,NA,NA,NA,NA,#480448512,NA,Apple,Carcasa
13, Carcasa 360 Magnética iPhone 8 Negro Plata Digitek ,11.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponibles),"
	
		
			
		

		6 cuotas de
		
			
				$ 1.998
			

			 sin interés
			
		
	


	
		","
				$ 1.998
			",Envío a todo el país,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITEK.CL,https://articulo.mercadolibre.cl/MLC-470861069-carcasa-360-magnetica-iphone-8-negro-plata-digitek-_JM,NA,NA,NA,NA,NA,#470861069,NA,Apple,Carcasa
14, Carcasa Original Ipaky 360º iPhone 8 Plus + Vidrio Templado ,69.990,NA,"
			
				Nuevo
			
			
		",(9 disponibles),"
	
		
			
		

		6 cuotas de
		
			
				$ 11.665
			

			 sin interés
			
		
	


	
		","
				$ 11.665
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALONLINE+EIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=8c4%2FfzkNySJng9kCX7xxpWxtKni2WYEFjF7h8COHba3hXRLwIId061m456d9AHHgOnj7tCZzc3jFF83b97Ob9hHiFh80lT%2FnYEMUcddeTqHwQnhAj4EUkDirLN091SOmWEaEYL3EPIE9EQf0lfUgaa6tWSEWB8i4y2iwBTIaGh0%2FM5jYy3HoXtupiFGFpvWslDO8RQWWAUU4dh1GMwbKRAoIziClqnpFQHWqP8vC54jdSvqSfd75VNrre84dUDk%2B7c2DhbTVShV3XHBGNCHozFUSJn8YyLtoYrCMkkm8%2BXHKKfFz5FM7C3qAcS24vdpUwU544KerGF%2BfR%2FAgmHhV9R9vTVnZTHN%2BL21WTgSkEDmCiwt0%2B3xuOB8VvMJepcjPts5n1ae9IMd4%2Fy4zUJBNcLKafDQxwxN58xqWAoUvXkZBh1czHoYXnHzlC1qDJOSseqdLHUwqwV62wrqchQuw91GoPjsJDnv%2FeA%2B5P4Lw5H9w5XCgN6Fg3EdndbaklFbI8XF2tlaUaaQvo6TF0BOJpHtKV954Oc8kzY21buQEa7rWvQ9EeTXR1KZk8qvKv8y33ex2YashNS%2Bin3euCgh2yyZqnJFtIVpMoNL5czG7JZIlucX9f%2BwofWOoydT96DHBls6piWO96AHFhKfM0EZnc3H%2FaGQlmJliU3Ocb%2FN7XiHHMtMc2kCF3xQFESi773BgbeDHRcr6jZPKjDOqF6URzhZO9DQmXtqKzRDuACpMa%2FOBEe%2BnSGZhZ5Gmfsv2rvdQRtVeTb7%2FXIHpx16%2FoR4IcBVqcPlWdhAJHWShtOIFF4QfL%2B1pXZuMDE8gX%2BCPSVBYPwecpXo9gUURv7MvjFRttUT8wxEjkGF6AqNRXkL7BNILowGRIWfFPMjkoMP%2FtMgd5BDdoqI5tdC0ljmZNoAE4L7iwNjf9vaDuvDuGms%2Fe9pp3GNVAOoOptxFjYNEjDERyzZaK5WLNUkGVIlIFPKQeV3IuSJDeqqMu3vJH2zbyc%2Fctqqm%2BXbAAezZ7DzBZ0XAKVulH9Yv%2BXd0A15tsC3OhJfv3B4pDEfjsk7fEnc9yiav%2FplZ%2FeOq8WgTZa%2FgJJZj1%2BpTL0o%2Be3heKnZZIhG8cpAjzGin%2Fn5ky1qSPyOqZS1M9qMCNaqHEkQ39381DSKNoYhCBRAMniARgaYpQwfTm%2FqgFnd22jAt2um3y1fZIajdBNVieA7uwbx341KATSYhV6jxHptcSRiQNXMCKb0dBdlmIhyTdtTbGlUUOHRCppUiBsvtMM8zq9I6rjBBEo0KZ28l%2BJGkEaS6Wv%2Fy1vmWEC9gYQ9yKucZX3l6%2Fu1WdEZNqv%2FfGqSXvxtZfd%2BhRpp%2BrWXjM4d3nLsgpNbW%2FvHjGMLM%2FQ9MyejQCBP3L7fYG03L8kHSGH4aPLhY1LECVqQATK6LLzGhdg%3D%3D,NA,NA,NA,NA,NA,#471393023,NA,Samsung,Carcasa
15, Carcasa iPhone 7 / iPhone 8 / iPhone X /xs Lunatik Blindada ,13.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3005
				vendidos
			
		",(3 disponibles),"
	
		
			
		

		6 cuotas de
		
			
				$ 2.332
			

			 sin interés
			
		
	


	
		","
				$ 2.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MONKEYCOLOR,https://articulo.mercadolibre.cl/MLC-451130493-carcasa-original-ipaky-360-iphone-8-plus-vidrio-templado-_JM,NA,NA,NA,NA,NA,#451130493,iPaky,Apple,Carcasa
16, iPhone 8 / iPhone 7 - Protección: Carcasa + Lamina Vidrio ,24.490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				37
				vendidos
			
		",(4 disponibles),"
	
		
			
		

		6 cuotas de
		
			
				$ 4.082
			

			 sin interés
			
		
	


	
		","
				$ 4.082
			",NA,Envío gratis a todo el país,NA,NA,5.0,5,https://perfil.mercadolibre.cl/MICHELLODJUANPABLO,https://articulo.mercadolibre.cl/MLC-445744441-carcasa-iphone-7-iphone-8-iphone-x-xs-lunatik-blindada-_JM,5,0,0,0,0,#445744441,NA,Apple,Carcasa
17, Carcasa Smart Battery Case iPhone 7 iPhone 8 / Envío Gratis ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(4 disponibles),"
	
		
			
		

		12 cuotas de
		
			
				$ 1.666
			

			 sin interés
			
		
	


	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOLA_UPMOVILCHILE,https://articulo.mercadolibre.cl/MLC-481649921-iphone-8-iphone-7-proteccion-carcasa-lamina-vidrio-_JM,NA,NA,NA,NA,NA,#481649921,OEM,Apple,Carcasa
18, Carcasa 360° iPhone 8 Plus 7 Plus + Lámina Negro 3 En 1 ,69.990,NA,"
			
				Nuevo
			
			
		",(9 disponibles),"
	
		
			
		

		6 cuotas de
		
			
				$ 11.665
			

			 sin interés
			
		
	


	
		","
				$ 11.665
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALONLINE+EIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=SCvfMT7P5sriu4%2FkGOif4z%2FJdpcF8N0WOL%2FSD2NL0RyBb1V2znqCA%2Fn%2B%2Bkra9uwoQP9pwfNe2eZ4c6B%2Fwm8%2BnwXYfH6tDR2aLaXzVIc7aXJRltFhCpJ7KEfam5WYEDn2z0C5oSilqV%2B4zd3lePrQrAl0VQV4sCn9y3kz4GBUDop2aSw98wmFqraW87NGnOjZyu8qABaJRL6TN52dQjuN0ih4wsNll11D%2FwB7VkcxBZEl%2Bh6NIpdtr4udW42T7QOGnw%2FYRTFCju7BkRf29s%2FyiaRBvUwF%2FG73gv3eynuRlux7cImYthZGzSdeiuS8YY%2Fr1RskzbprLSNXBcsdgp1lWg%2FeA4u3ULxYpF8M%2B75LzXZ4Dap1WXSV4Mbgk2gBpTI0UJWcjWmzyF%2FrXq7Rimtg58XzRjad1ZV%2Fb9ZWY1DlUrBgB8T1Ro2OiHW%2BDjAcWAy2eXtl3K1kICknhW1Fp2u07b6glKOtU4SSrSc5RmQ6OhpKqVlva4KtNHc%2Byc27sdAfAlfiU1ik7SoMzp%2FpiB5nbKauECD6GoSfX4YK5sMLcceYNhiu3cXWiVZBabHbmflAY6DWodESIDw6n9SyGGJ%2FDtHYv3ENb6UfAtOBlgqUfqtKS0R2g3mXwq42BYCXx%2FK2WSyX4G2tmMP%2FVCVjhPMI%2BXBoxZdDrp6koNZIUyaNTnYWtmQrrpEbi1KFzjzOsY6tif6C2bHodtMmoRJ6AdJcg8%2FPngumaOV0%2FFeOnNLmrnO8%2F0qaoA3FDtoOxG%2BL1zeRfMGvGbrme6cuYZD72UPOxjABMZcD2vGo5tBXhJaoTLnAddhc%2BQ3xdq3yrEtXis9g39mEoDgNzmaUgCX8S61gHKQ9iiNV4%2BfImJaEHVtIgs2eAamCrd7tcQ7AsSX6OuV2l6Uv%2FQQuYSud1cbLYjfqLOpzGFW%2F3SgdAC0RFHm6ff33Gg3Om1ufDSmwuVsm5nzLc1sASiNnC17ibYY2cZHNj4Yl8GqZm%2Fq6%2B6oYfXMy8UieX0KpEscvAF6I3bTIG0dQ0FOvyBGlmhXnVfiLTSYnc9TCJfa7TE6KitRh0vIp1cjtpbxyLxVJ2YzcoNw%2FlsQTkl%2BVlaf6PEkxPu2%2B92wum20xo6JLN0iwDPb69ilH0%2BO%2BQu8XNibv3cbCuqOwmreJvm%2FAUqfVwr8Tr%2Ba%2Bu04C9mvYmKba%2B9xth1VHjiPCx7fq0IN3jJctvSTaikZt2OzFXQm0H%2B0fmkfjCtVC4ihSF10K9hQUHfxDEZrBB6E7iGos7tWRk8nCGn6drJpvcDVuQN2fEHEwdzsEk%2FUG3jeDq7%2FWVS4HXCuVsAJt4bRRn5O84ckBxvmEMgIP%2FwMuWH4vSYHMPMsGPpuD9SK%2FxVtvdLmmiokhPDeS33ei%2B4lt2JxkwMoKg0vdAjBpcwOLoGwzpgo%3D,NA,NA,NA,NA,NA,#471392962,NA,Samsung,Carcasa
19, Carcasa iPhone 7 / iPhone 8 / iPhone X /xs Lunatik ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",1,"
	
		
			
		

		6 cuotas de
		
			
				$ 3.332
			

			 sin interés
			
		
	


	
		","
				$ 3.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/STORECYC,https://articulo.mercadolibre.cl/MLC-468680253-carcasa-smart-battery-case-iphone-7-iphone-8-envio-gratis-_JM,NA,NA,NA,NA,NA,#468680253,NA,Apple,Carcasa
20, Carcasa Madera Personalizada iPhone 8 I 8 Plus I 1 Diseño ,9.995,NA,"
			
				Nuevo
			
			
				
					 - 
				
				32
				vendidos
			
		",(3 disponibles),"
	
		
			
		

		6 cuotas de
		
			
				$ 1.666
			

			 sin interés
			
		
	


	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452824745-carcasa-360-iphone-8-plus-7-plus-lamina-negro-3-en-1-_JM,NA,NA,NA,NA,NA,#452824745,NA,Apple,Carcasa
21, Unica Arena Carcasa 360 Con Logo iPhone 8 8 Plus ,24.490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				21
				vendidos
			
		",(3 disponibles),"
	
		
			
		

		6 cuotas de
		
			
				$ 4.082
			

			 sin interés
			
		
	


	
		","
				$ 4.082
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MICHELLODJUANPABLO,https://articulo.mercadolibre.cl/MLC-455865926-carcasa-iphone-7-iphone-8-iphone-x-xs-lunatik-_JM,NA,NA,NA,NA,NA,#455865926,NA,Apple,Carcasa
22," Carcasa Iphone8, iPhone 8. Gel Silicona. Case Liquida. ",6.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(3 disponibles),"
	
		
			
		

		6 cuotas de
		
			
				$ 1.165
			

			 sin interés
			
		
	


	
		","
				$ 1.165
			",Envío a todo el país,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VENTAS+ELECTRONICAS1,https://articulo.mercadolibre.cl/MLC-474287055-carcasa-madera-personalizada-iphone-8-i-8-plus-i-1-diseno-_JM,NA,NA,NA,NA,NA,#474287055,NA,Apple,Carcasa
23, iPhone 8 Plus / 7 Plus - Carcasa Funda Original Resistente ,9.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				25
				vendidos
			
		",(275 disponibles),"
	
		
			
		

		6 cuotas de
		
			
				$ 1.665
			

			 sin interés
			
		
	


	
		","
				$ 1.665
			",Envío a todo el país,NA,NA,NA,5.0,1,https://perfil.mercadolibre.cl/AERRECOMEX.COM,https://articulo.mercadolibre.cl/MLC-462074236-unica-arena-carcasa-360-con-logo-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#462074236,NA,Apple,Carcasa
24, iPhone 8 Carcasa Silicon Flexible +lamina Vidrio Templado ,11.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2 disponibles),"
	
		
			
		

		12 cuotas de
		
			
				$ 999
			

			 sin interés
			
		
	


	
		","
				$ 999
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/4BUY.CL,https://articulo.mercadolibre.cl/MLC-473583584-carcasa-iphone8-iphone-8-gel-silicona-case-liquida-_JM,NA,NA,NA,NA,NA,#473583584,NA,Apple,Carcasa
25, Carcasa Funda Silicona iPhone 7 Plus / iPhone 8 Plus/ Celpro ,15.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponibles),"
	
		
			
		

		12 cuotas de
		
			
				$ 1.250
			

			 sin interés
			
		
	


	
		","
				$ 1.250
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOLA_UPMOVILCHILE,https://articulo.mercadolibre.cl/MLC-481663486-iphone-8-plus-7-plus-carcasa-funda-original-resistente-_JM,NA,NA,NA,NA,NA,#481663486,OEM /Apple,Apple,Carcasa
26, Carcasa Funda Silicona iPhone 7 / iPhone 8 / Celpro ,4.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(3 disponibles),"
	
		
			
		

		6 cuotas de
		
			
				$ 832
			

			 sin interés
			
		
	


	
		","
				$ 832
			",Envío a todo el país,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PLANETMOVILRM,https://articulo.mercadolibre.cl/MLC-453689948-iphone-8-carcasa-silicon-flexible-lamina-vidrio-templado-_JM,NA,NA,NA,NA,NA,#453689948,NA,Apple,Carcasa
27, iPhone 8 / iPhone 7 - Full Carcasa Funda Original Resistente ,3.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(86 disponibles),"
	
		
			
		

		12 cuotas de
		
			
				$ 332
			

			 sin interés
			
		
	


	
		","
				$ 332
			",Envío a todo el país,NA,NA,NA,1.0,1,https://perfil.mercadolibre.cl/CELPRO_CL,https://articulo.mercadolibre.cl/MLC-454559641-carcasa-funda-silicona-iphone-7-plus-iphone-8-plus-celpro-_JM,NA,NA,NA,NA,NA,#454559641,Genérico,Apple,Carcasa
28, iPhone 8 Plus / 7 Plus - Lámina Protectora + Funda Azul ,3.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(30 disponibles),"
	
		
			
		

		12 cuotas de
		
			
				$ 332
			

			 sin interés
			
		
	


	
		","
				$ 332
			",Envío a todo el país,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELPRO_CL,https://articulo.mercadolibre.cl/MLC-454559323-carcasa-funda-silicona-iphone-7-iphone-8-celpro-_JM,NA,NA,NA,NA,NA,#454559323,Genérico,Apple,Carcasa
29, Carcasa Silicona iPhone 8 Plus Original Apple ,15.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponibles),"
	
		
			
		

		12 cuotas de
		
			
				$ 1.250
			

			 sin interés
			
		
	


	
		","
				$ 1.250
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CONTACTO_UPMOVIL,https://articulo.mercadolibre.cl/MLC-480447036-iphone-8-iphone-7-full-carcasa-funda-original-resistente-_JM,NA,NA,NA,NA,NA,#480447036,OEM /Apple,Apple,Carcasa
30, iPhone 8 / iPhone 7 - Cubierta Carcasa Azul Protección Total ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(6 disponibles),"
	
		
			
		

		12 cuotas de
		
			
				$ 1.666
			

			 sin interés
			
		
	


	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CONTACTO_UPMOVIL,https://articulo.mercadolibre.cl/MLC-480425972-iphone-8-plus-7-plus-lamina-protectora-funda-azul-_JM,NA,NA,NA,NA,NA,#480425972,Apple,NA,NA
31, Cafele Carcasa Magnética + Vidrio iPhone 8 Rojo ,19.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",1,"
	
		
			
		

		12 cuotas de
		
			
				$ 1.658
			

			 sin interés
			
		
	


	
		","
				$ 1.658
			",Envío a todo el país,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LINESHOPCL,https://articulo.mercadolibre.cl/MLC-463282898-carcasa-silicona-iphone-8-plus-original-apple-_JM,NA,NA,NA,NA,NA,#463282898,Apple,Apple,Carcasa
32, 2 Carcasas Magnética iPhone 8 | Negro Rojo Plata | Digitek ,15.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(2 disponibles),"
	
		
			
		

		12 cuotas de
		
			
				$ 1.250
			

			 sin interés
			
		
	


	
		","
				$ 1.250
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CONTACTO_UPMOVIL,https://articulo.mercadolibre.cl/MLC-480448339-iphone-8-iphone-7-cubierta-carcasa-azul-proteccion-total-_JM,NA,NA,NA,NA,NA,#480448339,GKK,Apple,Carcasa
33, iPhone 8 Plus / 7 Plus - Protección: Carcasa + Lamina Vidrio ,13.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",1,"
	
		
			
		

		12 cuotas de
		
			
				$ 1.083
			

			 sin interés
			
		
	


	
		","
				$ 1.083
			",Envío a todo el país,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUATRO+GLACIARES,https://articulo.mercadolibre.cl/MLC-481798379-cafele-carcasa-magnetica-vidrio-iphone-8-rojo-_JM,NA,NA,NA,NA,NA,#481798379,NA,Apple,Carcasa
34, Carcasa 360 Magnética iPhone 8 Plus Negro Plata Digitek ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",1,"
	
		
			
		

		6 cuotas de
		
			
				$ 3.332
			

			 sin interés
			
		
	


	
		","
				$ 3.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITEK.CL,https://articulo.mercadolibre.cl/MLC-463128876-2-carcasas-magnetica-iphone-8-negro-rojo-plata-digitek-_JM,NA,NA,NA,NA,NA,#463128876,NA,Apple,Carcasa
