search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Marca del celular,Tipo de funda
11, Cafele Carcasa Magnética + Vidrio iPhone 8 Negro ,13.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.083
			
		
		 sin interés
		
	

	
		","
				$ 1.083
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUATRO+GLACIARES,https://articulo.mercadolibre.cl/MLC-480448512-cafele-carcasa-magnetica-vidrio-iphone-8-negro-_JM,NA,NA,NA,NA,NA,#480448512,NA,Apple,Carcasa
12, Carcasa 360° iPhone 8 7 Plus + Vidrio Templado Rojo 3 En 1 ,9.995,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452825550-carcasa-360-iphone-8-7-plus-vidrio-templado-rojo-3-en-1-_JM,NA,NA,NA,NA,NA,#452825550,NA,Apple,Carcasa
13, Carcasa Transparente Reforzada Para iPhone 8 Plus Miaustore ,1.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				23
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 166
			
		
		 sin interés
		
	

	
		","
				$ 166
			",NA,Envío a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/MIAUSTORE.CL,https://articulo.mercadolibre.cl/MLC-453525745-carcasa-transparente-reforzada-para-iphone-8-plus-miaustore-_JM,NA,NA,NA,NA,NA,#453525745,NA,Apple,Carcasa
14, 10 Carcasas Magnética iPhone 8 Plus Por Mayor ,69.990,NA,"
			
				Nuevo
			
			
		",(9 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 11.665
			
		
		 sin interés
		
	

	
		","
				$ 11.665
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALONLINE+EIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=sDiSsOi1jt6h%2F9ZFx3pvqg8JlnE8mJG%2F1FsVzconEwibaPaRGNZsymwBdMC%2B3Hz25ScHhlLbTdNdd8nm3i8XjnHr2pQmaOWMOGt9NLRSfMEX2%2BFg4XYGbiqIb3lIH438WhxyFr9q00X8MXA3E%2BL7UXwh6Fvc48FMPqohZXEwFgot87z4IytS991UWK8KT99d%2B%2B3pYKOiaGtzNvFx7g%2Ba66XzeJjKFw2CUiS5zgOzL6lVUhYA0K7VAggsAyMNXhovK%2BEkYGYJ%2F0eKSIImgn16BqcwSJA%2F71RQUqJU%2BqHbNuLyZuV6DQEVGG%2F5z3G4MGJJI1zagvdHoq%2BYtFMxq2zdpD33A98RMyGHpVpjilefaSpwpoo84FEi7Fc0RBn0fVhcxH1%2Bk%2F8RdIYy3mZCam%2BHQ1NfRnBS1Wc1KfLTWifYho0bUIg%2FZ51IXPQfLAzU1%2BvfglPeH8hCX3Qua3HXm7GAGm6BLhK8zJCM4oRT1CUrNgrFM3MPM4PW6krRNquTtDPBDCbJfMa1ttcoYvS9sR59vovSNJ6dbmQO3bLyrjHGT4jV4JZ0bs3etBdriKCpzFp5qdKb7D3oKZarNHtxuggcPxE1VAZEq7cdB%2FYMdnpX8rzKESPFdtDdriUwoTmooViiLX3KtGHaulftzK1OsP4BpSezfKi4K60D1YML53mfju9nkmlEDgjQoYronbqEpjyoPHXpE7EF866pFcJmpT0AWKSnufvo%2BJXNFwdMVjxxsDi0pBbH2cTU7ynIUIVQQAyufFM43pw4mESe6q%2BBtptwe%2FuNtR%2Bck7hbmHkFy78y1OLT48rlYp%2BwgDLYq5vhpFkUSwO6b%2FovWa1buNapCaipCAz2KjgzZZ8hgwk3D7yNYGm6YRz1hbbY8rT%2FmLL67qK5vrPiiNWiSqFBGAqqYzhKn9Lwwxdw3capDULfBIyelz%2F38ewrv36tDx30Iwn1QV9PjA5Q2Vfjrj8p7QH8MzIAS%2Bopgch9iEo06CveMTtSdQQCoIqv5RSky4%2BNZyP9ATrQZR7SuSzZzgXh3PU3z7xz8ncoAxql5dcm9miLP7M%2BYQctX9bbKcOb8s7fKe8ILPuNBOUE%2Byr9ZuFV%2BaoSEJMRlmrBAFjoiwDfY6LtrVKfGu09mBgQ0TT9xtcWCdPhxaVVL7cD2oltzFmm73%2B8Xc5k5%2FRQG6ODRdX%2B6KUhmxJDpMaCmK%2FWfCPJ31K3jFb1aDHwRnwas0laf60y4pi8wxX%2FifhKLtmfs71fVaRFGl%2F3tjpbLY2ZH2zNdpqihK71mpHvmThgqPUZ3OijlbmpO2c1SoLe1dj0cU48%2Bv4VA713UtFmRe%2FmtmestbIzjUU6VEspLbii%2BhdizaASbCDLeIm0o0AfmhDvMAwmW4fl41rpZQivbolo8GattJZdqFzoTQ%2ByhoxN5fBpzaAUSCOMdVXC1FJQlx6W%2BWD2xTXoYPCBKVzYap1Vuv3gaAnlq6WryC2bBfwr0EYlNwhcaQ2t1LjYN1fdJBTMds2WCVVDsokXtxGJZoAiR9Mtn%2FPYNkapmigH0VxaUg%3D%3D,NA,NA,NA,NA,NA,#471393023,NA,Samsung,Carcasa
15, Carcasa Proteccion 360° iPhone 7 Y iPhone 8 - Tecnostrike ,15.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(8 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.500
			
		
		 sin interés
		
	

	
		","
				$ 2.500
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOSTRIKE,https://articulo.mercadolibre.cl/MLC-470875704-carcasa-proteccion-360-iphone-7-y-iphone-8-tecnostrike-_JM,NA,NA,NA,NA,NA,#470875704,Baseus,Apple,Carcasa
16, Carcasa Madera Personalizada iPhone 8 I 8 Plus I 1 Diseño ,6.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.165
			
		
		 sin interés
		
	

	
		","
				$ 1.165
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VENTAS+ELECTRONICAS1,https://articulo.mercadolibre.cl/MLC-474287055-carcasa-madera-personalizada-iphone-8-i-8-plus-i-1-diseno-_JM,NA,NA,NA,NA,NA,#474287055,NA,Apple,Carcasa
17, Carcasa Otterbox Defender iPhone 7 / iPhone 8 ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				21
				vendidos
			
		",(174 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/SUSPENSIONTRAINING,https://articulo.mercadolibre.cl/MLC-471755427-carcasa-otterbox-defender-iphone-7-iphone-8-_JM,NA,NA,NA,NA,NA,#471755427,OtterBox,Apple,Carcasa
18, 10 Carcasas Magnética iPhone 8 Por Mayor ,69.990,NA,"
			
				Nuevo
			
			
		",(9 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 11.665
			
		
		 sin interés
		
	

	
		","
				$ 11.665
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALONLINE+EIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=Xd4lAl12ErIe9lInXTTNgDjeLLO6uhcu7kpW%2BhkQnZT7PivBitKLva%2Fs%2FJi5N2YooxmENHU%2BbyD%2BSIZE4gaIiMZW0NdekW9NIqysl9A50VK2Etg%2Fl54LcN4r2ee%2FA90BSO1TIReS1VmvXQ%2B5AqiFjxRS2VIzwQk2gyH5wV3v49MHq%2FMNoK3kbJ5Xq%2F4WTqFpKDade39MpK7%2FyGhajnGHNcRyvajFaKIhTttF21CfwgyEl3G45dHYTFpR5u9kKGPOaBks1DkXE77SUpiEadbj6g3TzyMl4DGXb0YHerKRZ4zBEwHHW2UA69RX5kQUmYQhipfykiZ3fAEWuGXOFQNpq8RuVvy3jZ1%2B%2BCEWsVfywiFwJE%2Fn8vtX%2BmNkztrGzbkPO3XIvVAXv%2BVHjr4yB3vOTF6Un468SlcwMJujEtaFSjBEkZGoQVn4SorAASTHsbkhChPltXA%2F3DoQfnBb4ZKHMFIRr0nfuECJCK%2F7cPgicXeD1RJHQ7NK5MfMXGxXcFaCtikm%2F3ik3TPGa%2BWlA1PiW2iAUObpBPTjv8zSJMHo1IhbeqGqge8%2B%2BfSMmmsQPNuJRNBQ1qRcXQoDMycYKukTNu88Yw7YLUj3M67Ox62TYi%2Btdg%2F2EKF2MiZrJ%2FVrUT3vO2h51GWePYMe8CW8JCKMER%2BpdRezSEH2KN3xApCMwAN0K7Q%2FbvRy45z2CCzX9b%2FImBgTxrXQKbZk5lJhIM29mCFh9VJ1G3RnzMo5VeNZC%2Ft1YO3lfs%2Bcu4Coy3YlMb1r0%2Bd7CPhBqzRDsdj%2BayWTSTO5xJqjOiMwjrEe%2FlsRGpSpXUm9E7c91WaqQjjrvxqXVqBAoioDGUDOUy7RHODCcSrpX%2BNfg88wnum5Qc8hfo7CxGfznMcWjHxTCF8tkl0bWhgIkYWIgVQ6bof78fgl6VNBOzbAURGWOY8pX8DIPYxsG3ASsSyjHraUVR1qh%2FLohmErWRZ3BI%2BwDrLviBtcmkNS8dlcdvbSFyuppeOHMP%2FDHTRANldsr1izW7WzkcaRcuIMOQcSGsAPYuhYZAabWC6pMASvi9171OVNPrSmYibTKMeavKcGTWp%2FDG3LcsECPKa4FrXDS2Exk3LTceV3oGRUTFGbqA5q%2B1j5gKjjmtBJ%2BoasiMoVCdxrpyTDfgAp8zMIusa31FJ0fkJOx7Jl%2FcXGlunJcV%2FL6yitIlli3Bf%2FGZpdKULoAzqkNjXSK07EHntt3Cq4VKSThXW47PUcZ2t6e4hila96aHeYqOZHmPRqZHzYtfS5hpHEYjcmcKPuCInzBvAvFO6VoiYABXik0UkMzv%2Bgne3WfhBPYF4mP9joUb58crwYUP4Cbp4UfL8O3UJEJO6ppq6zmtwGh8tENEBW36yF3POrBSdG4Kj0PD302l%2FyYoipgBBDHlYqTInTSr%2Fog3YNh2oxg5XR%2Fo5PykW9VpNZB7Hw%2B89P9%2FW5Mnt9d5Xt6RCQC%2BYmOaeDLSSUWSAJLEW9PvG8sElXboFaLYU5w%2BxGM202yQCdCpt2TInQQzqpugBDp7ZpueVVOOI%3D,NA,NA,NA,NA,NA,#471392962,NA,Samsung,Carcasa
19, iPhone 8 Plus / 7 Plus - Funda Carcasa Dorada Protección 360 ,10.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(7 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.832
			
		
		 sin interés
		
	

	
		","
				$ 1.832
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELULARES-EN-VENTA,https://articulo.mercadolibre.cl/MLC-492274577-iphone-8-plus-7-plus-funda-carcasa-dorada-proteccion-360-_JM,NA,NA,NA,NA,NA,#492274577,GKK,Apple,Carcasa
20, Carcasa Metálica iPhone 8 7 Negro Lunatik Taktik Armadura ,23.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.999
			
		
		 sin interés
		
	

	
		","
				$ 1.999
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452413396-carcasa-metalica-iphone-8-7-negro-lunatik-taktik-armadura-_JM,NA,NA,NA,NA,NA,#452413396,NA,Apple,Carcasa
21, Apple iPhone 8 Plus Case Cuero Premium Nillkin - Prophone ,15.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(965 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.500
			
		
		 sin interés
		
	

	
		","
				$ 2.500
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-455903823-apple-iphone-8-plus-case-cuero-premium-nillkin-prophone-_JM,NA,NA,NA,NA,NA,#455903823,NA,NA,NA
22, Apple iPhone 8/7 Plus Case Eton Premium Nillkin - Webphone ,11.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 999
			
		
		 sin interés
		
	

	
		","
				$ 999
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/WEBPHONESPA,https://articulo.mercadolibre.cl/MLC-475197980-apple-iphone-87-plus-case-eton-premium-nillkin-webphone-_JM,NA,NA,NA,NA,NA,#475197980,Nillkin,Apple,Carcasa
23, Apple iPhone 8 Case Frosted Premium + Lamina - Prophone ,9.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(983 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.665
			
		
		 sin interés
		
	

	
		","
				$ 1.665
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-452140446-apple-iphone-8-case-frosted-premium-lamina-prophone-_JM,NA,NA,NA,NA,NA,#452140446,Apple,Apple,Carcasa
24, iPhone 8 Plus / 7 Plus - Case Carcasa Dorada + Lamina Vidrio ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(5 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELULARES-EN-VENTA,https://articulo.mercadolibre.cl/MLC-498947321-iphone-8-plus-7-plus-case-carcasa-dorada-lamina-vidrio-_JM,NA,NA,NA,NA,NA,#498947321,"Original, Legitima, Auténtica y Genuina - Fabricantes: GKK, Nillkin, Lenuo, Mofi, Goospery, Cafele, Enkay",Apple,Carcasa
25, iPhone 8 / iPhone 7 - Protección Carcasa Roja 100% Original ,10.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.832
			
		
		 sin interés
		
	

	
		","
				$ 1.832
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELULARES-EN-VENTA,https://articulo.mercadolibre.cl/MLC-492398182-iphone-8-iphone-7-proteccion-carcasa-roja-100-original-_JM,NA,NA,NA,NA,NA,#492398182,GKK,Apple,Carcasa
26, Carcasa Protector iPhone 7/8 Case Funda ,4.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		12 cuotas de
		
			
				$ 416
			
		
		 sin interés
		
	

	
		","
				$ 416
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CRANDEP,https://articulo.mercadolibre.cl/MLC-479552127-carcasa-protector-iphone-78-case-funda-_JM,NA,NA,NA,NA,NA,#479552127,Ugreen,Apple,Carcasa
27, Carcasa Funda Silicona iPhone 7 Plus / iPhone 8 Plus/ Celpro ,3.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(86 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 332
			
		
		 sin interés
		
	

	
		","
				$ 332
			",NA,Envío a todo el país,NA,NA,1.0,1,https://perfil.mercadolibre.cl/CELPRO_CL,https://articulo.mercadolibre.cl/MLC-454559641-carcasa-funda-silicona-iphone-7-plus-iphone-8-plus-celpro-_JM,NA,NA,NA,NA,NA,#454559641,Genérico,Apple,Carcasa
28, Carcasa iPhone 8 Silicona Transparente Tpu Ultra Fina ,7.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.332
			
		
		 sin interés
		
	

	
		","
				$ 1.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BOXPLAY+2019,https://articulo.mercadolibre.cl/MLC-480849059-carcasa-iphone-8-silicona-transparente-tpu-ultra-fina-_JM,NA,NA,NA,NA,NA,#480849059,NA,Apple,Carcasa
29," Carcasa Ultra Delgada Transparente Para iPhone 7, 8, 7p, 8p ",3.100,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(1 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 258
			
		
		 sin interés
		
	

	
		","
				$ 258
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ONNYA,https://articulo.mercadolibre.cl/MLC-493413357-carcasa-ultra-delgada-transparente-para-iphone-7-8-7p-8p-_JM?searchVariation=39078410306,NA,NA,NA,NA,NA,#493413357,Apple,Apple,Carcasa
30, Carcasa Funda Silicona iPhone 7 / iPhone 8 / Celpro ,3.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(30 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 332
			
		
		 sin interés
		
	

	
		","
				$ 332
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELPRO_CL,https://articulo.mercadolibre.cl/MLC-454559323-carcasa-funda-silicona-iphone-7-iphone-8-celpro-_JM,NA,NA,NA,NA,NA,#454559323,Genérico,Apple,Carcasa
31, Carcasa Silicona Transparente iPhone 8 Miaustore ,1.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 166
			
		
		 sin interés
		
	

	
		","
				$ 166
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIAUSTORE.CL,https://articulo.mercadolibre.cl/MLC-453749078-carcasa-silicona-transparente-iphone-8-miaustore-_JM,NA,NA,NA,NA,NA,#453749078,NA,Apple,Carcasa
32, Otterbox Carcasa Symmetry + Vidrio iPhone 8 Plus Negro ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.332
			
		
		 sin interés
		
	

	
		","
				$ 3.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUATRO+GLACIARES,https://articulo.mercadolibre.cl/MLC-481927101-otterbox-carcasa-symmetry-vidrio-iphone-8-plus-negro-_JM,NA,NA,NA,NA,NA,#481927101,OtterBox,Apple,Carcasa
33, Moshi Sensecover iPhone 8/7 Funda - Beige ,97.838,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		12 cuotas de
		
			
				$ 8.153
			
		
		 sin interés
		
	

	
		","
				$ 8.153
			",NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALWAREHOUSECL,https://articulo.mercadolibre.cl/MLC-498522350-moshi-sensecover-iphone-87-funda-beige-_JM,NA,NA,NA,NA,NA,#498522350,Moshi,Apple,Flip Cover
34, Cafele Carcasa Magnética + Vidrio iPhone 8 Rojo ,13.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.083
			
		
		 sin interés
		
	

	
		","
				$ 1.083
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUATRO+GLACIARES,https://articulo.mercadolibre.cl/MLC-481798379-cafele-carcasa-magnetica-vidrio-iphone-8-rojo-_JM,NA,NA,NA,NA,NA,#481798379,NA,Apple,Carcasa
