search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Modelo alfanumérico,Tipo de alimentação,Tipos de cabeças,Tempo de funcionamento,Peso
11, Barbeador Elétrico Maquina De Barbear Recarregável Promoção ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				488
				vendidos
			
		",(512 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 648
		
		 sem juros
		
	

	
		",48,NA,Envio para todo o país,NA,NA,4.4,1478,https://perfil.mercadolivre.com.br/FGK+VENDAS,https://produto.mercadolivre.com.br/MLB-1120276544-barbeador-eletrico-maquina-de-barbear-recarregavel-promoco-_JM,1015,259,99,39,65,#1120276544,Philips,3 cabeças,QP2510/10,QP2510/10,Recarregável,Removíveis,NA,NA
12, Barbeador Aparador Elétrico Recarregável Goncon Prova D'água ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				363
				vendidos
			
		",(636 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 650
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,NA,NA,4.0,153,https://perfil.mercadolivre.com.br/CABRAL+IMPORT,https://produto.mercadolivre.com.br/MLB-1099540779-barbeador-aparador-eletrico-recarregavel-goncon-prova-dagua-_JM,73,36,23,10,11,#1099540779,Importado,Shaver,RSCW-2088,NA,Recarregável,Removíveis,NA,240 g
13, Aparador Barbeador Elétrico Nova Nhc Bivolt Barba Perna ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				629
				vendidos
			
		",(1179 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 570
		
		 sem juros
		
	

	
		",70,NA,Envio para todo o país,NA,NA,3.9,25,https://perfil.mercadolivre.com.br/NBW+NOTEBOOKS,https://produto.mercadolivre.com.br/MLB-873226808-aparador-barbeador-eletrico-nova-nhc-bivolt-barba-perna-_JM,11,8,2,1,3,#873226808,Nova,NHC,NHC,NA,Recarregável,Planos,1 hora,NA
14, Maquina De Barbear Aparadora Original Panasonic 389k ,189,NA,"
			
				Novo
			
			
				
					 - 
				
				400
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1806
		
		 sem juros
		
	

	
		",06,NA,Frete grátis,NA,NA,4.7,15,https://perfil.mercadolivre.com.br/LOJA+BAZILIO,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=1COgiduQO2KPUd6wpQYUivrpsULYw7Bf6HgApykvZYe9cCm1PdaU5GeW3gMOo9HCdsgiiVM%2B4sJvB6D5hLaOl6tdICLlBYwsJalZvorcPD96iBk9Na%2BKdJAVxGsFVREjHK23C4I7B5Z8QTuqIuzkd9u9gxlARGsjRPcFgDUpgj7eKJwbS1mt%2BOWi%2Fri3qjSuxXKlRHFr9dTxH8REuBl0ji3w1GVbkZNhhYCMLtGAhs%2Be3M99acE8KQ8qcSHE60r54g5NvL28%2FkyS%2BJ1HEK%2BALQSEOMgjUbBd%2FQL7Vc%2BJ2iQJgKQxlIHO6fSkMytxFkgx9EclB8W8kqaPM%2B9VPe4aLNI%2FvA0lXO9Q4zmkhWr1yw1hyiqPwq%2BohX6WyduVKXLLBu8AIacH8ZDWPXcWN1Tp7GoWdMoB7g1jMx%2FNlugH7uN9PPLruvQrzxhVEJ5WPyzPqAsxtQ%2BPNw7pA3j71MZP%2F82daFUJC36GM95bmFJanUeP6%2BjQ7LqwKVKlRfYOl9X49O8q1K98DmdrSdeQ4ibQf2j83PZe9m%2Bse2Q%2FFP%2BpD6081Fat6pRVj%2BMdiTs0PvH%2B6DgwtmnHqSLxJjcmPK5ovCMAK78y%2FjxCrCwdWgZu5pkVrOdYr1b%2Fhjv%2FHApBteMf3ZxZkZi3ZexPYQ9TI0X%2B9HjDpkuopSTi1f1%2BE35opRuhQFqCMszpges7zTCC1yhrZ3Lxr4je%2Bbk3BbLpeSHeH1bbYvPAQmAIhMqg2L0MxbPPCeSaTaJjHZtq8wyxvutQm08oxsU%2BdP%2B34RiZrJcEwVqKX9vjPBafla8ZlTWq6R0luVgvVtqzkRqGZaB1gS7pZhBzNET0iWAe3Kc4Yk1h9ttXTFWoahBIA67ydGxppbaVVNXZfIUhlhdwCgp7Kjm0Za7vWSVgcY8imJQDvZUtBAtyVHxuWxRJ2Jjw%2F9YsRdPU43v0%2FrY0T3BQ6dbKtdgZZohy4Wy%2BX1XTPcaUFkm0%2Fl6yBBUkTYnx8qyqDQxSoIBPeRySlxHFVHSyknhjPPNSdjMzR5D%2FmxtJ4uN3Z%2F%2BszoYR7BobldK85UdqWXQjXgcuB7CLBZOaKA9LiSswJ2JJEMjoVaXsWt8mG2fOwaXqZhj6B%2FmKXVwG5sauMt2%2BqsNLoH1M2tPo5xkVNQ9zMQCslAUIZi7evkYf9TYUrwtwWdwBCF12oa4a8ndjAQPQNEVw18fqbLMdxjxqREPWo3%2BUmXdBgsJPGAPTZSjRpPEQJuuhFZn6pdTbElNZ33qov8Ob0q4rGAZa7V8dodmG28XbcM0nETRigHnpqfPzlZbRHu6LkWltoNt%2Fok%2FPMnqcViqw%2B%2BWpyaY03JadOaJ2rMKO0paEpelaVmDmZpJFvRTk0EUyKV3ljOr4fufFzRLgni1l2c9Y2VZ9vbhWlEtJRXo0lUHQCdsk69ixYZ05dEvb5Z%2FKE8B3O8Om2s3Y0yyzMBTkqNx3E0D%2FHsI%2FmKC%2BA4ng8Y%2FUHtB%2BaSsLRpkukr%2B2%2FKMSwmPnjrSIRTeiuHm9Fxdu79dzOYkDEBwguqsMwRMDu0GXLiReqKL858JHIsDbcPgyvm0iNCdOxdq2BTyCA0OR%2BdhUVpA5M8aqlm5EK7dNZ0h4P0hLWudHUiGgRKn4Hn8Qeb98VO3R6JQld2bLk1GP4i3VwDOCZ0CNUnkyGJMEdHROcY%2Bu7FY3GXo03thQnQAX1Y3iOzFyGH5G6GJLU45G6Fm2D%2FAeQq7%2BmUVUncG0FVhDdge%2B,11,4,0,0,0,#1009257700,Panasonic,Barbear/Acabamento,389k,NA,Recarregável,Removíveis,45 Min,NA
15, Barbeador Aparador Elétrico Recarregável Goncon Prova D'água ,44,NA,"
			
				Novo
			
			
				
					 - 
				
				781
				vendidos
			
		",(47 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 750
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,NA,NA,4.0,153,https://perfil.mercadolivre.com.br/CLASSIC+VENDAS,https://produto.mercadolivre.com.br/MLB-957075883-barbeador-aparador-eletrico-recarregavel-goncon-prova-dagua-_JM,73,36,23,10,11,#957075883,Goncon,Shaver,RSCW-2088,NA,Recarregável,Giratórios,30 min,240 g
16, Barbeador Elétrico Philips One Blade 2521 Original !!! ,169,NA,"
			
				Novo
			
			
				
					 - 
				
				149
				vendidos
			
		",(75 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1416
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,NA,NA,4.7,523,https://perfil.mercadolivre.com.br/LILI+OFICIAL,https://produto.mercadolivre.com.br/MLB-1054101808-barbeador-eletrico-philips-one-blade-2521-original--_JM,420,69,21,7,6,#1054101808,Philips,OneBlade,QP2521/10,NA,Recarregável,NA,45 m,NA
17, Máquina De Barbear Aparador Barbeador Elétrico Barba Philips ,104,NA,"
			
				Novo
			
			
				
					 - 
				
				995
				vendidos
			
		",(355 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 995
		
		 sem juros
		
	

	
		",95,NA,Envio para todo o país,NA,NA,4.6,40,https://perfil.mercadolivre.com.br/REDE_BH_ELETRO,https://produto.mercadolivre.com.br/MLB-957545068-maquina-de-barbear-aparador-barbeador-eletrico-barba-philips-_JM,28,7,4,1,0,#957545068,Philips,Multigroom,MG3711/15,MG3711/15,Recarregável,NA,Até 60 minutos,0.63 kg
18, Aparador Barbeador Elétrico Kemei 8 Em 1 Multigroom Kit ,89,NA,"
			
				Novo
			
			
				
					 - 
				
				469
				vendidos
			
		",(531 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 859
		
		 sem juros
		
	

	
		",59,NA,Envio para todo o país,NA,NA,4.5,39,https://perfil.mercadolivre.com.br/FGK+VENDAS,https://produto.mercadolivre.com.br/MLB-1115632925-aparador-barbeador-eletrico-kemei-8-em-1-multigroom-kit-_JM,29,7,0,1,2,#1115632925,Kemei,Multigroom,KM500,NA,Elétrica,Planos,8 horas,NA
19, Barbeador Elétrico Philips Seco E Molhado Maquina De Barbear ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				2128
				vendidos
			
		",(262 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1077
		
		 sem juros
		
	

	
		",77,NA,Frete grátis,NA,NA,4.7,190,https://perfil.mercadolivre.com.br/FRATELLI+BH,https://produto.mercadolivre.com.br/MLB-703220356-barbeador-eletrico-philips-seco-e-molhado-maquina-de-barbear-_JM,150,33,4,1,2,#703220356,Philips,NA,3711,MG3711/15,Elétrica,NA,60 min,0.63 kg
20, Barbeador Eletrico S/fio Philips 7 Em1 Multigroom Mg3721/77 ,159,NA,"
			
				Novo
			
			
				
					 - 
				
				60
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1332
		
		 sem juros
		
	

	
		",32,NA,Frete grátis,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/DETUDOUMPOUCOMAGAZINE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=1QUqMHAbIkQkO97f07KbWHJlDBUvTTb1PgMSsiKN%2B0nGJKorKOea%2BlP2bZgFKz0C2ZIa5nxcafMw0Ih8pDd1Q9aE0XUAtI4%2BIVoFKDAjczlA50nssItUGdmIDWY8VQ1XftRUSCnmkmYnkfU6vlZf%2Fp69D1WfCkaBLq7FhzWtsICuPBF6XrubVG6QXFWAFo0Y6ymmXXiFHiLVdOn4vRm5PHcrWmBFMaUMoUTXk774ZC5i%2BESbfd%2FlA0OyTLH7QRFrmOjDi7AxRxDK6b5OjEQ8bwy5pIjEPuh0Y9Sg0Y%2FnM3qUFhUs7ZCG7KxwPhgn3dS6yNMhzx6YvSuPhkw1Z808x9tbCy0A71mwYs9DwIXTKZ7UYjjsWrOn3%2F%2BubF5BQEg3Hm96KTwEbbsKXpq%2F2zvbLALjttLmqeeKjQv%2B0kKfyYw4di%2FQKVJsyESmF%2BLs%2F6SNx4z%2B81fE13amm%2BDjOBmiePEjbXgUWY%2BrtRXAIRNzEiA3069KJJQKxzeWt8f2Hs%2Btkl%2Fp1TjnCVMuk0D%2BjWXdJujGK9f70GBtp75cMGuUREefSlXVW1ZvunyYZzMR5mzBwx3C3l2%2BSsOIxxZOxUM8iyinZb7wnTpkbjk9cc8HhtoD858UnUUbbWiYF5CmGfL2mFlZwNrA%2BO0oBdvuz9KfUd7ekiGXWemSJjAdTDjvJaXlv1BOA5UjzL04phXCQuAM%2FNRcVGmAAYJ5vXRSSmxENAZwtsexo42OPpla%2BshrvW2EtXeigsy6tsw06gVODjlDEyt5yK%2BAQCOaD1Z8eWtgKw81YV85JnaqDqsThCNM51aM11AV2ddt9cJmPAXnpXHk7pF1%2BDpXDThvX0D%2FlKTnaRaWZHh7jI%2FXx0dDOEioOLV%2BnKKErySqUv7NR7xIsSgCIOsRInfH3WinZIljfSH4cbzk2ms%2B3bmgtALxjuMlfcQ9Z0%2BSReQ7Akzbm6zIZ9UnOsN6yPhk%2B4%2Fv4H6yvRJ2stYiwbuAYtSdhQ2Qb1q4qD1xcWRZB39Hzk%2FFAEHOcLLqkCpepQQNBE%2B1SfiVgkP9q1pFLMaywm8vrAycwZFYOmY9Gc4IjgJgkswi2VgCQLZuifVxxuRtvaX21FzNawCwbgYvvkpzGY8BkYlAMpMX%2FjBTqLgx6Z4cq6Qgq4eloSKhK5tmOlUofDiqj2m3phkIFo8mPFSEdFf2FY71g%2FOuMfzs%2BQWmMMPbOkohvSORiwMGi2jdLe%2FMLAD8ft1NFl3NRHPyUME9I%2FSoGudGeZzESwNsc%2FIU%2FL9M74OS1CevJ%2FC4JnD9abOQouCgQ3yULegfZFR53HkMPf7SF6%2B%2FWAYUS4tL1sKp4ekevgXZEov4Qe%2BgODMJspcdlio7oH7K%2BuTRvUu6emDZAkf4B%2Fcj1QgUFXZ2tIaGQ7PXk4Rt6uj%2FeiN4ZG3ne7QUyZrWMHyp0tNg%2F2t25WnSS8x4BGZT16BEw9jp3itizyrchXbVGdOynQbyeHjt%2By%2B%2BebacUQfYmtvVDKOnJ0fVzmi5QJ9sN9gH2aYe8dC3Zzf1kg4B4YScU9csjvWf%2FO4kLmQKSLtzfFTkLnmmlcRTblbh5hOuaVxKH160wF16Cy07nKeJwN5rtR3eMJYUkn0x7dlw78UB9EiLhq%2FTlmNsIMIXDR0xhd7bjWOv7%2FIGC9PcbzTBWAdU7%2BpAjIPOok1HytUSla3QRrraXu68ljexc%2BQOWtVDZGC7LFvNCPx%2B45XA4VDBYs1siv2qAVWH1CHgMbND9tY%3D,NA,NA,NA,NA,NA,#1205991346,Philips,Multigroom series 3000,MG3721/77,MG3721/15,Recarregável,Planos,NA,0.63 kg
21, Barbeador Maquina Elétrico Bivolt Recarregável Shaver Luxo ,31,NA,"
			
				Novo
			
			
				
					 - 
				
				275
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 592
		
		 sem juros
		
	

	
		",92,NA,Envio para todo o país,NA,NA,4.8,13,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1190615421-barbeador-maquina-eletrico-bivolt-recarregavel-shaver-luxo-_JM,12,0,1,0,0,#1190615421,Kemei,Shaver,RSCW-5500,NA,Recarregável,Removíveis,30 min,124 g
22, Maquina Barbeador Aparador Barba Pêlos Philips Bt1209 Bivolt ,69,NA,"
			
				Novo
			
			
				
					 - 
				
				131
				vendidos
			
		",(41 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 582
		
		 sem juros
		
	

	
		",82,NA,Envio para todo o país,NA,NA,4.7,14,https://perfil.mercadolivre.com.br/DETUDOUMPOUCOMAGAZINE,https://produto.mercadolivre.com.br/MLB-1205954105-maquina-barbeador-aparador-barba-plos-philips-bt1209-bivolt-_JM,10,2,1,0,0,#1205954105,Philips,Series 1000,BT1209/15,BT1209/15,Recarregável,Planos,NA,NA
23, Barbeador Elétrico Philips Aquatouch S1030 A Prova D'água ,164,NA,"
			
				Novo
			
			
				
					 - 
				
				814
				vendidos
			
		",(197 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1576
		
		 sem juros
		
	

	
		",76,NA,Frete grátis,NA,NA,4.4,325,https://perfil.mercadolivre.com.br/SHOPL%C3%82NDIA,https://produto.mercadolivre.com.br/MLB-803751007-barbeador-eletrico-philips-aquatouch-s1030-a-prova-dagua-_JM,222,52,28,10,13,#803751007,Philips,AquaTouch,S1030,HQ6976/16,Elétrica,Flexíveis,45M,NA
24, Barbeador Elétrico Philips One Blade Qp2521/10 Original Novo ,139,NA,"
			
				Novo
			
			
				
					 - 
				
				217
				vendidos
			
		",(9783 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1338
		
		 sem juros
		
	

	
		",38,NA,Frete grátis,NA,NA,4.7,523,https://perfil.mercadolivre.com.br/THAGIS+COM%C3%89RCIO,https://produto.mercadolivre.com.br/MLB-1259498029-barbeador-eletrico-philips-one-blade-qp252110-original-novo-_JM,420,69,21,7,6,#1259498029,Philips,OneBlade,QP2521/10,QP2521/10,Recarregável,Removíveis,NA,NA
25, Maquina Barbeador Kemei Shaver Km-2024 Bivolt Oferta ,67,NA,"
			
				Novo
			
			
				
					 - 
				
				253
				vendidos
			
		",(23 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 650
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,NA,NA,4.5,13,https://perfil.mercadolivre.com.br/HAIBRASIL,https://produto.mercadolivre.com.br/MLB-1240923587-maquina-barbeador-kemei-shaver-km-2024-bivolt-oferta-_JM,10,1,1,0,1,#1240923587,Kemei,maq barbear,KM-2024,NA,NA,Flexíveis,NA,NA
26, Maquina De Barbear Aparador Elétrico 3 Em 1 Kemei 6558 ,59,NA,"
			
				Novo
			
			
				
					 - 
				
				242
				vendidos
			
		",(33 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 595
		
		 sem juros
		
	

	
		",95,NA,Envio para todo o país,NA,NA,4.2,19,https://perfil.mercadolivre.com.br/SPRITS2STORE,https://produto.mercadolivre.com.br/MLB-1175859017-maquina-de-barbear-aparador-eletrico-3-em-1-kemei-6558-_JM,12,3,1,1,2,#1175859017,Kemei,Barbeador/Aparador/Cortador,KM-6558,NA,Elétrica,Removíveis,60 min,NA
27, Barbeador Aparador Oneblade Philips 2 Qp2510/10 Original ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				399
				vendidos
			
		",(15501 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1075
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,NA,NA,4.4,1478,https://perfil.mercadolivre.com.br/JOVAL+INFORMATICA1,https://produto.mercadolivre.com.br/MLB-1091892272-barbeador-aparador-oneblade-philips-2-qp251010-original-_JM,1015,259,99,39,65,#1091892272,Philips,OneBlade,QP2521/10,NA,Recarregável,Removíveis,30 m,NA
28, Barbeador Eletrico Braun Serie 7 7893s Prata 30% Off ,693,NA,"
			
				Novo
			
			
				
					 - 
				
				136
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5782
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,NA,NA,4.9,20,https://perfil.mercadolivre.com.br/GH+SHOP,https://produto.mercadolivre.com.br/MLB-1016542882-barbeador-eletrico-braun-serie-7-7893s-prata-30-off-_JM,18,2,0,0,0,#1016542882,Braun,Series 7,7893S,NA,Recarregável,Ergónomicos,Em média 50 usos,NA
