search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de cabezales,Cantidad de cabezales,Sistema de afeitado,Tipo de alimentación,Tiempo de funcionamiento,Tiempo de carga,Peso
11, Rasuradora Electrica Remington Cortadora Cabello Vello 9pzas ,329,NA,"
			
			
				
				107
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1828
		
		 sin intereses
		
	

	
		",28,NA,Envío a todo el país,NA,NA,3.4,5,https://perfil.mercadolibre.com.mx/TIMCOWEB?brandId=1277,https://articulo.mercadolibre.com.mx/MLM-601445999-rasuradora-recargable-3-cabezas-independientes-bsk-8900-_JM,2,1,0,1,1,#601445999,Timco,NA,BSK-8900,Giratorios,3,Rotativo,Recargable,35,8 h,NA
12, Rasuradora Cortadora Barba Bigote Remington Maquina ,288,NA,"
			
			
				
				72
				vendidos
			
		",(15 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1600
		
		 sin intereses
		
	

	
		",00,NA,Envío a todo el país,NA,NA,4.0,4,https://perfil.mercadolibre.com.mx/TIMCOWEB?brandId=1277,https://articulo.mercadolibre.com.mx/MLM-601445913-rasuradora-multi-usos-8-en-1-timco-x-48-_JM,3,0,0,0,1,#601445913,Timco,NA,X-48,Removibles,1,Rotativo,Eléctrica,NA,NA,NA
13, Rasuradora Afeitadora Wahl Recargable All In One 14pzs Nueva ,549,NA,"
			
			
				
				404
				vendidos
			
		",(23 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3050
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis a todo el país,NA,NA,4.7,88,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-658376737-rasuradora-cortadora-barba-bigote-remington-maquina-_JM,66,17,4,1,0,#658376737,Remington,Remington,PG6025 (110) F,Giratorios,5,Láminas,Eléctrica,65 MINUTOS,4 h,NA
14, Rasuradora Wahl 5 Star Shaver ,"2,299",NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 12772
		
		 sin intereses
		
	

	
		",72,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/AUDIOLAND+ELECTRONICS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=r0sVHX6dBrweP%2BXZafdcd%2Fm5e8PfJHnflHO76c%2FV53vPVOfx9it2PAKSjDDsFgjvr135vhsoJp%2BCcnAAFiSp56q%2Fu3k3gaKFtvmxNy7yE27c8QuXGVDGwwBcPohggpgwhf7XXSG56AwzUuJzaeHtLeSTVLDFLjVRzJKpijBYpjSJb286yfyK%2Bocvk0ABaTd%2BBfEvqOg0sZPTWC9t28Ijuul9ge1YEeTTOyFM9u4ZPYXBpuNTmB0Me3dRl5%2FveCFJaZnR0nj1%2F7uqSHnSEaAv%2FeuHyEx2%2B1GAHLbJVpkXUpDRjXh%2FfN%2BksbXGwSZ6Rv0yPucsFmI17fWxOQbTcfy6qTdzkUSAiMfe%2B1yBSmUMJndxOEdzQEhUATZz4YyD1QIgKbhJS3TF11cFyzbcQxucZ0rebDs7WdLmSfVdCnOzFy%2FXHJnXaH1VLkIgE8JyKEnc3vJoifXcPtt%2BmxluA0%2BMfsgmkT0VI2gehpY1wVIex%2BMyniXvWH%2BK5nGuhMN8pumgeyM00WeyNlCqMpE%2FVOXbP0BBa9Lpw0WiitbAOmWnqdLOKdnjCnK0ZYWmJUTQ1236xn3xM2F4FqM%2FNbxMOOHkIkSwjUlJ7%2BbuCBlyzTImRrf%2BPoP4M6I8Tr51gHcOrgFmqEzLCOCjgtR8SCOVhUhD4paUMXdwBhm93Ry%2FVcliCtIqp%2B2nPZxtDCqTl6S7hL68LvCymZZ0%2FQfJb6MKnKXrktkY8GfchnSlpM4P1xnMs2cHcQPY0RF%2F5gxNfgYDBA43Tl4bqBVBFoPuNvT2RptChZ1sdyhYvZt67ZKunz9sYuXo6SAp7HBdBgpYiGpwZR6ZSMm8CbG3Kdyknp3NxXI%2B7RbJlgH%2BgBzmqTZGdg%2BZxtJ8zXA%2F1lNFBTcF6yHZ1%2BRD0sFiDRnYI54vuP%2BbphbZ22tLHZkjzfE8opDER0%2BWZ7bQ09wPa4WEc9mQCqbiBwTX%2Fy7HgTs525pJrf0x%2BKFXK9tOsupYM5K%2BZ2IpqsjeFGj8%2F%2B5dzMK6t8d4vt1CQeAQBzGtAPOe9h3Rp3OKf1dk%2Fgjjoa%2FeDrLEkSqKwlIEtCP%2FAX5imojRZexNPs1F1uc3oSVLcK1Bws7z5VM3kQ6rkgvCk8SqANm%2FMD4imgZommkpu0rfHN9GCo180SNGI7geyVwXWxs7EhA9%2Bt%2FJHUo31DEgPopNGMevY1tsoNST1ZPHKdhDwnGwwtaS6Ybh3NWeY5rAs%2Fx0TBgfiB4hHOdvY6GOGe3sevPGExhw67QxyqrFk%2FfKyCbs2r9NvmC8DKRNZnH39G%2FYU35S5Uk86nIf2e9QLsSpiXBVulmL6F6TNBDyEwbgkNR%2BEFGKfVToNJylXU3y%2BQIIMicOGOeP1Aol%2FM65q28kN5WzK6SThe9V5VDPSdicCJKl71CajdtXEg1amUNiHvThpMei9NtoDHDY3bdd7V3q2OWbQLwgvpFv8fInFvsj8eNCgJ7qpS3p2HbK87D%2BMSB6Uup1sKm8gexMjZLtbQVhq2dJmJohjMiyUH56HOPhXXVRCOlRzqcdg%2BecsIjNNYEFxvITquW5lb4SFB4yr%2BGAcV4kuyui%2BjBWU4PcJQaysdEWQ5qkqFAIchFeplXbDpjoY5esQy0RGnPeifdXFBXKvC1UisZSnju0OV7pTn610LO%2Fhu%2FW9amdxaabD97dSCNblIv%2BoCEQvjo6vcQwlwC5TSd%2BGkpNyYQKXbjtjj3yqCSTuxefZp2EscmNB3TMklj78VZ7RUaNLBKw%2BhHNVuqZpGvHInwqRVfXhNFwEpPTabFI%2BrFiq3t85ZfzS3sPGniaScJlRnneHw3DYK1%2B%2BNvZnqC1CByJQ5zC6gY%3D,NA,NA,NA,NA,NA,#666255599,Philips,Multigroom 9000,MG7770/49,Removibles,NA,NA,Eléctrica,6 horas,NA,NA
15, Rasuradora Recargable Portatil 3cabezales Pelo Y Barba Sonar ,249,NA,"
			
				Nuevo
			
			
				
					 - 
				
				112
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1383
		
		 sin intereses
		
	

	
		",83,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/IMPORTACIONES+ACAPULCO,https://articulo.mercadolibre.com.mx/MLM-666377379-rasuradora-recargable-portatil-3cabezales-pelo-y-barba-sonar-_JM,NA,NA,NA,NA,NA,#666377379,Sonar,rasuradora,Portátil,Removibles,NA,NA,Recargable,40 min,NA,NA
16, Micro Rasuradora Maquina Barba ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				281
				vendidos
			
		",(14 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3328
		
		 sin intereses
		
	

	
		",28,NA,Envío gratis a todo el país,NA,NA,5.0,20,https://perfil.mercadolibre.com.mx/MANIX_ELECTRONICS,https://articulo.mercadolibre.com.mx/MLM-601194044-philips-norelco-maquina-barba-nariz-y-oidos-envio-gratuito-_JM,19,1,0,0,0,#601194044,Philips,Philips,Multigroom 3000,Removibles,3,Lift&Cut,Recargable,60 ms,0 años,NA
17, Rasuradora Recargable 3 Cabezas Independientes Bsk-8900 ,549,790,"
			
			
				
				936
				vendidos
			
		",(12 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 5424
		
		 sin intereses
		
	

	
		",24,NA,Envío gratis a todo el país,NA,NA,4.5,44,https://perfil.mercadolibre.com.mx/MERCADAZOOFICIALES?brandId=880,https://articulo.mercadolibre.com.mx/MLM-612753157-rasuradora-electrica-remington-cortadora-cabello-vello-9pzas-_JM,32,8,0,2,2,#612753157,Remington,REMINGTON,PG6020B (110) F,"Cortador para detalles, Peine con 8 ajustes, 3 peines para barba, Cortador curvo, Cortador de vellos nariz y orejas, Mini afeitadora, Base de Almacenaje",4,Láminas,Eléctrica,50 MINUTOS,4 h,386 g
18, Rasuradora Multi-usos 8 En 1 Timco X-48 ,349,NA,"
			
				Nuevo
			
			
				
					 - 
				
				104
				vendidos
			
		",(193 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1939
		
		 sin intereses
		
	

	
		",39,NA,Envío a todo el país,NA,NA,4.7,3,https://perfil.mercadolibre.com.mx/ELECTRONICS.MEXICO,https://articulo.mercadolibre.com.mx/MLM-666698396-rasuradora-afeitadora-wahl-recargable-all-in-one-14pzs-nueva-_JM,2,1,0,0,0,#666698396,Wahl,all in one,9685-200,Nariz y Oído Trimmer,NA,NA,Recargable,80 m,NA,NA
19, Philips Norelco Maquina Barba Nariz Y Oídos Envío Gratuito ,549,NA,"
			
				Nuevo
			
			
				
					 - 
				
				45
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3050
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis a todo el país,NA,NA,4.7,88,https://perfil.mercadolibre.com.mx/VADOSADEV,https://articulo.mercadolibre.com.mx/MLM-658398810-rasuradora-cortadora-barba-bigote-remington-maquina-_JM,66,17,4,1,0,#658398810,Remington,Remington,PG6025 (110) F,Giratorios,5,Láminas,Eléctrica,65 MINUTOS,4 h,NA
20, Rasuradora Philips Norelco Mg7750 Multigroom Dual 23 Piezas ,"1,099",NA,"
			
				Nuevo
			
			
				
					 - 
				
				93
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 6106
		
		 sin intereses
		
	

	
		",06,NA,Envío gratis a todo el país,NA,NA,5.0,8,https://perfil.mercadolibre.com.mx/AUDIOLAND+ELECTRONICS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=L9OP1ad9sLcqYubMZvlwk3dv6IoHUvikppXY5XctVVmoPP7x690UHv72sPD9TBKRL5Fbxlq7zL20XAl2oq77nebez11Y%2FXnp6IE82JsVeptzNV%2BjETEM4IEkTPxPXZuDZQuXj1X6AmHlshH0wNs%2FH0%2BnruOAU2hJzKaJFgeqkv11jAh3u9wt5njmPAy9uQmDV%2Bu%2FT61v7XAIw8ChCNRwG%2BoZIl6C8sAA17a0ne5TZSsBT53XIGzxmri%2F7B%2BOzNOVezBYHRfMmSZv5gDi9uvDojx0AFy0LhjaZ2yLSrk3GpchV7vC%2BR%2BvNAOQSdgX8F2C%2B7rEi6o26vh7D1l%2FvIZ5B07RJWU32gAGydHt0n05NwKP%2F2VDV97dSRlJdWcxPNXFnccA%2FN40xImqORyl3RbYL0qzIDCAqKsrhpz05KQaESxqXkXrELUkTvXsozkydRiC%2FAfY8e%2F9kq4mbxbNAOgGLWXsnavFVU7PkcqsQMHM%2FbEJ69bOv5YwTe1w5cIG8GXO1li6d737BUVXLimdpPDVDvwSJ3k7FYN6bo4Tltp1zzbkjUmRrAaeBJRw9Rhfmc8pG7KGuc1KU3rwYhTnpV54FpsEq3LjtI2yPhqKBLCPyf3SrLRB2VG4YA3ZGEcIbTzDAhpZCZyUVYWrVRtf3Yw8LcrfqLzMbxlxpla8Vh3aE8dvFfMnHZJsYNlWQRiAy8m%2FLrsaNILeENr10Sy4wnXxtePZEvx9%2Bu8Gb%2BTxY0HNC1hxDl5wFTiakXGzoo1WahxD9I8WxFmW5mufjwEQFr%2BECfae2Do2GyiaK1lGtmY3c1nJsIxH7V3Texz8jeSgZAVOv99nUXgmdRFme%2Fvr3r0Q9kEGNpmB2D9zdb8BAbxkruCFC8YBWRp0q8Wo69S5j0Sxj0%2Bivk9YMQ94ni0l5DdANXSGy8LYFY9PfVpVbV6Xy7QKLdTQSS6m3jq7ffzSzikv67fdbU2rnudso0pfha826kBL4l2FgRCS0zGX53j6oK9DEPWbTSfpA9ar38Yr%2BjLVXauJaLtiFXTcL%2BpoyNudBENvuDcSh38lG4G%2B%2BZVjyKx4mKLqBSUYAY18cUA1Yaep2VuWTXg%2Bjb23VQPK7g8BKKhBX3TpKlqjWnHRScaLVEG2jCzB3yhAAOGMgaBrGBt9F7bEuo8yz0TKtLZenUzJnL%2FoKzDHlq1pw1RQiSOYOAuxtD%2BHegizg9NYyh%2BjqHaxJWC%2BTNPKg%2Btki4bhZOqodHKTD8ZMtSvwTIivlbfeIYIcErnZVVYz7p8RsYSkLpWYWRGKvoir%2F4yA2u9CYKfOhcPRdSlMKEiW3wZGTpBju21qf91ccZq3%2BL5nnwC206wGuX8AikAl9wfHrfPKCpVQvzQQ95Q5xiVX2aXdb%2FhgvsGCvTAFHlSWWBx6paacY2hqnSBkJbMa3wcuQPepIuRVV7%2F5D98CNcnbacJP70DY9qYvL0DQiJYS%2F5Jg5hNV0WuhcjNqVa%2Bpqu1ENjgBrE4voSRRi44qG%2BLxnXw4dc9lhh9Xf9ZuieMex%2FJaVroLTS9O2lfoEdi7xvkegkNG7FzMB7Wer0m1VOCGxGwC6V9pbgUtYVD3JpR41se4U5GUVtGyUSIqtnx76WHGa3ZT%2FbzduzbMkPm6Uw9cUg0oTZsO0JbjmPzqUOyazAlwah%2FV4TduGvWWTNE%2Bdh%2FepHESkPNwULM6wFKSNS3uvDT4CmeWPOA42cMnO15KzB6n6Xc7H7c1umtEOnXTCmm%2FnwePW45DpwIURGluzBjgc9ld8CNenDNpiKX1mtUbvwhtOSmyvd%2FQHOpt%2FwmVTtzI8vv9ezCPjqXxt27jT29aGiA0sCMRf%2FcIUHb5hg%3D%3D,8,0,0,0,0,#612747886,Philips,Multigroom 5000,MG5750/49,Plano,1,Rotativo,Recargable,3 h,1 h,NA
21, Micro Touch Max Recortadora Vellos Nariz Barba Patillas ,149,NA,"
			
				Nuevo
			
			
				
					 - 
				
				97
				vendidos
			
		",(12 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 828
		
		 sin intereses
		
	

	
		",28,NA,Envío gratis a todo el país,NA,NA,2.7,3,https://perfil.mercadolibre.com.mx/MALU8988452,https://articulo.mercadolibre.com.mx/MLM-664802590-micro-rasuradora-maquina-barba-_JM,1,0,0,1,1,#664802590,universl,barba,micro rasuradora,Planos,NA,NA,Eléctrica,electrico,NA,64 g
22, Rasuradora Taurus Baco 3w Recar 3 Cabezas ,369,NA,"
			
			
				
				281
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 3645
		
		 sin intereses
		
	

	
		",45,NA,Envío gratis a todo el país,NA,NA,4.0,16,https://perfil.mercadolibre.com.mx/LIFTORTIENDAOFICIAL?brandId=1084,https://articulo.mercadolibre.com.mx/MLM-591638171-rasuradora-taurus-argus-25w-recar-2-navajas-_JM,10,1,2,1,2,#591638171,Taurus,RASURADORA,Taurus Argus,Planos,2,Láminas,Recargable,45 m,6 h,0.23 kg
23, Rasuradora Philips Norelco Mg3750 13pz Recargable Litio 60mn ,599,NA,"
			
			
				
				1639
				vendidos
			
		",(92 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 5918
		
		 sin intereses
		
	

	
		",18,NA,Envío gratis a todo el país,NA,NA,4.9,97,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-581331744-rasuradora-philips-norelco-mg3750-13pz-recargable-litio-60mn-_JM,89,6,2,0,0,#581331744,Philips,Multigroom 3000,MG3750/60,Removible,3,Láminas,Recargable,60 m,NA,NA
24, Afeitadora Profoil Andis Lithium Titanium Foil Shaver Recarg ,"1,429",NA,"
			
			
				
				663
				vendidos
			
		",(69 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 7939
		
		 sin intereses
		
	

	
		",39,NA,Envío gratis a todo el país,NA,NA,4.9,24,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-551340932-afeitadora-profoil-andis-lithium-titanium-foil-shaver-recarg-_JM,21,3,0,0,0,#551340932,Andis,Profesional,Profoil Shaver,Planos,1,Láminas,Recargable,90 m,1 s,NA
25, Rasuradora Wahl 5 Star Shaver ,829,NA,"
			
				Nuevo
			
			
				
					 - 
				
				144
				vendidos
			
		",(12 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 8190
		
		 sin intereses
		
	

	
		",90,NA,Envío gratis a todo el país,NA,NA,4.8,16,https://perfil.mercadolibre.com.mx/RGCBRANDS+MEXICO,https://articulo.mercadolibre.com.mx/MLM-600053779-rasuradora-electrica-inalambrica-3-cabezas-barba-y-bigotes-_JM,14,1,1,0,0,#600053779,Philips,Kissliss,KLS7110 Kissliss,Giratorios,3,Rotativo,Recargable,120 m,60 m,NA
26, Rasuradora Recargable Wahl 14 Pzas Recontruida De Fabrica ,549,NA,"
			
			
				
				356
				vendidos
			
		",(44 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 5424
		
		 sin intereses
		
	

	
		",24,NA,Envío gratis a todo el país,NA,NA,4.8,13,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-581799353-rasuradora-afeitadora-wahl-recargable-14pz-all-in-one-80mn-_JM,11,2,0,0,0,#581799353,Wahl,all in one,9685-200,Removible,3,Láminas,Recargable,80 m,1 s,NA
