search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Material
173, Funda Case Cuero Tipo Billetera iPhone 7 8 - Tienda ,55,NA,5,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CASE-COVERS,https://articulo.mercadolibre.com.pe/MPE-420879241-funda-case-cuero-tipo-billetera-iphone-7-8-tienda-_JM,NA,NA,NA,NA,NA,#420879241,Apple,NA,NA
174, Case Funda Protector Otterbox iPhone 7 8 100% Original ,65,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MVH+STORE,https://articulo.mercadolibre.com.pe/MPE-425755381-case-funda-protector-otterbox-iphone-7-8-100-original-_JM,NA,NA,NA,NA,NA,#425755381,Apple,NA,NA
175, Funda Silicone Case Apple Para iPhone 8/ Ip X Colores Stock! ,49,NA,0,96,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/COMERCIOVIRTUAL+PER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-430007923-funda-silicone-case-apple-para-iphone-8-ip-x-colores-stock-_JM,NA,NA,NA,NA,NA,#430007923,Apple,Silicone,Silicona
176, Case Funda Para iPhone 7 8 Cover Tpu Marca Baseus Protector ,60,NA,0,30,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-431711700-case-funda-para-iphone-7-8-cover-tpu-marca-baseus-protector-_JM,NA,NA,NA,NA,NA,#431711700,Apple,Baseus,NA
177, Rock Case Funda Protector Origin iPhone 7 / 8 ,40,NA,7,26,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-428788999-rock-case-funda-protector-origin-iphone-7-8-_JM,NA,NA,NA,NA,NA,#428788999,Apple,NA,NA
178, Funda Tpu Transparente iPhone 8 Plus Estuche Silicona Forro ,39,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546806-funda-tpu-transparente-iphone-8-plus-estuche-silicona-forro-_JM,NA,NA,NA,NA,NA,#433546806,Apple,NA,NA
179, Funda Goospery Flip Tarjetero Apple iPhone 8 Cover Case ,59,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-436062964-funda-goospery-flip-tarjetero-apple-iphone-8-cover-case-_JM,NA,NA,NA,NA,NA,#436062964,Apple,Apple,NA
180, Case Funda Protector 360 iPhone 8 - Acrilico + Vidrio ,38,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUAN556,https://articulo.mercadolibre.com.pe/MPE-433685725-case-funda-protector-360-iphone-8-acrilico-vidrio-_JM,NA,NA,NA,NA,NA,#433685725,Apple,NA,Acrílico
181, Apple iPhone 8 Funda 100% Cuero Correa Estuche Case Cover ,49,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-422602723-apple-iphone-8-funda-100-cuero-correa-estuche-case-cover-_JM,NA,NA,NA,NA,NA,#422602723,Apple,Apple,Cuero
182, Funda iPhone X/8/8plus/7/7plus/6/6s/6plus/6splus Case ,35,NA,29,7,NA,NA,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430538328-funda-iphone-x88plus77plus66s6plus6splus-case-_JM,1,0,0,0,0,#430538328,Apple,NA,NA
183, iPhone 8 Funda Iface Ring Holder Protector Cover Forro Case ,59,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-435716094-iphone-8-funda-iface-ring-holder-protector-cover-forro-case-_JM,NA,NA,NA,NA,NA,#435716094,Apple,NA,NA
184, Funda Case Bmw De Fibra De Carbon iPhone 7 8 6 6s Original ,50,NA,0,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-435680104-funda-case-bmw-de-fibra-de-carbon-iphone-7-8-6-6s-original-_JM,NA,NA,NA,NA,NA,#435680104,Apple,NA,NA
185, Case iPhone Funda 6/6plus 7/8 7/8plus X/xs Max /xr / Xs /6s ,29,NA,0,24,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAROLD25X,https://articulo.mercadolibre.com.pe/MPE-436847777-case-iphone-funda-66plus-78-78plus-xxs-max-xr-xs-6s-_JM,NA,NA,NA,NA,NA,#436847777,Apple,NA,NA
186, Funda Case Flexible Silicona Gel iPhone 8 Jelly Protector ,25,NA,0,29,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-434074775-funda-case-flexible-silicona-gel-iphone-8-jelly-protector-_JM,NA,NA,NA,NA,NA,#434074775,Apple,NA,Silicona
187, Case Funda Estuche Protector Silicona iPhone 7 iPhone 8 ,39,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ASAUL_11,https://articulo.mercadolibre.com.pe/MPE-436397003-case-funda-estuche-protector-silicona-iphone-7-iphone-8-_JM,NA,NA,NA,NA,NA,#436397003,Apple,NA,NA
188, Funda Audio Multifuncional Para Iphone 7/8 & 7/8plus Baseus ,100,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-433232637-funda-audio-multifuncional-para-iphone-78-78plus-baseus-_JM,NA,NA,NA,NA,NA,#433232637,NA,NA,NA
189," Protector Funda Case Magnético iPhone 7, 7 Plus, 8, 8 Plus ",45,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ASMOBILEACCESORIES,https://articulo.mercadolibre.com.pe/MPE-435746530-protector-funda-case-magnetico-iphone-7-7-plus-8-8-plus-_JM,NA,NA,NA,NA,NA,#435746530,Huawei,NA,NA
190, Funda Acuatica Telefonos iPhone 5 5s iPhone 6 6s iPhone 7 8 ,20,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CARLOSAVENDANO15,https://articulo.mercadolibre.com.pe/MPE-436016865-funda-acuatica-telefonos-iphone-5-5s-iphone-6-6s-iphone-7-8-_JM,NA,NA,NA,NA,NA,#436016865,NA,NA,Silicona
191, Case Funda Conejo Felpa Peludo Lujo Moda iPhone 7 / 8 Plus ,55,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AZTILEYRODRIGUEZ,https://articulo.mercadolibre.com.pe/MPE-436605606-case-funda-conejo-felpa-peludo-lujo-moda-iphone-7-8-plus-_JM,NA,NA,NA,NA,NA,#436605606,Apple,NA,NA
192," Case Funda Nice iPhone 6 , 7 , 8 Plus ",35,NA,0,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-427580536-case-funda-nice-iphone-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#427580536,Apple,NA,NA
193, Case Protector Funda Cover Armor iPhone 7 Plus / 8 Plus ,49,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NDMSTORE,https://articulo.mercadolibre.com.pe/MPE-429541358-case-protector-funda-cover-armor-iphone-7-plus-8-plus-_JM,NA,NA,NA,NA,NA,#429541358,Apple,NA,NA
194, Funda Protector iPhone 5c - Plastico Acrilico Star Wars Bb8 ,14,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUAN556,https://articulo.mercadolibre.com.pe/MPE-432970960-funda-protector-iphone-5c-plastico-acrilico-star-wars-bb8-_JM,NA,NA,NA,NA,NA,#432970960,Apple,NA,Acrílico
195," Lensun Nano Estuche Case Funda Para Iphon I7 , I8 Antishock ",65,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOCELENSUNPERU,https://articulo.mercadolibre.com.pe/MPE-435178885-lensun-nano-estuche-case-funda-para-iphon-i7-i8-antishock-_JM,NA,NA,NA,NA,NA,#435178885,Apple,NA,Silicona
196, Funda Robot Armor Apple iPhone 8 Cover Case Forro Carcasa ,59,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-436062991-funda-robot-armor-apple-iphone-8-cover-case-forro-carcasa-_JM,NA,NA,NA,NA,NA,#436062991,Apple,Apple,NA
197, Case Protector Funda Duro Parante iPhone 7 Plus / 8 Plus ,59,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NDMSTORE,https://articulo.mercadolibre.com.pe/MPE-424208064-case-protector-funda-duro-parante-iphone-7-plus-8-plus-_JM,NA,NA,NA,NA,NA,#424208064,Apple,NA,NA
198, Funda iPhone X/8/8plus/7/7plus Tra Case Carcasa Protector ,39,NA,30,4,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430538284-funda-iphone-x88plus77plus-tra-case-carcasa-protector-_JM,NA,NA,NA,NA,NA,#430538284,Apple,NA,NA
199, Funda iPhone 7/8 Dog Case Carcasa Protector ,45,NA,26,3,NA,NA,NA,Envío gratis a todo el país,NA,NA,4,1,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430545186-funda-iphone-78-dog-case-carcasa-protector-_JM,0,1,0,0,0,#430545186,Apple,NA,NA
200, Funda Mercury iPhone 8 Plus Cover Case Carcasa Estuche ,59,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546951-funda-mercury-iphone-8-plus-cover-case-carcasa-estuche-_JM,NA,NA,NA,NA,NA,#433546951,Apple,NA,Silicona
201, Funda Case Para iPhone 7 8 Nillkin Textura Metalico Con Tela ,40,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-433666152-funda-case-para-iphone-7-8-nillkin-textura-metalico-con-tela-_JM,NA,NA,NA,NA,NA,#433666152,Apple,Nillkin,NA
202, Funda Case Silicona iPhone 7 / 8 Plus En Caja Colores Tienda ,29,NA,0,40,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-434143425-funda-case-silicona-iphone-7-8-plus-en-caja-colores-tienda-_JM,NA,NA,NA,NA,NA,#434143425,Apple,NA,NA
203, Case Funda Protector Caseology iPhone X 8 + Tipo Spigen Usa ,115,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990482-case-funda-protector-caseology-iphone-x-8-tipo-spigen-usa-_JM,NA,NA,NA,NA,NA,#435990482,Apple,NA,NA
204, Funda Iface Iring Apple iPhone 8 Cover Case Forro Carcasa ,55,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-436062997-funda-iface-iring-apple-iphone-8-cover-case-forro-carcasa-_JM,NA,NA,NA,NA,NA,#436062997,Apple,Apple,NA
205, Funda De Cuero Para iPhone 7 Y iPhone 8 ,89,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/YAJOMATECH,https://articulo.mercadolibre.com.pe/MPE-434939486-funda-de-cuero-para-iphone-7-y-iphone-8-_JM,NA,NA,NA,NA,NA,#434939486,Apple,Apple,Cuero
206, Case Funda Protector Ringke Air Prism Iphone 7/8 & 7/8 Plus ,55,NA,0,13,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-428490199-case-funda-protector-ringke-air-prism-iphone-78-78-plus-_JM,NA,NA,NA,NA,NA,#428490199,NA,NA,NA
207, Funda iPhone 8/8plus/7/7plus Rob Case Carcasa Protector ,39,NA,31,4,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430710624-funda-iphone-88plus77plus-rob-case-carcasa-protector-_JM,NA,NA,NA,NA,NA,#430710624,Apple,NA,NA
208, iPhone 8 Funda Tpu 360 Tacto Cuero Bumper Estuche Forro Case ,49,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-436643263-iphone-8-funda-tpu-360-tacto-cuero-bumper-estuche-forro-case-_JM,NA,NA,NA,NA,NA,#436643263,Apple,NA,Silicona
209, Funda Case Protector Militar iPhone 7/8/plus/x C/parante Usa ,169,NA,0,80,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-436678834-funda-case-protector-militar-iphone-78plusx-cparante-usa-_JM,NA,NA,NA,NA,NA,#436678834,Apple,NA,NA
210, Protector Funda Case Para Apple iPhone 7 / 8 ,49,NA,0,996,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SMARTPHONES_PERU,https://articulo.mercadolibre.com.pe/MPE-429142688-protector-funda-case-para-apple-iphone-7-8-_JM,NA,NA,NA,NA,NA,#429142688,Apple,Apple,NA
211," Funda Silicone Case Para iPhone 7,iPhone 8 Nuevo Original ",45,NA,1,24,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NOTEPHONE_2013,https://articulo.mercadolibre.com.pe/MPE-429327307-funda-silicone-case-para-iphone-7iphone-8-nuevo-original-_JM,NA,NA,NA,NA,NA,#429327307,Apple,NA,NA
212, Case Bumper Protector Funda Cristal Iphone 7/8 & 7/8 Plus X ,30,NA,0,27,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-431462991-case-bumper-protector-funda-cristal-iphone-78-78-plus-x-_JM,NA,NA,NA,NA,NA,#431462991,NA,NA,NA
213, Case Protector Funda Silicona iPhone X 8 Plus ,49,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MOBITECH.PE,https://articulo.mercadolibre.com.pe/MPE-432438478-case-protector-funda-silicona-iphone-x-8-plus-_JM,NA,NA,NA,NA,NA,#432438478,Apple,NA,NA
214, Apple iPhone 7 iPhone 8 Case Funda Cover Ligero Liviano ,20,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-432665982-apple-iphone-7-iphone-8-case-funda-cover-ligero-liviano-_JM,NA,NA,NA,NA,NA,#432665982,Apple,Apple,NA
215, Funda Case Para iPhone 7 8 Plus Nillkin Amplificador Sonido ,45,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-433666260-funda-case-para-iphone-7-8-plus-nillkin-amplificador-sonido-_JM,NA,NA,NA,NA,NA,#433666260,Apple,Nillkin,NA
216, Funda Estuche Correa iPhone 8 Plus Clip Cuero Vacuno Forro ,55,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-435360816-funda-estuche-correa-iphone-8-plus-clip-cuero-vacuno-forro-_JM,NA,NA,NA,NA,NA,#435360816,Apple,NA,Cuero
217, Case Funda iPhone 7/8 6 6s Ferrari De Cuero Genuino ,50,NA,0,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-435679733-case-funda-iphone-78-6-6s-ferrari-de-cuero-genuino-_JM,NA,NA,NA,NA,NA,#435679733,Apple,NA,NA
218, Case Funda Para iPhone 7/8 6 6s Ferrari De Cuero Genuino ,50,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-435679819-case-funda-para-iphone-78-6-6s-ferrari-de-cuero-genuino-_JM,NA,NA,NA,NA,NA,#435679819,Apple,NA,NA
219, Case Funda Regalo Protector Pom Pom Jeve Goma Iphone 6/ 7/ 8 ,45,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AZTILEYRODRIGUEZ,https://articulo.mercadolibre.com.pe/MPE-435684558-case-funda-regalo-protector-pom-pom-jeve-goma-iphone-6-7-8-_JM,NA,NA,NA,NA,NA,#435684558,NA,NA,NA
220, Premium Crossbody Bag Purse Funda Para iPhone X/8 plus/samsu ,143,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KECHVR.COM,https://articulo.mercadolibre.com.pe/MPE-436435887-premium-crossbody-bag-purse-funda-para-iphone-x8plussamsu-_JM,NA,NA,NA,NA,NA,#436435887,NA,NA,NA
221, Cases Al Por Mayor Para Negocio ,15,NA,0,1000,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-436910720-cases-al-por-mayor-para-negocio-_JM?searchVariation=39338100148,NA,NA,NA,NA,NA,#436910720,Apple,Apple,Silicona
222, Protector Bumper Funda Case Iphone 7 / 8 Aluminio + Mica 2.5 ,92,NA,0,16,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-434400751-protector-bumper-funda-case-iphone-7-8-aluminio-mica-25-_JM,NA,NA,NA,NA,NA,#434400751,NA,NA,NA
223, Case Funda Protector Magnetico iPhone 8 Elegante Moda ,50,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AZTILEYRODRIGUEZ,https://articulo.mercadolibre.com.pe/MPE-435416247-case-funda-protector-magnetico-iphone-8-elegante-moda-_JM,NA,NA,NA,NA,NA,#435416247,Apple,NA,Aluminio
224, Case Funda 369 Jelly Original Protector iPhone 7plus 8 Plus ,28,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AZTILEYRODRIGUEZ,https://articulo.mercadolibre.com.pe/MPE-435436901-case-funda-369-jelly-original-protector-iphone-7plus-8-plus-_JM,NA,NA,NA,NA,NA,#435436901,Apple,NA,NA
225, Funda Protector + Clip Para Cinturon iPhone 7 / 8 Plus / 8 ,38,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MOBILE+CONNECT,https://articulo.mercadolibre.com.pe/MPE-436500275-funda-protector-clip-para-cinturon-iphone-7-8-plus-8-_JM,NA,NA,NA,NA,NA,#436500275,Apple,NA,Silicona
226, Funda Armor Apple iPhone 8 Estuche Parante Cover Forro ,55,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-436644175-funda-armor-apple-iphone-8-estuche-parante-cover-forro-_JM,NA,NA,NA,NA,NA,#436644175,Apple,Apple,NA
227, Funda De Gel Transparente Para iPhone 8 + Mica De Vidrio ,30,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TRIPLESENDS,https://articulo.mercadolibre.com.pe/MPE-426992740-funda-de-gel-transparente-para-iphone-8-mica-de-vidrio-_JM,NA,NA,NA,NA,NA,#426992740,NA,Apple,NA
228, Case Antigolpes iPhone 7 8 Plus Protector Parante Funda ,34,NA,0,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TIENDAEXPRESS.PE,https://articulo.mercadolibre.com.pe/MPE-432157016-case-antigolpes-iphone-7-8-plus-protector-parante-funda-_JM,NA,NA,NA,NA,NA,#432157016,Apple,NA,NA
229, Funda Original De Silicona Para iPhone 6-6s-7-8-7plus-x ,35,NA,0,30,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-434076770-funda-original-de-silicona-para-iphone-6-6s-7-8-7plus-x-_JM,NA,NA,NA,NA,NA,#434076770,Apple,NA,Silicona
230, Funda Case Silicona Para iPhone 7 / 8 En Caja Colores Tienda ,29,NA,0,40,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-434123265-funda-case-silicona-para-iphone-7-8-en-caja-colores-tienda-_JM,NA,NA,NA,NA,NA,#434123265,Apple,NA,NA
231, Case Funda Silicona Geométrica Para iPhone 8 Y iPhone 7 ,49,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/YAJOMATECH,https://articulo.mercadolibre.com.pe/MPE-434939074-case-funda-silicona-geometrica-para-iphone-8-y-iphone-7-_JM,NA,NA,NA,NA,NA,#434939074,Apple,Apple,Cuero
232, Case Funda 369 Jelly Original iPhone 7g . 8g ,28,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AZTILEYRODRIGUEZ,https://articulo.mercadolibre.com.pe/MPE-435436900-case-funda-369-jelly-original-iphone-7g-8g-_JM,NA,NA,NA,NA,NA,#435436900,Apple,NA,NA
233," Funda Silicona Liquida iPhone 7, 8, 7plus , 8plus Y iPhone X ",32,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TEVEN255,https://articulo.mercadolibre.com.pe/MPE-436914724-funda-silicona-liquida-iphone-7-8-7plus-8plus-y-iphone-x-_JM,NA,NA,NA,NA,NA,#436914724,Apple,NA,Silicona
234, iPhone 8 Plus Apple Funda Estuche Case Protector Holster ,69,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546856-iphone-8-plus-apple-funda-estuche-case-protector-holster-_JM,NA,NA,NA,NA,NA,#433546856,Apple,Apple,Cuero
235, Case Protector Funda Silicona Iphone 7 / 8 & 7 / 8plus Apple ,50,NA,0,14,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-434405674-case-protector-funda-silicona-iphone-7-8-7-8plus-apple-_JM,NA,NA,NA,NA,NA,#434405674,NA,NA,NA
236, Funda Hdd Apple iPhone 8 Carcasa Estuche Cuero Window Cover ,49,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-436062926-funda-hdd-apple-iphone-8-carcasa-estuche-cuero-window-cover-_JM,NA,NA,NA,NA,NA,#436062926,Apple,Apple,Cuero
237, Case Protector Funda Hibrido iPhone 7 Plus / iPhone 8 Plus ,59,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NDMSTORE,https://articulo.mercadolibre.com.pe/MPE-424208068-case-protector-funda-hibrido-iphone-7-plus-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#424208068,Apple,NA,NA
238, Funda iPhone 7/8 Luminary Case Protector Carcasa ,59,NA,37,4,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430692745-funda-iphone-78-luminary-case-protector-carcasa-_JM,NA,NA,NA,NA,NA,#430692745,Apple,NA,NA
239, Funda Nillkin Para iPhone 8 ,50,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MELISSABARTRA,https://articulo.mercadolibre.com.pe/MPE-432926336-funda-nillkin-para-iphone-8-_JM,NA,NA,NA,NA,NA,#432926336,Apple,Nillkin,Cuero
240, Funda Case Tipo Cuero Para iPhone 7 8 Nillkin Con Pie Apoyo ,50,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-433666051-funda-case-tipo-cuero-para-iphone-7-8-nillkin-con-pie-apoyo-_JM,NA,NA,NA,NA,NA,#433666051,Apple,Nillkin,NA
241, Funda Case Para iPhone 7 8 Plus Nillkin Textura Metalico ,40,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-433666122-funda-case-para-iphone-7-8-plus-nillkin-textura-metalico-_JM,NA,NA,NA,NA,NA,#433666122,Apple,Nillkin,NA
