search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Marca del celular
11, iPhone 8 Plus Kit Protector Funda Delgada + Vidrio Templado ,48.9,80.000,24,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.2,6,https://perfil.mercadolibre.com.co/TIENDANOSTRA.COM,https://articulo.mercadolibre.com.co/MCO-458321230-iphone-8-plus-kit-protector-funda-delgada-vidrio-templado-_JM,4,1,0,0,1,#458321230,NA,NA,NA
12, Otterbox Defender Series Funda Para iPhone 8 Plus Y iPhone 7 ,212.9,NA,1,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-459385397-otterbox-defender-series-funda-para-iphone-8-plus-y-iphone-7-_JM,NA,NA,NA,NA,NA,#459385397,NA,NA,NA
13, Funda Sumergible /iPhone 8/7plus/ 6 Plus /8/7/6/6s/universal ,34.99,NA,14,2,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/NEXOSGROUP2010,https://articulo.mercadolibre.com.co/MCO-447917005-funda-sumergible-iphone-87plus-6-plus-8766suniversal-_JM,NA,NA,NA,NA,NA,#447917005,NA,NA,NA
14," iPhone 7 Plus Case, Funda iPhone 8 Plus, Supcase Unicorn ",93.9,NA,2,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-459498098-iphone-7-plus-case-funda-iphone-8-plus-supcase-unicorn-_JM,NA,NA,NA,NA,NA,#459498098,NA,NA,NA
15," Funda De Oro Para iPhone 7 Plus /iPhone 8 Plus, Technext020 ",61.9,NA,1,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-468464872-funda-de-oro-para-iphone-7-plus-iphone-8-plus-technext020-_JM,NA,NA,NA,NA,NA,#468464872,NA,NA,NA
16, Funda Forro Protector 360 Gkk Estuche 3 En 1 iPhone 8 Plus ,27.9,NA,0,10,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CAROLINA.CASTRO68,https://articulo.mercadolibre.com.co/MCO-516372872-funda-forro-protector-360-gkk-estuche-3-en-1-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#516372872,NA,NA,NA
17," Funda Carcasa iPhone 8 , 7 Original Spigen Thin Fit Dorada ",34.9,45.500,0,NA,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DELLTHUS,https://articulo.mercadolibre.com.co/MCO-449592535-funda-carcasa-iphone-8-7-original-spigen-thin-fit-dorada-_JM,NA,NA,NA,NA,NA,#449592535,Spigen,Thin Fit dorado iPhone 7,iPhone
18, Amazonbasics Funda Para iPhone 7 Plus iPhone 8 Plus Roja ,24.9,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COMPRA+_SEGURO,https://articulo.mercadolibre.com.co/MCO-454204947-amazonbasics-funda-para-iphone-7-plus-iphone-8-plus-roja-_JM,NA,NA,NA,NA,NA,#454204947,NA,ROJA,iPhone
19, Funda Piel Lujo Frances Noreve (f) Apple iPhone 8 Plus ,225,NA,0,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CALLE+DEL.COMERCIO,https://articulo.mercadolibre.com.co/MCO-494723863-funda-piel-lujo-frances-noreve-f-apple-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#494723863,NA,NA,NA
20, Estuche Funda Forro Otterbox iPhone 8/7 Plus Statement Negro ,129.9,NA,0,10,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BZ+GP,https://articulo.mercadolibre.com.co/MCO-496031857-estuche-funda-forro-otterbox-iphone-87-plus-statement-negro-_JM,NA,NA,NA,NA,NA,#496031857,NA,NA,NA
21, Estuche Protector Funda iPhone 8 Transparente Silicona ,14.9,NA,0,1000,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/APPSTORENLINEA,https://articulo.mercadolibre.com.co/MCO-508957711-estuche-protector-funda-iphone-8-transparente-silicona-_JM,NA,NA,NA,NA,NA,#508957711,NA,NA,NA
22, Estuche Funda Forro Otterbox iPhone 8/7 Statement Seri Negro ,129.9,NA,0,10,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BZ+GP,https://articulo.mercadolibre.com.co/MCO-491790453-estuche-funda-forro-otterbox-iphone-87-statement-seri-negro-_JM,NA,NA,NA,NA,NA,#491790453,NA,NA,NA
23, iPhone 8 Plus 7 Plus Funda De Silicona Transparente ,9.4,NA,0,20,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/APRECIOSDEREMATE,https://articulo.mercadolibre.com.co/MCO-525740005-iphone-8-plus-7-plus-funda-de-silicona-transparente-_JM,NA,NA,NA,NA,NA,#525740005,NA,NA,NA
24, Funda Piel Lujo Frances Noreve (v) Apple iPhone 8 Plus ,255,NA,0,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CALLE+DEL.COMERCIO,https://articulo.mercadolibre.com.co/MCO-497981672-funda-piel-lujo-frances-noreve-v-apple-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#497981672,NA,NA,NA
25, Fundas De Silicona Para Iphone 8 Y 8 Plus ,25,NA,0,12,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SEBASTEANO,https://articulo.mercadolibre.com.co/MCO-495735959-fundas-de-silicona-para-iphone-8-y-8-plus-_JM,NA,NA,NA,NA,NA,#495735959,NA,NA,NA
26, Funda Piel Lujo Frances Noreve (h) Apple Iphone 8 Plus ,255,NA,0,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CALLE+DEL.COMERCIO,https://articulo.mercadolibre.com.co/MCO-494723905-funda-piel-lujo-frances-noreve-h-apple-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#494723905,NA,NA,NA
27, Funda Piel Lujo Frances Noreve (l) Apple iPhone 8 Plus ,265,NA,0,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CALLE+DEL.COMERCIO,https://articulo.mercadolibre.com.co/MCO-494723843-funda-piel-lujo-frances-noreve-l-apple-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#494723843,NA,NA,NA
28, Funda Iluv Para iPhone 8 Y 7 Crystal Ring Transparente ,47,NA,0,3,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ANROHEZ,https://articulo.mercadolibre.com.co/MCO-518710068-funda-iluv-para-iphone-8-y-7-crystal-ring-transparente-_JM,NA,NA,NA,NA,NA,#518710068,NA,NA,NA
29, Funda Piel Lujo Frances Noreve (e) Apple Iphone 8 Plus ,225,NA,0,6,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CALLE+DEL.COMERCIO,https://articulo.mercadolibre.com.co/MCO-494723888-funda-piel-lujo-frances-noreve-e-apple-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#494723888,NA,NA,NA
30, Funda Piel Lujo Frances Noreve (h) Apple Iphone 8 ,255,NA,0,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CALLE+DEL.COMERCIO,https://articulo.mercadolibre.com.co/MCO-494724012-funda-piel-lujo-frances-noreve-h-apple-iphone-8-_JM,NA,NA,NA,NA,NA,#494724012,NA,NA,NA
31, Funda Antichoque Para iPhone X - 7/8 - 7/8 Plus - Azul ,40.3,NA,5,286,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/PHONETIFYTIENDAONLINE,https://articulo.mercadolibre.com.co/MCO-483700658-funda-antichoque-para-iphone-x-78-78-plus-azul-_JM?searchVariation=40895018939,NA,NA,NA,NA,NA,#483700658,NA,NA,NA
32, Funda Antichoque Para iPhone X - 7/8 - 7/8 Plus - Negro ,40.3,NA,17,259,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,3,1,https://perfil.mercadolibre.com.co/PHONETIFYTIENDAONLINE,https://articulo.mercadolibre.com.co/MCO-483233782-funda-antichoque-para-iphone-x-78-78-plus-negro-_JM?searchVariation=40895019920,0,0,1,0,0,#483233782,NA,NA,NA
33, Carcasa Protector iPhone 8 Plus Cover Funda Estuche + Vidrio ,32.9,NA,0,3,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/IMPORTCALITIENDA,https://articulo.mercadolibre.com.co/MCO-468285346-carcasa-protector-iphone-8-plus-cover-funda-estuche-vidrio-_JM,NA,NA,NA,NA,NA,#468285346,NA,NA,iPhone
34, Funda Antichoque Para iPhone X - 7/8 - 7/8 Plus - Rosa ,40.3,NA,8,259,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/PHONETIFYTIENDAONLINE,https://articulo.mercadolibre.com.co/MCO-483212763-funda-antichoque-para-iphone-x-78-78-plus-rosa-_JM?searchVariation=40895022946,NA,NA,NA,NA,NA,#483212763,Apple,NA,Apple
35, Funda Protectora Tpu iPhone 8 ,15,NA,0,12,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COOLCASESTORE,https://articulo.mercadolibre.com.co/MCO-489914157-funda-protectora-tpu-iphone-8-_JM,NA,NA,NA,NA,NA,#489914157,NA,NA,iPhone
36, Funda Antichoque Para iPhone X - 7/8 - 7/8 Plus - Blanco ,40.3,NA,2,275,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/PHONETIFYTIENDAONLINE,https://articulo.mercadolibre.com.co/MCO-483212381-funda-antichoque-para-iphone-x-78-78-plus-blanco-_JM?searchVariation=40895021541,NA,NA,NA,NA,NA,#483212381,Apple,NA,Apple
37," Funda iPhone 8 Plus, Supcase Unicorn Beetle Series Premium F ",107.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/FULLBOX+TODOLOQUENECESITAS,https://articulo.mercadolibre.com.co/MCO-504782497-funda-iphone-8-plus-supcase-unicorn-beetle-series-premium-f-_JM,NA,NA,NA,NA,NA,#504782497,SUPCASE,SUP-iPhone8Plus-Unicorn-Frost/Black,NA
38, Funda Silicone Case Original iPhone 7 / iPhone 8 ,35.999,NA,0,1,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CONTAINERVIRTUAL+235,https://articulo.mercadolibre.com.co/MCO-517576633-funda-silicone-case-original-iphone-7-iphone-8-_JM,NA,NA,NA,NA,NA,#517576633,NA,NA,NA
39, Bomea Resistente Nylon iPhone 8 6 6s 7 Funda De Bolsa ,77.9,NA,0,NA,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DECOMPRAS.CO,https://articulo.mercadolibre.com.co/MCO-505765595-bomea-resistente-nylon-iphone-8-6-6s-7-funda-de-bolsa-_JM,NA,NA,NA,NA,NA,#505765595,NA,NA,NA
40," Funda iPhone 8 Plus, [resistente A Los Aranazos] Funda Trans ",123.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/FULLBOX+TODOLOQUENECESITAS,https://articulo.mercadolibre.com.co/MCO-504782498-funda-iphone-8-plus-resistente-a-los-aranazos-funda-trans-_JM,NA,NA,NA,NA,NA,#504782498,i-Blason,iPhone8Plus-Halo-Clear,NA
41, Forro Estuche Case Funda 360 iPhone 8 + Vidrio Templado Glas ,29.9,NA,2,1,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BICLAPP,https://articulo.mercadolibre.com.co/MCO-505972877-forro-estuche-case-funda-360-iphone-8-vidrio-templado-glas-_JM,NA,NA,NA,NA,NA,#505972877,NA,NA,NA
42," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda Rígida Slim ",88.9,NA,0,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-463244431-funda-iphone-7-plus-funda-iphone-8-plus-funda-rigida-slim-_JM,NA,NA,NA,NA,NA,#463244431,NA,NA,NA
43, Funda Transparente iPhone 8 Plus (muestra Tu Nuevo iPhone Ap ,88.9,NA,6,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-458402093-funda-transparente-iphone-8-plus-muestra-tu-nuevo-iphone-ap-_JM,NA,NA,NA,NA,NA,#458402093,NA,NA,iPhone
44," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda De ",83.9,NA,0,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-463244421-funda-iphone-7-plus-funda-iphone-8-plus-funda-de-_JM,NA,NA,NA,NA,NA,#463244421,NA,NA,NA
45, Ferrari iPhone 8 Y iPhone 7 Funda Por Teléfono Celular Colo ,204.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SKYJOB,https://articulo.mercadolibre.com.co/MCO-494327442-ferrari-iphone-8-y-iphone-7-funda-por-telefono-celular-colo-_JM,NA,NA,NA,NA,NA,#494327442,CG Mobile,NA,NA
46, iPhone 8 Plus Case iPhone 7 Plus Funda De La Cartera 55 Pulg ,69.99,NA,1,12,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ULTRASHOP.COM,https://articulo.mercadolibre.com.co/MCO-513724331-iphone-8-plus-case-iphone-7-plus-funda-de-la-cartera-55-pulg-_JM,NA,NA,NA,NA,NA,#513724331,AIYZE,PU146-7Plus-Red,NA
47," Funda De Billetera Para iPhone 8 Plus, 7 Plus, 6 Plus Y 6s P ",88.9,NA,0,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-459482542-funda-de-billetera-para-iphone-8-plus-7-plus-6-plus-y-6s-p-_JM,NA,NA,NA,NA,NA,#459482542,NA,NA,NA
48, Funda / Estuche / Case En Cuero Para iPhone 8/7 Plus ,120,NA,0,NA,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/POSADAFERNANDO51,https://articulo.mercadolibre.com.co/MCO-459137892-funda-estuche-case-en-cuero-para-iphone-87-plus-_JM,NA,NA,NA,NA,NA,#459137892,NA,NA,NA
49, iPhone 7 Plus Funda De Silicona Para iPhone 8 Plus / iPhone ,72.9,NA,0,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-457605255-iphone-7-plus-funda-de-silicona-para-iphone-8-plus-iphone-_JM,NA,NA,NA,NA,NA,#457605255,NA,NA,NA
50, Forro Estuche Funda 360 Antigolpe Waterproof iPhone 8 / 7 ,239.999,NA,4,5,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/IMM_COLOMBIA,https://articulo.mercadolibre.com.co/MCO-458915031-forro-estuche-funda-360-antigolpe-waterproof-iphone-8-7-_JM,NA,NA,NA,NA,NA,#458915031,NA,NA,NA
51," Estuche iPhone 8 Plus, iPhone 7 Plus Funda De Cinturón ",83.9,NA,1,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-465009852-estuche-iphone-8-plus-iphone-7-plus-funda-de-cinturon-_JM,NA,NA,NA,NA,NA,#465009852,NA,NA,NA
52, Estuche Transparente Funda Silicona iPhone 8 Plus + Envío ,29.99,NA,1,19,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/EURO_TECH,https://articulo.mercadolibre.com.co/MCO-480243338-estuche-transparente-funda-silicona-iphone-8-plus-envio-_JM,NA,NA,NA,NA,NA,#480243338,NA,NA,NA
53, Carcasa Funda Silicona iPhone 8 Plus + 2 Vidrio Templados ,49.9,NA,1,NA,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/EURO_TECH,https://articulo.mercadolibre.com.co/MCO-472021502-carcasa-funda-silicona-iphone-8-plus-2-vidrio-templados-_JM,NA,NA,NA,NA,NA,#472021502,NA,NA,iPhone
54, Funda Spigen Thin Fit iPhone 8 Plus / iPhone 7 Plus Con Supe ,88.9,NA,0,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-467949181-funda-spigen-thin-fit-iphone-8-plus-iphone-7-plus-con-supe-_JM,NA,NA,NA,NA,NA,#467949181,NA,NA,NA
55," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda Rígida Thara ",88.9,NA,0,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-463244391-funda-iphone-7-plus-funda-iphone-8-plus-funda-rigida-thara-_JM,NA,NA,NA,NA,NA,#463244391,NA,NA,NA
56," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Clayco [serie Her ",112.955,NA,0,10,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CARBONTECH,https://articulo.mercadolibre.com.co/MCO-484786771-funda-iphone-8-plus-funda-iphone-7-plus-clayco-serie-her-_JM,NA,NA,NA,NA,NA,#484786771,Clayco,CL-IPH8P-HRA-RG,NA
57," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda De Protecció ",88.9,NA,0,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-463244408-funda-iphone-7-plus-funda-iphone-8-plus-funda-de-proteccio-_JM,NA,NA,NA,NA,NA,#463244408,NA,NA,NA
58, Funda Otterbox Defender Series Para iPhone 8 Plus Y iPhone 7 ,167.9,NA,0,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-458596048-funda-otterbox-defender-series-para-iphone-8-plus-y-iphone-7-_JM,NA,NA,NA,NA,NA,#458596048,NA,NA,NA
59, Otterbox Defender Series Funda Para iPhone 8 Plus Y iPhone 7 ,177.9,NA,3,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-457597042-otterbox-defender-series-funda-para-iphone-8-plus-y-iphone-7-_JM,NA,NA,NA,NA,NA,#457597042,NA,NA,NA
60," Funda iPhone 8 Plus, iPhone 7 Plus Funda, Aifeer Luxury Crys ",91.9,NA,0,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-467915571-funda-iphone-8-plus-iphone-7-plus-funda-aifeer-luxury-crys-_JM,NA,NA,NA,NA,NA,#467915571,NA,NA,NA
61, Funda Y Carcasa Para iPhone 7 Plus Y iPhone 8 Plus Aduro ,90.55,NA,0,4,36 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SIMARO_CO,https://articulo.mercadolibre.com.co/MCO-468893584-funda-y-carcasa-para-iphone-7-plus-y-iphone-8-plus-aduro-_JM,NA,NA,NA,NA,NA,#468893584,NA,NA,NA
62, Protector Funda Anti-golpe 360 iPhone 8 Plus Roja ,55.5,NA,4,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/NIKKO90,https://articulo.mercadolibre.com.co/MCO-463016222-protector-funda-anti-golpe-360-iphone-8-plus-roja-_JM,NA,NA,NA,NA,NA,#463016222,Floveme,IPHONE 8 PLUS,NA
63, Funda Telefono iPhone 6 7 8 6s Plus Kawaii Koreano Corazón ,15,NA,0,10,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/KPOP-ANIME-HARAJUKU-KAWAII,https://articulo.mercadolibre.com.co/MCO-507185527-funda-telefono-iphone-6-7-8-6s-plus-kawaii-koreano-corazon-_JM?searchVariation=34239274621,NA,NA,NA,NA,NA,#507185527,NA,NA,NA
64, Otterbox Defender Series Funda Para iPhone 8 Plus Y iPhone 7 ,337.9,NA,0,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-457599553-otterbox-defender-series-funda-para-iphone-8-plus-y-iphone-7-_JM,NA,NA,NA,NA,NA,#457599553,NA,NA,NA
65," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Youmaker Oro Rosa ",120.9,NA,0,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-503117948-funda-iphone-8-plus-funda-iphone-7-plus-youmaker-oro-rosa-_JM,NA,NA,NA,NA,NA,#503117948,NA,NA,iPhone
66, iPhone 8 Plus Funda Armorbox Iblason Construido En El Protec ,133.99,NA,0,12,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AFICIONADOS+ALOSRELOJES,https://articulo.mercadolibre.com.co/MCO-511109885-iphone-8-plus-funda-armorbox-iblason-construido-en-el-protec-_JM,NA,NA,NA,NA,NA,#511109885,i-Blason,iPhone7sPlus-Armorbox-Pink,NA
