search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Formato
11, Auriculares Bluetooth A7 - Alta Gama - 4hs De Musica Sup I7s ,2398,NA,"
			
				Nuevo
			
			
				
					 - 
				
				284
				vendidos
			
		",(49661 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,18,https://perfil.mercadolibre.com.ar/JMS-IMPORTACIONES,https://articulo.mercadolibre.com.ar/MLA-762680561-auriculares-bluetooth-a7-alta-gama-4hs-de-musica-sup-i7s-_JM,12,2,3,0,1,#762680561,JMS,In Ear,A7 TWS,NA,In-ear
12, Auriculares Bluetooth Inalambricos In Ear Twins Microfono Android iPhone Manos Libres Microfono Base Cargadora ,1989,NA,"
			
				Nuevo
			
			
				
					 - 
				
				923
				vendidos
			
		",(21 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,78,https://perfil.mercadolibre.com.ar/JAZAKSHOP.COM,https://articulo.mercadolibre.com.ar/MLA-672953659-auriculares-bluetooth-inalambricos-in-ear-twins-microfono-android-iphone-manos-libres-microfono-base-cargadora-_JM,44,17,8,2,7,#672953659,True Wirless,Auriculares Bluetooth,K2,K2,In-ear
13, Auriculares Bluetooth Deportivo Inalambricos Compatible Samsung iPhone Xiaomi Huawei Lg Motorola ,418,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2192
				vendidos
			
		",(231 disponibles),6 cuotas sin interés,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,56,https://perfil.mercadolibre.com.ar/QUIEROESO+YA,https://articulo.mercadolibre.com.ar/MLA-705185832-auriculares-bluetooth-deportivo-inalambricos-compatible-samsung-iphone-xiaomi-huawei-lg-motorola-_JM,28,12,6,7,3,#705185832,Quiero eso ya,Bluetooth,QUIERO ESO YA,NA,Ear-Buds
14, Auriculares Bluetooth Inalambricos Deportivos Recargables In Ear Running Sports ,569,NA,"
			
				Nuevo
			
			
				
					 - 
				
				698
				vendidos
			
		",(286 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,24,https://perfil.mercadolibre.com.ar/TPSHOP_BAIRES,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=VPOsBPIDRI1L0Oqz%2F4qIUxz0d4omlk%2FQwz4x2pQ8Oh5%2BslitD4w6jhjDnByHTPbv7adqSCv8RrVvhx0JOY6IiOaCwRbXfxDZORkpPM0JdlhvBkPX0TflBIXY6VixmH4BcdIJZBkHC5z3v%2Fenzeb%2B0Kn6rArsntIC087150RuY7zSaTa5if095vvi2yxzqP798u%2BuRUSzMFKHWuZv2ipEfm30UWaeyc1qCOXXa%2Fk3igjKnx5IolqNB1SqsxJpmVLR2eeypP0kRNesUeVncxzXTEY1sFq%2BLqpYL3wDOPI5HfZW1mj3900l8gmi6CL0Qy4Eew51MgVDXvEuOIWLEv2AdzOGITV6evfFKm8ERAMsvIOt%2Fyw%2BsmiAh2hWH5LwbTZudULYAlerEq5CvmoD%2BW1HAbLqu4llmXooUwLtLY9phVyHAq6%2BIC71t20Kvs0Ny%2Bwvto0h1JgI9nnXQwnP4Q6SOTr9GCUo%2FO%2B0%2BVDzIaqkXIQnCZzPgIs6oSiYq5j83qi21VfPydImSTj4Af%2F2MVEHQmPczspPUrtugVWCotykw5aJcXhFCuqh%2BppA%2FxLzmWiW%2BGrt5fPRKXdZFMZ8pdtw55Lv5sc%2BhQMIlEj5nbjV7eJcqhyaoShO2%2B76LSvE14On9Y%2FfxjtdyCx6KnIoQEDHWds6r5zyvgcwiGZ6klN92QW2Pu3dI3BlS3bfwYHD1mZBuSZHl0wCwfRlD6PWq%2FzFZWnpKkuDgK3KxMnDa9nF9vYIVV6nWSAuljpb9WSv8ppRcJyq0qPV4%2Fxo%2B1rqABomtlsdnSATflpmb9fR57V%2FCA4LPgSVhn04C7TK3pcCMenPvOc0VNeJPkHJtNCh5zMk2G%2FJWZzBKvnh%2B%2Fsa33PJBrRPGZqJj1QNAhZxNx9stzlVRooWnJIz%2BGmyXxJvtLvXXgr6F3G6egwH7sAGTOaMRtzTF3kb94bu4zjZaVZ2KD0SsdLiQKB2X7JT9MgxCWKZY8FrALQOQ0snSYteuXJknnGZPlaH5IoMkzJhTixxtBHbH8W6eXgtOWF6%2BJtw6DbF6KTqWKkXdLerwocm1cUAviMMbUYGAOhFzSbKbPy7ZlYe5%2Fbmmqo%2BuZ%2BnnGV8EfU8Q%2F%2BQkUPiHWyzbZkURp75joyaUxuckAFvv%2BIkAopB0dV%2BAuiV%2BWd86zi0IuUyYEqvem5BC50BHHBm30GiqSHshRhIIpjXWa8zwO9e%2FzX6JMPRsI1P1%2FbOMMaLNTscqrWC3%2BTZ2%2Fq377xufzlIm6MjJ4SdrltXRHgc4iAOuo1FdCuuuC9Sd8XSeoU6uUrQlFSfDIcLycQ89B0DjNnT8iCMKgVgRIkYvDU8V7CMA%2BIUVnA3yXQuRz2jsURVaWJzFv4JOstT3bRfc4olGPCNhpQXEZpomlAUs8%2B%2FTA%2B7q3f52UhOFi%2BzOCUiEOHgjgIQmP%2FuPM3gyS9qq8Ec95qhAlRKUwJii1VJTovzH6aIGocsMoMYFGae2sSzOcNn39go4HRwsN07ON5LN4ZYY7Zga%2F%2BFFJdjS%2FqTT4KcqC46%2FGUBFoc%2BU1hMM6yx59eMFBnRpk7hvy24ZfAXPi%2FvVBqah5JFkrCXgebX5PsviHd7YHCg4knL0jixDSaDsnlcmzCexJT6AdYfHbm0Rb9swE9H34HhYDgWTmLZk4EZWf%2F0%2Bk2mQ5XRMfHYhw%3D%3D,11,4,5,2,2,#777160297,Athlete,Sport,SS,1,In-ear
15, Auriculares Bluetooth Noga Inalambrico Manos Libres ,749,NA,"
			
				Nuevo
			
			
				
					 - 
				
				587
				vendidos
			
		",(49 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,175,https://perfil.mercadolibre.com.ar/DEPOT+CENTRO,https://articulo.mercadolibre.com.ar/MLA-788302916-auriculares-bluetooth-noga-inalambrico-manos-libres-_JM,93,54,18,5,5,#788302916,Noganet,Aris,BT469,BT469,Over-ear
16, Auriculares Bluetooth Inalambricos In Ear Con Base Recargable Earpods ,989,NA,"
			
				Nuevo
			
			
				
					 - 
				
				422
				vendidos
			
		",(98 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,21,https://perfil.mercadolibre.com.ar/GROUPMHS,https://articulo.mercadolibre.com.ar/MLA-777789122-auriculares-bluetooth-inalambricos-in-ear-con-base-recargable-earpods-_JM,16,2,1,2,0,#777789122,TWS,Pro,I7s,NA,In-ear
17, Auriculares Bluetooth Celular Inalambrico Deportivos In Ear Running Android iPhone Manos Libres Microfono ,949,999,"
			
				Nuevo
			
			
				
					 - 
				
				3584
				vendidos
			
		",(91 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,278,https://perfil.mercadolibre.com.ar/JAZAKSHOP.COM,https://articulo.mercadolibre.com.ar/MLA-672953591-auriculares-bluetooth-celular-inalambrico-deportivos-in-ear-running-android-iphone-manos-libres-microfono-_JM,177,58,34,3,6,#672953591,Mobile Phone,Auriculares Bluetooth,Q10 - Waterproof,Q10,Clip-ear
18, Auriculares Bluetooth Inalambricos Deportivos Recargables In Ear Running Sports ,569,NA,"
			
				Nuevo
			
			
				
					 - 
				
				698
				vendidos
			
		",(286 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,24,https://perfil.mercadolibre.com.ar/TPSHOP_BAIRES,https://articulo.mercadolibre.com.ar/MLA-777160297-auriculares-bluetooth-inalambricos-deportivos-recargables-in-ear-running-sports-_JM,11,4,5,2,2,#777160297,Athlete,Sport,SS,1,In-ear
19, Auriculares Inalambrico Bluetooth I7s Tws iPhone Android ,949,NA,"
			
				Nuevo
			
			
				
					 - 
				
				599
				vendidos
			
		",(16 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.9,17,https://perfil.mercadolibre.com.ar/BAZA+10,https://articulo.mercadolibre.com.ar/MLA-742124657-auriculares-inalambrico-bluetooth-i7s-tws-iphone-android-_JM,11,1,1,1,3,#742124657,Apple,Inalambrico,I7s,i7s,In-ear
20, Auriculares Targus Bluetooth Vincha Receptor Llamadas Cuotas Sin Interes! ,1599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				227
				vendidos
			
		",(43 disponibles),6 cuotas sin interés,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,9,https://perfil.mercadolibre.com.ar/ELECTROWORLDGROUPARGENTINA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=2JSoY9put3EAMKlR9dAxpWQlStn3XbPm4mGT2QSkzw0VaDMUt9tb83SNDcHR3c2QppXUa1f%2FcevjyQCGKXtHClAox%2BLIqg1HpSsKIGNWCFyloUzUwwHliXZacDPN2QdCS6lYkL7XsxvaxcgusvJvsobOdrGTDoqOHdmBEHdwncokUbMCdiFFKixp5gcbFc8skrSkMQa3vRLHOXcMN9BClCakMHUv2cLjslsEfAbahzhiARZi5LBbH2cHzGHqFbQArohzU6IUy3h%2BCO523RTnzwVVq0RdBqfWv2AJ9DGk8ZAzwZS%2BExW0%2FWJ1YyD65wZLjlDoh0ZCGUTWBQUgmU3z3ljUMuNNnHn7Fnsv9AtyZJRWANuQc1Zoq9a0VkOe6FdCnPUCkbIKGlVg7L5qMKyVgwTtD52YPqhflUzEsQ1fFgU5ZRzSObl4xhkcHOzT1Xc%2FU8ILFE3WyybIZCPqXHJn7F1rTY6SoKizI7iy3G1vz%2BKAeIfU0%2FNxQD0CF4s4RRMvlaqkQSYkW0X%2BU9q5f2mIXIcX8pK%2Bun19yQXTSClV%2BcnH7tB%2Bw9ofnc0XYOikRZD3CkGTKdusNZnBbHXPacoKtpx5n5s5dhN7fHrZ6sabAF8%2FSyEOvUXA%2B7Qj9DSXyEVEBHBZrafv3vYLgZ4KRXAoZnIW%2Btr9OIg%2FNM8wSh0NeMoSaA2WA9FH%2Bes%2FyDbLL6%2Fd37R%2FTsZBYvhBHa509O6hu6i1u6en7MTwZrevJycsUO%2B%2BjWXIGt9zdm8gPPDMkecpwYR%2BNWmle3N5MYnAUX3uCqJVFzMsEtb7B%2BQ1xv2fuMZRw%2BZs%2BElLaXXdVVxvyuNBYTBgUyLfu9YVBPD9JTMGmf23CTP6nqJa%2B1Cnilb6B6EXaWX0jJrLFzLiOJNthAdVv1iGM5NL1fiDs2wRYKcbzLOI2vfm73Rn3mIEM8RFaafSsdu65xpMBiDc4%2B%2FSICd0IcXpcHf7HtPTChhz6t0TLCPulr7DJJ1hAxUaNooVNFxckvYgWKkH73y2KoJa%2FcW9w2sfYpeskuNGJUE6tg3iSyMwPjdVaLbd3w%2FYskEj2wKfIpwYpi7KSPqh7T1UmLeGPheHYnrZmH2iApaNKJltiaYr6AciGL4YR3nBpVYYe6E7BpxyIBTBSWCmM24I2GonUrD9EQvT5Hd63MwXaa5c1w3w14S1SMApmZ5YYhNQCR4caIv0MbH35618yc93plSZQNZOlslv14TcnqG9k5y%2FIfDbOxxQmrEn5hMWDCluX3xgSZB%2BA1uQrMs3vQruox8wF8dvDvkBYvv2P1UOwzCFooEeFrwS4u5Wu6NzuHtSZV%2BoWgcLnvX3HpqkplWbeU98ytEartEWYYJQ1BxGlrBPXhGZAuqo6f3VbUs9wxHUNhbR6zdYeR7zcFmzSbiuj4jdJaExM7z2rw4s%2FKfqYUhRSg%2F%2BrhfOeCVyvxNpGyDK95JXowTHfelPwdzGPxbBiria2KGyAVjvP5nbZ%2FIAaMStfaEiBA4%2BaQP7afgcZV2duTy1BJuPl17hRcRirMPvi%2BVMG%2BqsDNdfupIXGLxO0ij0eKmznQDQRlfoPV7h9BLSjdYJUCMv3iauxXvx8pEzQPVaxKRm%2FlZWE1BTIyYNak3agd8ULc%2BwKVWsHbvec2xa7Z%2FPoseeSTwAWZ4TngS2,6,3,0,0,0,#762300839,Targus,bluetooth headphones,auricular,TA-45HP,Over-ear
21, Auriculares Bluetooth Inalambricos Tws In Ear Sin Cable Deportivo ,2999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				829
				vendidos
			
		",(8 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,96,https://perfil.mercadolibre.com.ar/TECNO-DELTA,https://articulo.mercadolibre.com.ar/MLA-616359769-auriculares-bluetooth-inalambricos-tws-in-ear-sin-cable-deportivo-_JM,70,17,7,0,2,#616359769,SoundPEATS,NA,Q32 True Frre,NA,In-ear
22, Auriculares In Ear Bluetooth Noga Twins 2 Manos Libres Cuota ,1149,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1293
				vendidos
			
		",(593 disponibles),6 cuotas sin interés,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,94,https://perfil.mercadolibre.com.ar/DALECL%C3%8DCK,https://articulo.mercadolibre.com.ar/MLA-750314214-auriculares-in-ear-bluetooth-noga-twins-2-manos-libres-cuota-_JM,47,25,12,5,5,#750314214,Noganet,Twins,NG-BTWINS2,NG-BTWINS2,In-ear
23, Auriculares Bluetooth In Ear Inalambrico Con Base Recargable ,757,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1300
				vendidos
			
		",(100 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,16,https://perfil.mercadolibre.com.ar/JBD-HITECH,https://articulo.mercadolibre.com.ar/MLA-803080043-auriculares-bluetooth-in-ear-inalambrico-con-base-recargable-_JM,8,4,0,1,3,#803080043,TWS,Earpod,I7s,3,In-ear
24, Auriculares Bluetooth Qcy T2c Tws Original 2019 Inalambrico ,3200,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2158
				vendidos
			
		",(461 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,202,https://perfil.mercadolibre.com.ar/TIENDASHOPEALOML,https://articulo.mercadolibre.com.ar/MLA-693323156-auriculares-bluetooth-qcy-t2c-tws-original-2019-inalambrico-_JM,145,42,10,2,3,#693323156,QCY,In-Ear,T2C,In1852,In-ear
25, Auricular Bluetooth Mini Manos Libres Android Ios Jazak Shop ,349,NA,"
			
				Nuevo
			
			
				
					 - 
				
				997
				vendidos
			
		",(22 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,18,https://perfil.mercadolibre.com.ar/JAZAK+SHOP,https://articulo.mercadolibre.com.ar/MLA-683267715-auricular-bluetooth-mini-manos-libres-android-ios-jazak-shop-_JM,7,7,1,0,3,#683267715,KIBUN,NA,S530,S530,Ear-Buds
26, Auriculares Inalambricos Bluetooth 5.0 I7s Tws In Ear ,1099,NA,"
			
				Nuevo
			
			
				
					 - 
				
				27
				vendidos
			
		",(73 disponibles),6 cuotas sin interés,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SYSIMPORTACIONESS,https://articulo.mercadolibre.com.ar/MLA-740088615-auriculares-inalambricos-bluetooth-50-i7s-tws-in-ear-_JM,NA,NA,NA,NA,NA,#740088615,TWS,earphone,I7S,I7s,In-ear
27, Auricular Bluetooth Xiaomi Redmi Airdots Manos Libres Tws ,3199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				569
				vendidos
			
		",(431 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,171,https://perfil.mercadolibre.com.ar/NICTOM-TECH,https://articulo.mercadolibre.com.ar/MLA-790706831-auricular-bluetooth-xiaomi-redmi-airdots-manos-libres-tws-_JM,125,39,3,2,2,#790706831,Xiaomi,REDMI,AirDots,NA,In-ear
28, Auriculares Bluetooth Inalambricos In Ear Earpods Con Base Recargable ,998,NA,"
			
				Nuevo
			
			
				
					 - 
				
				622
				vendidos
			
		",(197 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,27,https://perfil.mercadolibre.com.ar/TPSHOP_BAIRES,https://articulo.mercadolibre.com.ar/MLA-777161906-auriculares-bluetooth-inalambricos-in-ear-earpods-con-base-recargable-_JM,7,14,6,0,0,#777161906,TWS,Earpod,I7s,3,In-ear
29, Auriculares Bluetooth 5.0 Inalambricos I9s Tws In Ear ,1499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				640
				vendidos
			
		",(26 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,37,https://perfil.mercadolibre.com.ar/SYSIMPORTACIONESS,https://articulo.mercadolibre.com.ar/MLA-753632999-auriculares-bluetooth-50-inalambricos-i9s-tws-in-ear-_JM,18,14,3,0,2,#753632999,TWS,earphone,I9s,I9s,In-ear
30, Auriculares Bluetooth Noga Bt469 Manos Libres Oficial Full ,749,NA,"
			
				Nuevo
			
			
				
					 - 
				
				422
				vendidos
			
		",(16 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,175,https://perfil.mercadolibre.com.ar/DALECL%C3%8DCK,https://articulo.mercadolibre.com.ar/MLA-782265804-auriculares-bluetooth-noga-bt469-manos-libres-oficial-full-_JM,93,54,18,5,5,#782265804,Noganet,Aris,NG-BT469,NG-BT469,Over-ear
31, Auricular Bluetooth Samsung Original Galaxy Buds ,11999,NA,"
			
			
				
				265
				vendidos
			
		",(26 disponibles),6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,56,https://perfil.mercadolibre.com.ar/SAMSUNG_TIENDA_OFICIAL_MP?brandId=1550,https://articulo.mercadolibre.com.ar/MLA-781796882-auricular-bluetooth-samsung-original-galaxy-buds-_JM,43,11,1,0,1,#781796882,Samsung,Galaxy Buds 2019,Buds,SM-R170,In-ear
