search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material
492, Capa Capinha Flexivel iPhone 6 7 8 7 Plus X + Pelicula Vidro ,68,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(249 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 654
		
		 sem juros
		
	

	
		",54,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOPVENDAS19,https://produto.mercadolivre.com.br/MLB-1162449797-capa-capinha-flexivel-iphone-6-7-8-7-plus-x-pelicula-vidro-_JM?searchVariation=31696943585,NA,NA,NA,NA,NA,#1162449797,Apple,Iphone,Importado,Silicone,Silicone,Silicone
493, Capa Capinha Gato Natsume Yuujinch Agarradinho iPhone 8 Plus ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(6 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 740
		
		 sem juros
		
	

	
		",40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LINCSTORE,https://produto.mercadolivre.com.br/MLB-1153800405-capa-capinha-gato-natsume-yuujinch-agarradinho-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1153800405,Apple,iPhone 8 Plus,NA,iPhone 8 Plus,SILICONE,Silicone
494, Capinha Anti Impacto Queda iPhone X Xs Xr Max 5 6 7 8 Plus ,67,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 644
		
		 sem juros
		
	

	
		",44,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOPVENDAS19,https://produto.mercadolivre.com.br/MLB-1195183318-capinha-anti-impacto-queda-iphone-x-xs-xr-max-5-6-7-8-plus-_JM?searchVariation=34125629472,NA,NA,NA,NA,NA,#1195183318,Apple,Iphone,CertaOferta,Anti Impacto,Anti Impacto,Silicone
495, Capa Capinha Case Anti Impacto Silicone iPhone 8 8 Plus ,66,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(249 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 555
		
		 sem juros
		
	

	
		",55,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOPVENDAS19,https://produto.mercadolivre.com.br/MLB-1204890431-capa-capinha-case-anti-impacto-silicone-iphone-8-8-plus-_JM?searchVariation=34789660812,NA,NA,NA,NA,NA,#1204890431,Apple,IPHONE,Apple,iPhone,ANTI-IMPACTO,Silicone
496, Capinha Casca De Ovo Ultra Fina iPhone 5 6 7 8 Plus +p Vidro ,68,NA,"
			
				Novo
			
			
		",(250 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 654
		
		 sem juros
		
	

	
		",54,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOPVENDAS19,https://produto.mercadolivre.com.br/MLB-1162451465-capinha-casca-de-ovo-ultra-fina-iphone-5-6-7-8-plus-p-vidro-_JM?searchVariation=31697152028,NA,NA,NA,NA,NA,#1162451465,importado,Iphone,Importado,Silicone,Silicone,Emborrachada
497, Capinha Anti Queda Silicone iPhone X Xs Xr Max 6s 7 8 P ,14,NA,"
			
				Novo
			
			
		",(86 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 750
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/HEBIN+SUN,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=frshgknN7QhQqMMMaaMiHMXSfKh7VSYchle4B7W5nvtOU4mUgPKL6CuivQNZ%2BvdiXYX%2Bdst%2BKnHTZrEbl9%2B%2BVIUoySorDo7BHuAm3Ki9F%2BM59O%2F65qzHwLAWcT2msXJ%2F%2BkOqmkNR0lnCeMG%2BObnAy7X%2FC6Vex6ng3g7yoD7OJJdkSuClDzIh%2Fn4Jwa%2Btazev6d4dM6ZrxdKS85X%2BfJbkFhY1nrpx4ZGExeCJ7Jv0d6AY1HB20qxj%2Bj5jj9ynBww1b8yGht9BWLYLKUxYjMkmA8DRPXmn%2BXanjVTCPhAZanguTMXQVxTv2GEdqZmtZqMpdi2Ro0QxzHPyaj%2BG3FFdkqK2NRxnoepxxO2vasP9d8y%2FNgxQSJpJUxoQWh5tbdPtkZj%2FxHpnnabN7Ok%2Bm58xCjrDdXgmvjqZy0XZV9ppLgmqWYtM1hCzcnCuzzD6K3US1TJti6%2BkNEr5RxmR1YJhJaM%2BNmM0vGBMXuFZfcH5hx391iqYbcf055ee%2BVrFRXgfKn6AWphBAflVlbJGSpgdZwhboKGk7BfWuWywNklxemNNeo%2BjyxcMKlnPFfTEuFOZ%2BNDYHquoXJ%2B61ysmdCt8b8xUeAcC4S0fWZGvT%2B%2FLJm3OMBLwxh5%2BHFtyUnKDdsHZg9pptBrrJFEaAuBEH%2FQP%2FQafdIZ%2F34GgT43cdru5LinZHGiis9HXE1VQGsRbqOy5B1VqvRgUZwTsdbsRZFJn6nbHn0%2Bb8THLPEDpCXES1Qk9mMkEg7bx8bzkSdnKunyjWqHANrMphQUxUge4RK981e98SmSS6JhUnYEXRsmFNtASowneRf4FUL83agSa1yGSaCY0no%2Bq9DR%2BqreDl26louSk3asG86utmyRwZIpJtX3ejc1pDiy6xTarf2ojb9BOtwRp%2FWBPrX9AiEYANW6JiPhNZS5e26WbhZYO6ICpu52NKgDx7alPLv3MEi7lBUHPN0y9X7FzN3Lg063kAHovQDDFCeihmShNV4knejc4MWz87K7Py0v3pUuztMER8PQT0HzImDYI52LqoV4nxnsYssFlrMKnPsYRP%2BhrfulhhP6Wss7abftosRK%2FPT8BIJVjPjKHcQCsEEosuzWjcAyZcC09Bxjx7tKu9kD9gx7qiXnXy5zxl6QhNdDh%2BH2VXPd%2B8pa54t6RhCpgXC8vOyCCOJeHlhWKHJRB5LNZwTU5o5STcN2fFr917GNsvBp8CReDJxZw064xwMu1Vw1j6BOecyvCBWQUY2zU3pzXK3MIH33aq2R7vORR8Xu4QKLGfSbM%2F0WXx1SYYZswtEYw6Ael5aETse4d21HLz2BrQfBABqtBp79qj3QseTRnaC8X3VQ6HVG%2FK4nh8oJXY6NOAWuD7zjfnS0wbIvA0jAw19FZ5Zwua20waWW8kTGMreQ4uzt5I5sT5xoTXM%2BUk5b%2FwVvQQBn7OnDrOFSu3%2F5lwAuTT4oo33En4O4EDoO4wUvo3pXjGEPuR1TcwOETmFqtefdCeEOWVTFRIyQO%2F2%2BOI5%2B36fiVrlp%2B56Q%3D,NA,NA,NA,NA,NA,#1220385987,Apple,6 7 8Plus X Xs Xr XsMax,XHFilm,Anti Impacto,Anti Impacto,Silicone
498, Capinha Case Ultra-fina Para iPhone X Xr 6 7 8 Plus Xs Max ,68,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(2249 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 654
		
		 sem juros
		
	

	
		",54,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOPVENDAS19,https://produto.mercadolivre.com.br/MLB-1157074668-capinha-case-ultra-fina-para-iphone-x-xr-6-7-8-plus-xs-max-_JM?searchVariation=31302352158,NA,NA,NA,NA,NA,#1157074668,importado,iPhone 6s,Apple,Silicone Flexível,Silicone,Silicone
499," Capinha Case Ultra-fina Transp Tpu iPhone 8 6, 7, 7 Plus, X ",67,NA,"
			
				Novo
			
			
		",(5000 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 559
		
		 sem juros
		
	

	
		",59,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOPVENDAS19,https://produto.mercadolivre.com.br/MLB-1204902751-capinha-case-ultra-fina-transp-tpu-iphone-8-6-7-7-plus-x-_JM,NA,NA,NA,NA,NA,#1204902751,Apple,iPhone,KCVENDAS,Silicone,NA,Silicone
500, Capinha Capa Case Casca De Ovo Ultra Fina iPhone 8 Plus ,68,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(249 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 654
		
		 sem juros
		
	

	
		",54,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOPVENDAS19,https://produto.mercadolivre.com.br/MLB-1162455710-capinha-capa-case-casca-de-ovo-ultra-fina-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1162455710,Apple,Iphone 8 plus,Importado,Silicone,Silicone,Emborrachada
501, Capinha Anti Queda Silicone iPhone X Xs Xr Max 5 6 7 8 Plus ,68,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(250 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 654
		
		 sem juros
		
	

	
		",54,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOPVENDAS19,https://produto.mercadolivre.com.br/MLB-1162449786-capinha-anti-queda-silicone-iphone-x-xs-xr-max-5-6-7-8-plus-_JM?searchVariation=31696942218,NA,NA,NA,NA,NA,#1162449786,Apple,Iphone,Importado,Silicone,Anti impacto,Silicone
502, Capinha Case iPhone 8 Plus Azul Escuro Com Película 5d ,27,NA,"
			
			
				
				2
				vendidos
			
		",(96 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 558
		
		 sem juros
		
	

	
		",58,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1182583515-capinha-case-iphone-8-plus-azul-escuro-com-pelicula-5d-_JM,NA,NA,NA,NA,NA,#1182583515,NA,NA,Cases e acessorios i.l,NA,NA,NA
503, Capinha Tpu Textura Couro iPhone 5 5s Se 6 6s 7 8 E Plus X ,69,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(495 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 582
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/L%C3%8DDER+STORE,https://produto.mercadolivre.com.br/MLB-967918610-capinha-tpu-textura-couro-iphone-5-5s-se-6-6s-7-8-e-plus-x-_JM?searchVariation=21634318417,NA,NA,NA,NA,NA,#967918610,Apple,iPhone,HA,NA,NA,Silicone
504, Capinha Fina P/ iPhone 5 6 6s 7 8 Plus 10 X * Promoção ,9,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		1x 
		
			
				R$ 999
		
		 sem juros
		
	

	
		",99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FULLCELL_ML,https://produto.mercadolivre.com.br/MLB-1137860948-capinha-fina-p-iphone-5-6-6s-7-8-plus-10-x-promoco-_JM?searchVariation=30114763164,NA,NA,NA,NA,NA,#1137860948,Apple,Escolha antes de comprar.,HR,T,Capinha,Silicone
505, Capinha Case iPhone 8 Plus Vermelha Com Película De Vidro 5d ,43,NA,"
			
			
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 805
		
		 sem juros
		
	

	
		",05,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1182583384-capinha-case-iphone-8-plus-vermelha-com-pelicula-de-vidro-5d-_JM,NA,NA,NA,NA,NA,#1182583384,NA,NA,Cases e acessorios i.l,NA,NA,NA
506, Capinha Anti Impacto Queda iPhone 5 5s Se 6 6s 7 Plus X ,11,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 595
		
		 sem juros
		
	

	
		",95,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VENDASMIXX,https://produto.mercadolivre.com.br/MLB-1157221104-capinha-anti-impacto-queda-iphone-5-5s-se-6-6s-7-plus-x-_JM?searchVariation=31309780659,NA,NA,NA,NA,NA,#1157221104,Apple,Escolher no anúncio.,Importada,TPU,Capinha,Silicone
507, Capinha Textura De Couro Lovebay iPhone 6 6s 7 8 Plus ,32,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(198 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 548
		
		 sem juros
		
	

	
		",48,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FAVA+STORE,https://produto.mercadolivre.com.br/MLB-1082882329-capinha-textura-de-couro-lovebay-iphone-6-6s-7-8-plus-_JM?searchVariation=26442019328,NA,NA,NA,NA,NA,#1082882329,Apple,iPhone,Lovebay,TPU,Comum,TPU
508, Capinha Case iPhone 8 Plus - Rosa Bebê ,37,NA,"
			
			
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 633
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1245032141-capinha-case-iphone-8-plus-rosa-beb-_JM,NA,NA,NA,NA,NA,#1245032141,Apple,NA,Cases e Acessorios I.L,NA,NA,Silicone
509, Capa Case Capinha Silicone Anti Impacto iPhone 8 8 Plus ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				289
				vendidos
			
		",(811 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 598
		
		 sem juros
		
	

	
		",98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.0,2,https://perfil.mercadolivre.com.br/UNIVERSOMEGASHOPP,https://produto.mercadolivre.com.br/MLB-952829489-capa-case-capinha-silicone-anti-impacto-iphone-8-8-plus-_JM?searchVariation=34375709839,NA,NA,NA,NA,NA,#952829489,Apple,ESCOLHA APÓS COMPRA,Apple,iPhone,ANTI-IMPACTO,Silicone
510," Capinha iPhone 8 Plus, Transparente Anti Shock - Silicone ",13,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(20 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 700
		
		 sem juros
		
	

	
		",00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GUPA900362,https://produto.mercadolivre.com.br/MLB-1203526224-capinha-iphone-8-plus-transparente-anti-shock-silicone-_JM,NA,NA,NA,NA,NA,#1203526224,iPhone,8 Plus,Genérico,Case,Anti-Shock,Silicone
511," Capa Capinha Couro Legítimo Puxador Apple iPhone 8, 8 Plus X ",75,NA,"
			
				Novo
			
			
				
					 - 
				
				65
				vendidos
			
		",(98 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,7,https://perfil.mercadolivre.com.br/SARROCHEOFICIAL,https://produto.mercadolivre.com.br/MLB-682528273-capa-capinha-couro-legitimo-puxador-apple-iphone-8-8-plus-x-_JM,6,1,0,0,0,#682528273,Apple,Sob medida,Sarroche,Com puxador,Saque rápido,Couro legítimo
512, Capinha Capa Case Celular Dragon Ball Z iPhone 8 Plus ,28,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(99996 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 578
		
		 sem juros
		
	

	
		",78,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJANERDCASESLOJANERDCASES,https://produto.mercadolivre.com.br/MLB-992460771-capinha-capa-case-celular-dragon-ball-z-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#992460771,Apple,iPhone,Apple,Premium,NA,TPU/Policarbonato
513, Capinha Para iPhone 8 Plus + Película 5d ,40,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(944 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 675
		
		 sem juros
		
	

	
		",75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ACESSORIOSILCASESE,https://produto.mercadolivre.com.br/MLB-1189220906-capinha-para-iphone-8-plus-pelicula-5d-_JM,NA,NA,NA,NA,NA,#1189220906,Apple,Iphone 8,Apple,Case,Silicone,Silicone Aveludada
514, Capinha Case Anti Shock Anti Impacto iPhone 8 Plus ,14,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(99 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 750
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASEECOMPANY,https://produto.mercadolivre.com.br/MLB-1171688322-capinha-case-anti-shock-anti-impacto-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1171688322,iPhone,8 Plus,Própria,Anti Shock Impacto,Anti Shock Impacto,TPU
515, Capinha Deluxe iPhone 7 Plus iPhone 8 Plus Lilás ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		","
		
			Último disponível!
		
	","
	
		
			
		
		6x 
		
			
				R$ 923
		
		 sem juros
		
	

	
		",23,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOURENOEDUARDO76,https://produto.mercadolivre.com.br/MLB-1249271507-capinha-deluxe-iphone-7-plus-iphone-8-plus-lilas-_JM,NA,NA,NA,NA,NA,#1249271507,iPhone,8 Plus,Wolnutt,Deluxe,Flip Cover,TPU/Policarbonato
516, Capinha Deluxe iPhone 7 Plus iPhone 8 Plus Cinza Nova ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		","
		
			Último disponível!
		
	","
	
		
			
		
		6x 
		
			
				R$ 923
		
		 sem juros
		
	

	
		",23,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOURENOEDUARDO76,https://produto.mercadolivre.com.br/MLB-1249276857-capinha-deluxe-iphone-7-plus-iphone-8-plus-cinza-nova-_JM,NA,NA,NA,NA,NA,#1249276857,iPhone,Iphone 8 Plus,Wolnutt,Deluxe,NA,TPU/Policarbonato
517, Capinha Case Capa Celular Flexível Apple iPhone 8 E 8 Plus ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(996 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 646
		
		 sem juros
		
	

	
		",46,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/KEIRACASES5,https://produto.mercadolivre.com.br/MLB-979967640-capinha-case-capa-celular-flexivel-apple-iphone-8-e-8-plus-_JM,NA,NA,NA,NA,NA,#979967640,NA,NA,NA,NA,NA,NA
518, Capinha Case Para iPhone 8 Plus / 7 Plus A Pronta Entrega ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 583
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RCARVALHOCUSTODIO,https://produto.mercadolivre.com.br/MLB-953208643-capinha-case-para-iphone-8-plus-7-plus-a-pronta-entrega-_JM,NA,NA,NA,NA,NA,#953208643,Apple,iPhone 8 Plus / 7 Plus,Hoco,p10,celular,Gel
519, Capa Capinha Case 3d Para Apple iPhone 8 7 Plus 6 6 S X ,57,NA,"
			
				Novo
			
			
		",(3 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 653
		
		 sem juros
		
	

	
		",53,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/REIDOOURO18K,https://produto.mercadolivre.com.br/MLB-1225183372-capa-capinha-case-3d-para-apple-iphone-8-7-plus-6-6-s-x-_JM,NA,NA,NA,NA,NA,#1225183372,Apple,iPhone 6/6s/7/7plus/8 plus/X,NECONO,3D Silicone,3D,Silicone
520, Capa Capinha Case Carteira iPhone 8 Plus (5.5) + Pelicula ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(18 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 656
		
		 sem juros
		
	

	
		",56,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/LUC_FERREIRADESALES,https://produto.mercadolivre.com.br/MLB-944925031-capa-capinha-case-carteira-iphone-8-plus-55-pelicula-_JM,NA,NA,NA,NA,NA,#944925031,Apple,iPhone 7 Plus,H'maston,Capa Carteira,Capa Carteira,Couro
521, Capa Capinha P/ Apple iPhone 8 Plus - Não Toque No Cel. ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967095933-capa-capinha-p-apple-iphone-8-plus-no-toque-no-cel-_JM,NA,NA,NA,NA,NA,#967095933,Apple,NA,Quark,NA,NA,Gel
522, Capa Capinha P/ Apple iPhone 8 Plus - Mandala Flores ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(998 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967099289-capa-capinha-p-apple-iphone-8-plus-mandala-flores-_JM,NA,NA,NA,NA,NA,#967099289,Apple,NA,Quark,NA,NA,Gel
523, Capa Capinha P/ Apple iPhone 8 Plus - Dente De Leão ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967103162-capa-capinha-p-apple-iphone-8-plus-dente-de-leo-_JM,NA,NA,NA,NA,NA,#967103162,Apple,NA,Quark,NA,NA,Gel
524, Capa Capinha P/ Apple iPhone 8 Plus - Pattern Paris ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967104592-capa-capinha-p-apple-iphone-8-plus-pattern-paris-_JM,NA,NA,NA,NA,NA,#967104592,Apple,NA,Quark,NA,NA,Gel
525, Capa Capinha P/ Apple iPhone 8 Plus - Odontologia 2 ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(998 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105939-capa-capinha-p-apple-iphone-8-plus-odontologia-2-_JM,NA,NA,NA,NA,NA,#967105939,Apple,NA,Quark,NA,NA,Gel
526, Capinha iPhone 8 Plus Tela 5.5 + Película De Vidro Tela Toda ,25,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(993 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 520
		
		 sem juros
		
	

	
		",20,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/F.S.E+ACESS%C3%93RIOS,https://produto.mercadolivre.com.br/MLB-773155323-capinha-iphone-8-plus-tela-55-pelicula-de-vidro-tela-toda-_JM,NA,NA,NA,NA,NA,#773155323,Apple,NA,Fse Acessórios,Silicone,NA,NA
527, Capinha 360 Frente Verso iPhone 6 6s 7 8 Plus Vidro ,74,NA,"
			
				Novo
			
			
		",(396 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 716
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FAVA+STORE,https://produto.mercadolivre.com.br/MLB-1082882713-capinha-360-frente-verso-iphone-6-6s-7-8-plus-vidro-_JM?searchVariation=26442038746,NA,NA,NA,NA,NA,#1082882713,Apple,iPhone,360 Full,360°,Frente e Verso,TPU/Policarbonato
528, Capinha Flip Fechada Carteira Mofi iPhone 6 6s 7 8 Plus ,71,NA,"
			
				Novo
			
			
		",(396 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 599
		
		 sem juros
		
	

	
		",99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FAVA+STORE,https://produto.mercadolivre.com.br/MLB-1082884908-capinha-flip-fechada-carteira-mofi-iphone-6-6s-7-8-plus-_JM?searchVariation=26442043887,NA,NA,NA,NA,NA,#1082884908,Apple,iPhone,Mofi,Flip Cover,Flip Cover,Silicone
529, Capinha Capa Case Gatinho Glitter Emborrachada iPhone 8 Plus ,35,NA,"
			
				Novo
			
			
		",(50 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 660
		
		 sem juros
		
	

	
		",60,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ALL_MIX,https://produto.mercadolivre.com.br/MLB-1205250690-capinha-capa-case-gatinho-glitter-emborrachada-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1205250690,Apple,iPhone 8 Plus,ccs,Emborrachada,Emborrachada,Silicone
530, Capinha iPhone 8 Plus Apple 5.5 Poleg. Silicone Case Lacrada ,50,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(1 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 568
		
		 sem juros
		
	

	
		",68,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/THAIS.BARRETO,https://produto.mercadolivre.com.br/MLB-1208338485-capinha-iphone-8-plus-apple-55-poleg-silicone-case-lacrada-_JM,NA,NA,NA,NA,NA,#1208338485,Apple,Iphone 8 Plus,Apple,Iphone 8 Plus,Silicone,Silicone
