search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de cabezales,Cantidad de cabezales,Sistema de afeitado,Tipo de alimentación,Tiempo de funcionamiento,Tiempo de carga
1227, Rasuradora Recargable Tres Cabezales Taurus Baco ,542,NA,4,2,18 meses,30.11,NA,Envío gratis a todo el país,NA,NA,4.6,10,https://perfil.mercadolibre.com.mx/HOGAR+CONSENTIDO,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=s0qnAEDGZroGlN8hnAkitScoOjTMCIVdkFgPsxoelHVzASmhsGpQc7DsRjsnHLASjcDAlPeb7aOD3cSFGKeaTXWr%2BzEMEgpITEwsLMyGD5qHJpRZR6OlBk9fs9obs8mOigry2Y1KFgXOIryG4trRkqZMyqfnznRmOOZ0uARZyr4qJ4nv86R2CVzEfOIRlcxh%2BFINufjHctbea37J79JFQ8XtnmwFKbmTqZ2SO%2Bh1QiPMN69LoB3RBgQmP1awcs%2F8eNW01t1zFOc8S5J3NqrOqdK3qSbSkoW7eEgtcwzeXwONKlPDkfqMQK6e3BehzxlfdItXRHe0neNJmyClkwjO%2Fe2NU7U27aPHIWTP8u9ioVbVz%2FJFQeKsnTks69LW%2Bl0L3vYigJXRdj%2B01nPgLtxSlprhpCQa1c4ywHcCuw1VA54n%2FOg0gbFpvDeArhCDzdR%2Fd7sFfrMDnFCdjApHGqupcO4BFzk8YIfldXOd5dkPx3RuguwPhNgfZoP8Cp2wgcCDkqDR4D%2BOZDhF%2FyBVSrV9OwwXrcTNSy93V4R61ndH6zrVAWPac%2B8%2FWMbpcPOtsqb2y%2F3%2FH%2BW9sF3CCkxQpROeAA4ME6ssfa893uX%2BiwKIsvJD7zOckJfkBAilMc8dNduUsWSZeL3GOVLe6eedM39KKULxl5ox6OP6UZZdUl7oecBy1ZHv7g0hCDH%2BuZd3vPHBHvwCOveYShc6qpsLhb7PRPgw7cuvCcYhja1spfUiEFVwLy19Z5IPlXM%2F%2F%2FTBQKmuMvhwQjBNbzSanvxOCXQfE7akl4Gaka5CB3O3vtmgciDEg4bheXn%2F24Pe36h3KUBzjbv74DSjHrq6orH%2FX55JCayVVEaJkCPtnVpnZimuje6RvPSLwYd74lQF7%2B2DzZuyR1aJVA78%2FARkENj3Smq8P6f8qSMWTLCUvRPZ9tKYMxFMMffcKLjnIuFZhU6%2F3rPRFYNmc2XEVALl2DTQFkhyz3pr7A4Q%2BlK02v3k0HBg9llgTOA5OG7FucjWlsEconxS7zbCYXAvCMHtX%2BXhFZFk34qBRqr0EJyD60bYxOCsjzfNsC47LwxShh4uhc2pnkDgX3Ferh%2F%2Br6F2euNOdqMTAeUxTmQ3fpPWmVw15cNrsmtxFTZ7OxQynt9avTbknW9IFxNM%2BnxNnmPQYo79tU4RlGxno9yaAPj0ELjZE2po1dowKK8E2Z2V%2BsMI9mkEdvlgDtdom91kj2fEZSYF%2BQvvHQIxNqsz3c8ciV2xDYrn%2F6iQ2g4LTWCTK58xfkjJKrHE0RO4orfeA4Fo5E0I6TLB1ng02%2FkYchSIbV%2BcCAaGJmYqa7ZVeqGkENExqcvH4h80iTf8YLz07bfpHNe3xhSMy5100wy6%2BdRV2XJwPjOpkAes%2FSqZ914xKHstHCP3dgNgnMUox6J8WNcjcNyp8zi7q70Z9wyBj62yadRqEaLtXK78%2FFH8ur8mk7X0Jo%2FmET5jpLjAC39LBw64WdYn337Nykn85vU%2FWuivPKEBnGHg3mJa8JKemAl%2FZZPAWb%2FQs4kk7E1XOYzM8G8sU9CeOE63B5EY6nsahN0EZ5ZxGyt7xpG%2FYxrtkZCH2fvr9FhFzvhS%2BEDH0MQ53DpEWS6zMw%2FWB%2F0zZybVm09EJvZb2SU73K%2F16g9N1CR9iM1Gpm9W3VJRrMT0MygdcBpWpbHg5jK52KILt9OAxY0fNRnRXPubuvrSoQ5LtiK%2FGqA5YKZG1L1IwPCUwRvrK9IoTi2ztV7Q5ZLWfRICh6IhsUeLDSBpyDMU%2Fmr%2FTYil7gt%2BdfupnOGLBOFIcUKomElBBU%2FhekCvONnARmqkntr54pPU98TqskisxR%2B%2Bm8Y5sxBmgNoH%2B4Y0JKT1f1lS9gZCWaVyQlSUN89WG8p9DGSiv1HNtZouFcS3YjzdZuuWRvltlrqFknHLMVX7rnvDGp%2FobkP0Jfb7SW3cs%2B%2FuD72qfJBglc7%2Br0WNMYLWiGf24J8yOB6Jtn01W0fGRAy3rmOHCjVMotkBteNkHaJ%2FkFrgz%2B4h1zQ%3D,8,0,2,0,0,#623380922,Taurus,Rasuradora,Baco,Giratorios,3,Rotativo,Batería,NA,NA
1228, Afeitadora Hoja De Repuesto Hoja Punta 21b Para La ,568,NA,1,199,18 meses,31.56,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/TOMTOPWHOLESALEMX,https://articulo.mercadolibre.com.mx/MLM-669396386-afeitadora-hoja-de-repuesto-hoja-punta-21b-para-la-_JM#position=15&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#669396386,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229, Schick Hydro 5 Razor Blade Refills For Men With Flip Trimmer ,"1,189",NA,1,100,12 meses,117.55,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/FOTOMEXIGANGA,https://articulo.mercadolibre.com.mx/MLM-671421887-schick-hydro-5-razor-blade-refills-for-men-with-flip-trimmer-_JM#position=16&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#671421887,Conair,NA,NA,NA,NA,NA,NA,NA,NA
1230, Rasuradora De Micro Toque Para Barba Y Bigote ,417,NA,1,99,18 meses,23.19,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/MUCHACHAMX,https://articulo.mercadolibre.com.mx/MLM-688404194-rasuradora-de-micro-toque-para-barba-y-bigote-_JM#position=17&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#688404194,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231, Remington Rasuradoras Pr-1340 Recargable Serie 4000 Litio ,650,NA,0,10,18 meses,36.11,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.com.mx/RAC-09+SHOP,https://articulo.mercadolibre.com.mx/MLM-677172528-remington-rasuradoras-pr-1340-recargable-serie-4000-litio-_JM#position=18&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,1,0,0,0,0,#677172528,Remington,4000,PR1340,Pivotantes,NA,NA,Recargable,NA,NA
1232, Rasuradora Recargable 3 Cabezas Independientes Timco Bsk9300 ,559,NA,1,NA,18 meses,31.06,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.com.mx/NEO-LINE,https://articulo.mercadolibre.com.mx/MLM-628695057-rasuradora-recargable-3-cabezas-independientes-timco-bsk9300-_JM#position=19&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,1,1,0,0,0,#628695057,Timco,NA,BSK-9300,Giratorios,3,Rotativo,Recargable,45,8 h
1233, Recortadora Philips Norelco 3000 Barba Delineadora 13 Piezas ,596,NA,1,24,18 meses,33.11,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/FERNANDEZGUTIERREZRAULAVELIN,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=mUqhMJZpYZ5L0CbYoZToLN%2BGPFheZZ8w8h6eL1n6%2BipWNrzFKZv7KJuRMRS7TCDxMZQ76jAjCWYadY%2FyR%2Bll9jD62bUEm3KOARa1oeBak3ZUNJ9ssjoAms50J%2B5S%2FJtfaQvrYO%2FRHLJ6cVYoPlAZ4jLXZ%2FNBYhWjxf%2Bxu9ssG642rQw9G3jxi4t50b1L%2BJgwuLEnFP8hMtyianY9R47O07k3ISHLoeSMuuCgN2WBKAa7rougOX5alHl91P1OY9JpyjPqjrFes6kqWwInCNgUlTpsMJMMVwT%2F19p%2BTav7p%2BhqPntwJbhHQW9oyeWPut3KIiCZTNRwJAXUd2hXisRLlk%2Bm1oKLP6JfDua8M9WR2%2BgqvejdU2Ob12cT3iilBLDNrVJC0r4tz6NzpNlS7vekKVSR53rCkdbeSfMoX6q74rggjIiuX5g7NzcUtwoDuYLXkEfcZ6fkMuQTutgd43S0JwJZrsfQRN4stQyQOc0zKkN3BER86YD42lYV51GyBI4zdaMHKD%2BTUuWjBLxh7z4HqbdoErMsqNMbBbOqCGjrhW2mcEq27TH1edE5fo7X5YZ%2FNayE0immmXYw8oN2KtQ4%2BKHu8qEVaDqnoZjhg2QLxVGq4CLyyOzcemM%2BHUFt%2BQ%2FVR9umeJqJNtGjZcnhv1rChsdDOOSTSapPP9UcPlkWeMvJJTwDDmvi3zLRelQFz3CMVrXGwVV4AnuCyuK50jWV6UEowfmyb%2B0WkR8qWI2zc683ho7T%2FVLkx6jMme1QXtf2J%2B0dYpYKJzjopINRC%2FKBUukk8WDETsVe9byRbwr2iOISsvMwhALnQedyDB4GdDDTWwokli4BFGZQ%2Bi8gvq9C27qw7BxHlkSQTzrtEAcpxNxqD2VW5ImikTRZfUxDCK0ZdeKVjDcCsFuRYSUarU9KACFuW%2BtEchTuLACdKEo07eh1LBzXXg4zmIYnpkfTT3lZFBAZywFLZWuouPAcBL%2B8S%2FaGJ9A4gC8tYv0QhXis6tdfLYtUHke28GKoEui6JpFFxIz1hxiEUmevlDfzKit80QQ10fZMf7X%2FhMxE38kRPgPjlLKJQ7PFhS9oAh8HnMNjxPbzESw%2B7hxaGihzFBKDmfkeIV9vmahpZWvasWjVOayS5nzlEuy6xh9fD065xyaT4AORe9ueqS6ENnxW4GW0j0CgzJGJ9msSE%2FoNuMrLtPk5p7q8IvZ7SjvqB0K%2FDV%2B2bej4O76nBkt0RqEpRxRmuuAwMltslRmAoojOk4WStDo3sFuCZYsSCZsjDjTrJ26ldc9llA4c%2FjGtZ0rHOaIeBLA7cmLA2eeFmYjeErZ6VzsHtvl0Z4MRWSrXAOIRRWIh%2FjrTsd8jMYmcwBo0aRPMIo7%2FAzfVEtmhLGd4zfXB5DLTUZlEhr1lTxYKN2K67bWR7l%2F5NeyAX676aqAmhOCM9Katz%2BPDbXIGs2Fx6TRVxfVNFL3bkNkRjpuQgxR92HBxveWjG4CI4oN6P1SLKGcxUF5EP91hPlW7dxSuMXM1U4NhUCkRfO%2BXzSAiah%2BYuJ5LFG7HkLxCqetmgfsMzQLaadYmhtjiPicGE4AJMzIk5A%2F%2Buvz2bXLGaEy0a3n1R%2Fq52BDG5%2FmM3%2BZoXLY%2FfgWvwjt6uwpk4De7G7EXKZ0PAgMGN2BuVziapXwCPOuOcSreswopWL7eMYI2r91py8cjM0q9TUDx1ynTYxVIXNHHBuam6AAHbxgSm1eiBVnxMHG5%2F8G8xXv9umC4mHDJQ2scP8Mw2elgPj4pzcd1cnt6OTl0STOvDanUWqfYOHUzAKg68XMYzvmdmB1gSaFqiU2dfvxRR%2B%2F6PXrTAbS1%2FOazeeb6qvbFW3JV2q%2BBLp2zXWqmvz%2FxeitZn4xGS4Ix92SKm%2BDHbIzI5OobTE9r1xdMmDERjqpV9Ke0wo9ec0z0R2dj1ZQYGDhXa1D8xQl7HAEE944Yp%2FoXO4F4YOvkPxUKLrr62x1QxM2kCFmuy9%2BdizoW3LEPrWjiTvNxWgtm2XCm5ViXwGW5VcVbw9PBPgtoiwlIg5hUtQEs1gI%3D,NA,NA,NA,NA,NA,#680907807,Philips,Norelco,3000,Removibles,NA,NA,NA,NA,NA
1234, Rasuradora Philips Norelco Shaver 7500 Sensitive S7370/84 ,"6,599",NA,1,4,18 meses,366.61,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DEMARKAZONE,https://articulo.mercadolibre.com.mx/MLM-580208305-rasuradora-philips-norelco-shaver-7500-sensitive-s737084-_JM#position=21&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#580208305,Philips,Series 7500,S7370/84,Flexibles,NA,NA,Recargable,NA,NA
1235, Philips Aquatouch Rasuradora Con Estuche Seco Y Humedo Msi ,"2,699",NA,1,2,18 meses,149.94,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/FRIDAS+COMERCIA,https://articulo.mercadolibre.com.mx/MLM-651519769-philips-aquatouch-rasuradora-con-estuche-seco-y-humedo-msi-_JM#position=22&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#651519769,Philips,AquaTouch,NA,NA,NA,NA,NA,NA,NA
1236, Rasuradora Remington R5150 Titanium ,600,NA,1,1,18 meses,33.33,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/LEOGJIMNEZ,https://articulo.mercadolibre.com.mx/MLM-647065506-rasuradora-remington-r5150-titanium-_JM#position=23&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#647065506,Remington,RASURADORA,R-5150,Giratorios,3,Rotativo,Recargable,30 MINUTOS,90 m
1237, Sensotouch S5572 / 90 Rasuradora Recargable ,"3,699",NA,0,10,18 meses,205.50,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DEMARKAZONE,https://articulo.mercadolibre.com.mx/MLM-542896205-sensotouch-s5572-90-rasuradora-recargable-_JM#position=24&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#542896205,Philips Norelco,Baño,S5572/90,NA,NA,Rotativo,Recargable,NA,60 m
1238," Braun Replacement Foil - Cruzer1, 2, 3, 4 - 2000 Series ",939,NA,5,100,12 meses,92.83,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/I-TX,https://articulo.mercadolibre.com.mx/MLM-593120623-braun-replacement-foil-cruzer1-2-3-4-2000-series-_JM#position=25&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#593120623,Braun,NA,NA,NA,NA,NA,NA,NA,NA
1239, Rasuradora Patillera Taurus Baco 3w Recar 3 Cabezas ,552,NA,1,346,12 meses,54.53,NA,Envío gratis a todo el país,NA,NA,4.6,10,https://perfil.mercadolibre.com.mx/VADOSADEV,https://articulo.mercadolibre.com.mx/MLM-682090946-rasuradora-patillera-taurus-baco-3w-recar-3-cabezas-_JM#position=26&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,8,0,2,0,0,#682090946,Taurus,RASURADORA,Baco,Giratorios,NA,NA,Recargable,NA,NA
1240, Rasuradora Recargable Con Batería De Litio Remington ,600,NA,1,2,12 meses,59.28,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/AKIRESHOP,https://articulo.mercadolibre.com.mx/MLM-588231001-rasuradora-recargable-con-bateria-de-litio-remington-_JM#position=27&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#588231001,Remington,Personal,SHAVER PR1240,Flexibles,3,Lift&Cut,Recargable,35 m,8 h
1241, Philips Norelco Oneblade Híbrido Recortadora Eléctrica Y Máq ,"1,938",NA,1,39,12 meses,191.49,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-590973953-philips-norelco-oneblade-hibrido-recortadora-electrica-y-maq-_JM#position=28&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#590973953,Philips,OneBlade,OneBlade,NA,NA,NA,NA,NA,NA
1242, Rasuradora Philips Norelco Mg3750 13pz Recargable Litio 60mn ,599,NA,1,346,18 meses,33.28,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/VADOSADEV,https://articulo.mercadolibre.com.mx/MLM-656590705-rasuradora-philips-norelco-mg3750-13pz-recargable-litio-60mn-_JM#position=29&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#656590705,Philips,Multigroom 3000,MG3750/60,Removible,3,Láminas,Recargable,60 m,NA
1243, Replacement Shaver Heads For Norelco Philips Hq8 At752 At753 ,915,NA,1,200,12 meses,90.39,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/I-TX,https://articulo.mercadolibre.com.mx/MLM-630395193-replacement-shaver-heads-for-norelco-philips-hq8-at752-at753-_JM#position=30&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#630395193,Jupitorz,NA,NA,NA,NA,NA,NA,NA,NA
1244, Philips Norelco Rq10 Arcitec Razor Shaving Unit Triple Track ,925,NA,2,199,12 meses,91.38,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/I-TX,https://articulo.mercadolibre.com.mx/MLM-615093095-philips-norelco-rq10-arcitec-razor-shaving-unit-triple-track-_JM#position=31&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#615093095,Philips,Arcitec,NA,NA,NA,NA,NA,NA,NA
1245, Rasuradora Philips Norelco Mg3750 13pz Recargable Litio 60mn ,589,NA,1,4,18 meses,32.72,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/VENTASMARROQUIN,https://articulo.mercadolibre.com.mx/MLM-711669542-rasuradora-philips-norelco-mg3750-13pz-recargable-litio-60mn-_JM#position=32&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#711669542,VENTASREGIOMONTANOS,ok,79300-400T,NA,NA,NA,Recargable,NA,NA
1246, Braun Pocketgo Mobileshave Portable Shaver With Smartfoil ,923,NA,3,100,12 meses,91.27,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.com.mx/I-TX,https://articulo.mercadolibre.com.mx/MLM-593127496-braun-pocketgo-mobileshave-portable-shaver-with-smartfoil-_JM#position=33&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,1,1,0,0,0,#593127496,Braun,Mobile Shave,M60B,NA,NA,NA,NA,NA,NA
1247, Remington Terminadora Recargable 3 Cabezas Nariz Oidos Barba ,605,NA,11,7,18 meses,33.61,NA,Envío gratis a todo el país,NA,NA,4.7,91,https://perfil.mercadolibre.com.mx/RAC-09+SHOP,https://articulo.mercadolibre.com.mx/MLM-562202988-remington-terminadora-recargable-3-cabezas-nariz-oidos-barba-_JM#position=34&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,67,17,5,1,0,#562202988,Remington,Personal,PG6025,Planos,3,Lift&Cut,Recargable,30 MINUTOS,8 h
1248, Philips Norelco Jc303/52 Smartclean Replacement Cartridge Fo ,930,NA,1,199,18 meses,51.67,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/I-TX,https://articulo.mercadolibre.com.mx/MLM-588760459-philips-norelco-jc30352-smartclean-replacement-cartridge-fo-_JM#position=35&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#588760459,Philips,Norelco,NA,NA,NA,NA,NA,NA,NA
1249, Cortadora Para Bello Nasal Y Oído Marca Norelco ,499,NA,5,25,18 meses,27.72,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/PACO1015,https://articulo.mercadolibre.com.mx/MLM-563538162-cortadora-para-bello-nasal-y-oido-marca-norelco-_JM#position=36&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#563538162,Wahl,Norelco,1500,Ergónomicos,1,NA,Eléctrica,Pilas,NA
1250," Norelco Nosetrimmer 3000 Recortador De Nariz, Orejas, Cejas ",469,NA,1,9,12 meses,46.33,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/RAC-09+SHOP,https://articulo.mercadolibre.com.mx/MLM-655098667-norelco-nosetrimmer-3000-recortador-de-nariz-orejas-cejas-_JM#position=37&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#655098667,Philips,Personal,NT3000,Planos,2,Lift&Cut,Eléctrica,FUNCION CON PILA AA,NA
1251, Abs Trainer Lámina De Gel De Reemplazo ,942,NA,1,39,12 meses,93.12,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-619564016-abs-trainer-lamina-de-gel-de-reemplazo-_JM#position=38&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#619564016,ESMK,NA,NA,NA,NA,NA,NA,NA,NA
1252, Afeitadora De Nariz Xiaomi 2w Impermeable ,349,NA,4,3,18 meses,19.39,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/IKR+TECNOLOG%C3%8DA,https://articulo.mercadolibre.com.mx/MLM-699327778-afeitadora-de-nariz-xiaomi-2w-impermeable-_JM#position=39&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#699327778,Xiaomi,NA,HN-1,NA,NA,NA,Bateria litio,NA,NA
1253, Rasuradora Cortadora Barba Bigote Maquina Recargable ,399,NA,1,1,12 meses,39.42,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/COCA7122178,https://articulo.mercadolibre.com.mx/MLM-706476933-rasuradora-cortadora-barba-bigote-maquina-recargable-_JM#position=40&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#706476933,ciwellu,Rasuradora Cortadora de Barba Cortadora de pelo,4 en 1,Giratorios,NA,NA,Batería,NA,NA
1254, Norelco Philips Norelco Bodygroom Replacement Head Bg200040 ,938,NA,1,100,12 meses,92.67,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SPORTAMEXIGANGA,https://articulo.mercadolibre.com.mx/MLM-671352437-norelco-philips-norelco-bodygroom-replacement-head-bg200040-_JM#position=41&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#671352437,Philips,Norelco,Bodygroom,NA,NA,NA,NA,NA,NA
1255," Afeitadoras De Espalda Ajustables Para Hombres, Removedor De ",486,NA,1,199,18 meses,27.02,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/FLYTOMORROWMX,https://articulo.mercadolibre.com.mx/MLM-702316077-afeitadoras-de-espalda-ajustables-para-hombres-removedor-de-_JM#position=42&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#702316077,No Brand,NA,no model,NA,NA,NA,NA,NA,NA
1256, Whal Terminador Y Perfilador Para Oídos Y Nariz ,399,NA,34,7,12 meses,39.42,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.com.mx/TRRO9874216,https://articulo.mercadolibre.com.mx/MLM-604607308-whal-terminador-y-perfilador-para-oidos-y-nariz-_JM#position=43&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,2,0,0,0,0,#604607308,Wahl,Trimmer,5537,Planos,1,NA,NA,NA,NA
1257, Recortadora De Nariz Norelco 1500 Recortadora De Nariz Oidos ,399,NA,1,9,18 meses,22.17,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/RAC-09+SHOP,https://articulo.mercadolibre.com.mx/MLM-655097925-recortadora-de-nariz-norelco-1500-recortadora-de-nariz-oidos-_JM#position=44&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#655097925,Philips,Personal,NT1500,Planos,1,Lift&Cut,Eléctrica,FUNCION CON PILA AA,0 h
1258," Philips Norelco Nosetrimmer 5100 Para El Oído, La Nariz Y La ","1,319",NA,1,39,12 meses,130.38,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-550974016-philips-norelco-nosetrimmer-5100-para-el-oido-la-nariz-y-la-_JM#position=45&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#550974016,Philips,Series 3000,Nosetrimmer,NA,NA,NA,NA,NA,NA
1259, Rasuradora Wahl Recargable Electrica 14 Piezas ,300,NA,1,1,12 meses,29.64,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/MILLENIAL+TECHNOLOGY,https://articulo.mercadolibre.com.mx/MLM-684076005-rasuradora-wahl-recargable-electrica-14-piezas-_JM#position=46&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#684076005,Wahl,Wahl,Refurbished,Removibles,NA,NA,Batería,NA,NA
1260, New Shaver Head For Philips Norelco Rq12 Sensotouch 3d 1290x ,846,NA,1,199,12 meses,83.58,NA,Envío gratis a todo el país,NA,NA,1,1,https://perfil.mercadolibre.com.mx/I-TX,https://articulo.mercadolibre.com.mx/MLM-614203511-new-shaver-head-for-philips-norelco-rq12-sensotouch-3d-1290x-_JM#position=47&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,0,0,0,0,1,#614203511,Philips,Norelco,SensoTouch,NA,NA,NA,NA,NA,NA
1261, Rasuradora Profesional Recargable Portátil Cabello Portátil ,309,NA,11,3,12 meses,30.53,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.com.mx/SHABA+BOUTIQUEE,https://articulo.mercadolibre.com.mx/MLM-616250101-rasuradora-profesional-recargable-portatil-cabello-portatil-_JM#position=48&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,1,0,0,0,0,#616250101,SPORT MAN,NA,Recargable,Removibles,2,NA,NA,Cabello,4 h
1262, Eléctrico Espalda Máquina De Afeitar Estirable Espalda Nav ,344,NA,1,199,18 meses,19.16,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/VICAMSTOREMX,https://articulo.mercadolibre.com.mx/MLM-667323039-electrico-espalda-maquina-de-afeitar-estirable-espalda-nav-_JM#position=49&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#667323039,Brand New,NA,NA,NA,NA,NA,NA,NA,NA
1263, 3 Gel Para Afeitar Refrescante Elegance Plus 3 Aromas ,697,NA,13,7,12 meses,68.91,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/EDGARDO0135,https://articulo.mercadolibre.com.mx/MLM-600996950-3-gel-para-afeitar-refrescante-elegance-plus-3-aromas-_JM#position=50&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,NA,NA,NA,NA,NA,#600996950,Elegance Plus,Home,NA,NA,NA,NA,NA,0,NA
1264, Wahl Terminador Inalámbrico Con Perfilador Para Oídos Y Nari ,419,NA,15,3,18 meses,23.28,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.com.mx/RAC-09+SHOP,https://articulo.mercadolibre.com.mx/MLM-563205929-wahl-terminador-inalambrico-con-perfilador-para-oidos-y-nari-_JM#position=51&type=item&tracking_id=be198898-db96-42c2-ba85-412b21186beb,1,1,0,0,0,#563205929,Wahl,Personal,TRIMMER,Plano,1,Lift&Cut,NA,FUNCIONA CON PILAS AA,0 h
