search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Formato,Modelo alfanumérico
11, Fone De Ouvido Sem Fio Bluetooth 4.1 Esportivo Stereo Sport ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				4538
				vendidos
			
		",(16 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 658
		
		 sem juros
		
	

	
		",58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,207,https://perfil.mercadolivre.com.br/SUEDVENDAS,https://produto.mercadolivre.com.br/MLB-687286154-fone-de-ouvido-sem-fio-bluetooth-41-esportivo-stereo-sport-_JM,110,53,27,6,11,#687286154,Universal,Fone Bluetooth Sem Fio,BH-503,Over-ear,3.0
12, Fone Ouvido Bluetooth Haiz Fm Mp3 Cartão Sd Ultrabass Hz-18 ,42,45,"
			
				Novo
			
			
				
					 - 
				
				1489
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 777
		
		 sem juros
		
	

	
		",77,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,68,https://perfil.mercadolivre.com.br/HAIZ_SHOP,https://produto.mercadolivre.com.br/MLB-1089729923-fone-ouvido-bluetooth-haiz-fm-mp3-carto-sd-ultrabass-hz-18-_JM,50,12,2,2,2,#1089729923,HAIZ,NA,Bluetooth,Over-ear,HZ018
13, Fone Ouvido Bluetooth I7s 4.2 Par Tws Sem Fio Case Base ,31,NA,"
			
			
				
				2677
				vendidos
			
		",(218 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 528
		
		 sem juros
		
	

	
		",28,NA,Envio para todo o país,NA,NA,3.2,41,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1068034831-fone-ouvido-bluetooth-i7s-42-par-tws-sem-fio-case-base-_JM,15,5,6,2,13,#1068034831,Universal,NA,NA,NA,NA
14, Fone De Ouvido Sem Fio Redmi Air Dots Lacrado Original ,172,NA,"
			
				Novo
			
			
				
					 - 
				
				454
				vendidos
			
		",(46 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1644
		
		 sem juros
		
	

	
		",44,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,342,https://perfil.mercadolivre.com.br/PAC.SHOP,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=LkB9rdVjhL3w0KA06c%2F7tvPWiPZnUvtn5b9uag9jH6Q%2F3RphKnO0H3a2eb03fpAtg8n4jPi%2BlwTkkyj4w6APZ2an3kay12Z5Yy76kkQwn7nZe2eKw2U21tCtqGgrb%2FCijzSmEQyaVQ8ItND32byH6niD3v%2FV8%2FZmvQE3F6LcY6cl%2BrXcpA4WhvHAddeL4bQVNvlhXvcHLSeWZ%2F6TQQ73t%2B3oVmr7TrBW5BKjO%2Fbdqu2uaqiaKjNwKP0yRp7sEtrQX9KogSxpuDP3A%2FUgiyoqDrny1Zy5KGndqiOIA6zaoix6X%2FYzkv5hKiA0uiVYT2vgRZADPAlp0LCRgKoQpKyPwKlQeWBZ9TukSLkbIcAdHD0aq%2FM%2BBPWWQJ10Hao9wS7kW1v84V8MqAuowQsKYnz7GiV%2BJhqDimtGVgaNQpbNDU0SE7brYZdIxxbxI8JK3K9hd4y2o0vFaE8ujDnKL14C5qYuiiUSm5PPcbx3t870rJ9a4wqq8KWEQOp3p6qZuamMbUv9FcHfFW18eHyfOHkRvFBny7ei8PWOpz3N2YIk8MBNgKmAb0CRWgGESVCAP54eprBz7jkV2OFZSeRKlhEb%2B%2B0nFrrHn2unn3Nv3U%2BPgd6TiH%2F0nsLLnKKUX4L%2FhoyAnLVWSCzurSNw0wbl0fWTMiwcCJuFEehRNcD3BICe1VoAtF5vwzkZtJakUqQ7Da%2BWEA%2B0BXGQYemjmIcVltqO0PtZYp6OpG1v0Y61lV77Eook5GjBGA80di7pNBuzeoRz13TOPO%2FJcWk6gUntjhNa7WxttlCnXWtWLMItoeSGXUvYAf%2BJUiuJpErNsxaPYOmTI5RKhIwBfRagD%2F6YDTBbW5HAMDzO3GxwwV6JjSQA6dsjh4t9vfF1M3GvDqp%2Fip14IQ7lfst4zlRlsjMhkRWzp2Kbksh9aoq8TagY6T0u8noSvV7PNpa9nOPeoOvxEDwtBr2Ok5zNoDSF5U0nqM%2BeT4By4mWZI1hS%2FOdEzH8y1qdp6uUC7fp4GvKCqIhGkwuCRom%2BkR1VNOC%2B1n%2B9EtI7K2N9pYblgY5Y%2BFJspD06APh5sxTFgPAkLhX3n%2FmqNKejJXdkuH9G3%2FVwdPWjR2UEYrcXtp73goUIBha1pEjU4jbDDcCLt4ODp9J4siR78AbbS%2BOV6b8q%2BJBjk6Y%2FJBlravmrFALQ%2F%2Bd4WviGYOVgeZWtgHO0J3DXljLULkztXFCi%2BGtAvCy9IPWWvhb4jeCqbMT0%2BrhBGzY%2B490PdKsEalSQkx%2FMDYbLAURN2fC26nZbRQY9VH8TjQ7LdrH1M%2FsV3aY0snm66UetliyunFXkgXVa%2Biw8uByoX7B10fxUoIo40nbwfIYEgjvWwdMTz2IHTiYGn5%2BFTxDIHLfdlwbvUCL8glz6Fud3lUQbRI%2FhgZjWFRZAKO7pbF%2FiHicNUIj3vBOzg%2B%2FoSRFwMKSO%2FfDDMOhqmX98fyPQJmSrA36j1P7aBaXEdqvp%2B%2FpE%2F9glmCl1INFpRI9t6qML51lZ4H0TizNj17pjc84je8aBv5OocD5p6TgnK2ECUITvRhBBFKNMtwRb6midrPqrJxNuZVpn9m%2FGfeNo4rwsmVOFoJpbSpJaL727GYr9Rehl0u%2BJgOqWr6ILoAY7Y0D9giDjog%3D%3D,295,35,8,1,3,#1275546064,Xiaomi,Mi True Wireless Air Dots,Earbuds Basic,Ear-Buds,NA
15, Fone De Ouvido Sem Fio Bluetooth Universal Stereo Lc-100 ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				1419
				vendidos
			
		",(89 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 738
		
		 sem juros
		
	

	
		",38,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,229,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://produto.mercadolivre.com.br/MLB-1081371623-fone-de-ouvido-sem-fio-bluetooth-universal-stereo-lc-100-_JM,133,40,30,4,22,#1081371623,Universal,Fone Bluetooth,LC-100,Over-ear,4.1
16, Fone De Ouvido Bluetooth Xiaomi Redmi Airdots Original ,114,NA,"
			
				Novo
			
			
				
					 - 
				
				1680
				vendidos
			
		",(681 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 958
		
		 sem juros
		
	

	
		",58,NA,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/MILAIBR,https://produto.mercadolivre.com.br/MLB-1294516194-fone-de-ouvido-bluetooth-xiaomi-redmi-airdots-original-_JM,NA,NA,NA,NA,NA,#1294516194,Xiaomi,NA,TWSEJ04LS,NA,NA
17, Fone De Ouvido iPhone 7 Plus 8 8 Plus X Xs Max Xr Bluetooth ,27,NA,"
			
				Novo
			
			
				
					 - 
				
				2023
				vendidos
			
		",(9935 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 558
		
		 sem juros
		
	

	
		",58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,45,https://perfil.mercadolivre.com.br/SHOPEX.,https://produto.mercadolivre.com.br/MLB-1202718769-fone-de-ouvido-iphone-7-plus-8-8-plus-x-xs-max-xr-bluetooth-_JM,31,6,5,1,2,#1202718769,Apple,EarPods,EarPods,In-Ear e bluetooth,Todos
18, Headphone Fone De Ouvido Bluetooth Super Bass Sd Fm Sem Fio ,69,NA,"
			
				Novo
			
			
				
					 - 
				
				3203
				vendidos
			
		",(327 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 668
		
		 sem juros
		
	

	
		",68,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2480,https://perfil.mercadolivre.com.br/HERMAN+SHOPPING,https://produto.mercadolivre.com.br/MLB-1201625201-headphone-fone-de-ouvido-bluetooth-super-bass-sd-fm-sem-fio-_JM,1779,422,154,55,70,#1201625201,JBL,Everest Series,JB950,Over-ear,950
19, Fone De Ouvido Duplo Sem Fio Bluetooth 5.0 Qcy - Nova Versão ,152,NA,"
			
				Novo
			
			
				
					 - 
				
				1306
				vendidos
			
		",(742 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1462
		
		 sem juros
		
	

	
		",62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,92,https://perfil.mercadolivre.com.br/TECHWEB-STORE,https://produto.mercadolivre.com.br/MLB-1184388935-fone-de-ouvido-duplo-sem-fio-bluetooth-50-qcy-nova-verso-_JM,72,12,4,1,3,#1184388935,QCY XIAOMI,Fone Bluetooth Sem Fio QCY - NOVA VERSÃO LANÇAMENTO,QCY - NOVA VERSÃO LANÇAMENTO,COMPACTO E ANATÔMICO,QCY - NOVA VERSÃO LANÇAMENTO
20, Fone De Ouvido Sem Fio Bluetooth Universal Stereo Lc-100 ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				1419
				vendidos
			
		",(89 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 738
		
		 sem juros
		
	

	
		",38,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,229,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=kGFOizrlLsWj6icwN%2FTJj%2FH43Rwdx6RKAZpI4%2FRP8nkJSGdk6gfwhnIOsaG5asud%2FH6Bwt%2FgvMwvl58K2hU6PvWuE7Ign0280EpBxCC6fBdtn6Yjf%2FiGQMl1ON1kfgIWjzlXkSmspDkcrua2gyN%2FlQZGrjxl5X4MRLGCt%2BfdYfyKxJLr9Y11W96m2obTfxSqjZl30Sez5L0CEFG77UM7piI1P8wcxqzLv4QFYZ3cxMpx%2FX72h3SWBe8OMv22p1OmZ0IvIuIaYf08x%2B8yQ7Aw9GOTrIu94jkXKc9E0MgE%2FxzaV2ezxUhP9va1tO8V1yGgXllW2%2FhDvsOI%2B489SsTVyyXw3Yali938xyN6UWk2OAyTuOSl5bH9e2VtnctWA2oLtFJgQ4PKWIjhVQweiTSvXCPGihOYqLUfAUK30hCqn00Ica0SOENb0DBQhs1o4RdxZ5RPfyNdFZwjThPFwOwKSDq9oRLkJAZ%2BvBeEi%2BNNRFV4gAlJ8EriPfGpoAadSvvYaRTzsVJlslAYMhfwclAu65pUnkxVLBTuBcB9pQgEGo4SdL%2FFbAYFT4axIvZ0vLMlLvrl4oTKGfq0Ty%2FnvsyFGW%2FPw26G4WJS2EZPl4i7cPWYOW%2FkU41m%2FKBeqFhuJRt8x18dBRRYkh%2BHpRPd1Yw5IaNOtmuNRXUV534NH4ljNEgxiP33WAxTTioewkg35AAViiEj9wCz8R0dR3A08rAv%2BW4tfqBYiU48SKNH1Ls7TX1YokzadjK9pcYDj371Lfb%2BIPzmfHiaz%2F5OyPWk7yh9efcvfs25jhI3Kg5oGgEnxLuiyofDo6v0ROhbYV35QYSwTpdvvuhAN164VNkzOKZHCXjV0lsmELgrIJg%2FGDTkB7Ae1VVy2QYpr29h7gXuGOW6OnCzQctpDxtKvteoZ4VBHpHfY0LyNRxI%2B3z7nwHDgtp4R34GfxLj4syCRyNmEhOXNKGtL88aasUuJhJJQWOu4lSCgSQWEPW7YZASrROMEAi4xo%2B1L%2FmReghvCEn3trRjdfbcXwUj9CVQz%2FUCdJj%2Bg72wIvweYiRUyfGjx6VFlxr2YFXUZfGtOVMmhKiwC6CnYDlQ%2BLl7RsJuhYZyybcRWi%2FrjNrmhsgk6K%2B%2FoLCojgvyokHUUHhWkGnDab%2BF5AK1yaWexC5GjhaMa%2FcOJaAJqsXs3hg5sYq%2BhuYEeslwhRbqllcVNu2N6ILIGQjcYcmfsUfbtF5e%2F237Cc0Fp6fAMYw5tRNbLfl04D7fE0TJZissFWX8dHNKhojdVmrKpDunO9nkSPDwe8IfB41rSOsqGOtDc3fW4hzVdFWByrPhN9JZe0MeMGJUPdtnd7ce5rYnEsUv5CB9eUplUz8KYuhjD6wOlfHIbsfqfJzDIm%2FtOmKGxyG6uUbrFZEyJqWygWzT4gSQNy%2FllTIIqW2hb%2Fxg9yLW3%2BKvQg82Ly0fs%2Bs%2FZEQbAfpjfxkxR6UR%2Be7ddtWfeR7ugkXitwLlms0ilOGem354yea2d8Eei956xrg5dTTWKuq0kragLuGrReL4MhilGjj35d2bsBJkSAEN7DSlUzUbkud49L%2FEeJlRkrGbLtN8rR8mzIWpRcH%2B5eJBeBcbjWvGK6GEqyAEcdajgIa6Eae2AF3fBfMUL69ORILg,133,40,30,4,22,#1081371623,Universal,Fone Bluetooth,LC-100,Over-ear,4.1
21, Fone Ouvido Bluetooth 4.2 Par I7s Tws Sem Fio Case Base ,31,NA,"
			
			
				
				2343
				vendidos
			
		",(168 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 574
		
		 sem juros
		
	

	
		",74,NA,Envio para todo o país,NA,NA,3.2,37,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1158138352-fone-ouvido-bluetooth-42-par-i7s-tws-sem-fio-case-base-_JM,11,6,7,6,7,#1158138352,Universal,Bluetooth,TWS,NA,NA
22, Fone Ouvido Sem Fio I7s Tws Bluetooth AirPods Ios Android ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				1463
				vendidos
			
		",(953 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 923
		
		 sem juros
		
	

	
		",23,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.4,61,https://perfil.mercadolivre.com.br/MOBILETECHRJ,https://produto.mercadolivre.com.br/MLB-1223803179-fone-ouvido-sem-fio-i7s-tws-bluetooth-airpods-ios-android-_JM,24,13,5,3,16,#1223803179,Universal,Airpod Bluetooth,Airpods i7S TWS,In-ear,i7S TWS
23, Fone De Ouvido Bluetooth Orelha De Gato Com Led Celular P2 ,62,NA,"
			
				Novo
			
			
				
					 - 
				
				461
				vendidos
			
		",(61 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 601
		
		 sem juros
		
	

	
		",01,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,35,https://perfil.mercadolivre.com.br/REIDOSELETR%C3%94NICOS,https://produto.mercadolivre.com.br/MLB-1114723372-fone-de-ouvido-bluetooth-orelha-de-gato-com-led-celular-p2-_JM,29,2,2,0,2,#1114723372,Exbom,GATINHO,HF-C240BT,Over-ear,HF-C240BT
24, Fones De Ouvido Xiaomi Redmi Airdots Bluetooth 5.0 No Brasil ,189,NA,"
			
				Novo
			
			
				
					 - 
				
				372
				vendidos
			
		",(48 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1816
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,906,https://perfil.mercadolivre.com.br/CRSPSHOP,https://produto.mercadolivre.com.br/MLB-1276445368-fones-de-ouvido-xiaomi-redmi-airdots-bluetooth-50-no-brasil-_JM,753,111,25,3,14,#1276445368,Xiaomi,True Wireless,AirDots,Ear-Buds,TWSEJ04LS
25, Fone Ouvido Bluetooth Sport Mp3 Hz-k4 Corrida Cartão Micro ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				669
				vendidos
			
		",(66 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 740
		
		 sem juros
		
	

	
		",40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,32,https://perfil.mercadolivre.com.br/HAIZ_SHOP,https://produto.mercadolivre.com.br/MLB-1135367218-fone-ouvido-bluetooth-sport-mp3-hz-k4-corrida-carto-micro-_JM,21,10,1,0,0,#1135367218,HAIZ,NA,Sport,Neckband,HZ-K4
26, Fone De Ouvido Headphone Sem Fio Micro Sd Usb Fm Bluetooth ,31,NA,"
			
				Novo
			
			
				
					 - 
				
				406
				vendidos
			
		",(99593 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 525
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,5,https://perfil.mercadolivre.com.br/WM.RAIO.ELETRONICO,https://produto.mercadolivre.com.br/MLB-1242799579-fone-de-ouvido-headphone-sem-fio-micro-sd-usb-fm-bluetooth-_JM,4,1,0,0,0,#1242799579,Universal,Importado,B05,In-ear,B-05
27, Fone De Ouvido Bluetooth Sem Fio Duplo Tws Original - Preto ,159,NA,"
			
				Novo
			
			
				
					 - 
				
				789
				vendidos
			
		",(56 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1524
		
		 sem juros
		
	

	
		",24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,27,https://perfil.mercadolivre.com.br/LIFE+SHAPER,https://produto.mercadolivre.com.br/MLB-1187330826-fone-de-ouvido-bluetooth-sem-fio-duplo-tws-original-preto-_JM,17,5,2,2,1,#1187330826,TSW,Linha,HBQ-Q32,Headset,1452
28, Fone Jbl T500bt Bluetooth T500 Bt Garantia 1 Ano Jbl ,248,NA,"
			
				Novo
			
			
				
					 - 
				
				1024
				vendidos
			
		",(156 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2067
		
		 sem juros
		
	

	
		",67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,179,https://perfil.mercadolivre.com.br/TECHMAISMUSIC,https://produto.mercadolivre.com.br/MLB-875932473-fone-jbl-t500bt-bluetooth-t500-bt-garantia-1-ano-jbl-_JM,156,20,1,0,2,#875932473,JBL,Tune Series,JBL T500BT TUNE 500BT,Over-ear,JBLT500BTBLK
