search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Formato,Línea,Modelo alfanumérico
11, Auricular Bluetooth Xiaomi Redmi Airdots Manos Libres Tws ,3199,NA,544,456,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,157,https://perfil.mercadolibre.com.ar/NICTOM-TECH,https://articulo.mercadolibre.com.ar/MLA-790706831-auricular-bluetooth-xiaomi-redmi-airdots-manos-libres-tws-_JM,114,36,3,2,2,#790706831,Xiaomi,AirDots,In-ear,REDMI,NA
12, Auriculares Inalambricos Bluetooth 5.0 I7s Tws In Ear ,1099,NA,12,88,6 cuotas sin interés,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SYSIMPORTACIONESS,https://articulo.mercadolibre.com.ar/MLA-740088615-auriculares-inalambricos-bluetooth-50-i7s-tws-in-ear-_JM,NA,NA,NA,NA,NA,#740088615,TWS,I7S,In-ear,earphone,I7s
13, Auriculares Bluetooth Celular Inalambrico Deportivo In Ear ,269,NA,617,196,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3,3,https://perfil.mercadolibre.com.ar/01ENLINEA,https://articulo.mercadolibre.com.ar/MLA-786431094-auriculares-bluetooth-celular-inalambrico-deportivo-in-ear-_JM,1,0,1,0,1,#786431094,Ajavision,S6 Magnet,In-ear,Bluetooth,S-6
14, Auriculares Bluetooth A7 - Alta Gama - 4hs De Musica Sup I7s ,2398,NA,274,49667,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,17,https://perfil.mercadolibre.com.ar/JMS-IMPORTACIONES,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=aNp8%2B%2FMtp7gbBrVJHYr2QvKBgtul2aX67DQLXxgsZo2MkHnVS4DDafAyOLc%2BEzPsadQZMNCsK6IRWjrXqu7%2Butijq0rEByC%2F9Af1E1a9tTZK8x7ZkIaXUet5RqqThB3irHAVDfvfyEvmLVDjYr4KT0aT5d7ZC%2BNUQEOTX0Cuea0XhpCuyI%2Blde%2BeYIRqRavpLLE%2BIscFM%2BH11ouDKhOE%2BRJRjfAsMNN8CVb92tr3xTLmoeYy7LNcB%2FB3q%2FVAUSqG0zCbnGH1aupF0eGMJCVDcyAIe%2FJIL4AyVsea1NvkA5mnr0gV46rooCYGvShcxTyS%2BdTvVci2wjnGJRsIdaHo2Jk10y%2BPoGKAzkmEb17ysMYNV83B38JjYgeUgV8%2BXd9JEc8m1XeRLCNomKCOLrsGii9gAkszzG7WFmgQZvD9LXSMOkEK8oqcccFmRmaotgOeWrUMTHZNnOKpmu%2BYzW7ztbr6%2FDKQ%2BaTl5o5ty1TCgAmzTWzaCwsahc%2B0HZKmiEX1Cn7yk57t0ET08S95YC8BewSqn2hKzR%2FroEstpTKfS1vdulA11u0F1BfjUZgoppRg1A9EcLaOQSYAM7tzQvK8%2FZJLDB3ml%2BhkudUmaNhXmezLmNemvUO%2FeCPsLJBXFUUcDG2TWsn%2FQWc5ctGSZVwxG1zGYZ6lDM%2Fy8ArhSV70MsMrsCVMkaGIs2tZeU7ie2KGC098dw8msCON%2FyDEyKXoNAp30k2SR7OqnHUlPusnMax2zG4BUmwmiZQtDTG1tF7iRdXXAStYy0YwGwnW7Ld5dVnz0skKy6h5QDil3z8Eh0p6yPR%2FvlkgUJAf8VBYn8CGjn%2Fb3FJCmaFTvyJqDj3Cyo5SqX1z4J0C2oaDkOZE07Ge%2FNN9KUSMnjP0FQ0r3SBWmj%2FOyiJRpavLolACIPpgMaXjVPDLQRruIpdgDDCE%2FvdiyBs%2BFFrshug1Ol438yU9mKe7BgT%2FoCjajnwbT6owQAVnfHx%2B3L7bsY1wgSHyB%2BBe4pwMcvlkQZO6tJraMjjfxzBBadfur8%2F9sM%2BdN1O9yKLq4Jjrj9foLXmzmLbdgHd9CCd%2Byehnnl5fU1WWM%2FcgLNWJ2srjkRvI6%2FRJZB3t%2B7JwFHZBjtiHvKsYQGeGHyosNc0RGbIzpCslAldFlkXWtobtnSsDLdPJ9W1Mnpg%2FNNt1%2FSQwavcAlMAo%2FxB0WVwbszCfGAx2MyZm3kRCfA7A7g7oFJg4lUS5tELk35bLOzKBfKgHoxOnw8Egklh2djaDuq6eLPs5B8uER4cqxRh0y8OpWnr5x6jEF%2F4lbIRn788w96WR0VLDkzmv78PmHwxI0xF7mCzjTzx4wBczjRU%2FKTQR5aFnFgOrAm0Nt%2FWY2lTYyGADKyKtyC5VL%2BZJ9JXRa96%2BiZZvs1K0n97DEV4WYPxN14U6Onlz75ez3v0dOsuAIxOoFuf1TnO2eVJ2SkdH3eDvwcXawW4pd%2Bonz%2BDEWGpcOyF0B716XkJcbX5WPXG4oiqRl24A2toKy82oc8EINd9xWIL5vm1gkAy5x9yjsnMS9w3%2FtFP%2BL1mN3G7TbR1%2FRa34a%2F7iOqoEcfflunnrdpY0n6pXw7oCXQljQIk8i%2FtMg4kSlqoEOtNqwdaf%2FBa4FYHtmFN%2BtuGwyQ%3D%3D,11,2,3,0,1,#762680561,JMS,A7 TWS,In-ear,In Ear,NA
15, Auriculares Bluetooth Deportivo Inalambricos Compatible Samsung iPhone Xiaomi Huawei Lg Motorola ,418,NA,2180,239,6 cuotas sin interés,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4,56,https://perfil.mercadolibre.com.ar/QUIEROESO+YA,https://articulo.mercadolibre.com.ar/MLA-705185832-auriculares-bluetooth-deportivo-inalambricos-compatible-samsung-iphone-xiaomi-huawei-lg-motorola-_JM,28,12,6,7,3,#705185832,Quiero eso ya,QUIERO ESO YA,Ear-Buds,Bluetooth,NA
16, Auriculares Bluetooth Qcy T2c Tws Original 2019 Inalambrico ,3200,NA,2144,475,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,199,https://perfil.mercadolibre.com.ar/TIENDASHOPEALOML,https://articulo.mercadolibre.com.ar/MLA-693323156-auriculares-bluetooth-qcy-t2c-tws-original-2019-inalambrico-_JM,142,42,10,2,3,#693323156,QCY,T2C,In-ear,In-Ear,In1852
17, Auriculares Bluetooth Celular Inalambrico Deportivos In Ear Running Android iPhone Manos Libres Microfono ,999,NA,3562,18,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,277,https://perfil.mercadolibre.com.ar/JAZAKSHOP.COM,https://articulo.mercadolibre.com.ar/MLA-672953591-auriculares-bluetooth-celular-inalambrico-deportivos-in-ear-running-android-iphone-manos-libres-microfono-_JM,177,57,34,3,6,#672953591,Mobile Phone,Q10 - Waterproof,Clip-ear,Auriculares Bluetooth,Q10
18, Auriculares Inalambrico Bluetooth I7s Tws iPhone Android ,949,NA,587,19,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.9,17,https://perfil.mercadolibre.com.ar/BAZA+10,https://articulo.mercadolibre.com.ar/MLA-742124657-auriculares-inalambrico-bluetooth-i7s-tws-iphone-android-_JM,11,1,1,1,3,#742124657,Apple,I7s,In-ear,Inalambrico,i7s
19, Auriculares Bluetooth 5.0 Inalambricos I9s Tws In Ear ,1499,NA,627,39,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,36,https://perfil.mercadolibre.com.ar/SYSIMPORTACIONESS,https://articulo.mercadolibre.com.ar/MLA-753632999-auriculares-bluetooth-50-inalambricos-i9s-tws-in-ear-_JM,17,14,3,0,2,#753632999,TWS,I9s,In-ear,earphone,I9s
20, Auriculares Bluetooth Celular Inalambrico Deportivo In Ear ,269,NA,617,196,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3,3,https://perfil.mercadolibre.com.ar/01ENLINEA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=9hcEhUSHkuJYWe3OLyLkNr9HBMq%2FW88aey%2FT5AuLOinwqr8YjSR0s5M%2BugWx%2Fpakcb7oeZx8fIpyaYBcxR0xVPh%2B1IsneGcsVru0DQjPsePgoWtbgz5Q%2BlBaStchbR8AsHiElsTuN%2B6LULXnCsvB4HvQsT%2B%2B%2Fpp%2Fi8kpX6DMeSQOesiMrq7pmklSfdn%2FoVQZpd0tKt6aHcx51RdhlDwtfB2VUK%2BtJX6FQ%2FgBBL0goFISYN40q9C3Mt%2FDCmgNqu8AASe15WjqUiwwxmzWS8NZhvXb5uMb2eg5WLvkTo37K44qOOYe7HIIt%2FaPBrp4VJlMJh1L%2FJiKOL9Lulud%2Fl7FR3FoXee1RNExDSBltOc6VsWAsGH2uMpxmj%2BramS3IRyoFJYx4aC%2BQis9O1HdYJD500T4BeiGb%2BBXpdRv9pqd%2Bsez1ys2ulBKc0%2F8kHt6WeK53u1NcO3kPwdErNVrHGLs6Xql%2BiYJ29IQ3fRyXnOzP4%2FYtTHkgz9sckjUW1HYm7xeHTsR1NL%2BV7L%2BZ688Eix4108gq0mhICPwbwYVYAsbAwhFpDKILyDhfy1XLWHAIVzCeiLdkRclImYsR2pQIMGiYFbeQGsmou9Aw%2B%2B2m1CEkWL65VkTSRo1M6fNfAV8Fh2egbqb6FnhwgylGPDLbzETmZBpuU6cEf1YoITvuR0WFlpPB42T5UIAQ8hCnUMnKJVG4FeZmcLs8YISABJVlHMRMdcKDRqjuTgIQlBrYRtsfGhDEyL5ea6wDbHlc3FjPurFrEX%2BvSOaL%2Be5daE9Sb1%2Fhde%2Fxf%2BZjQk4mPVoQOQlaSfrALYZkTWSLG%2FmztOTEMW0Y3SGfwAKJRGuOD7ZJjD61wNNOfRtFx18TPdRw0LFYj85eY7CkiU3otdtz9%2BN7WvM3L5pClntxTKobqvmLayoPXivt%2BLYtQoKN1IhgIKB%2F3ySBCJg3uzfsqFPbXfJEYPISv6oyilwF4J6%2F%2FY13I%2BoZZ1fqReEWgcl9GFmOc%2FaW2fcjWhTeQVmJSRoJfco9TV2siJEY763wJijEMSk8DvK1wSNrXB%2F%2BOl%2FG5xBpN0E1%2FW%2Fx7JYT3M2SlclaOd1Ms6vawsBMfa%2Bo9Teg%2FNdsQM9A2hMlqaL2pFVxT823bIuyw9yvYBlopmF6JITed%2B4ksTX3YqL33r9xmOM9kiGxx%2FJNPJzQv154RsKYbKRW9q%2FwQtt6f7yOm5WsDTxISWnLW%2FvFvYfYC8l%2F08plu%2BNFlgVEtsKy6b8sttkbRxSY9DaJfWNQgipf4f%2BlBDudFzFJbPMDOQ%2B6%2FN90JgmHCJcfI%2FnzNlkDNzNFH%2FGmETb3YLv4uzKd1Z3NUAcEyjIuqpGo1CDF3WAouWl719bawgEukW2GOjUWLrEFlPZ0UWDQbfok5m72c4Aq%2BwJoRXHmlgWvsC%2FwF%2F%2FNBbyr1LOOV9SiOw9bhR%2FqJdo%2BEfWIi64arNSXbw6%2F1ZCUAZMIvfNpIJZLq63miub3Lwdr78VtmozF1XX1Br5k9G21FSdP6NdigoCK42qUzlwrsMomOaaGpxjr3Z46%2BZuF6XfHXDQlcJBUuhudAUJ59t8S7WOhnEFI0U8AUJ%2FNPMWGWL0aZBAhSRPg0%2FrTYeG%2FaQabbRlhNFBseTRmXcQpHrxIgp3ozh8qzTB,1,0,1,0,1,#786431094,Ajavision,S6 Magnet,In-ear,Bluetooth,S-6
21, Auriculares Bluetooth Inalambricos In Ear Con Base Recargable Earpods ,989,NA,410,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,20,https://perfil.mercadolibre.com.ar/GROUPMHS,https://articulo.mercadolibre.com.ar/MLA-777789122-auriculares-bluetooth-inalambricos-in-ear-con-base-recargable-earpods-_JM,15,2,1,2,0,#777789122,TWS,I7s,In-ear,Pro,NA
22, Auriculares Bluetooth Noga Inalambrico Manos Libres ,749,NA,563,1,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,171,https://perfil.mercadolibre.com.ar/DEPOT+CENTRO,https://articulo.mercadolibre.com.ar/MLA-788302916-auriculares-bluetooth-noga-inalambrico-manos-libres-_JM,92,52,17,5,5,#788302916,Noganet,BT469,Over-ear,Aris,BT469
23, Auricular Deportivo Bluetooth Manos Libres Compatible Samsung iPhone Motorola Lg Xiaomi Huawei ,679,NA,595,693,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,35,https://perfil.mercadolibre.com.ar/QUIEROESO+YA,https://articulo.mercadolibre.com.ar/MLA-705186048-auricular-deportivo-bluetooth-manos-libres-compatible-samsung-iphone-motorola-lg-xiaomi-huawei-_JM,19,7,3,5,1,#705186048,Quiero eso ya,QUIERO ESO YA,Ear-Buds,In Ear,NA
24, Auriculares Bluetooth Inalambricos In Ear Twins Microfono Android iPhone Manos Libres Microfono Base Cargadora ,2449,NA,918,6,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,78,https://perfil.mercadolibre.com.ar/JAZAKSHOP.COM,https://articulo.mercadolibre.com.ar/MLA-672953659-auriculares-bluetooth-inalambricos-in-ear-twins-microfono-android-iphone-manos-libres-microfono-base-cargadora-_JM,44,17,8,2,7,#672953659,True Wirless,K2,In-ear,Auriculares Bluetooth,K2
25, Auricular Bluetooth Vincha Micro Sd Radio Fm Inalambrico ,949,NA,1974,69,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,104,https://perfil.mercadolibre.com.ar/MWPRODUCTSARGENTINA,https://articulo.mercadolibre.com.ar/MLA-669916084-auricular-bluetooth-vincha-micro-sd-radio-fm-inalambrico-_JM,60,31,10,1,2,#669916084,Genericos,P.47,Over-ear,WIRELESS,P47
26, Auriculares Bluetooth Inalambricos I11 Tws In Ear ,1199,NA,248,93,6 cuotas sin interés,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4,6,https://perfil.mercadolibre.com.ar/SYSIMPORTACIONESS,https://articulo.mercadolibre.com.ar/MLA-775206242-auriculares-bluetooth-inalambricos-i11-tws-in-ear-_JM,3,1,1,1,0,#775206242,TWS,I11,In-ear,Earphone,I11
27, Auriculares Inalambricos Bluetooth 5.0 I7s Tws In Ear ,990,NA,3039,68,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4,117,https://perfil.mercadolibre.com.ar/SYSIMPORTACIONESS,https://articulo.mercadolibre.com.ar/MLA-735692134-auriculares-inalambricos-bluetooth-50-i7s-tws-in-ear-_JM,60,27,15,2,13,#735692134,TWS,I7S,In-ear,Earphone,I7s
28, Auriculares Bluetooth Inalambricos In Ear Twins Microfono ,1990,NA,208,30,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,11,https://perfil.mercadolibre.com.ar/UNIVERSALSHOPS,https://articulo.mercadolibre.com.ar/MLA-749553907-auriculares-bluetooth-inalambricos-in-ear-twins-microfono-_JM,4,6,0,0,1,#749553907,True Wireless,Twins,In-ear,In Ear,Twins
29, Auriculares Sin Cable Bluetooth I9 Tws Android iPhone 7 8 X ,1899,NA,146,15,6 cuotas sin interés,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,6,https://perfil.mercadolibre.com.ar/CLUBDELCELUOFICIAL,https://articulo.mercadolibre.com.ar/MLA-777567528-auriculares-sin-cable-bluetooth-i9-tws-android-iphone-7-8-x-_JM,4,2,0,0,0,#777567528,i9S,Bluetooth,In-ear,TWS,I9 TWS
30, Auriculares Bluetooth Celular Inalambrico Deportivos Magnetico + Estuche Compatible Android iPhone ,949,NA,506,31,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,28,https://perfil.mercadolibre.com.ar/JAZAKSHOP.COM,https://articulo.mercadolibre.com.ar/MLA-720232059-auriculares-bluetooth-celular-inalambrico-deportivos-magnetico-estuche-compatible-android-iphone-_JM,12,12,3,0,1,#720232059,Mobile Phone,S6 Magnetic,In-ear,Auriculares Bluetooth,S-6
31, Auriculares Bluetooth Inalambricos Tws In Ear Sin Cable Deportivo ,3100,NA,829,8,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,95,https://perfil.mercadolibre.com.ar/TECNO-DELTA,https://articulo.mercadolibre.com.ar/MLA-616359769-auriculares-bluetooth-inalambricos-tws-in-ear-sin-cable-deportivo-_JM,69,17,7,0,2,#616359769,SoundPEATS,Q32 True Frre,In-ear,NA,NA
32, Auriculares Bluetooth +5.0 Inalambricos I7s Pro In Ear ,812,855,1952,30,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,94,https://perfil.mercadolibre.com.ar/TOPTEK_,https://articulo.mercadolibre.com.ar/MLA-726718392-auriculares-bluetooth-50-inalambricos-i7s-pro-in-ear-_JM,52,22,6,5,9,#726718392,TWS,I7s,In-ear,inear,3213213211
33, Auricular Bluetooth Samsung Original Galaxy Buds ,11999,NA,254,36,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,56,https://perfil.mercadolibre.com.ar/SAMSUNG_TIENDA_OFICIAL_MP?brandId=1550,https://articulo.mercadolibre.com.ar/MLA-781796882-auricular-bluetooth-samsung-original-galaxy-buds-_JM,43,11,1,0,1,#781796882,Samsung,Buds,In-ear,Galaxy Buds 2019,SM-R170
34, Auriculares Deportivos Bluetooth Running Fit Gtia ,499,NA,803,34,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,39,https://perfil.mercadolibre.com.ar/NEWCELL+ACCESORIOS,https://articulo.mercadolibre.com.ar/MLA-698128098-auriculares-deportivos-bluetooth-running-fit-gtia-_JM,23,8,4,2,2,#698128098,Wireless Headset,BT-1,In-ear,NA,NA
35, Auricular Motorola Bluetooth Pulse Escape ,3049,NA,1492,274,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,666,https://perfil.mercadolibre.com.ar/ITECOM+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-707705129-auricular-motorola-bluetooth-pulse-escape-_JM,477,148,29,6,6,#707705129,Motorola,SH012 BK,Over-ear,NA,SH012
36, Auriculares Bluetooth 5.0 Tws I12 Táctiles iPhone Android ,1990,NA,230,40,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,12,https://perfil.mercadolibre.com.ar/TIENDA+SILOE,https://articulo.mercadolibre.com.ar/MLA-794869179-auriculares-bluetooth-50-tws-i12-tactiles-iphone-android-_JM,10,1,0,1,0,#794869179,TWS,I12,In-ear,Earphone,I12
37, Auriculares Bluetooth Noga Bt469 Manos Libres Oficial Full ,749,NA,407,27,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,171,https://perfil.mercadolibre.com.ar/DALECL%C3%8DCK,https://articulo.mercadolibre.com.ar/MLA-782265804-auriculares-bluetooth-noga-bt469-manos-libres-oficial-full-_JM,92,52,17,5,5,#782265804,Noganet,NG-BT469,Over-ear,Aris,NG-BT469
