search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Formato,Línea,Color
16, Audífonos Bluetooth Stereo Mp3- Aux ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				293
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,4.3,29,https://perfil.mercadolibre.cl/MARE8077404,https://articulo.mercadolibre.cl/MLC-448133358-audifonos-bluetooth-stereo-mp3-aux-_JM,16,9,1,2,1,#448133358,NA,NA,NA,NA,NA
17, Audifonos Bluetooth Qcy T1s ,26.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				112
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.498
			
		
		 sin interés
		
	

	
		","
				$ 4.498
			",NA,Envío gratis a todo el país,NA,NA,4.9,8,https://perfil.mercadolibre.cl/AFRICCA+STORE,https://articulo.mercadolibre.cl/MLC-488306883-audifonos-bluetooth-qcy-t1s-_JM,7,1,0,0,0,#488306883,QCY,T1s,TWS,NA,NA
18, Audífono Bluetooth Samsung Galaxy Buds Garantía- Inetshop ,104.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(1 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 17.498
			
		
		 sin interés
		
	

	
		","
				$ 17.498
			",NA,Envío gratis a todo el país,NA,NA,5.0,6,https://perfil.mercadolibre.cl/INETSHOP_2011,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=vezXgtwRHb8Y5Q3Xw%2BtKMQUH3hLNsFNnuthwF%2B%2BOQ%2BSUuRyCPJtUBksx42FRRFgoWMZn5iSSmO0k4x0e2sbg%2B5Dvfry%2B%2Bbgu13r0tiDTQyao2yMStc%2BkLWxwrC%2BYI1kpb0A%2F3bVQNfqDcqtzG2frLmBMwWOw7DgzdfJ2El0pRlmFRYn1aoAph3Dx2nERgJ27vQs3mlqdFthnPtJchllHE4X1ViVOJHkp2OCGhiswqzav6HtnFjotlQQLtipsnlNSA9TwDjkp4ouOwllfxewaGvRgLuaHxIdPLZX7Ka6wxAk37iLZQet7Xc2AI0Sug2xPBCenbQo0W%2F0m035IcZNPoRFbbfCwUDKuDD%2Fu2vFmf8AFQceVXpF5l0mDXykpWN2PVeZJddyu8XAZZpBD2Qpyb6n8AjJ3nf9%2F9Az3VpeTVMnMM%2BFNuAy6C1zVEbOUA5V4UN987LlKgVqR4iBXNofMXqbwWzzFVYUDWj2PA0ZllduibMlVxZR7VIpZHpZ%2BWy8syZvM1PEP377tNBMKd6m2q3Ftzma0aAZzGKby4cGQmZdE2J8dDfDE6kGSjxUhAAN1V%2B0xJzOjp1n%2FgyMdYYzkyjDjSNBx%2FPdF2oPfoEJ0Go4eUr%2FKkbN484XWwpNUAu1vI%2BYtYoxsFEXFkBcykpBOHen5Fpi3f2TUUPjITYk0G%2B3Ih44mab5OWA3gIDm34zcI4zHwTRBGUqFlQ59wD0TwywYeLCxDid0JrLUeFCQhqjzk1rzKD3LHbdeSSbRdDg6fxkJIDXmx2ndAGHhYIUuNDxFH9M4jqN3SaIt9jHRNbKsDtI7qgM23v6vUYNzMCZjMJEUoL4Pj7%2FaqS3VVFi9WhvnN6rAaKLlTsnzFA5920GEmr5Q5MYdDvqEmRwoS%2F2tKU66x4D0We5viBN4pf7iQO6ihnTJkLzMCBhui8ffdGH1X51s5DsoJq7%2BedyJMfDtJEy3%2F%2BR8%2BPQ6SnUNkQXXV0h0R1ED6yCoFMc4djyaFXYxo%2BKM8LgJsY%2F7D1EWZ7pSZUAOd%2Frbg8B4MH2VxPIDNDhtqxmOLq5RTo06YbD%2FYFTk6sSlmipeUKDAUHRO%2BbUQJpUPRA%2BTe%2FneFRY4wGVsFLWGJOzOLLFqIF7y34IqyC7QxiRdgOiqpHoFDqypsAT9IcvzeOO4cyJGhxYWlBohAA2aE5CoIbSiRLXJcgVQtMynH29XiorBQIcMTYr2KeYgyR0Y6JIRfOdw8P6sKnncAyvOGxuVGFthNZncNgim9WaamzrFlea6TWmpSmA7uiG0E%2FW0LqUve6BwMK9wvh14oZozkFqfs5TTODIfVm2V7rvoF3znu%2FW%2FOeoCNlvcmLPNicEAtGIRqqWoDn5se16hJeBFJU1t8FQS%2FQaoheZ8ZgXltSsluyEet7%2FO9ygU7C0fWDXMaEExkijQXE8jlcDlOvQCJ5yDO9hVBjZ7Bn0nW5xvVdW0S4fFdT5bljk5kIJkwciKIe3d8%2BDWsOBGYuMC9iZrToyEB%2FSs7Jk8nPcpydFLY4WBeOmgeIIe8jtZCIUB6Zae0hDY7MFE1ElFzFbqQYheyX1p8xt2pfsL694Z9zEtE3g%3D%3D,6,0,0,0,0,#500273965,Samsung,Buds,In-ear,Galaxy,NA
19, Manos Libres Bluetooth Mini Auricular ,3.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				339
				vendidos
			
		",(21 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 332
			
		
		 sin interés
		
	

	
		","
				$ 332
			",NA,Envío a todo el país,NA,NA,3.4,5,https://perfil.mercadolibre.cl/LAOCASIONSTORE,https://articulo.mercadolibre.cl/MLC-465965042-manos-libres-bluetooth-mini-auricular-_JM,2,0,2,0,1,#465965042,NA,NA,NA,NA,NA
20, Audifonos I7s Tws Bluetooth iPhone Android ,6.490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				68
				vendidos
			
		",(26 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 541
			
		
		 sin interés
		
	

	
		","
				$ 541
			",NA,Envío a todo el país,NA,NA,3.0,3,https://perfil.mercadolibre.cl/LAOCASIONSTORE,https://articulo.mercadolibre.cl/MLC-471461822-audifonos-i7s-tws-bluetooth-iphone-android-_JM,1,0,1,0,1,#471461822,i7,i7S TWS,NA,NA,NA
21, Audifonos Bluetooth Tipo iPhone 7 iPhone 8 ,14.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				202
				vendidos
			
		",(14 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.498
			
		
		 sin interés
		
	

	
		","
				$ 2.498
			",NA,Envío a todo el país,NA,NA,3.3,4,https://perfil.mercadolibre.cl/TELOTENEMOS.CL,https://articulo.mercadolibre.cl/MLC-461170076-audifonos-bluetooth-tipo-iphone-7-iphone-8-_JM,2,0,0,1,1,#461170076,NA,NA,NA,NA,NA
22, Audifonos Bluetooth Binaural Tws Qcy T1 ,36.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				104
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 6.165
			
		
		 sin interés
		
	

	
		","
				$ 6.165
			",NA,Envío gratis a todo el país,NA,NA,4.7,3,https://perfil.mercadolibre.cl/CASTLETECEIRL,https://articulo.mercadolibre.cl/MLC-470772617-audifonos-bluetooth-binaural-tws-qcy-t1-_JM,2,1,0,0,0,#470772617,QCY,T1,In-ear,NA,Negro
23, Apple Audífono AirPods (2da Gen) ,144.990,179.990,"
			
			
				
				82
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 24.165
			
		
		 sin interés
		
	

	
		","
				$ 24.165
			",NA,Envío gratis a todo el país,NA,NA,5.0,32,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-488712872-apple-audifono-airpods-2da-gen-_JM,32,0,0,0,0,#488712872,Apple,Airpods con estuche de carga (2da Gen),In-ear,NA,NA
24, Audífono Sennheiser Hd 4.40bt Bluetooth ,69.990,89.990,"
			
			
				
				63
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 11.665
			
		
		 sin interés
		
	

	
		","
				$ 11.665
			",NA,Envío gratis a todo el país,NA,NA,5.0,6,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=477,https://articulo.mercadolibre.cl/MLC-478679459-audifono-sennheiser-hd-440bt-bluetooth-_JM,1,0,0,0,0,#478679459,Sennheiser,HD 4.40 BT,NA,NA,NA
25, Audifonos Pioneer Bluetooth Aptx Hi-res Se-ms7bt ,69.990,119.990,"
			
			
				
				103
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 5.832
			
		
		 sin interés
		
	

	
		","
				$ 5.832
			",NA,Envío gratis a todo el país,NA,NA,4.8,12,https://perfil.mercadolibre.cl/MUSICWORLDCHILE?brandId=183,https://articulo.mercadolibre.cl/MLC-445968498-audifonos-pioneer-bluetooth-aptx-hi-res-se-ms7bt-_JM,10,2,0,0,0,#445968498,Pioneer,SE-MS7BT,NA,NA,NA
26, Audifonos Bluetooth Xiaomi Mi Sports - Youth Edition ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				114
				vendidos
			
		",(37 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.332
			
		
		 sin interés
		
	

	
		","
				$ 3.332
			",NA,Envío gratis a todo el país,NA,NA,4.0,5,https://perfil.mercadolibre.cl/AFRICCA+STORE,https://articulo.mercadolibre.cl/MLC-460321055-audifonos-bluetooth-xiaomi-mi-sports-youth-edition-_JM,3,1,0,0,1,#460321055,Xiaomi,Mi Sports Youth Edition,NA,NA,NA
27, Audifonos Bluetooth Deportivos Power 3 Wireless Oem ,6.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				148
				vendidos
			
		",(833 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.165
			
		
		 sin interés
		
	

	
		","
				$ 1.165
			",NA,Envío a todo el país,NA,NA,4.0,5,https://perfil.mercadolibre.cl/CUPOCLICKCHILE,https://articulo.mercadolibre.cl/MLC-470816164-audifonos-bluetooth-deportivos-power-3-wireless-oem-_JM,2,1,2,0,0,#470816164,Beats,Wireless,In-ear,NA,NA
28, Audifonos Bluetooth Freebuds Huawei Negro - Prophone ,66.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				30
				vendidos
			
		",(745 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 11.165
			
		
		 sin interés
		
	

	
		","
				$ 11.165
			",NA,Envío gratis a todo el país,NA,NA,5.0,5,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-487448261-audifonos-bluetooth-freebuds-huawei-negro-prophone-_JM,5,0,0,0,0,#487448261,Huawei,NA,NA,NA,Negro
29, Apple Audífono AirPods Con Estuche De Carga Inalámbrica ,174.990,199.990,"
			
			
				
				28
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 29.165
			
		
		 sin interés
		
	

	
		","
				$ 29.165
			",NA,Envío gratis a todo el país,NA,NA,5.0,32,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-488713235-apple-audifono-airpods-con-estuche-de-carga-inalambrica-_JM,32,0,0,0,0,#488713235,Apple,Airpods con estuche de carga inalámbrica,In-ear,NA,NA
30, Audifono Bluetooth Universal Inalambrico Para Deportes ,3.990,7.990,"
			
				Nuevo
			
			
				
					 - 
				
				676
				vendidos
			
		",(25 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 665
			
		
		 sin interés
		
	

	
		","
				$ 665
			",NA,Envío a todo el país,NA,NA,2.5,11,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-436105516-audifono-bluetooth-universal-inalambrico-para-deportes-_JM,1,1,3,3,3,#436105516,NA,NA,NA,NA,NA
31," Receptor Bluetooth Auto Audífonos Plug 3.5 Aux, Manos Libres ",3.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				303
				vendidos
			
		",(67 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 665
			
		
		 sin interés
		
	

	
		","
				$ 665
			",NA,Envío a todo el país,NA,NA,3.9,10,https://perfil.mercadolibre.cl/ESHOPANGIE,https://articulo.mercadolibre.cl/MLC-472109708-receptor-bluetooth-auto-audifonos-plug-35-aux-manos-libres-_JM,5,2,1,1,1,#472109708,NA,NA,NA,NA,NA
32, Pack 2 Audifonos Bluetooth P47 Stereo Radio Mp3 Inalambricos ,10.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				67
				vendidos
			
		",(40 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.832
			
		
		 sin interés
		
	

	
		","
				$ 1.832
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/REQUETE+OFERTAS,https://articulo.mercadolibre.cl/MLC-498173774-pack-2-audifonos-bluetooth-p47-stereo-radio-mp3-inalambricos-_JM,NA,NA,NA,NA,NA,#498173774,047,WIRELESS 4.2+EDR,NA,NA,NA
33, Audifonos Bluetooth Estéreo Deportivos Hifi ,3.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				195
				vendidos
			
		",(89 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 332
			
		
		 sin interés
		
	

	
		","
				$ 332
			",NA,Envío a todo el país,NA,NA,1.0,1,https://perfil.mercadolibre.cl/OFERTABKNCL,https://articulo.mercadolibre.cl/MLC-462977061-audifonos-bluetooth-estereo-deportivos-hifi-_JM,NA,NA,NA,NA,NA,#462977061,NA,NA,NA,NA,NA
34, Par De Audífonos Bluetooth I7s Tws Inalámbricos | Maxtech ,12.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				91
				vendidos
			
		",(939 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.082
			
		
		 sin interés
		
	

	
		","
				$ 1.082
			",NA,Envío a todo el país,NA,NA,2.0,4,https://perfil.mercadolibre.cl/MAXTECHCHILELTDA,https://articulo.mercadolibre.cl/MLC-477090402-par-de-audifonos-bluetooth-i7s-tws-inalambricos-maxtech-_JM,1,0,0,0,3,#477090402,NA,NA,NA,NA,NA
