search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Formato
18, U8 Audífonos Bluetooth 8 Horas De Bateria Sonido Stereo ,55,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(6 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MARCIALZANABRIARIVERA,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=IP1kMtLSPf1Aa5jHtuMabBXXHiiCfgsXC4BhGHgRsdysQc1SscW6uAomlJt244ngoobffxCPbjHJjVYI1WSad8g6lCrWyU9SGSuDadMVOhcMagE8%2FDPlLULO0DqYrpyTGA8qqzExGbXxEi2zEku9VIyGIme7Y3C3WsKHwWS21b91dZrfwYpM%2F0bI5R5SWbo5DjMmadzOMGtDxxh%2BLdDfCU5PqpnL8JzKZ4ZX4AKiCJYCuFOCFj7u1jOMmPxNxLjypeaLMqpnJrZUZvC9e7KPRLdOfcsgIIbRR9B3kqaLmDjooybxClxNI%2BlWLH8yijsL0sapfAwbuxv82SGxYTMs9ybkANqE5YcM8YJURLXLVpSn4MBQILoRkSJ5ijeB9t1Ilb0vqbhzNLxwWRkyRE90zLv06FC56oJfUqhbbyyBcm%2Bjm912WlCWLLSLmekwymoO35Kuk9vRzaEha1tHJC2O7Z6iBslbxstSn%2BnWU8GWiYg1WGRdBK%2FMZJPLgiiZ1C7rPjGLJBoa%2B5I8FDWtlswi5qmba%2FqLzmeZ82i6pIzX7r8KTucaKGxKiLqRH4U5DH2cIVVwGveWGn22wzdbhKYca%2FOhZo3LoZ%2B7WeY35C2OMuTzJNN%2BV6H79qgTUefZLiMU6C7nbUYgBBfZcP1I3jrCxz9kNKInI8gazpGCqHcxFovCINWG2aSjIJeqLPOl0nD55NIx%2B%2Fo9X4wNq%2BmFYzC9MkhCkSSHWNMIWc4YKLtonTunJYmQD2mbTy%2BAUuYXaFmgk1iKtri%2FrRMKfNlErtp%2FF55MvdADR84JTNEWw1dQmqFMISlPkwJU%2BxH21Fpn7l%2BSO3fug%2FhHyYLwv352x4uj1o2Yar%2F3W%2F3LnuDWMnjerofkPTJVjarR0rw8BhMJ0vjFuS0jNtgpET0PLOJhA9dobb%2FF1T5aPgPYVDcopc%2F1THA7%2FndAd8FdD4eTKOE%2Bgxc4zbOZyVOnotkD1OJfVURsxSuVhnnLxvb2xROFG5tkJQReGtqDrAHoNfX0ksi7eK1ELfiKofyQRJ%2FcpMBwwTFAMWTZNOo10NHcTO0T%2FG%2FtB97%2FBa9anfWVOlxjqAmFQRJTba7OMIsg0iMvnTa2%2BWS5INS0gYfp%2FlSElbhXjyOehP5EGKpyB9nuS5rKT80jK%2FguJF4VkWXpbtZhEkA0DOjaz%2BX8cNjW%2FJKVPcWRvllYWQ5Okc4nUIAXv1CisuAvKsf7im0SuD0eSfyYBpLu9aNwnchipX25I2zTxuVMKJSsxfD9EBVZdXzXDCevvOgsJwx6w5bz%2FDg0ucnlGmK%2FkZV5AbAdlLS6kFyLvKJIyLd%2BV3P2Y0H3azk59FWIRvd1GPJ7C2GM%2BfZQF7JwuRuH55SrKhY5Msq0qdeCVE5GlMdEPEMLGZnN26iyYV8LibVRreIyE%2FaXpCEXJWyV8Q9wzsQ0H0MdnWQ0fAO2OniuFiSoNe0SdFSPtWsIee4l5TEYu2akK7nmY43x1ncuczuEk2MAeqbmspely5yxfkt19slpAOnfLRP4S1Z3RurtmpHBygBSI9roBZuGjsPEouKZmy9sSvFKrHg8dZcReU6SsATBiwMkGQfYQbysyKnO7ybMVB%2BI,NA,NA,NA,NA,NA,#434431093,NA,NA,NA,NA
19, Jbl Audifonos Bluetooth Pure Bass T450 Wireless Harman ,159,NA,"
			
				Nuevo
			
			
				
					 - 
				
				33
				vendidos
			
		",(17 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,2,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434659465-jbl-audifonos-bluetooth-pure-bass-t450-wireless-harman-_JM,NA,NA,NA,NA,NA,#434659465,JBL,NA,T450,NA
20, Audifonos Motorola Bluetooth Pulse Escape Plus Camuflado ,149,NA,"
			
				Nuevo
			
			
				
					 - 
				
				33
				vendidos
			
		",(29 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,13,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-433197597-audifonos-motorola-bluetooth-pulse-escape-plus-camuflado-_JM,9,4,0,0,0,#433197597,Motorola,NA,Pulse Escape+,Over-ear
21, Audifonos Hands Free Sports Bluetooth V4.1 Con Micro ,60,NA,"
			
				Nuevo
			
			
				
					 - 
				
				611
				vendidos
			
		",(298 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,52,http://perfil.mercadolibre.com.pe/MKURON0,https://articulo.mercadolibre.com.pe/MPE-421391955-audifonos-hands-free-sports-bluetooth-v41-con-micro-_JM,41,9,2,0,0,#421391955,NA,NA,NA,NA
22, Apple AirPods 2 Originales Sellados Garantizados Oferta!! ,738,NA,"
			
				Nuevo
			
			
				
					 - 
				
				17
				vendidos
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.9,41,http://perfil.mercadolibre.com.pe/IPLUS_STORE,https://articulo.mercadolibre.com.pe/MPE-434385525-apple-airpods-2-originales-sellados-garantizados-oferta-_JM,38,2,0,0,1,#434385525,Apple,Auriculares Inalambricos,A2032 A2031 A1602,Handfree
23, Audifonos Bluetooth AirPods I12 Tws ,105,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(37 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RODRI+STORE01,https://articulo.mercadolibre.com.pe/MPE-435892665-audifonos-bluetooth-airpods-i12-tws-_JM,NA,NA,NA,NA,NA,#435892665,NA,NA,NA,NA
24, Audífono Bluetooth Huawei Honor Sport Am61 ,115,NA,"
			
				Nuevo
			
			
				
					 - 
				
				25
				vendidos
			
		",(19 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,5,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-435912269-audifono-bluetooth-huawei-honor-sport-am61-_JM,4,0,1,0,0,#435912269,Huawei,Honor Series,Xsport,In-ear
25, Audifonos Xiaomi Mi Sports Bluetooth Inalambricos ,99,NA,"
			
				Nuevo
			
			
				
					 - 
				
				53
				vendidos
			
		",(31 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,3,http://perfil.mercadolibre.com.pe/FRANKSMAZA,https://articulo.mercadolibre.com.pe/MPE-432908688-audifonos-xiaomi-mi-sports-bluetooth-inalambricos-_JM,1,2,0,0,0,#432908688,Xiaomi,NA,NA,NA
26, Audifonos Bluetooth Inalambrico I7s Tws Itelsistem ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				26
				vendidos
			
		",(74 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,3,http://perfil.mercadolibre.com.pe/ITELSISTEMSAC,https://articulo.mercadolibre.com.pe/MPE-435912653-audifonos-bluetooth-inalambrico-i7s-tws-itelsistem-_JM,2,1,0,0,0,#435912653,NA,NA,NA,NA
27, Audifonos Motorola Pulse Escape Plus Bluetooth 20 Horas ,149,NA,"
			
				Nuevo
			
			
				
					 - 
				
				15
				vendidos
			
		",(25 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,13,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435131028-audifonos-motorola-pulse-escape-plus-bluetooth-20-horas-_JM,9,4,0,0,0,#435131028,Motorola,NA,Pulse Escape+,Over-ear
28, Audifonos Skullcandy Ink'd Wireless Supreme Sound Bluetooth ,139,NA,"
			
				Nuevo
			
			
				
					 - 
				
				38
				vendidos
			
		",(98 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,2,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434095418-audifonos-skullcandy-inkd-wireless-supreme-sound-bluetooth-_JM,NA,NA,NA,NA,NA,#434095418,Skullcandy,NA,INK'D Wireless,NA
29, Audífono Bluetooth Twins True Wireless Stereo + Base K2 ,79,NA,"
			
				Nuevo
			
			
				
					 - 
				
				53
				vendidos
			
		",(47 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITAL-PERU,https://articulo.mercadolibre.com.pe/MPE-431013752-audifono-bluetooth-twins-true-wireless-stereo-base-k2-_JM,NA,NA,NA,NA,NA,#431013752,NA,NA,NA,NA
30, Audifonos Bluetooth I7 Tws iPhone Android ,35,NA,"
			
				Nuevo
			
			
				
					 - 
				
				17
				vendidos
			
		",(85 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.0,2,http://perfil.mercadolibre.com.pe/AGKE6470835,https://articulo.mercadolibre.com.pe/MPE-435089395-audifonos-bluetooth-i7-tws-iphone-android-_JM,NA,NA,NA,NA,NA,#435089395,NA,NA,NA,NA
31, Audifonos Bluetooth I7s Tws Cargador Portatil Apple Android ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				763
				vendidos
			
		",(38 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,11,http://perfil.mercadolibre.com.pe/BRUNOESPINOZAFALCN,https://articulo.mercadolibre.com.pe/MPE-432083624-audifonos-bluetooth-i7s-tws-cargador-portatil-apple-android-_JM,7,2,1,0,1,#432083624,Apple,TWS,i9S,In-ear
32, Huawei Audifonos Bluetooth Sport Lite Am61 Wireless Original ,149,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(14 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434303187-huawei-audifonos-bluetooth-sport-lite-am61-wireless-original-_JM,NA,NA,NA,NA,NA,#434303187,Huawei,NA,Am61,NA
33, Audifono Bluetooth X18 Inalámbrico V5.0 Para Android iPhone ,119,NA,"
			
				Nuevo
			
			
				
					 - 
				
				18
				vendidos
			
		",(89 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUMA7820320,https://articulo.mercadolibre.com.pe/MPE-434514647-audifono-bluetooth-x18-inalambrico-v50-para-android-iphone-_JM,NA,NA,NA,NA,NA,#434514647,NA,NA,NA,NA
34, Samsung Audifonos Level U Bluetooth Wireless S6 S7 S7 Edge ,149,NA,"
			
				Nuevo
			
			
				
					 - 
				
				15
				vendidos
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432200186-samsung-audifonos-level-u-bluetooth-wireless-s6-s7-s7-edge-_JM,NA,NA,NA,NA,NA,#432200186,Samsung,Level,NA,NA
35, Auriculares Bluetooth Hoco Es20 Con Control Táctil ,260,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LUCIANATZ,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=Jk4bvuvQLrk67EBoAA0BwVHHDPN0qMFH0KrniAc11HpxYxE8Cd0WVPBZelYiEsXfBtvUZn2SbryQ0S%2F2aYfPzXwe6oJSNrdUhZwKAuD7dk1VEKQza56i5UmVFr2l%2FfKbcfeHCSvPN1VXhSqJik6hPekSoktY1jG1s6sLaI0fiWFfGhQkC0K82TjDTlWFRAcz37YOA35CZt1u3P6RGl5pNcAUz%2BKjZy24EiQFLwzEmZVR6HWppcO%2FAlJxfOp9gL46F5l7YTeHhaeLizQbNrT6DphFEoc4xYVZ%2BnZOtQcHC8Xe6Sp1110G%2Fogqbo%2B3F0cgO%2BMRYIgR13fq4vFq2ZxSRJcMasygQDq%2Fg2ErYhgkbXRUkPKNju9V10qPXtl67GYyPb3jlmu0eZR1WvGh%2B6uY0fzU2zmkgsPeK239lVGeoily9wlAIpM0jWN2LxzrnGe4ChAEbQn3swvO5iKfasp%2Ff6ANP3C8vuE1tnbnBpx7OEGhrYnKg9jCo7k6NVvGoSZccaIpJGcJ%2Bql%2BBKUuk2hxquWC3PWo%2FQQ8FhPb6wNRbTkSkd9Z%2BXjzBUqPgrmJ%2Fdz8X8waPZiRMq8TZkR9pFAfTdk2CzcObBzV8A0Il7pIf7%2BlvhUGSMbiw9JrtRkiRoevwzpn7F8OuixYzPkURCbvB%2F5Ea84aP2r7W3vKEJpNLITFk6A6SnLFJnRD8gV1hjJAqy3psgXfbUB3N08%2F5tYfe8VM0V6YSUKO3HWF5zJicDqqrGvQBCVI3jV1KtWfDyHoB5Tu1Lip7G54b%2B1rlfYy8LpnQuYnIqTvK2xEU7JSot2oXD4YT%2F3FJ28TE5WnWHpoGOYyNDsVH2jeBqjDHbReAbMHKb7NluYRBH7e4yKBU89GvfMU%2FXadYxGnuSuC5DvvJltIVn5wPI71J%2FSKCWROZQVBdFZB9AWivx6AqCL8GmdPPj2hotuqg2jgZp%2BLmP38nuwWK9Z5btA9TNDyRnpmzAQX%2BaEtIQNPQiVcvqGXk4Jmdbk0u4pyngISd7dMqYJKJQ9UHmwZ3pmo4j9o0o%2BfFakyRW1bev1WPUhTDE4NulsPDrpXPidCpEBqpfbH10RQ5KClhiJDeBrsac7E%2FgQmX44avpTjIdBun4y%2FLiwKLa8aZhUtoSVyp35qS4vQLHX3RclTqD7A4YBC05UIX8lhbqlQkwlaqlwSB8T9lTkcpA59cPuvRROg%2FkoUbXa4IBEvsdSymJInQBeLyyfRSDN5V1O6uSLfWiuulX%2FckfgnVawgJrGFJL92rHDjkYgpGiYVls%2FVBok9QrJyKXQLBQ8eIH%2BKZQTeKUP9CCRIO%2FMoJ34DtEXUPHwGP%2Be4eTSZTzr9zZiN5aHg2QJSCX8HcWt9%2FQzOppU0NMrMNuUuIT4Rk9eS2b3wB%2Bc8dJxeWxKj3bbUHiJ4x1mTeGNrtpYS7f%2BgCmDkIcxBEWARb1HuKp5FMyqJskoY66weqH68L%2F1NtsWtIpJs87%2FL95jYxjM1poY%2FNmDDIjbBXHSXm3OAIt%2F%2BCHAazRL%2FteyUoON%2FMATCD43kT6%2FO2%2FhmU8cCOJRS2TNgYJU4KwIf7w6%2BdG8CTMYssNAxkrMnhJhXY94FIw%3D%3D,NA,NA,NA,NA,NA,#437431728,NA,NA,NA,NA
36, Audifono Blitzwolf Inalambrico Blutooth Ipx6 Tactil AirPods ,229,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AVY-BELLA,https://articulo.mercadolibre.com.pe/MPE-436210221-audifono-blitzwolf-inalambrico-blutooth-ipx6-tactil-airpods-_JM,NA,NA,NA,NA,NA,#436210221,BlitzWolf,NA,NA,NA
