search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material,Fabricante
11," Funda Case Magica De Moda iPhone 8, 8 +, 7 7 Plus, 6s, 6s+ X ",85,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1518
				vendidos
			
		",(131 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 472
		
		 sin intereses
		
	

	
		",72,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,63,https://perfil.mercadolibre.com.mx/PROSU+ELECTRONICOS,https://articulo.mercadolibre.com.mx/MLM-607286668-funda-case-magica-de-moda-iphone-8-8-7-7-plus-6s-6s-x-_JM?searchVariation=19237535867,47,10,2,1,3,#607286668,NA,"IPHONE 7, IPHONE 7 PLUS, IPHONE 6, 6 PLUS,  6S, 6S PLUS",s/n,iPhone,Magica,Plástico,S/N
12, Funda Marmol Arcoiris Sujetador iPhone 6 7 8 Plus Xr Xs Max ,330,NA,"
			
				Nuevo
			
			
				
					 - 
				
				973
				vendidos
			
		",(69 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1833
		
		 sin intereses
		
	

	
		",33,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,25,https://perfil.mercadolibre.com.mx/IPHONE+MX,https://articulo.mercadolibre.com.mx/MLM-639416252-funda-marmol-arcoiris-sujetador-iphone-6-7-8-plus-xr-xs-max-_JM?searchVariation=32045615187,21,4,0,0,0,#639416252,Apple,iPhone 6 6s 7 8 Plus X XS XR XS MAX,iPhoneMX,marmol soporte arcoiris sock sujetador tornasol galaxia marble negra blanca lila morada dama caballero niño niña mujer hombre love amor pop pareja novios,Case Protector Resistente,Goma Dura,NA
13, Funda Uso Rudo Antigolpes Camuflaje iPhone 5 6s 7 7+ 8 8+ X ,219,NA,"
			
				Nuevo
			
			
				
					 - 
				
				321
				vendidos
			
		",(60 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1217
		
		 sin intereses
		
	

	
		",17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,12,https://perfil.mercadolibre.com.mx/NETONBOX,https://articulo.mercadolibre.com.mx/MLM-650104729-funda-uso-rudo-antigolpes-camuflaje-iphone-5-6s-7-7-8-8-x-_JM?searchVariation=34880612172,9,3,0,0,0,#650104729,Apple,iPhone X / 7 / 7 Plus / 8 / 8 Plus / 6 /6s / 6 Plus / 5 / 5s / SE,NETONBOX,Militar Camuflado,Uso Rudo Antigolpes Flexble y Rigida,Plástico,NETONBOX
14," Funda 360 iPhone 6, 6 Plus, 7, 7 Plus, 8, 8 Plus X + Cristal ",189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5233
				vendidos
			
		",(42 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1050
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,319,https://perfil.mercadolibre.com.mx/VIGU+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=M8v6Qepn6eIhA8uzdvQ4cm2R29yBqKaZY%2F9VvddGn%2BFNAJfQar4KlaAVFmU00%2FhwGmNz7ync5PYRuN9zLtrNiEjZSkr3bJdURmgI8JuunZRwoKe1vJ%2BHflGZQF57UtlDWlQzAy9l25qFSCkb9hQuRY%2B8%2FUqOmIGYQ4Li25nTJWwrsD07garubH7yMmiAZ%2BbqiNyAaSrWkqCewQqr5iBKT%2F7BXDMe3v7IHmFY51Po1l5QNIVzmvSM9wpKb9CUglHuR5%2BU6IHbhrNw45NtodWTcSvF%2FIOXNJJKry6anXssUdWdHJ8jhf%2FGhBfS0B4%2F1euVRk1kuApainIzB%2B6hS8W7NElqukVnOuaRNKzr5tGMUGW3sO2i8jtN0a7n6HKcZAKYfcQnbIrWZjbZWTpQsdj9QQhhigq0rl95QX%2FeDkOVi%2FPkWGhtJeDAOWZ0rgrKQphR9FjWYB%2Fd9RVNeavjUV15hTdbJ11jRzIHFwZlkiJkce7nsLnKRSMEiYWKqUwqPpDdU0zJ6jeX2H1o2X81p6FdSNgBzqCaL%2BeSnZkJZqzdd%2FgKF09VEwZ%2FhVq7X9atgwF1cF2J7kzOvwVFFc0nCB4gpUcYcnTaDRWYEUtn7u9Ht%2FQuGhkwE15nms4JtJv4jZRMlrnFcxbQaRvMkNV3tmBMihzcrjXjGSDOg%2Fvj78bgjwxMV64DAwaUN8uBvTw1S7OYfdZSPgAmSL22maqLcv%2BFbfyUEz7VQaJ7yys%2Fy%2Bg9a58bLOE%2BJ5o4CUhHLcCmBq6pe0Ki8BHGZH%2FS1nflitZYk2xyGci481hUK6YiwWYdEhARPxeo42YAxP1OuSDpsstk9t4FC5RKPludkN7ko0VTSAyJ%2F0uxsmkRvlNCfqjIJV2ZAyuB7Tq6Dpba9kEjfnsmh3nUfoYbp7lAN8ngFeC7Sj%2FQ8JTHmSL6Ktd%2FDhY9Qyk%2BtllZxaQot0FaQidEdt9BrOBMh9MYDPuOx6ZUAia58ykD04fYrYeUI8g8vvJwos%2BEnbZWmyJFu03%2F7GNmAjApVK3ydZnyPtDQNlnoEuvkw0iF13DepYva%2FlI5jWqUtK4yvGxpm0dPZ%2B8xm83P%2BjneKHIPrfe9eNpFWqXWgsfwqtEGr%2B%2B%2FrjT0Cp2hcnH8v6tvzbQ0%2B%2B6hKPs8CstOd6g6dPL8I4cWtS2qXO%2FdKKnYvQ8tt%2B%2FRhkbA7x626w6yJpBm%2BVihIaOQEUiVTt3EnnU5RlEUQqVqA6VB6aRgNkaZp6122NnMZLKmLOupFVM1mU%2B9CwvF4XXZwqjYwHgWVrJccAv1%2FLZYTSjzwoXoAvznh9G8lBLb%2FaTXc7OxjO17Bk%2F3nZthTzmdAb7AH%2Foq2oOBs%2FbfMsNDivU91DkleMMYcWhwg54V7OP%2Fn2ygyQVbBiIC%2BeSUi8o6RlWlang1gFfUCGNuiIS2Uo%2ByiXHEfVCmKueLLphZ8e%2FBW9EZLxezqFOd%2Fe6EyUzkFPh6EDt%2B5Sv%2BzDQMOkS4pNL%2FI8RGxFHS4TGowGcdu7DxH8fp6ZGRJuiLohrjrVNiqFq4MAh4apgxxB5vgLsVT2kp3MEb22NfUAgp06oeQ8sepV%2B3enS%2BqDYW0SFRcCdoE46ijB4bBIZBQzInvP6mq74KyB8%2F3OFYgyOx%2BJHVmVJCJ56XLp285ezpU9kSPgbp4m%2BJF8TidhAbh3sGMHtgmXyqHyz6ApUvf1OajpJsm28%2FWKAncQ%3D%3D,231,55,16,8,9,#588207953,Apple,iPhone,360,360°,360,Plástico,VIGU
15, Funda Brazo Deportivo Ejercicio Correr iPhone 6 7 8 Plus Max ,200,NA,"
			
				Nuevo
			
			
				
					 - 
				
				620
				vendidos
			
		",(123 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1111
		
		 sin intereses
		
	

	
		",11,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,15,https://perfil.mercadolibre.com.mx/IPHONE+MX,https://articulo.mercadolibre.com.mx/MLM-641222385-funda-brazo-deportivo-ejercicio-correr-iphone-6-7-8-plus-max-_JM?searchVariation=33938134997,8,5,1,1,0,#641222385,Apple,iPhone 4 5 5S SE 6S 5C 6 7 8 Plus X XR XS Max Galaxy S2 S3 S4 S5 S6 S7 Edge S8 Plus S9 Note 2 3 4 5 6 7 8 9 J1 J2 J3 J4 J5 J6 J7 J8 J9 A1 A2 A3 A4 A5 A6 A7 A8 A9 2016 2017 2018 Grand Prime Moto G G2 G3 G4 G5 Stylus LG PRO LITE HUAWEI P20 MATE 20 PRO S10 +,iPhoneMX,GYM Brazalete correr deportes bici bicicleta maraton 21k 42k 10k 5k ejercicio pesas musica banda sport gym atleta velcro para celular universal gimnasio mp3 cel deporte extremo porta deportivo lote mayoreo negocio hombre mujer dama caballero prime y9 2019,bumper case protector funda,elastico con plastico neopreno y velcro,NA
16, Acrigel Uso Rudo Gruesa iPhone Galaxy Huawei Xiaomi Moto Lg ,70,NA,"
			
				Nuevo
			
			
				
					 - 
				
				438
				vendidos
			
		",(2167 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 389
		
		 sin intereses
		
	

	
		",89,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,8,https://perfil.mercadolibre.com.mx/IPHONE+MX,https://articulo.mercadolibre.com.mx/MLM-692096261-acrigel-uso-rudo-gruesa-iphone-galaxy-huawei-xiaomi-moto-lg-_JM,7,0,1,0,0,#692096261,iPhone,iPhone Samsung Galaxy Huawei LG Motorola Xiaomi,iPhoneMX,Acrigel Uso Rudo Resistente Goma Dura con Rigida Acrilico Dama Mujer Hombre Caballero Fuerte Resistente Mayoreo Lote Negocio,Case Bumper Protector Funda,Acrigel Goma con Acrilico Plastico Rigido,NA
17, Airbag Espejo Anti Caidas iPhone 6 7 8 Plus X Xr Xs Max Goma ,250,NA,"
			
				Nuevo
			
			
				
					 - 
				
				451
				vendidos
			
		",(31 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1389
		
		 sin intereses
		
	

	
		",89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,16,https://perfil.mercadolibre.com.mx/IPHONE+MX,https://articulo.mercadolibre.com.mx/MLM-664085234-airbag-espejo-anti-caidas-iphone-6-7-8-plus-x-xr-xs-max-goma-_JM?searchVariation=32842632270,12,1,1,1,1,#664085234,Apple,iPhone 6 6s 7 8 Plus X XR XS Max,IphoneMx,Case Espejo Anti Caidas air bag esquinas reforzadas anti crack shock proof shockproof air bag bolsas de aire anti estrellado resistente uso rudo duro fuerte caballero hombre mujer dama transparente niña,Case Protector Bumper Funda,Goma Dura Flexible,NA
18," Funda Case 360° iPhone 8, 8 Plus, 7, 7 Plus, 6, 6s, 6+, X ",189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1756
				vendidos
			
		",(206 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1050
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,69,https://perfil.mercadolibre.com.mx/PISITOU+TEAM,https://articulo.mercadolibre.com.mx/MLM-590869446-funda-case-360-iphone-8-8-plus-7-7-plus-6-6s-6-x-_JM?searchVariation=21075473391,48,10,6,2,3,#590869446,Apple,"IPHONE 7, IPHONE 7 PLUS",360,iPhone,FUNDA CASE BUMPER,Plástico,IPHONE
19, Airbag Anti Crack Gel Gruesa iPhone 5 6 7 8 Plus X Xr Xs Max ,70,NA,"
			
				Nuevo
			
			
				
					 - 
				
				504
				vendidos
			
		",(87 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 389
		
		 sin intereses
		
	

	
		",89,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,7,https://perfil.mercadolibre.com.mx/IPHONE+MX,https://articulo.mercadolibre.com.mx/MLM-669799152-airbag-anti-crack-gel-gruesa-iphone-5-6-7-8-plus-x-xr-xs-max-_JM?searchVariation=34061862486,5,1,1,0,0,#669799152,iPhone,iPhone 5 / 5S / SE / 5C / 6 / 6S / 6 Plus / 6S Plus / 7 / 8 / 7 Plus / 8 Plus / X / XS / XR / XS MAX,IphoneMty,Anti Crack Caidas Air Bag Esquinas Reforzadas Goma Dura Antishock Shock en goma Clear Air Choque Golpe Airbag Lote Mayoreo Negocio Venta Hombre Caballero Dama Mujer Remate Promocion TPU Cristalina Uso Rudo Duro Dura Flexible,Case Bumper protector Funda,GOMA Dura Flexible,NA
20, Funda Uso Rudo Antigolpes Camuflaje iPhone 5 6s 7 7+ 8 8+ X ,219,NA,"
			
				Nuevo
			
			
				
					 - 
				
				321
				vendidos
			
		",(136 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1217
		
		 sin intereses
		
	

	
		",17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,12,https://perfil.mercadolibre.com.mx/NETONBOX,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=heIsQzIWdz8rnwtM8f%2FSBah9GUAmDdnKsT6HnNgeerhRVwBveW%2FYtIdP784LnaeVS2mDEBT2wLzR8zLEUsTs%2F91cOu2%2FbTlND0IMCsPI2IhXMHsj5k3TIqL5qadwonxY%2BOFPtlQljg5TBI7N9d7pz7RwEZ6VGa5g27IbZD74szq58Vvoj73FCrpmPhT7WRRw9X%2B3T5em4QZ8x%2FKTqmY80DFBeqwSOh1XfVNmJWe4dTvygKwsWDAVrqwVFczA0hvjU29YjE6Fg7Dgt%2BSLnShgT35rFKO43A7FuPW6LbCHwmdBF9Dv65mrO8Hmp3x04YkW0a%2Brt%2BXlY2dyImCtSDHp4p5auR%2FJq8fScAdEQ%2BKdpsboTMK40uWQKIkGpaicjwdJmSZqt3kfjPOBCC8rhUECs4KUmTGPsIjHQBfi1tLSvp2FCeheP%2FuDUOkoUXRr703tNvoFgugbImDUKjc3iG3wVqEOwYuzwp%2BT4vy5WEeZAFu9GH%2BVNApd4mQRub2kX4G5zw%2BWv0NpXZ35PjAy0KGuTNcBcHFt%2BFDaGVTPr2pYrX%2FNSAjtssho30va25QiOFlkmG9yEN7cRWHe1GBc%2BHmIAAZHp49pXMP2eGjwLVhjdYysK%2Bio%2Bgw%2FMzJfANtzEPQvLgasdKutKLniRRsMIXRHVI7dVu%2BjnaiqPCILQLJCW9yEhzxv8inl%2ForhkxHFePco6Moc4h04RCx5DkV9grDNDRJOgLMSbNqy%2Bt4xh1PPabciq06Y4vQ6KUAMCifhJ9zeJSthdUB2xZYOuhIQovUPZ4inNRc8XP2fyGRSncZHntES%2Ffq2TX1xzWNkRmFeZv2Km57ERabcLddmonQ69Dv4ULRxxABnzW6SOqAIuryxmS0Aq3L9ebGQjZX1%2Bqq1KX2Hhke4aVFb90cgF6T5Fs2QXLAB%2BaGlHQ2YVV6iFMXnssM33Jn3w%2FI9JxgYnxLFApoaSviPBJl7krGi3w7Zq1hZJNkEWVPEiuzPSX%2BfoiOH8lFk3qBuIlgX6DXwlahHt8JD%2Fr4BGs54nN257Cq0GXbqyfo1QgiFnwvBbZq1142INF9rA0Us8KpLLE1tEurp9VfM0wjYg7Tfau14%2FHUfC7d9c5GjyZx1CSE7n4rhJ4hQCu7eKJxKiaoR%2B9yzu0KnyimISQlcqmIguMZUhk%2Fo4wyw45VA0hkHZQ8k%2Bsa01ohDJW0zx4qgqeVrJQ4bfD%2BRZtwsPG1ervk%2BLOQgL71ry6MaoHk%2BtYWv5Cb86GkI7wCMAJJ6G5DWcJrFO0pLULDGwdvj4z%2BLlBqSr9U2hiS43cFPP5mAAiez%2F%2BAz55wLput67Pkb%2BQM50Zd98jAb%2B5FYXMz9PIOC5ugUPhVDgu%2FqxkJAcXkWJzfrPUt%2BWQVO0jFlH7xZNnbzS%2BhcXwArkWNSjqkoznwnbfKPXr%2FcMUmPcx0l8w7Vx0zU1ZRXHxgipIqn2bqokHzrFA7m5OxmU7oVfH0O3oGiqhg0KG2WjYn9YZDjK4Za6YIyNZGOAjSZLpLwAGRr%2B9FWi%2FwIPyRoUj9qUetiLZ0hEtogZ7raG3O4dCA6Js%2BZN54MdYyYST3JlamiZ2FAwM9tBg47IgPs9EnjGWc3x6dxQRdkS%2BO7qi26ciVmwSyMe5XLr2VGfFqDp6sfPzxZr3h4LrmHYfbPYije61OccAcByXnNLS%2F3CJ5%2FwyLlr%2FPwrTOqrLbev6pHqN3YbvY%3D,9,3,0,0,0,#650104729,Apple,iPhone X / 7 / 7 Plus / 8 / 8 Plus / 6 /6s / 6 Plus / 5 / 5s / SE,NETONBOX,Militar Camuflado,Uso Rudo Antigolpes Flexble y Rigida,Plástico,NETONBOX
