search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Material,Fabricante,Tipo de funda
11, Funda Rigida Transparente iPhone 5|6|7|8|plus|x|xs|xr|xs Max ,169,NA,1190,25,18 meses,9.39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,48,https://perfil.mercadolibre.com.mx/BROXYMEXICO,https://articulo.mercadolibre.com.mx/MLM-609084509-funda-rigida-transparente-iphone-5678plusxxsxrxs-max-_JM?searchVariation=22511225405,46,1,1,0,0,#609084509,Apple,iPhone,BMX,iPhone XS MAX | XR | XS | X | PLUS | 8 | 7 | 6 | SE | 5,TPU/Policarbonato,BMX,NA
12," Original Lunatik Funda Tactica Ip 8 8 +, 7 7 Plus, 6s, 6s+ X ",399,NA,1297,313,18 meses,22.17,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,67,https://perfil.mercadolibre.com.mx/PROSU+ELECTRONICOS,https://articulo.mercadolibre.com.mx/MLM-613297531-original-lunatik-funda-tactica-ip-8-8-7-7-plus-6s-6s-x-_JM?searchVariation=20818423518,56,9,1,0,1,#613297531,NA,"8, 8 +, 7 7 Plus, 6s, 6s+ X","NA",Lunatik,Aluminio,LUNATIK,lunatik
13," Funda Ultra 360 Uso Rudo iPhone 6, 7, 8, X, Xs , Xr, Xs Max ",269,NA,1136,100,12 meses,26.57,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,38,https://perfil.mercadolibre.com.mx/K-SES,https://articulo.mercadolibre.com.mx/MLM-576747555-funda-ultra-360-uso-rudo-iphone-6-7-8-x-xs-xr-xs-max-_JM?searchVariation=28388099331,34,1,1,2,0,#576747555,Apple,"iPhone 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus, X, Xs, Xr, Xs Max",Genérico,360°,TPU/Policarbonato,NA,Uso rudo
14, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,269,NA,2378,13,18 meses,14.94,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,79,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=y2mn7EPAxUp1Uoca5mH3vCU6dezdnug0DJZSC6o5UDIgWPCklj06d7xJVykiW%2B5arbTJpStLyOrQfiHhYIganc3Yhh3ex5eiT9I%2BvYOtWmuhlnlYDbv2PoOhCVUVBqfqjI1Tk0D2SerroacKFPQX3M62mMLZRL9yY6vf4AtxqoLII%2B53jogQ90HmruwP%2Fgh80MTcWp%2BtCXesBz5g5mSS6%2F%2BqR%2B1YxYw9aRK8i2xUMFVIhjVsch02ho9JTmtuQZbhJukzmg%2FFMjgQpd38UuLLpFo1BU4QfsiOrJxa7zeKccwspG5bpEow8ICqP51XspCiIuz3fzVJ9iHuInd%2BKMtvgCe%2BdFWoAD6kGSA2jae08yO4PWo%2Bt5fJhTRb3%2B63ts3ScRx4hze37ZdYtag6DK3%2Bp6Zeq4yr%2FaOI5AOk%2FdQlPHJvWitm8ocEFoNQyOSi4Ub1XlrbT%2F3P3raMbnUp9SX3zweUaegMgmJ1L%2F7OyK0HA6N3a6aOKkysJWvs1WVYUN7%2FByo008yYU%2FPQKJ8CfeG6EHFI8XUJYljePky7q56aTh5TgwkFPRvrnp%2BruuoYg3nhhXYYv6WaetorYMHjVGqD0gWmGAvweJUgHtEGscnzHBQIv6moqGGloFTL%2F5x605zvZC40PHBEIxhV0f9RuaTwNQCmrNyRCyYAcKbNIEk3BhMoVEMNHTHueJinei6EzmSffDpXJZI%2FBGSvDVCIbXXu%2F5OhOz%2FgF9iEOClkOuSC7WZqO%2BERiloTvXkFz8BaX1RhgJGjQ8tJ4YiMKTS9o9Zkr7EoWi5Yc6S0%2FNOzwMpL%2BLKSHT9G6u3X4i0kq6rWryH1acI5tETOZoScfcB07C02diVNT22wy7BkiKR7zbGgzYTGURm9Bx793coid5PUc1QLsrF8aq%2BFuyy882sUbYukyO8kRopy4KQT66ZULgVJfWcsZeHSNCucli3ZsF7HuT0yciPJnm5DAPmqwXyTeQYFQpPyO197JhktRAditIOcuGGKxy6mGGTh6hhTO3GjMDOOQd2NedOqHPNcD8IOhadWQe6577OkP90RCOwlglUs1AhzXsKCaGd8WYGIqkG07jh3h4OGGwvn2Tjk7jdqUnvRRG867VjYwvHCOmKl0ccDxi8qQhfyQBZx9AQMn%2BfJ%2B2D4EwgkWLRPoDUgbGTjtZASltZYsZcTN2sm7fFpqOBjXbazVEkrI%2BOC7AoFnwkCSsQ249eDJzD5v5aWPuHLFVYatzSBI7et92Iv%2FAQshtqfMsUBAhMnkclUCiMNoISmyhsaQvO1t9JrNKUpSxXi0rif4GsxnoToEhNNMGVDBRh2fXDnFJgWmvMzaM0DVqVIKd8Tox7I54YgaFIf4nu0G%2BvEZHrzt2mGqJrcwxgEJrf3ti%2FPj3JZFTb4HQx2UG9%2Bn38TTgHW0gDniMJt5Yk%2F3vXEA9DQvMV9KrVcp3BpYUI0%2BpHiFY0k4l4o0zRvoUpcd%2Fb3AKJ%2FDJ2mw0DY0tfMU0e92ObFihXEe0Hzmgj1cRWZHfyQ4KQHOJzevMfyOm8gDPlF9ZCVJ%2F5rUz96%2FqW0azFGjri7dwZQ51tQcpscgu20KNQSy7Gz71vYhKRb3mw%2Bcq1YKfdNLoXJESLtLlAfwfLK2%2FdmyKYqH3Br9na0xgtEl1fANL7YFn7Wkf%2F4C9PQpDNaUpaE4ZxTGFg3Qxq8i90wQkk%2BvUxPOUupubWyvksT%2BD01%2FdZedGzMQqa6s2u8xd2rsc%2Bn6FfYzRpe5fnyBT8bfh9TX3Wpk96V5%2FG2Vk%2FegA%3D%3D,69,9,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,TPU,NA,Protector
15, Case Funda Armor iPhone 6 6s 7+ 8 Plus Survivor Uso Rudo ,569,599,1875,50,18 meses,31.61,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,117,https://perfil.mercadolibre.com.mx/SHOP_ORIGINALS,https://articulo.mercadolibre.com.mx/MLM-610263453-case-funda-armor-iphone-6-6s-7-8-plus-survivor-uso-rudo-_JM?searchVariation=19674345908,92,18,4,0,3,#610263453,Apple,iPhone,Armor,Heavy Duty,Aluminio,Armor,Heavy Duty
16," Protector Case 360 Uso Rudo iPhone Xs, Xs, Xr,x,7,8, Plus ",279,NA,1215,116,18 meses,15.50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,29,https://perfil.mercadolibre.com.mx/PANDARA+MX,https://articulo.mercadolibre.com.mx/MLM-621894881-protector-case-360-uso-rudo-iphone-xs-xs-xrx78-plus-_JM?searchVariation=40463453220,24,2,1,1,1,#621894881,Apple,"IPhone XS, XS max, XR, X, 6, 6s, 7, 8plus y normal",Case,Uso rudo 360 grados tipo SURVIVOR,TPU/Policarbonato,case mobile case,Transparente tipo SURVIVOR
17, Case Funda Magnetica Aluminio iPhone X Xr Xs Max 6 7 8 Plus ,279,NA,1212,105,18 meses,15.50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,3.7,29,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-599328986-case-funda-magnetica-aluminio-iphone-x-xr-xs-max-6-7-8-plus-_JM?searchVariation=31761977872,14,5,2,3,5,#599328986,Apple,iPhone,Apple,Magnetic-Adsorption,Aluminio y Cristal,Varios,Magnética
18, Protector Funda 360 iPhone 5 6 6 Plus 7 7 Plus 8 8 Plus Y X ,199,NA,4721,30,18 meses,11.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,294,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-567216493-protector-funda-360-iphone-5-6-6-plus-7-7-plus-8-8-plus-y-x-_JM?searchVariation=21340038287,187,54,34,11,8,#567216493,Apple iphone,IPHONE 5 5s SE 6 6s 7 8 X Xs XR Xs max PLUS,360 oem,360 total,Acrílico,OEM,360
19, Protector 360 iPhone 5 5s Se 6 6s 7 8 Plus X Flexible ,199,NA,1632,130,18 meses,11.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,67,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-597243279-protector-360-iphone-5-5s-se-6-6s-7-8-plus-x-flexible-_JM?searchVariation=21358423507,52,11,3,0,1,#597243279,Apple,iPhone 5 5s se 6 6s 7 8 PLUS X XR Xs MAX,360,iPhone,Silicona,INNOVACEL,360
20, Funda Ultra Slim Silicon iPhone 6 7 8 | Plus X Xr Xs Max ,219,NA,1870,320,18 meses,12.17,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,62,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=PGbB3OPdmGDqx5CELEX0pEheGi7gFF0QslafXiAUiqb8KfQuzk9zKJNckr8%2Bwht1aHhDLCjUIDyMyRMM9M8Vo%2B0%2FJeegB1gU%2F2np%2FLObREF%2B4KfEY59K9j74PAfHs61GhCi8e3QHy4tJAvh0ro%2BOHS60OZ3rBAvSOVe75UX1WwLSv70UQZbQOHGZGanDqghCyVvGylR5sc5mX5O%2B8oQSbiJBofDrhiQwJzwBKIWAA9dSXy45NtP8sOGFN2m03kg%2B4jq2S27%2BJvuIaYHV4chBYD3P2da7MQw4n1APUv3YyhI6SdtpS8MN4OKFYyRy6QfJolmWtdqcdbGg27RYyaVfEhUXkdgU6CaVMfBopx3mKt6Bbeg1ieF%2BUZjd%2FaK%2FUdC86bN2F8bqSYGiup7fBilOYuKQaNDOuHpam%2FvXg88RxHx9K2YAXXPgfSs8fiUPM4ynHwwb6SdGsQpuhmijftnn29JKIH9ujHB65Q5Gf9ZHnJzA6j8biCH68vpYtbSyJNBt3iQ8kdEB%2BVto5hY1vKa4zDrwSOEg1W85HOPCu0QWoe8zNk2SOaXfXc%2Fz4qlMxRRG68IS3RR%2BenqtBqk72382nsdpjYcCvaxGgYUdTAOnbArp1Sfwig83GYktnuHl6Qv2mZnVGnnA1hPrPEtGlnsfbDSn81BAPQy0wTZcckZBmEPoiSySNfMseEjy96rim8JabEuuQMdiGa8CZkDF6a4ti1aLcnxj%2BqPDrcyn8IvLh2ViPCZt18H1B2VmiBwppE6yykGCcte3NFGD3yTi8hF6dI4qtsxuDXp%2Bo3of1jzbifAhBJG2SFc7Mo%2FTNpxZEQ68mnqPlSDxT7JBQlvBVtcltDJb%2BI5iPJU6iCyZRV89MLe2kiahDJeAqSTtcJixAQ5Qer1M6QbAJDAZ0z%2FTV1ZPuY1Be4NtRucBUfGAL7cI8idzfUvDB29wMiD9e4XAENS8qEJ8eZAGWv8ECFAzrcWiTzAtGYeL3d%2B%2B6wCd1Q%2FOW4k7P9xWI2dZIQbOeNsQiPrkOWwQi78NLlX2spoV2RBzPFI9K3hW1gtMiFz%2F85e6Dy6Qcl7ZXAOscJBj%2BfoLHxu6qc9eftfnjJSxsS3qNqlG%2BTaMUb9xvDeJs9NK1OzNO19BEsfktDaEyYA%2FycssnMbLA50cgRnlAu%2FAaaucagAHAQA1uCMUhyzdXKm3FdOV5kDpY1pl4EAuCwR%2Bu4ZRB%2FZr%2FRlCfzz61XZ%2BgxH7QScQmqRMhYouujhlBB1otFqLsuOZ4MfKgO8AP410ZjwFmkd1RtquHYXsGeNupMqOOU2okdY1JUnePlpJcs04iMaWUuWOinc6Z6dq6SQbyrjO7bvdjJCt0kw1IM3q9s9UhgrIeZ%2BbKmKZSNpPl7LF4ySMCAEuf10BYdWzYFm2eLpO2pU%2BwvYoXY%2Bto%2BJ9w3L1Dnq84o5FdLrDRquVmNEhIgshXKcGcPbIhRCSzWlyh0V806zKErCLtN%2BsuIq5ZgraWabATUmCJBmlnFvcpwjQ02JlmWmVwwjgEeWVW6f8fSZq9QwkFI%2BjQMypyMlZeesiX7O890XtNZfB4OMPJfocooF4w5bgYXllCLAxlGNdr%2BDq7G2c1j2imZbZ4b1%2B0%2FSO0y2OA6hEbj9O1NOKVffCaF1MINRGgjG%2BWMOtGJvsW7N8FZv17ZzgXQlJq12p40yxY2fxdQPCQETevuJHQhVw0npgcIoEHv%2Ff1rzyiQcGDWoiVnWqwKzasIhu8%2FTD0ksKATmlpldH8RRZI7AuhVM%3D,45,11,4,0,2,#618319522,Apple,iPhone,Apple,Apple,Silicona,Apple,Protector
21, Mica + Funda Contra Golpes iPhone 6 7 8 Plus X Xs Max Xr ,219,NA,1102,189,18 meses,12.17,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,40,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-623749350-mica-funda-contra-golpes-iphone-6-7-8-plus-x-xs-max-xr-_JM?searchVariation=32254235791,34,3,2,0,1,#623749350,Apple,iPhone,NA,Slim Contra Golpes,TPU,Apple,Protector
22, Funda Protector Magnetica Aluminio iPhone 6 7 8 Plus X Xs Xr ,299,NA,3143,6432,12 meses,29.54,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,82,https://perfil.mercadolibre.com.mx/TKPARTES,https://articulo.mercadolibre.com.mx/MLM-643886960-funda-protector-magnetica-aluminio-iphone-6-7-8-plus-x-xs-xr-_JM?searchVariation=29377347947,56,9,4,4,9,#643886960,Apple,iphone 6 | 7 | 8 | plus | X Xs,GEN,Imantado,Aluminio,GEN,Bumper Metálico con Vidrio 9H en la partes trasera. (No tiene cristal frontal)
23, Funda iPhone 6 6s 7 8 Plus X Xs Max Xr Case Silicon Protecto ,219,NA,2755,389,18 meses,12.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,74,https://perfil.mercadolibre.com.mx/TECNO+INSIDE,https://articulo.mercadolibre.com.mx/MLM-611043624-funda-iphone-6-6s-7-8-plus-x-xs-max-xr-case-silicon-protecto-_JM?searchVariation=28802182017,58,13,2,0,1,#611043624,Apple,iphone  6 6s 7 8 7 plus 8 plus X y Xs Xr,OEM,Silicon,Silicona,gi,NA
24, Funda Armadura 360 Uso Rudo iPhone Y Samsung ,289,NA,720,16,18 meses,16.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,3.8,16,https://perfil.mercadolibre.com.mx/IBUMPER+VERACRUZ,https://articulo.mercadolibre.com.mx/MLM-650291597-funda-armadura-360-uso-rudo-iphone-y-samsung-_JM?searchVariation=31613620371,7,4,2,0,3,#650291597,iPhone/Samsung,6/6s/6plus/6sPlus/7/7Plus/8/8Plus/X/Xs/XR/XsMax,iBumper Ver,Funda Armadura 360 Uso Rudo Iphone,Híbrido de Goma con TPU de alto impacto.,NA,Funda Armadura 360 Uso Rudo
25, Mica + Funda Protector 2n1 iPhone 6 7 8 Plus X Xs Max Xr ,249,NA,465,59,18 meses,13.83,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,11,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-667132542-mica-funda-protector-2n1-iphone-6-7-8-plus-x-xs-max-xr-_JM?searchVariation=33590590371,7,3,0,1,0,#667132542,iPhone,6 6s 7 8 Plus X Xs Max Xr,NA,2n1,Silicon,NA,2n1
26, Funda Premium Cristal 9h Phone Xs Max X Xs 6/7/8plus Slim ,299,NA,1152,29,18 meses,16.61,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,45,https://perfil.mercadolibre.com.mx/MLMSHOP,https://articulo.mercadolibre.com.mx/MLM-615868778-funda-premium-cristal-9h-phone-xs-max-x-xs-678plus-slim-_JM?searchVariation=28335439580,41,2,0,0,2,#615868778,Apple,IPHONE,Apple,Iphone 6 6p 7 7p 8 8p,NA,NA,GLASS CASE
27, Case Gameboy 36 Juegos Con Mario Bros iPhone Del 6 Al Xsmax ,449,NA,2032,11,18 meses,24.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,72,https://perfil.mercadolibre.com.mx/TAXIDIAMX,https://articulo.mercadolibre.com.mx/MLM-639404634-case-gameboy-36-juegos-con-mario-bros-iphone-del-6-al-xsmax-_JM?searchVariation=27164195373,59,8,3,1,1,#639404634,Apple,Iphone,Apple,Iphone,Plástico,"NA",Case Videojuego
28, Mica + Funda Transparente iPhone 6 6s 7 8 | Plus X Xs Max Xr ,239,NA,526,52,18 meses,13.28,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,19,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-648919947-mica-funda-transparente-iphone-6-6s-7-8-plus-x-xs-max-xr-_JM?searchVariation=34030329998,14,2,1,0,2,#648919947,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,LH,Crystal Case,TPU,NA,Crystal Case
29," Protector Funda Skyfall iPhone X, 6 6 Plus 7 7 Plus 8 8 Plus ",199,NA,3487,47,18 meses,11.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.1,161,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-590567485-protector-funda-skyfall-iphone-x-6-6-plus-7-7-plus-8-8-plus-_JM?searchVariation=21340361935,91,33,14,9,14,#590567485,Apple,iPhone 5 5s se 6 6S 7 8 X XR Xs MAX PLUS,INNOVACEL,SKYFAL,Acrílico,OEM,trasera tpu + plastico
