search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Material,Fabricante,Tipo de funda
11, Case Funda Armor iPhone 6 6s 7+ 8 Plus Survivor Uso Rudo ,399,NA,1210,321,18 meses,22.17,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,60,https://perfil.mercadolibre.com.mx/PROSU+ELECTRONICOS,https://articulo.mercadolibre.com.mx/MLM-613297531-original-lunatik-funda-tactica-ip-8-8-7-7-plus-6s-6s-x-_JM?searchVariation=20818423518,52,7,0,0,1,#613297531,NA,"8, 8 +, 7 7 Plus, 6s, 6s+ X","NA",Lunatik,Aluminio,LUNATIK,lunatik
12, Funda Ultra Slim Transparente iPhone 6 7 8 Plus X Max +mica ,269,NA,1043,287,18 meses,14.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,26,https://perfil.mercadolibre.com.mx/PANDARA+MX,https://articulo.mercadolibre.com.mx/MLM-621894881-protector-case-360-uso-rudo-iphone-xs-xs-xrx78-plus-_JM?searchVariation=30779660399,22,2,1,0,1,#621894881,Apple,"IPhone XS, XS max, XR, X, 6, 6s, 7, 8plus y normal",Case,Uso rudo 360 grados tipo SURVIVOR,TPU/Policarbonato,case mobile case,Transparente tipo SURVIVOR
13," Original Lunatik Funda Tactica Ip 8 8 +, 7 7 Plus, 6s, 6s+ X ",79,NA,2469,336,18 meses,4.39,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,12,https://perfil.mercadolibre.com.mx/BROXYMEXICO,https://articulo.mercadolibre.com.mx/MLM-621037271-funda-rigida-transparente-iphone-5678plusxxsxrxsmax-_JM?searchVariation=23558966100,9,2,0,1,0,#621037271,Apple,iPhone,BMX,iPhone XS MAX | XR | XS | X | PLUS | 8 | 7 | 6 | SE | 5,TPU/Policarbonato,BMX,NA
14," Protector Case 360 Uso Rudo iPhone Xs, Xs, Xr,x,7,8, Plus ",269,NA,2170,59,18 meses,14.94,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,71,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=Z%2Brvb8CTZoCyFut1F4Rp8xdMOjTab8y5huR2lAz9cpxXjTm167Q2qQLYBxJgEbDfA8Q1V2NTyxpc8eqtXrKfXHeEs73kUFsu7yy105vv1%2FgZi9qUY1hAUlmSLxkyPejlkwIzKwLiOODwDLK%2FokPOqARaP%2BI8JUW%2FdYmjlw0HxXU93KMteFRrxbZxdMAMs0biceZKArITMQQe6a0XH6ZZJdMur79U3PNxK%2FcnuABQFBisBfhMhqmhufDxePbrFSgSpGC%2BjE5Il7sbyIdRVTANkmBSrfPmBeHQbvk8fORYSZCyvVND2ZgNvMBfMAkq8zt7BfwReNDBlnmczxGnsh4h6SQJ7FQjXdBv0vOf%2FvqO0lKN5W%2BVxfQJ48sYhTHchWkTg7uFzfcQZdMvvAP%2FXY5pYsuxQn%2FgQ2yTz4IRz0qTuXFgrZGo5PwPiYAk%2Bam1q80xcadUxzo%2FjKmJDS9XZqHJOZgEySEeSNYdMSUFNSw3NQREOQBkkQ%2BXHCoJOQYdUAQx9Z51lgBGz%2BX%2B%2F1c7fhqZtRK94vRN1JmXGUwu%2B2K%2FGKfuCNIrH9%2BlStUQZp2TnFm0gu7SOvMszzh0HyUHz4r8B1ubq9li8AoGrYutOAhEchnB1Lh0OUW8jn2EID3yJ2%2Bgjy8tsc47BMj48vQ44wfvFDGfwhnycFzMF0lcPGKOb%2FrdHuadju4QUMkNC3tDmsz1PMrisMJXrA89xpxG37GOBcy6a7C2HXRQHXxUTCDJFCWT%2F4H0dWAXA0hXdRw5Cn6VrOccffH8MWOoPrwk5J1kta4lpvjVeLgxEz99xKL2P%2FTdmw90K%2FPsWszBXylFkpRoxkRbaAa%2FcsL2VH12%2F5MiOL2lElzOMdAnr7BkAjG%2BsmVQPOhfhM6Uh8a7ut7jLnfd0Ab%2BVvd1AAbJo0HzKqgFEkQG0F5IZlPbAK2ICKVJ5PWDykfrtPKf1Bw2Yhy36bvDbewGBoMy8lVN7N6QaQiT9HSOr%2FmDx4Ku6%2Fq490WrXgR%2BGtMPCB%2FVaAxSGbggvFRMBN1eh13EOqA2CdxPdcZn3K%2B06Xb7EJhKrNf14peZtfNMrF9Pvcv24uxS69JGbA9lO5oF%2FIfplzjEMoAR9fyh7HmjAMb70sfY7FL29YPmKVC4rObFa1a1EkTD0sA%2F5pbkD2wVQvNR0sFiEp%2FBg6qyi2JZ5Jl0H8oAdjrTm7AqI1T86KmRTRNk5fs%2BKjmmvvXOV5H2ioc7O%2BAFrH6Vojqir3q4PYI7pR65j3tkABFuZC6dpJL78XJjXPC5b2kJLBc4e2d0Fo1Ih0bcwVUjyUi0wbpX1fSmFoLGOpU5sBcOAEY4DFOLYO7Ay9yCz7iOYQN6Wr2cChAkHW2VmfesnFRHSaq5QXZsvzll6Ol2kU2Kjv6Q3IqjxX1xjC1T6xhE418meuyAa3q769%2FZriTAbHs4On4zdJxmmamK9fC7u0sL3Pot%2Fz6GXQS5f0lpAj3SQIGfL%2FHKDudmsTXxKwKqWwb9nBZbVXa%2FA9nM2zacoPubuX0cEMfcUdtOrEgNUcgp1GjERUHHhsG9C3ZzaS5zXPjrhrs80EySLVxVuiyBmg5ji0fdhi89fv3e4FaXHHhBLc8%3D,64,6,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,TPU,NA,Protector
15, Funda Rigida Transparente iPhone 5|6|7|8|plus|x|xs|xr|xsmax ,203,NA,582,41,18 meses,11.32,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,20,https://perfil.mercadolibre.com.mx/CELLKING21,https://articulo.mercadolibre.com.mx/MLM-671538364-silicon-case-protector-iphone-varios-colores-y-modelos-_JM?searchVariation=34395449953,16,4,0,0,0,#671538364,Apple iPhone,iphone 6 / 6 plus / 6S/ 6S plus / 7 / 7 plus / 8 / 8 plus / X / XS / XR / XS MAX,Apple,Silicon Case,Silicone / microfibra interior,NA,Liquid silicone
16, Silicon Case Protector iPhone Varios Colores Y Modelos ,169,NA,6255,33,18 meses,9.39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,337,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-577013572-funda-lujo-cromo-3-en-1-iphone-x-8-7-6-plus-6s-5-se-_JM?searchVariation=27291824577,227,59,31,10,10,#577013572,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / Xs / XR / XS Max,3 EN 1,Funda 3 en 1 Lujosa,Plástico,Apple,Funda Protectora de Lujo
17, Funda Lujo Cromo 3 En 1 iPhone X 8 7 6 Plus 6s 5 Se ,199,NA,3430,25,18 meses,11.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.1,160,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-590567485-protector-funda-skyfall-iphone-x-6-6-plus-7-7-plus-8-8-plus-_JM?searchVariation=21340361935,91,33,14,9,13,#590567485,Apple,iPhone,INNOVACEL,SKYFALL,Acrílico,oem,trasera tpu + plastico
18, Funda Ultra Slim Silicon iPhone 6 7 8 | Plus X Xr Xs Max ,239,NA,989,79,18 meses,13.28,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,22,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=P92NdzJRbfDbRFzKEH9LXha%2B7H7hDVPiwAQH5%2BVIjTVKdP88Nb5h9rQUWK4%2FXD267x7wmtYUia86%2BKeiu%2FHDDb9iOrlYxr8y7ch1X1fPaADwgLoBT1UxqPpBz3vJ2LQ5273ymTX89HX4ve9puurYEpwGUSolVLQHa8EFO08QkTN5YhgadGRRmbVU5xIrtwpnp5UxWTbU4HVPKM7PZJzlaDXh9TioZgyykrSCkTxOqCXO4kzcDk2lNrR7Ym9M%2BgCf0RQ1ulfBgRW69nsn1o8%2B8tg1mOtOpJeWyvwaRfy5HcBACNGN2rnPLi9nNjncwuCr6IFk4OA%2BP%2FxChTKV6henzs3vIhwvAYVGFg0bB7BJTKFHpMn2pfDggX4GuXKjs2GpdWtR5NcnayUGoN%2FmQajGe911yhavSitPdm6YXB6oNdqJJ%2FNB8i9L29sSbNsmT3sGdlq2zAsxRRWmg1JoIVjrs7VqGo%2BUB1NTPWJDCu6hdp94hMAsmYLg1ODwIpTr2nq8fsM1GlDJzEA2lBdvGpBzpDoPw%2FUHF%2FZvOM%2FFsgeoIiqvUsjTylvyZLFgTPBxaLkKRO5GIMCvaIaIIFwvRwVes7XeoHQHhFCT25zsE1fCCRF8emRU1iUnjeDiJ9TSPgRvB9rOk0rLgf%2Bb1wBCaACt0TTyCqcFqIYUDTGZYgswcp101PJvIdoxjKUjTf%2BvwV7CWgKxGHgvFRjF%2By9gcs9BeIsonuA3Fq7pE9hbC3cGAEQOV6ykY7XsgYEm%2FWWHUKSUYYfU0HKMxmXKfWaMR37GEKax1Sc9k%2BHTLW693ZY0X35nHf2tqaSwInzr3mS19OTHuWckw4hBzR6Klhz2%2BvS1jEAuxYepy9nGyax8stFKqpTpPIqL7pVBTdU4vfobbfW7tYzCaRgD3GmWPFZZEUf6sZwdqOlDsogNJBLc%2BKpMWnBsQShb%2FeiO2LkSzTTnjfQmdXxI9iBE6Sm5Kxi8njyvoLdCIYLkXXTsIepnPt%2FAWRar8UZYRTtE%2FP%2BhQ78Vj0dnc7zBOf%2FxJF5VhnBI5cM1vSFwcjFhOBn8QJAXurmuU53wqT8v5a1M2AIvebd5RZS74TfzQtWXMvRJ47iyMpreoXUjq9U0%2BBASWdVx0RZaTyCS0KJT%2F3DkaWR62%2Fq8dmR0X0%2BoTlwyuW4KJASqTo3klMA606Cwn7l0yuqYCqGm5rLofyhH8NdB2kLfphxvkIiT25xMiOJ6u%2FL5M0HSa%2BYWpRZN0HedtFz%2BT%2FG4LHs6LunFcUc8QhD0HjTBkv%2BulbKSJ1AOD%2BBFZUMDFLEpDESZ38q%2FP0OSraIAESpoM5N0ywPAgyFXFcdfZ5j0TheaYRrpwGuLrhTfMmmi9tnqtYalY%2BZN0phJ4IqciOCIeOtNwWXjnjept2KvNMZkGFW8o11fplRqxASdUt9jlPUc5Ye2K3%2Fe1d3d3hbSZUvD8PNKZVgxf18UR7Rau4W%2BUkZTiMTx38asjBNjhWQ3u63%2FuvkC3eyCBhfLa1X%2FFS2vwe5rcEWQA22dQs3dcEIjNx%2FeiFvO%2FgzFpvDzFunnylB6VwQ8ZEv6l%2F1hpy7pLj9Y0d2c%2BfSvARUBcmeb2q23b%2Fnaag%3D%3D,15,3,0,1,3,#651098477,Apple,6 6s 7 8 Plus X Xs Max Xr,Gurio,Ultra Thin,TPU,Apple,Protector
19," Protector Funda Skyfall iPhone X, 6 6 Plus 7 7 Plus 8 8 Plus ",299,NA,3023,6486,12 meses,29.54,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,80,https://perfil.mercadolibre.com.mx/TKPARTES,https://articulo.mercadolibre.com.mx/MLM-643886960-funda-protector-magnetica-aluminio-iphone-6-7-8-plus-x-xs-xr-_JM?searchVariation=29377347947,54,9,4,4,9,#643886960,Apple,iphone 6 | 7 | 8 | plus | X Xs,GEN,Imantado,Aluminio,GEN,Bumper Metálico con Vidrio 9H en la partes trasera. (No tiene cristal frontal)
20, Funda Protector Magnetica Aluminio iPhone 6 7 8 Plus X Xs Xr ,169,NA,1143,21,18 meses,9.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,42,https://perfil.mercadolibre.com.mx/BROXYMEXICO,https://articulo.mercadolibre.com.mx/MLM-609084509-funda-rigida-transparente-iphone-5678plusxxsxrxs-max-_JM?searchVariation=22511225424,40,1,1,0,0,#609084509,Apple,iPhone,BMX,iPhone XS MAX | XR | XS | X | PLUS | 8 | 7 | 6 | SE | 5,TPU/Policarbonato,BMX,NA
21, Funda Rigida Transparente iPhone 5|6|7|8|plus|x|xs|xr|xs Max ,329,NA,751,110,12 meses,32.50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,35,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-637625676-funda-otterbox-survivor-iphone-6-7-8-plus-x-xs-max-uso-rudo-_JM?searchVariation=28680049629,30,5,0,0,0,#637625676,Apple,iPhone,OtterBox,Survivor,Plástico,OtterBox,Uso Rudo
22, Funda Otterbox Survivor iPhone 6 7 8 Plus X Xs Max Uso Rudo ,276,NA,1139,28,18 meses,15.34,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,3.6,28,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-599328986-case-funda-magnetica-aluminio-iphone-x-xr-xs-max-6-7-8-plus-_JM?searchVariation=31761977868,13,5,2,3,5,#599328986,Apple,iPhone,Apple,Magnetic-Adsorption,Aluminio y Cristal,Varios,Magnética
23, Case Funda Magnetica Aluminio iPhone X Xr Xs Max 6 7 8 Plus ,219,NA,1026,158,18 meses,12.17,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,38,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-623749350-funda-slim-contra-golpes-iphone-6-7-8-plus-x-max-xr-mica-_JM?searchVariation=32254235791,33,3,1,0,1,#623749350,Apple,iPhone,NA,AntiShock,Silicona,Apple,Protector
24, Funda Slim Contra Golpes iPhone 6 7 8 Plus X Max Xr +mica ,189,NA,2647,8,18 meses,10.50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,99,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-605956130-funda-360-lujo-espejo-iphone-x-8-7-6-plus-6s-se-5s-5-mica-_JM?searchVariation=27291542233,75,12,7,3,2,#605956130,Apple,iPhone 5 / 5s / SE / 6 / 6s / 7 / 6 Plus / 6s Plus / 7 Plus / 8 / 8 Plus,360° Espejo,Funda Protector 360°,Aluminio,Apple,Funda Protectora
25, Funda 360 Lujo Espejo iPhone X 8 7 6 Plus 6s Se 5s 5 + Mica ,219,NA,2526,413,18 meses,12.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,71,https://perfil.mercadolibre.com.mx/TECNO+INSIDE,https://articulo.mercadolibre.com.mx/MLM-611043624-funda-iphone-6-6s-7-8-plus-x-xs-max-xr-case-silicon-protecto-_JM?searchVariation=28802182017,56,12,2,0,1,#611043624,Apple,iphone  6 6s 7 8 7 plus 8 plus X y Xs Xr,Apple,Silicon,Silicona,gi,NA
26, Funda iPhone 6 6s 7 8 Plus X Xs Max Xr Case Silicon Protecto ,249,NA,372,60,18 meses,13.83,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,7,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-667132542-mica-funda-protector-2n1-iphone-6-7-8-plus-x-xs-max-xr-_JM?searchVariation=33590590371,5,2,0,0,0,#667132542,iPhone,6 6s 7 8 Plus X Xs Max Xr,NA,2n1,Silicon,NA,2n1
27, Mica + Funda Protector 2n1 iPhone 6 7 8 Plus X Xs Max Xr ,199,NA,4663,24,18 meses,11.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,291,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-567216493-protector-funda-360-iphone-5-6-6-plus-7-7-plus-8-8-plus-y-x-_JM?searchVariation=21340038287,185,54,34,11,7,#567216493,Apple,IPHONE,360,Iphone,Acrílico,OEM,360
28, Protector Funda 360 iPhone 5 6 6 Plus 7 7 Plus 8 8 Plus Y X ,289,NA,673,17,18 meses,16.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,3.8,16,https://perfil.mercadolibre.com.mx/IBUMPER+VERACRUZ,https://articulo.mercadolibre.com.mx/MLM-650291597-funda-armadura-360-uso-rudo-iphone-y-samsung-_JM?searchVariation=31613620371,7,4,2,0,3,#650291597,iPhone/Samsung,6/6s/6plus/6sPlus/7/7Plus/8/8Plus/X/Xs/XR/XsMax,iBumper Ver,Funda Armadura 360 Uso Rudo Iphone,Híbrido de Goma con TPU de alto impacto.,NA,Funda Armadura 360 Uso Rudo
29, Funda Armadura 360 Uso Rudo iPhone Y Samsung ,299,NA,1068,26,18 meses,16.61,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,42,https://perfil.mercadolibre.com.mx/MLMSHOP,https://articulo.mercadolibre.com.mx/MLM-615868778-funda-premium-cristal-9h-phone-xs-max-x-xs-678plus-slim-_JM?searchVariation=28335439580,38,2,0,0,2,#615868778,Apple,IPHONE,Apple,Iphone 6 6p 7 7p 8 8p,NA,NA,GLASS CASE
30, Funda Premium Cristal 9h Phone Xs Max X Xs 6/7/8plus Slim ,199,NA,1574,121,18 meses,11.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,65,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-597243279-protector-360-iphone-5-5s-se-6-6s-7-8-plus-x-flexible-_JM?searchVariation=21358423507,50,11,3,0,1,#597243279,Apple,IPHONE Y SAMSUNG,360,IPHONE Y SAMSUNG,Silicona,INNOVACEL,360
31, Protector 360 iPhone 5 5s Se 6 6s 7 8 Plus X Flexible ,39,NA,1492,618,18 meses,2.17,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,5,https://perfil.mercadolibre.com.mx/FLAN6922815,https://articulo.mercadolibre.com.mx/MLM-656885134-funda-protector-iphone-delgada-reforzado-mayoreo-0-_JM?searchVariation=37666562255,3,1,1,0,0,#656885134,iPhone,iPhone,Genérico,Transparente Reforzada,Silicona,China,Bumper
32, Funda Protector iPhone Delgada Reforzado Mayoreo #0 ,169,NA,3861,43,18 meses,9.39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,220,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-580652933-funda-360-iphone-x-8-7-6-plus-6s-5s-se-cristal-_JM?searchVariation=27291722412,135,37,17,12,19,#580652933,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X,Funda 360°,Protector 360º,Plástico,Apple,Funda Protectora 360°
33, Funda 360 iPhone X 8 7 6 Plus 6s 5s Se + Cristal ,449,NA,1900,13,18 meses,24.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,68,https://perfil.mercadolibre.com.mx/TAXIDIAMX,https://articulo.mercadolibre.com.mx/MLM-639404634-case-gameboy-36-juegos-con-mario-bros-iphone-del-6-al-xsmax-_JM?searchVariation=27164195373,57,7,3,0,1,#639404634,Apple,Iphone,Apple,Iphone,Plástico,"NA",Case Videojuego
34, Case Gameboy 36 Juegos Con Mario Bros iPhone Del 6 Al Xsmax ,239,NA,455,76,18 meses,13.28,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,18,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-648919947-mica-funda-case-lujo-iphone-6-6s-7-8-plus-x-xs-max-xr-_JM?searchVariation=34030329998,13,2,1,0,2,#648919947,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,LH,Crystal Case,TPU,NA,Crystal Case
