search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Marca del celular,Tipo de funda
11, Cafele Carcasa Magnética + Vidrio iPhone 8 Negro ,13.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.083
			
		
		 sin interés
		
	

	
		","
				$ 1.083
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUATRO+GLACIARES,https://articulo.mercadolibre.cl/MLC-480448512-cafele-carcasa-magnetica-vidrio-iphone-8-negro-_JM,NA,NA,NA,NA,NA,#480448512,NA,Apple,Carcasa
12, Carcasa 360° iPhone 8 7 Plus + Vidrio Templado Rojo 3 En 1 ,9.995,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452825550-carcasa-360-iphone-8-7-plus-vidrio-templado-rojo-3-en-1-_JM,NA,NA,NA,NA,NA,#452825550,NA,Apple,Carcasa
13, Carcasa Transparente Reforzada Para iPhone 8 Plus Miaustore ,1.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				23
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 166
			
		
		 sin interés
		
	

	
		","
				$ 166
			",NA,Envío a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/MIAUSTORE.CL,https://articulo.mercadolibre.cl/MLC-453525745-carcasa-transparente-reforzada-para-iphone-8-plus-miaustore-_JM,NA,NA,NA,NA,NA,#453525745,NA,Apple,Carcasa
14, 10 Carcasas Magnética iPhone 8 Plus Por Mayor ,69.990,NA,"
			
				Nuevo
			
			
		",(9 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 11.665
			
		
		 sin interés
		
	

	
		","
				$ 11.665
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALONLINE+EIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=76iJiOt4EGuhJ5V1pCpBlzcPc35Z2MEBg36ViYRrElFHHnOJph9Zcw8u1PjyqYvhQ%2FGYGAZRdZS5x5ro1jYsoie6lWxPd715AFe8G0%2FKFPWtZo8jVY3igBvRMa0NxUJuftmlLzAqbjYnyBHF5Tcvv3nhOYEDTY6AMOP98RelJwPY4oYb0dSdbYomN2miwtdlW4HWngAOqPf1JgIu8DXyVpjMTo5%2BxwfUGyVV68Rff7TRHxZM9QwwnAKYl732Dx10zf9rR6XJnK6WgdcO9qGlvCHGWDdwH6O2VL4c6y6Hzl%2Fy%2FSUcg6A50BHC%2Fy0kNO5P6YXh3UavZPQ%2BirMGVHCU783eb43j4BzMoTDRcszLTp%2BqkPEcLrfmMYyR0LNAgZjAqV%2FTySnvBwImnnwWTNq5GuVcGo%2BdGXCGIWrZeiA%2FPdB%2F6kz1da10tetqmyPOUpsweW53wvSO29NE1j4gIruobKCnSPJ4YgJZtgvdNXb5V3bs%2BmbFZVzALJt5PO3MJffWCgqUg7ODF%2BoU%2FVNedYpbqSx5xDzG%2FiYeQhZRgIKeMIrtPVYzb9HfXb1ciCJ4ajTi1zm7JCt9qcJNSoQ4HL62mPayjsJAKzMmLr7c1xxzs5SaZso4cLSoi%2FZAC4NDoHIkLj70xUpYqI%2FU9917fD17%2FqBMj97sheqSwu0uPzMueEO%2FU%2F63H6wfLdNgsq8ILJhJ0qiMIw9pKsYXnp3TsXmvy%2Bf7v6kye3u8%2F9V9WKxbj8aEkpgkdZwa0ijpux7p4tLJThFJjxNxPaLLQfd9ZX056nPTjdDhbYWdRODMiqedMTV9u7GedKME6n2uQiM42Aw2t1kpTE%2BKh1pC37hj2Z8yM32e2Q30%2FK%2FjnRe7BoQohyaPbnIeW9ymIsA6raI5RKH%2BZqt%2FOSFYAS5a8zJvKdSBlOJAnwhMNLo4b4BXRx8%2BHlnz%2FrA4I3v7GIzjNkBxdX7BJFPhATPcwohCjb%2FKTb1f%2F4RNGHOF2I6hQTbo%2Fu6YtmE%2BlLkizeIl%2FyUgpbeNVB12YKoUCGwpLsnjuN7G30h116Ym0zJPCsmi57Moti81Dq5pNGWQlyca%2Bm54V7vV%2FcHtSAnAz9rCy3LSV8tjl26quwO4DFLW10cHMdIsdBVRxSRyGRajzTbv42WFzSuAjRbG6%2BO3ZQ2AfZUXmxaLxrFOHRI2QbjoUQgNuzU%2FEQRQewToTUl1PeYX0PxfgFN2eJTXAWkYSZkCZ2cmlQoVAa5QYnlQZShFvmZvCfkUd8y3UR8vkfsKlOy1qNYjmXS5lPwMqA54Ak1r2N4MSOyKAGAwa0jekb%2BVvP8YABRZrmkfq4AD2Ug9Jlfs28sjY8uCTjncfZhYsbV0vR8ezDn2Q560aGrXSf8YxO3R%2FP2ghi3IvX6nHgRJi8jvKVIPxDQ6u3xAT7BCxLyvhPZ8e6GBioswXyFHlL7VrwjfhHnfDRTS9JfNbjXJTHG3jrYS8Hbj1tYOLGSQ7%2FdotFRQE53MW%2BhG7%2Fqhnoei11FoK0YbtdlIuitF98kKcvup%2BfoWslN%2BVWZQCcvD,NA,NA,NA,NA,NA,#471393023,NA,Samsung,Carcasa
15, Carcasa 360° iPhone 8 Plus 7 Plus + Lámina Negro 3 En 1 ,9.995,NA,"
			
				Nuevo
			
			
				
					 - 
				
				35
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452824745-carcasa-360-iphone-8-plus-7-plus-lamina-negro-3-en-1-_JM,NA,NA,NA,NA,NA,#452824745,NA,Apple,Carcasa
16, Carcasa Proteccion 360° iPhone 7 Y iPhone 8 - Tecnostrike ,15.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(8 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.500
			
		
		 sin interés
		
	

	
		","
				$ 2.500
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOSTRIKE,https://articulo.mercadolibre.cl/MLC-470875704-carcasa-proteccion-360-iphone-7-y-iphone-8-tecnostrike-_JM,NA,NA,NA,NA,NA,#470875704,Baseus,Apple,Carcasa
17, Carcasa Madera Personalizada iPhone 8 I 8 Plus I 1 Diseño ,6.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.165
			
		
		 sin interés
		
	

	
		","
				$ 1.165
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VENTAS+ELECTRONICAS1,https://articulo.mercadolibre.cl/MLC-474287055-carcasa-madera-personalizada-iphone-8-i-8-plus-i-1-diseno-_JM,NA,NA,NA,NA,NA,#474287055,NA,Apple,Carcasa
18, 10 Carcasas Magnética iPhone 8 Por Mayor ,69.990,NA,"
			
				Nuevo
			
			
		",(9 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 11.665
			
		
		 sin interés
		
	

	
		","
				$ 11.665
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALONLINE+EIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=UHLhqfnKok7zt3X1QJCoX77UJ4aNYsd%2F5YAq3%2FD4qbzq6j6AvTzlx1lv%2FWhIXdIc021LzYOjatQmwCQdYH5dLmAi9693iHQljhC74%2FNgNrycmaQhhU9TVnTmb049ySepLlQmPAnt1iVPCe5FEEI4BolP2OhlZ9HQN8QUloAXwvkP1EmftrQgromUkSI0s5fI1nhZtyQGLEu4VfnzKK0J%2F%2BV45SdlFHkCR2tOv0m%2Fjz7tqq3H%2Bf2%2BowNzRodDg5S6Rr%2FyjtyNtiaevUAcFpn%2BgiDL2%2B3db6we5QNWhdw1Yyksh9HJHIEiAdzNjcnd0M2OPVeP7l5HI1N7fZ8t%2FY%2FD%2BttBZIOoav0m8kAoYHoostvfMT2L9ZXBsJlVAXQx4tXUvnA%2BRMrWDs%2BWPCN8maPMXK%2FDb9%2FOiU30KxnMo1iIFVweNUXcEBNnu4LDvSS0HGeVFZevnTr%2FZ53m%2FuK1eHVbMqrOKpouhFUD24TVoXPDH5qEGXvdt1vl6H%2Fg6x3bcfIRJwc5Yi5REdh7dc0e025OY%2FADWaiP4zBvWowA%2F8o0ShKJ4GoUNL1J1FN71i5%2FhbE9JSJbpUrjVritH1CpTuiyyoRLzjKa5QuwHXcIWPC7rwgfq5FgjQXmkcpoj%2BaVIU%2BOWO04Y5McN03YKqV3A7BdF6Gi9vl9GJKLMu42BV6VxsVhBTYMO1%2FUT%2BtZidSH%2F9B4j%2B7h5k4CxCnvahIL%2Fg115N3bh9jpEXT1cbw%2FpSpyCm7aJ%2BjbhiQVy7o9CJ%2BR05LYmU9o2JdwpbRy%2FYMZaw4sp2mlCja9SIIqLu5aDpdGArTZcDgEXdwzrMYx%2BumSfIA90bTTv8pNfTOZaY%2BYgyZ3BJ6kAwGuCmYlega%2BI%2Bk3Zf3M%2BVVPTv%2BELX3s9y8YQA0pnAare3a7nDLz4cyiEr8TyUugTj48gBmuSrboRDRP8rHWhJq4zxyy3IHVOsokrYMyqY3cfSL0pgGrd%2BZfEqYTYMiiLjMzii%2BG%2FT25MMpHAKHDdnaIZHjTaD717kDJJgOM7A1sYjF%2FGWNbMqmzM2IsgQuZDvAlfnOuOkHEpSbaD%2FinC%2BF0FCYvRYhSOEkxTpVzja6MAsyTtkLC5CfG%2BOxgVLwazQmkVTgLv32vjxsP8a0ErCc9zOZDAD53US6lfoNBYS9SaieXPAQ5w7zHHbMdL9ZOydnR5gNgowzN3LCHeshB05s7M6pOpmfKRw7k%2FqxMH5e6aD%2FeREvsrAAyRuvuSqRJjOzZ7mvBJKiIkuKiXbWowmzKPPR4wh2lNOo4TH3a41C07qWlDqFK4lnzwSkf6rzIv0kJ3OOK4yQJfiLNJVBRqG1Jkk1M6vwH9Oz%2FUyWPf46%2FtXDLTtDkbjyAXIGjVqjF6YuX2TdJU5ltkBcXCqBIbKoDyVizL0zs8fnJ9KNwMjYuk5Hcz8w6va6YlHsdFy3%2BViLnbLvElPqhT4hFV9%2B08z4uE%2B9d%2FMbtbj7IwVqdezk3Nm8Y3ZS%2BnDsApMGAQciYxO0Ve1Hdv6W3dZ3A00VXkv3%2Fj1FEOR4eLhGRSw%3D%3D,NA,NA,NA,NA,NA,#471392962,NA,Samsung,Carcasa
19, Carcasa Otterbox Defender iPhone 7 / iPhone 8 ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				21
				vendidos
			
		",(174 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/SUSPENSIONTRAINING,https://articulo.mercadolibre.cl/MLC-471755427-carcasa-otterbox-defender-iphone-7-iphone-8-_JM,NA,NA,NA,NA,NA,#471755427,OtterBox,Apple,Carcasa
20, Carcasa Metálica iPhone 8 7 Negro Lunatik Taktik Armadura ,23.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.999
			
		
		 sin interés
		
	

	
		","
				$ 1.999
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452413396-carcasa-metalica-iphone-8-7-negro-lunatik-taktik-armadura-_JM,NA,NA,NA,NA,NA,#452413396,NA,Apple,Carcasa
21, Apple iPhone 8 Plus Case Cuero Premium Nillkin - Prophone ,15.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(965 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.500
			
		
		 sin interés
		
	

	
		","
				$ 2.500
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-455903823-apple-iphone-8-plus-case-cuero-premium-nillkin-prophone-_JM,NA,NA,NA,NA,NA,#455903823,Nillkin,Apple,Carcasa
22, Apple iPhone 8/7 Plus Case Eton Premium Nillkin - Webphone ,11.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 999
			
		
		 sin interés
		
	

	
		","
				$ 999
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/WEBPHONESPA,https://articulo.mercadolibre.cl/MLC-475197980-apple-iphone-87-plus-case-eton-premium-nillkin-webphone-_JM,NA,NA,NA,NA,NA,#475197980,Nillkin,Apple,Carcasa
23, Apple iPhone 8 Case Frosted Premium + Lamina - Prophone ,9.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(983 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.665
			
		
		 sin interés
		
	

	
		","
				$ 1.665
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-452140446-apple-iphone-8-case-frosted-premium-lamina-prophone-_JM,NA,NA,NA,NA,NA,#452140446,Apple,Apple,Carcasa
24, iPhone 8 Plus / 7 Plus - Case Carcasa Dorada + Lamina Vidrio ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(6 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELULARES-EN-VENTA,https://articulo.mercadolibre.cl/MLC-498947321-iphone-8-plus-7-plus-case-carcasa-dorada-lamina-vidrio-_JM,NA,NA,NA,NA,NA,#498947321,"Original, Legitima, Auténtica y Genuina - Fabricantes: GKK, Nillkin, Lenuo, Mofi, Goospery, Cafele, Enkay",Apple,Carcasa
25, iPhone 8 / iPhone 7 - Protección Carcasa Roja 100% Original ,10.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.832
			
		
		 sin interés
		
	

	
		","
				$ 1.832
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELULARES-EN-VENTA,https://articulo.mercadolibre.cl/MLC-492398182-iphone-8-iphone-7-proteccion-carcasa-roja-100-original-_JM,NA,NA,NA,NA,NA,#492398182,GKK,Apple,Carcasa
26, Carcasa Protector iPhone 7/8 Case Funda ,4.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		12 cuotas de
		
			
				$ 416
			
		
		 sin interés
		
	

	
		","
				$ 416
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CRANDEP,https://articulo.mercadolibre.cl/MLC-479552127-carcasa-protector-iphone-78-case-funda-_JM,NA,NA,NA,NA,NA,#479552127,Ugreen,Apple,Carcasa
27, Carcasa Funda Silicona iPhone 7 Plus / iPhone 8 Plus/ Celpro ,3.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(86 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 332
			
		
		 sin interés
		
	

	
		","
				$ 332
			",NA,Envío a todo el país,NA,NA,1.0,1,https://perfil.mercadolibre.cl/CELPRO_CL,https://articulo.mercadolibre.cl/MLC-454559641-carcasa-funda-silicona-iphone-7-plus-iphone-8-plus-celpro-_JM,NA,NA,NA,NA,NA,#454559641,Genérico,Apple,Carcasa
28, Carcasa iPhone 8 Silicona Transparente Tpu Ultra Fina ,7.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.332
			
		
		 sin interés
		
	

	
		","
				$ 1.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BOXPLAY+2019,https://articulo.mercadolibre.cl/MLC-480849059-carcasa-iphone-8-silicona-transparente-tpu-ultra-fina-_JM,NA,NA,NA,NA,NA,#480849059,NA,NA,NA
29," Carcasa Ultra Delgada Transparente Para iPhone 7, 8, 7p, 8p ",3.100,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(1 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 258
			
		
		 sin interés
		
	

	
		","
				$ 258
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ONNYA,https://articulo.mercadolibre.cl/MLC-493413357-carcasa-ultra-delgada-transparente-para-iphone-7-8-7p-8p-_JM?searchVariation=39078410306,NA,NA,NA,NA,NA,#493413357,Apple,Apple,Carcasa
30, Carcasa Funda Silicona iPhone 7 / iPhone 8 / Celpro ,3.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(30 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 332
			
		
		 sin interés
		
	

	
		","
				$ 332
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELPRO_CL,https://articulo.mercadolibre.cl/MLC-454559323-carcasa-funda-silicona-iphone-7-iphone-8-celpro-_JM,NA,NA,NA,NA,NA,#454559323,NA,NA,NA
31, Moshi Sensecover iPhone 8/7 Funda - Beige ,97.169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		12 cuotas de
		
			
				$ 8.097
			
		
		 sin interés
		
	

	
		","
				$ 8.097
			",NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALWAREHOUSECL,https://articulo.mercadolibre.cl/MLC-498522350-moshi-sensecover-iphone-87-funda-beige-_JM,NA,NA,NA,NA,NA,#498522350,Moshi,Apple,Flip Cover
32, Cafele Carcasa Magnética + Vidrio iPhone 8 Rojo ,13.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		12 cuotas de
		
			
				$ 1.083
			
		
		 sin interés
		
	

	
		","
				$ 1.083
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUATRO+GLACIARES,https://articulo.mercadolibre.cl/MLC-481798379-cafele-carcasa-magnetica-vidrio-iphone-8-rojo-_JM,NA,NA,NA,NA,NA,#481798379,NA,Apple,Carcasa
33, Carcasas Magnética iPhone 8 | Negro Rojo Plata | Digitek ,9.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				32
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 832
			
		
		 sin interés
		
	

	
		","
				$ 832
			",NA,Envío a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/DIGITEK.CL,https://articulo.mercadolibre.cl/MLC-463128867-carcasas-magnetica-iphone-8-negro-rojo-plata-digitek-_JM,NA,NA,NA,NA,NA,#463128867,NA,Apple,Carcasa
34, Carcasa Ultrafina iPhone 7 I iPhone 8 I Diseño Original ,1.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 332
			
		
		 sin interés
		
	

	
		","
				$ 332
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VENTAS+ELECTRONICAS1,https://articulo.mercadolibre.cl/MLC-479132417-carcasa-ultrafina-iphone-7-i-iphone-8-i-diseno-original-_JM,NA,NA,NA,NA,NA,#479132417,NA,Apple,Carcasa
